context: Did you wait long, Takeo-kun? response:	No, I just got here!
context: You should be wary of hypnosis, too.\Sounds like it.\Evenin'.\Oh, Takeo-kun...\You really took me by surprise.\That's bad for my heart.\Oh, I texted everyone about tomorrow.\Okay, thanks! response:	What're you doing?
context: Sounds like it.\Evenin'.\Oh, Takeo-kun...\You really took me by surprise.\That's bad for my heart.\Oh, I texted everyone about tomorrow.\Okay, thanks!\What're you doing? response:	Oh, I'm trying to figure out where I'll be staying tonight.
context: Evenin'.\Oh, Takeo-kun...\You really took me by surprise.\That's bad for my heart.\Oh, I texted everyone about tomorrow.\Okay, thanks!\What're you doing?\Oh, I'm trying to figure out where I'll be staying tonight. response:	I only had my hotel booked till yesterday.
context: Oh, Takeo-kun...\You really took me by surprise.\That's bad for my heart.\Oh, I texted everyone about tomorrow.\Okay, thanks!\What're you doing?\Oh, I'm trying to figure out where I'll be staying tonight.\I only had my hotel booked till yesterday. response:	He came here for Ai, huh?
context: You really took me by surprise.\That's bad for my heart.\Oh, I texted everyone about tomorrow.\Okay, thanks!\What're you doing?\Oh, I'm trying to figure out where I'll be staying tonight.\I only had my hotel booked till yesterday.\He came here for Ai, huh? response:	I guess a net cafe or a manga cafe.
context: That's bad for my heart.\Oh, I texted everyone about tomorrow.\Okay, thanks!\What're you doing?\Oh, I'm trying to figure out where I'll be staying tonight.\I only had my hotel booked till yesterday.\He came here for Ai, huh?\I guess a net cafe or a manga cafe. response:	You can just stay with me.
context: Oh, I texted everyone about tomorrow.\Okay, thanks!\What're you doing?\Oh, I'm trying to figure out where I'll be staying tonight.\I only had my hotel booked till yesterday.\He came here for Ai, huh?\I guess a net cafe or a manga cafe.\You can just stay with me. response:	That's close
context: Okay, thanks!\What're you doing?\Oh, I'm trying to figure out where I'll be staying tonight.\I only had my hotel booked till yesterday.\He came here for Ai, huh?\I guess a net cafe or a manga cafe.\You can just stay with me.\That's close response:	Huh?
context: What're you doing?\Oh, I'm trying to figure out where I'll be staying tonight.\I only had my hotel booked till yesterday.\He came here for Ai, huh?\I guess a net cafe or a manga cafe.\You can just stay with me.\That's close\Huh? response:	I'm home!
context: Oh, I'm trying to figure out where I'll be staying tonight.\I only had my hotel booked till yesterday.\He came here for Ai, huh?\I guess a net cafe or a manga cafe.\You can just stay with me.\That's close\Huh?\I'm home! response:	Mom, this is Oda-san.
context: I only had my hotel booked till yesterday.\He came here for Ai, huh?\I guess a net cafe or a manga cafe.\You can just stay with me.\That's close\Huh?\I'm home!\Mom, this is Oda-san. response:	He'll be staying over tonight.
context: He came here for Ai, huh?\I guess a net cafe or a manga cafe.\You can just stay with me.\That's close\Huh?\I'm home!\Mom, this is Oda-san.\He'll be staying over tonight. response:	Good evening...
context: I guess a net cafe or a manga cafe.\You can just stay with me.\That's close\Huh?\I'm home!\Mom, this is Oda-san.\He'll be staying over tonight.\Good evening... response:	I'm sorry to bother you so suddenly.
context: You can just stay with me.\That's close\Huh?\I'm home!\Mom, this is Oda-san.\He'll be staying over tonight.\Good evening...\I'm sorry to bother you so suddenly. response:	Oh, okay. Sure.
context: That's close\Huh?\I'm home!\Mom, this is Oda-san.\He'll be staying over tonight.\Good evening...\I'm sorry to bother you so suddenly.\Oh, okay. Sure. response:	Wow!
context: Huh?\I'm home!\Mom, this is Oda-san.\He'll be staying over tonight.\Good evening...\I'm sorry to bother you so suddenly.\Oh, okay. Sure.\Wow! response:	I love salmon!
context: I'm home!\Mom, this is Oda-san.\He'll be staying over tonight.\Good evening...\I'm sorry to bother you so suddenly.\Oh, okay. Sure.\Wow!\I love salmon! response:	It's nice to have so many side dishes all out at once.
context: Mom, this is Oda-san.\He'll be staying over tonight.\Good evening...\I'm sorry to bother you so suddenly.\Oh, okay. Sure.\Wow!\I love salmon!\It's nice to have so many side dishes all out at once. response:	I'm living on my own, so I miss home cooking.
context: He'll be staying over tonight.\Good evening...\I'm sorry to bother you so suddenly.\Oh, okay. Sure.\Wow!\I love salmon!\It's nice to have so many side dishes all out at once.\I'm living on my own, so I miss home cooking. response:	I'm back.
context: Good evening...\I'm sorry to bother you so suddenly.\Oh, okay. Sure.\Wow!\I love salmon!\It's nice to have so many side dishes all out at once.\I'm living on my own, so I miss home cooking.\I'm back. response:	Oh, you must be Takeo's father.
context: I'm sorry to bother you so suddenly.\Oh, okay. Sure.\Wow!\I love salmon!\It's nice to have so many side dishes all out at once.\I'm living on my own, so I miss home cooking.\I'm back.\Oh, you must be Takeo's father. response:	Thank you for having me!
context: Oh, okay. Sure.\Wow!\I love salmon!\It's nice to have so many side dishes all out at once.\I'm living on my own, so I miss home cooking.\I'm back.\Oh, you must be Takeo's father.\Thank you for having me! response:	I'm Oda, a friend of Takeo's.
context: Wow!\I love salmon!\It's nice to have so many side dishes all out at once.\I'm living on my own, so I miss home cooking.\I'm back.\Oh, you must be Takeo's father.\Thank you for having me!\I'm Oda, a friend of Takeo's. response:	Oh, hello.
context: I love salmon!\It's nice to have so many side dishes all out at once.\I'm living on my own, so I miss home cooking.\I'm back.\Oh, you must be Takeo's father.\Thank you for having me!\I'm Oda, a friend of Takeo's.\Oh, hello. response:	Make yourself at home.
context: It's nice to have so many side dishes all out at once.\I'm living on my own, so I miss home cooking.\I'm back.\Oh, you must be Takeo's father.\Thank you for having me!\I'm Oda, a friend of Takeo's.\Oh, hello.\Make yourself at home. response:	Does stuff like this happen often?
context: I'm living on my own, so I miss home cooking.\I'm back.\Oh, you must be Takeo's father.\Thank you for having me!\I'm Oda, a friend of Takeo's.\Oh, hello.\Make yourself at home.\Does stuff like this happen often? response:	Your parents didn't seem to care at all.
context: I'm back.\Oh, you must be Takeo's father.\Thank you for having me!\I'm Oda, a friend of Takeo's.\Oh, hello.\Make yourself at home.\Does stuff like this happen often?\Your parents didn't seem to care at all. response:	No, not really.
context: Oh, you must be Takeo's father.\Thank you for having me!\I'm Oda, a friend of Takeo's.\Oh, hello.\Make yourself at home.\Does stuff like this happen often?\Your parents didn't seem to care at all.\No, not really. response:	Takeo-kun...
context: Thank you for having me!\I'm Oda, a friend of Takeo's.\Oh, hello.\Make yourself at home.\Does stuff like this happen often?\Your parents didn't seem to care at all.\No, not really.\Takeo-kun... response:	Didn't you find Sunakawa-san scary at first?
context: I'm Oda, a friend of Takeo's.\Oh, hello.\Make yourself at home.\Does stuff like this happen often?\Your parents didn't seem to care at all.\No, not really.\Takeo-kun...\Didn't you find Sunakawa-san scary at first? response:	Not at all.
context: Oh, hello.\Make yourself at home.\Does stuff like this happen often?\Your parents didn't seem to care at all.\No, not really.\Takeo-kun...\Didn't you find Sunakawa-san scary at first?\Not at all. response:	I see, I see...
context: Make yourself at home.\Does stuff like this happen often?\Your parents didn't seem to care at all.\No, not really.\Takeo-kun...\Didn't you find Sunakawa-san scary at first?\Not at all.\I see, I see... response:	You wouldn't, I guess.
context: Does stuff like this happen often?\Your parents didn't seem to care at all.\No, not really.\Takeo-kun...\Didn't you find Sunakawa-san scary at first?\Not at all.\I see, I see...\You wouldn't, I guess. response:	I did, just a little.
context: Your parents didn't seem to care at all.\No, not really.\Takeo-kun...\Didn't you find Sunakawa-san scary at first?\Not at all.\I see, I see...\You wouldn't, I guess.\I did, just a little. response:	I'm kind of loose and laid-back,
context: No, not really.\Takeo-kun...\Didn't you find Sunakawa-san scary at first?\Not at all.\I see, I see...\You wouldn't, I guess.\I did, just a little.\I'm kind of loose and laid-back, response:	You have poor attendance.
context: Takeo-kun...\Didn't you find Sunakawa-san scary at first?\Not at all.\I see, I see...\You wouldn't, I guess.\I did, just a little.\I'm kind of loose and laid-back,\You have poor attendance. response:	so I just laugh things off,
context: Didn't you find Sunakawa-san scary at first?\Not at all.\I see, I see...\You wouldn't, I guess.\I did, just a little.\I'm kind of loose and laid-back,\You have poor attendance.\so I just laugh things off, response:	I'll be your errand-boy if you'll pass me! Oh, I'll carry that!
context: Not at all.\I see, I see...\You wouldn't, I guess.\I did, just a little.\I'm kind of loose and laid-back,\You have poor attendance.\so I just laugh things off,\I'll be your errand-boy if you'll pass me! Oh, I'll carry that! response:	even with profs.
context: I see, I see...\You wouldn't, I guess.\I did, just a little.\I'm kind of loose and laid-back,\You have poor attendance.\so I just laugh things off,\I'll be your errand-boy if you'll pass me! Oh, I'll carry that!\even with profs. response:	I guess I had it coming...
context: You wouldn't, I guess.\I did, just a little.\I'm kind of loose and laid-back,\You have poor attendance.\so I just laugh things off,\I'll be your errand-boy if you'll pass me! Oh, I'll carry that!\even with profs.\I guess I had it coming... response:	I lost really important documents for my seminar,
context: I did, just a little.\I'm kind of loose and laid-back,\You have poor attendance.\so I just laugh things off,\I'll be your errand-boy if you'll pass me! Oh, I'll carry that!\even with profs.\I guess I had it coming...\I lost really important documents for my seminar, response:	and ticked off the prof.
context: I'm kind of loose and laid-back,\You have poor attendance.\so I just laugh things off,\I'll be your errand-boy if you'll pass me! Oh, I'll carry that!\even with profs.\I guess I had it coming...\I lost really important documents for my seminar,\and ticked off the prof. response:	He was so mad, he said he wouldn't let me graduate.
context: You have poor attendance.\so I just laugh things off,\I'll be your errand-boy if you'll pass me! Oh, I'll carry that!\even with profs.\I guess I had it coming...\I lost really important documents for my seminar,\and ticked off the prof.\He was so mad, he said he wouldn't let me graduate. response:	Oh, my god! Are you okay?
context: so I just laugh things off,\I'll be your errand-boy if you'll pass me! Oh, I'll carry that!\even with profs.\I guess I had it coming...\I lost really important documents for my seminar,\and ticked off the prof.\He was so mad, he said he wouldn't let me graduate.\Oh, my god! Are you okay? response:	When stuff like that happens,
context: I'll be your errand-boy if you'll pass me! Oh, I'll carry that!\even with profs.\I guess I had it coming...\I lost really important documents for my seminar,\and ticked off the prof.\He was so mad, he said he wouldn't let me graduate.\Oh, my god! Are you okay?\When stuff like that happens, response:	The prof went too far.
context: even with profs.\I guess I had it coming...\I lost really important documents for my seminar,\and ticked off the prof.\He was so mad, he said he wouldn't let me graduate.\Oh, my god! Are you okay?\When stuff like that happens,\The prof went too far. response:	girls usually act nice and sympathize, but...
context: I guess I had it coming...\I lost really important documents for my seminar,\and ticked off the prof.\He was so mad, he said he wouldn't let me graduate.\Oh, my god! Are you okay?\When stuff like that happens,\The prof went too far.\girls usually act nice and sympathize, but... response:	I'm sorry, Odacchi.
context: I lost really important documents for my seminar,\and ticked off the prof.\He was so mad, he said he wouldn't let me graduate.\Oh, my god! Are you okay?\When stuff like that happens,\The prof went too far.\girls usually act nice and sympathize, but...\I'm sorry, Odacchi. response:	Sunakawa-san got mad.
context: and ticked off the prof.\He was so mad, he said he wouldn't let me graduate.\Oh, my god! Are you okay?\When stuff like that happens,\The prof went too far.\girls usually act nice and sympathize, but...\I'm sorry, Odacchi.\Sunakawa-san got mad. response:	You idiot!
context: He was so mad, he said he wouldn't let me graduate.\Oh, my god! Are you okay?\When stuff like that happens,\The prof went too far.\girls usually act nice and sympathize, but...\I'm sorry, Odacchi.\Sunakawa-san got mad.\You idiot! response:	That's why I told you not to weasel your way out of everything.
context: Oh, my god! Are you okay?\When stuff like that happens,\The prof went too far.\girls usually act nice and sympathize, but...\I'm sorry, Odacchi.\Sunakawa-san got mad.\You idiot!\That's why I told you not to weasel your way out of everything. response:	First, apologize!
context: When stuff like that happens,\The prof went too far.\girls usually act nice and sympathize, but...\I'm sorry, Odacchi.\Sunakawa-san got mad.\You idiot!\That's why I told you not to weasel your way out of everything.\First, apologize! response:	Don't make excuses.
context: The prof went too far.\girls usually act nice and sympathize, but...\I'm sorry, Odacchi.\Sunakawa-san got mad.\You idiot!\That's why I told you not to weasel your way out of everything.\First, apologize!\Don't make excuses. response:	Don't try to pass it off!
context: girls usually act nice and sympathize, but...\I'm sorry, Odacchi.\Sunakawa-san got mad.\You idiot!\That's why I told you not to weasel your way out of everything.\First, apologize!\Don't make excuses.\Don't try to pass it off! response:	I'm sorry I'm deeply sorry
context: I'm sorry, Odacchi.\Sunakawa-san got mad.\You idiot!\That's why I told you not to weasel your way out of everything.\First, apologize!\Don't make excuses.\Don't try to pass it off!\I'm sorry I'm deeply sorry response:	For whatever reason, she came to apologize with me,
context: Sunakawa-san got mad.\You idiot!\That's why I told you not to weasel your way out of everything.\First, apologize!\Don't make excuses.\Don't try to pass it off!\I'm sorry I'm deeply sorry\For whatever reason, she came to apologize with me, response:	Oda! I found them!
context: You idiot!\That's why I told you not to weasel your way out of everything.\First, apologize!\Don't make excuses.\Don't try to pass it off!\I'm sorry I'm deeply sorry\For whatever reason, she came to apologize with me,\Oda! I found them! response:	and she even found the documents.
context: That's why I told you not to weasel your way out of everything.\First, apologize!\Don't make excuses.\Don't try to pass it off!\I'm sorry I'm deeply sorry\For whatever reason, she came to apologize with me,\Oda! I found them!\and she even found the documents. response:	Here!
context: First, apologize!\Don't make excuses.\Don't try to pass it off!\I'm sorry I'm deeply sorry\For whatever reason, she came to apologize with me,\Oda! I found them!\and she even found the documents.\Here! response:	They were in the cafeteria.
context: Don't make excuses.\Don't try to pass it off!\I'm sorry I'm deeply sorry\For whatever reason, she came to apologize with me,\Oda! I found them!\and she even found the documents.\Here!\They were in the cafeteria. response:	You didn't look hard enough.
context: Don't try to pass it off!\I'm sorry I'm deeply sorry\For whatever reason, she came to apologize with me,\Oda! I found them!\and she even found the documents.\Here!\They were in the cafeteria.\You didn't look hard enough. response:	Men...
context: I'm sorry I'm deeply sorry\For whatever reason, she came to apologize with me,\Oda! I found them!\and she even found the documents.\Here!\They were in the cafeteria.\You didn't look hard enough.\Men... response:	She's awesome.
context: For whatever reason, she came to apologize with me,\Oda! I found them!\and she even found the documents.\Here!\They were in the cafeteria.\You didn't look hard enough.\Men...\She's awesome. response:	Right?
context: Oda! I found them!\and she even found the documents.\Here!\They were in the cafeteria.\You didn't look hard enough.\Men...\She's awesome.\Right? response:	I thought she was older,
context: and she even found the documents.\Here!\They were in the cafeteria.\You didn't look hard enough.\Men...\She's awesome.\Right?\I thought she was older, response:	Maybe I'll call her Sis.
context: Here!\They were in the cafeteria.\You didn't look hard enough.\Men...\She's awesome.\Right?\I thought she was older,\Maybe I'll call her Sis. response:	but she was in the same year.
context: They were in the cafeteria.\You didn't look hard enough.\Men...\She's awesome.\Right?\I thought she was older,\Maybe I'll call her Sis.\but she was in the same year. response:	I couldn't stop using honorifics, though.
context: You didn't look hard enough.\Men...\She's awesome.\Right?\I thought she was older,\Maybe I'll call her Sis.\but she was in the same year.\I couldn't stop using honorifics, though. response:	That's so like her.
context: Men...\She's awesome.\Right?\I thought she was older,\Maybe I'll call her Sis.\but she was in the same year.\I couldn't stop using honorifics, though.\That's so like her. response:	When did I first meet her?
context: She's awesome.\Right?\I thought she was older,\Maybe I'll call her Sis.\but she was in the same year.\I couldn't stop using honorifics, though.\That's so like her.\When did I first meet her? response:	As far back as I can remember, she was always around.
context: Right?\I thought she was older,\Maybe I'll call her Sis.\but she was in the same year.\I couldn't stop using honorifics, though.\That's so like her.\When did I first meet her?\As far back as I can remember, she was always around. response:	Takeo!
context: I thought she was older,\Maybe I'll call her Sis.\but she was in the same year.\I couldn't stop using honorifics, though.\That's so like her.\When did I first meet her?\As far back as I can remember, she was always around.\Takeo! response:	Wait, why are you wearing your undershirt on top?
context: Maybe I'll call her Sis.\but she was in the same year.\I couldn't stop using honorifics, though.\That's so like her.\When did I first meet her?\As far back as I can remember, she was always around.\Takeo!\Wait, why are you wearing your undershirt on top? response:	Without her,
context: but she was in the same year.\I couldn't stop using honorifics, though.\That's so like her.\When did I first meet her?\As far back as I can remember, she was always around.\Takeo!\Wait, why are you wearing your undershirt on top?\Without her, response:	I bet I would've gone through elementary school
context: I couldn't stop using honorifics, though.\That's so like her.\When did I first meet her?\As far back as I can remember, she was always around.\Takeo!\Wait, why are you wearing your undershirt on top?\Without her,\I bet I would've gone through elementary school response:	wearing stuff wrong every day.
context: That's so like her.\When did I first meet her?\As far back as I can remember, she was always around.\Takeo!\Wait, why are you wearing your undershirt on top?\Without her,\I bet I would've gone through elementary school\wearing stuff wrong every day. response:	I'm fine if she loves someone else...
context: When did I first meet her?\As far back as I can remember, she was always around.\Takeo!\Wait, why are you wearing your undershirt on top?\Without her,\I bet I would've gone through elementary school\wearing stuff wrong every day.\I'm fine if she loves someone else... response:	I just want to embrace her, feelings and all.
context: As far back as I can remember, she was always around.\Takeo!\Wait, why are you wearing your undershirt on top?\Without her,\I bet I would've gone through elementary school\wearing stuff wrong every day.\I'm fine if she loves someone else...\I just want to embrace her, feelings and all. response:	But...
context: Takeo!\Wait, why are you wearing your undershirt on top?\Without her,\I bet I would've gone through elementary school\wearing stuff wrong every day.\I'm fine if she loves someone else...\I just want to embrace her, feelings and all.\But... response:	But she won't fall into my hands...
context: Wait, why are you wearing your undershirt on top?\Without her,\I bet I would've gone through elementary school\wearing stuff wrong every day.\I'm fine if she loves someone else...\I just want to embrace her, feelings and all.\But...\But she won't fall into my hands... response:	He's a man, all right.
context: Without her,\I bet I would've gone through elementary school\wearing stuff wrong every day.\I'm fine if she loves someone else...\I just want to embrace her, feelings and all.\But...\But she won't fall into my hands...\He's a man, all right. response:	Goodnight.
context: I bet I would've gone through elementary school\wearing stuff wrong every day.\I'm fine if she loves someone else...\I just want to embrace her, feelings and all.\But...\But she won't fall into my hands...\He's a man, all right.\Goodnight. response:	Yeah.
context: wearing stuff wrong every day.\I'm fine if she loves someone else...\I just want to embrace her, feelings and all.\But...\But she won't fall into my hands...\He's a man, all right.\Goodnight.\Yeah. response:	Morning, Takeo.
context: I'm fine if she loves someone else...\I just want to embrace her, feelings and all.\But...\But she won't fall into my hands...\He's a man, all right.\Goodnight.\Yeah.\Morning, Takeo. response:	Mornin'.
context: I just want to embrace her, feelings and all.\But...\But she won't fall into my hands...\He's a man, all right.\Goodnight.\Yeah.\Morning, Takeo.\Mornin'. response:	Mornin'!
context: But...\But she won't fall into my hands...\He's a man, all right.\Goodnight.\Yeah.\Morning, Takeo.\Mornin'.\Mornin'! response:	Why are you at Takeo's place?
context: But she won't fall into my hands...\He's a man, all right.\Goodnight.\Yeah.\Morning, Takeo.\Mornin'.\Mornin'!\Why are you at Takeo's place? response:	He let me stay with him.
context: He's a man, all right.\Goodnight.\Yeah.\Morning, Takeo.\Mornin'.\Mornin'!\Why are you at Takeo's place?\He let me stay with him. response:	But why?
context: Goodnight.\Yeah.\Morning, Takeo.\Mornin'.\Mornin'!\Why are you at Takeo's place?\He let me stay with him.\But why? response:	Takeo-kun goes to sleep real early, doesn't he?
context: Yeah.\Morning, Takeo.\Mornin'.\Mornin'!\Why are you at Takeo's place?\He let me stay with him.\But why?\Takeo-kun goes to sleep real early, doesn't he? response:	Why do you have that with you?
context: Morning, Takeo.\Mornin'.\Mornin'!\Why are you at Takeo's place?\He let me stay with him.\But why?\Takeo-kun goes to sleep real early, doesn't he?\Why do you have that with you? response:	I know!
context: Mornin'.\Mornin'!\Why are you at Takeo's place?\He let me stay with him.\But why?\Takeo-kun goes to sleep real early, doesn't he?\Why do you have that with you?\I know! response:	If you told Takeo anything...
context: Mornin'!\Why are you at Takeo's place?\He let me stay with him.\But why?\Takeo-kun goes to sleep real early, doesn't he?\Why do you have that with you?\I know!\If you told Takeo anything... response:	I didn't!
context: Why are you at Takeo's place?\He let me stay with him.\But why?\Takeo-kun goes to sleep real early, doesn't he?\Why do you have that with you?\I know!\If you told Takeo anything...\I didn't! response:	Sunakawa-san, when we go to MM Land today,
context: He let me stay with him.\But why?\Takeo-kun goes to sleep real early, doesn't he?\Why do you have that with you?\I know!\If you told Takeo anything...\I didn't!\Sunakawa-san, when we go to MM Land today, response:	I'm going to separate Takeo and Yamato-san.
context: But why?\Takeo-kun goes to sleep real early, doesn't he?\Why do you have that with you?\I know!\If you told Takeo anything...\I didn't!\Sunakawa-san, when we go to MM Land today,\I'm going to separate Takeo and Yamato-san. response:	I'll make sure you two can be alone,
context: Takeo-kun goes to sleep real early, doesn't he?\Why do you have that with you?\I know!\If you told Takeo anything...\I didn't!\Sunakawa-san, when we go to MM Land today,\I'm going to separate Takeo and Yamato-san.\I'll make sure you two can be alone, response:	so you should tell him how you feel.
context: Why do you have that with you?\I know!\If you told Takeo anything...\I didn't!\Sunakawa-san, when we go to MM Land today,\I'm going to separate Takeo and Yamato-san.\I'll make sure you two can be alone,\so you should tell him how you feel. response:	You said you're fine, but that's a lie.
context: I know!\If you told Takeo anything...\I didn't!\Sunakawa-san, when we go to MM Land today,\I'm going to separate Takeo and Yamato-san.\I'll make sure you two can be alone,\so you should tell him how you feel.\You said you're fine, but that's a lie. response:	You can't move on because you never told him.
context: If you told Takeo anything...\I didn't!\Sunakawa-san, when we go to MM Land today,\I'm going to separate Takeo and Yamato-san.\I'll make sure you two can be alone,\so you should tell him how you feel.\You said you're fine, but that's a lie.\You can't move on because you never told him. response:	Please tell him and get some closure.
context: I didn't!\Sunakawa-san, when we go to MM Land today,\I'm going to separate Takeo and Yamato-san.\I'll make sure you two can be alone,\so you should tell him how you feel.\You said you're fine, but that's a lie.\You can't move on because you never told him.\Please tell him and get some closure. response:	My Jinx
context: Sunakawa-san, when we go to MM Land today,\I'm going to separate Takeo and Yamato-san.\I'll make sure you two can be alone,\so you should tell him how you feel.\You said you're fine, but that's a lie.\You can't move on because you never told him.\Please tell him and get some closure.\My Jinx response:	Next time: My Jinx.
