context: Mob Psycho 100 response:	Namu Amida Butsu
context: Huh? That didn't hurt at all.\Oh, dear.\So you are a fake...\I'm disappearing!\Go back to the ozone layer.\W-Wait! Wait!\We were just being forced to do this!\Hey, what are you doing, Mob? response:	Hurry up and melt him.
context: Oh, dear.\So you are a fake...\I'm disappearing!\Go back to the ozone layer.\W-Wait! Wait!\We were just being forced to do this!\Hey, what are you doing, Mob?\Hurry up and melt him. response:	Now, now, Master.
context: So you are a fake...\I'm disappearing!\Go back to the ozone layer.\W-Wait! Wait!\We were just being forced to do this!\Hey, what are you doing, Mob?\Hurry up and melt him.\Now, now, Master. response:	Let's hear him out.
context: I'm disappearing!\Go back to the ozone layer.\W-Wait! Wait!\We were just being forced to do this!\Hey, what are you doing, Mob?\Hurry up and melt him.\Now, now, Master.\Let's hear him out. response:	We're nothing compared to the evil spirit down the tunnel.
context: Go back to the ozone layer.\W-Wait! Wait!\We were just being forced to do this!\Hey, what are you doing, Mob?\Hurry up and melt him.\Now, now, Master.\Let's hear him out.\We're nothing compared to the evil spirit down the tunnel. response:	We've been getting orders from him,
context: W-Wait! Wait!\We were just being forced to do this!\Hey, what are you doing, Mob?\Hurry up and melt him.\Now, now, Master.\Let's hear him out.\We're nothing compared to the evil spirit down the tunnel.\We've been getting orders from him, response:	and that's why we've been scaring people that come through.
context: We were just being forced to do this!\Hey, what are you doing, Mob?\Hurry up and melt him.\Now, now, Master.\Let's hear him out.\We're nothing compared to the evil spirit down the tunnel.\We've been getting orders from him,\and that's why we've been scaring people that come through. response:	Hmph. Don't think that you can fool Reigen with such lies!
context: Hey, what are you doing, Mob?\Hurry up and melt him.\Now, now, Master.\Let's hear him out.\We're nothing compared to the evil spirit down the tunnel.\We've been getting orders from him,\and that's why we've been scaring people that come through.\Hmph. Don't think that you can fool Reigen with such lies! response:	They aren't lies!
context: Hurry up and melt him.\Now, now, Master.\Let's hear him out.\We're nothing compared to the evil spirit down the tunnel.\We've been getting orders from him,\and that's why we've been scaring people that come through.\Hmph. Don't think that you can fool Reigen with such lies!\They aren't lies! response:	It's just that if I disappeared while being falsely accused,
context: Now, now, Master.\Let's hear him out.\We're nothing compared to the evil spirit down the tunnel.\We've been getting orders from him,\and that's why we've been scaring people that come through.\Hmph. Don't think that you can fool Reigen with such lies!\They aren't lies!\It's just that if I disappeared while being falsely accused, response:	Death Specters Gang
context: Let's hear him out.\We're nothing compared to the evil spirit down the tunnel.\We've been getting orders from him,\and that's why we've been scaring people that come through.\Hmph. Don't think that you can fool Reigen with such lies!\They aren't lies!\It's just that if I disappeared while being falsely accused,\Death Specters Gang response:	I didn't think that we, the Death Specters,
context: We're nothing compared to the evil spirit down the tunnel.\We've been getting orders from him,\and that's why we've been scaring people that come through.\Hmph. Don't think that you can fool Reigen with such lies!\They aren't lies!\It's just that if I disappeared while being falsely accused,\Death Specters Gang\I didn't think that we, the Death Specters, response:	Boss
context: We've been getting orders from him,\and that's why we've been scaring people that come through.\Hmph. Don't think that you can fool Reigen with such lies!\They aren't lies!\It's just that if I disappeared while being falsely accused,\Death Specters Gang\I didn't think that we, the Death Specters,\Boss response:	and our memories could rest in peace!
context: and that's why we've been scaring people that come through.\Hmph. Don't think that you can fool Reigen with such lies!\They aren't lies!\It's just that if I disappeared while being falsely accused,\Death Specters Gang\I didn't think that we, the Death Specters,\Boss\and our memories could rest in peace! response:	That's all I wanted to say!
context: Hmph. Don't think that you can fool Reigen with such lies!\They aren't lies!\It's just that if I disappeared while being falsely accused,\Death Specters Gang\I didn't think that we, the Death Specters,\Boss\and our memories could rest in peace!\That's all I wanted to say! response:	Now you can make me disappear, melt, or whatever you want!
context: They aren't lies!\It's just that if I disappeared while being falsely accused,\Death Specters Gang\I didn't think that we, the Death Specters,\Boss\and our memories could rest in peace!\That's all I wanted to say!\Now you can make me disappear, melt, or whatever you want! response:	So you're trying to make us pity you?
context: It's just that if I disappeared while being falsely accused,\Death Specters Gang\I didn't think that we, the Death Specters,\Boss\and our memories could rest in peace!\That's all I wanted to say!\Now you can make me disappear, melt, or whatever you want!\So you're trying to make us pity you? response:	Don't let him fool you, Mob!
context: Death Specters Gang\I didn't think that we, the Death Specters,\Boss\and our memories could rest in peace!\That's all I wanted to say!\Now you can make me disappear, melt, or whatever you want!\So you're trying to make us pity you?\Don't let him fool you, Mob! response:	Those are the typical lies of a con artist.
context: I didn't think that we, the Death Specters,\Boss\and our memories could rest in peace!\That's all I wanted to say!\Now you can make me disappear, melt, or whatever you want!\So you're trying to make us pity you?\Don't let him fool you, Mob!\Those are the typical lies of a con artist. response:	Melt him.
context: Boss\and our memories could rest in peace!\That's all I wanted to say!\Now you can make me disappear, melt, or whatever you want!\So you're trying to make us pity you?\Don't let him fool you, Mob!\Those are the typical lies of a con artist.\Melt him. response:	Before that, I'm going to go have a look.
context: and our memories could rest in peace!\That's all I wanted to say!\Now you can make me disappear, melt, or whatever you want!\So you're trying to make us pity you?\Don't let him fool you, Mob!\Those are the typical lies of a con artist.\Melt him.\Before that, I'm going to go have a look. response:	Huh?
context: That's all I wanted to say!\Now you can make me disappear, melt, or whatever you want!\So you're trying to make us pity you?\Don't let him fool you, Mob!\Those are the typical lies of a con artist.\Melt him.\Before that, I'm going to go have a look.\Huh? response:	I thought it was a little weird that the aura
context: Now you can make me disappear, melt, or whatever you want!\So you're trying to make us pity you?\Don't let him fool you, Mob!\Those are the typical lies of a con artist.\Melt him.\Before that, I'm going to go have a look.\Huh?\I thought it was a little weird that the aura response:	I felt before coming in here hadn't disappeared yet.
context: So you're trying to make us pity you?\Don't let him fool you, Mob!\Those are the typical lies of a con artist.\Melt him.\Before that, I'm going to go have a look.\Huh?\I thought it was a little weird that the aura\I felt before coming in here hadn't disappeared yet. response:	Well, yeah, me, too...
context: Don't let him fool you, Mob!\Those are the typical lies of a con artist.\Melt him.\Before that, I'm going to go have a look.\Huh?\I thought it was a little weird that the aura\I felt before coming in here hadn't disappeared yet.\Well, yeah, me, too... response:	Stop him!
context: Those are the typical lies of a con artist.\Melt him.\Before that, I'm going to go have a look.\Huh?\I thought it was a little weird that the aura\I felt before coming in here hadn't disappeared yet.\Well, yeah, me, too...\Stop him! response:	No matter how strong that kid may be, he doesn't stand a chance.
context: Melt him.\Before that, I'm going to go have a look.\Huh?\I thought it was a little weird that the aura\I felt before coming in here hadn't disappeared yet.\Well, yeah, me, too...\Stop him!\No matter how strong that kid may be, he doesn't stand a chance. response:	That thing is an evil spirit that's lived on this mountain for hundreds of years.
context: Before that, I'm going to go have a look.\Huh?\I thought it was a little weird that the aura\I felt before coming in here hadn't disappeared yet.\Well, yeah, me, too...\Stop him!\No matter how strong that kid may be, he doesn't stand a chance.\That thing is an evil spirit that's lived on this mountain for hundreds of years. response:	Everyone that's died here was killed by him!
context: Huh?\I thought it was a little weird that the aura\I felt before coming in here hadn't disappeared yet.\Well, yeah, me, too...\Stop him!\No matter how strong that kid may be, he doesn't stand a chance.\That thing is an evil spirit that's lived on this mountain for hundreds of years.\Everyone that's died here was killed by him! response:	S-So you guys were also...
context: I thought it was a little weird that the aura\I felt before coming in here hadn't disappeared yet.\Well, yeah, me, too...\Stop him!\No matter how strong that kid may be, he doesn't stand a chance.\That thing is an evil spirit that's lived on this mountain for hundreds of years.\Everyone that's died here was killed by him!\S-So you guys were also... response:	No. We just happened to slip on a banana peel.
context: I felt before coming in here hadn't disappeared yet.\Well, yeah, me, too...\Stop him!\No matter how strong that kid may be, he doesn't stand a chance.\That thing is an evil spirit that's lived on this mountain for hundreds of years.\Everyone that's died here was killed by him!\S-So you guys were also...\No. We just happened to slip on a banana peel. response:	You get it now, don't you?
context: Well, yeah, me, too...\Stop him!\No matter how strong that kid may be, he doesn't stand a chance.\That thing is an evil spirit that's lived on this mountain for hundreds of years.\Everyone that's died here was killed by him!\S-So you guys were also...\No. We just happened to slip on a banana peel.\You get it now, don't you? response:	If you care for that kid at all, call him back.
context: Stop him!\No matter how strong that kid may be, he doesn't stand a chance.\That thing is an evil spirit that's lived on this mountain for hundreds of years.\Everyone that's died here was killed by him!\S-So you guys were also...\No. We just happened to slip on a banana peel.\You get it now, don't you?\If you care for that kid at all, call him back. response:	Hurry!
context: No matter how strong that kid may be, he doesn't stand a chance.\That thing is an evil spirit that's lived on this mountain for hundreds of years.\Everyone that's died here was killed by him!\S-So you guys were also...\No. We just happened to slip on a banana peel.\You get it now, don't you?\If you care for that kid at all, call him back.\Hurry! response:	H-Hey, Mob! Come back!
context: That thing is an evil spirit that's lived on this mountain for hundreds of years.\Everyone that's died here was killed by him!\S-So you guys were also...\No. We just happened to slip on a banana peel.\You get it now, don't you?\If you care for that kid at all, call him back.\Hurry!\H-Hey, Mob! Come back! response:	Come back! Mob!
context: Everyone that's died here was killed by him!\S-So you guys were also...\No. We just happened to slip on a banana peel.\You get it now, don't you?\If you care for that kid at all, call him back.\Hurry!\H-Hey, Mob! Come back!\Come back! Mob! response:	Mob?
context: S-So you guys were also...\No. We just happened to slip on a banana peel.\You get it now, don't you?\If you care for that kid at all, call him back.\Hurry!\H-Hey, Mob! Come back!\Come back! Mob!\Mob? response:	Ah.
context: No. We just happened to slip on a banana peel.\You get it now, don't you?\If you care for that kid at all, call him back.\Hurry!\H-Hey, Mob! Come back!\Come back! Mob!\Mob?\Ah. response:	Oh, you're safe.
context: You get it now, don't you?\If you care for that kid at all, call him back.\Hurry!\H-Hey, Mob! Come back!\Come back! Mob!\Mob?\Ah.\Oh, you're safe. response:	Yes. That evil spirit wasn't very powerful.
context: If you care for that kid at all, call him back.\Hurry!\H-Hey, Mob! Come back!\Come back! Mob!\Mob?\Ah.\Oh, you're safe.\Yes. That evil spirit wasn't very powerful. response:	Wh-Who are you?
context: Hurry!\H-Hey, Mob! Come back!\Come back! Mob!\Mob?\Ah.\Oh, you're safe.\Yes. That evil spirit wasn't very powerful.\Wh-Who are you? response:	Huh? I'm nobody...
context: H-Hey, Mob! Come back!\Come back! Mob!\Mob?\Ah.\Oh, you're safe.\Yes. That evil spirit wasn't very powerful.\Wh-Who are you?\Huh? I'm nobody... response:	You idiot!
context: Come back! Mob!\Mob?\Ah.\Oh, you're safe.\Yes. That evil spirit wasn't very powerful.\Wh-Who are you?\Huh? I'm nobody...\You idiot! response:	You're Mob, the student...
context: Mob?\Ah.\Oh, you're safe.\Yes. That evil spirit wasn't very powerful.\Wh-Who are you?\Huh? I'm nobody...\You idiot!\You're Mob, the student... response:	of Reigen Arataka, the new star of the paranormal world!
context: Ah.\Oh, you're safe.\Yes. That evil spirit wasn't very powerful.\Wh-Who are you?\Huh? I'm nobody...\You idiot!\You're Mob, the student...\of Reigen Arataka, the new star of the paranormal world! response:	Oh, right.
context: Oh, you're safe.\Yes. That evil spirit wasn't very powerful.\Wh-Who are you?\Huh? I'm nobody...\You idiot!\You're Mob, the student...\of Reigen Arataka, the new star of the paranormal world!\Oh, right. response:	I thank you.
context: Yes. That evil spirit wasn't very powerful.\Wh-Who are you?\Huh? I'm nobody...\You idiot!\You're Mob, the student...\of Reigen Arataka, the new star of the paranormal world!\Oh, right.\I thank you. response:	Now we can all pass on peacefully.
context: Wh-Who are you?\Huh? I'm nobody...\You idiot!\You're Mob, the student...\of Reigen Arataka, the new star of the paranormal world!\Oh, right.\I thank you.\Now we can all pass on peacefully. response:	Ah, could this be...
context: Huh? I'm nobody...\You idiot!\You're Mob, the student...\of Reigen Arataka, the new star of the paranormal world!\Oh, right.\I thank you.\Now we can all pass on peacefully.\Ah, could this be... response:	Death Specters Gang
context: You idiot!\You're Mob, the student...\of Reigen Arataka, the new star of the paranormal world!\Oh, right.\I thank you.\Now we can all pass on peacefully.\Ah, could this be...\Death Specters Gang response:	Here we go, Boss!
context: You're Mob, the student...\of Reigen Arataka, the new star of the paranormal world!\Oh, right.\I thank you.\Now we can all pass on peacefully.\Ah, could this be...\Death Specters Gang\Here we go, Boss! response:	Yeah!
context: of Reigen Arataka, the new star of the paranormal world!\Oh, right.\I thank you.\Now we can all pass on peacefully.\Ah, could this be...\Death Specters Gang\Here we go, Boss!\Yeah! response:	Death Specters Gang
context: Oh, right.\I thank you.\Now we can all pass on peacefully.\Ah, could this be...\Death Specters Gang\Here we go, Boss!\Yeah!\Death Specters Gang response:	Thanks...
context: I thank you.\Now we can all pass on peacefully.\Ah, could this be...\Death Specters Gang\Here we go, Boss!\Yeah!\Death Specters Gang\Thanks... response:	Self-Proclaimed Psychic: Reigen Arataka And Mob
context: Now we can all pass on peacefully.\Ah, could this be...\Death Specters Gang\Here we go, Boss!\Yeah!\Death Specters Gang\Thanks...\Self-Proclaimed Psychic: Reigen Arataka And Mob response:	Thanks, dude.
context: Ah, could this be...\Death Specters Gang\Here we go, Boss!\Yeah!\Death Specters Gang\Thanks...\Self-Proclaimed Psychic: Reigen Arataka And Mob\Thanks, dude. response:	Now we can depart to the afterlife!
context: Death Specters Gang\Here we go, Boss!\Yeah!\Death Specters Gang\Thanks...\Self-Proclaimed Psychic: Reigen Arataka And Mob\Thanks, dude.\Now we can depart to the afterlife! response:	Full speed ahead to the next world!
context: Here we go, Boss!\Yeah!\Death Specters Gang\Thanks...\Self-Proclaimed Psychic: Reigen Arataka And Mob\Thanks, dude.\Now we can depart to the afterlife!\Full speed ahead to the next world! response:	Mob.
context: Yeah!\Death Specters Gang\Thanks...\Self-Proclaimed Psychic: Reigen Arataka And Mob\Thanks, dude.\Now we can depart to the afterlife!\Full speed ahead to the next world!\Mob. response:	What are you doing?
context: Death Specters Gang\Thanks...\Self-Proclaimed Psychic: Reigen Arataka And Mob\Thanks, dude.\Now we can depart to the afterlife!\Full speed ahead to the next world!\Mob.\What are you doing? response:	Let's go.
context: Thanks...\Self-Proclaimed Psychic: Reigen Arataka And Mob\Thanks, dude.\Now we can depart to the afterlife!\Full speed ahead to the next world!\Mob.\What are you doing?\Let's go. response:	Right.
context: Self-Proclaimed Psychic: Reigen Arataka And Mob\Thanks, dude.\Now we can depart to the afterlife!\Full speed ahead to the next world!\Mob.\What are you doing?\Let's go.\Right. response:	Bus Schedule
context: Thanks, dude.\Now we can depart to the afterlife!\Full speed ahead to the next world!\Mob.\What are you doing?\Let's go.\Right.\Bus Schedule response:	By the way, Master...
context: Now we can depart to the afterlife!\Full speed ahead to the next world!\Mob.\What are you doing?\Let's go.\Right.\Bus Schedule\By the way, Master... response:	Huh?
context: Full speed ahead to the next world!\Mob.\What are you doing?\Let's go.\Right.\Bus Schedule\By the way, Master...\Huh? response:	Why didn't you do anything?
context: Mob.\What are you doing?\Let's go.\Right.\Bus Schedule\By the way, Master...\Huh?\Why didn't you do anything? response:	Well, uh, you know...
context: What are you doing?\Let's go.\Right.\Bus Schedule\By the way, Master...\Huh?\Why didn't you do anything?\Well, uh, you know... response:	A-Ahem...
context: Let's go.\Right.\Bus Schedule\By the way, Master...\Huh?\Why didn't you do anything?\Well, uh, you know...\A-Ahem... response:	Didn't I tell you right at the start
context: Right.\Bus Schedule\By the way, Master...\Huh?\Why didn't you do anything?\Well, uh, you know...\A-Ahem...\Didn't I tell you right at the start response:	that I'd leave the small fry to you?
context: Bus Schedule\By the way, Master...\Huh?\Why didn't you do anything?\Well, uh, you know...\A-Ahem...\Didn't I tell you right at the start\that I'd leave the small fry to you? response:	Oh, right.
context: By the way, Master...\Huh?\Why didn't you do anything?\Well, uh, you know...\A-Ahem...\Didn't I tell you right at the start\that I'd leave the small fry to you?\Oh, right. response:	Seasoning Station
context: Huh?\Why didn't you do anything?\Well, uh, you know...\A-Ahem...\Didn't I tell you right at the start\that I'd leave the small fry to you?\Oh, right.\Seasoning Station response:	What do you wanna do?
context: Why didn't you do anything?\Well, uh, you know...\A-Ahem...\Didn't I tell you right at the start\that I'd leave the small fry to you?\Oh, right.\Seasoning Station\What do you wanna do? response:	Let's get something to eat.
context: Well, uh, you know...\A-Ahem...\Didn't I tell you right at the start\that I'd leave the small fry to you?\Oh, right.\Seasoning Station\What do you wanna do?\Let's get something to eat. response:	I'm not gonna last until I get home.
context: A-Ahem...\Didn't I tell you right at the start\that I'd leave the small fry to you?\Oh, right.\Seasoning Station\What do you wanna do?\Let's get something to eat.\I'm not gonna last until I get home. response:	I know, right?
context: Didn't I tell you right at the start\that I'd leave the small fry to you?\Oh, right.\Seasoning Station\What do you wanna do?\Let's get something to eat.\I'm not gonna last until I get home.\I know, right? response:	Sorry to keep you waiting, Mob.
context: that I'd leave the small fry to you?\Oh, right.\Seasoning Station\What do you wanna do?\Let's get something to eat.\I'm not gonna last until I get home.\I know, right?\Sorry to keep you waiting, Mob. response:	Shall we?
context: Oh, right.\Seasoning Station\What do you wanna do?\Let's get something to eat.\I'm not gonna last until I get home.\I know, right?\Sorry to keep you waiting, Mob.\Shall we? response:	Yes.
context: Seasoning Station\What do you wanna do?\Let's get something to eat.\I'm not gonna last until I get home.\I know, right?\Sorry to keep you waiting, Mob.\Shall we?\Yes. response:	Does ramen work for you?
context: What do you wanna do?\Let's get something to eat.\I'm not gonna last until I get home.\I know, right?\Sorry to keep you waiting, Mob.\Shall we?\Yes.\Does ramen work for you? response:	Yes.
context: Let's get something to eat.\I'm not gonna last until I get home.\I know, right?\Sorry to keep you waiting, Mob.\Shall we?\Yes.\Does ramen work for you?\Yes. response:	If you're going to add on chashu pork, limit it to two.
context: I'm not gonna last until I get home.\I know, right?\Sorry to keep you waiting, Mob.\Shall we?\Yes.\Does ramen work for you?\Yes.\If you're going to add on chashu pork, limit it to two. response:	All right.
context: I know, right?\Sorry to keep you waiting, Mob.\Shall we?\Yes.\Does ramen work for you?\Yes.\If you're going to add on chashu pork, limit it to two.\All right. response:	Here you go.
context: Sorry to keep you waiting, Mob.\Shall we?\Yes.\Does ramen work for you?\Yes.\If you're going to add on chashu pork, limit it to two.\All right.\Here you go. response:	Progress Toward Mob's Explosion: 25
context: Shall we?\Yes.\Does ramen work for you?\Yes.\If you're going to add on chashu pork, limit it to two.\All right.\Here you go.\Progress Toward Mob's Explosion: 25 response:	Progress Toward Mob's Explosion: 26
context: Yes.\Does ramen work for you?\Yes.\If you're going to add on chashu pork, limit it to two.\All right.\Here you go.\Progress Toward Mob's Explosion: 25\Progress Toward Mob's Explosion: 26 response:	Progress Toward Mob's Explosion: 27
context: Does ramen work for you?\Yes.\If you're going to add on chashu pork, limit it to two.\All right.\Here you go.\Progress Toward Mob's Explosion: 25\Progress Toward Mob's Explosion: 26\Progress Toward Mob's Explosion: 27 response:	A group of telepathics suddenly appear and disturb Mob's daily life.
context: Yes.\If you're going to add on chashu pork, limit it to two.\All right.\Here you go.\Progress Toward Mob's Explosion: 25\Progress Toward Mob's Explosion: 26\Progress Toward Mob's Explosion: 27\A group of telepathics suddenly appear and disturb Mob's daily life. response:	Having doubts about his peaceful youth, Mob heads into a world of women.
context: If you're going to add on chashu pork, limit it to two.\All right.\Here you go.\Progress Toward Mob's Explosion: 25\Progress Toward Mob's Explosion: 26\Progress Toward Mob's Explosion: 27\A group of telepathics suddenly appear and disturb Mob's daily life.\Having doubts about his peaceful youth, Mob heads into a world of women. response:	Where is the goal? Which way is tomorrow?
context: All right.\Here you go.\Progress Toward Mob's Explosion: 25\Progress Toward Mob's Explosion: 26\Progress Toward Mob's Explosion: 27\A group of telepathics suddenly appear and disturb Mob's daily life.\Having doubts about his peaceful youth, Mob heads into a world of women.\Where is the goal? Which way is tomorrow? response:	Doubts About Youth The Telepathy Club Appears.
context: Here you go.\Progress Toward Mob's Explosion: 25\Progress Toward Mob's Explosion: 26\Progress Toward Mob's Explosion: 27\A group of telepathics suddenly appear and disturb Mob's daily life.\Having doubts about his peaceful youth, Mob heads into a world of women.\Where is the goal? Which way is tomorrow?\Doubts About Youth The Telepathy Club Appears. response:	Doubts About Youth The Telepathy Club Appears
context: Progress Toward Mob's Explosion: 25\Progress Toward Mob's Explosion: 26\Progress Toward Mob's Explosion: 27\A group of telepathics suddenly appear and disturb Mob's daily life.\Having doubts about his peaceful youth, Mob heads into a world of women.\Where is the goal? Which way is tomorrow?\Doubts About Youth The Telepathy Club Appears.\Doubts About Youth The Telepathy Club Appears response:	Watching it in real time? Wise decision.
