context: Oh, Hitoka-chan. Are you done changing? response:	I'll walk with you, so hold on a sec.
context: She went to the station, right?\Y-Yeah...\What is this?!\I feel like I'm in some shojo manga!\Wow, he's fast! He runs so fast!\Wait...\Yachi-san, at this rate, you can't move forward.\If you want to do this, you need to tell her. response:	Whether I want to join the volleyball club or not,
context: Y-Yeah...\What is this?!\I feel like I'm in some shojo manga!\Wow, he's fast! He runs so fast!\Wait...\Yachi-san, at this rate, you can't move forward.\If you want to do this, you need to tell her.\Whether I want to join the volleyball club or not, response:	at this rate, I'll never be able to change from my worthless self.
context: What is this?!\I feel like I'm in some shojo manga!\Wow, he's fast! He runs so fast!\Wait...\Yachi-san, at this rate, you can't move forward.\If you want to do this, you need to tell her.\Whether I want to join the volleyball club or not,\at this rate, I'll never be able to change from my worthless self. response:	I have to say it with my own mouth.
context: I feel like I'm in some shojo manga!\Wow, he's fast! He runs so fast!\Wait...\Yachi-san, at this rate, you can't move forward.\If you want to do this, you need to tell her.\Whether I want to join the volleyball club or not,\at this rate, I'll never be able to change from my worthless self.\I have to say it with my own mouth. response:	Yeah... I have to say it.
context: Wow, he's fast! He runs so fast!\Wait...\Yachi-san, at this rate, you can't move forward.\If you want to do this, you need to tell her.\Whether I want to join the volleyball club or not,\at this rate, I'll never be able to change from my worthless self.\I have to say it with my own mouth.\Yeah... I have to say it. response:	Thanks, Hinata.
context: Wait...\Yachi-san, at this rate, you can't move forward.\If you want to do this, you need to tell her.\Whether I want to join the volleyball club or not,\at this rate, I'll never be able to change from my worthless self.\I have to say it with my own mouth.\Yeah... I have to say it.\Thanks, Hinata. response:	Subway Platforms
context: Yachi-san, at this rate, you can't move forward.\If you want to do this, you need to tell her.\Whether I want to join the volleyball club or not,\at this rate, I'll never be able to change from my worthless self.\I have to say it with my own mouth.\Yeah... I have to say it.\Thanks, Hinata.\Subway Platforms response:	You weren't strong to begin with either, were you, Senpai?
context: If you want to do this, you need to tell her.\Whether I want to join the volleyball club or not,\at this rate, I'll never be able to change from my worthless self.\I have to say it with my own mouth.\Yeah... I have to say it.\Thanks, Hinata.\Subway Platforms\You weren't strong to begin with either, were you, Senpai? response:	You can't expect the same strength from Hitoka-chan.
context: Whether I want to join the volleyball club or not,\at this rate, I'll never be able to change from my worthless self.\I have to say it with my own mouth.\Yeah... I have to say it.\Thanks, Hinata.\Subway Platforms\You weren't strong to begin with either, were you, Senpai?\You can't expect the same strength from Hitoka-chan. response:	Hitoka-chan's just starting to get stronger.
context: at this rate, I'll never be able to change from my worthless self.\I have to say it with my own mouth.\Yeah... I have to say it.\Thanks, Hinata.\Subway Platforms\You weren't strong to begin with either, were you, Senpai?\You can't expect the same strength from Hitoka-chan.\Hitoka-chan's just starting to get stronger. response:	Mom!
context: I have to say it with my own mouth.\Yeah... I have to say it.\Thanks, Hinata.\Subway Platforms\You weren't strong to begin with either, were you, Senpai?\You can't expect the same strength from Hitoka-chan.\Hitoka-chan's just starting to get stronger.\Mom! response:	Hitoka?!
context: Yeah... I have to say it.\Thanks, Hinata.\Subway Platforms\You weren't strong to begin with either, were you, Senpai?\You can't expect the same strength from Hitoka-chan.\Hitoka-chan's just starting to get stronger.\Mom!\Hitoka?! response:	Townsperson B can fight, too!
context: Thanks, Hinata.\Subway Platforms\You weren't strong to begin with either, were you, Senpai?\You can't expect the same strength from Hitoka-chan.\Hitoka-chan's just starting to get stronger.\Mom!\Hitoka?!\Townsperson B can fight, too! response:	Huh?!
context: Subway Platforms\You weren't strong to begin with either, were you, Senpai?\You can't expect the same strength from Hitoka-chan.\Hitoka-chan's just starting to get stronger.\Mom!\Hitoka?!\Townsperson B can fight, too!\Huh?! response:	Townsperson B?
context: You weren't strong to begin with either, were you, Senpai?\You can't expect the same strength from Hitoka-chan.\Hitoka-chan's just starting to get stronger.\Mom!\Hitoka?!\Townsperson B can fight, too!\Huh?!\Townsperson B? response:	I'm going to be the volleyball club manager!
context: You can't expect the same strength from Hitoka-chan.\Hitoka-chan's just starting to get stronger.\Mom!\Hitoka?!\Townsperson B can fight, too!\Huh?!\Townsperson B?\I'm going to be the volleyball club manager! response:	I-I see... Do your best.
context: Hitoka-chan's just starting to get stronger.\Mom!\Hitoka?!\Townsperson B can fight, too!\Huh?!\Townsperson B?\I'm going to be the volleyball club manager!\I-I see... Do your best. response:	I will!
context: Mom!\Hitoka?!\Townsperson B can fight, too!\Huh?!\Townsperson B?\I'm going to be the volleyball club manager!\I-I see... Do your best.\I will! response:	What do you want to do for dinner?!
context: Hitoka?!\Townsperson B can fight, too!\Huh?!\Townsperson B?\I'm going to be the volleyball club manager!\I-I see... Do your best.\I will!\What do you want to do for dinner?! response:	I-I'll eat at home.
context: Townsperson B can fight, too!\Huh?!\Townsperson B?\I'm going to be the volleyball club manager!\I-I see... Do your best.\I will!\What do you want to do for dinner?!\I-I'll eat at home. response:	Roger!
context: Huh?!\Townsperson B?\I'm going to be the volleyball club manager!\I-I see... Do your best.\I will!\What do you want to do for dinner?!\I-I'll eat at home.\Roger! response:	All right! Two managers!
context: Townsperson B?\I'm going to be the volleyball club manager!\I-I see... Do your best.\I will!\What do you want to do for dinner?!\I-I'll eat at home.\Roger!\All right! Two managers! response:	We're like champions!
context: I'm going to be the volleyball club manager!\I-I see... Do your best.\I will!\What do you want to do for dinner?!\I-I'll eat at home.\Roger!\All right! Two managers!\We're like champions! response:	Um, I have a favor to ask you and Kageyama-kun...
context: I-I see... Do your best.\I will!\What do you want to do for dinner?!\I-I'll eat at home.\Roger!\All right! Two managers!\We're like champions!\Um, I have a favor to ask you and Kageyama-kun... response:	What?
context: I will!\What do you want to do for dinner?!\I-I'll eat at home.\Roger!\All right! Two managers!\We're like champions!\Um, I have a favor to ask you and Kageyama-kun...\What? response:	You're crying?!
context: What do you want to do for dinner?!\I-I'll eat at home.\Roger!\All right! Two managers!\We're like champions!\Um, I have a favor to ask you and Kageyama-kun...\What?\You're crying?! response:	Shut up. Give me a tissue.
context: I-I'll eat at home.\Roger!\All right! Two managers!\We're like champions!\Um, I have a favor to ask you and Kageyama-kun...\What?\You're crying?!\Shut up. Give me a tissue. response:	Pardon me.
context: Roger!\All right! Two managers!\We're like champions!\Um, I have a favor to ask you and Kageyama-kun...\What?\You're crying?!\Shut up. Give me a tissue.\Pardon me. response:	Takeda-sensei.
context: All right! Two managers!\We're like champions!\Um, I have a favor to ask you and Kageyama-kun...\What?\You're crying?!\Shut up. Give me a tissue.\Pardon me.\Takeda-sensei. response:	Yes?
context: We're like champions!\Um, I have a favor to ask you and Kageyama-kun...\What?\You're crying?!\Shut up. Give me a tissue.\Pardon me.\Takeda-sensei.\Yes? response:	Um, I overheard that we might not have enough money for the away games...
context: Um, I have a favor to ask you and Kageyama-kun...\What?\You're crying?!\Shut up. Give me a tissue.\Pardon me.\Takeda-sensei.\Yes?\Um, I overheard that we might not have enough money for the away games... response:	May I talk to you about that?
context: What?\You're crying?!\Shut up. Give me a tissue.\Pardon me.\Takeda-sensei.\Yes?\Um, I overheard that we might not have enough money for the away games...\May I talk to you about that? response:	How He Lives Beggars Belief, Constantly Nicking Old Foreign Necklaces.
context: You're crying?!\Shut up. Give me a tissue.\Pardon me.\Takeda-sensei.\Yes?\Um, I overheard that we might not have enough money for the away games...\May I talk to you about that?\How He Lives Beggars Belief, Constantly Nicking Old Foreign Necklaces. response:	Nathan Magee Always Sits Patiently, Seeing Clearly Around,
context: Shut up. Give me a tissue.\Pardon me.\Takeda-sensei.\Yes?\Um, I overheard that we might not have enough money for the away games...\May I talk to you about that?\How He Lives Beggars Belief, Constantly Nicking Old Foreign Necklaces.\Nathan Magee Always Sits Patiently, Seeing Clearly Around, response:	Knowing Careless Security Titillates Very Criminal Minds.
context: Pardon me.\Takeda-sensei.\Yes?\Um, I overheard that we might not have enough money for the away games...\May I talk to you about that?\How He Lives Beggars Belief, Constantly Nicking Old Foreign Necklaces.\Nathan Magee Always Sits Patiently, Seeing Clearly Around,\Knowing Careless Security Titillates Very Criminal Minds. response:	Experience. E-Experience...
context: Takeda-sensei.\Yes?\Um, I overheard that we might not have enough money for the away games...\May I talk to you about that?\How He Lives Beggars Belief, Constantly Nicking Old Foreign Necklaces.\Nathan Magee Always Sits Patiently, Seeing Clearly Around,\Knowing Careless Security Titillates Very Criminal Minds.\Experience. E-Experience... response:	That won't do at all.
context: Yes?\Um, I overheard that we might not have enough money for the away games...\May I talk to you about that?\How He Lives Beggars Belief, Constantly Nicking Old Foreign Necklaces.\Nathan Magee Always Sits Patiently, Seeing Clearly Around,\Knowing Careless Security Titillates Very Criminal Minds.\Experience. E-Experience...\That won't do at all. response:	Mom!
context: Um, I overheard that we might not have enough money for the away games...\May I talk to you about that?\How He Lives Beggars Belief, Constantly Nicking Old Foreign Necklaces.\Nathan Magee Always Sits Patiently, Seeing Clearly Around,\Knowing Careless Security Titillates Very Criminal Minds.\Experience. E-Experience...\That won't do at all.\Mom! response:	I wouldn't even notice it at all.
context: May I talk to you about that?\How He Lives Beggars Belief, Constantly Nicking Old Foreign Necklaces.\Nathan Magee Always Sits Patiently, Seeing Clearly Around,\Knowing Careless Security Titillates Very Criminal Minds.\Experience. E-Experience...\That won't do at all.\Mom!\I wouldn't even notice it at all. response:	What do you want to show?
context: How He Lives Beggars Belief, Constantly Nicking Old Foreign Necklaces.\Nathan Magee Always Sits Patiently, Seeing Clearly Around,\Knowing Careless Security Titillates Very Criminal Minds.\Experience. E-Experience...\That won't do at all.\Mom!\I wouldn't even notice it at all.\What do you want to show? response:	Who is your target audience?
context: Nathan Magee Always Sits Patiently, Seeing Clearly Around,\Knowing Careless Security Titillates Very Criminal Minds.\Experience. E-Experience...\That won't do at all.\Mom!\I wouldn't even notice it at all.\What do you want to show?\Who is your target audience? response:	How will you catch the attention of people walking by?
context: Knowing Careless Security Titillates Very Criminal Minds.\Experience. E-Experience...\That won't do at all.\Mom!\I wouldn't even notice it at all.\What do you want to show?\Who is your target audience?\How will you catch the attention of people walking by? response:	Truly, the Little Giant!
context: Experience. E-Experience...\That won't do at all.\Mom!\I wouldn't even notice it at all.\What do you want to show?\Who is your target audience?\How will you catch the attention of people walking by?\Truly, the Little Giant! response:	I have a favor to ask you and Kageyama-kun...
context: That won't do at all.\Mom!\I wouldn't even notice it at all.\What do you want to show?\Who is your target audience?\How will you catch the attention of people walking by?\Truly, the Little Giant!\I have a favor to ask you and Kageyama-kun... response:	I want to make a poster for the volleyball club,
context: Mom!\I wouldn't even notice it at all.\What do you want to show?\Who is your target audience?\How will you catch the attention of people walking by?\Truly, the Little Giant!\I have a favor to ask you and Kageyama-kun...\I want to make a poster for the volleyball club, response:	so would you let me take a picture of you spiking a ball?
context: I wouldn't even notice it at all.\What do you want to show?\Who is your target audience?\How will you catch the attention of people walking by?\Truly, the Little Giant!\I have a favor to ask you and Kageyama-kun...\I want to make a poster for the volleyball club,\so would you let me take a picture of you spiking a ball? response:	Okay, here we go.
context: What do you want to show?\Who is your target audience?\How will you catch the attention of people walking by?\Truly, the Little Giant!\I have a favor to ask you and Kageyama-kun...\I want to make a poster for the volleyball club,\so would you let me take a picture of you spiking a ball?\Okay, here we go. response:	Alright.
context: Who is your target audience?\How will you catch the attention of people walking by?\Truly, the Little Giant!\I have a favor to ask you and Kageyama-kun...\I want to make a poster for the volleyball club,\so would you let me take a picture of you spiking a ball?\Okay, here we go.\Alright. response:	Here we go, Kageyama.
context: How will you catch the attention of people walking by?\Truly, the Little Giant!\I have a favor to ask you and Kageyama-kun...\I want to make a poster for the volleyball club,\so would you let me take a picture of you spiking a ball?\Okay, here we go.\Alright.\Here we go, Kageyama. response:	Yeah.
context: Truly, the Little Giant!\I have a favor to ask you and Kageyama-kun...\I want to make a poster for the volleyball club,\so would you let me take a picture of you spiking a ball?\Okay, here we go.\Alright.\Here we go, Kageyama.\Yeah. response:	The Crows Head Back Into The National Skies
context: I have a favor to ask you and Kageyama-kun...\I want to make a poster for the volleyball club,\so would you let me take a picture of you spiking a ball?\Okay, here we go.\Alright.\Here we go, Kageyama.\Yeah.\The Crows Head Back Into The National Skies response:	The Little Giant Returns
context: I want to make a poster for the volleyball club,\so would you let me take a picture of you spiking a ball?\Okay, here we go.\Alright.\Here we go, Kageyama.\Yeah.\The Crows Head Back Into The National Skies\The Little Giant Returns response:	The Karasuno High School Volleyball Club is Requesting Donations.
context: so would you let me take a picture of you spiking a ball?\Okay, here we go.\Alright.\Here we go, Kageyama.\Yeah.\The Crows Head Back Into The National Skies\The Little Giant Returns\The Karasuno High School Volleyball Club is Requesting Donations. response:	Wow...
context: Okay, here we go.\Alright.\Here we go, Kageyama.\Yeah.\The Crows Head Back Into The National Skies\The Little Giant Returns\The Karasuno High School Volleyball Club is Requesting Donations.\Wow... response:	We're done!
context: Alright.\Here we go, Kageyama.\Yeah.\The Crows Head Back Into The National Skies\The Little Giant Returns\The Karasuno High School Volleyball Club is Requesting Donations.\Wow...\We're done! response:	How'd you do?
context: Here we go, Kageyama.\Yeah.\The Crows Head Back Into The National Skies\The Little Giant Returns\The Karasuno High School Volleyball Club is Requesting Donations.\Wow...\We're done!\How'd you do? response:	All right, please pass your exams forward.
context: Yeah.\The Crows Head Back Into The National Skies\The Little Giant Returns\The Karasuno High School Volleyball Club is Requesting Donations.\Wow...\We're done!\How'd you do?\All right, please pass your exams forward. response:	1st Period: Modern Literature 2nd Period: English 3rd Period: Math
context: The Crows Head Back Into The National Skies\The Little Giant Returns\The Karasuno High School Volleyball Club is Requesting Donations.\Wow...\We're done!\How'd you do?\All right, please pass your exams forward.\1st Period: Modern Literature 2nd Period: English 3rd Period: Math response:	Faculty Room
context: The Little Giant Returns\The Karasuno High School Volleyball Club is Requesting Donations.\Wow...\We're done!\How'd you do?\All right, please pass your exams forward.\1st Period: Modern Literature 2nd Period: English 3rd Period: Math\Faculty Room response:	Oh, Takeda-sensei.
context: The Karasuno High School Volleyball Club is Requesting Donations.\Wow...\We're done!\How'd you do?\All right, please pass your exams forward.\1st Period: Modern Literature 2nd Period: English 3rd Period: Math\Faculty Room\Oh, Takeda-sensei. response:	Someone's on the phone saying they saw a poster,
context: Wow...\We're done!\How'd you do?\All right, please pass your exams forward.\1st Period: Modern Literature 2nd Period: English 3rd Period: Math\Faculty Room\Oh, Takeda-sensei.\Someone's on the phone saying they saw a poster, response:	and they'd like to know where to donate the money for the volleyball club...
context: We're done!\How'd you do?\All right, please pass your exams forward.\1st Period: Modern Literature 2nd Period: English 3rd Period: Math\Faculty Room\Oh, Takeda-sensei.\Someone's on the phone saying they saw a poster,\and they'd like to know where to donate the money for the volleyball club... response:	It's hot...
context: How'd you do?\All right, please pass your exams forward.\1st Period: Modern Literature 2nd Period: English 3rd Period: Math\Faculty Room\Oh, Takeda-sensei.\Someone's on the phone saying they saw a poster,\and they'd like to know where to donate the money for the volleyball club...\It's hot... response:	It's just for a little while.
context: All right, please pass your exams forward.\1st Period: Modern Literature 2nd Period: English 3rd Period: Math\Faculty Room\Oh, Takeda-sensei.\Someone's on the phone saying they saw a poster,\and they'd like to know where to donate the money for the volleyball club...\It's hot...\It's just for a little while. response:	Come on. You, too, Tsukishima.
context: 1st Period: Modern Literature 2nd Period: English 3rd Period: Math\Faculty Room\Oh, Takeda-sensei.\Someone's on the phone saying they saw a poster,\and they'd like to know where to donate the money for the volleyball club...\It's hot...\It's just for a little while.\Come on. You, too, Tsukishima. response:	Come here! Line up.
context: Faculty Room\Oh, Takeda-sensei.\Someone's on the phone saying they saw a poster,\and they'd like to know where to donate the money for the volleyball club...\It's hot...\It's just for a little while.\Come on. You, too, Tsukishima.\Come here! Line up. response:	So, we've finished our exams, and starting today,
context: Oh, Takeda-sensei.\Someone's on the phone saying they saw a poster,\and they'd like to know where to donate the money for the volleyball club...\It's hot...\It's just for a little while.\Come on. You, too, Tsukishima.\Come here! Line up.\So, we've finished our exams, and starting today, response:	Yachi-san will officially be joining us as our manager.
context: Someone's on the phone saying they saw a poster,\and they'd like to know where to donate the money for the volleyball club...\It's hot...\It's just for a little while.\Come on. You, too, Tsukishima.\Come here! Line up.\So, we've finished our exams, and starting today,\Yachi-san will officially be joining us as our manager. response:	Here.
context: and they'd like to know where to donate the money for the volleyball club...\It's hot...\It's just for a little while.\Come on. You, too, Tsukishima.\Come here! Line up.\So, we've finished our exams, and starting today,\Yachi-san will officially be joining us as our manager.\Here. response:	Karasuno High School Volleyball Club
context: It's hot...\It's just for a little while.\Come on. You, too, Tsukishima.\Come here! Line up.\So, we've finished our exams, and starting today,\Yachi-san will officially be joining us as our manager.\Here.\Karasuno High School Volleyball Club response:	Karasuno High School Volleyball Club
context: It's just for a little while.\Come on. You, too, Tsukishima.\Come here! Line up.\So, we've finished our exams, and starting today,\Yachi-san will officially be joining us as our manager.\Here.\Karasuno High School Volleyball Club\Karasuno High School Volleyball Club response:	Ready, and...
context: Come on. You, too, Tsukishima.\Come here! Line up.\So, we've finished our exams, and starting today,\Yachi-san will officially be joining us as our manager.\Here.\Karasuno High School Volleyball Club\Karasuno High School Volleyball Club\Ready, and... response:	It's a pleasure to work with you!
context: Come here! Line up.\So, we've finished our exams, and starting today,\Yachi-san will officially be joining us as our manager.\Here.\Karasuno High School Volleyball Club\Karasuno High School Volleyball Club\Ready, and...\It's a pleasure to work with you! response:	All right. The Tokyo away games are coming up.
context: So, we've finished our exams, and starting today,\Yachi-san will officially be joining us as our manager.\Here.\Karasuno High School Volleyball Club\Karasuno High School Volleyball Club\Ready, and...\It's a pleasure to work with you!\All right. The Tokyo away games are coming up. response:	All that's left is...
context: Yachi-san will officially be joining us as our manager.\Here.\Karasuno High School Volleyball Club\Karasuno High School Volleyball Club\Ready, and...\It's a pleasure to work with you!\All right. The Tokyo away games are coming up.\All that's left is... response:	All right, I'm returning the exams.
context: Here.\Karasuno High School Volleyball Club\Karasuno High School Volleyball Club\Ready, and...\It's a pleasure to work with you!\All right. The Tokyo away games are coming up.\All that's left is...\All right, I'm returning the exams. response:	Aww...
context: Karasuno High School Volleyball Club\Karasuno High School Volleyball Club\Ready, and...\It's a pleasure to work with you!\All right. The Tokyo away games are coming up.\All that's left is...\All right, I'm returning the exams.\Aww... response:	Shut it.
context: Karasuno High School Volleyball Club\Ready, and...\It's a pleasure to work with you!\All right. The Tokyo away games are coming up.\All that's left is...\All right, I'm returning the exams.\Aww...\Shut it. response:	All right, Ando...
context: Ready, and...\It's a pleasure to work with you!\All right. The Tokyo away games are coming up.\All that's left is...\All right, I'm returning the exams.\Aww...\Shut it.\All right, Ando... response:	Yes.
context: It's a pleasure to work with you!\All right. The Tokyo away games are coming up.\All that's left is...\All right, I'm returning the exams.\Aww...\Shut it.\All right, Ando...\Yes. response:	Next, Enokira.
context: All right. The Tokyo away games are coming up.\All that's left is...\All right, I'm returning the exams.\Aww...\Shut it.\All right, Ando...\Yes.\Next, Enokira. response:	Yes.
context: All that's left is...\All right, I'm returning the exams.\Aww...\Shut it.\All right, Ando...\Yes.\Next, Enokira.\Yes. response:	Oyama.
context: All right, I'm returning the exams.\Aww...\Shut it.\All right, Ando...\Yes.\Next, Enokira.\Yes.\Oyama. response:	The exams are finally coming back.
context: Aww...\Shut it.\All right, Ando...\Yes.\Next, Enokira.\Yes.\Oyama.\The exams are finally coming back. response:	Yeah...
context: Shut it.\All right, Ando...\Yes.\Next, Enokira.\Yes.\Oyama.\The exams are finally coming back.\Yeah... response:	It'll be fine! You studied so hard!
context: All right, Ando...\Yes.\Next, Enokira.\Yes.\Oyama.\The exams are finally coming back.\Yeah...\It'll be fine! You studied so hard! response:	Huh? Did I even write my name on it?!
context: Yes.\Next, Enokira.\Yes.\Oyama.\The exams are finally coming back.\Yeah...\It'll be fine! You studied so hard!\Huh? Did I even write my name on it?! response:	What? That'd be a problem before the exam even started!
context: Next, Enokira.\Yes.\Oyama.\The exams are finally coming back.\Yeah...\It'll be fine! You studied so hard!\Huh? Did I even write my name on it?!\What? That'd be a problem before the exam even started! response:	Episode 4: Center Ace
context: Yes.\Oyama.\The exams are finally coming back.\Yeah...\It'll be fine! You studied so hard!\Huh? Did I even write my name on it?!\What? That'd be a problem before the exam even started!\Episode 4: Center Ace response:	Next time on Haikyu!! : Center Ace.
