context: Togashi's place? response:	Yup! After all, they've shacked up!
context: Sure.\But I still don't understand it that well.\I made the love pact with you, so we are boyfriend and girlfriend.\But I still don't have the slightest idea what lovers are.\Thinking about it makes my head confused.\Rikka.\Now that we are lovers, regular physical contact is inevitable!\Th-that's true. response:	However...
context: But I still don't understand it that well.\I made the love pact with you, so we are boyfriend and girlfriend.\But I still don't have the slightest idea what lovers are.\Thinking about it makes my head confused.\Rikka.\Now that we are lovers, regular physical contact is inevitable!\Th-that's true.\However... response:	Which is it?
context: I made the love pact with you, so we are boyfriend and girlfriend.\But I still don't have the slightest idea what lovers are.\Thinking about it makes my head confused.\Rikka.\Now that we are lovers, regular physical contact is inevitable!\Th-that's true.\However...\Which is it? response:	I don't know.
context: But I still don't have the slightest idea what lovers are.\Thinking about it makes my head confused.\Rikka.\Now that we are lovers, regular physical contact is inevitable!\Th-that's true.\However...\Which is it?\I don't know. response:	I searched for the meaning of lovers...
context: Thinking about it makes my head confused.\Rikka.\Now that we are lovers, regular physical contact is inevitable!\Th-that's true.\However...\Which is it?\I don't know.\I searched for the meaning of lovers... response:	I searched the net, but it was gibberish.
context: Rikka.\Now that we are lovers, regular physical contact is inevitable!\Th-that's true.\However...\Which is it?\I don't know.\I searched for the meaning of lovers...\I searched the net, but it was gibberish. response:	What does Common-law couples are not
context: Now that we are lovers, regular physical contact is inevitable!\Th-that's true.\However...\Which is it?\I don't know.\I searched for the meaning of lovers...\I searched the net, but it was gibberish.\What does Common-law couples are not response:	necessarily designated as lovers even mean?!
context: Th-that's true.\However...\Which is it?\I don't know.\I searched for the meaning of lovers...\I searched the net, but it was gibberish.\What does Common-law couples are not\necessarily designated as lovers even mean?! response:	It's totally different from my contract with Wicked Lord Shingan.
context: However...\Which is it?\I don't know.\I searched for the meaning of lovers...\I searched the net, but it was gibberish.\What does Common-law couples are not\necessarily designated as lovers even mean?!\It's totally different from my contract with Wicked Lord Shingan. response:	Do you mean you didn't want the love pact?
context: Which is it?\I don't know.\I searched for the meaning of lovers...\I searched the net, but it was gibberish.\What does Common-law couples are not\necessarily designated as lovers even mean?!\It's totally different from my contract with Wicked Lord Shingan.\Do you mean you didn't want the love pact? response:	I didn't say that! I do want it!
context: I don't know.\I searched for the meaning of lovers...\I searched the net, but it was gibberish.\What does Common-law couples are not\necessarily designated as lovers even mean?!\It's totally different from my contract with Wicked Lord Shingan.\Do you mean you didn't want the love pact?\I didn't say that! I do want it! response:	I'm happy about it!
context: I searched for the meaning of lovers...\I searched the net, but it was gibberish.\What does Common-law couples are not\necessarily designated as lovers even mean?!\It's totally different from my contract with Wicked Lord Shingan.\Do you mean you didn't want the love pact?\I didn't say that! I do want it!\I'm happy about it! response:	But I don't know what I should be doing.
context: I searched the net, but it was gibberish.\What does Common-law couples are not\necessarily designated as lovers even mean?!\It's totally different from my contract with Wicked Lord Shingan.\Do you mean you didn't want the love pact?\I didn't say that! I do want it!\I'm happy about it!\But I don't know what I should be doing. response:	Although I'm certain that something must change.
context: What does Common-law couples are not\necessarily designated as lovers even mean?!\It's totally different from my contract with Wicked Lord Shingan.\Do you mean you didn't want the love pact?\I didn't say that! I do want it!\I'm happy about it!\But I don't know what I should be doing.\Although I'm certain that something must change. response:	I can say one thing with certainty.
context: necessarily designated as lovers even mean?!\It's totally different from my contract with Wicked Lord Shingan.\Do you mean you didn't want the love pact?\I didn't say that! I do want it!\I'm happy about it!\But I don't know what I should be doing.\Although I'm certain that something must change.\I can say one thing with certainty. response:	A fun day is coming to an end.
context: It's totally different from my contract with Wicked Lord Shingan.\Do you mean you didn't want the love pact?\I didn't say that! I do want it!\I'm happy about it!\But I don't know what I should be doing.\Although I'm certain that something must change.\I can say one thing with certainty.\A fun day is coming to an end. response:	We will soon go home. Together to the same place.
context: Do you mean you didn't want the love pact?\I didn't say that! I do want it!\I'm happy about it!\But I don't know what I should be doing.\Although I'm certain that something must change.\I can say one thing with certainty.\A fun day is coming to an end.\We will soon go home. Together to the same place. response:	Nothing could make me happier.
context: I didn't say that! I do want it!\I'm happy about it!\But I don't know what I should be doing.\Although I'm certain that something must change.\I can say one thing with certainty.\A fun day is coming to an end.\We will soon go home. Together to the same place.\Nothing could make me happier. response:	So happy in fact, that I fear I've peaked, and am now marked for death.
context: I'm happy about it!\But I don't know what I should be doing.\Although I'm certain that something must change.\I can say one thing with certainty.\A fun day is coming to an end.\We will soon go home. Together to the same place.\Nothing could make me happier.\So happy in fact, that I fear I've peaked, and am now marked for death. response:	Hey,
context: But I don't know what I should be doing.\Although I'm certain that something must change.\I can say one thing with certainty.\A fun day is coming to an end.\We will soon go home. Together to the same place.\Nothing could make me happier.\So happy in fact, that I fear I've peaked, and am now marked for death.\Hey, response:	it's turning!
context: Although I'm certain that something must change.\I can say one thing with certainty.\A fun day is coming to an end.\We will soon go home. Together to the same place.\Nothing could make me happier.\So happy in fact, that I fear I've peaked, and am now marked for death.\Hey,\it's turning! response:	Our powers worked on it.
context: I can say one thing with certainty.\A fun day is coming to an end.\We will soon go home. Together to the same place.\Nothing could make me happier.\So happy in fact, that I fear I've peaked, and am now marked for death.\Hey,\it's turning!\Our powers worked on it. response:	The Wicked Lord Shingan is definitely invincible!
context: A fun day is coming to an end.\We will soon go home. Together to the same place.\Nothing could make me happier.\So happy in fact, that I fear I've peaked, and am now marked for death.\Hey,\it's turning!\Our powers worked on it.\The Wicked Lord Shingan is definitely invincible! response:	Oh! But The Dark Flame Master is second-most invincible.
context: We will soon go home. Together to the same place.\Nothing could make me happier.\So happy in fact, that I fear I've peaked, and am now marked for death.\Hey,\it's turning!\Our powers worked on it.\The Wicked Lord Shingan is definitely invincible!\Oh! But The Dark Flame Master is second-most invincible. response:	Yuta?
context: Nothing could make me happier.\So happy in fact, that I fear I've peaked, and am now marked for death.\Hey,\it's turning!\Our powers worked on it.\The Wicked Lord Shingan is definitely invincible!\Oh! But The Dark Flame Master is second-most invincible.\Yuta? response:	Sorry, it isn't that.
context: So happy in fact, that I fear I've peaked, and am now marked for death.\Hey,\it's turning!\Our powers worked on it.\The Wicked Lord Shingan is definitely invincible!\Oh! But The Dark Flame Master is second-most invincible.\Yuta?\Sorry, it isn't that. response:	I am impressed, Wicked Lord Shingan!
context: Hey,\it's turning!\Our powers worked on it.\The Wicked Lord Shingan is definitely invincible!\Oh! But The Dark Flame Master is second-most invincible.\Yuta?\Sorry, it isn't that.\I am impressed, Wicked Lord Shingan! response:	You are indeed the one, I, Dark Flame Master, expected you to be!
context: it's turning!\Our powers worked on it.\The Wicked Lord Shingan is definitely invincible!\Oh! But The Dark Flame Master is second-most invincible.\Yuta?\Sorry, it isn't that.\I am impressed, Wicked Lord Shingan!\You are indeed the one, I, Dark Flame Master, expected you to be! response:	The contract you and I are bound to
context: Our powers worked on it.\The Wicked Lord Shingan is definitely invincible!\Oh! But The Dark Flame Master is second-most invincible.\Yuta?\Sorry, it isn't that.\I am impressed, Wicked Lord Shingan!\You are indeed the one, I, Dark Flame Master, expected you to be!\The contract you and I are bound to response:	is not the so-called lover's pact of the mundanes!
context: The Wicked Lord Shingan is definitely invincible!\Oh! But The Dark Flame Master is second-most invincible.\Yuta?\Sorry, it isn't that.\I am impressed, Wicked Lord Shingan!\You are indeed the one, I, Dark Flame Master, expected you to be!\The contract you and I are bound to\is not the so-called lover's pact of the mundanes! response:	It is the lover's pact of the Wicked Lord Shingan!
context: Oh! But The Dark Flame Master is second-most invincible.\Yuta?\Sorry, it isn't that.\I am impressed, Wicked Lord Shingan!\You are indeed the one, I, Dark Flame Master, expected you to be!\The contract you and I are bound to\is not the so-called lover's pact of the mundanes!\It is the lover's pact of the Wicked Lord Shingan! response:	Therefore, we need not feel the obligation to be manipulated
context: Yuta?\Sorry, it isn't that.\I am impressed, Wicked Lord Shingan!\You are indeed the one, I, Dark Flame Master, expected you to be!\The contract you and I are bound to\is not the so-called lover's pact of the mundanes!\It is the lover's pact of the Wicked Lord Shingan!\Therefore, we need not feel the obligation to be manipulated response:	by the so-called conventional wisdom of commoners!
context: Sorry, it isn't that.\I am impressed, Wicked Lord Shingan!\You are indeed the one, I, Dark Flame Master, expected you to be!\The contract you and I are bound to\is not the so-called lover's pact of the mundanes!\It is the lover's pact of the Wicked Lord Shingan!\Therefore, we need not feel the obligation to be manipulated\by the so-called conventional wisdom of commoners! response:	We may fulfill our contract as we see fit!
context: I am impressed, Wicked Lord Shingan!\You are indeed the one, I, Dark Flame Master, expected you to be!\The contract you and I are bound to\is not the so-called lover's pact of the mundanes!\It is the lover's pact of the Wicked Lord Shingan!\Therefore, we need not feel the obligation to be manipulated\by the so-called conventional wisdom of commoners!\We may fulfill our contract as we see fit! response:	I am certain we can fulfill this pact!
context: You are indeed the one, I, Dark Flame Master, expected you to be!\The contract you and I are bound to\is not the so-called lover's pact of the mundanes!\It is the lover's pact of the Wicked Lord Shingan!\Therefore, we need not feel the obligation to be manipulated\by the so-called conventional wisdom of commoners!\We may fulfill our contract as we see fit!\I am certain we can fulfill this pact! response:	For we are the Wicked Lord Shingan and Dark Flame Master!
context: The contract you and I are bound to\is not the so-called lover's pact of the mundanes!\It is the lover's pact of the Wicked Lord Shingan!\Therefore, we need not feel the obligation to be manipulated\by the so-called conventional wisdom of commoners!\We may fulfill our contract as we see fit!\I am certain we can fulfill this pact!\For we are the Wicked Lord Shingan and Dark Flame Master! response:	Yuta.
context: is not the so-called lover's pact of the mundanes!\It is the lover's pact of the Wicked Lord Shingan!\Therefore, we need not feel the obligation to be manipulated\by the so-called conventional wisdom of commoners!\We may fulfill our contract as we see fit!\I am certain we can fulfill this pact!\For we are the Wicked Lord Shingan and Dark Flame Master!\Yuta. response:	So, what do you think?
context: It is the lover's pact of the Wicked Lord Shingan!\Therefore, we need not feel the obligation to be manipulated\by the so-called conventional wisdom of commoners!\We may fulfill our contract as we see fit!\I am certain we can fulfill this pact!\For we are the Wicked Lord Shingan and Dark Flame Master!\Yuta.\So, what do you think? response:	Sure.
context: Therefore, we need not feel the obligation to be manipulated\by the so-called conventional wisdom of commoners!\We may fulfill our contract as we see fit!\I am certain we can fulfill this pact!\For we are the Wicked Lord Shingan and Dark Flame Master!\Yuta.\So, what do you think?\Sure. response:	You turned the windmills and came home?
context: by the so-called conventional wisdom of commoners!\We may fulfill our contract as we see fit!\I am certain we can fulfill this pact!\For we are the Wicked Lord Shingan and Dark Flame Master!\Yuta.\So, what do you think?\Sure.\You turned the windmills and came home? response:	That doesn't make any sense.
context: We may fulfill our contract as we see fit!\I am certain we can fulfill this pact!\For we are the Wicked Lord Shingan and Dark Flame Master!\Yuta.\So, what do you think?\Sure.\You turned the windmills and came home?\That doesn't make any sense. response:	And you're really okay with that?
context: I am certain we can fulfill this pact!\For we are the Wicked Lord Shingan and Dark Flame Master!\Yuta.\So, what do you think?\Sure.\You turned the windmills and came home?\That doesn't make any sense.\And you're really okay with that? response:	Yeah.
context: For we are the Wicked Lord Shingan and Dark Flame Master!\Yuta.\So, what do you think?\Sure.\You turned the windmills and came home?\That doesn't make any sense.\And you're really okay with that?\Yeah. response:	I think that Rikka still needs to be Rikka.
context: Yuta.\So, what do you think?\Sure.\You turned the windmills and came home?\That doesn't make any sense.\And you're really okay with that?\Yeah.\I think that Rikka still needs to be Rikka. response:	I feel a lot better now.
context: So, what do you think?\Sure.\You turned the windmills and came home?\That doesn't make any sense.\And you're really okay with that?\Yeah.\I think that Rikka still needs to be Rikka.\I feel a lot better now. response:	Well, if you're okay with it.
context: Sure.\You turned the windmills and came home?\That doesn't make any sense.\And you're really okay with that?\Yeah.\I think that Rikka still needs to be Rikka.\I feel a lot better now.\Well, if you're okay with it. response:	But Kannagi gave me some advice.
context: You turned the windmills and came home?\That doesn't make any sense.\And you're really okay with that?\Yeah.\I think that Rikka still needs to be Rikka.\I feel a lot better now.\Well, if you're okay with it.\But Kannagi gave me some advice. response:	She said that if a couple keeps putting everything off...
context: That doesn't make any sense.\And you're really okay with that?\Yeah.\I think that Rikka still needs to be Rikka.\I feel a lot better now.\Well, if you're okay with it.\But Kannagi gave me some advice.\She said that if a couple keeps putting everything off... response:	Oof, oof.
context: And you're really okay with that?\Yeah.\I think that Rikka still needs to be Rikka.\I feel a lot better now.\Well, if you're okay with it.\But Kannagi gave me some advice.\She said that if a couple keeps putting everything off...\Oof, oof. response:	Wanna see my magic?
context: Yeah.\I think that Rikka still needs to be Rikka.\I feel a lot better now.\Well, if you're okay with it.\But Kannagi gave me some advice.\She said that if a couple keeps putting everything off...\Oof, oof.\Wanna see my magic? response:	To be Continued
