context: Are you ready? response:	Start.
context: Age 5\Five years old... That's just around the time that Tsugumi said I fell in love.\But why is it written in Japanese?\Yeah, Mom and Dad did teach me Japanese, but...\Were we living in Japan back then?\July 30th.\I promised to play with him again tomorrow. I can't wait till tomorrow!\Him? Him... response:	Is he the boy who was my first love?
context: Five years old... That's just around the time that Tsugumi said I fell in love.\But why is it written in Japanese?\Yeah, Mom and Dad did teach me Japanese, but...\Were we living in Japan back then?\July 30th.\I promised to play with him again tomorrow. I can't wait till tomorrow!\Him? Him...\Is he the boy who was my first love? response:	August 2nd. Today, something terrible happened.
context: But why is it written in Japanese?\Yeah, Mom and Dad did teach me Japanese, but...\Were we living in Japan back then?\July 30th.\I promised to play with him again tomorrow. I can't wait till tomorrow!\Him? Him...\Is he the boy who was my first love?\August 2nd. Today, something terrible happened. response:	I was playing on the mountainside when a big dog nearly attacked me.
context: Yeah, Mom and Dad did teach me Japanese, but...\Were we living in Japan back then?\July 30th.\I promised to play with him again tomorrow. I can't wait till tomorrow!\Him? Him...\Is he the boy who was my first love?\August 2nd. Today, something terrible happened.\I was playing on the mountainside when a big dog nearly attacked me. response:	I hurt my ankle, and couldn't run away.
context: Were we living in Japan back then?\July 30th.\I promised to play with him again tomorrow. I can't wait till tomorrow!\Him? Him...\Is he the boy who was my first love?\August 2nd. Today, something terrible happened.\I was playing on the mountainside when a big dog nearly attacked me.\I hurt my ankle, and couldn't run away. response:	Huh? This story... I know I've heard it before.
context: July 30th.\I promised to play with him again tomorrow. I can't wait till tomorrow!\Him? Him...\Is he the boy who was my first love?\August 2nd. Today, something terrible happened.\I was playing on the mountainside when a big dog nearly attacked me.\I hurt my ankle, and couldn't run away.\Huh? This story... I know I've heard it before. response:	I was really, really scared,
context: I promised to play with him again tomorrow. I can't wait till tomorrow!\Him? Him...\Is he the boy who was my first love?\August 2nd. Today, something terrible happened.\I was playing on the mountainside when a big dog nearly attacked me.\I hurt my ankle, and couldn't run away.\Huh? This story... I know I've heard it before.\I was really, really scared, response:	but he came to rescue me, and he protected me!
context: Him? Him...\Is he the boy who was my first love?\August 2nd. Today, something terrible happened.\I was playing on the mountainside when a big dog nearly attacked me.\I hurt my ankle, and couldn't run away.\Huh? This story... I know I've heard it before.\I was really, really scared,\but he came to rescue me, and he protected me! response:	I was so happy!
context: Is he the boy who was my first love?\August 2nd. Today, something terrible happened.\I was playing on the mountainside when a big dog nearly attacked me.\I hurt my ankle, and couldn't run away.\Huh? This story... I know I've heard it before.\I was really, really scared,\but he came to rescue me, and he protected me!\I was so happy! response:	That's right!
context: August 2nd. Today, something terrible happened.\I was playing on the mountainside when a big dog nearly attacked me.\I hurt my ankle, and couldn't run away.\Huh? This story... I know I've heard it before.\I was really, really scared,\but he came to rescue me, and he protected me!\I was so happy!\That's right! response:	Now I remember!
context: I was playing on the mountainside when a big dog nearly attacked me.\I hurt my ankle, and couldn't run away.\Huh? This story... I know I've heard it before.\I was really, really scared,\but he came to rescue me, and he protected me!\I was so happy!\That's right!\Now I remember! response:	I was attacked by a stray dog in the mountains as a child,
context: I hurt my ankle, and couldn't run away.\Huh? This story... I know I've heard it before.\I was really, really scared,\but he came to rescue me, and he protected me!\I was so happy!\That's right!\Now I remember!\I was attacked by a stray dog in the mountains as a child, response:	and he saved me then.
context: Huh? This story... I know I've heard it before.\I was really, really scared,\but he came to rescue me, and he protected me!\I was so happy!\That's right!\Now I remember!\I was attacked by a stray dog in the mountains as a child,\and he saved me then. response:	That day, he got a bad cut on his forehead.
context: I was really, really scared,\but he came to rescue me, and he protected me!\I was so happy!\That's right!\Now I remember!\I was attacked by a stray dog in the mountains as a child,\and he saved me then.\That day, he got a bad cut on his forehead. response:	I stayed by his side, nursing him until the cut healed.
context: but he came to rescue me, and he protected me!\I was so happy!\That's right!\Now I remember!\I was attacked by a stray dog in the mountains as a child,\and he saved me then.\That day, he got a bad cut on his forehead.\I stayed by his side, nursing him until the cut healed. response:	August 5th. He ended up with a tiny scar, but he seems to be better.
context: I was so happy!\That's right!\Now I remember!\I was attacked by a stray dog in the mountains as a child,\and he saved me then.\That day, he got a bad cut on his forehead.\I stayed by his side, nursing him until the cut healed.\August 5th. He ended up with a tiny scar, but he seems to be better. response:	We made a date to play again.
context: That's right!\Now I remember!\I was attacked by a stray dog in the mountains as a child,\and he saved me then.\That day, he got a bad cut on his forehead.\I stayed by his side, nursing him until the cut healed.\August 5th. He ended up with a tiny scar, but he seems to be better.\We made a date to play again. response:	August 9th. I snuck out of the mansion to see him.
context: Now I remember!\I was attacked by a stray dog in the mountains as a child,\and he saved me then.\That day, he got a bad cut on his forehead.\I stayed by his side, nursing him until the cut healed.\August 5th. He ended up with a tiny scar, but he seems to be better.\We made a date to play again.\August 9th. I snuck out of the mansion to see him. response:	Today, we went out together. It was fun.
context: I was attacked by a stray dog in the mountains as a child,\and he saved me then.\That day, he got a bad cut on his forehead.\I stayed by his side, nursing him until the cut healed.\August 5th. He ended up with a tiny scar, but he seems to be better.\We made a date to play again.\August 9th. I snuck out of the mansion to see him.\Today, we went out together. It was fun. response:	August 12th. We played in the river today.
context: and he saved me then.\That day, he got a bad cut on his forehead.\I stayed by his side, nursing him until the cut healed.\August 5th. He ended up with a tiny scar, but he seems to be better.\We made a date to play again.\August 9th. I snuck out of the mansion to see him.\Today, we went out together. It was fun.\August 12th. We played in the river today. response:	He caught a huge fish, and it was fun!
context: That day, he got a bad cut on his forehead.\I stayed by his side, nursing him until the cut healed.\August 5th. He ended up with a tiny scar, but he seems to be better.\We made a date to play again.\August 9th. I snuck out of the mansion to see him.\Today, we went out together. It was fun.\August 12th. We played in the river today.\He caught a huge fish, and it was fun! response:	August 15th. Today, I was careless and fell inside a crevice in the rocks.
context: I stayed by his side, nursing him until the cut healed.\August 5th. He ended up with a tiny scar, but he seems to be better.\We made a date to play again.\August 9th. I snuck out of the mansion to see him.\Today, we went out together. It was fun.\August 12th. We played in the river today.\He caught a huge fish, and it was fun!\August 15th. Today, I was careless and fell inside a crevice in the rocks. response:	I was crying because it was so dark and narrow, and then he came to save me.
context: August 5th. He ended up with a tiny scar, but he seems to be better.\We made a date to play again.\August 9th. I snuck out of the mansion to see him.\Today, we went out together. It was fun.\August 12th. We played in the river today.\He caught a huge fish, and it was fun!\August 15th. Today, I was careless and fell inside a crevice in the rocks.\I was crying because it was so dark and narrow, and then he came to save me. response:	He always comes when I cry.
context: We made a date to play again.\August 9th. I snuck out of the mansion to see him.\Today, we went out together. It was fun.\August 12th. We played in the river today.\He caught a huge fish, and it was fun!\August 15th. Today, I was careless and fell inside a crevice in the rocks.\I was crying because it was so dark and narrow, and then he came to save me.\He always comes when I cry. response:	August 18th. I had fun today, too.
context: August 9th. I snuck out of the mansion to see him.\Today, we went out together. It was fun.\August 12th. We played in the river today.\He caught a huge fish, and it was fun!\August 15th. Today, I was careless and fell inside a crevice in the rocks.\I was crying because it was so dark and narrow, and then he came to save me.\He always comes when I cry.\August 18th. I had fun today, too. response:	I can't wait to see him again tomorrow.
context: Today, we went out together. It was fun.\August 12th. We played in the river today.\He caught a huge fish, and it was fun!\August 15th. Today, I was careless and fell inside a crevice in the rocks.\I was crying because it was so dark and narrow, and then he came to save me.\He always comes when I cry.\August 18th. I had fun today, too.\I can't wait to see him again tomorrow. response:	I sound like I had a lot of fun...
context: August 12th. We played in the river today.\He caught a huge fish, and it was fun!\August 15th. Today, I was careless and fell inside a crevice in the rocks.\I was crying because it was so dark and narrow, and then he came to save me.\He always comes when I cry.\August 18th. I had fun today, too.\I can't wait to see him again tomorrow.\I sound like I had a lot of fun... response:	Having never fallen in love before, yet dreaming about it for so long...
context: He caught a huge fish, and it was fun!\August 15th. Today, I was careless and fell inside a crevice in the rocks.\I was crying because it was so dark and narrow, and then he came to save me.\He always comes when I cry.\August 18th. I had fun today, too.\I can't wait to see him again tomorrow.\I sound like I had a lot of fun...\Having never fallen in love before, yet dreaming about it for so long... response:	And to think that I'd already experienced such a wonderful love as a child...
context: August 15th. Today, I was careless and fell inside a crevice in the rocks.\I was crying because it was so dark and narrow, and then he came to save me.\He always comes when I cry.\August 18th. I had fun today, too.\I can't wait to see him again tomorrow.\I sound like I had a lot of fun...\Having never fallen in love before, yet dreaming about it for so long...\And to think that I'd already experienced such a wonderful love as a child... response:	I wonder what kind of kid he was. What's he doing now?
context: I was crying because it was so dark and narrow, and then he came to save me.\He always comes when I cry.\August 18th. I had fun today, too.\I can't wait to see him again tomorrow.\I sound like I had a lot of fun...\Having never fallen in love before, yet dreaming about it for so long...\And to think that I'd already experienced such a wonderful love as a child...\I wonder what kind of kid he was. What's he doing now? response:	Oh, well, I'm sure there's no way that he remembers me, but...
context: He always comes when I cry.\August 18th. I had fun today, too.\I can't wait to see him again tomorrow.\I sound like I had a lot of fun...\Having never fallen in love before, yet dreaming about it for so long...\And to think that I'd already experienced such a wonderful love as a child...\I wonder what kind of kid he was. What's he doing now?\Oh, well, I'm sure there's no way that he remembers me, but... response:	August 21st. I went out to play with him again today.
context: August 18th. I had fun today, too.\I can't wait to see him again tomorrow.\I sound like I had a lot of fun...\Having never fallen in love before, yet dreaming about it for so long...\And to think that I'd already experienced such a wonderful love as a child...\I wonder what kind of kid he was. What's he doing now?\Oh, well, I'm sure there's no way that he remembers me, but...\August 21st. I went out to play with him again today. response:	I think I wouldn't mind getting married, if it was to him.
context: I can't wait to see him again tomorrow.\I sound like I had a lot of fun...\Having never fallen in love before, yet dreaming about it for so long...\And to think that I'd already experienced such a wonderful love as a child...\I wonder what kind of kid he was. What's he doing now?\Oh, well, I'm sure there's no way that he remembers me, but...\August 21st. I went out to play with him again today.\I think I wouldn't mind getting married, if it was to him. response:	What the heck am I writing?
context: I sound like I had a lot of fun...\Having never fallen in love before, yet dreaming about it for so long...\And to think that I'd already experienced such a wonderful love as a child...\I wonder what kind of kid he was. What's he doing now?\Oh, well, I'm sure there's no way that he remembers me, but...\August 21st. I went out to play with him again today.\I think I wouldn't mind getting married, if it was to him.\What the heck am I writing? response:	Farewell
context: Having never fallen in love before, yet dreaming about it for so long...\And to think that I'd already experienced such a wonderful love as a child...\I wonder what kind of kid he was. What's he doing now?\Oh, well, I'm sure there's no way that he remembers me, but...\August 21st. I went out to play with him again today.\I think I wouldn't mind getting married, if it was to him.\What the heck am I writing?\Farewell response:	Farewell?
context: And to think that I'd already experienced such a wonderful love as a child...\I wonder what kind of kid he was. What's he doing now?\Oh, well, I'm sure there's no way that he remembers me, but...\August 21st. I went out to play with him again today.\I think I wouldn't mind getting married, if it was to him.\What the heck am I writing?\Farewell\Farewell? response:	I see. So this is when we said our goodbyes.
context: I wonder what kind of kid he was. What's he doing now?\Oh, well, I'm sure there's no way that he remembers me, but...\August 21st. I went out to play with him again today.\I think I wouldn't mind getting married, if it was to him.\What the heck am I writing?\Farewell\Farewell?\I see. So this is when we said our goodbyes. response:	Tomorrow, I'm getting on a plane with Daddy.
context: Oh, well, I'm sure there's no way that he remembers me, but...\August 21st. I went out to play with him again today.\I think I wouldn't mind getting married, if it was to him.\What the heck am I writing?\Farewell\Farewell?\I see. So this is when we said our goodbyes.\Tomorrow, I'm getting on a plane with Daddy. response:	But first, I'm going to make a promise with him.
context: August 21st. I went out to play with him again today.\I think I wouldn't mind getting married, if it was to him.\What the heck am I writing?\Farewell\Farewell?\I see. So this is when we said our goodbyes.\Tomorrow, I'm getting on a plane with Daddy.\But first, I'm going to make a promise with him. response:	A promise that we decided together...
context: I think I wouldn't mind getting married, if it was to him.\What the heck am I writing?\Farewell\Farewell?\I see. So this is when we said our goodbyes.\Tomorrow, I'm getting on a plane with Daddy.\But first, I'm going to make a promise with him.\A promise that we decided together... response:	Promise?
context: What the heck am I writing?\Farewell\Farewell?\I see. So this is when we said our goodbyes.\Tomorrow, I'm getting on a plane with Daddy.\But first, I'm going to make a promise with him.\A promise that we decided together...\Promise? response:	There it is! What on Earth was that promise about?
context: Farewell\Farewell?\I see. So this is when we said our goodbyes.\Tomorrow, I'm getting on a plane with Daddy.\But first, I'm going to make a promise with him.\A promise that we decided together...\Promise?\There it is! What on Earth was that promise about? response:	Why didn't I write the rest?! For crying out loud, write everything down, Chitoge!
context: Farewell?\I see. So this is when we said our goodbyes.\Tomorrow, I'm getting on a plane with Daddy.\But first, I'm going to make a promise with him.\A promise that we decided together...\Promise?\There it is! What on Earth was that promise about?\Why didn't I write the rest?! For crying out loud, write everything down, Chitoge! response:	Oh, man, I want to know! I want to know!
context: I see. So this is when we said our goodbyes.\Tomorrow, I'm getting on a plane with Daddy.\But first, I'm going to make a promise with him.\A promise that we decided together...\Promise?\There it is! What on Earth was that promise about?\Why didn't I write the rest?! For crying out loud, write everything down, Chitoge!\Oh, man, I want to know! I want to know! response:	What's this? It was stuck inside the book.
context: Tomorrow, I'm getting on a plane with Daddy.\But first, I'm going to make a promise with him.\A promise that we decided together...\Promise?\There it is! What on Earth was that promise about?\Why didn't I write the rest?! For crying out loud, write everything down, Chitoge!\Oh, man, I want to know! I want to know!\What's this? It was stuck inside the book. response:	A key?
