context: Shiina-san? response:	It's time to get up.
context: I said the samgyetang tastes good.\Good morning, Shiina-san.\Nanami, are you okay now?\Yeah, thanks to you.\Kanda-kun.\About Mashiro Duty...\I'm sorry, but honestly, I don't think I can keep doing it.\I just can't manage it. response:	I understand. Thanks for relying on me.
context: Good morning, Shiina-san.\Nanami, are you okay now?\Yeah, thanks to you.\Kanda-kun.\About Mashiro Duty...\I'm sorry, but honestly, I don't think I can keep doing it.\I just can't manage it.\I understand. Thanks for relying on me. response:	Huh? I'm the one who should be thanking you.
context: Nanami, are you okay now?\Yeah, thanks to you.\Kanda-kun.\About Mashiro Duty...\I'm sorry, but honestly, I don't think I can keep doing it.\I just can't manage it.\I understand. Thanks for relying on me.\Huh? I'm the one who should be thanking you. response:	I'm sorry, Shiina-san.
context: Yeah, thanks to you.\Kanda-kun.\About Mashiro Duty...\I'm sorry, but honestly, I don't think I can keep doing it.\I just can't manage it.\I understand. Thanks for relying on me.\Huh? I'm the one who should be thanking you.\I'm sorry, Shiina-san. response:	Mashiro.
context: Kanda-kun.\About Mashiro Duty...\I'm sorry, but honestly, I don't think I can keep doing it.\I just can't manage it.\I understand. Thanks for relying on me.\Huh? I'm the one who should be thanking you.\I'm sorry, Shiina-san.\Mashiro. response:	I want you to call me by my first name.
context: About Mashiro Duty...\I'm sorry, but honestly, I don't think I can keep doing it.\I just can't manage it.\I understand. Thanks for relying on me.\Huh? I'm the one who should be thanking you.\I'm sorry, Shiina-san.\Mashiro.\I want you to call me by my first name. response:	Okay, Mashiro!
context: I'm sorry, but honestly, I don't think I can keep doing it.\I just can't manage it.\I understand. Thanks for relying on me.\Huh? I'm the one who should be thanking you.\I'm sorry, Shiina-san.\Mashiro.\I want you to call me by my first name.\Okay, Mashiro! response:	Good night.
context: I just can't manage it.\I understand. Thanks for relying on me.\Huh? I'm the one who should be thanking you.\I'm sorry, Shiina-san.\Mashiro.\I want you to call me by my first name.\Okay, Mashiro!\Good night. response:	What?!
context: I understand. Thanks for relying on me.\Huh? I'm the one who should be thanking you.\I'm sorry, Shiina-san.\Mashiro.\I want you to call me by my first name.\Okay, Mashiro!\Good night.\What?! response:	Hey, Shii Mashiro?
context: Huh? I'm the one who should be thanking you.\I'm sorry, Shiina-san.\Mashiro.\I want you to call me by my first name.\Okay, Mashiro!\Good night.\What?!\Hey, Shii Mashiro? response:	Kanda-kun, do something!
context: I'm sorry, Shiina-san.\Mashiro.\I want you to call me by my first name.\Okay, Mashiro!\Good night.\What?!\Hey, Shii Mashiro?\Kanda-kun, do something! response:	You're on Mashiro Duty, aren't you?
context: Mashiro.\I want you to call me by my first name.\Okay, Mashiro!\Good night.\What?!\Hey, Shii Mashiro?\Kanda-kun, do something!\You're on Mashiro Duty, aren't you? response:	Mashiro Duty has passed from Aoyama Nanami back to Kanda Sorata. -By Kanda Sorata P.S. - Kanda-kun, I'm sorry for everything. I forgot to tell you something, so I'm writing it here. If you do anything weird to Mashiro, I'll never forgive you! -Aoyama Nanami
context: I want you to call me by my first name.\Okay, Mashiro!\Good night.\What?!\Hey, Shii Mashiro?\Kanda-kun, do something!\You're on Mashiro Duty, aren't you?\Mashiro Duty has passed from Aoyama Nanami back to Kanda Sorata. -By Kanda Sorata P.S. - Kanda-kun, I'm sorry for everything. I forgot to tell you something, so I'm writing it here. If you do anything weird to Mashiro, I'll never forgive you! -Aoyama Nanami response:	There's nothing we can do now.
context: Okay, Mashiro!\Good night.\What?!\Hey, Shii Mashiro?\Kanda-kun, do something!\You're on Mashiro Duty, aren't you?\Mashiro Duty has passed from Aoyama Nanami back to Kanda Sorata. -By Kanda Sorata P.S. - Kanda-kun, I'm sorry for everything. I forgot to tell you something, so I'm writing it here. If you do anything weird to Mashiro, I'll never forgive you! -Aoyama Nanami\There's nothing we can do now. response:	Nothing will wake her.
context: Good night.\What?!\Hey, Shii Mashiro?\Kanda-kun, do something!\You're on Mashiro Duty, aren't you?\Mashiro Duty has passed from Aoyama Nanami back to Kanda Sorata. -By Kanda Sorata P.S. - Kanda-kun, I'm sorry for everything. I forgot to tell you something, so I'm writing it here. If you do anything weird to Mashiro, I'll never forgive you! -Aoyama Nanami\There's nothing we can do now.\Nothing will wake her. response:	What? Wake up, Mashiro!
context: What?!\Hey, Shii Mashiro?\Kanda-kun, do something!\You're on Mashiro Duty, aren't you?\Mashiro Duty has passed from Aoyama Nanami back to Kanda Sorata. -By Kanda Sorata P.S. - Kanda-kun, I'm sorry for everything. I forgot to tell you something, so I'm writing it here. If you do anything weird to Mashiro, I'll never forgive you! -Aoyama Nanami\There's nothing we can do now.\Nothing will wake her.\What? Wake up, Mashiro! response:	Mashiro!
context: Hey, Shii Mashiro?\Kanda-kun, do something!\You're on Mashiro Duty, aren't you?\Mashiro Duty has passed from Aoyama Nanami back to Kanda Sorata. -By Kanda Sorata P.S. - Kanda-kun, I'm sorry for everything. I forgot to tell you something, so I'm writing it here. If you do anything weird to Mashiro, I'll never forgive you! -Aoyama Nanami\There's nothing we can do now.\Nothing will wake her.\What? Wake up, Mashiro!\Mashiro! response:	Kanda: Mashiro Duty
context: Kanda-kun, do something!\You're on Mashiro Duty, aren't you?\Mashiro Duty has passed from Aoyama Nanami back to Kanda Sorata. -By Kanda Sorata P.S. - Kanda-kun, I'm sorry for everything. I forgot to tell you something, so I'm writing it here. If you do anything weird to Mashiro, I'll never forgive you! -Aoyama Nanami\There's nothing we can do now.\Nothing will wake her.\What? Wake up, Mashiro!\Mashiro!\Kanda: Mashiro Duty response:	Sorata.
context: You're on Mashiro Duty, aren't you?\Mashiro Duty has passed from Aoyama Nanami back to Kanda Sorata. -By Kanda Sorata P.S. - Kanda-kun, I'm sorry for everything. I forgot to tell you something, so I'm writing it here. If you do anything weird to Mashiro, I'll never forgive you! -Aoyama Nanami\There's nothing we can do now.\Nothing will wake her.\What? Wake up, Mashiro!\Mashiro!\Kanda: Mashiro Duty\Sorata. response:	Dry me.
context: Mashiro Duty has passed from Aoyama Nanami back to Kanda Sorata. -By Kanda Sorata P.S. - Kanda-kun, I'm sorry for everything. I forgot to tell you something, so I'm writing it here. If you do anything weird to Mashiro, I'll never forgive you! -Aoyama Nanami\There's nothing we can do now.\Nothing will wake her.\What? Wake up, Mashiro!\Mashiro!\Kanda: Mashiro Duty\Sorata.\Dry me. response:	Okay.
context: There's nothing we can do now.\Nothing will wake her.\What? Wake up, Mashiro!\Mashiro!\Kanda: Mashiro Duty\Sorata.\Dry me.\Okay. response:	Congratulations on your debut.
context: Nothing will wake her.\What? Wake up, Mashiro!\Mashiro!\Kanda: Mashiro Duty\Sorata.\Dry me.\Okay.\Congratulations on your debut. response:	07 Her Homesickness
context: What? Wake up, Mashiro!\Mashiro!\Kanda: Mashiro Duty\Sorata.\Dry me.\Okay.\Congratulations on your debut.\07 Her Homesickness response:	Yuko's coming!
context: Mashiro!\Kanda: Mashiro Duty\Sorata.\Dry me.\Okay.\Congratulations on your debut.\07 Her Homesickness\Yuko's coming! response:	Yuko is coming.
