context: Seriously! response:	What are you going to do?!
context: Well, it's because you stand out, Ichijou-kun.\I mean you were popular with the girls, weren't you?\No I wasn't! If anyone was popular, it was you!\Not me, by a long shot!\It's because you're really nice, Ichijou-kun!\I am not!\It just might be that you haven't realized it yourself, you know.\Not a chance. response:	When I was in junior high,
context: I mean you were popular with the girls, weren't you?\No I wasn't! If anyone was popular, it was you!\Not me, by a long shot!\It's because you're really nice, Ichijou-kun!\I am not!\It just might be that you haven't realized it yourself, you know.\Not a chance.\When I was in junior high, response:	I knew at least one girl who had a crush on you.
context: No I wasn't! If anyone was popular, it was you!\Not me, by a long shot!\It's because you're really nice, Ichijou-kun!\I am not!\It just might be that you haven't realized it yourself, you know.\Not a chance.\When I was in junior high,\I knew at least one girl who had a crush on you. response:	No way! Who was it?
context: Not me, by a long shot!\It's because you're really nice, Ichijou-kun!\I am not!\It just might be that you haven't realized it yourself, you know.\Not a chance.\When I was in junior high,\I knew at least one girl who had a crush on you.\No way! Who was it? response:	That's a secret.
context: It's because you're really nice, Ichijou-kun!\I am not!\It just might be that you haven't realized it yourself, you know.\Not a chance.\When I was in junior high,\I knew at least one girl who had a crush on you.\No way! Who was it?\That's a secret. response:	I can never tell you.
context: I am not!\It just might be that you haven't realized it yourself, you know.\Not a chance.\When I was in junior high,\I knew at least one girl who had a crush on you.\No way! Who was it?\That's a secret.\I can never tell you. response:	You can't just say that and not tell me! That's not fair, Onodera!
context: It just might be that you haven't realized it yourself, you know.\Not a chance.\When I was in junior high,\I knew at least one girl who had a crush on you.\No way! Who was it?\That's a secret.\I can never tell you.\You can't just say that and not tell me! That's not fair, Onodera! response:	We've already graduated, so it doesn't matter, right?
context: Not a chance.\When I was in junior high,\I knew at least one girl who had a crush on you.\No way! Who was it?\That's a secret.\I can never tell you.\You can't just say that and not tell me! That's not fair, Onodera!\We've already graduated, so it doesn't matter, right? response:	I'm not telling! Not unless that girl gives me permission.
context: When I was in junior high,\I knew at least one girl who had a crush on you.\No way! Who was it?\That's a secret.\I can never tell you.\You can't just say that and not tell me! That's not fair, Onodera!\We've already graduated, so it doesn't matter, right?\I'm not telling! Not unless that girl gives me permission. response:	When did you meet Maiko-kun?
context: I knew at least one girl who had a crush on you.\No way! Who was it?\That's a secret.\I can never tell you.\You can't just say that and not tell me! That's not fair, Onodera!\We've already graduated, so it doesn't matter, right?\I'm not telling! Not unless that girl gives me permission.\When did you meet Maiko-kun? response:	Oh, well, we actually go way back.
context: No way! Who was it?\That's a secret.\I can never tell you.\You can't just say that and not tell me! That's not fair, Onodera!\We've already graduated, so it doesn't matter, right?\I'm not telling! Not unless that girl gives me permission.\When did you meet Maiko-kun?\Oh, well, we actually go way back. response:	We haven't been able to get rid of each other since kindergarten.
context: That's a secret.\I can never tell you.\You can't just say that and not tell me! That's not fair, Onodera!\We've already graduated, so it doesn't matter, right?\I'm not telling! Not unless that girl gives me permission.\When did you meet Maiko-kun?\Oh, well, we actually go way back.\We haven't been able to get rid of each other since kindergarten. response:	Really? That's amazing!
context: I can never tell you.\You can't just say that and not tell me! That's not fair, Onodera!\We've already graduated, so it doesn't matter, right?\I'm not telling! Not unless that girl gives me permission.\When did you meet Maiko-kun?\Oh, well, we actually go way back.\We haven't been able to get rid of each other since kindergarten.\Really? That's amazing! response:	You know, actually, talking to Onodera is really fun.
context: You can't just say that and not tell me! That's not fair, Onodera!\We've already graduated, so it doesn't matter, right?\I'm not telling! Not unless that girl gives me permission.\When did you meet Maiko-kun?\Oh, well, we actually go way back.\We haven't been able to get rid of each other since kindergarten.\Really? That's amazing!\You know, actually, talking to Onodera is really fun. response:	If only this moment could last forever and ever.
context: We've already graduated, so it doesn't matter, right?\I'm not telling! Not unless that girl gives me permission.\When did you meet Maiko-kun?\Oh, well, we actually go way back.\We haven't been able to get rid of each other since kindergarten.\Really? That's amazing!\You know, actually, talking to Onodera is really fun.\If only this moment could last forever and ever. response:	What's the matter, Onodera?
context: I'm not telling! Not unless that girl gives me permission.\When did you meet Maiko-kun?\Oh, well, we actually go way back.\We haven't been able to get rid of each other since kindergarten.\Really? That's amazing!\You know, actually, talking to Onodera is really fun.\If only this moment could last forever and ever.\What's the matter, Onodera? response:	It stopped raining.
context: When did you meet Maiko-kun?\Oh, well, we actually go way back.\We haven't been able to get rid of each other since kindergarten.\Really? That's amazing!\You know, actually, talking to Onodera is really fun.\If only this moment could last forever and ever.\What's the matter, Onodera?\It stopped raining. response:	Typhoon No. 16 has swerved way off its original course,
context: Oh, well, we actually go way back.\We haven't been able to get rid of each other since kindergarten.\Really? That's amazing!\You know, actually, talking to Onodera is really fun.\If only this moment could last forever and ever.\What's the matter, Onodera?\It stopped raining.\Typhoon No. 16 has swerved way off its original course, response:	and is now heading towards the sea to the east.
context: We haven't been able to get rid of each other since kindergarten.\Really? That's amazing!\You know, actually, talking to Onodera is really fun.\If only this moment could last forever and ever.\What's the matter, Onodera?\It stopped raining.\Typhoon No. 16 has swerved way off its original course,\and is now heading towards the sea to the east. response:	God damn it! Curse you, typhoon!
context: Really? That's amazing!\You know, actually, talking to Onodera is really fun.\If only this moment could last forever and ever.\What's the matter, Onodera?\It stopped raining.\Typhoon No. 16 has swerved way off its original course,\and is now heading towards the sea to the east.\God damn it! Curse you, typhoon! response:	Can't you take a hint at all? Damn it!
context: You know, actually, talking to Onodera is really fun.\If only this moment could last forever and ever.\What's the matter, Onodera?\It stopped raining.\Typhoon No. 16 has swerved way off its original course,\and is now heading towards the sea to the east.\God damn it! Curse you, typhoon!\Can't you take a hint at all? Damn it! response:	Right, then I'll be heading home after all.
context: If only this moment could last forever and ever.\What's the matter, Onodera?\It stopped raining.\Typhoon No. 16 has swerved way off its original course,\and is now heading towards the sea to the east.\God damn it! Curse you, typhoon!\Can't you take a hint at all? Damn it!\Right, then I'll be heading home after all. response:	It isn't right for a guy and a girl to spend the night alone in a house.
context: What's the matter, Onodera?\It stopped raining.\Typhoon No. 16 has swerved way off its original course,\and is now heading towards the sea to the east.\God damn it! Curse you, typhoon!\Can't you take a hint at all? Damn it!\Right, then I'll be heading home after all.\It isn't right for a guy and a girl to spend the night alone in a house. response:	Damn it! I want to spend the night!
context: It stopped raining.\Typhoon No. 16 has swerved way off its original course,\and is now heading towards the sea to the east.\God damn it! Curse you, typhoon!\Can't you take a hint at all? Damn it!\Right, then I'll be heading home after all.\It isn't right for a guy and a girl to spend the night alone in a house.\Damn it! I want to spend the night! response:	I want to talk with her some more!
context: Typhoon No. 16 has swerved way off its original course,\and is now heading towards the sea to the east.\God damn it! Curse you, typhoon!\Can't you take a hint at all? Damn it!\Right, then I'll be heading home after all.\It isn't right for a guy and a girl to spend the night alone in a house.\Damn it! I want to spend the night!\I want to talk with her some more! response:	Oh, Onodera... Aren't you gonna stop me from going?
context: and is now heading towards the sea to the east.\God damn it! Curse you, typhoon!\Can't you take a hint at all? Damn it!\Right, then I'll be heading home after all.\It isn't right for a guy and a girl to spend the night alone in a house.\Damn it! I want to spend the night!\I want to talk with her some more!\Oh, Onodera... Aren't you gonna stop me from going? response:	Don't go!
context: God damn it! Curse you, typhoon!\Can't you take a hint at all? Damn it!\Right, then I'll be heading home after all.\It isn't right for a guy and a girl to spend the night alone in a house.\Damn it! I want to spend the night!\I want to talk with her some more!\Oh, Onodera... Aren't you gonna stop me from going?\Don't go! response:	Yes, you're right.
context: Can't you take a hint at all? Damn it!\Right, then I'll be heading home after all.\It isn't right for a guy and a girl to spend the night alone in a house.\Damn it! I want to spend the night!\I want to talk with her some more!\Oh, Onodera... Aren't you gonna stop me from going?\Don't go!\Yes, you're right. response:	It would be kind of weird for you to stay when it's stopped raining.
context: Right, then I'll be heading home after all.\It isn't right for a guy and a girl to spend the night alone in a house.\Damn it! I want to spend the night!\I want to talk with her some more!\Oh, Onodera... Aren't you gonna stop me from going?\Don't go!\Yes, you're right.\It would be kind of weird for you to stay when it's stopped raining. response:	Of course it is. You're right.
context: It isn't right for a guy and a girl to spend the night alone in a house.\Damn it! I want to spend the night!\I want to talk with her some more!\Oh, Onodera... Aren't you gonna stop me from going?\Don't go!\Yes, you're right.\It would be kind of weird for you to stay when it's stopped raining.\Of course it is. You're right. response:	Of course it's weird. I knew it all along! I not crying over it!
context: Damn it! I want to spend the night!\I want to talk with her some more!\Oh, Onodera... Aren't you gonna stop me from going?\Don't go!\Yes, you're right.\It would be kind of weird for you to stay when it's stopped raining.\Of course it is. You're right.\Of course it's weird. I knew it all along! I not crying over it! response:	Thanks for today. I had such a great time!
context: I want to talk with her some more!\Oh, Onodera... Aren't you gonna stop me from going?\Don't go!\Yes, you're right.\It would be kind of weird for you to stay when it's stopped raining.\Of course it is. You're right.\Of course it's weird. I knew it all along! I not crying over it!\Thanks for today. I had such a great time! response:	Hey, so did I.
context: Oh, Onodera... Aren't you gonna stop me from going?\Don't go!\Yes, you're right.\It would be kind of weird for you to stay when it's stopped raining.\Of course it is. You're right.\Of course it's weird. I knew it all along! I not crying over it!\Thanks for today. I had such a great time!\Hey, so did I. response:	I wonder... when I'll get to see her next.
context: Don't go!\Yes, you're right.\It would be kind of weird for you to stay when it's stopped raining.\Of course it is. You're right.\Of course it's weird. I knew it all along! I not crying over it!\Thanks for today. I had such a great time!\Hey, so did I.\I wonder... when I'll get to see her next. response:	That part-time job was only for today,
context: Yes, you're right.\It would be kind of weird for you to stay when it's stopped raining.\Of course it is. You're right.\Of course it's weird. I knew it all along! I not crying over it!\Thanks for today. I had such a great time!\Hey, so did I.\I wonder... when I'll get to see her next.\That part-time job was only for today, response:	and it's still summer vacation.
context: It would be kind of weird for you to stay when it's stopped raining.\Of course it is. You're right.\Of course it's weird. I knew it all along! I not crying over it!\Thanks for today. I had such a great time!\Hey, so did I.\I wonder... when I'll get to see her next.\That part-time job was only for today,\and it's still summer vacation. response:	What's wrong?
context: Of course it is. You're right.\Of course it's weird. I knew it all along! I not crying over it!\Thanks for today. I had such a great time!\Hey, so did I.\I wonder... when I'll get to see her next.\That part-time job was only for today,\and it's still summer vacation.\What's wrong? response:	Well, come to think of it, you and I...
context: Of course it's weird. I knew it all along! I not crying over it!\Thanks for today. I had such a great time!\Hey, so did I.\I wonder... when I'll get to see her next.\That part-time job was only for today,\and it's still summer vacation.\What's wrong?\Well, come to think of it, you and I... response:	We talk a lot at school, but now that I think about it, we don't
context: Thanks for today. I had such a great time!\Hey, so did I.\I wonder... when I'll get to see her next.\That part-time job was only for today,\and it's still summer vacation.\What's wrong?\Well, come to think of it, you and I...\We talk a lot at school, but now that I think about it, we don't response:	Go, Raku!
context: Hey, so did I.\I wonder... when I'll get to see her next.\That part-time job was only for today,\and it's still summer vacation.\What's wrong?\Well, come to think of it, you and I...\We talk a lot at school, but now that I think about it, we don't\Go, Raku! response:	know each other's e-mail addresses, do we?
context: I wonder... when I'll get to see her next.\That part-time job was only for today,\and it's still summer vacation.\What's wrong?\Well, come to think of it, you and I...\We talk a lot at school, but now that I think about it, we don't\Go, Raku!\know each other's e-mail addresses, do we? response:	That's right! Now that you mention it, we don't.
context: That part-time job was only for today,\and it's still summer vacation.\What's wrong?\Well, come to think of it, you and I...\We talk a lot at school, but now that I think about it, we don't\Go, Raku!\know each other's e-mail addresses, do we?\That's right! Now that you mention it, we don't. response:	Okay, why don't we exchange them now?
context: and it's still summer vacation.\What's wrong?\Well, come to think of it, you and I...\We talk a lot at school, but now that I think about it, we don't\Go, Raku!\know each other's e-mail addresses, do we?\That's right! Now that you mention it, we don't.\Okay, why don't we exchange them now? response:	Hold on a second, I'm going to set up the infrared.
context: What's wrong?\Well, come to think of it, you and I...\We talk a lot at school, but now that I think about it, we don't\Go, Raku!\know each other's e-mail addresses, do we?\That's right! Now that you mention it, we don't.\Okay, why don't we exchange them now?\Hold on a second, I'm going to set up the infrared. response:	A-All right! Sure you don't mind, Onodera? Thank goodness!
context: Well, come to think of it, you and I...\We talk a lot at school, but now that I think about it, we don't\Go, Raku!\know each other's e-mail addresses, do we?\That's right! Now that you mention it, we don't.\Okay, why don't we exchange them now?\Hold on a second, I'm going to set up the infrared.\A-All right! Sure you don't mind, Onodera? Thank goodness! response:	I'm so happy that I built up the courage to ask!
context: We talk a lot at school, but now that I think about it, we don't\Go, Raku!\know each other's e-mail addresses, do we?\That's right! Now that you mention it, we don't.\Okay, why don't we exchange them now?\Hold on a second, I'm going to set up the infrared.\A-All right! Sure you don't mind, Onodera? Thank goodness!\I'm so happy that I built up the courage to ask! response:	Okay, I sent it!
context: Go, Raku!\know each other's e-mail addresses, do we?\That's right! Now that you mention it, we don't.\Okay, why don't we exchange them now?\Hold on a second, I'm going to set up the infrared.\A-All right! Sure you don't mind, Onodera? Thank goodness!\I'm so happy that I built up the courage to ask!\Okay, I sent it! response:	R-Right!
context: know each other's e-mail addresses, do we?\That's right! Now that you mention it, we don't.\Okay, why don't we exchange them now?\Hold on a second, I'm going to set up the infrared.\A-All right! Sure you don't mind, Onodera? Thank goodness!\I'm so happy that I built up the courage to ask!\Okay, I sent it!\R-Right! response:	I never expected Ichijou-kun to ask me.
context: That's right! Now that you mention it, we don't.\Okay, why don't we exchange them now?\Hold on a second, I'm going to set up the infrared.\A-All right! Sure you don't mind, Onodera? Thank goodness!\I'm so happy that I built up the courage to ask!\Okay, I sent it!\R-Right!\I never expected Ichijou-kun to ask me. response:	That makes me happy!
context: Okay, why don't we exchange them now?\Hold on a second, I'm going to set up the infrared.\A-All right! Sure you don't mind, Onodera? Thank goodness!\I'm so happy that I built up the courage to ask!\Okay, I sent it!\R-Right!\I never expected Ichijou-kun to ask me.\That makes me happy! response:	Things have been going so great today, divine punishment could be waiting for me!
context: Hold on a second, I'm going to set up the infrared.\A-All right! Sure you don't mind, Onodera? Thank goodness!\I'm so happy that I built up the courage to ask!\Okay, I sent it!\R-Right!\I never expected Ichijou-kun to ask me.\That makes me happy!\Things have been going so great today, divine punishment could be waiting for me! response:	I had such a good time today.
context: A-All right! Sure you don't mind, Onodera? Thank goodness!\I'm so happy that I built up the courage to ask!\Okay, I sent it!\R-Right!\I never expected Ichijou-kun to ask me.\That makes me happy!\Things have been going so great today, divine punishment could be waiting for me!\I had such a good time today. response:	When will I get to see him again?
context: I'm so happy that I built up the courage to ask!\Okay, I sent it!\R-Right!\I never expected Ichijou-kun to ask me.\That makes me happy!\Things have been going so great today, divine punishment could be waiting for me!\I had such a good time today.\When will I get to see him again? response:	Ichijou Raku
context: Okay, I sent it!\R-Right!\I never expected Ichijou-kun to ask me.\That makes me happy!\Things have been going so great today, divine punishment could be waiting for me!\I had such a good time today.\When will I get to see him again?\Ichijou Raku response:	When we were in junior high,
context: R-Right!\I never expected Ichijou-kun to ask me.\That makes me happy!\Things have been going so great today, divine punishment could be waiting for me!\I had such a good time today.\When will I get to see him again?\Ichijou Raku\When we were in junior high, response:	the girl who liked you was...
context: I never expected Ichijou-kun to ask me.\That makes me happy!\Things have been going so great today, divine punishment could be waiting for me!\I had such a good time today.\When will I get to see him again?\Ichijou Raku\When we were in junior high,\the girl who liked you was... response:	Ichijou Raku
context: That makes me happy!\Things have been going so great today, divine punishment could be waiting for me!\I had such a good time today.\When will I get to see him again?\Ichijou Raku\When we were in junior high,\the girl who liked you was...\Ichijou Raku response:	It was me.
context: Things have been going so great today, divine punishment could be waiting for me!\I had such a good time today.\When will I get to see him again?\Ichijou Raku\When we were in junior high,\the girl who liked you was...\Ichijou Raku\It was me. response:	It was me.
context: I had such a good time today.\When will I get to see him again?\Ichijou Raku\When we were in junior high,\the girl who liked you was...\Ichijou Raku\It was me.\It was me. response:	It was me.
context: When will I get to see him again?\Ichijou Raku\When we were in junior high,\the girl who liked you was...\Ichijou Raku\It was me.\It was me.\It was me. response:	It was me.
context: Ichijou Raku\When we were in junior high,\the girl who liked you was...\Ichijou Raku\It was me.\It was me.\It was me.\It was me. response:	It was me.
context: When we were in junior high,\the girl who liked you was...\Ichijou Raku\It was me.\It was me.\It was me.\It was me.\It was me. response:	Just... kidding...
context: the girl who liked you was...\Ichijou Raku\It was me.\It was me.\It was me.\It was me.\It was me.\Just... kidding... response:	All right, see you later, Ichijou-kun.
context: Ichijou Raku\It was me.\It was me.\It was me.\It was me.\It was me.\Just... kidding...\All right, see you later, Ichijou-kun. response:	Good night!
context: It was me.\It was me.\It was me.\It was me.\It was me.\Just... kidding...\All right, see you later, Ichijou-kun.\Good night! response:	Right! Call me anytime you need my help again!
context: It was me.\It was me.\It was me.\It was me.\Just... kidding...\All right, see you later, Ichijou-kun.\Good night!\Right! Call me anytime you need my help again! response:	Nearly two years after we met, I finally got her e-mail address!
context: It was me.\It was me.\It was me.\Just... kidding...\All right, see you later, Ichijou-kun.\Good night!\Right! Call me anytime you need my help again!\Nearly two years after we met, I finally got her e-mail address! response:	So freakin' happy!
context: It was me.\It was me.\Just... kidding...\All right, see you later, Ichijou-kun.\Good night!\Right! Call me anytime you need my help again!\Nearly two years after we met, I finally got her e-mail address!\So freakin' happy! response:	New Message
context: It was me.\Just... kidding...\All right, see you later, Ichijou-kun.\Good night!\Right! Call me anytime you need my help again!\Nearly two years after we met, I finally got her e-mail address!\So freakin' happy!\New Message response:	Kosaki Onodera
context: Just... kidding...\All right, see you later, Ichijou-kun.\Good night!\Right! Call me anytime you need my help again!\Nearly two years after we met, I finally got her e-mail address!\So freakin' happy!\New Message\Kosaki Onodera response:	New Message
context: All right, see you later, Ichijou-kun.\Good night!\Right! Call me anytime you need my help again!\Nearly two years after we met, I finally got her e-mail address!\So freakin' happy!\New Message\Kosaki Onodera\New Message response:	Kosaki Onodera
context: Good night!\Right! Call me anytime you need my help again!\Nearly two years after we met, I finally got her e-mail address!\So freakin' happy!\New Message\Kosaki Onodera\New Message\Kosaki Onodera response:	Would it be too shameless to send her a text right now?
context: Right! Call me anytime you need my help again!\Nearly two years after we met, I finally got her e-mail address!\So freakin' happy!\New Message\Kosaki Onodera\New Message\Kosaki Onodera\Would it be too shameless to send her a text right now? response:	No, it should be okay!
context: Nearly two years after we met, I finally got her e-mail address!\So freakin' happy!\New Message\Kosaki Onodera\New Message\Kosaki Onodera\Would it be too shameless to send her a text right now?\No, it should be okay! response:	I'm sure we both had a blast talking, and I want to keep talking to her more than anything right now!
context: So freakin' happy!\New Message\Kosaki Onodera\New Message\Kosaki Onodera\Would it be too shameless to send her a text right now?\No, it should be okay!\I'm sure we both had a blast talking, and I want to keep talking to her more than anything right now! response:	All right! Sent!
context: New Message\Kosaki Onodera\New Message\Kosaki Onodera\Would it be too shameless to send her a text right now?\No, it should be okay!\I'm sure we both had a blast talking, and I want to keep talking to her more than anything right now!\All right! Sent! response:	Here it comes!
context: Kosaki Onodera\New Message\Kosaki Onodera\Would it be too shameless to send her a text right now?\No, it should be okay!\I'm sure we both had a blast talking, and I want to keep talking to her more than anything right now!\All right! Sent!\Here it comes! response:	Kosaki Onodera
context: New Message\Kosaki Onodera\Would it be too shameless to send her a text right now?\No, it should be okay!\I'm sure we both had a blast talking, and I want to keep talking to her more than anything right now!\All right! Sent!\Here it comes!\Kosaki Onodera response:	Kosaki Onodera
context: Kosaki Onodera\Would it be too shameless to send her a text right now?\No, it should be okay!\I'm sure we both had a blast talking, and I want to keep talking to her more than anything right now!\All right! Sent!\Here it comes!\Kosaki Onodera\Kosaki Onodera response:	1 New Message
context: Would it be too shameless to send her a text right now?\No, it should be okay!\I'm sure we both had a blast talking, and I want to keep talking to her more than anything right now!\All right! Sent!\Here it comes!\Kosaki Onodera\Kosaki Onodera\1 New Message response:	1 New Message
context: No, it should be okay!\I'm sure we both had a blast talking, and I want to keep talking to her more than anything right now!\All right! Sent!\Here it comes!\Kosaki Onodera\Kosaki Onodera\1 New Message\1 New Message response:	Inbox
context: I'm sure we both had a blast talking, and I want to keep talking to her more than anything right now!\All right! Sent!\Here it comes!\Kosaki Onodera\Kosaki Onodera\1 New Message\1 New Message\Inbox response:	Kosaki Onodera
context: All right! Sent!\Here it comes!\Kosaki Onodera\Kosaki Onodera\1 New Message\1 New Message\Inbox\Kosaki Onodera response:	I enjoyed it too. Good night.
context: Here it comes!\Kosaki Onodera\Kosaki Onodera\1 New Message\1 New Message\Inbox\Kosaki Onodera\I enjoyed it too. Good night. response:	Inbox
context: Kosaki Onodera\Kosaki Onodera\1 New Message\1 New Message\Inbox\Kosaki Onodera\I enjoyed it too. Good night.\Inbox response:	Kosaki Onodera
context: Kosaki Onodera\1 New Message\1 New Message\Inbox\Kosaki Onodera\I enjoyed it too. Good night.\Inbox\Kosaki Onodera response:	I enjoyed it too. Good night.
context: 1 New Message\1 New Message\Inbox\Kosaki Onodera\I enjoyed it too. Good night.\Inbox\Kosaki Onodera\I enjoyed it too. Good night. response:	Huh?
context: 1 New Message\Inbox\Kosaki Onodera\I enjoyed it too. Good night.\Inbox\Kosaki Onodera\I enjoyed it too. Good night.\Huh? response:	Good night? Is that all?
context: Inbox\Kosaki Onodera\I enjoyed it too. Good night.\Inbox\Kosaki Onodera\I enjoyed it too. Good night.\Huh?\Good night? Is that all? response:	Don't tell me that us having a blast was just my imagination!
context: Kosaki Onodera\I enjoyed it too. Good night.\Inbox\Kosaki Onodera\I enjoyed it too. Good night.\Huh?\Good night? Is that all?\Don't tell me that us having a blast was just my imagination! response:	No, there's no way...
context: I enjoyed it too. Good night.\Inbox\Kosaki Onodera\I enjoyed it too. Good night.\Huh?\Good night? Is that all?\Don't tell me that us having a blast was just my imagination!\No, there's no way... response:	After all... Th-That...
context: Inbox\Kosaki Onodera\I enjoyed it too. Good night.\Huh?\Good night? Is that all?\Don't tell me that us having a blast was just my imagination!\No, there's no way...\After all... Th-That... response:	I did great today, didn't I?
context: Kosaki Onodera\I enjoyed it too. Good night.\Huh?\Good night? Is that all?\Don't tell me that us having a blast was just my imagination!\No, there's no way...\After all... Th-That...\I did great today, didn't I? response:	Ruri-chan might even praise me.
