context: Vitya! response:	Don't go! Stay here!
context: Ba-Dump\He looks just like my idol, The Blond Takao!\Takao?\His name is also Yuri.\What? That's confusing.\Okay, you're Yurio!\Yurio\What?! response:	Where will Yurio stay?
context: He looks just like my idol, The Blond Takao!\Takao?\His name is also Yuri.\What? That's confusing.\Okay, you're Yurio!\Yurio\What?!\Where will Yurio stay? response:	Upstairs in
context: Takao?\His name is also Yuri.\What? That's confusing.\Okay, you're Yurio!\Yurio\What?!\Where will Yurio stay?\Upstairs in response:	The storage room?!
context: His name is also Yuri.\What? That's confusing.\Okay, you're Yurio!\Yurio\What?!\Where will Yurio stay?\Upstairs in\The storage room?! response:	Oh, no! I need to clean it up!
context: What? That's confusing.\Okay, you're Yurio!\Yurio\What?!\Where will Yurio stay?\Upstairs in\The storage room?!\Oh, no! I need to clean it up! response:	Yuri, come help.
context: Okay, you're Yurio!\Yurio\What?!\Where will Yurio stay?\Upstairs in\The storage room?!\Oh, no! I need to clean it up!\Yuri, come help. response:	Good for you, Yurio.
context: Yurio\What?!\Where will Yurio stay?\Upstairs in\The storage room?!\Oh, no! I need to clean it up!\Yuri, come help.\Good for you, Yurio. response:	Shut up!
context: What?!\Where will Yurio stay?\Upstairs in\The storage room?!\Oh, no! I need to clean it up!\Yuri, come help.\Good for you, Yurio.\Shut up! response:	That's not my name!
context: Where will Yurio stay?\Upstairs in\The storage room?!\Oh, no! I need to clean it up!\Yuri, come help.\Good for you, Yurio.\Shut up!\That's not my name! response:	I see...
context: Upstairs in\The storage room?!\Oh, no! I need to clean it up!\Yuri, come help.\Good for you, Yurio.\Shut up!\That's not my name!\I see... response:	Of course.
context: The storage room?!\Oh, no! I need to clean it up!\Yuri, come help.\Good for you, Yurio.\Shut up!\That's not my name!\I see...\Of course. response:	That Yuri has more potential than I do.
context: Oh, no! I need to clean it up!\Yuri, come help.\Good for you, Yurio.\Shut up!\That's not my name!\I see...\Of course.\That Yuri has more potential than I do. response:	Yuri, where are you going?
context: Yuri, come help.\Good for you, Yurio.\Shut up!\That's not my name!\I see...\Of course.\That Yuri has more potential than I do.\Yuri, where are you going? response:	He's pretty confident, saying he'll win the Grand Prix Final on his first run as a senior.
context: Good for you, Yurio.\Shut up!\That's not my name!\I see...\Of course.\That Yuri has more potential than I do.\Yuri, where are you going?\He's pretty confident, saying he'll win the Grand Prix Final on his first run as a senior. response:	Above all, he's comfortable in front of Victor.
context: Shut up!\That's not my name!\I see...\Of course.\That Yuri has more potential than I do.\Yuri, where are you going?\He's pretty confident, saying he'll win the Grand Prix Final on his first run as a senior.\Above all, he's comfortable in front of Victor. response:	Compared to me, he's much more...
context: That's not my name!\I see...\Of course.\That Yuri has more potential than I do.\Yuri, where are you going?\He's pretty confident, saying he'll win the Grand Prix Final on his first run as a senior.\Above all, he's comfortable in front of Victor.\Compared to me, he's much more... response:	Huh? Where's Yuri?
context: I see...\Of course.\That Yuri has more potential than I do.\Yuri, where are you going?\He's pretty confident, saying he'll win the Grand Prix Final on his first run as a senior.\Above all, he's comfortable in front of Victor.\Compared to me, he's much more...\Huh? Where's Yuri? response:	He left a while ago.
context: Of course.\That Yuri has more potential than I do.\Yuri, where are you going?\He's pretty confident, saying he'll win the Grand Prix Final on his first run as a senior.\Above all, he's comfortable in front of Victor.\Compared to me, he's much more...\Huh? Where's Yuri?\He left a while ago. response:	At a time like this, he'd be at Minako-san's place or Ice Castle.
context: That Yuri has more potential than I do.\Yuri, where are you going?\He's pretty confident, saying he'll win the Grand Prix Final on his first run as a senior.\Above all, he's comfortable in front of Victor.\Compared to me, he's much more...\Huh? Where's Yuri?\He left a while ago.\At a time like this, he'd be at Minako-san's place or Ice Castle. response:	He's always been that way.
context: Yuri, where are you going?\He's pretty confident, saying he'll win the Grand Prix Final on his first run as a senior.\Above all, he's comfortable in front of Victor.\Compared to me, he's much more...\Huh? Where's Yuri?\He left a while ago.\At a time like this, he'd be at Minako-san's place or Ice Castle.\He's always been that way. response:	Huh? Yuri?
context: He's pretty confident, saying he'll win the Grand Prix Final on his first run as a senior.\Above all, he's comfortable in front of Victor.\Compared to me, he's much more...\Huh? Where's Yuri?\He left a while ago.\At a time like this, he'd be at Minako-san's place or Ice Castle.\He's always been that way.\Huh? Yuri? response:	Kachu Snack Bar
context: Above all, he's comfortable in front of Victor.\Compared to me, he's much more...\Huh? Where's Yuri?\He left a while ago.\At a time like this, he'd be at Minako-san's place or Ice Castle.\He's always been that way.\Huh? Yuri?\Kachu Snack Bar response:	He's not here.
context: Compared to me, he's much more...\Huh? Where's Yuri?\He left a while ago.\At a time like this, he'd be at Minako-san's place or Ice Castle.\He's always been that way.\Huh? Yuri?\Kachu Snack Bar\He's not here. response:	By my place, she meant my ballet studio.
context: Huh? Where's Yuri?\He left a while ago.\At a time like this, he'd be at Minako-san's place or Ice Castle.\He's always been that way.\Huh? Yuri?\Kachu Snack Bar\He's not here.\By my place, she meant my ballet studio. response:	Whenever Yuri gets anxious, he always wants to practice.
context: He left a while ago.\At a time like this, he'd be at Minako-san's place or Ice Castle.\He's always been that way.\Huh? Yuri?\Kachu Snack Bar\He's not here.\By my place, she meant my ballet studio.\Whenever Yuri gets anxious, he always wants to practice. response:	I usually go along with him.
context: At a time like this, he'd be at Minako-san's place or Ice Castle.\He's always been that way.\Huh? Yuri?\Kachu Snack Bar\He's not here.\By my place, she meant my ballet studio.\Whenever Yuri gets anxious, he always wants to practice.\I usually go along with him. response:	Ice Castle lets him skate anytime if it's not booked already.
context: He's always been that way.\Huh? Yuri?\Kachu Snack Bar\He's not here.\By my place, she meant my ballet studio.\Whenever Yuri gets anxious, he always wants to practice.\I usually go along with him.\Ice Castle lets him skate anytime if it's not booked already. response:	Yuri was able to grow because he had a place
context: Huh? Yuri?\Kachu Snack Bar\He's not here.\By my place, she meant my ballet studio.\Whenever Yuri gets anxious, he always wants to practice.\I usually go along with him.\Ice Castle lets him skate anytime if it's not booked already.\Yuri was able to grow because he had a place response:	where he could practice alone whenever he got anxious.
context: Kachu Snack Bar\He's not here.\By my place, she meant my ballet studio.\Whenever Yuri gets anxious, he always wants to practice.\I usually go along with him.\Ice Castle lets him skate anytime if it's not booked already.\Yuri was able to grow because he had a place\where he could practice alone whenever he got anxious. response:	He's no genius,
context: He's not here.\By my place, she meant my ballet studio.\Whenever Yuri gets anxious, he always wants to practice.\I usually go along with him.\Ice Castle lets him skate anytime if it's not booked already.\Yuri was able to grow because he had a place\where he could practice alone whenever he got anxious.\He's no genius, response:	but he was gifted with more free time than anyone else to practice.
context: By my place, she meant my ballet studio.\Whenever Yuri gets anxious, he always wants to practice.\I usually go along with him.\Ice Castle lets him skate anytime if it's not booked already.\Yuri was able to grow because he had a place\where he could practice alone whenever he got anxious.\He's no genius,\but he was gifted with more free time than anyone else to practice. response:	He's always come here to practice by himself.
context: Whenever Yuri gets anxious, he always wants to practice.\I usually go along with him.\Ice Castle lets him skate anytime if it's not booked already.\Yuri was able to grow because he had a place\where he could practice alone whenever he got anxious.\He's no genius,\but he was gifted with more free time than anyone else to practice.\He's always come here to practice by himself. response:	It always made me think he really loved skating.
context: I usually go along with him.\Ice Castle lets him skate anytime if it's not booked already.\Yuri was able to grow because he had a place\where he could practice alone whenever he got anxious.\He's no genius,\but he was gifted with more free time than anyone else to practice.\He's always come here to practice by himself.\It always made me think he really loved skating. response:	He didn't even play with his friends.
context: Ice Castle lets him skate anytime if it's not booked already.\Yuri was able to grow because he had a place\where he could practice alone whenever he got anxious.\He's no genius,\but he was gifted with more free time than anyone else to practice.\He's always come here to practice by himself.\It always made me think he really loved skating.\He didn't even play with his friends. response:	Well, he was never very good at making them.
context: Yuri was able to grow because he had a place\where he could practice alone whenever he got anxious.\He's no genius,\but he was gifted with more free time than anyone else to practice.\He's always come here to practice by himself.\It always made me think he really loved skating.\He didn't even play with his friends.\Well, he was never very good at making them. response:	Skating aside, he's not good at putting himself out there.
context: where he could practice alone whenever he got anxious.\He's no genius,\but he was gifted with more free time than anyone else to practice.\He's always come here to practice by himself.\It always made me think he really loved skating.\He didn't even play with his friends.\Well, he was never very good at making them.\Skating aside, he's not good at putting himself out there. response:	I don't want this to be the end for him.
context: He's no genius,\but he was gifted with more free time than anyone else to practice.\He's always come here to practice by himself.\It always made me think he really loved skating.\He didn't even play with his friends.\Well, he was never very good at making them.\Skating aside, he's not good at putting himself out there.\I don't want this to be the end for him. response:	Me, neither.
context: but he was gifted with more free time than anyone else to practice.\He's always come here to practice by himself.\It always made me think he really loved skating.\He didn't even play with his friends.\Well, he was never very good at making them.\Skating aside, he's not good at putting himself out there.\I don't want this to be the end for him.\Me, neither. response:	He actually hates losing.
context: He's always come here to practice by himself.\It always made me think he really loved skating.\He didn't even play with his friends.\Well, he was never very good at making them.\Skating aside, he's not good at putting himself out there.\I don't want this to be the end for him.\Me, neither.\He actually hates losing. response:	I hope Victor will bring out a side of Yuri-kun that we've never seen before.
context: It always made me think he really loved skating.\He didn't even play with his friends.\Well, he was never very good at making them.\Skating aside, he's not good at putting himself out there.\I don't want this to be the end for him.\Me, neither.\He actually hates losing.\I hope Victor will bring out a side of Yuri-kun that we've never seen before. response:	So, a magic spell to change the little piggy into a prince...
context: He didn't even play with his friends.\Well, he was never very good at making them.\Skating aside, he's not good at putting himself out there.\I don't want this to be the end for him.\Me, neither.\He actually hates losing.\I hope Victor will bring out a side of Yuri-kun that we've never seen before.\So, a magic spell to change the little piggy into a prince... response:	Huh?
context: Well, he was never very good at making them.\Skating aside, he's not good at putting himself out there.\I don't want this to be the end for him.\Me, neither.\He actually hates losing.\I hope Victor will bring out a side of Yuri-kun that we've never seen before.\So, a magic spell to change the little piggy into a prince...\Huh? response:	Nothing.
context: Skating aside, he's not good at putting himself out there.\I don't want this to be the end for him.\Me, neither.\He actually hates losing.\I hope Victor will bring out a side of Yuri-kun that we've never seen before.\So, a magic spell to change the little piggy into a prince...\Huh?\Nothing. response:	Thanks. I know a lot more about Yuri now.
context: I don't want this to be the end for him.\Me, neither.\He actually hates losing.\I hope Victor will bring out a side of Yuri-kun that we've never seen before.\So, a magic spell to change the little piggy into a prince...\Huh?\Nothing.\Thanks. I know a lot more about Yuri now. response:	Good morning.
context: Me, neither.\He actually hates losing.\I hope Victor will bring out a side of Yuri-kun that we've never seen before.\So, a magic spell to change the little piggy into a prince...\Huh?\Nothing.\Thanks. I know a lot more about Yuri now.\Good morning. response:	Morning.
context: He actually hates losing.\I hope Victor will bring out a side of Yuri-kun that we've never seen before.\So, a magic spell to change the little piggy into a prince...\Huh?\Nothing.\Thanks. I know a lot more about Yuri now.\Good morning.\Morning. response:	You say hi too, Yurio.
context: I hope Victor will bring out a side of Yuri-kun that we've never seen before.\So, a magic spell to change the little piggy into a prince...\Huh?\Nothing.\Thanks. I know a lot more about Yuri now.\Good morning.\Morning.\You say hi too, Yurio. response:	I'm not Yurio!
context: So, a magic spell to change the little piggy into a prince...\Huh?\Nothing.\Thanks. I know a lot more about Yuri now.\Good morning.\Morning.\You say hi too, Yurio.\I'm not Yurio! response:	Private Practice Session Reserved All Day Apologies for the Inconvenience
context: Huh?\Nothing.\Thanks. I know a lot more about Yuri now.\Good morning.\Morning.\You say hi too, Yurio.\I'm not Yurio!\Private Practice Session Reserved All Day Apologies for the Inconvenience response:	Hot Springs on Ice Is a Go! Katsuki Yuri Yuri Plisetsky Location: Ice Castle Hasetsu
context: Nothing.\Thanks. I know a lot more about Yuri now.\Good morning.\Morning.\You say hi too, Yurio.\I'm not Yurio!\Private Practice Session Reserved All Day Apologies for the Inconvenience\Hot Springs on Ice Is a Go! Katsuki Yuri Yuri Plisetsky Location: Ice Castle Hasetsu response:	Victor will finally start teaching me today.
context: Thanks. I know a lot more about Yuri now.\Good morning.\Morning.\You say hi too, Yurio.\I'm not Yurio!\Private Practice Session Reserved All Day Apologies for the Inconvenience\Hot Springs on Ice Is a Go! Katsuki Yuri Yuri Plisetsky Location: Ice Castle Hasetsu\Victor will finally start teaching me today. response:	Whether this is my last season or not rides on this.
context: Good morning.\Morning.\You say hi too, Yurio.\I'm not Yurio!\Private Practice Session Reserved All Day Apologies for the Inconvenience\Hot Springs on Ice Is a Go! Katsuki Yuri Yuri Plisetsky Location: Ice Castle Hasetsu\Victor will finally start teaching me today.\Whether this is my last season or not rides on this. response:	I'll never win if I wimp out here!
context: Morning.\You say hi too, Yurio.\I'm not Yurio!\Private Practice Session Reserved All Day Apologies for the Inconvenience\Hot Springs on Ice Is a Go! Katsuki Yuri Yuri Plisetsky Location: Ice Castle Hasetsu\Victor will finally start teaching me today.\Whether this is my last season or not rides on this.\I'll never win if I wimp out here! response:	I can't lose this Hot Springs on Ice match!
context: You say hi too, Yurio.\I'm not Yurio!\Private Practice Session Reserved All Day Apologies for the Inconvenience\Hot Springs on Ice Is a Go! Katsuki Yuri Yuri Plisetsky Location: Ice Castle Hasetsu\Victor will finally start teaching me today.\Whether this is my last season or not rides on this.\I'll never win if I wimp out here!\I can't lose this Hot Springs on Ice match! response:	And then I'll aim for the Grand Prix Final!
context: I'm not Yurio!\Private Practice Session Reserved All Day Apologies for the Inconvenience\Hot Springs on Ice Is a Go! Katsuki Yuri Yuri Plisetsky Location: Ice Castle Hasetsu\Victor will finally start teaching me today.\Whether this is my last season or not rides on this.\I'll never win if I wimp out here!\I can't lose this Hot Springs on Ice match!\And then I'll aim for the Grand Prix Final! response:	First, let's have you two listen to the music.
context: Private Practice Session Reserved All Day Apologies for the Inconvenience\Hot Springs on Ice Is a Go! Katsuki Yuri Yuri Plisetsky Location: Ice Castle Hasetsu\Victor will finally start teaching me today.\Whether this is my last season or not rides on this.\I'll never win if I wimp out here!\I can't lose this Hot Springs on Ice match!\And then I'll aim for the Grand Prix Final!\First, let's have you two listen to the music. response:	This piece comes in two arrangements, each with a different theme.
context: Hot Springs on Ice Is a Go! Katsuki Yuri Yuri Plisetsky Location: Ice Castle Hasetsu\Victor will finally start teaching me today.\Whether this is my last season or not rides on this.\I'll never win if I wimp out here!\I can't lose this Hot Springs on Ice match!\And then I'll aim for the Grand Prix Final!\First, let's have you two listen to the music.\This piece comes in two arrangements, each with a different theme. response:	On Love: Eros and Agape.
context: Victor will finally start teaching me today.\Whether this is my last season or not rides on this.\I'll never win if I wimp out here!\I can't lose this Hot Springs on Ice match!\And then I'll aim for the Grand Prix Final!\First, let's have you two listen to the music.\This piece comes in two arrangements, each with a different theme.\On Love: Eros and Agape. response:	Have you ever thought about love?
context: Whether this is my last season or not rides on this.\I'll never win if I wimp out here!\I can't lose this Hot Springs on Ice match!\And then I'll aim for the Grand Prix Final!\First, let's have you two listen to the music.\This piece comes in two arrangements, each with a different theme.\On Love: Eros and Agape.\Have you ever thought about love? response:	Nope.
context: I'll never win if I wimp out here!\I can't lose this Hot Springs on Ice match!\And then I'll aim for the Grand Prix Final!\First, let's have you two listen to the music.\This piece comes in two arrangements, each with a different theme.\On Love: Eros and Agape.\Have you ever thought about love?\Nope. response:	All right.
context: I can't lose this Hot Springs on Ice match!\And then I'll aim for the Grand Prix Final!\First, let's have you two listen to the music.\This piece comes in two arrangements, each with a different theme.\On Love: Eros and Agape.\Have you ever thought about love?\Nope.\All right. response:	Then what do you feel when you listen to this music?
context: And then I'll aim for the Grand Prix Final!\First, let's have you two listen to the music.\This piece comes in two arrangements, each with a different theme.\On Love: Eros and Agape.\Have you ever thought about love?\Nope.\All right.\Then what do you feel when you listen to this music? response:	It's very clear and innocent,
context: First, let's have you two listen to the music.\This piece comes in two arrangements, each with a different theme.\On Love: Eros and Agape.\Have you ever thought about love?\Nope.\All right.\Then what do you feel when you listen to this music?\It's very clear and innocent, response:	like someone who doesn't know what love is yet.
context: This piece comes in two arrangements, each with a different theme.\On Love: Eros and Agape.\Have you ever thought about love?\Nope.\All right.\Then what do you feel when you listen to this music?\It's very clear and innocent,\like someone who doesn't know what love is yet. response:	I don't like this piece.
context: On Love: Eros and Agape.\Have you ever thought about love?\Nope.\All right.\Then what do you feel when you listen to this music?\It's very clear and innocent,\like someone who doesn't know what love is yet.\I don't like this piece. response:	This innocence crap makes me wanna barf.
context: Have you ever thought about love?\Nope.\All right.\Then what do you feel when you listen to this music?\It's very clear and innocent,\like someone who doesn't know what love is yet.\I don't like this piece.\This innocence crap makes me wanna barf. response:	Okay.
context: Nope.\All right.\Then what do you feel when you listen to this music?\It's very clear and innocent,\like someone who doesn't know what love is yet.\I don't like this piece.\This innocence crap makes me wanna barf.\Okay. response:	It's like a completely different song.
context: All right.\Then what do you feel when you listen to this music?\It's very clear and innocent,\like someone who doesn't know what love is yet.\I don't like this piece.\This innocence crap makes me wanna barf.\Okay.\It's like a completely different song. response:	Victor!
context: Then what do you feel when you listen to this music?\It's very clear and innocent,\like someone who doesn't know what love is yet.\I don't like this piece.\This innocence crap makes me wanna barf.\Okay.\It's like a completely different song.\Victor! response:	I want to skate to this one!
context: It's very clear and innocent,\like someone who doesn't know what love is yet.\I don't like this piece.\This innocence crap makes me wanna barf.\Okay.\It's like a completely different song.\Victor!\I want to skate to this one! response:	The first piece is On Love: Agape.
context: like someone who doesn't know what love is yet.\I don't like this piece.\This innocence crap makes me wanna barf.\Okay.\It's like a completely different song.\Victor!\I want to skate to this one!\The first piece is On Love: Agape. response:	The theme is unconditional love.
context: I don't like this piece.\This innocence crap makes me wanna barf.\Okay.\It's like a completely different song.\Victor!\I want to skate to this one!\The first piece is On Love: Agape.\The theme is unconditional love. response:	And this piece is On Love: Eros.
context: This innocence crap makes me wanna barf.\Okay.\It's like a completely different song.\Victor!\I want to skate to this one!\The first piece is On Love: Agape.\The theme is unconditional love.\And this piece is On Love: Eros. response:	The theme is sexual love.
context: Okay.\It's like a completely different song.\Victor!\I want to skate to this one!\The first piece is On Love: Agape.\The theme is unconditional love.\And this piece is On Love: Eros.\The theme is sexual love. response:	I'll have you two skate to these opposing themes.
context: It's like a completely different song.\Victor!\I want to skate to this one!\The first piece is On Love: Agape.\The theme is unconditional love.\And this piece is On Love: Eros.\The theme is sexual love.\I'll have you two skate to these opposing themes. response:	This is how I'm assigning them.
context: Victor!\I want to skate to this one!\The first piece is On Love: Agape.\The theme is unconditional love.\And this piece is On Love: Eros.\The theme is sexual love.\I'll have you two skate to these opposing themes.\This is how I'm assigning them. response:	Yuri, you'll skate to Eros!
context: I want to skate to this one!\The first piece is On Love: Agape.\The theme is unconditional love.\And this piece is On Love: Eros.\The theme is sexual love.\I'll have you two skate to these opposing themes.\This is how I'm assigning them.\Yuri, you'll skate to Eros! response:	Yurio, you'll skate to Agape!
context: The first piece is On Love: Agape.\The theme is unconditional love.\And this piece is On Love: Eros.\The theme is sexual love.\I'll have you two skate to these opposing themes.\This is how I'm assigning them.\Yuri, you'll skate to Eros!\Yurio, you'll skate to Agape! response:	What?!
context: The theme is unconditional love.\And this piece is On Love: Eros.\The theme is sexual love.\I'll have you two skate to these opposing themes.\This is how I'm assigning them.\Yuri, you'll skate to Eros!\Yurio, you'll skate to Agape!\What?! response:	Switch them! That piece isn't me at all!
context: And this piece is On Love: Eros.\The theme is sexual love.\I'll have you two skate to these opposing themes.\This is how I'm assigning them.\Yuri, you'll skate to Eros!\Yurio, you'll skate to Agape!\What?!\Switch them! That piece isn't me at all! response:	You have to do the opposite of what people expect.
context: The theme is sexual love.\I'll have you two skate to these opposing themes.\This is how I'm assigning them.\Yuri, you'll skate to Eros!\Yurio, you'll skate to Agape!\What?!\Switch them! That piece isn't me at all!\You have to do the opposite of what people expect. response:	How else will you surprise them?
context: I'll have you two skate to these opposing themes.\This is how I'm assigning them.\Yuri, you'll skate to Eros!\Yurio, you'll skate to Agape!\What?!\Switch them! That piece isn't me at all!\You have to do the opposite of what people expect.\How else will you surprise them? response:	That's my motto.
context: This is how I'm assigning them.\Yuri, you'll skate to Eros!\Yurio, you'll skate to Agape!\What?!\Switch them! That piece isn't me at all!\You have to do the opposite of what people expect.\How else will you surprise them?\That's my motto. response:	Actually, you're both far more ordinary and mediocre than you think.
context: Yuri, you'll skate to Eros!\Yurio, you'll skate to Agape!\What?!\Switch them! That piece isn't me at all!\You have to do the opposite of what people expect.\How else will you surprise them?\That's my motto.\Actually, you're both far more ordinary and mediocre than you think. response:	You need to be more self-aware.
context: Yurio, you'll skate to Agape!\What?!\Switch them! That piece isn't me at all!\You have to do the opposite of what people expect.\How else will you surprise them?\That's my motto.\Actually, you're both far more ordinary and mediocre than you think.\You need to be more self-aware. response:	I'm surprised you think you can choose your own image.
context: What?!\Switch them! That piece isn't me at all!\You have to do the opposite of what people expect.\How else will you surprise them?\That's my motto.\Actually, you're both far more ordinary and mediocre than you think.\You need to be more self-aware.\I'm surprised you think you can choose your own image. response:	From the audience's perspective, you're just a piglet and a kitten.
context: Switch them! That piece isn't me at all!\You have to do the opposite of what people expect.\How else will you surprise them?\That's my motto.\Actually, you're both far more ordinary and mediocre than you think.\You need to be more self-aware.\I'm surprised you think you can choose your own image.\From the audience's perspective, you're just a piglet and a kitten. response:	Hasetsu Exhibition Hot Springs on Ice Victor Nikiforov Presents
context: You have to do the opposite of what people expect.\How else will you surprise them?\That's my motto.\Actually, you're both far more ordinary and mediocre than you think.\You need to be more self-aware.\I'm surprised you think you can choose your own image.\From the audience's perspective, you're just a piglet and a kitten.\Hasetsu Exhibition Hot Springs on Ice Victor Nikiforov Presents response:	If you aren't up to my standards by next week,
context: How else will you surprise them?\That's my motto.\Actually, you're both far more ordinary and mediocre than you think.\You need to be more self-aware.\I'm surprised you think you can choose your own image.\From the audience's perspective, you're just a piglet and a kitten.\Hasetsu Exhibition Hot Springs on Ice Victor Nikiforov Presents\If you aren't up to my standards by next week, response:	I won't choreograph either of your programs.
context: That's my motto.\Actually, you're both far more ordinary and mediocre than you think.\You need to be more self-aware.\I'm surprised you think you can choose your own image.\From the audience's perspective, you're just a piglet and a kitten.\Hasetsu Exhibition Hot Springs on Ice Victor Nikiforov Presents\If you aren't up to my standards by next week,\I won't choreograph either of your programs. response:	Both of you are my fans, so I'm sure you'll manage.
context: Actually, you're both far more ordinary and mediocre than you think.\You need to be more self-aware.\I'm surprised you think you can choose your own image.\From the audience's perspective, you're just a piglet and a kitten.\Hasetsu Exhibition Hot Springs on Ice Victor Nikiforov Presents\If you aren't up to my standards by next week,\I won't choreograph either of your programs.\Both of you are my fans, so I'm sure you'll manage. response:	Fine.
context: You need to be more self-aware.\I'm surprised you think you can choose your own image.\From the audience's perspective, you're just a piglet and a kitten.\Hasetsu Exhibition Hot Springs on Ice Victor Nikiforov Presents\If you aren't up to my standards by next week,\I won't choreograph either of your programs.\Both of you are my fans, so I'm sure you'll manage.\Fine. response:	I'll skate to Agape.
context: I'm surprised you think you can choose your own image.\From the audience's perspective, you're just a piglet and a kitten.\Hasetsu Exhibition Hot Springs on Ice Victor Nikiforov Presents\If you aren't up to my standards by next week,\I won't choreograph either of your programs.\Both of you are my fans, so I'm sure you'll manage.\Fine.\I'll skate to Agape. response:	My senior division debut depends on it!
context: From the audience's perspective, you're just a piglet and a kitten.\Hasetsu Exhibition Hot Springs on Ice Victor Nikiforov Presents\If you aren't up to my standards by next week,\I won't choreograph either of your programs.\Both of you are my fans, so I'm sure you'll manage.\Fine.\I'll skate to Agape.\My senior division debut depends on it! response:	You'd better give me a program that'll let me win!
context: Hasetsu Exhibition Hot Springs on Ice Victor Nikiforov Presents\If you aren't up to my standards by next week,\I won't choreograph either of your programs.\Both of you are my fans, so I'm sure you'll manage.\Fine.\I'll skate to Agape.\My senior division debut depends on it!\You'd better give me a program that'll let me win! response:	It's up to you whether you win or not.
context: If you aren't up to my standards by next week,\I won't choreograph either of your programs.\Both of you are my fans, so I'm sure you'll manage.\Fine.\I'll skate to Agape.\My senior division debut depends on it!\You'd better give me a program that'll let me win!\It's up to you whether you win or not. response:	If I skated the program, I'd win for sure.
context: I won't choreograph either of your programs.\Both of you are my fans, so I'm sure you'll manage.\Fine.\I'll skate to Agape.\My senior division debut depends on it!\You'd better give me a program that'll let me win!\It's up to you whether you win or not.\If I skated the program, I'd win for sure. response:	If I win, Victor, you're coming back to Russia.
context: Both of you are my fans, so I'm sure you'll manage.\Fine.\I'll skate to Agape.\My senior division debut depends on it!\You'd better give me a program that'll let me win!\It's up to you whether you win or not.\If I skated the program, I'd win for sure.\If I win, Victor, you're coming back to Russia. response:	And you'll be my coach!
context: Fine.\I'll skate to Agape.\My senior division debut depends on it!\You'd better give me a program that'll let me win!\It's up to you whether you win or not.\If I skated the program, I'd win for sure.\If I win, Victor, you're coming back to Russia.\And you'll be my coach! response:	That's what I want!
context: I'll skate to Agape.\My senior division debut depends on it!\You'd better give me a program that'll let me win!\It's up to you whether you win or not.\If I skated the program, I'd win for sure.\If I win, Victor, you're coming back to Russia.\And you'll be my coach!\That's what I want! response:	Sure.
context: My senior division debut depends on it!\You'd better give me a program that'll let me win!\It's up to you whether you win or not.\If I skated the program, I'd win for sure.\If I win, Victor, you're coming back to Russia.\And you'll be my coach!\That's what I want!\Sure. response:	Yuri, what about you?
context: You'd better give me a program that'll let me win!\It's up to you whether you win or not.\If I skated the program, I'd win for sure.\If I win, Victor, you're coming back to Russia.\And you'll be my coach!\That's what I want!\Sure.\Yuri, what about you? response:	What would you like to do if you win?
context: It's up to you whether you win or not.\If I skated the program, I'd win for sure.\If I win, Victor, you're coming back to Russia.\And you'll be my coach!\That's what I want!\Sure.\Yuri, what about you?\What would you like to do if you win? response:	I want to eat pork cutlet bowls with you, Victor.
context: If I skated the program, I'd win for sure.\If I win, Victor, you're coming back to Russia.\And you'll be my coach!\That's what I want!\Sure.\Yuri, what about you?\What would you like to do if you win?\I want to eat pork cutlet bowls with you, Victor. response:	I want to keep on winning, and keep on eating pork cutlet bowls!
context: If I win, Victor, you're coming back to Russia.\And you'll be my coach!\That's what I want!\Sure.\Yuri, what about you?\What would you like to do if you win?\I want to eat pork cutlet bowls with you, Victor.\I want to keep on winning, and keep on eating pork cutlet bowls! response:	So I'll skate to Eros!
context: And you'll be my coach!\That's what I want!\Sure.\Yuri, what about you?\What would you like to do if you win?\I want to eat pork cutlet bowls with you, Victor.\I want to keep on winning, and keep on eating pork cutlet bowls!\So I'll skate to Eros! response:	I'll give it all the eros I've got!
context: That's what I want!\Sure.\Yuri, what about you?\What would you like to do if you win?\I want to eat pork cutlet bowls with you, Victor.\I want to keep on winning, and keep on eating pork cutlet bowls!\So I'll skate to Eros!\I'll give it all the eros I've got! response:	Great!
context: Sure.\Yuri, what about you?\What would you like to do if you win?\I want to eat pork cutlet bowls with you, Victor.\I want to keep on winning, and keep on eating pork cutlet bowls!\So I'll skate to Eros!\I'll give it all the eros I've got!\Great! response:	Hasetsu Exhibition: Hot Springs On Ice in 7 Days
context: Yuri, what about you?\What would you like to do if you win?\I want to eat pork cutlet bowls with you, Victor.\I want to keep on winning, and keep on eating pork cutlet bowls!\So I'll skate to Eros!\I'll give it all the eros I've got!\Great!\Hasetsu Exhibition: Hot Springs On Ice in 7 Days response:	That's exactly what I like!
context: What would you like to do if you win?\I want to eat pork cutlet bowls with you, Victor.\I want to keep on winning, and keep on eating pork cutlet bowls!\So I'll skate to Eros!\I'll give it all the eros I've got!\Great!\Hasetsu Exhibition: Hot Springs On Ice in 7 Days\That's exactly what I like! response:	To Be Continued!!!
context: I want to eat pork cutlet bowls with you, Victor.\I want to keep on winning, and keep on eating pork cutlet bowls!\So I'll skate to Eros!\I'll give it all the eros I've got!\Great!\Hasetsu Exhibition: Hot Springs On Ice in 7 Days\That's exactly what I like!\To Be Continued!!! response:	I wonder, which of you will be able to satisfy me?
