context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: What's that?\I'm returning your fee.\Detective!\Do you think my father is the criminal?\Damn it! Damn it all to hell!\What are you doing, Shinjurou?\Inga...\You're back? response:	Inga...
context: I'm returning your fee.\Detective!\Do you think my father is the criminal?\Damn it! Damn it all to hell!\What are you doing, Shinjurou?\Inga...\You're back?\Inga... response:	I've figured out where Bettenou is.
context: Detective!\Do you think my father is the criminal?\Damn it! Damn it all to hell!\What are you doing, Shinjurou?\Inga...\You're back?\Inga...\I've figured out where Bettenou is. response:	Many people have testified that Kaishou Rinroku
context: Do you think my father is the criminal?\Damn it! Damn it all to hell!\What are you doing, Shinjurou?\Inga...\You're back?\Inga...\I've figured out where Bettenou is.\Many people have testified that Kaishou Rinroku response:	was at the TV station at the time of that explosion.
context: Damn it! Damn it all to hell!\What are you doing, Shinjurou?\Inga...\You're back?\Inga...\I've figured out where Bettenou is.\Many people have testified that Kaishou Rinroku\was at the TV station at the time of that explosion. response:	Yet his own flesh and blood insists he was at home at the same time.
context: What are you doing, Shinjurou?\Inga...\You're back?\Inga...\I've figured out where Bettenou is.\Many people have testified that Kaishou Rinroku\was at the TV station at the time of that explosion.\Yet his own flesh and blood insists he was at home at the same time. response:	The same kind of thing happened once before.
context: Inga...\You're back?\Inga...\I've figured out where Bettenou is.\Many people have testified that Kaishou Rinroku\was at the TV station at the time of that explosion.\Yet his own flesh and blood insists he was at home at the same time.\The same kind of thing happened once before. response:	Oh?
context: You're back?\Inga...\I've figured out where Bettenou is.\Many people have testified that Kaishou Rinroku\was at the TV station at the time of that explosion.\Yet his own flesh and blood insists he was at home at the same time.\The same kind of thing happened once before.\Oh? response:	It's Bettenou.
context: Inga...\I've figured out where Bettenou is.\Many people have testified that Kaishou Rinroku\was at the TV station at the time of that explosion.\Yet his own flesh and blood insists he was at home at the same time.\The same kind of thing happened once before.\Oh?\It's Bettenou. response:	The believers in the Bettenou Society saw what wasn't there.
context: I've figured out where Bettenou is.\Many people have testified that Kaishou Rinroku\was at the TV station at the time of that explosion.\Yet his own flesh and blood insists he was at home at the same time.\The same kind of thing happened once before.\Oh?\It's Bettenou.\The believers in the Bettenou Society saw what wasn't there. response:	They even saw hallucinations through the TV.
context: Many people have testified that Kaishou Rinroku\was at the TV station at the time of that explosion.\Yet his own flesh and blood insists he was at home at the same time.\The same kind of thing happened once before.\Oh?\It's Bettenou.\The believers in the Bettenou Society saw what wasn't there.\They even saw hallucinations through the TV. response:	If that's what the Kaishou that appeared at the TV station was...
context: was at the TV station at the time of that explosion.\Yet his own flesh and blood insists he was at home at the same time.\The same kind of thing happened once before.\Oh?\It's Bettenou.\The believers in the Bettenou Society saw what wasn't there.\They even saw hallucinations through the TV.\If that's what the Kaishou that appeared at the TV station was... response:	We dropped him off at a TV station yesterday too...
context: Yet his own flesh and blood insists he was at home at the same time.\The same kind of thing happened once before.\Oh?\It's Bettenou.\The believers in the Bettenou Society saw what wasn't there.\They even saw hallucinations through the TV.\If that's what the Kaishou that appeared at the TV station was...\We dropped him off at a TV station yesterday too... response:	I said he came here by train!
context: The same kind of thing happened once before.\Oh?\It's Bettenou.\The believers in the Bettenou Society saw what wasn't there.\They even saw hallucinations through the TV.\If that's what the Kaishou that appeared at the TV station was...\We dropped him off at a TV station yesterday too...\I said he came here by train! response:	It was a hallucination, so the details conflict.
context: Oh?\It's Bettenou.\The believers in the Bettenou Society saw what wasn't there.\They even saw hallucinations through the TV.\If that's what the Kaishou that appeared at the TV station was...\We dropped him off at a TV station yesterday too...\I said he came here by train!\It was a hallucination, so the details conflict. response:	The day Bettenou disappeared from the Novelist's side...
context: It's Bettenou.\The believers in the Bettenou Society saw what wasn't there.\They even saw hallucinations through the TV.\If that's what the Kaishou that appeared at the TV station was...\We dropped him off at a TV station yesterday too...\I said he came here by train!\It was a hallucination, so the details conflict.\The day Bettenou disappeared from the Novelist's side... response:	Bettenou was still there.
context: The believers in the Bettenou Society saw what wasn't there.\They even saw hallucinations through the TV.\If that's what the Kaishou that appeared at the TV station was...\We dropped him off at a TV station yesterday too...\I said he came here by train!\It was a hallucination, so the details conflict.\The day Bettenou disappeared from the Novelist's side...\Bettenou was still there. response:	That's enough, stop it...
context: They even saw hallucinations through the TV.\If that's what the Kaishou that appeared at the TV station was...\We dropped him off at a TV station yesterday too...\I said he came here by train!\It was a hallucination, so the details conflict.\The day Bettenou disappeared from the Novelist's side...\Bettenou was still there.\That's enough, stop it... response:	If Kaishou says Bettenou isn't here, then Bettenou can't be seen.
context: If that's what the Kaishou that appeared at the TV station was...\We dropped him off at a TV station yesterday too...\I said he came here by train!\It was a hallucination, so the details conflict.\The day Bettenou disappeared from the Novelist's side...\Bettenou was still there.\That's enough, stop it...\If Kaishou says Bettenou isn't here, then Bettenou can't be seen. response:	Inga, you too... Damn it!
context: We dropped him off at a TV station yesterday too...\I said he came here by train!\It was a hallucination, so the details conflict.\The day Bettenou disappeared from the Novelist's side...\Bettenou was still there.\That's enough, stop it...\If Kaishou says Bettenou isn't here, then Bettenou can't be seen.\Inga, you too... Damn it! response:	What are you mad about, Shinjurou?
context: I said he came here by train!\It was a hallucination, so the details conflict.\The day Bettenou disappeared from the Novelist's side...\Bettenou was still there.\That's enough, stop it...\If Kaishou says Bettenou isn't here, then Bettenou can't be seen.\Inga, you too... Damn it!\What are you mad about, Shinjurou? response:	Mad?! You can use Bettenou to turn any lie into the truth!
context: It was a hallucination, so the details conflict.\The day Bettenou disappeared from the Novelist's side...\Bettenou was still there.\That's enough, stop it...\If Kaishou says Bettenou isn't here, then Bettenou can't be seen.\Inga, you too... Damn it!\What are you mad about, Shinjurou?\Mad?! You can use Bettenou to turn any lie into the truth! response:	I didn't think Kaishou was the kind of guy who'd rely on something like that!
context: The day Bettenou disappeared from the Novelist's side...\Bettenou was still there.\That's enough, stop it...\If Kaishou says Bettenou isn't here, then Bettenou can't be seen.\Inga, you too... Damn it!\What are you mad about, Shinjurou?\Mad?! You can use Bettenou to turn any lie into the truth!\I didn't think Kaishou was the kind of guy who'd rely on something like that! response:	I tried to prove that bastard's innocence!
context: Bettenou was still there.\That's enough, stop it...\If Kaishou says Bettenou isn't here, then Bettenou can't be seen.\Inga, you too... Damn it!\What are you mad about, Shinjurou?\Mad?! You can use Bettenou to turn any lie into the truth!\I didn't think Kaishou was the kind of guy who'd rely on something like that!\I tried to prove that bastard's innocence! response:	Well, then... You can't win.
context: That's enough, stop it...\If Kaishou says Bettenou isn't here, then Bettenou can't be seen.\Inga, you too... Damn it!\What are you mad about, Shinjurou?\Mad?! You can use Bettenou to turn any lie into the truth!\I didn't think Kaishou was the kind of guy who'd rely on something like that!\I tried to prove that bastard's innocence!\Well, then... You can't win. response:	Inga...
context: If Kaishou says Bettenou isn't here, then Bettenou can't be seen.\Inga, you too... Damn it!\What are you mad about, Shinjurou?\Mad?! You can use Bettenou to turn any lie into the truth!\I didn't think Kaishou was the kind of guy who'd rely on something like that!\I tried to prove that bastard's innocence!\Well, then... You can't win.\Inga... response:	Leave him be!
context: Inga, you too... Damn it!\What are you mad about, Shinjurou?\Mad?! You can use Bettenou to turn any lie into the truth!\I didn't think Kaishou was the kind of guy who'd rely on something like that!\I tried to prove that bastard's innocence!\Well, then... You can't win.\Inga...\Leave him be! response:	Since it's come to this, I'm gonna get him!
context: What are you mad about, Shinjurou?\Mad?! You can use Bettenou to turn any lie into the truth!\I didn't think Kaishou was the kind of guy who'd rely on something like that!\I tried to prove that bastard's innocence!\Well, then... You can't win.\Inga...\Leave him be!\Since it's come to this, I'm gonna get him! response:	I'm gonna corner him where he can't escape!
context: Mad?! You can use Bettenou to turn any lie into the truth!\I didn't think Kaishou was the kind of guy who'd rely on something like that!\I tried to prove that bastard's innocence!\Well, then... You can't win.\Inga...\Leave him be!\Since it's come to this, I'm gonna get him!\I'm gonna corner him where he can't escape! response:	Diet Member Kuramitsu?
context: I didn't think Kaishou was the kind of guy who'd rely on something like that!\I tried to prove that bastard's innocence!\Well, then... You can't win.\Inga...\Leave him be!\Since it's come to this, I'm gonna get him!\I'm gonna corner him where he can't escape!\Diet Member Kuramitsu? response:	Yes, this is Yuuki Shinjurou,
context: I tried to prove that bastard's innocence!\Well, then... You can't win.\Inga...\Leave him be!\Since it's come to this, I'm gonna get him!\I'm gonna corner him where he can't escape!\Diet Member Kuramitsu?\Yes, this is Yuuki Shinjurou, response:	Kuramitsu Mine I'm heading to the future!
context: Well, then... You can't win.\Inga...\Leave him be!\Since it's come to this, I'm gonna get him!\I'm gonna corner him where he can't escape!\Diet Member Kuramitsu?\Yes, this is Yuuki Shinjurou,\Kuramitsu Mine I'm heading to the future! response:	and I'm calling about the summoning for the live broadcast testimony...
context: Inga...\Leave him be!\Since it's come to this, I'm gonna get him!\I'm gonna corner him where he can't escape!\Diet Member Kuramitsu?\Yes, this is Yuuki Shinjurou,\Kuramitsu Mine I'm heading to the future!\and I'm calling about the summoning for the live broadcast testimony... response:	Amid all this, it's been decided that Mr. Kaishou Rinroku
context: Leave him be!\Since it's come to this, I'm gonna get him!\I'm gonna corner him where he can't escape!\Diet Member Kuramitsu?\Yes, this is Yuuki Shinjurou,\Kuramitsu Mine I'm heading to the future!\and I'm calling about the summoning for the live broadcast testimony...\Amid all this, it's been decided that Mr. Kaishou Rinroku response:	will be summoned as a witness before the National Diet's budget committee.
context: Since it's come to this, I'm gonna get him!\I'm gonna corner him where he can't escape!\Diet Member Kuramitsu?\Yes, this is Yuuki Shinjurou,\Kuramitsu Mine I'm heading to the future!\and I'm calling about the summoning for the live broadcast testimony...\Amid all this, it's been decided that Mr. Kaishou Rinroku\will be summoned as a witness before the National Diet's budget committee. response:	It has nothing to do with the explosion...
context: I'm gonna corner him where he can't escape!\Diet Member Kuramitsu?\Yes, this is Yuuki Shinjurou,\Kuramitsu Mine I'm heading to the future!\and I'm calling about the summoning for the live broadcast testimony...\Amid all this, it's been decided that Mr. Kaishou Rinroku\will be summoned as a witness before the National Diet's budget committee.\It has nothing to do with the explosion... response:	Diet Member Kuramitsu!
context: Diet Member Kuramitsu?\Yes, this is Yuuki Shinjurou,\Kuramitsu Mine I'm heading to the future!\and I'm calling about the summoning for the live broadcast testimony...\Amid all this, it's been decided that Mr. Kaishou Rinroku\will be summoned as a witness before the National Diet's budget committee.\It has nothing to do with the explosion...\Diet Member Kuramitsu! response:	Testimony Live from his hospital bed Kaishou Rinroku Summoned to Testify
context: Yes, this is Yuuki Shinjurou,\Kuramitsu Mine I'm heading to the future!\and I'm calling about the summoning for the live broadcast testimony...\Amid all this, it's been decided that Mr. Kaishou Rinroku\will be summoned as a witness before the National Diet's budget committee.\It has nothing to do with the explosion...\Diet Member Kuramitsu!\Testimony Live from his hospital bed Kaishou Rinroku Summoned to Testify response:	The Chairman has expressed a desire to testify from the hospital,
context: Kuramitsu Mine I'm heading to the future!\and I'm calling about the summoning for the live broadcast testimony...\Amid all this, it's been decided that Mr. Kaishou Rinroku\will be summoned as a witness before the National Diet's budget committee.\It has nothing to do with the explosion...\Diet Member Kuramitsu!\Testimony Live from his hospital bed Kaishou Rinroku Summoned to Testify\The Chairman has expressed a desire to testify from the hospital, response:	but will he maintain his innocence?
context: and I'm calling about the summoning for the live broadcast testimony...\Amid all this, it's been decided that Mr. Kaishou Rinroku\will be summoned as a witness before the National Diet's budget committee.\It has nothing to do with the explosion...\Diet Member Kuramitsu!\Testimony Live from his hospital bed Kaishou Rinroku Summoned to Testify\The Chairman has expressed a desire to testify from the hospital,\but will he maintain his innocence? response:	Um, I'm just a low-ranking member, so I don't know.
context: Amid all this, it's been decided that Mr. Kaishou Rinroku\will be summoned as a witness before the National Diet's budget committee.\It has nothing to do with the explosion...\Diet Member Kuramitsu!\Testimony Live from his hospital bed Kaishou Rinroku Summoned to Testify\The Chairman has expressed a desire to testify from the hospital,\but will he maintain his innocence?\Um, I'm just a low-ranking member, so I don't know. response:	Is it possible to murder with a microwave satellite?
context: will be summoned as a witness before the National Diet's budget committee.\It has nothing to do with the explosion...\Diet Member Kuramitsu!\Testimony Live from his hospital bed Kaishou Rinroku Summoned to Testify\The Chairman has expressed a desire to testify from the hospital,\but will he maintain his innocence?\Um, I'm just a low-ranking member, so I don't know.\Is it possible to murder with a microwave satellite? response:	Remember, the purpose is to have him answer the suspicions of foreign nations,
context: It has nothing to do with the explosion...\Diet Member Kuramitsu!\Testimony Live from his hospital bed Kaishou Rinroku Summoned to Testify\The Chairman has expressed a desire to testify from the hospital,\but will he maintain his innocence?\Um, I'm just a low-ranking member, so I don't know.\Is it possible to murder with a microwave satellite?\Remember, the purpose is to have him answer the suspicions of foreign nations, response:	and he is not suspected of murder at all!
context: Diet Member Kuramitsu!\Testimony Live from his hospital bed Kaishou Rinroku Summoned to Testify\The Chairman has expressed a desire to testify from the hospital,\but will he maintain his innocence?\Um, I'm just a low-ranking member, so I don't know.\Is it possible to murder with a microwave satellite?\Remember, the purpose is to have him answer the suspicions of foreign nations,\and he is not suspected of murder at all! response:	Go to hell!
context: Testimony Live from his hospital bed Kaishou Rinroku Summoned to Testify\The Chairman has expressed a desire to testify from the hospital,\but will he maintain his innocence?\Um, I'm just a low-ranking member, so I don't know.\Is it possible to murder with a microwave satellite?\Remember, the purpose is to have him answer the suspicions of foreign nations,\and he is not suspected of murder at all!\Go to hell! response:	You're going to make a severely injured man testify?!
context: The Chairman has expressed a desire to testify from the hospital,\but will he maintain his innocence?\Um, I'm just a low-ranking member, so I don't know.\Is it possible to murder with a microwave satellite?\Remember, the purpose is to have him answer the suspicions of foreign nations,\and he is not suspected of murder at all!\Go to hell!\You're going to make a severely injured man testify?! response:	Are you ready?
context: but will he maintain his innocence?\Um, I'm just a low-ranking member, so I don't know.\Is it possible to murder with a microwave satellite?\Remember, the purpose is to have him answer the suspicions of foreign nations,\and he is not suspected of murder at all!\Go to hell!\You're going to make a severely injured man testify?!\Are you ready? response:	Start.
context: Um, I'm just a low-ranking member, so I don't know.\Is it possible to murder with a microwave satellite?\Remember, the purpose is to have him answer the suspicions of foreign nations,\and he is not suspected of murder at all!\Go to hell!\You're going to make a severely injured man testify?!\Are you ready?\Start. response:	I'm going to separate the footage and voice that we record.
context: Is it possible to murder with a microwave satellite?\Remember, the purpose is to have him answer the suspicions of foreign nations,\and he is not suspected of murder at all!\Go to hell!\You're going to make a severely injured man testify?!\Are you ready?\Start.\I'm going to separate the footage and voice that we record. response:	Then I'm going to replace the voice with a computer generated one,
context: Remember, the purpose is to have him answer the suspicions of foreign nations,\and he is not suspected of murder at all!\Go to hell!\You're going to make a severely injured man testify?!\Are you ready?\Start.\I'm going to separate the footage and voice that we record.\Then I'm going to replace the voice with a computer generated one, response:	so the real voice of the person testifying won't be broadcast.
context: and he is not suspected of murder at all!\Go to hell!\You're going to make a severely injured man testify?!\Are you ready?\Start.\I'm going to separate the footage and voice that we record.\Then I'm going to replace the voice with a computer generated one,\so the real voice of the person testifying won't be broadcast. response:	It sounds like Chairman Kaishou's voice,
context: Go to hell!\You're going to make a severely injured man testify?!\Are you ready?\Start.\I'm going to separate the footage and voice that we record.\Then I'm going to replace the voice with a computer generated one,\so the real voice of the person testifying won't be broadcast.\It sounds like Chairman Kaishou's voice, response:	but it's actually from a vocal synthesizing program.
context: You're going to make a severely injured man testify?!\Are you ready?\Start.\I'm going to separate the footage and voice that we record.\Then I'm going to replace the voice with a computer generated one,\so the real voice of the person testifying won't be broadcast.\It sounds like Chairman Kaishou's voice,\but it's actually from a vocal synthesizing program. response:	Are you sure about this?
context: Are you ready?\Start.\I'm going to separate the footage and voice that we record.\Then I'm going to replace the voice with a computer generated one,\so the real voice of the person testifying won't be broadcast.\It sounds like Chairman Kaishou's voice,\but it's actually from a vocal synthesizing program.\Are you sure about this? response:	It's possible that classified information will be brought up,
context: Start.\I'm going to separate the footage and voice that we record.\Then I'm going to replace the voice with a computer generated one,\so the real voice of the person testifying won't be broadcast.\It sounds like Chairman Kaishou's voice,\but it's actually from a vocal synthesizing program.\Are you sure about this?\It's possible that classified information will be brought up, response:	so just in case, I want to have a time lag.
context: I'm going to separate the footage and voice that we record.\Then I'm going to replace the voice with a computer generated one,\so the real voice of the person testifying won't be broadcast.\It sounds like Chairman Kaishou's voice,\but it's actually from a vocal synthesizing program.\Are you sure about this?\It's possible that classified information will be brought up,\so just in case, I want to have a time lag. response:	If Bettenou's power is controlling people via voice,
context: Then I'm going to replace the voice with a computer generated one,\so the real voice of the person testifying won't be broadcast.\It sounds like Chairman Kaishou's voice,\but it's actually from a vocal synthesizing program.\Are you sure about this?\It's possible that classified information will be brought up,\so just in case, I want to have a time lag.\If Bettenou's power is controlling people via voice, response:	then switching that with an artificial voice should stop it.
context: so the real voice of the person testifying won't be broadcast.\It sounds like Chairman Kaishou's voice,\but it's actually from a vocal synthesizing program.\Are you sure about this?\It's possible that classified information will be brought up,\so just in case, I want to have a time lag.\If Bettenou's power is controlling people via voice,\then switching that with an artificial voice should stop it. response:	You didn't strike me as the type to talk to a cute stuffed animal.
context: It sounds like Chairman Kaishou's voice,\but it's actually from a vocal synthesizing program.\Are you sure about this?\It's possible that classified information will be brought up,\so just in case, I want to have a time lag.\If Bettenou's power is controlling people via voice,\then switching that with an artificial voice should stop it.\You didn't strike me as the type to talk to a cute stuffed animal. response:	Was it a present from someone?
context: but it's actually from a vocal synthesizing program.\Are you sure about this?\It's possible that classified information will be brought up,\so just in case, I want to have a time lag.\If Bettenou's power is controlling people via voice,\then switching that with an artificial voice should stop it.\You didn't strike me as the type to talk to a cute stuffed animal.\Was it a present from someone? response:	Thank you.
context: Are you sure about this?\It's possible that classified information will be brought up,\so just in case, I want to have a time lag.\If Bettenou's power is controlling people via voice,\then switching that with an artificial voice should stop it.\You didn't strike me as the type to talk to a cute stuffed animal.\Was it a present from someone?\Thank you. response:	Sure.
context: It's possible that classified information will be brought up,\so just in case, I want to have a time lag.\If Bettenou's power is controlling people via voice,\then switching that with an artificial voice should stop it.\You didn't strike me as the type to talk to a cute stuffed animal.\Was it a present from someone?\Thank you.\Sure. response:	Your advice was right on.
context: so just in case, I want to have a time lag.\If Bettenou's power is controlling people via voice,\then switching that with an artificial voice should stop it.\You didn't strike me as the type to talk to a cute stuffed animal.\Was it a present from someone?\Thank you.\Sure.\Your advice was right on. response:	His daughter persuaded him when I told her
context: If Bettenou's power is controlling people via voice,\then switching that with an artificial voice should stop it.\You didn't strike me as the type to talk to a cute stuffed animal.\Was it a present from someone?\Thank you.\Sure.\Your advice was right on.\His daughter persuaded him when I told her response:	that her father's innocence should be broadcast on live TV.
context: then switching that with an artificial voice should stop it.\You didn't strike me as the type to talk to a cute stuffed animal.\Was it a present from someone?\Thank you.\Sure.\Your advice was right on.\His daughter persuaded him when I told her\that her father's innocence should be broadcast on live TV. response:	But about those conditions...
context: You didn't strike me as the type to talk to a cute stuffed animal.\Was it a present from someone?\Thank you.\Sure.\Your advice was right on.\His daughter persuaded him when I told her\that her father's innocence should be broadcast on live TV.\But about those conditions... response:	What's with the set up?
context: Was it a present from someone?\Thank you.\Sure.\Your advice was right on.\His daughter persuaded him when I told her\that her father's innocence should be broadcast on live TV.\But about those conditions...\What's with the set up? response:	Consider it a good luck charm.
context: Thank you.\Sure.\Your advice was right on.\His daughter persuaded him when I told her\that her father's innocence should be broadcast on live TV.\But about those conditions...\What's with the set up?\Consider it a good luck charm. response:	In the pale morning mist, a whispered prayer
context: Sure.\Your advice was right on.\His daughter persuaded him when I told her\that her father's innocence should be broadcast on live TV.\But about those conditions...\What's with the set up?\Consider it a good luck charm.\In the pale morning mist, a whispered prayer response:	I'm gonna follow this twisted landscape with you
context: Your advice was right on.\His daughter persuaded him when I told her\that her father's innocence should be broadcast on live TV.\But about those conditions...\What's with the set up?\Consider it a good luck charm.\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you response:	Looking for the truth, a'lie' will do is it?
context: His daughter persuaded him when I told her\that her father's innocence should be broadcast on live TV.\But about those conditions...\What's with the set up?\Consider it a good luck charm.\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it? response:	Tracing it as if we can see through
context: that her father's innocence should be broadcast on live TV.\But about those conditions...\What's with the set up?\Consider it a good luck charm.\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through response:	Looking for, beyond words
context: But about those conditions...\What's with the set up?\Consider it a good luck charm.\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words response:	Like a falling feather
context: What's with the set up?\Consider it a good luck charm.\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather response:	Looking for, find it
context: Consider it a good luck charm.\In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it response:	So we can cuddle close together here
context: In the pale morning mist, a whispered prayer\I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here response:	Looking for, unravel it
context: I'm gonna follow this twisted landscape with you\Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it response:	Like a tattered cloud
context: Looking for the truth, a'lie' will do is it?\Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud response:	Looking for, find it
context: Tracing it as if we can see through\Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it response:	So we can cuddle close together here
context: Looking for, beyond words\Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here response:	The preview this time too is inspired by Red Trap from Ango Torimonochou.
context: Like a falling feather\Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\The preview this time too is inspired by Red Trap from Ango Torimonochou. response:	I'm tired of this pattern! It's boring!
context: Looking for, find it\So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\The preview this time too is inspired by Red Trap from Ango Torimonochou.\I'm tired of this pattern! It's boring! response:	The original idea was a segment of me
context: So we can cuddle close together here\Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\The preview this time too is inspired by Red Trap from Ango Torimonochou.\I'm tired of this pattern! It's boring!\The original idea was a segment of me response:	not being able to read the original story and riffing on the gap,
context: Looking for, unravel it\Like a tattered cloud\Looking for, find it\So we can cuddle close together here\The preview this time too is inspired by Red Trap from Ango Torimonochou.\I'm tired of this pattern! It's boring!\The original idea was a segment of me\not being able to read the original story and riffing on the gap, response:	and riffing on the gap between it and modern stuff.
context: Like a tattered cloud\Looking for, find it\So we can cuddle close together here\The preview this time too is inspired by Red Trap from Ango Torimonochou.\I'm tired of this pattern! It's boring!\The original idea was a segment of me\not being able to read the original story and riffing on the gap,\and riffing on the gap between it and modern stuff. response:	But the scriptwriter has totally forgotten that
context: Looking for, find it\So we can cuddle close together here\The preview this time too is inspired by Red Trap from Ango Torimonochou.\I'm tired of this pattern! It's boring!\The original idea was a segment of me\not being able to read the original story and riffing on the gap,\and riffing on the gap between it and modern stuff.\But the scriptwriter has totally forgotten that response:	and only just remembered now, but it's too late!
context: So we can cuddle close together here\The preview this time too is inspired by Red Trap from Ango Torimonochou.\I'm tired of this pattern! It's boring!\The original idea was a segment of me\not being able to read the original story and riffing on the gap,\and riffing on the gap between it and modern stuff.\But the scriptwriter has totally forgotten that\and only just remembered now, but it's too late! response:	I laid it out straight! You got a problem with that?!
context: The preview this time too is inspired by Red Trap from Ango Torimonochou.\I'm tired of this pattern! It's boring!\The original idea was a segment of me\not being able to read the original story and riffing on the gap,\and riffing on the gap between it and modern stuff.\But the scriptwriter has totally forgotten that\and only just remembered now, but it's too late!\I laid it out straight! You got a problem with that?! response:	Next time on UN-GO: Kaishou Rinroku's Funeral.
context: I'm tired of this pattern! It's boring!\The original idea was a segment of me\not being able to read the original story and riffing on the gap,\and riffing on the gap between it and modern stuff.\But the scriptwriter has totally forgotten that\and only just remembered now, but it's too late!\I laid it out straight! You got a problem with that?!\Next time on UN-GO: Kaishou Rinroku's Funeral. response:	Kaishou Rinroku's Funeral
context: The original idea was a segment of me\not being able to read the original story and riffing on the gap,\and riffing on the gap between it and modern stuff.\But the scriptwriter has totally forgotten that\and only just remembered now, but it's too late!\I laid it out straight! You got a problem with that?!\Next time on UN-GO: Kaishou Rinroku's Funeral.\Kaishou Rinroku's Funeral response:	Inspired by Sneering Demon and Red Trap from Ango Sakaguchi's Meijikaika Ango Torimonochou (Meiji-era Detective Stories)
context: not being able to read the original story and riffing on the gap,\and riffing on the gap between it and modern stuff.\But the scriptwriter has totally forgotten that\and only just remembered now, but it's too late!\I laid it out straight! You got a problem with that?!\Next time on UN-GO: Kaishou Rinroku's Funeral.\Kaishou Rinroku's Funeral\Inspired by Sneering Demon and Red Trap from Ango Sakaguchi's Meijikaika Ango Torimonochou (Meiji-era Detective Stories) response:	Yeah, that's right! He's gonna die!
context: and riffing on the gap between it and modern stuff.\But the scriptwriter has totally forgotten that\and only just remembered now, but it's too late!\I laid it out straight! You got a problem with that?!\Next time on UN-GO: Kaishou Rinroku's Funeral.\Kaishou Rinroku's Funeral\Inspired by Sneering Demon and Red Trap from Ango Sakaguchi's Meijikaika Ango Torimonochou (Meiji-era Detective Stories)\Yeah, that's right! He's gonna die! response:	You got a problem with that?!
