context: The fifth match, response:	the exam with Team Uraraka and Aoyama against Thirteen,
context: I thought that I'd be popular once I became a hero.\I thought that I'd be popular...!\I thought I'd stay enshrined in front of the gate until time ran out,\but I suppose that's too inconsiderate.\If someone runs away from me screaming,\my sadistic side starts to throb so much I can't help it.\This is it! The eyes of a predator who's cornered its prey!\You really are toeing the line there, Midnight! response:	That's right, whether it's through your nose or your mouth...
context: I thought that I'd be popular...!\I thought I'd stay enshrined in front of the gate until time ran out,\but I suppose that's too inconsiderate.\If someone runs away from me screaming,\my sadistic side starts to throb so much I can't help it.\This is it! The eyes of a predator who's cornered its prey!\You really are toeing the line there, Midnight!\That's right, whether it's through your nose or your mouth... response:	If you take just one breath, it'll be over for you.
context: I thought I'd stay enshrined in front of the gate until time ran out,\but I suppose that's too inconsiderate.\If someone runs away from me screaming,\my sadistic side starts to throb so much I can't help it.\This is it! The eyes of a predator who's cornered its prey!\You really are toeing the line there, Midnight!\That's right, whether it's through your nose or your mouth...\If you take just one breath, it'll be over for you. response:	What do you think you can do in that state?
context: but I suppose that's too inconsiderate.\If someone runs away from me screaming,\my sadistic side starts to throb so much I can't help it.\This is it! The eyes of a predator who's cornered its prey!\You really are toeing the line there, Midnight!\That's right, whether it's through your nose or your mouth...\If you take just one breath, it'll be over for you.\What do you think you can do in that state? response:	That's right! You'd run, right?
context: If someone runs away from me screaming,\my sadistic side starts to throb so much I can't help it.\This is it! The eyes of a predator who's cornered its prey!\You really are toeing the line there, Midnight!\That's right, whether it's through your nose or your mouth...\If you take just one breath, it'll be over for you.\What do you think you can do in that state?\That's right! You'd run, right? response:	That's not it.
context: my sadistic side starts to throb so much I can't help it.\This is it! The eyes of a predator who's cornered its prey!\You really are toeing the line there, Midnight!\That's right, whether it's through your nose or your mouth...\If you take just one breath, it'll be over for you.\What do you think you can do in that state?\That's right! You'd run, right?\That's not it. response:	After coming to this school and having a brush with death, I realized...
context: This is it! The eyes of a predator who's cornered its prey!\You really are toeing the line there, Midnight!\That's right, whether it's through your nose or your mouth...\If you take just one breath, it'll be over for you.\What do you think you can do in that state?\That's right! You'd run, right?\That's not it.\After coming to this school and having a brush with death, I realized... response:	It's not that they're cool because they're heroes...
context: You really are toeing the line there, Midnight!\That's right, whether it's through your nose or your mouth...\If you take just one breath, it'll be over for you.\What do you think you can do in that state?\That's right! You'd run, right?\That's not it.\After coming to this school and having a brush with death, I realized...\It's not that they're cool because they're heroes... response:	They're heroes because they're cool!
context: That's right, whether it's through your nose or your mouth...\If you take just one breath, it'll be over for you.\What do you think you can do in that state?\That's right! You'd run, right?\That's not it.\After coming to this school and having a brush with death, I realized...\It's not that they're cool because they're heroes...\They're heroes because they're cool! response:	Right, Midoriya?
context: If you take just one breath, it'll be over for you.\What do you think you can do in that state?\That's right! You'd run, right?\That's not it.\After coming to this school and having a brush with death, I realized...\It's not that they're cool because they're heroes...\They're heroes because they're cool!\Right, Midoriya? response:	Just how long do you plan on keeping that up while holding your breath?
context: What do you think you can do in that state?\That's right! You'd run, right?\That's not it.\After coming to this school and having a brush with death, I realized...\It's not that they're cool because they're heroes...\They're heroes because they're cool!\Right, Midoriya?\Just how long do you plan on keeping that up while holding your breath? response:	That's not it...
context: That's right! You'd run, right?\That's not it.\After coming to this school and having a brush with death, I realized...\It's not that they're cool because they're heroes...\They're heroes because they're cool!\Right, Midoriya?\Just how long do you plan on keeping that up while holding your breath?\That's not it... response:	It's not that I'm a fan of pervy heroes like you!
context: That's not it.\After coming to this school and having a brush with death, I realized...\It's not that they're cool because they're heroes...\They're heroes because they're cool!\Right, Midoriya?\Just how long do you plan on keeping that up while holding your breath?\That's not it...\It's not that I'm a fan of pervy heroes like you! response:	I ran away from the gate, and whined,
context: After coming to this school and having a brush with death, I realized...\It's not that they're cool because they're heroes...\They're heroes because they're cool!\Right, Midoriya?\Just how long do you plan on keeping that up while holding your breath?\That's not it...\It's not that I'm a fan of pervy heroes like you!\I ran away from the gate, and whined, response:	and fanned your sadistic side and drew you all the way here...
context: It's not that they're cool because they're heroes...\They're heroes because they're cool!\Right, Midoriya?\Just how long do you plan on keeping that up while holding your breath?\That's not it...\It's not that I'm a fan of pervy heroes like you!\I ran away from the gate, and whined,\and fanned your sadistic side and drew you all the way here... response:	I did all that in order to be cool!
context: They're heroes because they're cool!\Right, Midoriya?\Just how long do you plan on keeping that up while holding your breath?\That's not it...\It's not that I'm a fan of pervy heroes like you!\I ran away from the gate, and whined,\and fanned your sadistic side and drew you all the way here...\I did all that in order to be cool! response:	Are you saying you had me in the palm of your hand?
context: Right, Midoriya?\Just how long do you plan on keeping that up while holding your breath?\That's not it...\It's not that I'm a fan of pervy heroes like you!\I ran away from the gate, and whined,\and fanned your sadistic side and drew you all the way here...\I did all that in order to be cool!\Are you saying you had me in the palm of your hand? response:	That's fine. I won't let you!
context: Just how long do you plan on keeping that up while holding your breath?\That's not it...\It's not that I'm a fan of pervy heroes like you!\I ran away from the gate, and whined,\and fanned your sadistic side and drew you all the way here...\I did all that in order to be cool!\Are you saying you had me in the palm of your hand?\That's fine. I won't let you! response:	Your fragrance won't work like this!
context: That's not it...\It's not that I'm a fan of pervy heroes like you!\I ran away from the gate, and whined,\and fanned your sadistic side and drew you all the way here...\I did all that in order to be cool!\Are you saying you had me in the palm of your hand?\That's fine. I won't let you!\Your fragrance won't work like this! response:	Sero's Tape!
context: It's not that I'm a fan of pervy heroes like you!\I ran away from the gate, and whined,\and fanned your sadistic side and drew you all the way here...\I did all that in order to be cool!\Are you saying you had me in the palm of your hand?\That's fine. I won't let you!\Your fragrance won't work like this!\Sero's Tape! response:	Can you fight in that state of suffocation?
context: I ran away from the gate, and whined,\and fanned your sadistic side and drew you all the way here...\I did all that in order to be cool!\Are you saying you had me in the palm of your hand?\That's fine. I won't let you!\Your fragrance won't work like this!\Sero's Tape!\Can you fight in that state of suffocation? response:	There's no need to fight.
context: and fanned your sadistic side and drew you all the way here...\I did all that in order to be cool!\Are you saying you had me in the palm of your hand?\That's fine. I won't let you!\Your fragrance won't work like this!\Sero's Tape!\Can you fight in that state of suffocation?\There's no need to fight. response:	Because my special move...
context: I did all that in order to be cool!\Are you saying you had me in the palm of your hand?\That's fine. I won't let you!\Your fragrance won't work like this!\Sero's Tape!\Can you fight in that state of suffocation?\There's no need to fight.\Because my special move... response:	Grape Rush!
context: Are you saying you had me in the palm of your hand?\That's fine. I won't let you!\Your fragrance won't work like this!\Sero's Tape!\Can you fight in that state of suffocation?\There's no need to fight.\Because my special move...\Grape Rush! response:	You're pretty amazing.
context: That's fine. I won't let you!\Your fragrance won't work like this!\Sero's Tape!\Can you fight in that state of suffocation?\There's no need to fight.\Because my special move...\Grape Rush!\You're pretty amazing. response:	He got her stuck far away from the gate
context: Your fragrance won't work like this!\Sero's Tape!\Can you fight in that state of suffocation?\There's no need to fight.\Because my special move...\Grape Rush!\You're pretty amazing.\He got her stuck far away from the gate response:	so her Somnambulist wouldn't be able to reach!
context: Sero's Tape!\Can you fight in that state of suffocation?\There's no need to fight.\Because my special move...\Grape Rush!\You're pretty amazing.\He got her stuck far away from the gate\so her Somnambulist wouldn't be able to reach! response:	Oh, he's pretty clever.
context: Can you fight in that state of suffocation?\There's no need to fight.\Because my special move...\Grape Rush!\You're pretty amazing.\He got her stuck far away from the gate\so her Somnambulist wouldn't be able to reach!\Oh, he's pretty clever. response:	He had me completely fooled.
context: There's no need to fight.\Because my special move...\Grape Rush!\You're pretty amazing.\He got her stuck far away from the gate\so her Somnambulist wouldn't be able to reach!\Oh, he's pretty clever.\He had me completely fooled. response:	Thinking it through, wanting to be popular with girls is also a goal one can focus on.
context: Because my special move...\Grape Rush!\You're pretty amazing.\He got her stuck far away from the gate\so her Somnambulist wouldn't be able to reach!\Oh, he's pretty clever.\He had me completely fooled.\Thinking it through, wanting to be popular with girls is also a goal one can focus on. response:	Jeez.
context: Grape Rush!\You're pretty amazing.\He got her stuck far away from the gate\so her Somnambulist wouldn't be able to reach!\Oh, he's pretty clever.\He had me completely fooled.\Thinking it through, wanting to be popular with girls is also a goal one can focus on.\Jeez. response:	Do your best!!
context: You're pretty amazing.\He got her stuck far away from the gate\so her Somnambulist wouldn't be able to reach!\Oh, he's pretty clever.\He had me completely fooled.\Thinking it through, wanting to be popular with girls is also a goal one can focus on.\Jeez.\Do your best!! response:	If you hadn't tried to save me,
context: He got her stuck far away from the gate\so her Somnambulist wouldn't be able to reach!\Oh, he's pretty clever.\He had me completely fooled.\Thinking it through, wanting to be popular with girls is also a goal one can focus on.\Jeez.\Do your best!!\If you hadn't tried to save me, response:	then I wouldn't have had to work this hard.
context: so her Somnambulist wouldn't be able to reach!\Oh, he's pretty clever.\He had me completely fooled.\Thinking it through, wanting to be popular with girls is also a goal one can focus on.\Jeez.\Do your best!!\If you hadn't tried to save me,\then I wouldn't have had to work this hard. response:	Good job!!
context: Oh, he's pretty clever.\He had me completely fooled.\Thinking it through, wanting to be popular with girls is also a goal one can focus on.\Jeez.\Do your best!!\If you hadn't tried to save me,\then I wouldn't have had to work this hard.\Good job!! response:	Just this once, we'll save the boobs for another day!
context: He had me completely fooled.\Thinking it through, wanting to be popular with girls is also a goal one can focus on.\Jeez.\Do your best!!\If you hadn't tried to save me,\then I wouldn't have had to work this hard.\Good job!!\Just this once, we'll save the boobs for another day! response:	Team Mineta and Sero have passed!
context: Thinking it through, wanting to be popular with girls is also a goal one can focus on.\Jeez.\Do your best!!\If you hadn't tried to save me,\then I wouldn't have had to work this hard.\Good job!!\Just this once, we'll save the boobs for another day!\Team Mineta and Sero have passed! response:	All right, they passed!
context: Jeez.\Do your best!!\If you hadn't tried to save me,\then I wouldn't have had to work this hard.\Good job!!\Just this once, we'll save the boobs for another day!\Team Mineta and Sero have passed!\All right, they passed! response:	Mineta's plan worked!
context: Do your best!!\If you hadn't tried to save me,\then I wouldn't have had to work this hard.\Good job!!\Just this once, we'll save the boobs for another day!\Team Mineta and Sero have passed!\All right, they passed!\Mineta's plan worked! response:	Ribbit.
context: If you hadn't tried to save me,\then I wouldn't have had to work this hard.\Good job!!\Just this once, we'll save the boobs for another day!\Team Mineta and Sero have passed!\All right, they passed!\Mineta's plan worked!\Ribbit. response:	Deku, it's your...
context: then I wouldn't have had to work this hard.\Good job!!\Just this once, we'll save the boobs for another day!\Team Mineta and Sero have passed!\All right, they passed!\Mineta's plan worked!\Ribbit.\Deku, it's your... response:	Mineta, congrats!
context: Good job!!\Just this once, we'll save the boobs for another day!\Team Mineta and Sero have passed!\All right, they passed!\Mineta's plan worked!\Ribbit.\Deku, it's your...\Mineta, congrats! response:	I'll also try to become a great hero so that I won't lose to the others in our clas...
context: Just this once, we'll save the boobs for another day!\Team Mineta and Sero have passed!\All right, they passed!\Mineta's plan worked!\Ribbit.\Deku, it's your...\Mineta, congrats!\I'll also try to become a great hero so that I won't lose to the others in our clas... response:	Katsuki Bakugo - Quirk: Explosion
context: Team Mineta and Sero have passed!\All right, they passed!\Mineta's plan worked!\Ribbit.\Deku, it's your...\Mineta, congrats!\I'll also try to become a great hero so that I won't lose to the others in our clas...\Katsuki Bakugo - Quirk: Explosion response:	Team Midoriya and Bakugo,
context: All right, they passed!\Mineta's plan worked!\Ribbit.\Deku, it's your...\Mineta, congrats!\I'll also try to become a great hero so that I won't lose to the others in our clas...\Katsuki Bakugo - Quirk: Explosion\Team Midoriya and Bakugo, response:	practical exam.
context: Mineta's plan worked!\Ribbit.\Deku, it's your...\Mineta, congrats!\I'll also try to become a great hero so that I won't lose to the others in our clas...\Katsuki Bakugo - Quirk: Explosion\Team Midoriya and Bakugo,\practical exam. response:	Ready, go!
context: Ribbit.\Deku, it's your...\Mineta, congrats!\I'll also try to become a great hero so that I won't lose to the others in our clas...\Katsuki Bakugo - Quirk: Explosion\Team Midoriya and Bakugo,\practical exam.\Ready, go! response:	Pro Hero - All Might - Quirk: One For All
context: Deku, it's your...\Mineta, congrats!\I'll also try to become a great hero so that I won't lose to the others in our clas...\Katsuki Bakugo - Quirk: Explosion\Team Midoriya and Bakugo,\practical exam.\Ready, go!\Pro Hero - All Might - Quirk: One For All response:	Preview
context: Mineta, congrats!\I'll also try to become a great hero so that I won't lose to the others in our clas...\Katsuki Bakugo - Quirk: Explosion\Team Midoriya and Bakugo,\practical exam.\Ready, go!\Pro Hero - All Might - Quirk: One For All\Preview response:	Here's the preview!
context: I'll also try to become a great hero so that I won't lose to the others in our clas...\Katsuki Bakugo - Quirk: Explosion\Team Midoriya and Bakugo,\practical exam.\Ready, go!\Pro Hero - All Might - Quirk: One For All\Preview\Here's the preview! response:	The last match of the practical exam is Kacchan and me versus All Might!
context: Katsuki Bakugo - Quirk: Explosion\Team Midoriya and Bakugo,\practical exam.\Ready, go!\Pro Hero - All Might - Quirk: One For All\Preview\Here's the preview!\The last match of the practical exam is Kacchan and me versus All Might! response:	In order for us to win against All Might...
context: Team Midoriya and Bakugo,\practical exam.\Ready, go!\Pro Hero - All Might - Quirk: One For All\Preview\Here's the preview!\The last match of the practical exam is Kacchan and me versus All Might!\In order for us to win against All Might... response:	Kacchan!
context: practical exam.\Ready, go!\Pro Hero - All Might - Quirk: One For All\Preview\Here's the preview!\The last match of the practical exam is Kacchan and me versus All Might!\In order for us to win against All Might...\Kacchan! response:	I told you, your power isn't needed to pass!
context: Ready, go!\Pro Hero - All Might - Quirk: One For All\Preview\Here's the preview!\The last match of the practical exam is Kacchan and me versus All Might!\In order for us to win against All Might...\Kacchan!\I told you, your power isn't needed to pass! response:	There's no way we can win if we fight him head on!
context: Pro Hero - All Might - Quirk: One For All\Preview\Here's the preview!\The last match of the practical exam is Kacchan and me versus All Might!\In order for us to win against All Might...\Kacchan!\I told you, your power isn't needed to pass!\There's no way we can win if we fight him head on! response:	I'll win... Because that's what it means to be a hero!
context: Preview\Here's the preview!\The last match of the practical exam is Kacchan and me versus All Might!\In order for us to win against All Might...\Kacchan!\I told you, your power isn't needed to pass!\There's no way we can win if we fight him head on!\I'll win... Because that's what it means to be a hero! response:	Next time, Katsuki Bakugo: Origin!
context: Here's the preview!\The last match of the practical exam is Kacchan and me versus All Might!\In order for us to win against All Might...\Kacchan!\I told you, your power isn't needed to pass!\There's no way we can win if we fight him head on!\I'll win... Because that's what it means to be a hero!\Next time, Katsuki Bakugo: Origin! response:	I only look at victory! That's all!
context: The last match of the practical exam is Kacchan and me versus All Might!\In order for us to win against All Might...\Kacchan!\I told you, your power isn't needed to pass!\There's no way we can win if we fight him head on!\I'll win... Because that's what it means to be a hero!\Next time, Katsuki Bakugo: Origin!\I only look at victory! That's all! response:	Go beyond!
context: In order for us to win against All Might...\Kacchan!\I told you, your power isn't needed to pass!\There's no way we can win if we fight him head on!\I'll win... Because that's what it means to be a hero!\Next time, Katsuki Bakugo: Origin!\I only look at victory! That's all!\Go beyond! response:	Next time: Katsuki Bakugo: Origin
context: Kacchan!\I told you, your power isn't needed to pass!\There's no way we can win if we fight him head on!\I'll win... Because that's what it means to be a hero!\Next time, Katsuki Bakugo: Origin!\I only look at victory! That's all!\Go beyond!\Next time: Katsuki Bakugo: Origin response:	Plus Ultra!
