context: Timing and Subtitles brought to you by The Little Lover Team @Viki response:	I want to go back to that time again.
context: Timing and Subtitles brought to you by The Little Lover Team @Viki\Minami! Fight!\Do your best!\He had stubbornly insisted on not participating in the matches,\but he said he would do it, for some reason.\Do your best! Do your best! Do your best!\- Do your best! Do your best! - Men! Men!\Do your best! response:	Tateyama No.1 High School vs. Awa-Higashi High School
context: Minami! Fight!\Do your best!\He had stubbornly insisted on not participating in the matches,\but he said he would do it, for some reason.\Do your best! Do your best! Do your best!\- Do your best! Do your best! - Men! Men!\Do your best!\Tateyama No.1 High School vs. Awa-Higashi High School response:	Awa-Higashi High School is really strong this year, unlike last year.
context: Do your best!\He had stubbornly insisted on not participating in the matches,\but he said he would do it, for some reason.\Do your best! Do your best! Do your best!\- Do your best! Do your best! - Men! Men!\Do your best!\Tateyama No.1 High School vs. Awa-Higashi High School\Awa-Higashi High School is really strong this year, unlike last year. response:	I am so sorry.
context: He had stubbornly insisted on not participating in the matches,\but he said he would do it, for some reason.\Do your best! Do your best! Do your best!\- Do your best! Do your best! - Men! Men!\Do your best!\Tateyama No.1 High School vs. Awa-Higashi High School\Awa-Higashi High School is really strong this year, unlike last year.\I am so sorry. response:	We all lost.
context: but he said he would do it, for some reason.\Do your best! Do your best! Do your best!\- Do your best! Do your best! - Men! Men!\Do your best!\Tateyama No.1 High School vs. Awa-Higashi High School\Awa-Higashi High School is really strong this year, unlike last year.\I am so sorry.\We all lost. response:	That's Izumi.
context: Do your best! Do your best! Do your best!\- Do your best! Do your best! - Men! Men!\Do your best!\Tateyama No.1 High School vs. Awa-Higashi High School\Awa-Higashi High School is really strong this year, unlike last year.\I am so sorry.\We all lost.\That's Izumi. response:	He sure is strong, having made the 5th in the national competition.
context: - Do your best! Do your best! - Men! Men!\Do your best!\Tateyama No.1 High School vs. Awa-Higashi High School\Awa-Higashi High School is really strong this year, unlike last year.\I am so sorry.\We all lost.\That's Izumi.\He sure is strong, having made the 5th in the national competition. response:	Even Minami is no match for him.
context: Do your best!\Tateyama No.1 High School vs. Awa-Higashi High School\Awa-Higashi High School is really strong this year, unlike last year.\I am so sorry.\We all lost.\That's Izumi.\He sure is strong, having made the 5th in the national competition.\Even Minami is no match for him. response:	Well, in any case,
context: Tateyama No.1 High School vs. Awa-Higashi High School\Awa-Higashi High School is really strong this year, unlike last year.\I am so sorry.\We all lost.\That's Izumi.\He sure is strong, having made the 5th in the national competition.\Even Minami is no match for him.\Well, in any case, response:	'senpo,''jiho,''chuken' and'fukusho' all lost, (kendo terms that describe an order of team members to fight)
context: Awa-Higashi High School is really strong this year, unlike last year.\I am so sorry.\We all lost.\That's Izumi.\He sure is strong, having made the 5th in the national competition.\Even Minami is no match for him.\Well, in any case,\'senpo,''jiho,''chuken' and'fukusho' all lost, (kendo terms that describe an order of team members to fight) response:	we are losing, that's for sure.
context: I am so sorry.\We all lost.\That's Izumi.\He sure is strong, having made the 5th in the national competition.\Even Minami is no match for him.\Well, in any case,\'senpo,''jiho,''chuken' and'fukusho' all lost, (kendo terms that describe an order of team members to fight)\we are losing, that's for sure. response:	Takatori, it's not your place to say that.
context: We all lost.\That's Izumi.\He sure is strong, having made the 5th in the national competition.\Even Minami is no match for him.\Well, in any case,\'senpo,''jiho,''chuken' and'fukusho' all lost, (kendo terms that describe an order of team members to fight)\we are losing, that's for sure.\Takatori, it's not your place to say that. response:	But, even if Minami wins, we are losing by 4:1.
context: That's Izumi.\He sure is strong, having made the 5th in the national competition.\Even Minami is no match for him.\Well, in any case,\'senpo,''jiho,''chuken' and'fukusho' all lost, (kendo terms that describe an order of team members to fight)\we are losing, that's for sure.\Takatori, it's not your place to say that.\But, even if Minami wins, we are losing by 4:1. response:	At this rate, there will be no freshmen joining us.
context: He sure is strong, having made the 5th in the national competition.\Even Minami is no match for him.\Well, in any case,\'senpo,''jiho,''chuken' and'fukusho' all lost, (kendo terms that describe an order of team members to fight)\we are losing, that's for sure.\Takatori, it's not your place to say that.\But, even if Minami wins, we are losing by 4:1.\At this rate, there will be no freshmen joining us. response:	Our club will be abolished, huh...
context: Even Minami is no match for him.\Well, in any case,\'senpo,''jiho,''chuken' and'fukusho' all lost, (kendo terms that describe an order of team members to fight)\we are losing, that's for sure.\Takatori, it's not your place to say that.\But, even if Minami wins, we are losing by 4:1.\At this rate, there will be no freshmen joining us.\Our club will be abolished, huh... response:	What's with you guys? Instead of saying such rubbish, cheer on Minami-kun.
context: Well, in any case,\'senpo,''jiho,''chuken' and'fukusho' all lost, (kendo terms that describe an order of team members to fight)\we are losing, that's for sure.\Takatori, it's not your place to say that.\But, even if Minami wins, we are losing by 4:1.\At this rate, there will be no freshmen joining us.\Our club will be abolished, huh...\What's with you guys? Instead of saying such rubbish, cheer on Minami-kun. response:	Go for it! Go for it!
context: 'senpo,''jiho,''chuken' and'fukusho' all lost, (kendo terms that describe an order of team members to fight)\we are losing, that's for sure.\Takatori, it's not your place to say that.\But, even if Minami wins, we are losing by 4:1.\At this rate, there will be no freshmen joining us.\Our club will be abolished, huh...\What's with you guys? Instead of saying such rubbish, cheer on Minami-kun.\Go for it! Go for it! response:	Minami-kun! Watch out!
context: we are losing, that's for sure.\Takatori, it's not your place to say that.\But, even if Minami wins, we are losing by 4:1.\At this rate, there will be no freshmen joining us.\Our club will be abolished, huh...\What's with you guys? Instead of saying such rubbish, cheer on Minami-kun.\Go for it! Go for it!\Minami-kun! Watch out! response:	Oh, I want to cheer him on in a loud voice.
context: Takatori, it's not your place to say that.\But, even if Minami wins, we are losing by 4:1.\At this rate, there will be no freshmen joining us.\Our club will be abolished, huh...\What's with you guys? Instead of saying such rubbish, cheer on Minami-kun.\Go for it! Go for it!\Minami-kun! Watch out!\Oh, I want to cheer him on in a loud voice. response:	Minami-kun, do your best!
context: But, even if Minami wins, we are losing by 4:1.\At this rate, there will be no freshmen joining us.\Our club will be abolished, huh...\What's with you guys? Instead of saying such rubbish, cheer on Minami-kun.\Go for it! Go for it!\Minami-kun! Watch out!\Oh, I want to cheer him on in a loud voice.\Minami-kun, do your best! response:	Minami-kun, go for it!
context: At this rate, there will be no freshmen joining us.\Our club will be abolished, huh...\What's with you guys? Instead of saying such rubbish, cheer on Minami-kun.\Go for it! Go for it!\Minami-kun! Watch out!\Oh, I want to cheer him on in a loud voice.\Minami-kun, do your best!\Minami-kun, go for it! response:	Go for it, Minami-kun.
context: Our club will be abolished, huh...\What's with you guys? Instead of saying such rubbish, cheer on Minami-kun.\Go for it! Go for it!\Minami-kun! Watch out!\Oh, I want to cheer him on in a loud voice.\Minami-kun, do your best!\Minami-kun, go for it!\Go for it, Minami-kun. response:	Minami senpai, fight!
context: What's with you guys? Instead of saying such rubbish, cheer on Minami-kun.\Go for it! Go for it!\Minami-kun! Watch out!\Oh, I want to cheer him on in a loud voice.\Minami-kun, do your best!\Minami-kun, go for it!\Go for it, Minami-kun.\Minami senpai, fight! response:	Minami-kun, go for it!
context: Go for it! Go for it!\Minami-kun! Watch out!\Oh, I want to cheer him on in a loud voice.\Minami-kun, do your best!\Minami-kun, go for it!\Go for it, Minami-kun.\Minami senpai, fight!\Minami-kun, go for it! response:	Minami senpai!
context: Minami-kun! Watch out!\Oh, I want to cheer him on in a loud voice.\Minami-kun, do your best!\Minami-kun, go for it!\Go for it, Minami-kun.\Minami senpai, fight!\Minami-kun, go for it!\Minami senpai! response:	Go for it!
context: Oh, I want to cheer him on in a loud voice.\Minami-kun, do your best!\Minami-kun, go for it!\Go for it, Minami-kun.\Minami senpai, fight!\Minami-kun, go for it!\Minami senpai!\Go for it! response:	Never give up!
context: Minami-kun, do your best!\Minami-kun, go for it!\Go for it, Minami-kun.\Minami senpai, fight!\Minami-kun, go for it!\Minami senpai!\Go for it!\Never give up! response:	Tsuki! (kendo term)
context: Minami-kun, go for it!\Go for it, Minami-kun.\Minami senpai, fight!\Minami-kun, go for it!\Minami senpai!\Go for it!\Never give up!\Tsuki! (kendo term) response:	Tsuki ari! (awarding of the tsuki point)
context: Go for it, Minami-kun.\Minami senpai, fight!\Minami-kun, go for it!\Minami senpai!\Go for it!\Never give up!\Tsuki! (kendo term)\Tsuki ari! (awarding of the tsuki point) response:	You did it!
context: Minami senpai, fight!\Minami-kun, go for it!\Minami senpai!\Go for it!\Never give up!\Tsuki! (kendo term)\Tsuki ari! (awarding of the tsuki point)\You did it! response:	He won! Yes!
context: Minami-kun, go for it!\Minami senpai!\Go for it!\Never give up!\Tsuki! (kendo term)\Tsuki ari! (awarding of the tsuki point)\You did it!\He won! Yes! response:	Minami-kun.
context: Minami senpai!\Go for it!\Never give up!\Tsuki! (kendo term)\Tsuki ari! (awarding of the tsuki point)\You did it!\He won! Yes!\Minami-kun. response:	Nihon-me. (second round)
context: Go for it!\Never give up!\Tsuki! (kendo term)\Tsuki ari! (awarding of the tsuki point)\You did it!\He won! Yes!\Minami-kun.\Nihon-me. (second round) response:	Minami almost won. Too bad.
context: Never give up!\Tsuki! (kendo term)\Tsuki ari! (awarding of the tsuki point)\You did it!\He won! Yes!\Minami-kun.\Nihon-me. (second round)\Minami almost won. Too bad. response:	After getting a point, he was doing a great job.
context: Tsuki! (kendo term)\Tsuki ari! (awarding of the tsuki point)\You did it!\He won! Yes!\Minami-kun.\Nihon-me. (second round)\Minami almost won. Too bad.\After getting a point, he was doing a great job. response:	That izumi... he was so strong. We can't beat him.
context: Tsuki ari! (awarding of the tsuki point)\You did it!\He won! Yes!\Minami-kun.\Nihon-me. (second round)\Minami almost won. Too bad.\After getting a point, he was doing a great job.\That izumi... he was so strong. We can't beat him. response:	I am glad I got injured.
context: You did it!\He won! Yes!\Minami-kun.\Nihon-me. (second round)\Minami almost won. Too bad.\After getting a point, he was doing a great job.\That izumi... he was so strong. We can't beat him.\I am glad I got injured. response:	Ouch. I was just joking.
context: He won! Yes!\Minami-kun.\Nihon-me. (second round)\Minami almost won. Too bad.\After getting a point, he was doing a great job.\That izumi... he was so strong. We can't beat him.\I am glad I got injured.\Ouch. I was just joking. response:	Oh? Where's Minami?
context: Minami-kun.\Nihon-me. (second round)\Minami almost won. Too bad.\After getting a point, he was doing a great job.\That izumi... he was so strong. We can't beat him.\I am glad I got injured.\Ouch. I was just joking.\Oh? Where's Minami? response:	Damn...
context: Nihon-me. (second round)\Minami almost won. Too bad.\After getting a point, he was doing a great job.\That izumi... he was so strong. We can't beat him.\I am glad I got injured.\Ouch. I was just joking.\Oh? Where's Minami?\Damn... response:	Damn...
context: Minami almost won. Too bad.\After getting a point, he was doing a great job.\That izumi... he was so strong. We can't beat him.\I am glad I got injured.\Ouch. I was just joking.\Oh? Where's Minami?\Damn...\Damn... response:	Damn...
context: After getting a point, he was doing a great job.\That izumi... he was so strong. We can't beat him.\I am glad I got injured.\Ouch. I was just joking.\Oh? Where's Minami?\Damn...\Damn...\Damn... response:	Minami-kun.
context: That izumi... he was so strong. We can't beat him.\I am glad I got injured.\Ouch. I was just joking.\Oh? Where's Minami?\Damn...\Damn...\Damn...\Minami-kun. response:	My Little Lover: Minami Kun No Koibito
context: I am glad I got injured.\Ouch. I was just joking.\Oh? Where's Minami?\Damn...\Damn...\Damn...\Minami-kun.\My Little Lover: Minami Kun No Koibito response:	It's still not updated.
context: Ouch. I was just joking.\Oh? Where's Minami?\Damn...\Damn...\Damn...\Minami-kun.\My Little Lover: Minami Kun No Koibito\It's still not updated. response:	Eh?
context: Oh? Where's Minami?\Damn...\Damn...\Damn...\Minami-kun.\My Little Lover: Minami Kun No Koibito\It's still not updated.\Eh? response:	The memory in the womb... If it really exists,
context: Damn...\Damn...\Damn...\Minami-kun.\My Little Lover: Minami Kun No Koibito\It's still not updated.\Eh?\The memory in the womb... If it really exists, response:	maybe it is like this.
context: Damn...\Damn...\Minami-kun.\My Little Lover: Minami Kun No Koibito\It's still not updated.\Eh?\The memory in the womb... If it really exists,\maybe it is like this. response:	The place is dark, but
context: Damn...\Minami-kun.\My Little Lover: Minami Kun No Koibito\It's still not updated.\Eh?\The memory in the womb... If it really exists,\maybe it is like this.\The place is dark, but response:	it is warm, and you can always hear the sound of the beloved one's heart beat.
context: Minami-kun.\My Little Lover: Minami Kun No Koibito\It's still not updated.\Eh?\The memory in the womb... If it really exists,\maybe it is like this.\The place is dark, but\it is warm, and you can always hear the sound of the beloved one's heart beat. response:	You realize that you have been surrounded, protected and nurtured
context: My Little Lover: Minami Kun No Koibito\It's still not updated.\Eh?\The memory in the womb... If it really exists,\maybe it is like this.\The place is dark, but\it is warm, and you can always hear the sound of the beloved one's heart beat.\You realize that you have been surrounded, protected and nurtured response:	by its absolute tenderness.
context: It's still not updated.\Eh?\The memory in the womb... If it really exists,\maybe it is like this.\The place is dark, but\it is warm, and you can always hear the sound of the beloved one's heart beat.\You realize that you have been surrounded, protected and nurtured\by its absolute tenderness. response:	That's the very first memory of happiness.
context: Eh?\The memory in the womb... If it really exists,\maybe it is like this.\The place is dark, but\it is warm, and you can always hear the sound of the beloved one's heart beat.\You realize that you have been surrounded, protected and nurtured\by its absolute tenderness.\That's the very first memory of happiness. response:	Horikiri-shi.
context: The memory in the womb... If it really exists,\maybe it is like this.\The place is dark, but\it is warm, and you can always hear the sound of the beloved one's heart beat.\You realize that you have been surrounded, protected and nurtured\by its absolute tenderness.\That's the very first memory of happiness.\Horikiri-shi. response:	It's her new work.
context: maybe it is like this.\The place is dark, but\it is warm, and you can always hear the sound of the beloved one's heart beat.\You realize that you have been surrounded, protected and nurtured\by its absolute tenderness.\That's the very first memory of happiness.\Horikiri-shi.\It's her new work. response:	Chiyomi?
context: The place is dark, but\it is warm, and you can always hear the sound of the beloved one's heart beat.\You realize that you have been surrounded, protected and nurtured\by its absolute tenderness.\That's the very first memory of happiness.\Horikiri-shi.\It's her new work.\Chiyomi? response:	Eh? Is this Chiyomi?
context: it is warm, and you can always hear the sound of the beloved one's heart beat.\You realize that you have been surrounded, protected and nurtured\by its absolute tenderness.\That's the very first memory of happiness.\Horikiri-shi.\It's her new work.\Chiyomi?\Eh? Is this Chiyomi? response:	RIght. It's Horikiri-shi. Does it look like her?
context: You realize that you have been surrounded, protected and nurtured\by its absolute tenderness.\That's the very first memory of happiness.\Horikiri-shi.\It's her new work.\Chiyomi?\Eh? Is this Chiyomi?\RIght. It's Horikiri-shi. Does it look like her? response:	Eh? What's this? Chiyomi?
context: by its absolute tenderness.\That's the very first memory of happiness.\Horikiri-shi.\It's her new work.\Chiyomi?\Eh? Is this Chiyomi?\RIght. It's Horikiri-shi. Does it look like her?\Eh? What's this? Chiyomi? response:	Eh? You made it, Riku?
context: That's the very first memory of happiness.\Horikiri-shi.\It's her new work.\Chiyomi?\Eh? Is this Chiyomi?\RIght. It's Horikiri-shi. Does it look like her?\Eh? What's this? Chiyomi?\Eh? You made it, Riku? response:	Yeah. I haven't slept a wink making this.
context: Horikiri-shi.\It's her new work.\Chiyomi?\Eh? Is this Chiyomi?\RIght. It's Horikiri-shi. Does it look like her?\Eh? What's this? Chiyomi?\Eh? You made it, Riku?\Yeah. I haven't slept a wink making this. response:	Hey, let me see it.
context: It's her new work.\Chiyomi?\Eh? Is this Chiyomi?\RIght. It's Horikiri-shi. Does it look like her?\Eh? What's this? Chiyomi?\Eh? You made it, Riku?\Yeah. I haven't slept a wink making this.\Hey, let me see it. response:	Cool. It does look like her quite a bit.
context: Chiyomi?\Eh? Is this Chiyomi?\RIght. It's Horikiri-shi. Does it look like her?\Eh? What's this? Chiyomi?\Eh? You made it, Riku?\Yeah. I haven't slept a wink making this.\Hey, let me see it.\Cool. It does look like her quite a bit. response:	Riku, I didn't know you had a special skill like this.
context: Eh? Is this Chiyomi?\RIght. It's Horikiri-shi. Does it look like her?\Eh? What's this? Chiyomi?\Eh? You made it, Riku?\Yeah. I haven't slept a wink making this.\Hey, let me see it.\Cool. It does look like her quite a bit.\Riku, I didn't know you had a special skill like this. response:	It's not that I have a special skill. It was my first time to make a figurine.
context: RIght. It's Horikiri-shi. Does it look like her?\Eh? What's this? Chiyomi?\Eh? You made it, Riku?\Yeah. I haven't slept a wink making this.\Hey, let me see it.\Cool. It does look like her quite a bit.\Riku, I didn't know you had a special skill like this.\It's not that I have a special skill. It was my first time to make a figurine. response:	First time? Why?
context: Eh? What's this? Chiyomi?\Eh? You made it, Riku?\Yeah. I haven't slept a wink making this.\Hey, let me see it.\Cool. It does look like her quite a bit.\Riku, I didn't know you had a special skill like this.\It's not that I have a special skill. It was my first time to make a figurine.\First time? Why? response:	Right. Why did you make something like this?
context: Eh? You made it, Riku?\Yeah. I haven't slept a wink making this.\Hey, let me see it.\Cool. It does look like her quite a bit.\Riku, I didn't know you had a special skill like this.\It's not that I have a special skill. It was my first time to make a figurine.\First time? Why?\Right. Why did you make something like this? response:	Well, I just thought I would like to
context: Yeah. I haven't slept a wink making this.\Hey, let me see it.\Cool. It does look like her quite a bit.\Riku, I didn't know you had a special skill like this.\It's not that I have a special skill. It was my first time to make a figurine.\First time? Why?\Right. Why did you make something like this?\Well, I just thought I would like to response:	put something like this here.
context: Hey, let me see it.\Cool. It does look like her quite a bit.\Riku, I didn't know you had a special skill like this.\It's not that I have a special skill. It was my first time to make a figurine.\First time? Why?\Right. Why did you make something like this?\Well, I just thought I would like to\put something like this here. response:	Chiyomi in your pocket?
context: Cool. It does look like her quite a bit.\Riku, I didn't know you had a special skill like this.\It's not that I have a special skill. It was my first time to make a figurine.\First time? Why?\Right. Why did you make something like this?\Well, I just thought I would like to\put something like this here.\Chiyomi in your pocket? response:	This is bad. Takagi is getting pervy. That's far out.
context: Riku, I didn't know you had a special skill like this.\It's not that I have a special skill. It was my first time to make a figurine.\First time? Why?\Right. Why did you make something like this?\Well, I just thought I would like to\put something like this here.\Chiyomi in your pocket?\This is bad. Takagi is getting pervy. That's far out. response:	- What? You like Chiyomi? - Do you, Riku-kun?
context: It's not that I have a special skill. It was my first time to make a figurine.\First time? Why?\Right. Why did you make something like this?\Well, I just thought I would like to\put something like this here.\Chiyomi in your pocket?\This is bad. Takagi is getting pervy. That's far out.\- What? You like Chiyomi? - Do you, Riku-kun? response:	Yeah. I love Horikiri-shi.
context: First time? Why?\Right. Why did you make something like this?\Well, I just thought I would like to\put something like this here.\Chiyomi in your pocket?\This is bad. Takagi is getting pervy. That's far out.\- What? You like Chiyomi? - Do you, Riku-kun?\Yeah. I love Horikiri-shi. response:	Whoa! Seriously?
context: Right. Why did you make something like this?\Well, I just thought I would like to\put something like this here.\Chiyomi in your pocket?\This is bad. Takagi is getting pervy. That's far out.\- What? You like Chiyomi? - Do you, Riku-kun?\Yeah. I love Horikiri-shi.\Whoa! Seriously? response:	That's bad. It's weird.
context: Well, I just thought I would like to\put something like this here.\Chiyomi in your pocket?\This is bad. Takagi is getting pervy. That's far out.\- What? You like Chiyomi? - Do you, Riku-kun?\Yeah. I love Horikiri-shi.\Whoa! Seriously?\That's bad. It's weird. response:	Horikiri-shi also knows my feelings for her.
context: put something like this here.\Chiyomi in your pocket?\This is bad. Takagi is getting pervy. That's far out.\- What? You like Chiyomi? - Do you, Riku-kun?\Yeah. I love Horikiri-shi.\Whoa! Seriously?\That's bad. It's weird.\Horikiri-shi also knows my feelings for her. response:	Oh, really?
context: Chiyomi in your pocket?\This is bad. Takagi is getting pervy. That's far out.\- What? You like Chiyomi? - Do you, Riku-kun?\Yeah. I love Horikiri-shi.\Whoa! Seriously?\That's bad. It's weird.\Horikiri-shi also knows my feelings for her.\Oh, really? response:	- Wow. Can you say such a thing in the classroom? - I couldn't.
context: This is bad. Takagi is getting pervy. That's far out.\- What? You like Chiyomi? - Do you, Riku-kun?\Yeah. I love Horikiri-shi.\Whoa! Seriously?\That's bad. It's weird.\Horikiri-shi also knows my feelings for her.\Oh, really?\- Wow. Can you say such a thing in the classroom? - I couldn't. response:	He is a perv, though.
context: - What? You like Chiyomi? - Do you, Riku-kun?\Yeah. I love Horikiri-shi.\Whoa! Seriously?\That's bad. It's weird.\Horikiri-shi also knows my feelings for her.\Oh, really?\- Wow. Can you say such a thing in the classroom? - I couldn't.\He is a perv, though. response:	Minami-kun. He should have woken me up.
context: Yeah. I love Horikiri-shi.\Whoa! Seriously?\That's bad. It's weird.\Horikiri-shi also knows my feelings for her.\Oh, really?\- Wow. Can you say such a thing in the classroom? - I couldn't.\He is a perv, though.\Minami-kun. He should have woken me up. response:	I'm home.
context: Whoa! Seriously?\That's bad. It's weird.\Horikiri-shi also knows my feelings for her.\Oh, really?\- Wow. Can you say such a thing in the classroom? - I couldn't.\He is a perv, though.\Minami-kun. He should have woken me up.\I'm home. response:	Hey, why did you go to school without me?
context: That's bad. It's weird.\Horikiri-shi also knows my feelings for her.\Oh, really?\- Wow. Can you say such a thing in the classroom? - I couldn't.\He is a perv, though.\Minami-kun. He should have woken me up.\I'm home.\Hey, why did you go to school without me? response:	What are you saying? You didn't wake up even though I tried.
context: Horikiri-shi also knows my feelings for her.\Oh, really?\- Wow. Can you say such a thing in the classroom? - I couldn't.\He is a perv, though.\Minami-kun. He should have woken me up.\I'm home.\Hey, why did you go to school without me?\What are you saying? You didn't wake up even though I tried. response:	- Oh, did you get Monthly Dance Times? - Huh?
context: Oh, really?\- Wow. Can you say such a thing in the classroom? - I couldn't.\He is a perv, though.\Minami-kun. He should have woken me up.\I'm home.\Hey, why did you go to school without me?\What are you saying? You didn't wake up even though I tried.\- Oh, did you get Monthly Dance Times? - Huh? response:	Eh? I sent you an email, asking you to buy one for me.
context: - Wow. Can you say such a thing in the classroom? - I couldn't.\He is a perv, though.\Minami-kun. He should have woken me up.\I'm home.\Hey, why did you go to school without me?\What are you saying? You didn't wake up even though I tried.\- Oh, did you get Monthly Dance Times? - Huh?\Eh? I sent you an email, asking you to buy one for me. response:	- Email? - Right.
context: He is a perv, though.\Minami-kun. He should have woken me up.\I'm home.\Hey, why did you go to school without me?\What are you saying? You didn't wake up even though I tried.\- Oh, did you get Monthly Dance Times? - Huh?\Eh? I sent you an email, asking you to buy one for me.\- Email? - Right. response:	I sent it to the address you used to send the video. You didn't notice it?
context: Minami-kun. He should have woken me up.\I'm home.\Hey, why did you go to school without me?\What are you saying? You didn't wake up even though I tried.\- Oh, did you get Monthly Dance Times? - Huh?\Eh? I sent you an email, asking you to buy one for me.\- Email? - Right.\I sent it to the address you used to send the video. You didn't notice it? response:	Ah... Sorry, it ran out of battery.
context: I'm home.\Hey, why did you go to school without me?\What are you saying? You didn't wake up even though I tried.\- Oh, did you get Monthly Dance Times? - Huh?\Eh? I sent you an email, asking you to buy one for me.\- Email? - Right.\I sent it to the address you used to send the video. You didn't notice it?\Ah... Sorry, it ran out of battery. response:	Eh!
context: Hey, why did you go to school without me?\What are you saying? You didn't wake up even though I tried.\- Oh, did you get Monthly Dance Times? - Huh?\Eh? I sent you an email, asking you to buy one for me.\- Email? - Right.\I sent it to the address you used to send the video. You didn't notice it?\Ah... Sorry, it ran out of battery.\Eh! response:	I guess I have no choice.
context: What are you saying? You didn't wake up even though I tried.\- Oh, did you get Monthly Dance Times? - Huh?\Eh? I sent you an email, asking you to buy one for me.\- Email? - Right.\I sent it to the address you used to send the video. You didn't notice it?\Ah... Sorry, it ran out of battery.\Eh!\I guess I have no choice. response:	Let's go.
context: - Oh, did you get Monthly Dance Times? - Huh?\Eh? I sent you an email, asking you to buy one for me.\- Email? - Right.\I sent it to the address you used to send the video. You didn't notice it?\Ah... Sorry, it ran out of battery.\Eh!\I guess I have no choice.\Let's go. response:	You just came home though.
context: Eh? I sent you an email, asking you to buy one for me.\- Email? - Right.\I sent it to the address you used to send the video. You didn't notice it?\Ah... Sorry, it ran out of battery.\Eh!\I guess I have no choice.\Let's go.\You just came home though. response:	Monthly Dance... What was it?
context: - Email? - Right.\I sent it to the address you used to send the video. You didn't notice it?\Ah... Sorry, it ran out of battery.\Eh!\I guess I have no choice.\Let's go.\You just came home though.\Monthly Dance... What was it? response:	- You want it, right? - Yeah.
context: I sent it to the address you used to send the video. You didn't notice it?\Ah... Sorry, it ran out of battery.\Eh!\I guess I have no choice.\Let's go.\You just came home though.\Monthly Dance... What was it?\- You want it, right? - Yeah. response:	Timing and Subtitles brought to you by The Little Lover Team @Viki
context: Ah... Sorry, it ran out of battery.\Eh!\I guess I have no choice.\Let's go.\You just came home though.\Monthly Dance... What was it?\- You want it, right? - Yeah.\Timing and Subtitles brought to you by The Little Lover Team @Viki response:	N A casual encounter N
context: Eh!\I guess I have no choice.\Let's go.\You just came home though.\Monthly Dance... What was it?\- You want it, right? - Yeah.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N response:	N gave me this great beginning N
context: I guess I have no choice.\Let's go.\You just came home though.\Monthly Dance... What was it?\- You want it, right? - Yeah.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N response:	N Everyday I was with you N
context: Let's go.\You just came home though.\Monthly Dance... What was it?\- You want it, right? - Yeah.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N response:	N I was slowly loving you, more and more N
context: You just came home though.\Monthly Dance... What was it?\- You want it, right? - Yeah.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N response:	N When we walk shoulder to shoulder N
context: Monthly Dance... What was it?\- You want it, right? - Yeah.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N response:	N You are right here but even if I stretched my arm N
context: - You want it, right? - Yeah.\Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N response:	N I won't be able to reach you N
context: Timing and Subtitles brought to you by The Little Lover Team @Viki\N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N response:	N I simply love you N N You are always in my heart N
context: N A casual encounter N\N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N response:	N It almost hurts me N N Forever N
context: N gave me this great beginning N\N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N response:	N Forever and ever N N Please N
context: N Everyday I was with you N\N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please N response:	N I wish our days last N
context: N I was slowly loving you, more and more N\N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please N\N I wish our days last N response:	N Forever N
context: N When we walk shoulder to shoulder N\N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please N\N I wish our days last N\N Forever N response:	Preview Recently, a lot of burglaries have been reported around here.
context: N You are right here but even if I stretched my arm N\N I won't be able to reach you N\N I simply love you N N You are always in my heart N\N It almost hurts me N N Forever N\N Forever and ever N N Please N\N I wish our days last N\N Forever N\Preview Recently, a lot of burglaries have been reported around here. response:	No way. Is he a burgler?
