context: ED response:	Niizuma
context: it's as good as CROW.\But, heroes based on the elements?\I think someone's done that before.\I'm not making this for serialization, so there's no need to research that.\If you're looking for something that's completely original,\then I'd recommend my long series, Space Cockroach.\Space Cockroach?! What's that? How long is it? How many pages?!\I'm not sure, but if it was compiled into volumes, there'd be around 30 of them. response:	Er, whatever! I mean,
context: But, heroes based on the elements?\I think someone's done that before.\I'm not making this for serialization, so there's no need to research that.\If you're looking for something that's completely original,\then I'd recommend my long series, Space Cockroach.\Space Cockroach?! What's that? How long is it? How many pages?!\I'm not sure, but if it was compiled into volumes, there'd be around 30 of them.\Er, whatever! I mean, response:	show me everything you've got that I haven't seen yet!
context: I think someone's done that before.\I'm not making this for serialization, so there's no need to research that.\If you're looking for something that's completely original,\then I'd recommend my long series, Space Cockroach.\Space Cockroach?! What's that? How long is it? How many pages?!\I'm not sure, but if it was compiled into volumes, there'd be around 30 of them.\Er, whatever! I mean,\show me everything you've got that I haven't seen yet! response:	Wh-When did you draw all this?!
context: I'm not making this for serialization, so there's no need to research that.\If you're looking for something that's completely original,\then I'd recommend my long series, Space Cockroach.\Space Cockroach?! What's that? How long is it? How many pages?!\I'm not sure, but if it was compiled into volumes, there'd be around 30 of them.\Er, whatever! I mean,\show me everything you've got that I haven't seen yet!\Wh-When did you draw all this?! response:	During the spare time I had in between doing CROW and NATURAL.
context: If you're looking for something that's completely original,\then I'd recommend my long series, Space Cockroach.\Space Cockroach?! What's that? How long is it? How many pages?!\I'm not sure, but if it was compiled into volumes, there'd be around 30 of them.\Er, whatever! I mean,\show me everything you've got that I haven't seen yet!\Wh-When did you draw all this?!\During the spare time I had in between doing CROW and NATURAL. response:	Normal people wouldn't have spare time! They'd be out of it!
context: then I'd recommend my long series, Space Cockroach.\Space Cockroach?! What's that? How long is it? How many pages?!\I'm not sure, but if it was compiled into volumes, there'd be around 30 of them.\Er, whatever! I mean,\show me everything you've got that I haven't seen yet!\Wh-When did you draw all this?!\During the spare time I had in between doing CROW and NATURAL.\Normal people wouldn't have spare time! They'd be out of it! response:	Amazing.
context: Space Cockroach?! What's that? How long is it? How many pages?!\I'm not sure, but if it was compiled into volumes, there'd be around 30 of them.\Er, whatever! I mean,\show me everything you've got that I haven't seen yet!\Wh-When did you draw all this?!\During the spare time I had in between doing CROW and NATURAL.\Normal people wouldn't have spare time! They'd be out of it!\Amazing. response:	They're all the same quality as CROW, or even better.
context: I'm not sure, but if it was compiled into volumes, there'd be around 30 of them.\Er, whatever! I mean,\show me everything you've got that I haven't seen yet!\Wh-When did you draw all this?!\During the spare time I had in between doing CROW and NATURAL.\Normal people wouldn't have spare time! They'd be out of it!\Amazing.\They're all the same quality as CROW, or even better. response:	The Chief Editor told me to get him to make another manga as quickly as possible.
context: Er, whatever! I mean,\show me everything you've got that I haven't seen yet!\Wh-When did you draw all this?!\During the spare time I had in between doing CROW and NATURAL.\Normal people wouldn't have spare time! They'd be out of it!\Amazing.\They're all the same quality as CROW, or even better.\The Chief Editor told me to get him to make another manga as quickly as possible. response:	Oh! He pretends he's in trouble,
context: show me everything you've got that I haven't seen yet!\Wh-When did you draw all this?!\During the spare time I had in between doing CROW and NATURAL.\Normal people wouldn't have spare time! They'd be out of it!\Amazing.\They're all the same quality as CROW, or even better.\The Chief Editor told me to get him to make another manga as quickly as possible.\Oh! He pretends he's in trouble, response:	then he transforms! Tooth!
context: Wh-When did you draw all this?!\During the spare time I had in between doing CROW and NATURAL.\Normal people wouldn't have spare time! They'd be out of it!\Amazing.\They're all the same quality as CROW, or even better.\The Chief Editor told me to get him to make another manga as quickly as possible.\Oh! He pretends he's in trouble,\then he transforms! Tooth! response:	I see.
context: During the spare time I had in between doing CROW and NATURAL.\Normal people wouldn't have spare time! They'd be out of it!\Amazing.\They're all the same quality as CROW, or even better.\The Chief Editor told me to get him to make another manga as quickly as possible.\Oh! He pretends he's in trouble,\then he transforms! Tooth!\I see. response:	Even if you tell Niizuma to take a break, he'll draw manga during it.
context: Normal people wouldn't have spare time! They'd be out of it!\Amazing.\They're all the same quality as CROW, or even better.\The Chief Editor told me to get him to make another manga as quickly as possible.\Oh! He pretends he's in trouble,\then he transforms! Tooth!\I see.\Even if you tell Niizuma to take a break, he'll draw manga during it. response:	He always wants to draw.
context: Amazing.\They're all the same quality as CROW, or even better.\The Chief Editor told me to get him to make another manga as quickly as possible.\Oh! He pretends he's in trouble,\then he transforms! Tooth!\I see.\Even if you tell Niizuma to take a break, he'll draw manga during it.\He always wants to draw. response:	Even if I say nothing, he'll come out with one manga after another.
context: They're all the same quality as CROW, or even better.\The Chief Editor told me to get him to make another manga as quickly as possible.\Oh! He pretends he's in trouble,\then he transforms! Tooth!\I see.\Even if you tell Niizuma to take a break, he'll draw manga during it.\He always wants to draw.\Even if I say nothing, he'll come out with one manga after another. response:	It's best to let him work freely and not hurry him.
context: The Chief Editor told me to get him to make another manga as quickly as possible.\Oh! He pretends he's in trouble,\then he transforms! Tooth!\I see.\Even if you tell Niizuma to take a break, he'll draw manga during it.\He always wants to draw.\Even if I say nothing, he'll come out with one manga after another.\It's best to let him work freely and not hurry him. response:	Niizuma has the potential to make something better than CROW...
context: Oh! He pretends he's in trouble,\then he transforms! Tooth!\I see.\Even if you tell Niizuma to take a break, he'll draw manga during it.\He always wants to draw.\Even if I say nothing, he'll come out with one manga after another.\It's best to let him work freely and not hurry him.\Niizuma has the potential to make something better than CROW... response:	No, the potential to create the greatest masterpiece in all of Jack's history.
context: then he transforms! Tooth!\I see.\Even if you tell Niizuma to take a break, he'll draw manga during it.\He always wants to draw.\Even if I say nothing, he'll come out with one manga after another.\It's best to let him work freely and not hurry him.\Niizuma has the potential to make something better than CROW...\No, the potential to create the greatest masterpiece in all of Jack's history. response:	Yuujirou.
context: I see.\Even if you tell Niizuma to take a break, he'll draw manga during it.\He always wants to draw.\Even if I say nothing, he'll come out with one manga after another.\It's best to let him work freely and not hurry him.\Niizuma has the potential to make something better than CROW...\No, the potential to create the greatest masterpiece in all of Jack's history.\Yuujirou. response:	You went quiet all of a sudden. Is anything wrong?
context: Even if you tell Niizuma to take a break, he'll draw manga during it.\He always wants to draw.\Even if I say nothing, he'll come out with one manga after another.\It's best to let him work freely and not hurry him.\Niizuma has the potential to make something better than CROW...\No, the potential to create the greatest masterpiece in all of Jack's history.\Yuujirou.\You went quiet all of a sudden. Is anything wrong? response:	N-No.
context: He always wants to draw.\Even if I say nothing, he'll come out with one manga after another.\It's best to let him work freely and not hurry him.\Niizuma has the potential to make something better than CROW...\No, the potential to create the greatest masterpiece in all of Jack's history.\Yuujirou.\You went quiet all of a sudden. Is anything wrong?\N-No. response:	Hey, Niizuma, is there any place you'd like to travel to?
context: Even if I say nothing, he'll come out with one manga after another.\It's best to let him work freely and not hurry him.\Niizuma has the potential to make something better than CROW...\No, the potential to create the greatest masterpiece in all of Jack's history.\Yuujirou.\You went quiet all of a sudden. Is anything wrong?\N-No.\Hey, Niizuma, is there any place you'd like to travel to? response:	Anywhere in the world.
context: It's best to let him work freely and not hurry him.\Niizuma has the potential to make something better than CROW...\No, the potential to create the greatest masterpiece in all of Jack's history.\Yuujirou.\You went quiet all of a sudden. Is anything wrong?\N-No.\Hey, Niizuma, is there any place you'd like to travel to?\Anywhere in the world. response:	I want to go to the Louvre, visit the pyramids, and see the Northern Lights!
context: Niizuma has the potential to make something better than CROW...\No, the potential to create the greatest masterpiece in all of Jack's history.\Yuujirou.\You went quiet all of a sudden. Is anything wrong?\N-No.\Hey, Niizuma, is there any place you'd like to travel to?\Anywhere in the world.\I want to go to the Louvre, visit the pyramids, and see the Northern Lights! response:	I see.
context: No, the potential to create the greatest masterpiece in all of Jack's history.\Yuujirou.\You went quiet all of a sudden. Is anything wrong?\N-No.\Hey, Niizuma, is there any place you'd like to travel to?\Anywhere in the world.\I want to go to the Louvre, visit the pyramids, and see the Northern Lights!\I see. response:	You may not be able to do all that,
context: Yuujirou.\You went quiet all of a sudden. Is anything wrong?\N-No.\Hey, Niizuma, is there any place you'd like to travel to?\Anywhere in the world.\I want to go to the Louvre, visit the pyramids, and see the Northern Lights!\I see.\You may not be able to do all that, response:	but you can go a fact-finding trip both to congratulate yourself on a job well done,
context: You went quiet all of a sudden. Is anything wrong?\N-No.\Hey, Niizuma, is there any place you'd like to travel to?\Anywhere in the world.\I want to go to the Louvre, visit the pyramids, and see the Northern Lights!\I see.\You may not be able to do all that,\but you can go a fact-finding trip both to congratulate yourself on a job well done, response:	and to expand your outlook.
context: N-No.\Hey, Niizuma, is there any place you'd like to travel to?\Anywhere in the world.\I want to go to the Louvre, visit the pyramids, and see the Northern Lights!\I see.\You may not be able to do all that,\but you can go a fact-finding trip both to congratulate yourself on a job well done,\and to expand your outlook. response:	Oh! I can go?!
context: Hey, Niizuma, is there any place you'd like to travel to?\Anywhere in the world.\I want to go to the Louvre, visit the pyramids, and see the Northern Lights!\I see.\You may not be able to do all that,\but you can go a fact-finding trip both to congratulate yourself on a job well done,\and to expand your outlook.\Oh! I can go?! response:	Hello, Master Niizuma?
context: Anywhere in the world.\I want to go to the Louvre, visit the pyramids, and see the Northern Lights!\I see.\You may not be able to do all that,\but you can go a fact-finding trip both to congratulate yourself on a job well done,\and to expand your outlook.\Oh! I can go?!\Hello, Master Niizuma? response:	Your final chapter was super exciting!
context: I want to go to the Louvre, visit the pyramids, and see the Northern Lights!\I see.\You may not be able to do all that,\but you can go a fact-finding trip both to congratulate yourself on a job well done,\and to expand your outlook.\Oh! I can go?!\Hello, Master Niizuma?\Your final chapter was super exciting! response:	Fukuda.
context: I see.\You may not be able to do all that,\but you can go a fact-finding trip both to congratulate yourself on a job well done,\and to expand your outlook.\Oh! I can go?!\Hello, Master Niizuma?\Your final chapter was super exciting!\Fukuda. response:	When I saw the sample copy and realized I forgot to congratulate you in the comments on the contents page,
context: You may not be able to do all that,\but you can go a fact-finding trip both to congratulate yourself on a job well done,\and to expand your outlook.\Oh! I can go?!\Hello, Master Niizuma?\Your final chapter was super exciting!\Fukuda.\When I saw the sample copy and realized I forgot to congratulate you in the comments on the contents page, response:	I thought I'd call you and tell you personally.
context: but you can go a fact-finding trip both to congratulate yourself on a job well done,\and to expand your outlook.\Oh! I can go?!\Hello, Master Niizuma?\Your final chapter was super exciting!\Fukuda.\When I saw the sample copy and realized I forgot to congratulate you in the comments on the contents page,\I thought I'd call you and tell you personally. response:	Good job on CROW!
context: and to expand your outlook.\Oh! I can go?!\Hello, Master Niizuma?\Your final chapter was super exciting!\Fukuda.\When I saw the sample copy and realized I forgot to congratulate you in the comments on the contents page,\I thought I'd call you and tell you personally.\Good job on CROW! response:	It's frustrating, but both you and your ending are coolest ever!
context: Oh! I can go?!\Hello, Master Niizuma?\Your final chapter was super exciting!\Fukuda.\When I saw the sample copy and realized I forgot to congratulate you in the comments on the contents page,\I thought I'd call you and tell you personally.\Good job on CROW!\It's frustrating, but both you and your ending are coolest ever! response:	Thanks.
context: Hello, Master Niizuma?\Your final chapter was super exciting!\Fukuda.\When I saw the sample copy and realized I forgot to congratulate you in the comments on the contents page,\I thought I'd call you and tell you personally.\Good job on CROW!\It's frustrating, but both you and your ending are coolest ever!\Thanks. response:	All right, then! That's all I wanted to say!
context: Your final chapter was super exciting!\Fukuda.\When I saw the sample copy and realized I forgot to congratulate you in the comments on the contents page,\I thought I'd call you and tell you personally.\Good job on CROW!\It's frustrating, but both you and your ending are coolest ever!\Thanks.\All right, then! That's all I wanted to say! response:	Congratulatory comments in the table of contents?
context: Fukuda.\When I saw the sample copy and realized I forgot to congratulate you in the comments on the contents page,\I thought I'd call you and tell you personally.\Good job on CROW!\It's frustrating, but both you and your ending are coolest ever!\Thanks.\All right, then! That's all I wanted to say!\Congratulatory comments in the table of contents? response:	Yeah, most of the authors wrote some.
context: When I saw the sample copy and realized I forgot to congratulate you in the comments on the contents page,\I thought I'd call you and tell you personally.\Good job on CROW!\It's frustrating, but both you and your ending are coolest ever!\Thanks.\All right, then! That's all I wanted to say!\Congratulatory comments in the table of contents?\Yeah, most of the authors wrote some. response:	Seigi no Mikata
context: I thought I'd call you and tell you personally.\Good job on CROW!\It's frustrating, but both you and your ending are coolest ever!\Thanks.\All right, then! That's all I wanted to say!\Congratulatory comments in the table of contents?\Yeah, most of the authors wrote some.\Seigi no Mikata response:	Takahama Shouyou
context: Good job on CROW!\It's frustrating, but both you and your ending are coolest ever!\Thanks.\All right, then! That's all I wanted to say!\Congratulatory comments in the table of contents?\Yeah, most of the authors wrote some.\Seigi no Mikata\Takahama Shouyou response:	Good job with CROW, Niizuma.
context: It's frustrating, but both you and your ending are coolest ever!\Thanks.\All right, then! That's all I wanted to say!\Congratulatory comments in the table of contents?\Yeah, most of the authors wrote some.\Seigi no Mikata\Takahama Shouyou\Good job with CROW, Niizuma. response:	I'll continue doing my best while looking up to you.
context: Thanks.\All right, then! That's all I wanted to say!\Congratulatory comments in the table of contents?\Yeah, most of the authors wrote some.\Seigi no Mikata\Takahama Shouyou\Good job with CROW, Niizuma.\I'll continue doing my best while looking up to you. response:	What God Gave Me
context: All right, then! That's all I wanted to say!\Congratulatory comments in the table of contents?\Yeah, most of the authors wrote some.\Seigi no Mikata\Takahama Shouyou\Good job with CROW, Niizuma.\I'll continue doing my best while looking up to you.\What God Gave Me response:	Aoki Kou
context: Congratulatory comments in the table of contents?\Yeah, most of the authors wrote some.\Seigi no Mikata\Takahama Shouyou\Good job with CROW, Niizuma.\I'll continue doing my best while looking up to you.\What God Gave Me\Aoki Kou response:	Good job with CROW,
context: Yeah, most of the authors wrote some.\Seigi no Mikata\Takahama Shouyou\Good job with CROW, Niizuma.\I'll continue doing my best while looking up to you.\What God Gave Me\Aoki Kou\Good job with CROW, response:	Everyone's telling me Good job in these comments.
context: Seigi no Mikata\Takahama Shouyou\Good job with CROW, Niizuma.\I'll continue doing my best while looking up to you.\What God Gave Me\Aoki Kou\Good job with CROW,\Everyone's telling me Good job in these comments. response:	Niizuma. Do your best with NATURAL+!
context: Takahama Shouyou\Good job with CROW, Niizuma.\I'll continue doing my best while looking up to you.\What God Gave Me\Aoki Kou\Good job with CROW,\Everyone's telling me Good job in these comments.\Niizuma. Do your best with NATURAL+! response:	Never Reaching You
context: Good job with CROW, Niizuma.\I'll continue doing my best while looking up to you.\What God Gave Me\Aoki Kou\Good job with CROW,\Everyone's telling me Good job in these comments.\Niizuma. Do your best with NATURAL+!\Never Reaching You response:	Hiramaru Kazuya
context: I'll continue doing my best while looking up to you.\What God Gave Me\Aoki Kou\Good job with CROW,\Everyone's telling me Good job in these comments.\Niizuma. Do your best with NATURAL+!\Never Reaching You\Hiramaru Kazuya response:	I absolutely loved the way you ended CROW,
context: What God Gave Me\Aoki Kou\Good job with CROW,\Everyone's telling me Good job in these comments.\Niizuma. Do your best with NATURAL+!\Never Reaching You\Hiramaru Kazuya\I absolutely loved the way you ended CROW, response:	Yeah, there's been a lot of these lately.
context: Aoki Kou\Good job with CROW,\Everyone's telling me Good job in these comments.\Niizuma. Do your best with NATURAL+!\Never Reaching You\Hiramaru Kazuya\I absolutely loved the way you ended CROW,\Yeah, there's been a lot of these lately. response:	Niizuma! I'll follow your example and try to bring my own
context: Good job with CROW,\Everyone's telling me Good job in these comments.\Niizuma. Do your best with NATURAL+!\Never Reaching You\Hiramaru Kazuya\I absolutely loved the way you ended CROW,\Yeah, there's been a lot of these lately.\Niizuma! I'll follow your example and try to bring my own response:	manga to an end as soon as possible.
context: Everyone's telling me Good job in these comments.\Niizuma. Do your best with NATURAL+!\Never Reaching You\Hiramaru Kazuya\I absolutely loved the way you ended CROW,\Yeah, there's been a lot of these lately.\Niizuma! I'll follow your example and try to bring my own\manga to an end as soon as possible. response:	PCP - Perfect Crime Party
context: Niizuma. Do your best with NATURAL+!\Never Reaching You\Hiramaru Kazuya\I absolutely loved the way you ended CROW,\Yeah, there's been a lot of these lately.\Niizuma! I'll follow your example and try to bring my own\manga to an end as soon as possible.\PCP - Perfect Crime Party response:	Ashirogi Mutou
context: Never Reaching You\Hiramaru Kazuya\I absolutely loved the way you ended CROW,\Yeah, there's been a lot of these lately.\Niizuma! I'll follow your example and try to bring my own\manga to an end as soon as possible.\PCP - Perfect Crime Party\Ashirogi Mutou response:	Good job with CROW, Niizuma.
context: Hiramaru Kazuya\I absolutely loved the way you ended CROW,\Yeah, there's been a lot of these lately.\Niizuma! I'll follow your example and try to bring my own\manga to an end as soon as possible.\PCP - Perfect Crime Party\Ashirogi Mutou\Good job with CROW, Niizuma. response:	Thank you for answering our last challenge.
context: I absolutely loved the way you ended CROW,\Yeah, there's been a lot of these lately.\Niizuma! I'll follow your example and try to bring my own\manga to an end as soon as possible.\PCP - Perfect Crime Party\Ashirogi Mutou\Good job with CROW, Niizuma.\Thank you for answering our last challenge. response:	Thanks for answering our final challenge.
context: Yeah, there's been a lot of these lately.\Niizuma! I'll follow your example and try to bring my own\manga to an end as soon as possible.\PCP - Perfect Crime Party\Ashirogi Mutou\Good job with CROW, Niizuma.\Thank you for answering our last challenge.\Thanks for answering our final challenge. response:	They're talking about when you extended the deadline until you began your final chapter, right?
context: Niizuma! I'll follow your example and try to bring my own\manga to an end as soon as possible.\PCP - Perfect Crime Party\Ashirogi Mutou\Good job with CROW, Niizuma.\Thank you for answering our last challenge.\Thanks for answering our final challenge.\They're talking about when you extended the deadline until you began your final chapter, right? response:	Ashirogi's being serious here,
context: manga to an end as soon as possible.\PCP - Perfect Crime Party\Ashirogi Mutou\Good job with CROW, Niizuma.\Thank you for answering our last challenge.\Thanks for answering our final challenge.\They're talking about when you extended the deadline until you began your final chapter, right?\Ashirogi's being serious here, response:	but the readers will have no idea what they mean.
context: PCP - Perfect Crime Party\Ashirogi Mutou\Good job with CROW, Niizuma.\Thank you for answering our last challenge.\Thanks for answering our final challenge.\They're talking about when you extended the deadline until you began your final chapter, right?\Ashirogi's being serious here,\but the readers will have no idea what they mean. response:	He'll get first place by a long shot with this final chapter.
context: Ashirogi Mutou\Good job with CROW, Niizuma.\Thank you for answering our last challenge.\Thanks for answering our final challenge.\They're talking about when you extended the deadline until you began your final chapter, right?\Ashirogi's being serious here,\but the readers will have no idea what they mean.\He'll get first place by a long shot with this final chapter. response:	Last week, PCP was 4th and GIRI was 3rd.
context: Good job with CROW, Niizuma.\Thank you for answering our last challenge.\Thanks for answering our final challenge.\They're talking about when you extended the deadline until you began your final chapter, right?\Ashirogi's being serious here,\but the readers will have no idea what they mean.\He'll get first place by a long shot with this final chapter.\Last week, PCP was 4th and GIRI was 3rd. response:	If he does get first place, that'll be 20 weeks in a row.
context: Thank you for answering our last challenge.\Thanks for answering our final challenge.\They're talking about when you extended the deadline until you began your final chapter, right?\Ashirogi's being serious here,\but the readers will have no idea what they mean.\He'll get first place by a long shot with this final chapter.\Last week, PCP was 4th and GIRI was 3rd.\If he does get first place, that'll be 20 weeks in a row. response:	That's almost too cool.
context: Thanks for answering our final challenge.\They're talking about when you extended the deadline until you began your final chapter, right?\Ashirogi's being serious here,\but the readers will have no idea what they mean.\He'll get first place by a long shot with this final chapter.\Last week, PCP was 4th and GIRI was 3rd.\If he does get first place, that'll be 20 weeks in a row.\That's almost too cool. response:	Eh? Niizuma?
context: They're talking about when you extended the deadline until you began your final chapter, right?\Ashirogi's being serious here,\but the readers will have no idea what they mean.\He'll get first place by a long shot with this final chapter.\Last week, PCP was 4th and GIRI was 3rd.\If he does get first place, that'll be 20 weeks in a row.\That's almost too cool.\Eh? Niizuma? response:	Hello!
context: Ashirogi's being serious here,\but the readers will have no idea what they mean.\He'll get first place by a long shot with this final chapter.\Last week, PCP was 4th and GIRI was 3rd.\If he does get first place, that'll be 20 weeks in a row.\That's almost too cool.\Eh? Niizuma?\Hello! response:	Hello!
context: but the readers will have no idea what they mean.\He'll get first place by a long shot with this final chapter.\Last week, PCP was 4th and GIRI was 3rd.\If he does get first place, that'll be 20 weeks in a row.\That's almost too cool.\Eh? Niizuma?\Hello!\Hello! response:	Wh-What is it, Niizuma?
context: He'll get first place by a long shot with this final chapter.\Last week, PCP was 4th and GIRI was 3rd.\If he does get first place, that'll be 20 weeks in a row.\That's almost too cool.\Eh? Niizuma?\Hello!\Hello!\Wh-What is it, Niizuma? response:	We are thankful that you answered our last challenge.
context: Last week, PCP was 4th and GIRI was 3rd.\If he does get first place, that'll be 20 weeks in a row.\That's almost too cool.\Eh? Niizuma?\Hello!\Hello!\Wh-What is it, Niizuma?\We are thankful that you answered our last challenge. response:	No, I'm the one who's thankful.
context: If he does get first place, that'll be 20 weeks in a row.\That's almost too cool.\Eh? Niizuma?\Hello!\Hello!\Wh-What is it, Niizuma?\We are thankful that you answered our last challenge.\No, I'm the one who's thankful. response:	Thanks to you, I got even more fired up and was able to make it even better.
context: That's almost too cool.\Eh? Niizuma?\Hello!\Hello!\Wh-What is it, Niizuma?\We are thankful that you answered our last challenge.\No, I'm the one who's thankful.\Thanks to you, I got even more fired up and was able to make it even better. response:	That's what I came to say.
context: Eh? Niizuma?\Hello!\Hello!\Wh-What is it, Niizuma?\We are thankful that you answered our last challenge.\No, I'm the one who's thankful.\Thanks to you, I got even more fired up and was able to make it even better.\That's what I came to say. response:	Well, then.
context: Hello!\Hello!\Wh-What is it, Niizuma?\We are thankful that you answered our last challenge.\No, I'm the one who's thankful.\Thanks to you, I got even more fired up and was able to make it even better.\That's what I came to say.\Well, then. response:	I was the one who said we should write that!
context: Hello!\Wh-What is it, Niizuma?\We are thankful that you answered our last challenge.\No, I'm the one who's thankful.\Thanks to you, I got even more fired up and was able to make it even better.\That's what I came to say.\Well, then.\I was the one who said we should write that! response:	I see.
context: Wh-What is it, Niizuma?\We are thankful that you answered our last challenge.\No, I'm the one who's thankful.\Thanks to you, I got even more fired up and was able to make it even better.\That's what I came to say.\Well, then.\I was the one who said we should write that!\I see. response:	Takagi once said that we must probably be nuisances to you, just getting in your way of ending CROW.
context: We are thankful that you answered our last challenge.\No, I'm the one who's thankful.\Thanks to you, I got even more fired up and was able to make it even better.\That's what I came to say.\Well, then.\I was the one who said we should write that!\I see.\Takagi once said that we must probably be nuisances to you, just getting in your way of ending CROW. response:	That's not true, is it?
context: No, I'm the one who's thankful.\Thanks to you, I got even more fired up and was able to make it even better.\That's what I came to say.\Well, then.\I was the one who said we should write that!\I see.\Takagi once said that we must probably be nuisances to you, just getting in your way of ending CROW.\That's not true, is it? response:	No. Not at all.
context: Thanks to you, I got even more fired up and was able to make it even better.\That's what I came to say.\Well, then.\I was the one who said we should write that!\I see.\Takagi once said that we must probably be nuisances to you, just getting in your way of ending CROW.\That's not true, is it?\No. Not at all. response:	When I said I would end CROW,
context: That's what I came to say.\Well, then.\I was the one who said we should write that!\I see.\Takagi once said that we must probably be nuisances to you, just getting in your way of ending CROW.\That's not true, is it?\No. Not at all.\When I said I would end CROW, response:	you and the other authors came up and declared that you wouldn't let me do that.
context: Well, then.\I was the one who said we should write that!\I see.\Takagi once said that we must probably be nuisances to you, just getting in your way of ending CROW.\That's not true, is it?\No. Not at all.\When I said I would end CROW,\you and the other authors came up and declared that you wouldn't let me do that. response:	I was happy.
context: I was the one who said we should write that!\I see.\Takagi once said that we must probably be nuisances to you, just getting in your way of ending CROW.\That's not true, is it?\No. Not at all.\When I said I would end CROW,\you and the other authors came up and declared that you wouldn't let me do that.\I was happy. response:	We both put our pride and our resolve on the line, and competed with all we had.
context: I see.\Takagi once said that we must probably be nuisances to you, just getting in your way of ending CROW.\That's not true, is it?\No. Not at all.\When I said I would end CROW,\you and the other authors came up and declared that you wouldn't let me do that.\I was happy.\We both put our pride and our resolve on the line, and competed with all we had. response:	That is what a true rival is.
context: Takagi once said that we must probably be nuisances to you, just getting in your way of ending CROW.\That's not true, is it?\No. Not at all.\When I said I would end CROW,\you and the other authors came up and declared that you wouldn't let me do that.\I was happy.\We both put our pride and our resolve on the line, and competed with all we had.\That is what a true rival is. response:	A friend!
context: That's not true, is it?\No. Not at all.\When I said I would end CROW,\you and the other authors came up and declared that you wouldn't let me do that.\I was happy.\We both put our pride and our resolve on the line, and competed with all we had.\That is what a true rival is.\A friend! response:	That is a battle between men.
context: No. Not at all.\When I said I would end CROW,\you and the other authors came up and declared that you wouldn't let me do that.\I was happy.\We both put our pride and our resolve on the line, and competed with all we had.\That is what a true rival is.\A friend!\That is a battle between men. response:	People who don't understand battles between men are boring.
context: When I said I would end CROW,\you and the other authors came up and declared that you wouldn't let me do that.\I was happy.\We both put our pride and our resolve on the line, and competed with all we had.\That is what a true rival is.\A friend!\That is a battle between men.\People who don't understand battles between men are boring. response:	Before I came to Tokyo from Aomori,
context: you and the other authors came up and declared that you wouldn't let me do that.\I was happy.\We both put our pride and our resolve on the line, and competed with all we had.\That is what a true rival is.\A friend!\That is a battle between men.\People who don't understand battles between men are boring.\Before I came to Tokyo from Aomori, response:	it was fun to draw manga,
context: I was happy.\We both put our pride and our resolve on the line, and competed with all we had.\That is what a true rival is.\A friend!\That is a battle between men.\People who don't understand battles between men are boring.\Before I came to Tokyo from Aomori,\it was fun to draw manga, response:	but I was always alone.
context: We both put our pride and our resolve on the line, and competed with all we had.\That is what a true rival is.\A friend!\That is a battle between men.\People who don't understand battles between men are boring.\Before I came to Tokyo from Aomori,\it was fun to draw manga,\but I was always alone. response:	But now I'm not alone anymore.
context: That is what a true rival is.\A friend!\That is a battle between men.\People who don't understand battles between men are boring.\Before I came to Tokyo from Aomori,\it was fun to draw manga,\but I was always alone.\But now I'm not alone anymore. response:	That makes me very happy.
context: A friend!\That is a battle between men.\People who don't understand battles between men are boring.\Before I came to Tokyo from Aomori,\it was fun to draw manga,\but I was always alone.\But now I'm not alone anymore.\That makes me very happy. response:	I'll always be thankful for that.
context: That is a battle between men.\People who don't understand battles between men are boring.\Before I came to Tokyo from Aomori,\it was fun to draw manga,\but I was always alone.\But now I'm not alone anymore.\That makes me very happy.\I'll always be thankful for that. response:	This isn't over, right?
context: People who don't understand battles between men are boring.\Before I came to Tokyo from Aomori,\it was fun to draw manga,\but I was always alone.\But now I'm not alone anymore.\That makes me very happy.\I'll always be thankful for that.\This isn't over, right? response:	Color Pages at page 31!
context: Before I came to Tokyo from Aomori,\it was fun to draw manga,\but I was always alone.\But now I'm not alone anymore.\That makes me very happy.\I'll always be thankful for that.\This isn't over, right?\Color Pages at page 31! response:	Color Pages at page 31!
context: it was fun to draw manga,\but I was always alone.\But now I'm not alone anymore.\That makes me very happy.\I'll always be thankful for that.\This isn't over, right?\Color Pages at page 31!\Color Pages at page 31! response:	Color Pages at page 31!
context: but I was always alone.\But now I'm not alone anymore.\That makes me very happy.\I'll always be thankful for that.\This isn't over, right?\Color Pages at page 31!\Color Pages at page 31!\Color Pages at page 31! response:	Niizuma.
context: But now I'm not alone anymore.\That makes me very happy.\I'll always be thankful for that.\This isn't over, right?\Color Pages at page 31!\Color Pages at page 31!\Color Pages at page 31!\Niizuma. response:	Color Pages at page 31!
context: That makes me very happy.\I'll always be thankful for that.\This isn't over, right?\Color Pages at page 31!\Color Pages at page 31!\Color Pages at page 31!\Niizuma.\Color Pages at page 31! response:	Color Pages at page 31!
context: I'll always be thankful for that.\This isn't over, right?\Color Pages at page 31!\Color Pages at page 31!\Color Pages at page 31!\Niizuma.\Color Pages at page 31!\Color Pages at page 31! response:	Color Pages at page 31!
context: This isn't over, right?\Color Pages at page 31!\Color Pages at page 31!\Color Pages at page 31!\Niizuma.\Color Pages at page 31!\Color Pages at page 31!\Color Pages at page 31! response:	Color Pages at page 31!
context: Color Pages at page 31!\Color Pages at page 31!\Color Pages at page 31!\Niizuma.\Color Pages at page 31!\Color Pages at page 31!\Color Pages at page 31!\Color Pages at page 31! response:	Color Pages at page 31!
