context: There's no way I could love anyone, response:	There's no way I could love anyone,
context: He used to work for a lab belonging to the Ministry of Agriculture and Forestry,\but he retired quite a long time ago and lived as an ordinary pensioner.\The house appears to have been ransacked. We've found Kougami's prints.\But why would he do this?\From the wound on his neck...\Makishima Shougo might have done this.\Maybe this old man had something to do with the next stage of Makishima's plan.\Kougami figured it out and hurried over here, but he was too late. response:	Kougami really is one step ahead of us, isn't he?
context: but he retired quite a long time ago and lived as an ordinary pensioner.\The house appears to have been ransacked. We've found Kougami's prints.\But why would he do this?\From the wound on his neck...\Makishima Shougo might have done this.\Maybe this old man had something to do with the next stage of Makishima's plan.\Kougami figured it out and hurried over here, but he was too late.\Kougami really is one step ahead of us, isn't he? response:	Even so, what possible reason could Makishima have to kill this geezer?
context: The house appears to have been ransacked. We've found Kougami's prints.\But why would he do this?\From the wound on his neck...\Makishima Shougo might have done this.\Maybe this old man had something to do with the next stage of Makishima's plan.\Kougami figured it out and hurried over here, but he was too late.\Kougami really is one step ahead of us, isn't he?\Even so, what possible reason could Makishima have to kill this geezer? response:	It's hard to investigate a crime scene that's already been turned inside out.
context: But why would he do this?\From the wound on his neck...\Makishima Shougo might have done this.\Maybe this old man had something to do with the next stage of Makishima's plan.\Kougami figured it out and hurried over here, but he was too late.\Kougami really is one step ahead of us, isn't he?\Even so, what possible reason could Makishima have to kill this geezer?\It's hard to investigate a crime scene that's already been turned inside out. response:	What do you think Kougami's highest priority would be right now?
context: From the wound on his neck...\Makishima Shougo might have done this.\Maybe this old man had something to do with the next stage of Makishima's plan.\Kougami figured it out and hurried over here, but he was too late.\Kougami really is one step ahead of us, isn't he?\Even so, what possible reason could Makishima have to kill this geezer?\It's hard to investigate a crime scene that's already been turned inside out.\What do you think Kougami's highest priority would be right now? response:	Preventing Makishima from getting away, right?
context: Makishima Shougo might have done this.\Maybe this old man had something to do with the next stage of Makishima's plan.\Kougami figured it out and hurried over here, but he was too late.\Kougami really is one step ahead of us, isn't he?\Even so, what possible reason could Makishima have to kill this geezer?\It's hard to investigate a crime scene that's already been turned inside out.\What do you think Kougami's highest priority would be right now?\Preventing Makishima from getting away, right? response:	Then what would his second highest priority be?
context: Maybe this old man had something to do with the next stage of Makishima's plan.\Kougami figured it out and hurried over here, but he was too late.\Kougami really is one step ahead of us, isn't he?\Even so, what possible reason could Makishima have to kill this geezer?\It's hard to investigate a crime scene that's already been turned inside out.\What do you think Kougami's highest priority would be right now?\Preventing Makishima from getting away, right?\Then what would his second highest priority be? response:	Staying out of our reach until he can kill Makishima, I guess.
context: Kougami figured it out and hurried over here, but he was too late.\Kougami really is one step ahead of us, isn't he?\Even so, what possible reason could Makishima have to kill this geezer?\It's hard to investigate a crime scene that's already been turned inside out.\What do you think Kougami's highest priority would be right now?\Preventing Makishima from getting away, right?\Then what would his second highest priority be?\Staying out of our reach until he can kill Makishima, I guess. response:	Yes. Let's think about things in that order.
context: Kougami really is one step ahead of us, isn't he?\Even so, what possible reason could Makishima have to kill this geezer?\It's hard to investigate a crime scene that's already been turned inside out.\What do you think Kougami's highest priority would be right now?\Preventing Makishima from getting away, right?\Then what would his second highest priority be?\Staying out of our reach until he can kill Makishima, I guess.\Yes. Let's think about things in that order. response:	What if Kougami, who got here before us, had hidden the body somewhere hard to find?
context: Even so, what possible reason could Makishima have to kill this geezer?\It's hard to investigate a crime scene that's already been turned inside out.\What do you think Kougami's highest priority would be right now?\Preventing Makishima from getting away, right?\Then what would his second highest priority be?\Staying out of our reach until he can kill Makishima, I guess.\Yes. Let's think about things in that order.\What if Kougami, who got here before us, had hidden the body somewhere hard to find? response:	While Kudama Nobuaki remained missing,
context: It's hard to investigate a crime scene that's already been turned inside out.\What do you think Kougami's highest priority would be right now?\Preventing Makishima from getting away, right?\Then what would his second highest priority be?\Staying out of our reach until he can kill Makishima, I guess.\Yes. Let's think about things in that order.\What if Kougami, who got here before us, had hidden the body somewhere hard to find?\While Kudama Nobuaki remained missing, response:	we would have continued on a wild goose chase,
context: What do you think Kougami's highest priority would be right now?\Preventing Makishima from getting away, right?\Then what would his second highest priority be?\Staying out of our reach until he can kill Makishima, I guess.\Yes. Let's think about things in that order.\What if Kougami, who got here before us, had hidden the body somewhere hard to find?\While Kudama Nobuaki remained missing,\we would have continued on a wild goose chase, response:	giving Kougami more of a lead.
context: Preventing Makishima from getting away, right?\Then what would his second highest priority be?\Staying out of our reach until he can kill Makishima, I guess.\Yes. Let's think about things in that order.\What if Kougami, who got here before us, had hidden the body somewhere hard to find?\While Kudama Nobuaki remained missing,\we would have continued on a wild goose chase,\giving Kougami more of a lead. response:	It would've been the best way for him to buy some time.
context: Then what would his second highest priority be?\Staying out of our reach until he can kill Makishima, I guess.\Yes. Let's think about things in that order.\What if Kougami, who got here before us, had hidden the body somewhere hard to find?\While Kudama Nobuaki remained missing,\we would have continued on a wild goose chase,\giving Kougami more of a lead.\It would've been the best way for him to buy some time. response:	But he didn't do it.
context: Staying out of our reach until he can kill Makishima, I guess.\Yes. Let's think about things in that order.\What if Kougami, who got here before us, had hidden the body somewhere hard to find?\While Kudama Nobuaki remained missing,\we would have continued on a wild goose chase,\giving Kougami more of a lead.\It would've been the best way for him to buy some time.\But he didn't do it. response:	Kougami isn't the overconfident type.
context: Yes. Let's think about things in that order.\What if Kougami, who got here before us, had hidden the body somewhere hard to find?\While Kudama Nobuaki remained missing,\we would have continued on a wild goose chase,\giving Kougami more of a lead.\It would've been the best way for him to buy some time.\But he didn't do it.\Kougami isn't the overconfident type. response:	He'd account for the possibility that he might fail,
context: What if Kougami, who got here before us, had hidden the body somewhere hard to find?\While Kudama Nobuaki remained missing,\we would have continued on a wild goose chase,\giving Kougami more of a lead.\It would've been the best way for him to buy some time.\But he didn't do it.\Kougami isn't the overconfident type.\He'd account for the possibility that he might fail, response:	and leave clues that others could use to stop Makishima.
context: While Kudama Nobuaki remained missing,\we would have continued on a wild goose chase,\giving Kougami more of a lead.\It would've been the best way for him to buy some time.\But he didn't do it.\Kougami isn't the overconfident type.\He'd account for the possibility that he might fail,\and leave clues that others could use to stop Makishima. response:	The question is when we'll pick up on them.
context: we would have continued on a wild goose chase,\giving Kougami more of a lead.\It would've been the best way for him to buy some time.\But he didn't do it.\Kougami isn't the overconfident type.\He'd account for the possibility that he might fail,\and leave clues that others could use to stop Makishima.\The question is when we'll pick up on them. response:	He's testing us.
context: giving Kougami more of a lead.\It would've been the best way for him to buy some time.\But he didn't do it.\Kougami isn't the overconfident type.\He'd account for the possibility that he might fail,\and leave clues that others could use to stop Makishima.\The question is when we'll pick up on them.\He's testing us. response:	Testing our determination to pursue Makishima against his own.
context: It would've been the best way for him to buy some time.\But he didn't do it.\Kougami isn't the overconfident type.\He'd account for the possibility that he might fail,\and leave clues that others could use to stop Makishima.\The question is when we'll pick up on them.\He's testing us.\Testing our determination to pursue Makishima against his own. response:	If you lack that determination, you'll end up stuck here while he goes on ahead.
context: But he didn't do it.\Kougami isn't the overconfident type.\He'd account for the possibility that he might fail,\and leave clues that others could use to stop Makishima.\The question is when we'll pick up on them.\He's testing us.\Testing our determination to pursue Makishima against his own.\If you lack that determination, you'll end up stuck here while he goes on ahead. response:	Perform a scan focused on the victim's throat and eyes.
context: Kougami isn't the overconfident type.\He'd account for the possibility that he might fail,\and leave clues that others could use to stop Makishima.\The question is when we'll pick up on them.\He's testing us.\Testing our determination to pursue Makishima against his own.\If you lack that determination, you'll end up stuck here while he goes on ahead.\Perform a scan focused on the victim's throat and eyes. response:	Is there anything there?
context: He'd account for the possibility that he might fail,\and leave clues that others could use to stop Makishima.\The question is when we'll pick up on them.\He's testing us.\Testing our determination to pursue Makishima against his own.\If you lack that determination, you'll end up stuck here while he goes on ahead.\Perform a scan focused on the victim's throat and eyes.\Is there anything there? response:	A foreign, metallic object has been detected inside the victim's airway.
context: and leave clues that others could use to stop Makishima.\The question is when we'll pick up on them.\He's testing us.\Testing our determination to pursue Makishima against his own.\If you lack that determination, you'll end up stuck here while he goes on ahead.\Perform a scan focused on the victim's throat and eyes.\Is there anything there?\A foreign, metallic object has been detected inside the victim's airway. response:	Gloves.
context: The question is when we'll pick up on them.\He's testing us.\Testing our determination to pursue Makishima against his own.\If you lack that determination, you'll end up stuck here while he goes on ahead.\Perform a scan focused on the victim's throat and eyes.\Is there anything there?\A foreign, metallic object has been detected inside the victim's airway.\Gloves. response:	H-Hey, you should leave this to Forensics.
context: He's testing us.\Testing our determination to pursue Makishima against his own.\If you lack that determination, you'll end up stuck here while he goes on ahead.\Perform a scan focused on the victim's throat and eyes.\Is there anything there?\A foreign, metallic object has been detected inside the victim's airway.\Gloves.\H-Hey, you should leave this to Forensics. response:	That would only increase Kougami's lead.
context: Testing our determination to pursue Makishima against his own.\If you lack that determination, you'll end up stuck here while he goes on ahead.\Perform a scan focused on the victim's throat and eyes.\Is there anything there?\A foreign, metallic object has been detected inside the victim's airway.\Gloves.\H-Hey, you should leave this to Forensics.\That would only increase Kougami's lead. response:	If we want to catch up with him, we have to do this right now.
context: If you lack that determination, you'll end up stuck here while he goes on ahead.\Perform a scan focused on the victim's throat and eyes.\Is there anything there?\A foreign, metallic object has been detected inside the victim's airway.\Gloves.\H-Hey, you should leave this to Forensics.\That would only increase Kougami's lead.\If we want to catch up with him, we have to do this right now. response:	Rinse it.
context: Perform a scan focused on the victim's throat and eyes.\Is there anything there?\A foreign, metallic object has been detected inside the victim's airway.\Gloves.\H-Hey, you should leave this to Forensics.\That would only increase Kougami's lead.\If we want to catch up with him, we have to do this right now.\Rinse it. response:	It's an audio recording.
context: Is there anything there?\A foreign, metallic object has been detected inside the victim's airway.\Gloves.\H-Hey, you should leave this to Forensics.\That would only increase Kougami's lead.\If we want to catch up with him, we have to do this right now.\Rinse it.\It's an audio recording. response:	This is Kougami, former Enforcer.
context: A foreign, metallic object has been detected inside the victim's airway.\Gloves.\H-Hey, you should leave this to Forensics.\That would only increase Kougami's lead.\If we want to catch up with him, we have to do this right now.\Rinse it.\It's an audio recording.\This is Kougami, former Enforcer. response:	I'm leaving this message for the Bureau's detectives when they turn up.
context: Gloves.\H-Hey, you should leave this to Forensics.\That would only increase Kougami's lead.\If we want to catch up with him, we have to do this right now.\Rinse it.\It's an audio recording.\This is Kougami, former Enforcer.\I'm leaving this message for the Bureau's detectives when they turn up. response:	Damn him!
context: H-Hey, you should leave this to Forensics.\That would only increase Kougami's lead.\If we want to catch up with him, we have to do this right now.\Rinse it.\It's an audio recording.\This is Kougami, former Enforcer.\I'm leaving this message for the Bureau's detectives when they turn up.\Damn him! response:	The victim is Kudama Nobuaki, a former Doctor of Agricultural Sciences.
context: That would only increase Kougami's lead.\If we want to catch up with him, we have to do this right now.\Rinse it.\It's an audio recording.\This is Kougami, former Enforcer.\I'm leaving this message for the Bureau's detectives when they turn up.\Damn him!\The victim is Kudama Nobuaki, a former Doctor of Agricultural Sciences. response:	He was in charge of the development of the Uka-no-Mitama virus,
context: If we want to catch up with him, we have to do this right now.\Rinse it.\It's an audio recording.\This is Kougami, former Enforcer.\I'm leaving this message for the Bureau's detectives when they turn up.\Damn him!\The victim is Kudama Nobuaki, a former Doctor of Agricultural Sciences.\He was in charge of the development of the Uka-no-Mitama virus, response:	a disease countermeasure for hyper-oats.
context: Rinse it.\It's an audio recording.\This is Kougami, former Enforcer.\I'm leaving this message for the Bureau's detectives when they turn up.\Damn him!\The victim is Kudama Nobuaki, a former Doctor of Agricultural Sciences.\He was in charge of the development of the Uka-no-Mitama virus,\a disease countermeasure for hyper-oats. response:	He was considered to be the biggest contributor to Japan's achievement of complete food autonomy.
context: It's an audio recording.\This is Kougami, former Enforcer.\I'm leaving this message for the Bureau's detectives when they turn up.\Damn him!\The victim is Kudama Nobuaki, a former Doctor of Agricultural Sciences.\He was in charge of the development of the Uka-no-Mitama virus,\a disease countermeasure for hyper-oats.\He was considered to be the biggest contributor to Japan's achievement of complete food autonomy. response:	Makishima Shougo met with Professor Kudama to learn how to destroy the granary in Hokuriku
context: This is Kougami, former Enforcer.\I'm leaving this message for the Bureau's detectives when they turn up.\Damn him!\The victim is Kudama Nobuaki, a former Doctor of Agricultural Sciences.\He was in charge of the development of the Uka-no-Mitama virus,\a disease countermeasure for hyper-oats.\He was considered to be the biggest contributor to Japan's achievement of complete food autonomy.\Makishima Shougo met with Professor Kudama to learn how to destroy the granary in Hokuriku response:	and then killed him.
context: I'm leaving this message for the Bureau's detectives when they turn up.\Damn him!\The victim is Kudama Nobuaki, a former Doctor of Agricultural Sciences.\He was in charge of the development of the Uka-no-Mitama virus,\a disease countermeasure for hyper-oats.\He was considered to be the biggest contributor to Japan's achievement of complete food autonomy.\Makishima Shougo met with Professor Kudama to learn how to destroy the granary in Hokuriku\and then killed him. response:	He gouged out the eyeballs from the victim's skull and cut off all his fingers at their second joints.
context: Damn him!\The victim is Kudama Nobuaki, a former Doctor of Agricultural Sciences.\He was in charge of the development of the Uka-no-Mitama virus,\a disease countermeasure for hyper-oats.\He was considered to be the biggest contributor to Japan's achievement of complete food autonomy.\Makishima Shougo met with Professor Kudama to learn how to destroy the granary in Hokuriku\and then killed him.\He gouged out the eyeballs from the victim's skull and cut off all his fingers at their second joints. response:	He may have needed them in order to break through some form of security.
context: The victim is Kudama Nobuaki, a former Doctor of Agricultural Sciences.\He was in charge of the development of the Uka-no-Mitama virus,\a disease countermeasure for hyper-oats.\He was considered to be the biggest contributor to Japan's achievement of complete food autonomy.\Makishima Shougo met with Professor Kudama to learn how to destroy the granary in Hokuriku\and then killed him.\He gouged out the eyeballs from the victim's skull and cut off all his fingers at their second joints.\He may have needed them in order to break through some form of security. response:	Kudama's old laboratory is an antiquated facility with biometric-based security instead of the newer cymatic scans.
context: He was in charge of the development of the Uka-no-Mitama virus,\a disease countermeasure for hyper-oats.\He was considered to be the biggest contributor to Japan's achievement of complete food autonomy.\Makishima Shougo met with Professor Kudama to learn how to destroy the granary in Hokuriku\and then killed him.\He gouged out the eyeballs from the victim's skull and cut off all his fingers at their second joints.\He may have needed them in order to break through some form of security.\Kudama's old laboratory is an antiquated facility with biometric-based security instead of the newer cymatic scans. response:	It's located at Izumo University, and the lack of security stands out.
context: a disease countermeasure for hyper-oats.\He was considered to be the biggest contributor to Japan's achievement of complete food autonomy.\Makishima Shougo met with Professor Kudama to learn how to destroy the granary in Hokuriku\and then killed him.\He gouged out the eyeballs from the victim's skull and cut off all his fingers at their second joints.\He may have needed them in order to break through some form of security.\Kudama's old laboratory is an antiquated facility with biometric-based security instead of the newer cymatic scans.\It's located at Izumo University, and the lack of security stands out. response:	This lab is currently used as the control center for the Uka-no-Mitama virus.
context: He was considered to be the biggest contributor to Japan's achievement of complete food autonomy.\Makishima Shougo met with Professor Kudama to learn how to destroy the granary in Hokuriku\and then killed him.\He gouged out the eyeballs from the victim's skull and cut off all his fingers at their second joints.\He may have needed them in order to break through some form of security.\Kudama's old laboratory is an antiquated facility with biometric-based security instead of the newer cymatic scans.\It's located at Izumo University, and the lack of security stands out.\This lab is currently used as the control center for the Uka-no-Mitama virus. response:	I think that's Makishima's target.
context: Makishima Shougo met with Professor Kudama to learn how to destroy the granary in Hokuriku\and then killed him.\He gouged out the eyeballs from the victim's skull and cut off all his fingers at their second joints.\He may have needed them in order to break through some form of security.\Kudama's old laboratory is an antiquated facility with biometric-based security instead of the newer cymatic scans.\It's located at Izumo University, and the lack of security stands out.\This lab is currently used as the control center for the Uka-no-Mitama virus.\I think that's Makishima's target. response:	He plans to destroy the whole granary?
context: and then killed him.\He gouged out the eyeballs from the victim's skull and cut off all his fingers at their second joints.\He may have needed them in order to break through some form of security.\Kudama's old laboratory is an antiquated facility with biometric-based security instead of the newer cymatic scans.\It's located at Izumo University, and the lack of security stands out.\This lab is currently used as the control center for the Uka-no-Mitama virus.\I think that's Makishima's target.\He plans to destroy the whole granary? response:	Does he intend to commit bio-terrorism all on his own?
context: He gouged out the eyeballs from the victim's skull and cut off all his fingers at their second joints.\He may have needed them in order to break through some form of security.\Kudama's old laboratory is an antiquated facility with biometric-based security instead of the newer cymatic scans.\It's located at Izumo University, and the lack of security stands out.\This lab is currently used as the control center for the Uka-no-Mitama virus.\I think that's Makishima's target.\He plans to destroy the whole granary?\Does he intend to commit bio-terrorism all on his own? response:	Let's hurry. We still have time.
context: He may have needed them in order to break through some form of security.\Kudama's old laboratory is an antiquated facility with biometric-based security instead of the newer cymatic scans.\It's located at Izumo University, and the lack of security stands out.\This lab is currently used as the control center for the Uka-no-Mitama virus.\I think that's Makishima's target.\He plans to destroy the whole granary?\Does he intend to commit bio-terrorism all on his own?\Let's hurry. We still have time. response:	You'll never walk alone
context: Kudama's old laboratory is an antiquated facility with biometric-based security instead of the newer cymatic scans.\It's located at Izumo University, and the lack of security stands out.\This lab is currently used as the control center for the Uka-no-Mitama virus.\I think that's Makishima's target.\He plans to destroy the whole granary?\Does he intend to commit bio-terrorism all on his own?\Let's hurry. We still have time.\You'll never walk alone response:	You'll never walk alone
context: It's located at Izumo University, and the lack of security stands out.\This lab is currently used as the control center for the Uka-no-Mitama virus.\I think that's Makishima's target.\He plans to destroy the whole granary?\Does he intend to commit bio-terrorism all on his own?\Let's hurry. We still have time.\You'll never walk alone\You'll never walk alone response:	I walk with you
context: This lab is currently used as the control center for the Uka-no-Mitama virus.\I think that's Makishima's target.\He plans to destroy the whole granary?\Does he intend to commit bio-terrorism all on his own?\Let's hurry. We still have time.\You'll never walk alone\You'll never walk alone\I walk with you response:	I walk with you
context: I think that's Makishima's target.\He plans to destroy the whole granary?\Does he intend to commit bio-terrorism all on his own?\Let's hurry. We still have time.\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you response:	I will share all your sins
context: He plans to destroy the whole granary?\Does he intend to commit bio-terrorism all on his own?\Let's hurry. We still have time.\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins response:	I will share all your sins
context: Does he intend to commit bio-terrorism all on his own?\Let's hurry. We still have time.\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins response:	Together with you
context: Let's hurry. We still have time.\You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you response:	Together with you
context: You'll never walk alone\You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you response:	I walk
context: You'll never walk alone\I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk response:	I walk
context: I walk with you\I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk response:	I will stay with you
context: I walk with you\I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk\I will stay with you response:	I will stay with you
context: I will share all your sins\I will share all your sins\Together with you\Together with you\I walk\I walk\I will stay with you\I will stay with you response:	Hold me in your arms
context: I will share all your sins\Together with you\Together with you\I walk\I walk\I will stay with you\I will stay with you\Hold me in your arms response:	Hold me in your arms
context: Together with you\Together with you\I walk\I walk\I will stay with you\I will stay with you\Hold me in your arms\Hold me in your arms response:	Hold me as tight as you can
context: Together with you\I walk\I walk\I will stay with you\I will stay with you\Hold me in your arms\Hold me in your arms\Hold me as tight as you can response:	Hold me as tight as you can
context: I walk\I walk\I will stay with you\I will stay with you\Hold me in your arms\Hold me in your arms\Hold me as tight as you can\Hold me as tight as you can response:	I could wish for anything
context: I walk\I will stay with you\I will stay with you\Hold me in your arms\Hold me in your arms\Hold me as tight as you can\Hold me as tight as you can\I could wish for anything response:	I could wish for anything
context: I will stay with you\I will stay with you\Hold me in your arms\Hold me in your arms\Hold me as tight as you can\Hold me as tight as you can\I could wish for anything\I could wish for anything response:	All alone with you
context: I will stay with you\Hold me in your arms\Hold me in your arms\Hold me as tight as you can\Hold me as tight as you can\I could wish for anything\I could wish for anything\All alone with you response:	All alone with you
context: Hold me in your arms\Hold me in your arms\Hold me as tight as you can\Hold me as tight as you can\I could wish for anything\I could wish for anything\All alone with you\All alone with you response:	Well then... Shall I get started?
context: Hold me in your arms\Hold me as tight as you can\Hold me as tight as you can\I could wish for anything\I could wish for anything\All alone with you\All alone with you\Well then... Shall I get started? response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: Hold me as tight as you can\Hold me as tight as you can\I could wish for anything\I could wish for anything\All alone with you\All alone with you\Well then... Shall I get started?\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: Hold me as tight as you can\I could wish for anything\I could wish for anything\All alone with you\All alone with you\Well then... Shall I get started?\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
context: I could wish for anything\I could wish for anything\All alone with you\All alone with you\Well then... Shall I get started?\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
