context: How do you like it? response:	ULTRA GOKU UNIFORM CENTURION CAVALRY FORMATION
context: I had a wonderful time, meeting you.\Idiot, stop sounding like you're wrapping things up!\Don't cry, Ryuko...\The time comes when a girl outgrows her sailor uniform.\From now on, wear whatever you want.\Clothing that is cuter than I.\You got it... I'll do that.\I'll wear clothes that'll make you jealous! response:	Senketsu!
context: Idiot, stop sounding like you're wrapping things up!\Don't cry, Ryuko...\The time comes when a girl outgrows her sailor uniform.\From now on, wear whatever you want.\Clothing that is cuter than I.\You got it... I'll do that.\I'll wear clothes that'll make you jealous!\Senketsu! response:	Snap out of it!
context: Don't cry, Ryuko...\The time comes when a girl outgrows her sailor uniform.\From now on, wear whatever you want.\Clothing that is cuter than I.\You got it... I'll do that.\I'll wear clothes that'll make you jealous!\Senketsu!\Snap out of it! response:	SNAP OUT OF IT, RYUKO!
context: The time comes when a girl outgrows her sailor uniform.\From now on, wear whatever you want.\Clothing that is cuter than I.\You got it... I'll do that.\I'll wear clothes that'll make you jealous!\Senketsu!\Snap out of it!\SNAP OUT OF IT, RYUKO! response:	RYUKO!
context: From now on, wear whatever you want.\Clothing that is cuter than I.\You got it... I'll do that.\I'll wear clothes that'll make you jealous!\Senketsu!\Snap out of it!\SNAP OUT OF IT, RYUKO!\RYUKO! response:	Ryuko!
context: Clothing that is cuter than I.\You got it... I'll do that.\I'll wear clothes that'll make you jealous!\Senketsu!\Snap out of it!\SNAP OUT OF IT, RYUKO!\RYUKO!\Ryuko! response:	Ryuko!
context: You got it... I'll do that.\I'll wear clothes that'll make you jealous!\Senketsu!\Snap out of it!\SNAP OUT OF IT, RYUKO!\RYUKO!\Ryuko!\Ryuko! response:	Matoi!
context: I'll wear clothes that'll make you jealous!\Senketsu!\Snap out of it!\SNAP OUT OF IT, RYUKO!\RYUKO!\Ryuko!\Ryuko!\Matoi! response:	Ryuko!
context: Senketsu!\Snap out of it!\SNAP OUT OF IT, RYUKO!\RYUKO!\Ryuko!\Ryuko!\Matoi!\Ryuko! response:	Ryuko!
context: Snap out of it!\SNAP OUT OF IT, RYUKO!\RYUKO!\Ryuko!\Ryuko!\Matoi!\Ryuko!\Ryuko! response:	Big Sis!
context: SNAP OUT OF IT, RYUKO!\RYUKO!\Ryuko!\Ryuko!\Matoi!\Ryuko!\Ryuko!\Big Sis! response:	Good to be back... Sister.
context: RYUKO!\Ryuko!\Ryuko!\Matoi!\Ryuko!\Ryuko!\Big Sis!\Good to be back... Sister. response:	What'll happen to the remaining Life Fibers?
context: Ryuko!\Ryuko!\Matoi!\Ryuko!\Ryuko!\Big Sis!\Good to be back... Sister.\What'll happen to the remaining Life Fibers? response:	The same thing as the cloth-form Covers.
context: Ryuko!\Matoi!\Ryuko!\Ryuko!\Big Sis!\Good to be back... Sister.\What'll happen to the remaining Life Fibers?\The same thing as the cloth-form Covers. response:	Once they're decoupled from people,
context: Matoi!\Ryuko!\Ryuko!\Big Sis!\Good to be back... Sister.\What'll happen to the remaining Life Fibers?\The same thing as the cloth-form Covers.\Once they're decoupled from people, response:	they'll lose their energy source and eventually die off on their own.
context: Ryuko!\Ryuko!\Big Sis!\Good to be back... Sister.\What'll happen to the remaining Life Fibers?\The same thing as the cloth-form Covers.\Once they're decoupled from people,\they'll lose their energy source and eventually die off on their own. response:	Nudist Beach's purpose is now complete.
context: Ryuko!\Big Sis!\Good to be back... Sister.\What'll happen to the remaining Life Fibers?\The same thing as the cloth-form Covers.\Once they're decoupled from people,\they'll lose their energy source and eventually die off on their own.\Nudist Beach's purpose is now complete. response:	We can finally get dressed?
context: Big Sis!\Good to be back... Sister.\What'll happen to the remaining Life Fibers?\The same thing as the cloth-form Covers.\Once they're decoupled from people,\they'll lose their energy source and eventually die off on their own.\Nudist Beach's purpose is now complete.\We can finally get dressed? response:	Cleaning up this mess is going to be a lot of work,
context: Good to be back... Sister.\What'll happen to the remaining Life Fibers?\The same thing as the cloth-form Covers.\Once they're decoupled from people,\they'll lose their energy source and eventually die off on their own.\Nudist Beach's purpose is now complete.\We can finally get dressed?\Cleaning up this mess is going to be a lot of work, response:	but that's a job for us adults.
context: What'll happen to the remaining Life Fibers?\The same thing as the cloth-form Covers.\Once they're decoupled from people,\they'll lose their energy source and eventually die off on their own.\Nudist Beach's purpose is now complete.\We can finally get dressed?\Cleaning up this mess is going to be a lot of work,\but that's a job for us adults. response:	Those girls have a date.
context: The same thing as the cloth-form Covers.\Once they're decoupled from people,\they'll lose their energy source and eventually die off on their own.\Nudist Beach's purpose is now complete.\We can finally get dressed?\Cleaning up this mess is going to be a lot of work,\but that's a job for us adults.\Those girls have a date. response:	THE END
context: Once they're decoupled from people,\they'll lose their energy source and eventually die off on their own.\Nudist Beach's purpose is now complete.\We can finally get dressed?\Cleaning up this mess is going to be a lot of work,\but that's a job for us adults.\Those girls have a date.\THE END response:	KILL LA KILL
context: they'll lose their energy source and eventually die off on their own.\Nudist Beach's purpose is now complete.\We can finally get dressed?\Cleaning up this mess is going to be a lot of work,\but that's a job for us adults.\Those girls have a date.\THE END\KILL LA KILL response:	KILL LA KILL
