context: It's finally here. response:	The Okinawa training camp.
context: Which means, it would be difficult to increase the amount of close contact any more than this...\No, that's wrong.\We've overlooked something.\When the fronts of the bodies are in close contact,\there is no reason to match the direction of up and down!\Which means this!\What life-form is that supposed to be?\That's horrible in all kinds of ways! response:	I see...
context: No, that's wrong.\We've overlooked something.\When the fronts of the bodies are in close contact,\there is no reason to match the direction of up and down!\Which means this!\What life-form is that supposed to be?\That's horrible in all kinds of ways!\I see... response:	That greatly increases the number of variations...
context: We've overlooked something.\When the fronts of the bodies are in close contact,\there is no reason to match the direction of up and down!\Which means this!\What life-form is that supposed to be?\That's horrible in all kinds of ways!\I see...\That greatly increases the number of variations... response:	No, it doesn't!
context: When the fronts of the bodies are in close contact,\there is no reason to match the direction of up and down!\Which means this!\What life-form is that supposed to be?\That's horrible in all kinds of ways!\I see...\That greatly increases the number of variations...\No, it doesn't! response:	How acrobatic is this couple, anyway?!
context: there is no reason to match the direction of up and down!\Which means this!\What life-form is that supposed to be?\That's horrible in all kinds of ways!\I see...\That greatly increases the number of variations...\No, it doesn't!\How acrobatic is this couple, anyway?! response:	I've realized something shocking.
context: Which means this!\What life-form is that supposed to be?\That's horrible in all kinds of ways!\I see...\That greatly increases the number of variations...\No, it doesn't!\How acrobatic is this couple, anyway?!\I've realized something shocking. response:	What? What is it?
context: What life-form is that supposed to be?\That's horrible in all kinds of ways!\I see...\That greatly increases the number of variations...\No, it doesn't!\How acrobatic is this couple, anyway?!\I've realized something shocking.\What? What is it? response:	Long ago, when I used to hug a big-chested girl,
context: That's horrible in all kinds of ways!\I see...\That greatly increases the number of variations...\No, it doesn't!\How acrobatic is this couple, anyway?!\I've realized something shocking.\What? What is it?\Long ago, when I used to hug a big-chested girl, response:	I felt a slight distance between us.
context: I see...\That greatly increases the number of variations...\No, it doesn't!\How acrobatic is this couple, anyway?!\I've realized something shocking.\What? What is it?\Long ago, when I used to hug a big-chested girl,\I felt a slight distance between us. response:	With a big chest, when you bring your bodies close, a gap is created,
context: That greatly increases the number of variations...\No, it doesn't!\How acrobatic is this couple, anyway?!\I've realized something shocking.\What? What is it?\Long ago, when I used to hug a big-chested girl,\I felt a slight distance between us.\With a big chest, when you bring your bodies close, a gap is created, response:	and the area of close contact diminishes.
context: No, it doesn't!\How acrobatic is this couple, anyway?!\I've realized something shocking.\What? What is it?\Long ago, when I used to hug a big-chested girl,\I felt a slight distance between us.\With a big chest, when you bring your bodies close, a gap is created,\and the area of close contact diminishes. response:	So then, you mean...
context: How acrobatic is this couple, anyway?!\I've realized something shocking.\What? What is it?\Long ago, when I used to hug a big-chested girl,\I felt a slight distance between us.\With a big chest, when you bring your bodies close, a gap is created,\and the area of close contact diminishes.\So then, you mean... response:	Hugging someone flat-chested increases the amount of close contact?
context: I've realized something shocking.\What? What is it?\Long ago, when I used to hug a big-chested girl,\I felt a slight distance between us.\With a big chest, when you bring your bodies close, a gap is created,\and the area of close contact diminishes.\So then, you mean...\Hugging someone flat-chested increases the amount of close contact? response:	Not at all.
context: What? What is it?\Long ago, when I used to hug a big-chested girl,\I felt a slight distance between us.\With a big chest, when you bring your bodies close, a gap is created,\and the area of close contact diminishes.\So then, you mean...\Hugging someone flat-chested increases the amount of close contact?\Not at all. response:	According to this theory, the greatest amount of close physical contact
context: Long ago, when I used to hug a big-chested girl,\I felt a slight distance between us.\With a big chest, when you bring your bodies close, a gap is created,\and the area of close contact diminishes.\So then, you mean...\Hugging someone flat-chested increases the amount of close contact?\Not at all.\According to this theory, the greatest amount of close physical contact response:	would be when two men hold each other!
context: I felt a slight distance between us.\With a big chest, when you bring your bodies close, a gap is created,\and the area of close contact diminishes.\So then, you mean...\Hugging someone flat-chested increases the amount of close contact?\Not at all.\According to this theory, the greatest amount of close physical contact\would be when two men hold each other! response:	That
context: With a big chest, when you bring your bodies close, a gap is created,\and the area of close contact diminishes.\So then, you mean...\Hugging someone flat-chested increases the amount of close contact?\Not at all.\According to this theory, the greatest amount of close physical contact\would be when two men hold each other!\That response:	That
context: and the area of close contact diminishes.\So then, you mean...\Hugging someone flat-chested increases the amount of close contact?\Not at all.\According to this theory, the greatest amount of close physical contact\would be when two men hold each other!\That\That response:	That's true!
context: So then, you mean...\Hugging someone flat-chested increases the amount of close contact?\Not at all.\According to this theory, the greatest amount of close physical contact\would be when two men hold each other!\That\That\That's true! response:	This is an extremely significant discovery.
context: Hugging someone flat-chested increases the amount of close contact?\Not at all.\According to this theory, the greatest amount of close physical contact\would be when two men hold each other!\That\That\That's true!\This is an extremely significant discovery. response:	We must put it into practice to verify it.
context: Not at all.\According to this theory, the greatest amount of close physical contact\would be when two men hold each other!\That\That\That's true!\This is an extremely significant discovery.\We must put it into practice to verify it. response:	It's true that the reasoning seems correct, but...
context: According to this theory, the greatest amount of close physical contact\would be when two men hold each other!\That\That\That's true!\This is an extremely significant discovery.\We must put it into practice to verify it.\It's true that the reasoning seems correct, but... response:	And we just happen to have two guys here, too. Come on, let's go.
context: would be when two men hold each other!\That\That\That's true!\This is an extremely significant discovery.\We must put it into practice to verify it.\It's true that the reasoning seems correct, but...\And we just happen to have two guys here, too. Come on, let's go. response:	You! It's just that you want us to, right?
context: That\That\That's true!\This is an extremely significant discovery.\We must put it into practice to verify it.\It's true that the reasoning seems correct, but...\And we just happen to have two guys here, too. Come on, let's go.\You! It's just that you want us to, right? response:	Come now. Come on.
context: That\That's true!\This is an extremely significant discovery.\We must put it into practice to verify it.\It's true that the reasoning seems correct, but...\And we just happen to have two guys here, too. Come on, let's go.\You! It's just that you want us to, right?\Come now. Come on. response:	S-S-Stop it!
context: That's true!\This is an extremely significant discovery.\We must put it into practice to verify it.\It's true that the reasoning seems correct, but...\And we just happen to have two guys here, too. Come on, let's go.\You! It's just that you want us to, right?\Come now. Come on.\S-S-Stop it! response:	Somehow, it feels like these people are just enjoying themselves now...
context: This is an extremely significant discovery.\We must put it into practice to verify it.\It's true that the reasoning seems correct, but...\And we just happen to have two guys here, too. Come on, let's go.\You! It's just that you want us to, right?\Come now. Come on.\S-S-Stop it!\Somehow, it feels like these people are just enjoying themselves now... response:	He's taking forever...
context: We must put it into practice to verify it.\It's true that the reasoning seems correct, but...\And we just happen to have two guys here, too. Come on, let's go.\You! It's just that you want us to, right?\Come now. Come on.\S-S-Stop it!\Somehow, it feels like these people are just enjoying themselves now...\He's taking forever... response:	It's the ocean!
context: It's true that the reasoning seems correct, but...\And we just happen to have two guys here, too. Come on, let's go.\You! It's just that you want us to, right?\Come now. Come on.\S-S-Stop it!\Somehow, it feels like these people are just enjoying themselves now...\He's taking forever...\It's the ocean! response:	Torasuke, it's dangerous!
context: And we just happen to have two guys here, too. Come on, let's go.\You! It's just that you want us to, right?\Come now. Come on.\S-S-Stop it!\Somehow, it feels like these people are just enjoying themselves now...\He's taking forever...\It's the ocean!\Torasuke, it's dangerous! response:	Torasuke!
context: You! It's just that you want us to, right?\Come now. Come on.\S-S-Stop it!\Somehow, it feels like these people are just enjoying themselves now...\He's taking forever...\It's the ocean!\Torasuke, it's dangerous!\Torasuke! response:	Torasuke!
context: Come now. Come on.\S-S-Stop it!\Somehow, it feels like these people are just enjoying themselves now...\He's taking forever...\It's the ocean!\Torasuke, it's dangerous!\Torasuke!\Torasuke! response:	You have to be careful at the beach, okay?
context: S-S-Stop it!\Somehow, it feels like these people are just enjoying themselves now...\He's taking forever...\It's the ocean!\Torasuke, it's dangerous!\Torasuke!\Torasuke!\You have to be careful at the beach, okay? response:	They have these things called rip currents.
context: Somehow, it feels like these people are just enjoying themselves now...\He's taking forever...\It's the ocean!\Torasuke, it's dangerous!\Torasuke!\Torasuke!\You have to be careful at the beach, okay?\They have these things called rip currents. response:	Okay.
context: He's taking forever...\It's the ocean!\Torasuke, it's dangerous!\Torasuke!\Torasuke!\You have to be careful at the beach, okay?\They have these things called rip currents.\Okay. response:	Does it hurt, Ena-chan?
context: It's the ocean!\Torasuke, it's dangerous!\Torasuke!\Torasuke!\You have to be careful at the beach, okay?\They have these things called rip currents.\Okay.\Does it hurt, Ena-chan? response:	No. I'm okay.
context: Torasuke, it's dangerous!\Torasuke!\Torasuke!\You have to be careful at the beach, okay?\They have these things called rip currents.\Okay.\Does it hurt, Ena-chan?\No. I'm okay. response:	Don't do that! When it hurts, you have to say so!
context: Torasuke!\Torasuke!\You have to be careful at the beach, okay?\They have these things called rip currents.\Okay.\Does it hurt, Ena-chan?\No. I'm okay.\Don't do that! When it hurts, you have to say so! response:	If anybody tries to do mean things to you, Ena-chan,
context: Torasuke!\You have to be careful at the beach, okay?\They have these things called rip currents.\Okay.\Does it hurt, Ena-chan?\No. I'm okay.\Don't do that! When it hurts, you have to say so!\If anybody tries to do mean things to you, Ena-chan, response:	I'll protect you!
context: You have to be careful at the beach, okay?\They have these things called rip currents.\Okay.\Does it hurt, Ena-chan?\No. I'm okay.\Don't do that! When it hurts, you have to say so!\If anybody tries to do mean things to you, Ena-chan,\I'll protect you! response:	Because I'm a man who lives on love!
context: They have these things called rip currents.\Okay.\Does it hurt, Ena-chan?\No. I'm okay.\Don't do that! When it hurts, you have to say so!\If anybody tries to do mean things to you, Ena-chan,\I'll protect you!\Because I'm a man who lives on love! response:	Okay. Thank you.
context: Okay.\Does it hurt, Ena-chan?\No. I'm okay.\Don't do that! When it hurts, you have to say so!\If anybody tries to do mean things to you, Ena-chan,\I'll protect you!\Because I'm a man who lives on love!\Okay. Thank you. response:	Torasuke!
context: Does it hurt, Ena-chan?\No. I'm okay.\Don't do that! When it hurts, you have to say so!\If anybody tries to do mean things to you, Ena-chan,\I'll protect you!\Because I'm a man who lives on love!\Okay. Thank you.\Torasuke! response:	Ena-chan, I love you!
context: No. I'm okay.\Don't do that! When it hurts, you have to say so!\If anybody tries to do mean things to you, Ena-chan,\I'll protect you!\Because I'm a man who lives on love!\Okay. Thank you.\Torasuke!\Ena-chan, I love you! response:	After saying that, Torasuke went and accidentally peed in the ocean, right?
context: Don't do that! When it hurts, you have to say so!\If anybody tries to do mean things to you, Ena-chan,\I'll protect you!\Because I'm a man who lives on love!\Okay. Thank you.\Torasuke!\Ena-chan, I love you!\After saying that, Torasuke went and accidentally peed in the ocean, right? response:	Ah, memories...
context: If anybody tries to do mean things to you, Ena-chan,\I'll protect you!\Because I'm a man who lives on love!\Okay. Thank you.\Torasuke!\Ena-chan, I love you!\After saying that, Torasuke went and accidentally peed in the ocean, right?\Ah, memories... response:	Stop it!
context: I'll protect you!\Because I'm a man who lives on love!\Okay. Thank you.\Torasuke!\Ena-chan, I love you!\After saying that, Torasuke went and accidentally peed in the ocean, right?\Ah, memories...\Stop it! response:	I don't know anything about such a dark past!
context: Because I'm a man who lives on love!\Okay. Thank you.\Torasuke!\Ena-chan, I love you!\After saying that, Torasuke went and accidentally peed in the ocean, right?\Ah, memories...\Stop it!\I don't know anything about such a dark past! response:	You were such a cute little boy back then,
context: Okay. Thank you.\Torasuke!\Ena-chan, I love you!\After saying that, Torasuke went and accidentally peed in the ocean, right?\Ah, memories...\Stop it!\I don't know anything about such a dark past!\You were such a cute little boy back then, response:	then you went and got uselessly large.
context: Torasuke!\Ena-chan, I love you!\After saying that, Torasuke went and accidentally peed in the ocean, right?\Ah, memories...\Stop it!\I don't know anything about such a dark past!\You were such a cute little boy back then,\then you went and got uselessly large. response:	And you stayed a tiny pipsqueak while your eyes rotted away.
context: Ena-chan, I love you!\After saying that, Torasuke went and accidentally peed in the ocean, right?\Ah, memories...\Stop it!\I don't know anything about such a dark past!\You were such a cute little boy back then,\then you went and got uselessly large.\And you stayed a tiny pipsqueak while your eyes rotted away. response:	You remember a person's disgrace in perfect detail!
context: After saying that, Torasuke went and accidentally peed in the ocean, right?\Ah, memories...\Stop it!\I don't know anything about such a dark past!\You were such a cute little boy back then,\then you went and got uselessly large.\And you stayed a tiny pipsqueak while your eyes rotted away.\You remember a person's disgrace in perfect detail! response:	That's because women remember.
context: Ah, memories...\Stop it!\I don't know anything about such a dark past!\You were such a cute little boy back then,\then you went and got uselessly large.\And you stayed a tiny pipsqueak while your eyes rotted away.\You remember a person's disgrace in perfect detail!\That's because women remember. response:	Coordination between the right and left brain is stronger than in a man's brain.
context: Stop it!\I don't know anything about such a dark past!\You were such a cute little boy back then,\then you went and got uselessly large.\And you stayed a tiny pipsqueak while your eyes rotted away.\You remember a person's disgrace in perfect detail!\That's because women remember.\Coordination between the right and left brain is stronger than in a man's brain. response:	Left Brain
context: I don't know anything about such a dark past!\You were such a cute little boy back then,\then you went and got uselessly large.\And you stayed a tiny pipsqueak while your eyes rotted away.\You remember a person's disgrace in perfect detail!\That's because women remember.\Coordination between the right and left brain is stronger than in a man's brain.\Left Brain response:	Right Brain
context: You were such a cute little boy back then,\then you went and got uselessly large.\And you stayed a tiny pipsqueak while your eyes rotted away.\You remember a person's disgrace in perfect detail!\That's because women remember.\Coordination between the right and left brain is stronger than in a man's brain.\Left Brain\Right Brain response:	It's hard to forget experiences where emotions were involved.
context: then you went and got uselessly large.\And you stayed a tiny pipsqueak while your eyes rotted away.\You remember a person's disgrace in perfect detail!\That's because women remember.\Coordination between the right and left brain is stronger than in a man's brain.\Left Brain\Right Brain\It's hard to forget experiences where emotions were involved. response:	Those times I was in danger and you became a human barrier to protect me,
context: And you stayed a tiny pipsqueak while your eyes rotted away.\You remember a person's disgrace in perfect detail!\That's because women remember.\Coordination between the right and left brain is stronger than in a man's brain.\Left Brain\Right Brain\It's hard to forget experiences where emotions were involved.\Those times I was in danger and you became a human barrier to protect me, response:	I just can't forget them.
context: You remember a person's disgrace in perfect detail!\That's because women remember.\Coordination between the right and left brain is stronger than in a man's brain.\Left Brain\Right Brain\It's hard to forget experiences where emotions were involved.\Those times I was in danger and you became a human barrier to protect me,\I just can't forget them. response:	Those words should be spoken by someone a little more delicate!
context: That's because women remember.\Coordination between the right and left brain is stronger than in a man's brain.\Left Brain\Right Brain\It's hard to forget experiences where emotions were involved.\Those times I was in danger and you became a human barrier to protect me,\I just can't forget them.\Those words should be spoken by someone a little more delicate! response:	Oh. If you're headed to the bathroom, buy some roasted squid on the way back.
context: Coordination between the right and left brain is stronger than in a man's brain.\Left Brain\Right Brain\It's hard to forget experiences where emotions were involved.\Those times I was in danger and you became a human barrier to protect me,\I just can't forget them.\Those words should be spoken by someone a little more delicate!\Oh. If you're headed to the bathroom, buy some roasted squid on the way back. response:	It's that science-type woman from before...
context: Left Brain\Right Brain\It's hard to forget experiences where emotions were involved.\Those times I was in danger and you became a human barrier to protect me,\I just can't forget them.\Those words should be spoken by someone a little more delicate!\Oh. If you're headed to the bathroom, buy some roasted squid on the way back.\It's that science-type woman from before... response:	Why is she in Okinawa?
context: Right Brain\It's hard to forget experiences where emotions were involved.\Those times I was in danger and you became a human barrier to protect me,\I just can't forget them.\Those words should be spoken by someone a little more delicate!\Oh. If you're headed to the bathroom, buy some roasted squid on the way back.\It's that science-type woman from before...\Why is she in Okinawa? response:	What happened?
context: It's hard to forget experiences where emotions were involved.\Those times I was in danger and you became a human barrier to protect me,\I just can't forget them.\Those words should be spoken by someone a little more delicate!\Oh. If you're headed to the bathroom, buy some roasted squid on the way back.\It's that science-type woman from before...\Why is she in Okinawa?\What happened? response:	Both of them were pretty cute.
context: Those times I was in danger and you became a human barrier to protect me,\I just can't forget them.\Those words should be spoken by someone a little more delicate!\Oh. If you're headed to the bathroom, buy some roasted squid on the way back.\It's that science-type woman from before...\Why is she in Okinawa?\What happened?\Both of them were pretty cute. response:	What's up? You get dumped, Yuuichi-kun?
context: I just can't forget them.\Those words should be spoken by someone a little more delicate!\Oh. If you're headed to the bathroom, buy some roasted squid on the way back.\It's that science-type woman from before...\Why is she in Okinawa?\What happened?\Both of them were pretty cute.\What's up? You get dumped, Yuuichi-kun? response:	No, moron.
context: Those words should be spoken by someone a little more delicate!\Oh. If you're headed to the bathroom, buy some roasted squid on the way back.\It's that science-type woman from before...\Why is she in Okinawa?\What happened?\Both of them were pretty cute.\What's up? You get dumped, Yuuichi-kun?\No, moron. response:	When I saw her face, she just wasn't my type.
context: Oh. If you're headed to the bathroom, buy some roasted squid on the way back.\It's that science-type woman from before...\Why is she in Okinawa?\What happened?\Both of them were pretty cute.\What's up? You get dumped, Yuuichi-kun?\No, moron.\When I saw her face, she just wasn't my type. response:	You move too slow.
context: It's that science-type woman from before...\Why is she in Okinawa?\What happened?\Both of them were pretty cute.\What's up? You get dumped, Yuuichi-kun?\No, moron.\When I saw her face, she just wasn't my type.\You move too slow. response:	Hurry up and go grab a girl or two.
context: Why is she in Okinawa?\What happened?\Both of them were pretty cute.\What's up? You get dumped, Yuuichi-kun?\No, moron.\When I saw her face, she just wasn't my type.\You move too slow.\Hurry up and go grab a girl or two. response:	I will.
context: What happened?\Both of them were pretty cute.\What's up? You get dumped, Yuuichi-kun?\No, moron.\When I saw her face, she just wasn't my type.\You move too slow.\Hurry up and go grab a girl or two.\I will. response:	Next, I'm trying that one.
context: Both of them were pretty cute.\What's up? You get dumped, Yuuichi-kun?\No, moron.\When I saw her face, she just wasn't my type.\You move too slow.\Hurry up and go grab a girl or two.\I will.\Next, I'm trying that one. response:	Huh...
context: What's up? You get dumped, Yuuichi-kun?\No, moron.\When I saw her face, she just wasn't my type.\You move too slow.\Hurry up and go grab a girl or two.\I will.\Next, I'm trying that one.\Huh... response:	Small, but not bad at all.
context: No, moron.\When I saw her face, she just wasn't my type.\You move too slow.\Hurry up and go grab a girl or two.\I will.\Next, I'm trying that one.\Huh...\Small, but not bad at all. response:	Right?
context: When I saw her face, she just wasn't my type.\You move too slow.\Hurry up and go grab a girl or two.\I will.\Next, I'm trying that one.\Huh...\Small, but not bad at all.\Right? response:	Seems like you could get a lot of play out of that one, right?
context: You move too slow.\Hurry up and go grab a girl or two.\I will.\Next, I'm trying that one.\Huh...\Small, but not bad at all.\Right?\Seems like you could get a lot of play out of that one, right? response:	Honestly. That little pipsqueak...
context: Hurry up and go grab a girl or two.\I will.\Next, I'm trying that one.\Huh...\Small, but not bad at all.\Right?\Seems like you could get a lot of play out of that one, right?\Honestly. That little pipsqueak... response:	Roasted squid is stupid expensive!
context: I will.\Next, I'm trying that one.\Huh...\Small, but not bad at all.\Right?\Seems like you could get a lot of play out of that one, right?\Honestly. That little pipsqueak...\Roasted squid is stupid expensive! response:	Huh?
context: Next, I'm trying that one.\Huh...\Small, but not bad at all.\Right?\Seems like you could get a lot of play out of that one, right?\Honestly. That little pipsqueak...\Roasted squid is stupid expensive!\Huh? response:	That Ibarada, it's weird but doesn't it look they're ganging up on her?
context: Huh...\Small, but not bad at all.\Right?\Seems like you could get a lot of play out of that one, right?\Honestly. That little pipsqueak...\Roasted squid is stupid expensive!\Huh?\That Ibarada, it's weird but doesn't it look they're ganging up on her? response:	That woman? There's no way!
context: Small, but not bad at all.\Right?\Seems like you could get a lot of play out of that one, right?\Honestly. That little pipsqueak...\Roasted squid is stupid expensive!\Huh?\That Ibarada, it's weird but doesn't it look they're ganging up on her?\That woman? There's no way! response:	She's gotta be making it look like they're ganging up on her. It's a trap.
context: Right?\Seems like you could get a lot of play out of that one, right?\Honestly. That little pipsqueak...\Roasted squid is stupid expensive!\Huh?\That Ibarada, it's weird but doesn't it look they're ganging up on her?\That woman? There's no way!\She's gotta be making it look like they're ganging up on her. It's a trap. response:	Yukimura-senpai said so before, didn't he?
context: Seems like you could get a lot of play out of that one, right?\Honestly. That little pipsqueak...\Roasted squid is stupid expensive!\Huh?\That Ibarada, it's weird but doesn't it look they're ganging up on her?\That woman? There's no way!\She's gotta be making it look like they're ganging up on her. It's a trap.\Yukimura-senpai said so before, didn't he? response:	I'm sure you've heard the story of Schrodinger's cat.
context: Honestly. That little pipsqueak...\Roasted squid is stupid expensive!\Huh?\That Ibarada, it's weird but doesn't it look they're ganging up on her?\That woman? There's no way!\She's gotta be making it look like they're ganging up on her. It's a trap.\Yukimura-senpai said so before, didn't he?\I'm sure you've heard the story of Schrodinger's cat. response:	Falsehood
context: Roasted squid is stupid expensive!\Huh?\That Ibarada, it's weird but doesn't it look they're ganging up on her?\That woman? There's no way!\She's gotta be making it look like they're ganging up on her. It's a trap.\Yukimura-senpai said so before, didn't he?\I'm sure you've heard the story of Schrodinger's cat.\Falsehood response:	Truth
context: Huh?\That Ibarada, it's weird but doesn't it look they're ganging up on her?\That woman? There's no way!\She's gotta be making it look like they're ganging up on her. It's a trap.\Yukimura-senpai said so before, didn't he?\I'm sure you've heard the story of Schrodinger's cat.\Falsehood\Truth response:	Cubit
context: That Ibarada, it's weird but doesn't it look they're ganging up on her?\That woman? There's no way!\She's gotta be making it look like they're ganging up on her. It's a trap.\Yukimura-senpai said so before, didn't he?\I'm sure you've heard the story of Schrodinger's cat.\Falsehood\Truth\Cubit response:	In quantum physics, a thing can be in two states at the same time.
context: That woman? There's no way!\She's gotta be making it look like they're ganging up on her. It's a trap.\Yukimura-senpai said so before, didn't he?\I'm sure you've heard the story of Schrodinger's cat.\Falsehood\Truth\Cubit\In quantum physics, a thing can be in two states at the same time. response:	Which means that right now, she's getting ganged up on for real,
context: She's gotta be making it look like they're ganging up on her. It's a trap.\Yukimura-senpai said so before, didn't he?\I'm sure you've heard the story of Schrodinger's cat.\Falsehood\Truth\Cubit\In quantum physics, a thing can be in two states at the same time.\Which means that right now, she's getting ganged up on for real, response:	and she's just talking peacefully, are the two states,
context: Yukimura-senpai said so before, didn't he?\I'm sure you've heard the story of Schrodinger's cat.\Falsehood\Truth\Cubit\In quantum physics, a thing can be in two states at the same time.\Which means that right now, she's getting ganged up on for real,\and she's just talking peacefully, are the two states, response:	and it's not clear which she's in...
context: I'm sure you've heard the story of Schrodinger's cat.\Falsehood\Truth\Cubit\In quantum physics, a thing can be in two states at the same time.\Which means that right now, she's getting ganged up on for real,\and she's just talking peacefully, are the two states,\and it's not clear which she's in... response:	If I observe, it'll become clear which it is!
context: Falsehood\Truth\Cubit\In quantum physics, a thing can be in two states at the same time.\Which means that right now, she's getting ganged up on for real,\and she's just talking peacefully, are the two states,\and it's not clear which she's in...\If I observe, it'll become clear which it is! response:	My prediction is that she's actually
context: Truth\Cubit\In quantum physics, a thing can be in two states at the same time.\Which means that right now, she's getting ganged up on for real,\and she's just talking peacefully, are the two states,\and it's not clear which she's in...\If I observe, it'll become clear which it is!\My prediction is that she's actually response:	just having fun talking about Pakemon Do, or something...
context: Cubit\In quantum physics, a thing can be in two states at the same time.\Which means that right now, she's getting ganged up on for real,\and she's just talking peacefully, are the two states,\and it's not clear which she's in...\If I observe, it'll become clear which it is!\My prediction is that she's actually\just having fun talking about Pakemon Do, or something... response:	I just know that's gonna be the punchli
context: In quantum physics, a thing can be in two states at the same time.\Which means that right now, she's getting ganged up on for real,\and she's just talking peacefully, are the two states,\and it's not clear which she's in...\If I observe, it'll become clear which it is!\My prediction is that she's actually\just having fun talking about Pakemon Do, or something...\I just know that's gonna be the punchli response:	'Sup?
context: Which means that right now, she's getting ganged up on for real,\and she's just talking peacefully, are the two states,\and it's not clear which she's in...\If I observe, it'll become clear which it is!\My prediction is that she's actually\just having fun talking about Pakemon Do, or something...\I just know that's gonna be the punchli\'Sup? response:	And who are you?
context: and she's just talking peacefully, are the two states,\and it's not clear which she's in...\If I observe, it'll become clear which it is!\My prediction is that she's actually\just having fun talking about Pakemon Do, or something...\I just know that's gonna be the punchli\'Sup?\And who are you? response:	Well, I'm not really doing this because I want to...
context: and it's not clear which she's in...\If I observe, it'll become clear which it is!\My prediction is that she's actually\just having fun talking about Pakemon Do, or something...\I just know that's gonna be the punchli\'Sup?\And who are you?\Well, I'm not really doing this because I want to... response:	But, I am a man who lives on love, so...
context: If I observe, it'll become clear which it is!\My prediction is that she's actually\just having fun talking about Pakemon Do, or something...\I just know that's gonna be the punchli\'Sup?\And who are you?\Well, I'm not really doing this because I want to...\But, I am a man who lives on love, so... response:	Sorry, but...
context: My prediction is that she's actually\just having fun talking about Pakemon Do, or something...\I just know that's gonna be the punchli\'Sup?\And who are you?\Well, I'm not really doing this because I want to...\But, I am a man who lives on love, so...\Sorry, but... response:	this pipsqueak here,
context: just having fun talking about Pakemon Do, or something...\I just know that's gonna be the punchli\'Sup?\And who are you?\Well, I'm not really doing this because I want to...\But, I am a man who lives on love, so...\Sorry, but...\this pipsqueak here, response:	don't you touch her.
context: I just know that's gonna be the punchli\'Sup?\And who are you?\Well, I'm not really doing this because I want to...\But, I am a man who lives on love, so...\Sorry, but...\this pipsqueak here,\don't you touch her. response:	Torasuke, it's not like they did anything to me...
context: 'Sup?\And who are you?\Well, I'm not really doing this because I want to...\But, I am a man who lives on love, so...\Sorry, but...\this pipsqueak here,\don't you touch her.\Torasuke, it's not like they did anything to me... response:	That's right!
context: And who are you?\Well, I'm not really doing this because I want to...\But, I am a man who lives on love, so...\Sorry, but...\this pipsqueak here,\don't you touch her.\Torasuke, it's not like they did anything to me...\That's right! response:	We were just playing PakeDo!
context: Well, I'm not really doing this because I want to...\But, I am a man who lives on love, so...\Sorry, but...\this pipsqueak here,\don't you touch her.\Torasuke, it's not like they did anything to me...\That's right!\We were just playing PakeDo! response:	You gotta be kidding me! Schrodinger!
context: But, I am a man who lives on love, so...\Sorry, but...\this pipsqueak here,\don't you touch her.\Torasuke, it's not like they did anything to me...\That's right!\We were just playing PakeDo!\You gotta be kidding me! Schrodinger! response:	I misunderstood! I'm so sorry!
context: Sorry, but...\this pipsqueak here,\don't you touch her.\Torasuke, it's not like they did anything to me...\That's right!\We were just playing PakeDo!\You gotta be kidding me! Schrodinger!\I misunderstood! I'm so sorry! response:	Not at all. We're sorry, too.
context: this pipsqueak here,\don't you touch her.\Torasuke, it's not like they did anything to me...\That's right!\We were just playing PakeDo!\You gotta be kidding me! Schrodinger!\I misunderstood! I'm so sorry!\Not at all. We're sorry, too. response:	Yuuichi-kun always grabs girls' arms...
context: don't you touch her.\Torasuke, it's not like they did anything to me...\That's right!\We were just playing PakeDo!\You gotta be kidding me! Schrodinger!\I misunderstood! I'm so sorry!\Not at all. We're sorry, too.\Yuuichi-kun always grabs girls' arms... response:	That's right. Can't be helped. We are talking about Yuuichi-kun here.
context: Torasuke, it's not like they did anything to me...\That's right!\We were just playing PakeDo!\You gotta be kidding me! Schrodinger!\I misunderstood! I'm so sorry!\Not at all. We're sorry, too.\Yuuichi-kun always grabs girls' arms...\That's right. Can't be helped. We are talking about Yuuichi-kun here. response:	This pipsqueak here, don't you touch her.
context: That's right!\We were just playing PakeDo!\You gotta be kidding me! Schrodinger!\I misunderstood! I'm so sorry!\Not at all. We're sorry, too.\Yuuichi-kun always grabs girls' arms...\That's right. Can't be helped. We are talking about Yuuichi-kun here.\This pipsqueak here, don't you touch her. response:	That's so cool! Super cool!
context: We were just playing PakeDo!\You gotta be kidding me! Schrodinger!\I misunderstood! I'm so sorry!\Not at all. We're sorry, too.\Yuuichi-kun always grabs girls' arms...\That's right. Can't be helped. We are talking about Yuuichi-kun here.\This pipsqueak here, don't you touch her.\That's so cool! Super cool! response:	Shut up!
context: You gotta be kidding me! Schrodinger!\I misunderstood! I'm so sorry!\Not at all. We're sorry, too.\Yuuichi-kun always grabs girls' arms...\That's right. Can't be helped. We are talking about Yuuichi-kun here.\This pipsqueak here, don't you touch her.\That's so cool! Super cool!\Shut up! response:	Just like you said so long ago,
context: I misunderstood! I'm so sorry!\Not at all. We're sorry, too.\Yuuichi-kun always grabs girls' arms...\That's right. Can't be helped. We are talking about Yuuichi-kun here.\This pipsqueak here, don't you touch her.\That's so cool! Super cool!\Shut up!\Just like you said so long ago, response:	you really did protect me.
