context: Regarding the Hayase laboratory... response:	We have identified a researcher we believe was involved in his core research.
context: No, no, no, no, no, no way!\I came back by myself?!\It must have something to do with the system overload.\At this rate, Waka will...\Don't worry, Shun!\If she just turns the dial on the armillary compass, she can come back here!\I see.\And Waka knows that, right? response:	Are you here for a cake?
context: I came back by myself?!\It must have something to do with the system overload.\At this rate, Waka will...\Don't worry, Shun!\If she just turns the dial on the armillary compass, she can come back here!\I see.\And Waka knows that, right?\Are you here for a cake? response:	Mari! Mari!
context: It must have something to do with the system overload.\At this rate, Waka will...\Don't worry, Shun!\If she just turns the dial on the armillary compass, she can come back here!\I see.\And Waka knows that, right?\Are you here for a cake?\Mari! Mari! response:	Waka!
context: At this rate, Waka will...\Don't worry, Shun!\If she just turns the dial on the armillary compass, she can come back here!\I see.\And Waka knows that, right?\Are you here for a cake?\Mari! Mari!\Waka! response:	Where did Mari go?
context: Don't worry, Shun!\If she just turns the dial on the armillary compass, she can come back here!\I see.\And Waka knows that, right?\Are you here for a cake?\Mari! Mari!\Waka!\Where did Mari go? response:	She went back... by herself.
context: If she just turns the dial on the armillary compass, she can come back here!\I see.\And Waka knows that, right?\Are you here for a cake?\Mari! Mari!\Waka!\Where did Mari go?\She went back... by herself. response:	Huh? Went back?
context: I see.\And Waka knows that, right?\Are you here for a cake?\Mari! Mari!\Waka!\Where did Mari go?\She went back... by herself.\Huh? Went back? response:	It can't be.
context: And Waka knows that, right?\Are you here for a cake?\Mari! Mari!\Waka!\Where did Mari go?\She went back... by herself.\Huh? Went back?\It can't be. response:	I don't like this! Help me!
context: Are you here for a cake?\Mari! Mari!\Waka!\Where did Mari go?\She went back... by herself.\Huh? Went back?\It can't be.\I don't like this! Help me! response:	Brother!
context: Mari! Mari!\Waka!\Where did Mari go?\She went back... by herself.\Huh? Went back?\It can't be.\I don't like this! Help me!\Brother! response:	Mari!
context: Waka!\Where did Mari go?\She went back... by herself.\Huh? Went back?\It can't be.\I don't like this! Help me!\Brother!\Mari! response:	Faraday's Resolve Mari!
context: Where did Mari go?\She went back... by herself.\Huh? Went back?\It can't be.\I don't like this! Help me!\Brother!\Mari!\Faraday's Resolve Mari! response:	Faraday's Resolve
context: She went back... by herself.\Huh? Went back?\It can't be.\I don't like this! Help me!\Brother!\Mari!\Faraday's Resolve Mari!\Faraday's Resolve response:	Mari and Waka's Quick Science
context: Huh? Went back?\It can't be.\I don't like this! Help me!\Brother!\Mari!\Faraday's Resolve Mari!\Faraday's Resolve\Mari and Waka's Quick Science response:	Mari and Waka's Quick Science Mari and Waka's Quick Science!
context: It can't be.\I don't like this! Help me!\Brother!\Mari!\Faraday's Resolve Mari!\Faraday's Resolve\Mari and Waka's Quick Science\Mari and Waka's Quick Science Mari and Waka's Quick Science! response:	Mari and Waka's Quick Science!
context: I don't like this! Help me!\Brother!\Mari!\Faraday's Resolve Mari!\Faraday's Resolve\Mari and Waka's Quick Science\Mari and Waka's Quick Science Mari and Waka's Quick Science!\Mari and Waka's Quick Science! response:	You got to see a real Faraday Motor? I'm so envious!
context: Brother!\Mari!\Faraday's Resolve Mari!\Faraday's Resolve\Mari and Waka's Quick Science\Mari and Waka's Quick Science Mari and Waka's Quick Science!\Mari and Waka's Quick Science!\You got to see a real Faraday Motor? I'm so envious! response:	Huh? That's a motor?
context: Mari!\Faraday's Resolve Mari!\Faraday's Resolve\Mari and Waka's Quick Science\Mari and Waka's Quick Science Mari and Waka's Quick Science!\Mari and Waka's Quick Science!\You got to see a real Faraday Motor? I'm so envious!\Huh? That's a motor? response:	It's true that electricity made it spin, but...
context: Faraday's Resolve Mari!\Faraday's Resolve\Mari and Waka's Quick Science\Mari and Waka's Quick Science Mari and Waka's Quick Science!\Mari and Waka's Quick Science!\You got to see a real Faraday Motor? I'm so envious!\Huh? That's a motor?\It's true that electricity made it spin, but... response:	Magnetic field Electric current Mercury Battery Power It's true that electricity made it spin, but...
context: Faraday's Resolve\Mari and Waka's Quick Science\Mari and Waka's Quick Science Mari and Waka's Quick Science!\Mari and Waka's Quick Science!\You got to see a real Faraday Motor? I'm so envious!\Huh? That's a motor?\It's true that electricity made it spin, but...\Magnetic field Electric current Mercury Battery Power It's true that electricity made it spin, but... response:	Magnetic field Electric current Mercury Battery Power A Faraday Motor uses the relationship between electric current and magnetic field
context: Mari and Waka's Quick Science\Mari and Waka's Quick Science Mari and Waka's Quick Science!\Mari and Waka's Quick Science!\You got to see a real Faraday Motor? I'm so envious!\Huh? That's a motor?\It's true that electricity made it spin, but...\Magnetic field Electric current Mercury Battery Power It's true that electricity made it spin, but...\Magnetic field Electric current Mercury Battery Power A Faraday Motor uses the relationship between electric current and magnetic field response:	Magnetic field Electric current Mercury Battery Power to generate power in a certain direction.
context: Mari and Waka's Quick Science Mari and Waka's Quick Science!\Mari and Waka's Quick Science!\You got to see a real Faraday Motor? I'm so envious!\Huh? That's a motor?\It's true that electricity made it spin, but...\Magnetic field Electric current Mercury Battery Power It's true that electricity made it spin, but...\Magnetic field Electric current Mercury Battery Power A Faraday Motor uses the relationship between electric current and magnetic field\Magnetic field Electric current Mercury Battery Power to generate power in a certain direction. response:	Magnetic field Electric current Mercury Battery Power What kind of power?
context: Mari and Waka's Quick Science!\You got to see a real Faraday Motor? I'm so envious!\Huh? That's a motor?\It's true that electricity made it spin, but...\Magnetic field Electric current Mercury Battery Power It's true that electricity made it spin, but...\Magnetic field Electric current Mercury Battery Power A Faraday Motor uses the relationship between electric current and magnetic field\Magnetic field Electric current Mercury Battery Power to generate power in a certain direction.\Magnetic field Electric current Mercury Battery Power What kind of power? response:	Magnetic field Electric current Mercury Battery Power Have you ever heard of a man named Fleming?
context: You got to see a real Faraday Motor? I'm so envious!\Huh? That's a motor?\It's true that electricity made it spin, but...\Magnetic field Electric current Mercury Battery Power It's true that electricity made it spin, but...\Magnetic field Electric current Mercury Battery Power A Faraday Motor uses the relationship between electric current and magnetic field\Magnetic field Electric current Mercury Battery Power to generate power in a certain direction.\Magnetic field Electric current Mercury Battery Power What kind of power?\Magnetic field Electric current Mercury Battery Power Have you ever heard of a man named Fleming? response:	Magnetic field Electric current Mercury Battery Power I know that one!
context: Huh? That's a motor?\It's true that electricity made it spin, but...\Magnetic field Electric current Mercury Battery Power It's true that electricity made it spin, but...\Magnetic field Electric current Mercury Battery Power A Faraday Motor uses the relationship between electric current and magnetic field\Magnetic field Electric current Mercury Battery Power to generate power in a certain direction.\Magnetic field Electric current Mercury Battery Power What kind of power?\Magnetic field Electric current Mercury Battery Power Have you ever heard of a man named Fleming?\Magnetic field Electric current Mercury Battery Power I know that one! response:	Magnetic field Electric current Mercury Battery Power Fleming's left-hand rule, right?
context: It's true that electricity made it spin, but...\Magnetic field Electric current Mercury Battery Power It's true that electricity made it spin, but...\Magnetic field Electric current Mercury Battery Power A Faraday Motor uses the relationship between electric current and magnetic field\Magnetic field Electric current Mercury Battery Power to generate power in a certain direction.\Magnetic field Electric current Mercury Battery Power What kind of power?\Magnetic field Electric current Mercury Battery Power Have you ever heard of a man named Fleming?\Magnetic field Electric current Mercury Battery Power I know that one!\Magnetic field Electric current Mercury Battery Power Fleming's left-hand rule, right? response:	Fleming's left-hand rule Power Magnetic Field Electric current Fleming's left-hand rule, right?
context: Magnetic field Electric current Mercury Battery Power It's true that electricity made it spin, but...\Magnetic field Electric current Mercury Battery Power A Faraday Motor uses the relationship between electric current and magnetic field\Magnetic field Electric current Mercury Battery Power to generate power in a certain direction.\Magnetic field Electric current Mercury Battery Power What kind of power?\Magnetic field Electric current Mercury Battery Power Have you ever heard of a man named Fleming?\Magnetic field Electric current Mercury Battery Power I know that one!\Magnetic field Electric current Mercury Battery Power Fleming's left-hand rule, right?\Fleming's left-hand rule Power Magnetic Field Electric current Fleming's left-hand rule, right? response:	Fleming's left-hand rule Power Magnetic Field Electric current Fleming gave us an easy way to understand the movement created by the relationship
context: Magnetic field Electric current Mercury Battery Power A Faraday Motor uses the relationship between electric current and magnetic field\Magnetic field Electric current Mercury Battery Power to generate power in a certain direction.\Magnetic field Electric current Mercury Battery Power What kind of power?\Magnetic field Electric current Mercury Battery Power Have you ever heard of a man named Fleming?\Magnetic field Electric current Mercury Battery Power I know that one!\Magnetic field Electric current Mercury Battery Power Fleming's left-hand rule, right?\Fleming's left-hand rule Power Magnetic Field Electric current Fleming's left-hand rule, right?\Fleming's left-hand rule Power Magnetic Field Electric current Fleming gave us an easy way to understand the movement created by the relationship response:	Fleming's left-hand rule Power Magnetic Field Electric current between electric current and the magnetic field.
context: Magnetic field Electric current Mercury Battery Power to generate power in a certain direction.\Magnetic field Electric current Mercury Battery Power What kind of power?\Magnetic field Electric current Mercury Battery Power Have you ever heard of a man named Fleming?\Magnetic field Electric current Mercury Battery Power I know that one!\Magnetic field Electric current Mercury Battery Power Fleming's left-hand rule, right?\Fleming's left-hand rule Power Magnetic Field Electric current Fleming's left-hand rule, right?\Fleming's left-hand rule Power Magnetic Field Electric current Fleming gave us an easy way to understand the movement created by the relationship\Fleming's left-hand rule Power Magnetic Field Electric current between electric current and the magnetic field. response:	Fleming's left-hand rule Power Magnetic Field Electric current
context: Magnetic field Electric current Mercury Battery Power What kind of power?\Magnetic field Electric current Mercury Battery Power Have you ever heard of a man named Fleming?\Magnetic field Electric current Mercury Battery Power I know that one!\Magnetic field Electric current Mercury Battery Power Fleming's left-hand rule, right?\Fleming's left-hand rule Power Magnetic Field Electric current Fleming's left-hand rule, right?\Fleming's left-hand rule Power Magnetic Field Electric current Fleming gave us an easy way to understand the movement created by the relationship\Fleming's left-hand rule Power Magnetic Field Electric current between electric current and the magnetic field.\Fleming's left-hand rule Power Magnetic Field Electric current response:	What's that?
context: Magnetic field Electric current Mercury Battery Power Have you ever heard of a man named Fleming?\Magnetic field Electric current Mercury Battery Power I know that one!\Magnetic field Electric current Mercury Battery Power Fleming's left-hand rule, right?\Fleming's left-hand rule Power Magnetic Field Electric current Fleming's left-hand rule, right?\Fleming's left-hand rule Power Magnetic Field Electric current Fleming gave us an easy way to understand the movement created by the relationship\Fleming's left-hand rule Power Magnetic Field Electric current between electric current and the magnetic field.\Fleming's left-hand rule Power Magnetic Field Electric current\What's that? response:	Place a magnet between two long metal rods.
context: Magnetic field Electric current Mercury Battery Power I know that one!\Magnetic field Electric current Mercury Battery Power Fleming's left-hand rule, right?\Fleming's left-hand rule Power Magnetic Field Electric current Fleming's left-hand rule, right?\Fleming's left-hand rule Power Magnetic Field Electric current Fleming gave us an easy way to understand the movement created by the relationship\Fleming's left-hand rule Power Magnetic Field Electric current between electric current and the magnetic field.\Fleming's left-hand rule Power Magnetic Field Electric current\What's that?\Place a magnet between two long metal rods. response:	Then place a short metal rod on top and run electricity through them...
context: Magnetic field Electric current Mercury Battery Power Fleming's left-hand rule, right?\Fleming's left-hand rule Power Magnetic Field Electric current Fleming's left-hand rule, right?\Fleming's left-hand rule Power Magnetic Field Electric current Fleming gave us an easy way to understand the movement created by the relationship\Fleming's left-hand rule Power Magnetic Field Electric current between electric current and the magnetic field.\Fleming's left-hand rule Power Magnetic Field Electric current\What's that?\Place a magnet between two long metal rods.\Then place a short metal rod on top and run electricity through them... response:	The rod moved!
context: Fleming's left-hand rule Power Magnetic Field Electric current Fleming's left-hand rule, right?\Fleming's left-hand rule Power Magnetic Field Electric current Fleming gave us an easy way to understand the movement created by the relationship\Fleming's left-hand rule Power Magnetic Field Electric current between electric current and the magnetic field.\Fleming's left-hand rule Power Magnetic Field Electric current\What's that?\Place a magnet between two long metal rods.\Then place a short metal rod on top and run electricity through them...\The rod moved! response:	The electricity is passing through the short rod to the right,
context: Fleming's left-hand rule Power Magnetic Field Electric current Fleming gave us an easy way to understand the movement created by the relationship\Fleming's left-hand rule Power Magnetic Field Electric current between electric current and the magnetic field.\Fleming's left-hand rule Power Magnetic Field Electric current\What's that?\Place a magnet between two long metal rods.\Then place a short metal rod on top and run electricity through them...\The rod moved!\The electricity is passing through the short rod to the right, response:	Electric current The electricity is passing through the short rod to the right,
context: Fleming's left-hand rule Power Magnetic Field Electric current between electric current and the magnetic field.\Fleming's left-hand rule Power Magnetic Field Electric current\What's that?\Place a magnet between two long metal rods.\Then place a short metal rod on top and run electricity through them...\The rod moved!\The electricity is passing through the short rod to the right,\Electric current The electricity is passing through the short rod to the right, response:	Electric current and the magnet's field is pushing upward,
context: Fleming's left-hand rule Power Magnetic Field Electric current\What's that?\Place a magnet between two long metal rods.\Then place a short metal rod on top and run electricity through them...\The rod moved!\The electricity is passing through the short rod to the right,\Electric current The electricity is passing through the short rod to the right,\Electric current and the magnet's field is pushing upward, response:	Electric current Magnetic field and the magnet's field is pushing upward,
context: What's that?\Place a magnet between two long metal rods.\Then place a short metal rod on top and run electricity through them...\The rod moved!\The electricity is passing through the short rod to the right,\Electric current The electricity is passing through the short rod to the right,\Electric current and the magnet's field is pushing upward,\Electric current Magnetic field and the magnet's field is pushing upward, response:	Electric current Magnetic field which produces the power to move the rod forward.
context: Place a magnet between two long metal rods.\Then place a short metal rod on top and run electricity through them...\The rod moved!\The electricity is passing through the short rod to the right,\Electric current The electricity is passing through the short rod to the right,\Electric current and the magnet's field is pushing upward,\Electric current Magnetic field and the magnet's field is pushing upward,\Electric current Magnetic field which produces the power to move the rod forward. response:	Electric current Power Magnetic Field which produces the power to move the rod forward.
context: Then place a short metal rod on top and run electricity through them...\The rod moved!\The electricity is passing through the short rod to the right,\Electric current The electricity is passing through the short rod to the right,\Electric current and the magnet's field is pushing upward,\Electric current Magnetic field and the magnet's field is pushing upward,\Electric current Magnetic field which produces the power to move the rod forward.\Electric current Power Magnetic Field which produces the power to move the rod forward. response:	Electric current Power Magnetic Field Wow!
context: The rod moved!\The electricity is passing through the short rod to the right,\Electric current The electricity is passing through the short rod to the right,\Electric current and the magnet's field is pushing upward,\Electric current Magnetic field and the magnet's field is pushing upward,\Electric current Magnetic field which produces the power to move the rod forward.\Electric current Power Magnetic Field which produces the power to move the rod forward.\Electric current Power Magnetic Field Wow! response:	Electric current Power Magnetic Field Just like Fleming's left-hand rule says!
context: The electricity is passing through the short rod to the right,\Electric current The electricity is passing through the short rod to the right,\Electric current and the magnet's field is pushing upward,\Electric current Magnetic field and the magnet's field is pushing upward,\Electric current Magnetic field which produces the power to move the rod forward.\Electric current Power Magnetic Field which produces the power to move the rod forward.\Electric current Power Magnetic Field Wow!\Electric current Power Magnetic Field Just like Fleming's left-hand rule says! response:	Electric current Power Magnetic Field This setup is used in the motors of many different machines.
context: Electric current The electricity is passing through the short rod to the right,\Electric current and the magnet's field is pushing upward,\Electric current Magnetic field and the magnet's field is pushing upward,\Electric current Magnetic field which produces the power to move the rod forward.\Electric current Power Magnetic Field which produces the power to move the rod forward.\Electric current Power Magnetic Field Wow!\Electric current Power Magnetic Field Just like Fleming's left-hand rule says!\Electric current Power Magnetic Field This setup is used in the motors of many different machines. response:	Electric current Power Magnetic Field And the vehicle that uses it the most is...
context: Electric current and the magnet's field is pushing upward,\Electric current Magnetic field and the magnet's field is pushing upward,\Electric current Magnetic field which produces the power to move the rod forward.\Electric current Power Magnetic Field which produces the power to move the rod forward.\Electric current Power Magnetic Field Wow!\Electric current Power Magnetic Field Just like Fleming's left-hand rule says!\Electric current Power Magnetic Field This setup is used in the motors of many different machines.\Electric current Power Magnetic Field And the vehicle that uses it the most is... response:	And the vehicle that uses it the most is...
context: Electric current Magnetic field and the magnet's field is pushing upward,\Electric current Magnetic field which produces the power to move the rod forward.\Electric current Power Magnetic Field which produces the power to move the rod forward.\Electric current Power Magnetic Field Wow!\Electric current Power Magnetic Field Just like Fleming's left-hand rule says!\Electric current Power Magnetic Field This setup is used in the motors of many different machines.\Electric current Power Magnetic Field And the vehicle that uses it the most is...\And the vehicle that uses it the most is... response:	Yes! A next generation vehicle
context: Electric current Magnetic field which produces the power to move the rod forward.\Electric current Power Magnetic Field which produces the power to move the rod forward.\Electric current Power Magnetic Field Wow!\Electric current Power Magnetic Field Just like Fleming's left-hand rule says!\Electric current Power Magnetic Field This setup is used in the motors of many different machines.\Electric current Power Magnetic Field And the vehicle that uses it the most is...\And the vehicle that uses it the most is...\Yes! A next generation vehicle response:	that moves at over 600 km/h!
context: Electric current Power Magnetic Field which produces the power to move the rod forward.\Electric current Power Magnetic Field Wow!\Electric current Power Magnetic Field Just like Fleming's left-hand rule says!\Electric current Power Magnetic Field This setup is used in the motors of many different machines.\Electric current Power Magnetic Field And the vehicle that uses it the most is...\And the vehicle that uses it the most is...\Yes! A next generation vehicle\that moves at over 600 km/h! response:	It's much faster than high-speed rail!
