context: Good morning! response:	It's 8:15 on November 5th!
context: I didn't even think to look back at myself and what I was doing.\I was a fool.\Being a detective isn't about bringing people down.\It's supposed to be about protecting people.\Kougami...\You decided what was right on your own.\You were able to put justice before your duty.\With a boss like you, I might be able to work as a detective, not just a dog. response:	Thank you very much!
context: I was a fool.\Being a detective isn't about bringing people down.\It's supposed to be about protecting people.\Kougami...\You decided what was right on your own.\You were able to put justice before your duty.\With a boss like you, I might be able to work as a detective, not just a dog.\Thank you very much! response:	You also don't see many Inspectors who'd bow to an Enforcer.
context: Being a detective isn't about bringing people down.\It's supposed to be about protecting people.\Kougami...\You decided what was right on your own.\You were able to put justice before your duty.\With a boss like you, I might be able to work as a detective, not just a dog.\Thank you very much!\You also don't see many Inspectors who'd bow to an Enforcer. response:	If you had time to think about it with a level head,
context: It's supposed to be about protecting people.\Kougami...\You decided what was right on your own.\You were able to put justice before your duty.\With a boss like you, I might be able to work as a detective, not just a dog.\Thank you very much!\You also don't see many Inspectors who'd bow to an Enforcer.\If you had time to think about it with a level head, response:	you would've tried not to shoot her, right?
context: Kougami...\You decided what was right on your own.\You were able to put justice before your duty.\With a boss like you, I might be able to work as a detective, not just a dog.\Thank you very much!\You also don't see many Inspectors who'd bow to an Enforcer.\If you had time to think about it with a level head,\you would've tried not to shoot her, right? response:	I don't know.
context: You decided what was right on your own.\You were able to put justice before your duty.\With a boss like you, I might be able to work as a detective, not just a dog.\Thank you very much!\You also don't see many Inspectors who'd bow to an Enforcer.\If you had time to think about it with a level head,\you would've tried not to shoot her, right?\I don't know. response:	I didn't hesitate at the time.
context: You were able to put justice before your duty.\With a boss like you, I might be able to work as a detective, not just a dog.\Thank you very much!\You also don't see many Inspectors who'd bow to an Enforcer.\If you had time to think about it with a level head,\you would've tried not to shoot her, right?\I don't know.\I didn't hesitate at the time. response:	I thought I'd die if I hesitated.
context: With a boss like you, I might be able to work as a detective, not just a dog.\Thank you very much!\You also don't see many Inspectors who'd bow to an Enforcer.\If you had time to think about it with a level head,\you would've tried not to shoot her, right?\I don't know.\I didn't hesitate at the time.\I thought I'd die if I hesitated. response:	I thought, I don't want to die in a place like this.
context: Thank you very much!\You also don't see many Inspectors who'd bow to an Enforcer.\If you had time to think about it with a level head,\you would've tried not to shoot her, right?\I don't know.\I didn't hesitate at the time.\I thought I'd die if I hesitated.\I thought, I don't want to die in a place like this. response:	I cannot die here, no matter what!
context: You also don't see many Inspectors who'd bow to an Enforcer.\If you had time to think about it with a level head,\you would've tried not to shoot her, right?\I don't know.\I didn't hesitate at the time.\I thought I'd die if I hesitated.\I thought, I don't want to die in a place like this.\I cannot die here, no matter what! response:	That one thought consumed me.
context: If you had time to think about it with a level head,\you would've tried not to shoot her, right?\I don't know.\I didn't hesitate at the time.\I thought I'd die if I hesitated.\I thought, I don't want to die in a place like this.\I cannot die here, no matter what!\That one thought consumed me. response:	I have unfinished business to take care of.
context: you would've tried not to shoot her, right?\I don't know.\I didn't hesitate at the time.\I thought I'd die if I hesitated.\I thought, I don't want to die in a place like this.\I cannot die here, no matter what!\That one thought consumed me.\I have unfinished business to take care of. response:	There's something I have to settle no matter what!
context: I don't know.\I didn't hesitate at the time.\I thought I'd die if I hesitated.\I thought, I don't want to die in a place like this.\I cannot die here, no matter what!\That one thought consumed me.\I have unfinished business to take care of.\There's something I have to settle no matter what! response:	Kougami!
context: I didn't hesitate at the time.\I thought I'd die if I hesitated.\I thought, I don't want to die in a place like this.\I cannot die here, no matter what!\That one thought consumed me.\I have unfinished business to take care of.\There's something I have to settle no matter what!\Kougami! response:	So, you're saying that you made the right decision at the time?
context: I thought I'd die if I hesitated.\I thought, I don't want to die in a place like this.\I cannot die here, no matter what!\That one thought consumed me.\I have unfinished business to take care of.\There's something I have to settle no matter what!\Kougami!\So, you're saying that you made the right decision at the time? response:	Is that your conclusion, Inspector Tsunemori?
context: I thought, I don't want to die in a place like this.\I cannot die here, no matter what!\That one thought consumed me.\I have unfinished business to take care of.\There's something I have to settle no matter what!\Kougami!\So, you're saying that you made the right decision at the time?\Is that your conclusion, Inspector Tsunemori? response:	Yes. Her Crime Coefficient was only temporarily elevated.
context: I cannot die here, no matter what!\That one thought consumed me.\I have unfinished business to take care of.\There's something I have to settle no matter what!\Kougami!\So, you're saying that you made the right decision at the time?\Is that your conclusion, Inspector Tsunemori?\Yes. Her Crime Coefficient was only temporarily elevated. response:	In fact, the therapy she's receiving after being taken into custody is going well,
context: That one thought consumed me.\I have unfinished business to take care of.\There's something I have to settle no matter what!\Kougami!\So, you're saying that you made the right decision at the time?\Is that your conclusion, Inspector Tsunemori?\Yes. Her Crime Coefficient was only temporarily elevated.\In fact, the therapy she's receiving after being taken into custody is going well, response:	and her Psycho-Pass is recovering.
context: I have unfinished business to take care of.\There's something I have to settle no matter what!\Kougami!\So, you're saying that you made the right decision at the time?\Is that your conclusion, Inspector Tsunemori?\Yes. Her Crime Coefficient was only temporarily elevated.\In fact, the therapy she's receiving after being taken into custody is going well,\and her Psycho-Pass is recovering. response:	Kougami, is there anything you want to say?
context: There's something I have to settle no matter what!\Kougami!\So, you're saying that you made the right decision at the time?\Is that your conclusion, Inspector Tsunemori?\Yes. Her Crime Coefficient was only temporarily elevated.\In fact, the therapy she's receiving after being taken into custody is going well,\and her Psycho-Pass is recovering.\Kougami, is there anything you want to say? response:	No. Inspector Tsunemori fulfilled her duty.
context: Kougami!\So, you're saying that you made the right decision at the time?\Is that your conclusion, Inspector Tsunemori?\Yes. Her Crime Coefficient was only temporarily elevated.\In fact, the therapy she's receiving after being taken into custody is going well,\and her Psycho-Pass is recovering.\Kougami, is there anything you want to say?\No. Inspector Tsunemori fulfilled her duty. response:	That is all.
context: So, you're saying that you made the right decision at the time?\Is that your conclusion, Inspector Tsunemori?\Yes. Her Crime Coefficient was only temporarily elevated.\In fact, the therapy she's receiving after being taken into custody is going well,\and her Psycho-Pass is recovering.\Kougami, is there anything you want to say?\No. Inspector Tsunemori fulfilled her duty.\That is all. response:	It seems all fairy tales are dead
context: Is that your conclusion, Inspector Tsunemori?\Yes. Her Crime Coefficient was only temporarily elevated.\In fact, the therapy she's receiving after being taken into custody is going well,\and her Psycho-Pass is recovering.\Kougami, is there anything you want to say?\No. Inspector Tsunemori fulfilled her duty.\That is all.\It seems all fairy tales are dead response:	It seems all fairy tales are dead
context: Yes. Her Crime Coefficient was only temporarily elevated.\In fact, the therapy she's receiving after being taken into custody is going well,\and her Psycho-Pass is recovering.\Kougami, is there anything you want to say?\No. Inspector Tsunemori fulfilled her duty.\That is all.\It seems all fairy tales are dead\It seems all fairy tales are dead response:	In a hospital ward of brick stones
context: In fact, the therapy she's receiving after being taken into custody is going well,\and her Psycho-Pass is recovering.\Kougami, is there anything you want to say?\No. Inspector Tsunemori fulfilled her duty.\That is all.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones response:	my voice is too coarse to sing
context: and her Psycho-Pass is recovering.\Kougami, is there anything you want to say?\No. Inspector Tsunemori fulfilled her duty.\That is all.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing response:	Outside in the foggy haze
context: Kougami, is there anything you want to say?\No. Inspector Tsunemori fulfilled her duty.\That is all.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze response:	a red moon glows
context: No. Inspector Tsunemori fulfilled her duty.\That is all.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows response:	Look at me
context: That is all.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me response:	Do not avert your gaze
context: It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze response:	Behind black bars
context: It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars response:	I was born
context: In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born response:	I wish there were a punishment for evil
context: my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil response:	Always I need you
context: Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you response:	Now, grant us justice
context: a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice response:	before chaos takes us all
context: Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all response:	Pay the price of fate and let us go together,
context: Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together, response:	nameless beasts
context: Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
context: Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
