context: Hey, you! response:	How are All Might's classes?
context: Sorry...\I should be able to go for a little bit at the end.\I'm really sorry!\That's the height of irrationality.\Well, we took precautions just in case...\It can't be helped.\Shall we begin?\Let's see... response:	Before we begin, let me say one thing, or two...
context: I should be able to go for a little bit at the end.\I'm really sorry!\That's the height of irrationality.\Well, we took precautions just in case...\It can't be helped.\Shall we begin?\Let's see...\Before we begin, let me say one thing, or two... response:	three... four... five... six... seven...
context: I'm really sorry!\That's the height of irrationality.\Well, we took precautions just in case...\It can't be helped.\Shall we begin?\Let's see...\Before we begin, let me say one thing, or two...\three... four... five... six... seven... response:	It's increasing...!
context: That's the height of irrationality.\Well, we took precautions just in case...\It can't be helped.\Shall we begin?\Let's see...\Before we begin, let me say one thing, or two...\three... four... five... six... seven...\It's increasing...! response:	Everyone, I am sure you are aware of...
context: Well, we took precautions just in case...\It can't be helped.\Shall we begin?\Let's see...\Before we begin, let me say one thing, or two...\three... four... five... six... seven...\It's increasing...!\Everyone, I am sure you are aware of... response:	I can suck up anything and turn it to dust.
context: It can't be helped.\Shall we begin?\Let's see...\Before we begin, let me say one thing, or two...\three... four... five... six... seven...\It's increasing...!\Everyone, I am sure you are aware of...\I can suck up anything and turn it to dust. response:	You have been able to use that Quirk to save people from all kinds of disasters, right?
context: Shall we begin?\Let's see...\Before we begin, let me say one thing, or two...\three... four... five... six... seven...\It's increasing...!\Everyone, I am sure you are aware of...\I can suck up anything and turn it to dust.\You have been able to use that Quirk to save people from all kinds of disasters, right? response:	Yes.
context: Let's see...\Before we begin, let me say one thing, or two...\three... four... five... six... seven...\It's increasing...!\Everyone, I am sure you are aware of...\I can suck up anything and turn it to dust.\You have been able to use that Quirk to save people from all kinds of disasters, right?\Yes. response:	But it is a power that can kill easily.
context: Before we begin, let me say one thing, or two...\three... four... five... six... seven...\It's increasing...!\Everyone, I am sure you are aware of...\I can suck up anything and turn it to dust.\You have been able to use that Quirk to save people from all kinds of disasters, right?\Yes.\But it is a power that can kill easily. response:	Some of you also have Quirks like that, right?
context: three... four... five... six... seven...\It's increasing...!\Everyone, I am sure you are aware of...\I can suck up anything and turn it to dust.\You have been able to use that Quirk to save people from all kinds of disasters, right?\Yes.\But it is a power that can kill easily.\Some of you also have Quirks like that, right? response:	In a superhuman society, personal Quirks have been certified and stringently regulated,
context: It's increasing...!\Everyone, I am sure you are aware of...\I can suck up anything and turn it to dust.\You have been able to use that Quirk to save people from all kinds of disasters, right?\Yes.\But it is a power that can kill easily.\Some of you also have Quirks like that, right?\In a superhuman society, personal Quirks have been certified and stringently regulated, response:	so that doesn't seem to be a problem at first glance.
context: Everyone, I am sure you are aware of...\I can suck up anything and turn it to dust.\You have been able to use that Quirk to save people from all kinds of disasters, right?\Yes.\But it is a power that can kill easily.\Some of you also have Quirks like that, right?\In a superhuman society, personal Quirks have been certified and stringently regulated,\so that doesn't seem to be a problem at first glance. response:	However, please do not forget...
context: I can suck up anything and turn it to dust.\You have been able to use that Quirk to save people from all kinds of disasters, right?\Yes.\But it is a power that can kill easily.\Some of you also have Quirks like that, right?\In a superhuman society, personal Quirks have been certified and stringently regulated,\so that doesn't seem to be a problem at first glance.\However, please do not forget... response:	With Aizawa's physical fitness test...
context: You have been able to use that Quirk to save people from all kinds of disasters, right?\Yes.\But it is a power that can kill easily.\Some of you also have Quirks like that, right?\In a superhuman society, personal Quirks have been certified and stringently regulated,\so that doesn't seem to be a problem at first glance.\However, please do not forget...\With Aizawa's physical fitness test... response:	And with All Might's person-to-person combat training...
context: Yes.\But it is a power that can kill easily.\Some of you also have Quirks like that, right?\In a superhuman society, personal Quirks have been certified and stringently regulated,\so that doesn't seem to be a problem at first glance.\However, please do not forget...\With Aizawa's physical fitness test...\And with All Might's person-to-person combat training... response:	This class is a fresh start.
context: But it is a power that can kill easily.\Some of you also have Quirks like that, right?\In a superhuman society, personal Quirks have been certified and stringently regulated,\so that doesn't seem to be a problem at first glance.\However, please do not forget...\With Aizawa's physical fitness test...\And with All Might's person-to-person combat training...\This class is a fresh start. response:	You shall learn how to use your Quirks to save people's lives.
context: Some of you also have Quirks like that, right?\In a superhuman society, personal Quirks have been certified and stringently regulated,\so that doesn't seem to be a problem at first glance.\However, please do not forget...\With Aizawa's physical fitness test...\And with All Might's person-to-person combat training...\This class is a fresh start.\You shall learn how to use your Quirks to save people's lives. response:	You do not have powers so you can harm others.
context: In a superhuman society, personal Quirks have been certified and stringently regulated,\so that doesn't seem to be a problem at first glance.\However, please do not forget...\With Aizawa's physical fitness test...\And with All Might's person-to-person combat training...\This class is a fresh start.\You shall learn how to use your Quirks to save people's lives.\You do not have powers so you can harm others. response:	I hope you leave here with the understanding that you have powers in order to help others.
context: so that doesn't seem to be a problem at first glance.\However, please do not forget...\With Aizawa's physical fitness test...\And with All Might's person-to-person combat training...\This class is a fresh start.\You shall learn how to use your Quirks to save people's lives.\You do not have powers so you can harm others.\I hope you leave here with the understanding that you have powers in order to help others. response:	Thirteen's so cool!
context: However, please do not forget...\With Aizawa's physical fitness test...\And with All Might's person-to-person combat training...\This class is a fresh start.\You shall learn how to use your Quirks to save people's lives.\You do not have powers so you can harm others.\I hope you leave here with the understanding that you have powers in order to help others.\Thirteen's so cool! response:	That is all.
context: With Aizawa's physical fitness test...\And with All Might's person-to-person combat training...\This class is a fresh start.\You shall learn how to use your Quirks to save people's lives.\You do not have powers so you can harm others.\I hope you leave here with the understanding that you have powers in order to help others.\Thirteen's so cool!\That is all. response:	Thank you for listening.
context: And with All Might's person-to-person combat training...\This class is a fresh start.\You shall learn how to use your Quirks to save people's lives.\You do not have powers so you can harm others.\I hope you leave here with the understanding that you have powers in order to help others.\Thirteen's so cool!\That is all.\Thank you for listening. response:	That was wonderful!
context: This class is a fresh start.\You shall learn how to use your Quirks to save people's lives.\You do not have powers so you can harm others.\I hope you leave here with the understanding that you have powers in order to help others.\Thirteen's so cool!\That is all.\Thank you for listening.\That was wonderful! response:	Bravo! Bravo!
context: You shall learn how to use your Quirks to save people's lives.\You do not have powers so you can harm others.\I hope you leave here with the understanding that you have powers in order to help others.\Thirteen's so cool!\That is all.\Thank you for listening.\That was wonderful!\Bravo! Bravo! response:	All right then, first
context: You do not have powers so you can harm others.\I hope you leave here with the understanding that you have powers in order to help others.\Thirteen's so cool!\That is all.\Thank you for listening.\That was wonderful!\Bravo! Bravo!\All right then, first response:	Gather together and don't move!
context: I hope you leave here with the understanding that you have powers in order to help others.\Thirteen's so cool!\That is all.\Thank you for listening.\That was wonderful!\Bravo! Bravo!\All right then, first\Gather together and don't move! response:	Thirteen, protect the students!
context: Thirteen's so cool!\That is all.\Thank you for listening.\That was wonderful!\Bravo! Bravo!\All right then, first\Gather together and don't move!\Thirteen, protect the students! response:	What's that?
context: That is all.\Thank you for listening.\That was wonderful!\Bravo! Bravo!\All right then, first\Gather together and don't move!\Thirteen, protect the students!\What's that? response:	Is this like the entrance exam where the lessors already started?
context: Thank you for listening.\That was wonderful!\Bravo! Bravo!\All right then, first\Gather together and don't move!\Thirteen, protect the students!\What's that?\Is this like the entrance exam where the lessors already started? response:	Don't move!
context: That was wonderful!\Bravo! Bravo!\All right then, first\Gather together and don't move!\Thirteen, protect the students!\What's that?\Is this like the entrance exam where the lessors already started?\Don't move! response:	Those are...
context: Bravo! Bravo!\All right then, first\Gather together and don't move!\Thirteen, protect the students!\What's that?\Is this like the entrance exam where the lessors already started?\Don't move!\Those are... response:	And coincidentally,
context: All right then, first\Gather together and don't move!\Thirteen, protect the students!\What's that?\Is this like the entrance exam where the lessors already started?\Don't move!\Those are...\And coincidentally, response:	Asui, the villains have attacked!
context: Gather together and don't move!\Thirteen, protect the students!\What's that?\Is this like the entrance exam where the lessors already started?\Don't move!\Those are...\And coincidentally,\Asui, the villains have attacked! response:	Call me Tsu.
context: Thirteen, protect the students!\What's that?\Is this like the entrance exam where the lessors already started?\Don't move!\Those are...\And coincidentally,\Asui, the villains have attacked!\Call me Tsu. response:	T-T-Tsu...
context: What's that?\Is this like the entrance exam where the lessors already started?\Don't move!\Those are...\And coincidentally,\Asui, the villains have attacked!\Call me Tsu.\T-T-Tsu... response:	N-Next time, Encounter with the Unknown.
context: Is this like the entrance exam where the lessors already started?\Don't move!\Those are...\And coincidentally,\Asui, the villains have attacked!\Call me Tsu.\T-T-Tsu...\N-Next time, Encounter with the Unknown. response:	I know why Mineta's hair is like that now.
context: Don't move!\Those are...\And coincidentally,\Asui, the villains have attacked!\Call me Tsu.\T-T-Tsu...\N-Next time, Encounter with the Unknown.\I know why Mineta's hair is like that now. response:	Go beyond!
context: Those are...\And coincidentally,\Asui, the villains have attacked!\Call me Tsu.\T-T-Tsu...\N-Next time, Encounter with the Unknown.\I know why Mineta's hair is like that now.\Go beyond! response:	Plus Ultra!
context: And coincidentally,\Asui, the villains have attacked!\Call me Tsu.\T-T-Tsu...\N-Next time, Encounter with the Unknown.\I know why Mineta's hair is like that now.\Go beyond!\Plus Ultra! response:	Boku?
context: Asui, the villains have attacked!\Call me Tsu.\T-T-Tsu...\N-Next time, Encounter with the Unknown.\I know why Mineta's hair is like that now.\Go beyond!\Plus Ultra!\Boku? response:	Boku?
context: Call me Tsu.\T-T-Tsu...\N-Next time, Encounter with the Unknown.\I know why Mineta's hair is like that now.\Go beyond!\Plus Ultra!\Boku?\Boku? response:	You usually use ore...
context: T-T-Tsu...\N-Next time, Encounter with the Unknown.\I know why Mineta's hair is like that now.\Go beyond!\Plus Ultra!\Boku?\Boku?\You usually use ore... response:	Wooow!
context: N-Next time, Encounter with the Unknown.\I know why Mineta's hair is like that now.\Go beyond!\Plus Ultra!\Boku?\Boku?\You usually use ore...\Wooow! response:	It looks like USJ!
context: I know why Mineta's hair is like that now.\Go beyond!\Plus Ultra!\Boku?\Boku?\You usually use ore...\Wooow!\It looks like USJ! response:	Universal Studios Japan
context: Go beyond!\Plus Ultra!\Boku?\Boku?\You usually use ore...\Wooow!\It looks like USJ!\Universal Studios Japan response:	Merely?
context: Plus Ultra!\Boku?\Boku?\You usually use ore...\Wooow!\It looks like USJ!\Universal Studios Japan\Merely? response:	Merely?
context: Boku?\Boku?\You usually use ore...\Wooow!\It looks like USJ!\Universal Studios Japan\Merely?\Merely? response:	You don't usually use that word...
context: Boku?\You usually use ore...\Wooow!\It looks like USJ!\Universal Studios Japan\Merely?\Merely?\You don't usually use that word... response:	Wow, it looks like Universal Studios Japan!
context: You usually use ore...\Wooow!\It looks like USJ!\Universal Studios Japan\Merely?\Merely?\You don't usually use that word...\Wow, it looks like Universal Studios Japan! response:	Form two lines by your student numbers in order to make boarding the bus go smoothly!
context: Wooow!\It looks like USJ!\Universal Studios Japan\Merely?\Merely?\You don't usually use that word...\Wow, it looks like Universal Studios Japan!\Form two lines by your student numbers in order to make boarding the bus go smoothly! response:	Plus Ultra!
context: It looks like USJ!\Universal Studios Japan\Merely?\Merely?\You don't usually use that word...\Wow, it looks like Universal Studios Japan!\Form two lines by your student numbers in order to make boarding the bus go smoothly!\Plus Ultra! response:	Episode 9: Yeah, Just Do Your Best, Iida!
context: Universal Studios Japan\Merely?\Merely?\You don't usually use that word...\Wow, it looks like Universal Studios Japan!\Form two lines by your student numbers in order to make boarding the bus go smoothly!\Plus Ultra!\Episode 9: Yeah, Just Do Your Best, Iida! response:	Election Results
context: Merely?\Merely?\You don't usually use that word...\Wow, it looks like Universal Studios Japan!\Form two lines by your student numbers in order to make boarding the bus go smoothly!\Plus Ultra!\Episode 9: Yeah, Just Do Your Best, Iida!\Election Results response:	Midoriya Izuku 3
context: Merely?\You don't usually use that word...\Wow, it looks like Universal Studios Japan!\Form two lines by your student numbers in order to make boarding the bus go smoothly!\Plus Ultra!\Episode 9: Yeah, Just Do Your Best, Iida!\Election Results\Midoriya Izuku 3 response:	Yaoyorozu Momo 2
context: You don't usually use that word...\Wow, it looks like Universal Studios Japan!\Form two lines by your student numbers in order to make boarding the bus go smoothly!\Plus Ultra!\Episode 9: Yeah, Just Do Your Best, Iida!\Election Results\Midoriya Izuku 3\Yaoyorozu Momo 2 response:	LunchRush's Eatery
context: Wow, it looks like Universal Studios Japan!\Form two lines by your student numbers in order to make boarding the bus go smoothly!\Plus Ultra!\Episode 9: Yeah, Just Do Your Best, Iida!\Election Results\Midoriya Izuku 3\Yaoyorozu Momo 2\LunchRush's Eatery response:	Booom
context: Form two lines by your student numbers in order to make boarding the bus go smoothly!\Plus Ultra!\Episode 9: Yeah, Just Do Your Best, Iida!\Election Results\Midoriya Izuku 3\Yaoyorozu Momo 2\LunchRush's Eatery\Booom response:	Smoothly
context: Plus Ultra!\Episode 9: Yeah, Just Do Your Best, Iida!\Election Results\Midoriya Izuku 3\Yaoyorozu Momo 2\LunchRush's Eatery\Booom\Smoothly response:	Smoothly
context: Episode 9: Yeah, Just Do Your Best, Iida!\Election Results\Midoriya Izuku 3\Yaoyorozu Momo 2\LunchRush's Eatery\Booom\Smoothly\Smoothly response:	Smoothly
context: Election Results\Midoriya Izuku 3\Yaoyorozu Momo 2\LunchRush's Eatery\Booom\Smoothly\Smoothly\Smoothly response:	Smoothly
context: Midoriya Izuku 3\Yaoyorozu Momo 2\LunchRush's Eatery\Booom\Smoothly\Smoothly\Smoothly\Smoothly response:	Smoothly
context: Yaoyorozu Momo 2\LunchRush's Eatery\Booom\Smoothly\Smoothly\Smoothly\Smoothly\Smoothly response:	Smoothly
context: LunchRush's Eatery\Booom\Smoothly\Smoothly\Smoothly\Smoothly\Smoothly\Smoothly response:	Next time
context: Booom\Smoothly\Smoothly\Smoothly\Smoothly\Smoothly\Smoothly\Next time response:	Next time: Encounter with the Unknown
