context: Signs response:	Signs
context: Then, I'll try my best.\Just giving you guys store-bought chocolate is rude,\so I'll try to do something nice with it.\Hopefully I can make everyone happy.\Oh, it smells great!\You're going to the shop already?\I'm all healthy now, so it'll be fine.\I need to thank Taiga-chan... response:	Hey...
context: Just giving you guys store-bought chocolate is rude,\so I'll try to do something nice with it.\Hopefully I can make everyone happy.\Oh, it smells great!\You're going to the shop already?\I'm all healthy now, so it'll be fine.\I need to thank Taiga-chan...\Hey... response:	Why did you bring us all here?
context: so I'll try to do something nice with it.\Hopefully I can make everyone happy.\Oh, it smells great!\You're going to the shop already?\I'm all healthy now, so it'll be fine.\I need to thank Taiga-chan...\Hey...\Why did you bring us all here? response:	Today is Valentine's Day,
context: Hopefully I can make everyone happy.\Oh, it smells great!\You're going to the shop already?\I'm all healthy now, so it'll be fine.\I need to thank Taiga-chan...\Hey...\Why did you bring us all here?\Today is Valentine's Day, response:	so I made some chocolate to say thanks.
context: Oh, it smells great!\You're going to the shop already?\I'm all healthy now, so it'll be fine.\I need to thank Taiga-chan...\Hey...\Why did you bring us all here?\Today is Valentine's Day,\so I made some chocolate to say thanks. response:	You made it by yourself?
context: You're going to the shop already?\I'm all healthy now, so it'll be fine.\I need to thank Taiga-chan...\Hey...\Why did you bring us all here?\Today is Valentine's Day,\so I made some chocolate to say thanks.\You made it by yourself? response:	Amazing!
context: I'm all healthy now, so it'll be fine.\I need to thank Taiga-chan...\Hey...\Why did you bring us all here?\Today is Valentine's Day,\so I made some chocolate to say thanks.\You made it by yourself?\Amazing! response:	It'll be such a waste to eat it!
context: I need to thank Taiga-chan...\Hey...\Why did you bring us all here?\Today is Valentine's Day,\so I made some chocolate to say thanks.\You made it by yourself?\Amazing!\It'll be such a waste to eat it! response:	Wasn't that the chocolate you were selling yesterday?
context: Hey...\Why did you bring us all here?\Today is Valentine's Day,\so I made some chocolate to say thanks.\You made it by yourself?\Amazing!\It'll be such a waste to eat it!\Wasn't that the chocolate you were selling yesterday? response:	You're really good at telling lies -
context: Why did you bring us all here?\Today is Valentine's Day,\so I made some chocolate to say thanks.\You made it by yourself?\Amazing!\It'll be such a waste to eat it!\Wasn't that the chocolate you were selling yesterday?\You're really good at telling lies - response:	No!
context: Today is Valentine's Day,\so I made some chocolate to say thanks.\You made it by yourself?\Amazing!\It'll be such a waste to eat it!\Wasn't that the chocolate you were selling yesterday?\You're really good at telling lies -\No! response:	The wrapping was nice so I reused it, but I made everything inside.
context: so I made some chocolate to say thanks.\You made it by yourself?\Amazing!\It'll be such a waste to eat it!\Wasn't that the chocolate you were selling yesterday?\You're really good at telling lies -\No!\The wrapping was nice so I reused it, but I made everything inside. response:	Here, this is for you.
context: You made it by yourself?\Amazing!\It'll be such a waste to eat it!\Wasn't that the chocolate you were selling yesterday?\You're really good at telling lies -\No!\The wrapping was nice so I reused it, but I made everything inside.\Here, this is for you. response:	Thank you for yesterday.
context: Amazing!\It'll be such a waste to eat it!\Wasn't that the chocolate you were selling yesterday?\You're really good at telling lies -\No!\The wrapping was nice so I reused it, but I made everything inside.\Here, this is for you.\Thank you for yesterday. response:	I won't help you with stuff like that anymore.
context: It'll be such a waste to eat it!\Wasn't that the chocolate you were selling yesterday?\You're really good at telling lies -\No!\The wrapping was nice so I reused it, but I made everything inside.\Here, this is for you.\Thank you for yesterday.\I won't help you with stuff like that anymore. response:	Yesterday was an exception.
context: Wasn't that the chocolate you were selling yesterday?\You're really good at telling lies -\No!\The wrapping was nice so I reused it, but I made everything inside.\Here, this is for you.\Thank you for yesterday.\I won't help you with stuff like that anymore.\Yesterday was an exception. response:	Next is Minorin's.
context: You're really good at telling lies -\No!\The wrapping was nice so I reused it, but I made everything inside.\Here, this is for you.\Thank you for yesterday.\I won't help you with stuff like that anymore.\Yesterday was an exception.\Next is Minorin's. response:	I know you went to save me during the field trip.
context: No!\The wrapping was nice so I reused it, but I made everything inside.\Here, this is for you.\Thank you for yesterday.\I won't help you with stuff like that anymore.\Yesterday was an exception.\Next is Minorin's.\I know you went to save me during the field trip. response:	Thank you.
context: The wrapping was nice so I reused it, but I made everything inside.\Here, this is for you.\Thank you for yesterday.\I won't help you with stuff like that anymore.\Yesterday was an exception.\Next is Minorin's.\I know you went to save me during the field trip.\Thank you. response:	You don't need to be so formal...
context: Here, this is for you.\Thank you for yesterday.\I won't help you with stuff like that anymore.\Yesterday was an exception.\Next is Minorin's.\I know you went to save me during the field trip.\Thank you.\You don't need to be so formal... response:	I'll come to save you whenever you're in trouble!
context: Thank you for yesterday.\I won't help you with stuff like that anymore.\Yesterday was an exception.\Next is Minorin's.\I know you went to save me during the field trip.\Thank you.\You don't need to be so formal...\I'll come to save you whenever you're in trouble! response:	Minorin!
context: I won't help you with stuff like that anymore.\Yesterday was an exception.\Next is Minorin's.\I know you went to save me during the field trip.\Thank you.\You don't need to be so formal...\I'll come to save you whenever you're in trouble!\Minorin! response:	Ryuuji.
context: Yesterday was an exception.\Next is Minorin's.\I know you went to save me during the field trip.\Thank you.\You don't need to be so formal...\I'll come to save you whenever you're in trouble!\Minorin!\Ryuuji. response:	You too, thanks.
context: Next is Minorin's.\I know you went to save me during the field trip.\Thank you.\You don't need to be so formal...\I'll come to save you whenever you're in trouble!\Minorin!\Ryuuji.\You too, thanks. response:	Share it with Ya-chan, okay?
context: I know you went to save me during the field trip.\Thank you.\You don't need to be so formal...\I'll come to save you whenever you're in trouble!\Minorin!\Ryuuji.\You too, thanks.\Share it with Ya-chan, okay? response:	Okay...
context: Thank you.\You don't need to be so formal...\I'll come to save you whenever you're in trouble!\Minorin!\Ryuuji.\You too, thanks.\Share it with Ya-chan, okay?\Okay... response:	Next is Kitamura-kun's.
context: You don't need to be so formal...\I'll come to save you whenever you're in trouble!\Minorin!\Ryuuji.\You too, thanks.\Share it with Ya-chan, okay?\Okay...\Next is Kitamura-kun's. response:	I put the most effort into this one.
context: I'll come to save you whenever you're in trouble!\Minorin!\Ryuuji.\You too, thanks.\Share it with Ya-chan, okay?\Okay...\Next is Kitamura-kun's.\I put the most effort into this one. response:	Oh, is that all right?
context: Minorin!\Ryuuji.\You too, thanks.\Share it with Ya-chan, okay?\Okay...\Next is Kitamura-kun's.\I put the most effort into this one.\Oh, is that all right? response:	It's all right, you were the person who carried me from the bottom of the cliff, after all.
context: Ryuuji.\You too, thanks.\Share it with Ya-chan, okay?\Okay...\Next is Kitamura-kun's.\I put the most effort into this one.\Oh, is that all right?\It's all right, you were the person who carried me from the bottom of the cliff, after all. response:	Crap, I didn't tell Kushieda to -
context: You too, thanks.\Share it with Ya-chan, okay?\Okay...\Next is Kitamura-kun's.\I put the most effort into this one.\Oh, is that all right?\It's all right, you were the person who carried me from the bottom of the cliff, after all.\Crap, I didn't tell Kushieda to - response:	Oh, gosh!
context: Share it with Ya-chan, okay?\Okay...\Next is Kitamura-kun's.\I put the most effort into this one.\Oh, is that all right?\It's all right, you were the person who carried me from the bottom of the cliff, after all.\Crap, I didn't tell Kushieda to -\Oh, gosh! response:	I wonder if my eyes were all white...
context: Okay...\Next is Kitamura-kun's.\I put the most effort into this one.\Oh, is that all right?\It's all right, you were the person who carried me from the bottom of the cliff, after all.\Crap, I didn't tell Kushieda to -\Oh, gosh!\I wonder if my eyes were all white... response:	I really didn't expect that to happen!
context: Next is Kitamura-kun's.\I put the most effort into this one.\Oh, is that all right?\It's all right, you were the person who carried me from the bottom of the cliff, after all.\Crap, I didn't tell Kushieda to -\Oh, gosh!\I wonder if my eyes were all white...\I really didn't expect that to happen! response:	I rolled down like this, and there were some weird noises in my head.
context: I put the most effort into this one.\Oh, is that all right?\It's all right, you were the person who carried me from the bottom of the cliff, after all.\Crap, I didn't tell Kushieda to -\Oh, gosh!\I wonder if my eyes were all white...\I really didn't expect that to happen!\I rolled down like this, and there were some weird noises in my head. response:	I finally found out what fainting feels like.
context: Oh, is that all right?\It's all right, you were the person who carried me from the bottom of the cliff, after all.\Crap, I didn't tell Kushieda to -\Oh, gosh!\I wonder if my eyes were all white...\I really didn't expect that to happen!\I rolled down like this, and there were some weird noises in my head.\I finally found out what fainting feels like. response:	It's like dreaming.
context: It's all right, you were the person who carried me from the bottom of the cliff, after all.\Crap, I didn't tell Kushieda to -\Oh, gosh!\I wonder if my eyes were all white...\I really didn't expect that to happen!\I rolled down like this, and there were some weird noises in my head.\I finally found out what fainting feels like.\It's like dreaming. response:	I felt like I blurted out things that I wasn't supposed to say.
context: Crap, I didn't tell Kushieda to -\Oh, gosh!\I wonder if my eyes were all white...\I really didn't expect that to happen!\I rolled down like this, and there were some weird noises in my head.\I finally found out what fainting feels like.\It's like dreaming.\I felt like I blurted out things that I wasn't supposed to say. response:	When I regained my consciousness, I started to panic...
context: Oh, gosh!\I wonder if my eyes were all white...\I really didn't expect that to happen!\I rolled down like this, and there were some weird noises in my head.\I finally found out what fainting feels like.\It's like dreaming.\I felt like I blurted out things that I wasn't supposed to say.\When I regained my consciousness, I started to panic... response:	What do you think you blurted out?
context: I wonder if my eyes were all white...\I really didn't expect that to happen!\I rolled down like this, and there were some weird noises in my head.\I finally found out what fainting feels like.\It's like dreaming.\I felt like I blurted out things that I wasn't supposed to say.\When I regained my consciousness, I started to panic...\What do you think you blurted out? response:	I really, really can't say it!
context: I really didn't expect that to happen!\I rolled down like this, and there were some weird noises in my head.\I finally found out what fainting feels like.\It's like dreaming.\I felt like I blurted out things that I wasn't supposed to say.\When I regained my consciousness, I started to panic...\What do you think you blurted out?\I really, really can't say it! response:	Minorin, I can't tell you!
context: I rolled down like this, and there were some weird noises in my head.\I finally found out what fainting feels like.\It's like dreaming.\I felt like I blurted out things that I wasn't supposed to say.\When I regained my consciousness, I started to panic...\What do you think you blurted out?\I really, really can't say it!\Minorin, I can't tell you! response:	Tell me.
context: I finally found out what fainting feels like.\It's like dreaming.\I felt like I blurted out things that I wasn't supposed to say.\When I regained my consciousness, I started to panic...\What do you think you blurted out?\I really, really can't say it!\Minorin, I can't tell you!\Tell me. response:	I can't! Anyway, it was just my delusion!
context: It's like dreaming.\I felt like I blurted out things that I wasn't supposed to say.\When I regained my consciousness, I started to panic...\What do you think you blurted out?\I really, really can't say it!\Minorin, I can't tell you!\Tell me.\I can't! Anyway, it was just my delusion! response:	Just tell me.
context: I felt like I blurted out things that I wasn't supposed to say.\When I regained my consciousness, I started to panic...\What do you think you blurted out?\I really, really can't say it!\Minorin, I can't tell you!\Tell me.\I can't! Anyway, it was just my delusion!\Just tell me. response:	It's something that no one should know!
context: When I regained my consciousness, I started to panic...\What do you think you blurted out?\I really, really can't say it!\Minorin, I can't tell you!\Tell me.\I can't! Anyway, it was just my delusion!\Just tell me.\It's something that no one should know! response:	I'll be ruined if people find out.
context: What do you think you blurted out?\I really, really can't say it!\Minorin, I can't tell you!\Tell me.\I can't! Anyway, it was just my delusion!\Just tell me.\It's something that no one should know!\I'll be ruined if people find out. response:	I won't be able to live anymore because it's something really, really messed up.
context: I really, really can't say it!\Minorin, I can't tell you!\Tell me.\I can't! Anyway, it was just my delusion!\Just tell me.\It's something that no one should know!\I'll be ruined if people find out.\I won't be able to live anymore because it's something really, really messed up. response:	Just kidding.
context: Minorin, I can't tell you!\Tell me.\I can't! Anyway, it was just my delusion!\Just tell me.\It's something that no one should know!\I'll be ruined if people find out.\I won't be able to live anymore because it's something really, really messed up.\Just kidding. response:	You didn't hear it, right?
context: Tell me.\I can't! Anyway, it was just my delusion!\Just tell me.\It's something that no one should know!\I'll be ruined if people find out.\I won't be able to live anymore because it's something really, really messed up.\Just kidding.\You didn't hear it, right? response:	Yeah, I heard nothing, right Takasu?
context: I can't! Anyway, it was just my delusion!\Just tell me.\It's something that no one should know!\I'll be ruined if people find out.\I won't be able to live anymore because it's something really, really messed up.\Just kidding.\You didn't hear it, right?\Yeah, I heard nothing, right Takasu? response:	No one heard anything, it's all right.
context: Just tell me.\It's something that no one should know!\I'll be ruined if people find out.\I won't be able to live anymore because it's something really, really messed up.\Just kidding.\You didn't hear it, right?\Yeah, I heard nothing, right Takasu?\No one heard anything, it's all right. response:	Liar.
context: It's something that no one should know!\I'll be ruined if people find out.\I won't be able to live anymore because it's something really, really messed up.\Just kidding.\You didn't hear it, right?\Yeah, I heard nothing, right Takasu?\No one heard anything, it's all right.\Liar. response:	You think everything will be all right if you pretend you didn't hear it?!
context: I'll be ruined if people find out.\I won't be able to live anymore because it's something really, really messed up.\Just kidding.\You didn't hear it, right?\Yeah, I heard nothing, right Takasu?\No one heard anything, it's all right.\Liar.\You think everything will be all right if you pretend you didn't hear it?! response:	W-What are you doing, Minorin?
context: I won't be able to live anymore because it's something really, really messed up.\Just kidding.\You didn't hear it, right?\Yeah, I heard nothing, right Takasu?\No one heard anything, it's all right.\Liar.\You think everything will be all right if you pretend you didn't hear it?!\W-What are you doing, Minorin? response:	Taiga, you're glad that no one heard it because that solves everything, right?!
context: Just kidding.\You didn't hear it, right?\Yeah, I heard nothing, right Takasu?\No one heard anything, it's all right.\Liar.\You think everything will be all right if you pretend you didn't hear it?!\W-What are you doing, Minorin?\Taiga, you're glad that no one heard it because that solves everything, right?! response:	Takasu-kun was the one who saved you, but he just didn't tell you!
context: You didn't hear it, right?\Yeah, I heard nothing, right Takasu?\No one heard anything, it's all right.\Liar.\You think everything will be all right if you pretend you didn't hear it?!\W-What are you doing, Minorin?\Taiga, you're glad that no one heard it because that solves everything, right?!\Takasu-kun was the one who saved you, but he just didn't tell you! response:	He didn't tell you because of what you said, right?!
context: Yeah, I heard nothing, right Takasu?\No one heard anything, it's all right.\Liar.\You think everything will be all right if you pretend you didn't hear it?!\W-What are you doing, Minorin?\Taiga, you're glad that no one heard it because that solves everything, right?!\Takasu-kun was the one who saved you, but he just didn't tell you!\He didn't tell you because of what you said, right?! response:	Why, Taiga?
context: No one heard anything, it's all right.\Liar.\You think everything will be all right if you pretend you didn't hear it?!\W-What are you doing, Minorin?\Taiga, you're glad that no one heard it because that solves everything, right?!\Takasu-kun was the one who saved you, but he just didn't tell you!\He didn't tell you because of what you said, right?!\Why, Taiga? response:	Why can't you just be honest for once?!
context: Liar.\You think everything will be all right if you pretend you didn't hear it?!\W-What are you doing, Minorin?\Taiga, you're glad that no one heard it because that solves everything, right?!\Takasu-kun was the one who saved you, but he just didn't tell you!\He didn't tell you because of what you said, right?!\Why, Taiga?\Why can't you just be honest for once?! response:	It hurts!
context: You think everything will be all right if you pretend you didn't hear it?!\W-What are you doing, Minorin?\Taiga, you're glad that no one heard it because that solves everything, right?!\Takasu-kun was the one who saved you, but he just didn't tell you!\He didn't tell you because of what you said, right?!\Why, Taiga?\Why can't you just be honest for once?!\It hurts! response:	Kitamura-kun?
context: W-What are you doing, Minorin?\Taiga, you're glad that no one heard it because that solves everything, right?!\Takasu-kun was the one who saved you, but he just didn't tell you!\He didn't tell you because of what you said, right?!\Why, Taiga?\Why can't you just be honest for once?!\It hurts!\Kitamura-kun? response:	My, you look scary.
context: Taiga, you're glad that no one heard it because that solves everything, right?!\Takasu-kun was the one who saved you, but he just didn't tell you!\He didn't tell you because of what you said, right?!\Why, Taiga?\Why can't you just be honest for once?!\It hurts!\Kitamura-kun?\My, you look scary. response:	Stupid Chi'...
context: Takasu-kun was the one who saved you, but he just didn't tell you!\He didn't tell you because of what you said, right?!\Why, Taiga?\Why can't you just be honest for once?!\It hurts!\Kitamura-kun?\My, you look scary.\Stupid Chi'... response:	Hey, Takasu.
context: He didn't tell you because of what you said, right?!\Why, Taiga?\Why can't you just be honest for once?!\It hurts!\Kitamura-kun?\My, you look scary.\Stupid Chi'...\Hey, Takasu. response:	Do you think it'll be all right if you let Aisaka run away?
context: Why, Taiga?\Why can't you just be honest for once?!\It hurts!\Kitamura-kun?\My, you look scary.\Stupid Chi'...\Hey, Takasu.\Do you think it'll be all right if you let Aisaka run away? response:	Are you okay with it?
context: Why can't you just be honest for once?!\It hurts!\Kitamura-kun?\My, you look scary.\Stupid Chi'...\Hey, Takasu.\Do you think it'll be all right if you let Aisaka run away?\Are you okay with it? response:	Look here, Taiga!
context: It hurts!\Kitamura-kun?\My, you look scary.\Stupid Chi'...\Hey, Takasu.\Do you think it'll be all right if you let Aisaka run away?\Are you okay with it?\Look here, Taiga! response:	Look at me!
context: Kitamura-kun?\My, you look scary.\Stupid Chi'...\Hey, Takasu.\Do you think it'll be all right if you let Aisaka run away?\Are you okay with it?\Look here, Taiga!\Look at me! response:	No!
context: My, you look scary.\Stupid Chi'...\Hey, Takasu.\Do you think it'll be all right if you let Aisaka run away?\Are you okay with it?\Look here, Taiga!\Look at me!\No! response:	What do you see me as?
context: Stupid Chi'...\Hey, Takasu.\Do you think it'll be all right if you let Aisaka run away?\Are you okay with it?\Look here, Taiga!\Look at me!\No!\What do you see me as? response:	I'm Minorin, your best friend, right?!
context: Hey, Takasu.\Do you think it'll be all right if you let Aisaka run away?\Are you okay with it?\Look here, Taiga!\Look at me!\No!\What do you see me as?\I'm Minorin, your best friend, right?! response:	No, no, no, no!
context: Do you think it'll be all right if you let Aisaka run away?\Are you okay with it?\Look here, Taiga!\Look at me!\No!\What do you see me as?\I'm Minorin, your best friend, right?!\No, no, no, no! response:	Didn't you say you like me?
context: Are you okay with it?\Look here, Taiga!\Look at me!\No!\What do you see me as?\I'm Minorin, your best friend, right?!\No, no, no, no!\Didn't you say you like me? response:	Then, believe in me!
context: Look here, Taiga!\Look at me!\No!\What do you see me as?\I'm Minorin, your best friend, right?!\No, no, no, no!\Didn't you say you like me?\Then, believe in me! response:	Let go of me!
context: Look at me!\No!\What do you see me as?\I'm Minorin, your best friend, right?!\No, no, no, no!\Didn't you say you like me?\Then, believe in me!\Let go of me! response:	Taiga, I believe in you.
context: No!\What do you see me as?\I'm Minorin, your best friend, right?!\No, no, no, no!\Didn't you say you like me?\Then, believe in me!\Let go of me!\Taiga, I believe in you. response:	I don't think you're the kind of person to blame others for your inability to go after what you want!
context: What do you see me as?\I'm Minorin, your best friend, right?!\No, no, no, no!\Didn't you say you like me?\Then, believe in me!\Let go of me!\Taiga, I believe in you.\I don't think you're the kind of person to blame others for your inability to go after what you want! response:	Or are you someone like that?!
context: I'm Minorin, your best friend, right?!\No, no, no, no!\Didn't you say you like me?\Then, believe in me!\Let go of me!\Taiga, I believe in you.\I don't think you're the kind of person to blame others for your inability to go after what you want!\Or are you someone like that?! response:	That's not it...
context: No, no, no, no!\Didn't you say you like me?\Then, believe in me!\Let go of me!\Taiga, I believe in you.\I don't think you're the kind of person to blame others for your inability to go after what you want!\Or are you someone like that?!\That's not it... response:	I just want you to be happy...
context: Didn't you say you like me?\Then, believe in me!\Let go of me!\Taiga, I believe in you.\I don't think you're the kind of person to blame others for your inability to go after what you want!\Or are you someone like that?!\That's not it...\I just want you to be happy... response:	I just want the Minorin I love to be happy...
context: Then, believe in me!\Let go of me!\Taiga, I believe in you.\I don't think you're the kind of person to blame others for your inability to go after what you want!\Or are you someone like that?!\That's not it...\I just want you to be happy...\I just want the Minorin I love to be happy... response:	Cut it out!
context: Let go of me!\Taiga, I believe in you.\I don't think you're the kind of person to blame others for your inability to go after what you want!\Or are you someone like that?!\That's not it...\I just want you to be happy...\I just want the Minorin I love to be happy...\Cut it out! response:	My happiness can only be...
context: Taiga, I believe in you.\I don't think you're the kind of person to blame others for your inability to go after what you want!\Or are you someone like that?!\That's not it...\I just want you to be happy...\I just want the Minorin I love to be happy...\Cut it out!\My happiness can only be... response:	My happiness doesn't depend on anyone but me!
context: I don't think you're the kind of person to blame others for your inability to go after what you want!\Or are you someone like that?!\That's not it...\I just want you to be happy...\I just want the Minorin I love to be happy...\Cut it out!\My happiness can only be...\My happiness doesn't depend on anyone but me! response:	This is all we can do.
context: Or are you someone like that?!\That's not it...\I just want you to be happy...\I just want the Minorin I love to be happy...\Cut it out!\My happiness can only be...\My happiness doesn't depend on anyone but me!\This is all we can do. response:	That's right.
context: That's not it...\I just want you to be happy...\I just want the Minorin I love to be happy...\Cut it out!\My happiness can only be...\My happiness doesn't depend on anyone but me!\This is all we can do.\That's right. response:	Taiga!
context: I just want you to be happy...\I just want the Minorin I love to be happy...\Cut it out!\My happiness can only be...\My happiness doesn't depend on anyone but me!\This is all we can do.\That's right.\Taiga! response:	Amin, are you betraying us?
context: I just want the Minorin I love to be happy...\Cut it out!\My happiness can only be...\My happiness doesn't depend on anyone but me!\This is all we can do.\That's right.\Taiga!\Amin, are you betraying us? response:	Bad things will happen if you don't chase after her.
context: Cut it out!\My happiness can only be...\My happiness doesn't depend on anyone but me!\This is all we can do.\That's right.\Taiga!\Amin, are you betraying us?\Bad things will happen if you don't chase after her. response:	Takasu-kun, I'll chase after Taiga.
context: My happiness can only be...\My happiness doesn't depend on anyone but me!\This is all we can do.\That's right.\Taiga!\Amin, are you betraying us?\Bad things will happen if you don't chase after her.\Takasu-kun, I'll chase after Taiga. response:	I'm not done talking with her yet.
context: My happiness doesn't depend on anyone but me!\This is all we can do.\That's right.\Taiga!\Amin, are you betraying us?\Bad things will happen if you don't chase after her.\Takasu-kun, I'll chase after Taiga.\I'm not done talking with her yet. response:	What are you doing to do?
context: This is all we can do.\That's right.\Taiga!\Amin, are you betraying us?\Bad things will happen if you don't chase after her.\Takasu-kun, I'll chase after Taiga.\I'm not done talking with her yet.\What are you doing to do? response:	What am I going to do?
context: That's right.\Taiga!\Amin, are you betraying us?\Bad things will happen if you don't chase after her.\Takasu-kun, I'll chase after Taiga.\I'm not done talking with her yet.\What are you doing to do?\What am I going to do? response:	What will happen if I chase after her?
context: Taiga!\Amin, are you betraying us?\Bad things will happen if you don't chase after her.\Takasu-kun, I'll chase after Taiga.\I'm not done talking with her yet.\What are you doing to do?\What am I going to do?\What will happen if I chase after her? response:	What will I do after I find out how Taiga feels?
context: Amin, are you betraying us?\Bad things will happen if you don't chase after her.\Takasu-kun, I'll chase after Taiga.\I'm not done talking with her yet.\What are you doing to do?\What am I going to do?\What will happen if I chase after her?\What will I do after I find out how Taiga feels? response:	She obviously wanted to hide it...
context: Bad things will happen if you don't chase after her.\Takasu-kun, I'll chase after Taiga.\I'm not done talking with her yet.\What are you doing to do?\What am I going to do?\What will happen if I chase after her?\What will I do after I find out how Taiga feels?\She obviously wanted to hide it... response:	Takasu-kun!
context: Takasu-kun, I'll chase after Taiga.\I'm not done talking with her yet.\What are you doing to do?\What am I going to do?\What will happen if I chase after her?\What will I do after I find out how Taiga feels?\She obviously wanted to hide it...\Takasu-kun! response:	Hey Taiga, it's about to snow.
context: I'm not done talking with her yet.\What are you doing to do?\What am I going to do?\What will happen if I chase after her?\What will I do after I find out how Taiga feels?\She obviously wanted to hide it...\Takasu-kun!\Hey Taiga, it's about to snow. response:	The laundry is still outside...
context: What are you doing to do?\What am I going to do?\What will happen if I chase after her?\What will I do after I find out how Taiga feels?\She obviously wanted to hide it...\Takasu-kun!\Hey Taiga, it's about to snow.\The laundry is still outside... response:	Not just that,
context: What am I going to do?\What will happen if I chase after her?\What will I do after I find out how Taiga feels?\She obviously wanted to hide it...\Takasu-kun!\Hey Taiga, it's about to snow.\The laundry is still outside...\Not just that, response:	I think I left a lot of things out.
