context: Yeah! The ocean! response:	The ocean!
context: So when you speak into one of the speakers...\Testing.\You're right! You can send the voice between speakers!\What's the principle behind it?\Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Do you know how hearing works? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Um, you speak, and the air vibrates, Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\and that makes your eardrum shake, and then you can hear it, right? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound response:	That's right. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound
context: Testing.\You're right! You can send the voice between speakers!\What's the principle behind it?\Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Do you know how hearing works? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Um, you speak, and the air vibrates, Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\and that makes your eardrum shake, and then you can hear it, right? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\That's right. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound response:	It was Bell who thought of mechanically converting that into electric signals. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound
context: You're right! You can send the voice between speakers!\What's the principle behind it?\Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Do you know how hearing works? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Um, you speak, and the air vibrates, Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\and that makes your eardrum shake, and then you can hear it, right? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\That's right. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\It was Bell who thought of mechanically converting that into electric signals. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound response:	Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)
context: What's the principle behind it?\Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Do you know how hearing works? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Um, you speak, and the air vibrates, Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\and that makes your eardrum shake, and then you can hear it, right? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\That's right. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\It was Bell who thought of mechanically converting that into electric signals. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm) response:	On the speaker's end, the voice makes the diaphragm shake, causing the coils to move. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)
context: Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Do you know how hearing works? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Um, you speak, and the air vibrates, Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\and that makes your eardrum shake, and then you can hear it, right? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\That's right. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\It was Bell who thought of mechanically converting that into electric signals. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\On the speaker's end, the voice makes the diaphragm shake, causing the coils to move. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm) response:	This causes an electric current. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)
context: Do you know how hearing works? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Um, you speak, and the air vibrates, Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\and that makes your eardrum shake, and then you can hear it, right? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\That's right. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\It was Bell who thought of mechanically converting that into electric signals. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\On the speaker's end, the voice makes the diaphragm shake, causing the coils to move. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\This causes an electric current. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm) response:	In other words, it's changed the sound into an electric signal. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)
context: Um, you speak, and the air vibrates, Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\and that makes your eardrum shake, and then you can hear it, right? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\That's right. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\It was Bell who thought of mechanically converting that into electric signals. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\On the speaker's end, the voice makes the diaphragm shake, causing the coils to move. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\This causes an electric current. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\In other words, it's changed the sound into an electric signal. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm) response:	Just like the electromagnetic induction we did with Mr. Faraday? Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)
context: and that makes your eardrum shake, and then you can hear it, right? Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\That's right. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\It was Bell who thought of mechanically converting that into electric signals. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\On the speaker's end, the voice makes the diaphragm shake, causing the coils to move. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\This causes an electric current. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\In other words, it's changed the sound into an electric signal. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\Just like the electromagnetic induction we did with Mr. Faraday? Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm) response:	Yes. Then the coil on the receiver's end reacts to the electric signal, Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)
context: That's right. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\It was Bell who thought of mechanically converting that into electric signals. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\On the speaker's end, the voice makes the diaphragm shake, causing the coils to move. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\This causes an electric current. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\In other words, it's changed the sound into an electric signal. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\Just like the electromagnetic induction we did with Mr. Faraday? Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\Yes. Then the coil on the receiver's end reacts to the electric signal, Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm) response:	and the diaphragm vibrates and creates sound. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)
context: It was Bell who thought of mechanically converting that into electric signals. Sound is produced Vibrations in air Eardrum interprets the vibrations as sound\Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\On the speaker's end, the voice makes the diaphragm shake, causing the coils to move. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\This causes an electric current. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\In other words, it's changed the sound into an electric signal. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\Just like the electromagnetic induction we did with Mr. Faraday? Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\Yes. Then the coil on the receiver's end reacts to the electric signal, Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\and the diaphragm vibrates and creates sound. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm) response:	Sending your voice with electricity... What a great idea!
context: Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\On the speaker's end, the voice makes the diaphragm shake, causing the coils to move. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\This causes an electric current. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\In other words, it's changed the sound into an electric signal. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\Just like the electromagnetic induction we did with Mr. Faraday? Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\Yes. Then the coil on the receiver's end reacts to the electric signal, Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\and the diaphragm vibrates and creates sound. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\Sending your voice with electricity... What a great idea! response:	Bell wanted to find a way to help deaf people hear. That's how he thought of it.
context: On the speaker's end, the voice makes the diaphragm shake, causing the coils to move. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\This causes an electric current. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\In other words, it's changed the sound into an electric signal. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\Just like the electromagnetic induction we did with Mr. Faraday? Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\Yes. Then the coil on the receiver's end reacts to the electric signal, Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\and the diaphragm vibrates and creates sound. Transmitter Receiver Coil Electric current Magnet Paper cone (Diaphragm)\Sending your voice with electricity... What a great idea!\Bell wanted to find a way to help deaf people hear. That's how he thought of it. response:	So science can give form to people's feelings too, huh?
