context: OP response:	Eyecatch
context: However, we really should hope you get first place.\Everyone's worked really hard, but I don't think any of them have been preparing for serialization like you have.\And personally, I really don't want to lose to a work like Colorfusical.\Colorfusical?\I liked it.\Why is that?\Ah, no, forget I said that.\Is he that strong a foe? response:	Sorry, it really was just a personal thought.
context: Everyone's worked really hard, but I don't think any of them have been preparing for serialization like you have.\And personally, I really don't want to lose to a work like Colorfusical.\Colorfusical?\I liked it.\Why is that?\Ah, no, forget I said that.\Is he that strong a foe?\Sorry, it really was just a personal thought. response:	We'll take first.
context: And personally, I really don't want to lose to a work like Colorfusical.\Colorfusical?\I liked it.\Why is that?\Ah, no, forget I said that.\Is he that strong a foe?\Sorry, it really was just a personal thought.\We'll take first. response:	We're gonna take first and get serialized soon.
context: Colorfusical?\I liked it.\Why is that?\Ah, no, forget I said that.\Is he that strong a foe?\Sorry, it really was just a personal thought.\We'll take first.\We're gonna take first and get serialized soon. response:	I want to catch up to Niizuma Eiji!
context: I liked it.\Why is that?\Ah, no, forget I said that.\Is he that strong a foe?\Sorry, it really was just a personal thought.\We'll take first.\We're gonna take first and get serialized soon.\I want to catch up to Niizuma Eiji! response:	Niizuma-kun, huh?
context: Why is that?\Ah, no, forget I said that.\Is he that strong a foe?\Sorry, it really was just a personal thought.\We'll take first.\We're gonna take first and get serialized soon.\I want to catch up to Niizuma Eiji!\Niizuma-kun, huh? response:	He really did turn out to be a genius.
context: Ah, no, forget I said that.\Is he that strong a foe?\Sorry, it really was just a personal thought.\We'll take first.\We're gonna take first and get serialized soon.\I want to catch up to Niizuma Eiji!\Niizuma-kun, huh?\He really did turn out to be a genius. response:	CROW is popular and usually in the upper ranks.
context: Is he that strong a foe?\Sorry, it really was just a personal thought.\We'll take first.\We're gonna take first and get serialized soon.\I want to catch up to Niizuma Eiji!\Niizuma-kun, huh?\He really did turn out to be a genius.\CROW is popular and usually in the upper ranks. response:	And the three volumes of his manga have already sold over two million in total...
context: Sorry, it really was just a personal thought.\We'll take first.\We're gonna take first and get serialized soon.\I want to catch up to Niizuma Eiji!\Niizuma-kun, huh?\He really did turn out to be a genius.\CROW is popular and usually in the upper ranks.\And the three volumes of his manga have already sold over two million in total... response:	Not even the editorial department thought he would do this well.
context: We'll take first.\We're gonna take first and get serialized soon.\I want to catch up to Niizuma Eiji!\Niizuma-kun, huh?\He really did turn out to be a genius.\CROW is popular and usually in the upper ranks.\And the three volumes of his manga have already sold over two million in total...\Not even the editorial department thought he would do this well. response:	They're even doing additional printings to meet demand.
context: We're gonna take first and get serialized soon.\I want to catch up to Niizuma Eiji!\Niizuma-kun, huh?\He really did turn out to be a genius.\CROW is popular and usually in the upper ranks.\And the three volumes of his manga have already sold over two million in total...\Not even the editorial department thought he would do this well.\They're even doing additional printings to meet demand. response:	Two million...
context: I want to catch up to Niizuma Eiji!\Niizuma-kun, huh?\He really did turn out to be a genius.\CROW is popular and usually in the upper ranks.\And the three volumes of his manga have already sold over two million in total...\Not even the editorial department thought he would do this well.\They're even doing additional printings to meet demand.\Two million... response:	An author gets 42 yen in royalties for one volume.
context: Niizuma-kun, huh?\He really did turn out to be a genius.\CROW is popular and usually in the upper ranks.\And the three volumes of his manga have already sold over two million in total...\Not even the editorial department thought he would do this well.\They're even doing additional printings to meet demand.\Two million...\An author gets 42 yen in royalties for one volume. response:	2,000,000 x 42...
context: He really did turn out to be a genius.\CROW is popular and usually in the upper ranks.\And the three volumes of his manga have already sold over two million in total...\Not even the editorial department thought he would do this well.\They're even doing additional printings to meet demand.\Two million...\An author gets 42 yen in royalties for one volume.\2,000,000 x 42... response:	Incredible!
context: CROW is popular and usually in the upper ranks.\And the three volumes of his manga have already sold over two million in total...\Not even the editorial department thought he would do this well.\They're even doing additional printings to meet demand.\Two million...\An author gets 42 yen in royalties for one volume.\2,000,000 x 42...\Incredible! response:	Cut it out...
context: And the three volumes of his manga have already sold over two million in total...\Not even the editorial department thought he would do this well.\They're even doing additional printings to meet demand.\Two million...\An author gets 42 yen in royalties for one volume.\2,000,000 x 42...\Incredible!\Cut it out... response:	It seems he's even gotten an offer for an anime.
context: Not even the editorial department thought he would do this well.\They're even doing additional printings to meet demand.\Two million...\An author gets 42 yen in royalties for one volume.\2,000,000 x 42...\Incredible!\Cut it out...\It seems he's even gotten an offer for an anime. response:	An anime, huh?
context: They're even doing additional printings to meet demand.\Two million...\An author gets 42 yen in royalties for one volume.\2,000,000 x 42...\Incredible!\Cut it out...\It seems he's even gotten an offer for an anime.\An anime, huh? response:	Azuki's always working hard and getting roles too...
context: Two million...\An author gets 42 yen in royalties for one volume.\2,000,000 x 42...\Incredible!\Cut it out...\It seems he's even gotten an offer for an anime.\An anime, huh?\Azuki's always working hard and getting roles too... response:	Okay, I've got it.
context: An author gets 42 yen in royalties for one volume.\2,000,000 x 42...\Incredible!\Cut it out...\It seems he's even gotten an offer for an anime.\An anime, huh?\Azuki's always working hard and getting roles too...\Okay, I've got it. response:	Let's get first place!
context: 2,000,000 x 42...\Incredible!\Cut it out...\It seems he's even gotten an offer for an anime.\An anime, huh?\Azuki's always working hard and getting roles too...\Okay, I've got it.\Let's get first place! response:	I'm sorry for saying something passive like It's okay even if you don't get first.
context: Incredible!\Cut it out...\It seems he's even gotten an offer for an anime.\An anime, huh?\Azuki's always working hard and getting roles too...\Okay, I've got it.\Let's get first place!\I'm sorry for saying something passive like It's okay even if you don't get first. response:	I want to catch up with Niizuma-kun too.
context: Cut it out...\It seems he's even gotten an offer for an anime.\An anime, huh?\Azuki's always working hard and getting roles too...\Okay, I've got it.\Let's get first place!\I'm sorry for saying something passive like It's okay even if you don't get first.\I want to catch up with Niizuma-kun too. response:	No, I want to surpass him!
context: It seems he's even gotten an offer for an anime.\An anime, huh?\Azuki's always working hard and getting roles too...\Okay, I've got it.\Let's get first place!\I'm sorry for saying something passive like It's okay even if you don't get first.\I want to catch up with Niizuma-kun too.\No, I want to surpass him! response:	The first time you guys brought something into the editorial department...
context: An anime, huh?\Azuki's always working hard and getting roles too...\Okay, I've got it.\Let's get first place!\I'm sorry for saying something passive like It's okay even if you don't get first.\I want to catch up with Niizuma-kun too.\No, I want to surpass him!\The first time you guys brought something into the editorial department... response:	I caused a big stir in front of a captain.
context: Azuki's always working hard and getting roles too...\Okay, I've got it.\Let's get first place!\I'm sorry for saying something passive like It's okay even if you don't get first.\I want to catch up with Niizuma-kun too.\No, I want to surpass him!\The first time you guys brought something into the editorial department...\I caused a big stir in front of a captain. response:	Hey, how did it go?
context: Okay, I've got it.\Let's get first place!\I'm sorry for saying something passive like It's okay even if you don't get first.\I want to catch up with Niizuma-kun too.\No, I want to surpass him!\The first time you guys brought something into the editorial department...\I caused a big stir in front of a captain.\Hey, how did it go? response:	With the middle school pair?
context: Let's get first place!\I'm sorry for saying something passive like It's okay even if you don't get first.\I want to catch up with Niizuma-kun too.\No, I want to surpass him!\The first time you guys brought something into the editorial department...\I caused a big stir in front of a captain.\Hey, how did it go?\With the middle school pair? response:	No good, at least not yet.
context: I'm sorry for saying something passive like It's okay even if you don't get first.\I want to catch up with Niizuma-kun too.\No, I want to surpass him!\The first time you guys brought something into the editorial department...\I caused a big stir in front of a captain.\Hey, how did it go?\With the middle school pair?\No good, at least not yet. response:	I guess not everyone can be Niizuma Eiji.
context: I want to catch up with Niizuma-kun too.\No, I want to surpass him!\The first time you guys brought something into the editorial department...\I caused a big stir in front of a captain.\Hey, how did it go?\With the middle school pair?\No good, at least not yet.\I guess not everyone can be Niizuma Eiji. response:	But...
context: No, I want to surpass him!\The first time you guys brought something into the editorial department...\I caused a big stir in front of a captain.\Hey, how did it go?\With the middle school pair?\No good, at least not yet.\I guess not everyone can be Niizuma Eiji.\But... response:	I think that in three years, they'll surpass Niizuma Eiji.
context: The first time you guys brought something into the editorial department...\I caused a big stir in front of a captain.\Hey, how did it go?\With the middle school pair?\No good, at least not yet.\I guess not everyone can be Niizuma Eiji.\But...\I think that in three years, they'll surpass Niizuma Eiji. response:	Even now, I don't think I was wrong.
context: I caused a big stir in front of a captain.\Hey, how did it go?\With the middle school pair?\No good, at least not yet.\I guess not everyone can be Niizuma Eiji.\But...\I think that in three years, they'll surpass Niizuma Eiji.\Even now, I don't think I was wrong. response:	Hattori-san...
context: Hey, how did it go?\With the middle school pair?\No good, at least not yet.\I guess not everyone can be Niizuma Eiji.\But...\I think that in three years, they'll surpass Niizuma Eiji.\Even now, I don't think I was wrong.\Hattori-san... response:	Three years... it may already be too late to make that...
context: With the middle school pair?\No good, at least not yet.\I guess not everyone can be Niizuma Eiji.\But...\I think that in three years, they'll surpass Niizuma Eiji.\Even now, I don't think I was wrong.\Hattori-san...\Three years... it may already be too late to make that... response:	But someday we'll surpass him!
context: No good, at least not yet.\I guess not everyone can be Niizuma Eiji.\But...\I think that in three years, they'll surpass Niizuma Eiji.\Even now, I don't think I was wrong.\Hattori-san...\Three years... it may already be too late to make that...\But someday we'll surpass him! response:	Okay, let's do it no matter what it takes!
context: I guess not everyone can be Niizuma Eiji.\But...\I think that in three years, they'll surpass Niizuma Eiji.\Even now, I don't think I was wrong.\Hattori-san...\Three years... it may already be too late to make that...\But someday we'll surpass him!\Okay, let's do it no matter what it takes! response:	I knew I could depend on you guys.
context: But...\I think that in three years, they'll surpass Niizuma Eiji.\Even now, I don't think I was wrong.\Hattori-san...\Three years... it may already be too late to make that...\But someday we'll surpass him!\Okay, let's do it no matter what it takes!\I knew I could depend on you guys. response:	Now, keep that spirit up and get working on the manuscript for the Golden Future Cup!
context: I think that in three years, they'll surpass Niizuma Eiji.\Even now, I don't think I was wrong.\Hattori-san...\Three years... it may already be too late to make that...\But someday we'll surpass him!\Okay, let's do it no matter what it takes!\I knew I could depend on you guys.\Now, keep that spirit up and get working on the manuscript for the Golden Future Cup! response:	And as soon as that's done, let's polish up your serialization names!
context: Even now, I don't think I was wrong.\Hattori-san...\Three years... it may already be too late to make that...\But someday we'll surpass him!\Okay, let's do it no matter what it takes!\I knew I could depend on you guys.\Now, keep that spirit up and get working on the manuscript for the Golden Future Cup!\And as soon as that's done, let's polish up your serialization names! response:	Yes, sir!
context: Hattori-san...\Three years... it may already be too late to make that...\But someday we'll surpass him!\Okay, let's do it no matter what it takes!\I knew I could depend on you guys.\Now, keep that spirit up and get working on the manuscript for the Golden Future Cup!\And as soon as that's done, let's polish up your serialization names!\Yes, sir! response:	After today, I was thankful from the bottom of my heart that we have Hattori-san as an editor.
context: Three years... it may already be too late to make that...\But someday we'll surpass him!\Okay, let's do it no matter what it takes!\I knew I could depend on you guys.\Now, keep that spirit up and get working on the manuscript for the Golden Future Cup!\And as soon as that's done, let's polish up your serialization names!\Yes, sir!\After today, I was thankful from the bottom of my heart that we have Hattori-san as an editor. response:	Don't you agree, Saikou?
context: But someday we'll surpass him!\Okay, let's do it no matter what it takes!\I knew I could depend on you guys.\Now, keep that spirit up and get working on the manuscript for the Golden Future Cup!\And as soon as that's done, let's polish up your serialization names!\Yes, sir!\After today, I was thankful from the bottom of my heart that we have Hattori-san as an editor.\Don't you agree, Saikou? response:	The one who the editorial department has the highest hopes for is Fukuda-san.
context: Okay, let's do it no matter what it takes!\I knew I could depend on you guys.\Now, keep that spirit up and get working on the manuscript for the Golden Future Cup!\And as soon as that's done, let's polish up your serialization names!\Yes, sir!\After today, I was thankful from the bottom of my heart that we have Hattori-san as an editor.\Don't you agree, Saikou?\The one who the editorial department has the highest hopes for is Fukuda-san. response:	And the Nakai-san Aoki-san team's drawing ability is nothing to sneeze at either.
context: I knew I could depend on you guys.\Now, keep that spirit up and get working on the manuscript for the Golden Future Cup!\And as soon as that's done, let's polish up your serialization names!\Yes, sir!\After today, I was thankful from the bottom of my heart that we have Hattori-san as an editor.\Don't you agree, Saikou?\The one who the editorial department has the highest hopes for is Fukuda-san.\And the Nakai-san Aoki-san team's drawing ability is nothing to sneeze at either. response:	And then there's Makaino Kouji with his original world.
context: Now, keep that spirit up and get working on the manuscript for the Golden Future Cup!\And as soon as that's done, let's polish up your serialization names!\Yes, sir!\After today, I was thankful from the bottom of my heart that we have Hattori-san as an editor.\Don't you agree, Saikou?\The one who the editorial department has the highest hopes for is Fukuda-san.\And the Nakai-san Aoki-san team's drawing ability is nothing to sneeze at either.\And then there's Makaino Kouji with his original world. response:	We've got no shortage of strong opponents!
context: And as soon as that's done, let's polish up your serialization names!\Yes, sir!\After today, I was thankful from the bottom of my heart that we have Hattori-san as an editor.\Don't you agree, Saikou?\The one who the editorial department has the highest hopes for is Fukuda-san.\And the Nakai-san Aoki-san team's drawing ability is nothing to sneeze at either.\And then there's Makaino Kouji with his original world.\We've got no shortage of strong opponents! response:	DON'T BE AFRAID
context: Yes, sir!\After today, I was thankful from the bottom of my heart that we have Hattori-san as an editor.\Don't you agree, Saikou?\The one who the editorial department has the highest hopes for is Fukuda-san.\And the Nakai-san Aoki-san team's drawing ability is nothing to sneeze at either.\And then there's Makaino Kouji with his original world.\We've got no shortage of strong opponents!\DON'T BE AFRAID response:	Come here, if you leave my side
context: After today, I was thankful from the bottom of my heart that we have Hattori-san as an editor.\Don't you agree, Saikou?\The one who the editorial department has the highest hopes for is Fukuda-san.\And the Nakai-san Aoki-san team's drawing ability is nothing to sneeze at either.\And then there's Makaino Kouji with his original world.\We've got no shortage of strong opponents!\DON'T BE AFRAID\Come here, if you leave my side response:	you'll be devoured.
context: Don't you agree, Saikou?\The one who the editorial department has the highest hopes for is Fukuda-san.\And the Nakai-san Aoki-san team's drawing ability is nothing to sneeze at either.\And then there's Makaino Kouji with his original world.\We've got no shortage of strong opponents!\DON'T BE AFRAID\Come here, if you leave my side\you'll be devoured. response:	SHALL WE DANCE?
context: The one who the editorial department has the highest hopes for is Fukuda-san.\And the Nakai-san Aoki-san team's drawing ability is nothing to sneeze at either.\And then there's Makaino Kouji with his original world.\We've got no shortage of strong opponents!\DON'T BE AFRAID\Come here, if you leave my side\you'll be devoured.\SHALL WE DANCE? response:	SHALL WE DAN CE?
context: And the Nakai-san Aoki-san team's drawing ability is nothing to sneeze at either.\And then there's Makaino Kouji with his original world.\We've got no shortage of strong opponents!\DON'T BE AFRAID\Come here, if you leave my side\you'll be devoured.\SHALL WE DANCE?\SHALL WE DAN CE? response:	in Hell.
context: And then there's Makaino Kouji with his original world.\We've got no shortage of strong opponents!\DON'T BE AFRAID\Come here, if you leave my side\you'll be devoured.\SHALL WE DANCE?\SHALL WE DAN CE?\in Hell. response:	If it feels like we're in paradise, your eyes open.
context: We've got no shortage of strong opponents!\DON'T BE AFRAID\Come here, if you leave my side\you'll be devoured.\SHALL WE DANCE?\SHALL WE DAN CE?\in Hell.\If it feels like we're in paradise, your eyes open. response:	Hey,
context: DON'T BE AFRAID\Come here, if you leave my side\you'll be devoured.\SHALL WE DANCE?\SHALL WE DAN CE?\in Hell.\If it feels like we're in paradise, your eyes open.\Hey, response:	ne e
context: Come here, if you leave my side\you'll be devoured.\SHALL WE DANCE?\SHALL WE DAN CE?\in Hell.\If it feels like we're in paradise, your eyes open.\Hey,\ne e response:	If you don't like it, if you want out
context: you'll be devoured.\SHALL WE DANCE?\SHALL WE DAN CE?\in Hell.\If it feels like we're in paradise, your eyes open.\Hey,\ne e\If you don't like it, if you want out response:	YOU...
context: SHALL WE DANCE?\SHALL WE DAN CE?\in Hell.\If it feels like we're in paradise, your eyes open.\Hey,\ne e\If you don't like it, if you want out\YOU... response:	YOU
context: SHALL WE DAN CE?\in Hell.\If it feels like we're in paradise, your eyes open.\Hey,\ne e\If you don't like it, if you want out\YOU...\YOU response:	still cannot leave.
context: in Hell.\If it feels like we're in paradise, your eyes open.\Hey,\ne e\If you don't like it, if you want out\YOU...\YOU\still cannot leave. response:	DEEP INTO
context: If it feels like we're in paradise, your eyes open.\Hey,\ne e\If you don't like it, if you want out\YOU...\YOU\still cannot leave.\DEEP INTO response:	DEEP IN TO
context: Hey,\ne e\If you don't like it, if you want out\YOU...\YOU\still cannot leave.\DEEP INTO\DEEP IN TO response:	THE MIXTURE OF CHAOS
context: ne e\If you don't like it, if you want out\YOU...\YOU\still cannot leave.\DEEP INTO\DEEP IN TO\THE MIXTURE OF CHAOS response:	That extacy is
context: If you don't like it, if you want out\YOU...\YOU\still cannot leave.\DEEP INTO\DEEP IN TO\THE MIXTURE OF CHAOS\That extacy is response:	DEEP INTO it, and the SOUND is circling.
context: YOU...\YOU\still cannot leave.\DEEP INTO\DEEP IN TO\THE MIXTURE OF CHAOS\That extacy is\DEEP INTO it, and the SOUND is circling. response:	It's melting apart.
context: YOU\still cannot leave.\DEEP INTO\DEEP IN TO\THE MIXTURE OF CHAOS\That extacy is\DEEP INTO it, and the SOUND is circling.\It's melting apart. response:	As you all know, I've been successful in various different fields.
context: still cannot leave.\DEEP INTO\DEEP IN TO\THE MIXTURE OF CHAOS\That extacy is\DEEP INTO it, and the SOUND is circling.\It's melting apart.\As you all know, I've been successful in various different fields. response:	Acting, writing, fashion designing...
context: DEEP INTO\DEEP IN TO\THE MIXTURE OF CHAOS\That extacy is\DEEP INTO it, and the SOUND is circling.\It's melting apart.\As you all know, I've been successful in various different fields.\Acting, writing, fashion designing... response:	I want to represent my world even outside of music.
context: DEEP IN TO\THE MIXTURE OF CHAOS\That extacy is\DEEP INTO it, and the SOUND is circling.\It's melting apart.\As you all know, I've been successful in various different fields.\Acting, writing, fashion designing...\I want to represent my world even outside of music. response:	And that feeling is unending.
context: THE MIXTURE OF CHAOS\That extacy is\DEEP INTO it, and the SOUND is circling.\It's melting apart.\As you all know, I've been successful in various different fields.\Acting, writing, fashion designing...\I want to represent my world even outside of music.\And that feeling is unending. response:	The flame continues to burn right in here
context: That extacy is\DEEP INTO it, and the SOUND is circling.\It's melting apart.\As you all know, I've been successful in various different fields.\Acting, writing, fashion designing...\I want to represent my world even outside of music.\And that feeling is unending.\The flame continues to burn right in here response:	in an unending flood.
context: DEEP INTO it, and the SOUND is circling.\It's melting apart.\As you all know, I've been successful in various different fields.\Acting, writing, fashion designing...\I want to represent my world even outside of music.\And that feeling is unending.\The flame continues to burn right in here\in an unending flood. response:	So much so that even now, I have no hope of stopping it.
context: It's melting apart.\As you all know, I've been successful in various different fields.\Acting, writing, fashion designing...\I want to represent my world even outside of music.\And that feeling is unending.\The flame continues to burn right in here\in an unending flood.\So much so that even now, I have no hope of stopping it. response:	Today, there's something I want to tell you all.
context: As you all know, I've been successful in various different fields.\Acting, writing, fashion designing...\I want to represent my world even outside of music.\And that feeling is unending.\The flame continues to burn right in here\in an unending flood.\So much so that even now, I have no hope of stopping it.\Today, there's something I want to tell you all. response:	Are you listening?
context: Acting, writing, fashion designing...\I want to represent my world even outside of music.\And that feeling is unending.\The flame continues to burn right in here\in an unending flood.\So much so that even now, I have no hope of stopping it.\Today, there's something I want to tell you all.\Are you listening? response:	That was a great concert.
context: I want to represent my world even outside of music.\And that feeling is unending.\The flame continues to burn right in here\in an unending flood.\So much so that even now, I have no hope of stopping it.\Today, there's something I want to tell you all.\Are you listening?\That was a great concert. response:	I'm proud to be your producer, KOOGY.
context: And that feeling is unending.\The flame continues to burn right in here\in an unending flood.\So much so that even now, I have no hope of stopping it.\Today, there's something I want to tell you all.\Are you listening?\That was a great concert.\I'm proud to be your producer, KOOGY. response:	Hyde?
context: The flame continues to burn right in here\in an unending flood.\So much so that even now, I have no hope of stopping it.\Today, there's something I want to tell you all.\Are you listening?\That was a great concert.\I'm proud to be your producer, KOOGY.\Hyde? response:	I'll be waiting for you here.
context: in an unending flood.\So much so that even now, I have no hope of stopping it.\Today, there's something I want to tell you all.\Are you listening?\That was a great concert.\I'm proud to be your producer, KOOGY.\Hyde?\I'll be waiting for you here. response:	I'll definitely come back successful.
context: So much so that even now, I have no hope of stopping it.\Today, there's something I want to tell you all.\Are you listening?\That was a great concert.\I'm proud to be your producer, KOOGY.\Hyde?\I'll be waiting for you here.\I'll definitely come back successful. response:	Um...
context: Today, there's something I want to tell you all.\Are you listening?\That was a great concert.\I'm proud to be your producer, KOOGY.\Hyde?\I'll be waiting for you here.\I'll definitely come back successful.\Um... response:	Who're you?
context: Are you listening?\That was a great concert.\I'm proud to be your producer, KOOGY.\Hyde?\I'll be waiting for you here.\I'll definitely come back successful.\Um...\Who're you? response:	My name is Uchida.
context: That was a great concert.\I'm proud to be your producer, KOOGY.\Hyde?\I'll be waiting for you here.\I'll definitely come back successful.\Um...\Who're you?\My name is Uchida. response:	I'm an editor at Yuueisha.
context: I'm proud to be your producer, KOOGY.\Hyde?\I'll be waiting for you here.\I'll definitely come back successful.\Um...\Who're you?\My name is Uchida.\I'm an editor at Yuueisha. response:	Hello?
context: Hyde?\I'll be waiting for you here.\I'll definitely come back successful.\Um...\Who're you?\My name is Uchida.\I'm an editor at Yuueisha.\Hello? response:	Did you see today's paper?!
context: I'll be waiting for you here.\I'll definitely come back successful.\Um...\Who're you?\My name is Uchida.\I'm an editor at Yuueisha.\Hello?\Did you see today's paper?! response:	N-No, not yet.
context: I'll definitely come back successful.\Um...\Who're you?\My name is Uchida.\I'm an editor at Yuueisha.\Hello?\Did you see today's paper?!\N-No, not yet. response:	Well go take a look at it!
context: Um...\Who're you?\My name is Uchida.\I'm an editor at Yuueisha.\Hello?\Did you see today's paper?!\N-No, not yet.\Well go take a look at it! response:	Or just look on the TV!
context: Who're you?\My name is Uchida.\I'm an editor at Yuueisha.\Hello?\Did you see today's paper?!\N-No, not yet.\Well go take a look at it!\Or just look on the TV! response:	Geez, if you're trying to be a mangaka you at least need to look over the paper first thing in the morning.
context: My name is Uchida.\I'm an editor at Yuueisha.\Hello?\Did you see today's paper?!\N-No, not yet.\Well go take a look at it!\Or just look on the TV!\Geez, if you're trying to be a mangaka you at least need to look over the paper first thing in the morning. response:	Ah, sorry.
context: I'm an editor at Yuueisha.\Hello?\Did you see today's paper?!\N-No, not yet.\Well go take a look at it!\Or just look on the TV!\Geez, if you're trying to be a mangaka you at least need to look over the paper first thing in the morning.\Ah, sorry. response:	First thing in the morning?
context: Hello?\Did you see today's paper?!\N-No, not yet.\Well go take a look at it!\Or just look on the TV!\Geez, if you're trying to be a mangaka you at least need to look over the paper first thing in the morning.\Ah, sorry.\First thing in the morning? response:	He woke me up with this phone call.
context: Did you see today's paper?!\N-No, not yet.\Well go take a look at it!\Or just look on the TV!\Geez, if you're trying to be a mangaka you at least need to look over the paper first thing in the morning.\Ah, sorry.\First thing in the morning?\He woke me up with this phone call. response:	Today, there's something I want to tell you all.
context: N-No, not yet.\Well go take a look at it!\Or just look on the TV!\Geez, if you're trying to be a mangaka you at least need to look over the paper first thing in the morning.\Ah, sorry.\First thing in the morning?\He woke me up with this phone call.\Today, there's something I want to tell you all. response:	Are you listening?
context: Well go take a look at it!\Or just look on the TV!\Geez, if you're trying to be a mangaka you at least need to look over the paper first thing in the morning.\Ah, sorry.\First thing in the morning?\He woke me up with this phone call.\Today, there's something I want to tell you all.\Are you listening? response:	With this last concert, I'm taking a break from music.
context: Or just look on the TV!\Geez, if you're trying to be a mangaka you at least need to look over the paper first thing in the morning.\Ah, sorry.\First thing in the morning?\He woke me up with this phone call.\Today, there's something I want to tell you all.\Are you listening?\With this last concert, I'm taking a break from music. response:	And I, no, Makaino Kouji is...
context: Geez, if you're trying to be a mangaka you at least need to look over the paper first thing in the morning.\Ah, sorry.\First thing in the morning?\He woke me up with this phone call.\Today, there's something I want to tell you all.\Are you listening?\With this last concert, I'm taking a break from music.\And I, no, Makaino Kouji is... response:	going to be a mangaka!
context: Ah, sorry.\First thing in the morning?\He woke me up with this phone call.\Today, there's something I want to tell you all.\Are you listening?\With this last concert, I'm taking a break from music.\And I, no, Makaino Kouji is...\going to be a mangaka! response:	Makaino Kouji?!
context: First thing in the morning?\He woke me up with this phone call.\Today, there's something I want to tell you all.\Are you listening?\With this last concert, I'm taking a break from music.\And I, no, Makaino Kouji is...\going to be a mangaka!\Makaino Kouji?! response:	Yeah.
context: He woke me up with this phone call.\Today, there's something I want to tell you all.\Are you listening?\With this last concert, I'm taking a break from music.\And I, no, Makaino Kouji is...\going to be a mangaka!\Makaino Kouji?!\Yeah. response:	Colorfusical's author was the singer KOOGY.
context: Today, there's something I want to tell you all.\Are you listening?\With this last concert, I'm taking a break from music.\And I, no, Makaino Kouji is...\going to be a mangaka!\Makaino Kouji?!\Yeah.\Colorfusical's author was the singer KOOGY. response:	He's playing dirty!
context: Are you listening?\With this last concert, I'm taking a break from music.\And I, no, Makaino Kouji is...\going to be a mangaka!\Makaino Kouji?!\Yeah.\Colorfusical's author was the singer KOOGY.\He's playing dirty! response:	He's trying to get his fans to send in questionnaires.
context: With this last concert, I'm taking a break from music.\And I, no, Makaino Kouji is...\going to be a mangaka!\Makaino Kouji?!\Yeah.\Colorfusical's author was the singer KOOGY.\He's playing dirty!\He's trying to get his fans to send in questionnaires. response:	I'm so angry that I'm thinking about going to the editorial department to protest against it.
context: And I, no, Makaino Kouji is...\going to be a mangaka!\Makaino Kouji?!\Yeah.\Colorfusical's author was the singer KOOGY.\He's playing dirty!\He's trying to get his fans to send in questionnaires.\I'm so angry that I'm thinking about going to the editorial department to protest against it. response:	I hope you'll all support me!
context: going to be a mangaka!\Makaino Kouji?!\Yeah.\Colorfusical's author was the singer KOOGY.\He's playing dirty!\He's trying to get his fans to send in questionnaires.\I'm so angry that I'm thinking about going to the editorial department to protest against it.\I hope you'll all support me! response:	Nakai-san's going too.
context: Makaino Kouji?!\Yeah.\Colorfusical's author was the singer KOOGY.\He's playing dirty!\He's trying to get his fans to send in questionnaires.\I'm so angry that I'm thinking about going to the editorial department to protest against it.\I hope you'll all support me!\Nakai-san's going too. response:	But I wouldn't mind even going alone.
context: Yeah.\Colorfusical's author was the singer KOOGY.\He's playing dirty!\He's trying to get his fans to send in questionnaires.\I'm so angry that I'm thinking about going to the editorial department to protest against it.\I hope you'll all support me!\Nakai-san's going too.\But I wouldn't mind even going alone. response:	Ask Ashirogi-kun, too!
context: Colorfusical's author was the singer KOOGY.\He's playing dirty!\He's trying to get his fans to send in questionnaires.\I'm so angry that I'm thinking about going to the editorial department to protest against it.\I hope you'll all support me!\Nakai-san's going too.\But I wouldn't mind even going alone.\Ask Ashirogi-kun, too! response:	Nakai-san told me you were entered in the Golden Future Cup too.
context: He's playing dirty!\He's trying to get his fans to send in questionnaires.\I'm so angry that I'm thinking about going to the editorial department to protest against it.\I hope you'll all support me!\Nakai-san's going too.\But I wouldn't mind even going alone.\Ask Ashirogi-kun, too!\Nakai-san told me you were entered in the Golden Future Cup too. response:	So I thought I'd let you know.
context: He's trying to get his fans to send in questionnaires.\I'm so angry that I'm thinking about going to the editorial department to protest against it.\I hope you'll all support me!\Nakai-san's going too.\But I wouldn't mind even going alone.\Ask Ashirogi-kun, too!\Nakai-san told me you were entered in the Golden Future Cup too.\So I thought I'd let you know. response:	Wanna come with us?
context: I'm so angry that I'm thinking about going to the editorial department to protest against it.\I hope you'll all support me!\Nakai-san's going too.\But I wouldn't mind even going alone.\Ask Ashirogi-kun, too!\Nakai-san told me you were entered in the Golden Future Cup too.\So I thought I'd let you know.\Wanna come with us? response:	We have school.
context: I hope you'll all support me!\Nakai-san's going too.\But I wouldn't mind even going alone.\Ask Ashirogi-kun, too!\Nakai-san told me you were entered in the Golden Future Cup too.\So I thought I'd let you know.\Wanna come with us?\We have school. response:	What time can you come to Yuueisha?
context: Nakai-san's going too.\But I wouldn't mind even going alone.\Ask Ashirogi-kun, too!\Nakai-san told me you were entered in the Golden Future Cup too.\So I thought I'd let you know.\Wanna come with us?\We have school.\What time can you come to Yuueisha? response:	If you're coming, we'll wait for you.
