context: /** TS by scol **/ response:	/** Full box motion **/
context: Come home already!\When the test is over I'm going to KOOGY's concert!\You got dome tickets? You're so lucky!\I guess we'll just go to Azuki's house, then.\Oh, so you think those two have some connection too, huh?\I do not.\Okay, let's go.\Hey, aren't you a little embarrassed sneaking around like this? response:	It's fun!
context: When the test is over I'm going to KOOGY's concert!\You got dome tickets? You're so lucky!\I guess we'll just go to Azuki's house, then.\Oh, so you think those two have some connection too, huh?\I do not.\Okay, let's go.\Hey, aren't you a little embarrassed sneaking around like this?\It's fun! response:	I feel like Giovanni from Death Note!
context: You got dome tickets? You're so lucky!\I guess we'll just go to Azuki's house, then.\Oh, so you think those two have some connection too, huh?\I do not.\Okay, let's go.\Hey, aren't you a little embarrassed sneaking around like this?\It's fun!\I feel like Giovanni from Death Note! response:	You didn't have any trouble pushing it today.
context: I guess we'll just go to Azuki's house, then.\Oh, so you think those two have some connection too, huh?\I do not.\Okay, let's go.\Hey, aren't you a little embarrassed sneaking around like this?\It's fun!\I feel like Giovanni from Death Note!\You didn't have any trouble pushing it today. response:	The second time is always easier.
context: Oh, so you think those two have some connection too, huh?\I do not.\Okay, let's go.\Hey, aren't you a little embarrassed sneaking around like this?\It's fun!\I feel like Giovanni from Death Note!\You didn't have any trouble pushing it today.\The second time is always easier. response:	Yes?
context: I do not.\Okay, let's go.\Hey, aren't you a little embarrassed sneaking around like this?\It's fun!\I feel like Giovanni from Death Note!\You didn't have any trouble pushing it today.\The second time is always easier.\Yes? response:	It's Miho-san's classmate, Takagi.
context: Okay, let's go.\Hey, aren't you a little embarrassed sneaking around like this?\It's fun!\I feel like Giovanni from Death Note!\You didn't have any trouble pushing it today.\The second time is always easier.\Yes?\It's Miho-san's classmate, Takagi. response:	Sorry, Miho just stepped out.
context: Hey, aren't you a little embarrassed sneaking around like this?\It's fun!\I feel like Giovanni from Death Note!\You didn't have any trouble pushing it today.\The second time is always easier.\Yes?\It's Miho-san's classmate, Takagi.\Sorry, Miho just stepped out. response:	No, today we'd like to talk to her mother.
context: It's fun!\I feel like Giovanni from Death Note!\You didn't have any trouble pushing it today.\The second time is always easier.\Yes?\It's Miho-san's classmate, Takagi.\Sorry, Miho just stepped out.\No, today we'd like to talk to her mother. response:	Me?
context: I feel like Giovanni from Death Note!\You didn't have any trouble pushing it today.\The second time is always easier.\Yes?\It's Miho-san's classmate, Takagi.\Sorry, Miho just stepped out.\No, today we'd like to talk to her mother.\Me? response:	It's about the mangaka Kawaguchi Tarou.
context: You didn't have any trouble pushing it today.\The second time is always easier.\Yes?\It's Miho-san's classmate, Takagi.\Sorry, Miho just stepped out.\No, today we'd like to talk to her mother.\Me?\It's about the mangaka Kawaguchi Tarou. response:	This response will tell us if she really was the one who was exchanging the letters...
context: The second time is always easier.\Yes?\It's Miho-san's classmate, Takagi.\Sorry, Miho just stepped out.\No, today we'd like to talk to her mother.\Me?\It's about the mangaka Kawaguchi Tarou.\This response will tell us if she really was the one who was exchanging the letters... response:	We, Mashiro-kun and I, are aiming to become mangakas.
context: Yes?\It's Miho-san's classmate, Takagi.\Sorry, Miho just stepped out.\No, today we'd like to talk to her mother.\Me?\It's about the mangaka Kawaguchi Tarou.\This response will tell us if she really was the one who was exchanging the letters...\We, Mashiro-kun and I, are aiming to become mangakas. response:	It sure is nice to be young.
context: It's Miho-san's classmate, Takagi.\Sorry, Miho just stepped out.\No, today we'd like to talk to her mother.\Me?\It's about the mangaka Kawaguchi Tarou.\This response will tell us if she really was the one who was exchanging the letters...\We, Mashiro-kun and I, are aiming to become mangakas.\It sure is nice to be young. response:	I'll serve you some tea, so come on up.
context: Sorry, Miho just stepped out.\No, today we'd like to talk to her mother.\Me?\It's about the mangaka Kawaguchi Tarou.\This response will tell us if she really was the one who was exchanging the letters...\We, Mashiro-kun and I, are aiming to become mangakas.\It sure is nice to be young.\I'll serve you some tea, so come on up. response:	All right!
context: No, today we'd like to talk to her mother.\Me?\It's about the mangaka Kawaguchi Tarou.\This response will tell us if she really was the one who was exchanging the letters...\We, Mashiro-kun and I, are aiming to become mangakas.\It sure is nice to be young.\I'll serve you some tea, so come on up.\All right! response:	Come in.
context: Me?\It's about the mangaka Kawaguchi Tarou.\This response will tell us if she really was the one who was exchanging the letters...\We, Mashiro-kun and I, are aiming to become mangakas.\It sure is nice to be young.\I'll serve you some tea, so come on up.\All right!\Come in. response:	Uwah, she really does look like Azuki.
context: It's about the mangaka Kawaguchi Tarou.\This response will tell us if she really was the one who was exchanging the letters...\We, Mashiro-kun and I, are aiming to become mangakas.\It sure is nice to be young.\I'll serve you some tea, so come on up.\All right!\Come in.\Uwah, she really does look like Azuki. response:	She's a real beauty.
context: This response will tell us if she really was the one who was exchanging the letters...\We, Mashiro-kun and I, are aiming to become mangakas.\It sure is nice to be young.\I'll serve you some tea, so come on up.\All right!\Come in.\Uwah, she really does look like Azuki.\She's a real beauty. response:	Um, if she was in the same grade as Uncle, she's 42...?
context: We, Mashiro-kun and I, are aiming to become mangakas.\It sure is nice to be young.\I'll serve you some tea, so come on up.\All right!\Come in.\Uwah, she really does look like Azuki.\She's a real beauty.\Um, if she was in the same grade as Uncle, she's 42...? response:	She looks so young!
context: It sure is nice to be young.\I'll serve you some tea, so come on up.\All right!\Come in.\Uwah, she really does look like Azuki.\She's a real beauty.\Um, if she was in the same grade as Uncle, she's 42...?\She looks so young! response:	So Azuki will be like this in 28 years?
context: I'll serve you some tea, so come on up.\All right!\Come in.\Uwah, she really does look like Azuki.\She's a real beauty.\Um, if she was in the same grade as Uncle, she's 42...?\She looks so young!\So Azuki will be like this in 28 years? response:	But, I think I'll have her give up on the long hair rolls at 42.
context: All right!\Come in.\Uwah, she really does look like Azuki.\She's a real beauty.\Um, if she was in the same grade as Uncle, she's 42...?\She looks so young!\So Azuki will be like this in 28 years?\But, I think I'll have her give up on the long hair rolls at 42. response:	What is it, you two?
context: Come in.\Uwah, she really does look like Azuki.\She's a real beauty.\Um, if she was in the same grade as Uncle, she's 42...?\She looks so young!\So Azuki will be like this in 28 years?\But, I think I'll have her give up on the long hair rolls at 42.\What is it, you two? response:	Ah, nothing.
context: Uwah, she really does look like Azuki.\She's a real beauty.\Um, if she was in the same grade as Uncle, she's 42...?\She looks so young!\So Azuki will be like this in 28 years?\But, I think I'll have her give up on the long hair rolls at 42.\What is it, you two?\Ah, nothing. response:	Come on in, now.
context: She's a real beauty.\Um, if she was in the same grade as Uncle, she's 42...?\She looks so young!\So Azuki will be like this in 28 years?\But, I think I'll have her give up on the long hair rolls at 42.\What is it, you two?\Ah, nothing.\Come on in, now. response:	Sit wherever you want, I'll go get some tea.
context: Um, if she was in the same grade as Uncle, she's 42...?\She looks so young!\So Azuki will be like this in 28 years?\But, I think I'll have her give up on the long hair rolls at 42.\What is it, you two?\Ah, nothing.\Come on in, now.\Sit wherever you want, I'll go get some tea. response:	Ah, okay.
context: She looks so young!\So Azuki will be like this in 28 years?\But, I think I'll have her give up on the long hair rolls at 42.\What is it, you two?\Ah, nothing.\Come on in, now.\Sit wherever you want, I'll go get some tea.\Ah, okay. response:	Thank you.
context: So Azuki will be like this in 28 years?\But, I think I'll have her give up on the long hair rolls at 42.\What is it, you two?\Ah, nothing.\Come on in, now.\Sit wherever you want, I'll go get some tea.\Ah, okay.\Thank you. response:	This is the living room where Azuki spends time in every day.
context: But, I think I'll have her give up on the long hair rolls at 42.\What is it, you two?\Ah, nothing.\Come on in, now.\Sit wherever you want, I'll go get some tea.\Ah, okay.\Thank you.\This is the living room where Azuki spends time in every day. response:	Mashiro-kun, you're the son of Mashiro Nobuhiro-kun's brother, aren't you?
context: What is it, you two?\Ah, nothing.\Come on in, now.\Sit wherever you want, I'll go get some tea.\Ah, okay.\Thank you.\This is the living room where Azuki spends time in every day.\Mashiro-kun, you're the son of Mashiro Nobuhiro-kun's brother, aren't you? response:	Ah, yes. That's right.
context: Ah, nothing.\Come on in, now.\Sit wherever you want, I'll go get some tea.\Ah, okay.\Thank you.\This is the living room where Azuki spends time in every day.\Mashiro-kun, you're the son of Mashiro Nobuhiro-kun's brother, aren't you?\Ah, yes. That's right. response:	Your father was two years ahead of me in middle school.
context: Come on in, now.\Sit wherever you want, I'll go get some tea.\Ah, okay.\Thank you.\This is the living room where Azuki spends time in every day.\Mashiro-kun, you're the son of Mashiro Nobuhiro-kun's brother, aren't you?\Ah, yes. That's right.\Your father was two years ahead of me in middle school. response:	He really stood out as captain of the judo team.
context: Sit wherever you want, I'll go get some tea.\Ah, okay.\Thank you.\This is the living room where Azuki spends time in every day.\Mashiro-kun, you're the son of Mashiro Nobuhiro-kun's brother, aren't you?\Ah, yes. That's right.\Your father was two years ahead of me in middle school.\He really stood out as captain of the judo team. response:	Yeah.
context: Ah, okay.\Thank you.\This is the living room where Azuki spends time in every day.\Mashiro-kun, you're the son of Mashiro Nobuhiro-kun's brother, aren't you?\Ah, yes. That's right.\Your father was two years ahead of me in middle school.\He really stood out as captain of the judo team.\Yeah. response:	Would you two be all right with coffee?
context: Thank you.\This is the living room where Azuki spends time in every day.\Mashiro-kun, you're the son of Mashiro Nobuhiro-kun's brother, aren't you?\Ah, yes. That's right.\Your father was two years ahead of me in middle school.\He really stood out as captain of the judo team.\Yeah.\Would you two be all right with coffee? response:	Yes.
context: This is the living room where Azuki spends time in every day.\Mashiro-kun, you're the son of Mashiro Nobuhiro-kun's brother, aren't you?\Ah, yes. That's right.\Your father was two years ahead of me in middle school.\He really stood out as captain of the judo team.\Yeah.\Would you two be all right with coffee?\Yes. response:	Mashiro-kun, ah, I mean Mashiro Nobuhiro-kun,
context: Mashiro-kun, you're the son of Mashiro Nobuhiro-kun's brother, aren't you?\Ah, yes. That's right.\Your father was two years ahead of me in middle school.\He really stood out as captain of the judo team.\Yeah.\Would you two be all right with coffee?\Yes.\Mashiro-kun, ah, I mean Mashiro Nobuhiro-kun, response:	he drank black coffee when he worked hard every day.
context: Ah, yes. That's right.\Your father was two years ahead of me in middle school.\He really stood out as captain of the judo team.\Yeah.\Would you two be all right with coffee?\Yes.\Mashiro-kun, ah, I mean Mashiro Nobuhiro-kun,\he drank black coffee when he worked hard every day. response:	He told me all about it in his letters.
context: Your father was two years ahead of me in middle school.\He really stood out as captain of the judo team.\Yeah.\Would you two be all right with coffee?\Yes.\Mashiro-kun, ah, I mean Mashiro Nobuhiro-kun,\he drank black coffee when he worked hard every day.\He told me all about it in his letters. response:	Like I thought, this person really was the recipient of Uncle's letters.
context: He really stood out as captain of the judo team.\Yeah.\Would you two be all right with coffee?\Yes.\Mashiro-kun, ah, I mean Mashiro Nobuhiro-kun,\he drank black coffee when he worked hard every day.\He told me all about it in his letters.\Like I thought, this person really was the recipient of Uncle's letters. response:	So, ask me anything youngsters.
context: Yeah.\Would you two be all right with coffee?\Yes.\Mashiro-kun, ah, I mean Mashiro Nobuhiro-kun,\he drank black coffee when he worked hard every day.\He told me all about it in his letters.\Like I thought, this person really was the recipient of Uncle's letters.\So, ask me anything youngsters. response:	Um...
context: Would you two be all right with coffee?\Yes.\Mashiro-kun, ah, I mean Mashiro Nobuhiro-kun,\he drank black coffee when he worked hard every day.\He told me all about it in his letters.\Like I thought, this person really was the recipient of Uncle's letters.\So, ask me anything youngsters.\Um... response:	Hey, first we have to...
context: Yes.\Mashiro-kun, ah, I mean Mashiro Nobuhiro-kun,\he drank black coffee when he worked hard every day.\He told me all about it in his letters.\Like I thought, this person really was the recipient of Uncle's letters.\So, ask me anything youngsters.\Um...\Hey, first we have to... response:	Oh, right.
context: Mashiro-kun, ah, I mean Mashiro Nobuhiro-kun,\he drank black coffee when he worked hard every day.\He told me all about it in his letters.\Like I thought, this person really was the recipient of Uncle's letters.\So, ask me anything youngsters.\Um...\Hey, first we have to...\Oh, right. response:	We're sorry!
context: he drank black coffee when he worked hard every day.\He told me all about it in his letters.\Like I thought, this person really was the recipient of Uncle's letters.\So, ask me anything youngsters.\Um...\Hey, first we have to...\Oh, right.\We're sorry! response:	We read all of your letters, ma'am.
context: He told me all about it in his letters.\Like I thought, this person really was the recipient of Uncle's letters.\So, ask me anything youngsters.\Um...\Hey, first we have to...\Oh, right.\We're sorry!\We read all of your letters, ma'am. response:	Oh no, I'm embarrassed. All of them?
context: Like I thought, this person really was the recipient of Uncle's letters.\So, ask me anything youngsters.\Um...\Hey, first we have to...\Oh, right.\We're sorry!\We read all of your letters, ma'am.\Oh no, I'm embarrassed. All of them? response:	Yes.
context: So, ask me anything youngsters.\Um...\Hey, first we have to...\Oh, right.\We're sorry!\We read all of your letters, ma'am.\Oh no, I'm embarrassed. All of them?\Yes. response:	She's blushing, she sure is cute for her age.
context: Um...\Hey, first we have to...\Oh, right.\We're sorry!\We read all of your letters, ma'am.\Oh no, I'm embarrassed. All of them?\Yes.\She's blushing, she sure is cute for her age. response:	Hey, I didn't write anything that embarrassing in them, right?
context: Hey, first we have to...\Oh, right.\We're sorry!\We read all of your letters, ma'am.\Oh no, I'm embarrassed. All of them?\Yes.\She's blushing, she sure is cute for her age.\Hey, I didn't write anything that embarrassing in them, right? response:	Right?
context: Oh, right.\We're sorry!\We read all of your letters, ma'am.\Oh no, I'm embarrassed. All of them?\Yes.\She's blushing, she sure is cute for her age.\Hey, I didn't write anything that embarrassing in them, right?\Right? response:	Y-Yeah!
context: We're sorry!\We read all of your letters, ma'am.\Oh no, I'm embarrassed. All of them?\Yes.\She's blushing, she sure is cute for her age.\Hey, I didn't write anything that embarrassing in them, right?\Right?\Y-Yeah! response:	They were unbelievably eloquent.
context: We read all of your letters, ma'am.\Oh no, I'm embarrassed. All of them?\Yes.\She's blushing, she sure is cute for her age.\Hey, I didn't write anything that embarrassing in them, right?\Right?\Y-Yeah!\They were unbelievably eloquent. response:	I'm glad I didn't write anything too drastic.
context: Oh no, I'm embarrassed. All of them?\Yes.\She's blushing, she sure is cute for her age.\Hey, I didn't write anything that embarrassing in them, right?\Right?\Y-Yeah!\They were unbelievably eloquent.\I'm glad I didn't write anything too drastic. response:	So Mashiro-kun kept my letters, did he?
context: Yes.\She's blushing, she sure is cute for her age.\Hey, I didn't write anything that embarrassing in them, right?\Right?\Y-Yeah!\They were unbelievably eloquent.\I'm glad I didn't write anything too drastic.\So Mashiro-kun kept my letters, did he? response:	And you two read them?
context: She's blushing, she sure is cute for her age.\Hey, I didn't write anything that embarrassing in them, right?\Right?\Y-Yeah!\They were unbelievably eloquent.\I'm glad I didn't write anything too drastic.\So Mashiro-kun kept my letters, did he?\And you two read them? response:	Well, what's done is done.
context: Hey, I didn't write anything that embarrassing in them, right?\Right?\Y-Yeah!\They were unbelievably eloquent.\I'm glad I didn't write anything too drastic.\So Mashiro-kun kept my letters, did he?\And you two read them?\Well, what's done is done. response:	I forgive you.
context: Right?\Y-Yeah!\They were unbelievably eloquent.\I'm glad I didn't write anything too drastic.\So Mashiro-kun kept my letters, did he?\And you two read them?\Well, what's done is done.\I forgive you. response:	Thank you very much.
context: Y-Yeah!\They were unbelievably eloquent.\I'm glad I didn't write anything too drastic.\So Mashiro-kun kept my letters, did he?\And you two read them?\Well, what's done is done.\I forgive you.\Thank you very much. response:	Um, by saying they were eloquent,
context: They were unbelievably eloquent.\I'm glad I didn't write anything too drastic.\So Mashiro-kun kept my letters, did he?\And you two read them?\Well, what's done is done.\I forgive you.\Thank you very much.\Um, by saying they were eloquent, response:	I mean, in a way they were all meandering
context: I'm glad I didn't write anything too drastic.\So Mashiro-kun kept my letters, did he?\And you two read them?\Well, what's done is done.\I forgive you.\Thank you very much.\Um, by saying they were eloquent,\I mean, in a way they were all meandering response:	You really liked him, didn't you?
context: So Mashiro-kun kept my letters, did he?\And you two read them?\Well, what's done is done.\I forgive you.\Thank you very much.\Um, by saying they were eloquent,\I mean, in a way they were all meandering\You really liked him, didn't you? response:	Yes, I did.
context: And you two read them?\Well, what's done is done.\I forgive you.\Thank you very much.\Um, by saying they were eloquent,\I mean, in a way they were all meandering\You really liked him, didn't you?\Yes, I did. response:	Then why didn't you ever write it in your letters?
context: Well, what's done is done.\I forgive you.\Thank you very much.\Um, by saying they were eloquent,\I mean, in a way they were all meandering\You really liked him, didn't you?\Yes, I did.\Then why didn't you ever write it in your letters? response:	It wasn't so much that I didn't, but that I couldn't.
context: I forgive you.\Thank you very much.\Um, by saying they were eloquent,\I mean, in a way they were all meandering\You really liked him, didn't you?\Yes, I did.\Then why didn't you ever write it in your letters?\It wasn't so much that I didn't, but that I couldn't. response:	It was so embarrassing I didn't feel I could write it down.
context: Thank you very much.\Um, by saying they were eloquent,\I mean, in a way they were all meandering\You really liked him, didn't you?\Yes, I did.\Then why didn't you ever write it in your letters?\It wasn't so much that I didn't, but that I couldn't.\It was so embarrassing I didn't feel I could write it down. response:	Maybe I was just waiting for us to tell each other I like you together.
context: Um, by saying they were eloquent,\I mean, in a way they were all meandering\You really liked him, didn't you?\Yes, I did.\Then why didn't you ever write it in your letters?\It wasn't so much that I didn't, but that I couldn't.\It was so embarrassing I didn't feel I could write it down.\Maybe I was just waiting for us to tell each other I like you together. response:	But I couldn't wait that long, and I found a new love and got married, but...
context: I mean, in a way they were all meandering\You really liked him, didn't you?\Yes, I did.\Then why didn't you ever write it in your letters?\It wasn't so much that I didn't, but that I couldn't.\It was so embarrassing I didn't feel I could write it down.\Maybe I was just waiting for us to tell each other I like you together.\But I couldn't wait that long, and I found a new love and got married, but... response:	When Miho was 3 years old, I saw on TV...
context: You really liked him, didn't you?\Yes, I did.\Then why didn't you ever write it in your letters?\It wasn't so much that I didn't, but that I couldn't.\It was so embarrassing I didn't feel I could write it down.\Maybe I was just waiting for us to tell each other I like you together.\But I couldn't wait that long, and I found a new love and got married, but...\When Miho was 3 years old, I saw on TV... response:	Kawaguchi Tarou-sensei's manga had become an anime, I was surprised.
context: Yes, I did.\Then why didn't you ever write it in your letters?\It wasn't so much that I didn't, but that I couldn't.\It was so embarrassing I didn't feel I could write it down.\Maybe I was just waiting for us to tell each other I like you together.\But I couldn't wait that long, and I found a new love and got married, but...\When Miho was 3 years old, I saw on TV...\Kawaguchi Tarou-sensei's manga had become an anime, I was surprised. response:	I was so happy to know that Mashiro-kun was still working so hard, too.
context: Then why didn't you ever write it in your letters?\It wasn't so much that I didn't, but that I couldn't.\It was so embarrassing I didn't feel I could write it down.\Maybe I was just waiting for us to tell each other I like you together.\But I couldn't wait that long, and I found a new love and got married, but...\When Miho was 3 years old, I saw on TV...\Kawaguchi Tarou-sensei's manga had become an anime, I was surprised.\I was so happy to know that Mashiro-kun was still working so hard, too. response:	I was a bit embarrassed, but,
context: It wasn't so much that I didn't, but that I couldn't.\It was so embarrassing I didn't feel I could write it down.\Maybe I was just waiting for us to tell each other I like you together.\But I couldn't wait that long, and I found a new love and got married, but...\When Miho was 3 years old, I saw on TV...\Kawaguchi Tarou-sensei's manga had become an anime, I was surprised.\I was so happy to know that Mashiro-kun was still working so hard, too.\I was a bit embarrassed, but, response:	I went to the convenience store and read Chou Hero Densetsu.
context: It was so embarrassing I didn't feel I could write it down.\Maybe I was just waiting for us to tell each other I like you together.\But I couldn't wait that long, and I found a new love and got married, but...\When Miho was 3 years old, I saw on TV...\Kawaguchi Tarou-sensei's manga had become an anime, I was surprised.\I was so happy to know that Mashiro-kun was still working so hard, too.\I was a bit embarrassed, but,\I went to the convenience store and read Chou Hero Densetsu. response:	And in it a hero named Otokono Roman appeared.
context: Maybe I was just waiting for us to tell each other I like you together.\But I couldn't wait that long, and I found a new love and got married, but...\When Miho was 3 years old, I saw on TV...\Kawaguchi Tarou-sensei's manga had become an anime, I was surprised.\I was so happy to know that Mashiro-kun was still working so hard, too.\I was a bit embarrassed, but,\I went to the convenience store and read Chou Hero Densetsu.\And in it a hero named Otokono Roman appeared. response:	TL note: Otokono Roman is a pun name, meaning Men's romanticism.
context: But I couldn't wait that long, and I found a new love and got married, but...\When Miho was 3 years old, I saw on TV...\Kawaguchi Tarou-sensei's manga had become an anime, I was surprised.\I was so happy to know that Mashiro-kun was still working so hard, too.\I was a bit embarrassed, but,\I went to the convenience store and read Chou Hero Densetsu.\And in it a hero named Otokono Roman appeared.\TL note: Otokono Roman is a pun name, meaning Men's romanticism. response:	When I read that, I think I cried a little.
context: When Miho was 3 years old, I saw on TV...\Kawaguchi Tarou-sensei's manga had become an anime, I was surprised.\I was so happy to know that Mashiro-kun was still working so hard, too.\I was a bit embarrassed, but,\I went to the convenience store and read Chou Hero Densetsu.\And in it a hero named Otokono Roman appeared.\TL note: Otokono Roman is a pun name, meaning Men's romanticism.\When I read that, I think I cried a little. response:	I understood that Mashiro-kun really did have these kinds of feelings.
context: Kawaguchi Tarou-sensei's manga had become an anime, I was surprised.\I was so happy to know that Mashiro-kun was still working so hard, too.\I was a bit embarrassed, but,\I went to the convenience store and read Chou Hero Densetsu.\And in it a hero named Otokono Roman appeared.\TL note: Otokono Roman is a pun name, meaning Men's romanticism.\When I read that, I think I cried a little.\I understood that Mashiro-kun really did have these kinds of feelings. response:	Otokono Roman.
context: I was so happy to know that Mashiro-kun was still working so hard, too.\I was a bit embarrassed, but,\I went to the convenience store and read Chou Hero Densetsu.\And in it a hero named Otokono Roman appeared.\TL note: Otokono Roman is a pun name, meaning Men's romanticism.\When I read that, I think I cried a little.\I understood that Mashiro-kun really did have these kinds of feelings.\Otokono Roman. response:	He always worked hard, dreaming of becoming the greatest hero in the universe,
context: I was a bit embarrassed, but,\I went to the convenience store and read Chou Hero Densetsu.\And in it a hero named Otokono Roman appeared.\TL note: Otokono Roman is a pun name, meaning Men's romanticism.\When I read that, I think I cried a little.\I understood that Mashiro-kun really did have these kinds of feelings.\Otokono Roman.\He always worked hard, dreaming of becoming the greatest hero in the universe, response:	and to confess to a princess he fell in love with at first sight.
context: I went to the convenience store and read Chou Hero Densetsu.\And in it a hero named Otokono Roman appeared.\TL note: Otokono Roman is a pun name, meaning Men's romanticism.\When I read that, I think I cried a little.\I understood that Mashiro-kun really did have these kinds of feelings.\Otokono Roman.\He always worked hard, dreaming of becoming the greatest hero in the universe,\and to confess to a princess he fell in love with at first sight. response:	He was extremely weak; a failure of a hero.
context: And in it a hero named Otokono Roman appeared.\TL note: Otokono Roman is a pun name, meaning Men's romanticism.\When I read that, I think I cried a little.\I understood that Mashiro-kun really did have these kinds of feelings.\Otokono Roman.\He always worked hard, dreaming of becoming the greatest hero in the universe,\and to confess to a princess he fell in love with at first sight.\He was extremely weak; a failure of a hero. response:	But when he was still weak, the princess approached him herself and confessed.
context: TL note: Otokono Roman is a pun name, meaning Men's romanticism.\When I read that, I think I cried a little.\I understood that Mashiro-kun really did have these kinds of feelings.\Otokono Roman.\He always worked hard, dreaming of becoming the greatest hero in the universe,\and to confess to a princess he fell in love with at first sight.\He was extremely weak; a failure of a hero.\But when he was still weak, the princess approached him herself and confessed. response:	Great
context: When I read that, I think I cried a little.\I understood that Mashiro-kun really did have these kinds of feelings.\Otokono Roman.\He always worked hard, dreaming of becoming the greatest hero in the universe,\and to confess to a princess he fell in love with at first sight.\He was extremely weak; a failure of a hero.\But when he was still weak, the princess approached him herself and confessed.\Great response:	Don't come to me yet, wait until I become the greatest hero in the universe!
context: I understood that Mashiro-kun really did have these kinds of feelings.\Otokono Roman.\He always worked hard, dreaming of becoming the greatest hero in the universe,\and to confess to a princess he fell in love with at first sight.\He was extremely weak; a failure of a hero.\But when he was still weak, the princess approached him herself and confessed.\Great\Don't come to me yet, wait until I become the greatest hero in the universe! response:	Don't just show up out of the blue.
context: Otokono Roman.\He always worked hard, dreaming of becoming the greatest hero in the universe,\and to confess to a princess he fell in love with at first sight.\He was extremely weak; a failure of a hero.\But when he was still weak, the princess approached him herself and confessed.\Great\Don't come to me yet, wait until I become the greatest hero in the universe!\Don't just show up out of the blue. response:	So that story was a message to you, ma'am?
context: He always worked hard, dreaming of becoming the greatest hero in the universe,\and to confess to a princess he fell in love with at first sight.\He was extremely weak; a failure of a hero.\But when he was still weak, the princess approached him herself and confessed.\Great\Don't come to me yet, wait until I become the greatest hero in the universe!\Don't just show up out of the blue.\So that story was a message to you, ma'am? response:	That's how I took it.
context: and to confess to a princess he fell in love with at first sight.\He was extremely weak; a failure of a hero.\But when he was still weak, the princess approached him herself and confessed.\Great\Don't come to me yet, wait until I become the greatest hero in the universe!\Don't just show up out of the blue.\So that story was a message to you, ma'am?\That's how I took it. response:	Not bad, that Kawaguchi Tarou.
context: He was extremely weak; a failure of a hero.\But when he was still weak, the princess approached him herself and confessed.\Great\Don't come to me yet, wait until I become the greatest hero in the universe!\Don't just show up out of the blue.\So that story was a message to you, ma'am?\That's how I took it.\Not bad, that Kawaguchi Tarou. response:	So Uncle told his feelings through manga?
context: But when he was still weak, the princess approached him herself and confessed.\Great\Don't come to me yet, wait until I become the greatest hero in the universe!\Don't just show up out of the blue.\So that story was a message to you, ma'am?\That's how I took it.\Not bad, that Kawaguchi Tarou.\So Uncle told his feelings through manga? response:	Then would it be all right if I asked something?
context: Great\Don't come to me yet, wait until I become the greatest hero in the universe!\Don't just show up out of the blue.\So that story was a message to you, ma'am?\That's how I took it.\Not bad, that Kawaguchi Tarou.\So Uncle told his feelings through manga?\Then would it be all right if I asked something? response:	Yes.
context: Don't come to me yet, wait until I become the greatest hero in the universe!\Don't just show up out of the blue.\So that story was a message to you, ma'am?\That's how I took it.\Not bad, that Kawaguchi Tarou.\So Uncle told his feelings through manga?\Then would it be all right if I asked something?\Yes. response:	Takagi-kun, Mashiro-kun,
context: Don't just show up out of the blue.\So that story was a message to you, ma'am?\That's how I took it.\Not bad, that Kawaguchi Tarou.\So Uncle told his feelings through manga?\Then would it be all right if I asked something?\Yes.\Takagi-kun, Mashiro-kun, response:	which one of you is going out with Miho?
context: So that story was a message to you, ma'am?\That's how I took it.\Not bad, that Kawaguchi Tarou.\So Uncle told his feelings through manga?\Then would it be all right if I asked something?\Yes.\Takagi-kun, Mashiro-kun,\which one of you is going out with Miho? response:	Neither of us yet.
context: That's how I took it.\Not bad, that Kawaguchi Tarou.\So Uncle told his feelings through manga?\Then would it be all right if I asked something?\Yes.\Takagi-kun, Mashiro-kun,\which one of you is going out with Miho?\Neither of us yet. response:	But if one of us does in the future, it'll be him.
context: Not bad, that Kawaguchi Tarou.\So Uncle told his feelings through manga?\Then would it be all right if I asked something?\Yes.\Takagi-kun, Mashiro-kun,\which one of you is going out with Miho?\Neither of us yet.\But if one of us does in the future, it'll be him. response:	Hey!
context: So Uncle told his feelings through manga?\Then would it be all right if I asked something?\Yes.\Takagi-kun, Mashiro-kun,\which one of you is going out with Miho?\Neither of us yet.\But if one of us does in the future, it'll be him.\Hey! response:	I'm so glad!
context: Then would it be all right if I asked something?\Yes.\Takagi-kun, Mashiro-kun,\which one of you is going out with Miho?\Neither of us yet.\But if one of us does in the future, it'll be him.\Hey!\I'm so glad! response:	Ever since the old days, I've never been into the hard studying type.
context: Yes.\Takagi-kun, Mashiro-kun,\which one of you is going out with Miho?\Neither of us yet.\But if one of us does in the future, it'll be him.\Hey!\I'm so glad!\Ever since the old days, I've never been into the hard studying type. response:	Girls tend to like the guys who are kind of the bad boys.
context: Takagi-kun, Mashiro-kun,\which one of you is going out with Miho?\Neither of us yet.\But if one of us does in the future, it'll be him.\Hey!\I'm so glad!\Ever since the old days, I've never been into the hard studying type.\Girls tend to like the guys who are kind of the bad boys. response:	No, it's just this, ma'am.
context: which one of you is going out with Miho?\Neither of us yet.\But if one of us does in the future, it'll be him.\Hey!\I'm so glad!\Ever since the old days, I've never been into the hard studying type.\Girls tend to like the guys who are kind of the bad boys.\No, it's just this, ma'am. response:	That's only your personal preference, but I'm popular with girls too.
