context: Halloween? response:	Yeah, Halloween!
context: tsumikasaneta uso demo ugokenakunatteru\sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight response:	Maybe we're close? I just can't figure out
context: sugu ni ai ni ikitai kedo kotoba ha mitsukaranai shi\saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out response:	Just how far away I am, even though you're right there
context: saigo no ichi pe-ji kurai kimi ni ha egao misetai\Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there response:	Don't be so nice to me, see? We hurt each other again
context: Don't be so nice to me, I just don't know how to react\With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again response:	With all these lies piling up, I can't even move
context: With all these words piling up,\I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move response:	I want to see you now, but I don't know what to say
context: I can't even see your face\Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say response:	If this is the end for our story, I want you to see my smile
context: Where is it? I lost my key, now I can't find it\Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile response:	ED
context: Sigh, I'll burn out if I keep acting like this whenever we fight\Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\ED response:	S SO
context: Maybe we're close? I just can't figure out\Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\ED\S SO response:	SS
context: Just how far away I am, even though you're right there\Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\ED\S SO\SS response:	nagaku chikaku ni iru to mienakunaru mono
context: Don't be so nice to me, see? We hurt each other again\With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\ED\S SO\SS\nagaku chikaku ni iru to mienakunaru mono response:	itsuka dokoka de mitsukete watashi ha kawatta
context: With all these lies piling up, I can't even move\I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\ED\S SO\SS\nagaku chikaku ni iru to mienakunaru mono\itsuka dokoka de mitsukete watashi ha kawatta response:	nee anata ha kawaranai ne dakara modokashii no
context: I want to see you now, but I don't know what to say\If this is the end for our story, I want you to see my smile\ED\S SO\SS\nagaku chikaku ni iru to mienakunaru mono\itsuka dokoka de mitsukete watashi ha kawatta\nee anata ha kawaranai ne dakara modokashii no response:	demo tabun sou iu toko fukumete suki nanda
context: If this is the end for our story, I want you to see my smile\ED\S SO\SS\nagaku chikaku ni iru to mienakunaru mono\itsuka dokoka de mitsukete watashi ha kawatta\nee anata ha kawaranai ne dakara modokashii no\demo tabun sou iu toko fukumete suki nanda response:	mata futari de kaeteyuku yo
context: ED\S SO\SS\nagaku chikaku ni iru to mienakunaru mono\itsuka dokoka de mitsukete watashi ha kawatta\nee anata ha kawaranai ne dakara modokashii no\demo tabun sou iu toko fukumete suki nanda\mata futari de kaeteyuku yo response:	zutto konna kankei ga tsudzukeba ii no ni
context: S SO\SS\nagaku chikaku ni iru to mienakunaru mono\itsuka dokoka de mitsukete watashi ha kawatta\nee anata ha kawaranai ne dakara modokashii no\demo tabun sou iu toko fukumete suki nanda\mata futari de kaeteyuku yo\zutto konna kankei ga tsudzukeba ii no ni response:	kyuu ni sunda kono maegami mitai ni
context: SS\nagaku chikaku ni iru to mienakunaru mono\itsuka dokoka de mitsukete watashi ha kawatta\nee anata ha kawaranai ne dakara modokashii no\demo tabun sou iu toko fukumete suki nanda\mata futari de kaeteyuku yo\zutto konna kankei ga tsudzukeba ii no ni\kyuu ni sunda kono maegami mitai ni response:	mezameta omoi ga mou modoranai kara
context: nagaku chikaku ni iru to mienakunaru mono\itsuka dokoka de mitsukete watashi ha kawatta\nee anata ha kawaranai ne dakara modokashii no\demo tabun sou iu toko fukumete suki nanda\mata futari de kaeteyuku yo\zutto konna kankei ga tsudzukeba ii no ni\kyuu ni sunda kono maegami mitai ni\mezameta omoi ga mou modoranai kara response:	jimi na watashi dakedo sono mama de ii
context: itsuka dokoka de mitsukete watashi ha kawatta\nee anata ha kawaranai ne dakara modokashii no\demo tabun sou iu toko fukumete suki nanda\mata futari de kaeteyuku yo\zutto konna kankei ga tsudzukeba ii no ni\kyuu ni sunda kono maegami mitai ni\mezameta omoi ga mou modoranai kara\jimi na watashi dakedo sono mama de ii response:	anata no kotoba atsuku atsuku nokotteiru
context: nee anata ha kawaranai ne dakara modokashii no\demo tabun sou iu toko fukumete suki nanda\mata futari de kaeteyuku yo\zutto konna kankei ga tsudzukeba ii no ni\kyuu ni sunda kono maegami mitai ni\mezameta omoi ga mou modoranai kara\jimi na watashi dakedo sono mama de ii\anata no kotoba atsuku atsuku nokotteiru response:	When youve been together for so long, sometimes you just forget about it
context: demo tabun sou iu toko fukumete suki nanda\mata futari de kaeteyuku yo\zutto konna kankei ga tsudzukeba ii no ni\kyuu ni sunda kono maegami mitai ni\mezameta omoi ga mou modoranai kara\jimi na watashi dakedo sono mama de ii\anata no kotoba atsuku atsuku nokotteiru\When youve been together for so long, sometimes you just forget about it response:	Sometime, somewhere, I found it, but I had changed
context: mata futari de kaeteyuku yo\zutto konna kankei ga tsudzukeba ii no ni\kyuu ni sunda kono maegami mitai ni\mezameta omoi ga mou modoranai kara\jimi na watashi dakedo sono mama de ii\anata no kotoba atsuku atsuku nokotteiru\When youve been together for so long, sometimes you just forget about it\Sometime, somewhere, I found it, but I had changed response:	Hey, you never seem to change, thats why Im so upset
context: zutto konna kankei ga tsudzukeba ii no ni\kyuu ni sunda kono maegami mitai ni\mezameta omoi ga mou modoranai kara\jimi na watashi dakedo sono mama de ii\anata no kotoba atsuku atsuku nokotteiru\When youve been together for so long, sometimes you just forget about it\Sometime, somewhere, I found it, but I had changed\Hey, you never seem to change, thats why Im so upset response:	But I think thats part of what I like about you
context: kyuu ni sunda kono maegami mitai ni\mezameta omoi ga mou modoranai kara\jimi na watashi dakedo sono mama de ii\anata no kotoba atsuku atsuku nokotteiru\When youve been together for so long, sometimes you just forget about it\Sometime, somewhere, I found it, but I had changed\Hey, you never seem to change, thats why Im so upset\But I think thats part of what I like about you response:	Well just keep changing together
context: mezameta omoi ga mou modoranai kara\jimi na watashi dakedo sono mama de ii\anata no kotoba atsuku atsuku nokotteiru\When youve been together for so long, sometimes you just forget about it\Sometime, somewhere, I found it, but I had changed\Hey, you never seem to change, thats why Im so upset\But I think thats part of what I like about you\Well just keep changing together response:	Even though it would be so nice to stay like this forever
context: jimi na watashi dakedo sono mama de ii\anata no kotoba atsuku atsuku nokotteiru\When youve been together for so long, sometimes you just forget about it\Sometime, somewhere, I found it, but I had changed\Hey, you never seem to change, thats why Im so upset\But I think thats part of what I like about you\Well just keep changing together\Even though it would be so nice to stay like this forever response:	Just like my bangs that I suddenly cut short
context: anata no kotoba atsuku atsuku nokotteiru\When youve been together for so long, sometimes you just forget about it\Sometime, somewhere, I found it, but I had changed\Hey, you never seem to change, thats why Im so upset\But I think thats part of what I like about you\Well just keep changing together\Even though it would be so nice to stay like this forever\Just like my bangs that I suddenly cut short response:	My feelings all came up, now I cant go back
context: When youve been together for so long, sometimes you just forget about it\Sometime, somewhere, I found it, but I had changed\Hey, you never seem to change, thats why Im so upset\But I think thats part of what I like about you\Well just keep changing together\Even though it would be so nice to stay like this forever\Just like my bangs that I suddenly cut short\My feelings all came up, now I cant go back response:	I might be so plain, but thats all okay
context: Sometime, somewhere, I found it, but I had changed\Hey, you never seem to change, thats why Im so upset\But I think thats part of what I like about you\Well just keep changing together\Even though it would be so nice to stay like this forever\Just like my bangs that I suddenly cut short\My feelings all came up, now I cant go back\I might be so plain, but thats all okay response:	Everything you said still warms me deep inside
context: Hey, you never seem to change, thats why Im so upset\But I think thats part of what I like about you\Well just keep changing together\Even though it would be so nice to stay like this forever\Just like my bangs that I suddenly cut short\My feelings all came up, now I cant go back\I might be so plain, but thats all okay\Everything you said still warms me deep inside response:	TS
context: But I think thats part of what I like about you\Well just keep changing together\Even though it would be so nice to stay like this forever\Just like my bangs that I suddenly cut short\My feelings all came up, now I cant go back\I might be so plain, but thats all okay\Everything you said still warms me deep inside\TS response:	Mazui Presents
context: Well just keep changing together\Even though it would be so nice to stay like this forever\Just like my bangs that I suddenly cut short\My feelings all came up, now I cant go back\I might be so plain, but thats all okay\Everything you said still warms me deep inside\TS\Mazui Presents response:	There's No Way My Little Sister 0000 can be This Cute
context: Even though it would be so nice to stay like this forever\Just like my bangs that I suddenly cut short\My feelings all came up, now I cant go back\I might be so plain, but thats all okay\Everything you said still warms me deep inside\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute response:	There's No Way My Childhood Friend Can be this Cute
context: Just like my bangs that I suddenly cut short\My feelings all came up, now I cant go back\I might be so plain, but thats all okay\Everything you said still warms me deep inside\TS\Mazui Presents\There's No Way My Little Sister 0000 can be This Cute\There's No Way My Childhood Friend Can be this Cute response:	There's No Way My Little Sister Could Write a Novel
