context: Hello! response:	I'm Katsuki Yuri.
context: I want to be the most beautiful woman in town, who seduces the playboy!\I won't drastically change any moves,\but I think this is a lot closer to how I feel.\At first, I wasn't sure what he was being all serious about,\but his performance has integrated his emotions.\It's changed.\Now, we have a spread eagle into a triple axel.\Man, this program is tough. response:	Scheduling all the jumps in the second half just because he has stamina
context: I won't drastically change any moves,\but I think this is a lot closer to how I feel.\At first, I wasn't sure what he was being all serious about,\but his performance has integrated his emotions.\It's changed.\Now, we have a spread eagle into a triple axel.\Man, this program is tough.\Scheduling all the jumps in the second half just because he has stamina response:	is pretty spartan.
context: but I think this is a lot closer to how I feel.\At first, I wasn't sure what he was being all serious about,\but his performance has integrated his emotions.\It's changed.\Now, we have a spread eagle into a triple axel.\Man, this program is tough.\Scheduling all the jumps in the second half just because he has stamina\is pretty spartan. response:	Oops! He stepped out of his quadruple Salchow!
context: At first, I wasn't sure what he was being all serious about,\but his performance has integrated his emotions.\It's changed.\Now, we have a spread eagle into a triple axel.\Man, this program is tough.\Scheduling all the jumps in the second half just because he has stamina\is pretty spartan.\Oops! He stepped out of his quadruple Salchow! response:	He managed to stay on his feet by putting his hand down.
context: but his performance has integrated his emotions.\It's changed.\Now, we have a spread eagle into a triple axel.\Man, this program is tough.\Scheduling all the jumps in the second half just because he has stamina\is pretty spartan.\Oops! He stepped out of his quadruple Salchow!\He managed to stay on his feet by putting his hand down. response:	About what you'd expect.
context: It's changed.\Now, we have a spread eagle into a triple axel.\Man, this program is tough.\Scheduling all the jumps in the second half just because he has stamina\is pretty spartan.\Oops! He stepped out of his quadruple Salchow!\He managed to stay on his feet by putting his hand down.\About what you'd expect. response:	Don't panic!
context: Now, we have a spread eagle into a triple axel.\Man, this program is tough.\Scheduling all the jumps in the second half just because he has stamina\is pretty spartan.\Oops! He stepped out of his quadruple Salchow!\He managed to stay on his feet by putting his hand down.\About what you'd expect.\Don't panic! response:	A mistake like this isn't enough to make me lose my charms.
context: Man, this program is tough.\Scheduling all the jumps in the second half just because he has stamina\is pretty spartan.\Oops! He stepped out of his quadruple Salchow!\He managed to stay on his feet by putting his hand down.\About what you'd expect.\Don't panic!\A mistake like this isn't enough to make me lose my charms. response:	I'm better than any other woman out there.
context: Scheduling all the jumps in the second half just because he has stamina\is pretty spartan.\Oops! He stepped out of his quadruple Salchow!\He managed to stay on his feet by putting his hand down.\About what you'd expect.\Don't panic!\A mistake like this isn't enough to make me lose my charms.\I'm better than any other woman out there. response:	You ask why?
context: is pretty spartan.\Oops! He stepped out of his quadruple Salchow!\He managed to stay on his feet by putting his hand down.\About what you'd expect.\Don't panic!\A mistake like this isn't enough to make me lose my charms.\I'm better than any other woman out there.\You ask why? response:	A quadruple toe loop, followed by a triple toe loop!
context: Oops! He stepped out of his quadruple Salchow!\He managed to stay on his feet by putting his hand down.\About what you'd expect.\Don't panic!\A mistake like this isn't enough to make me lose my charms.\I'm better than any other woman out there.\You ask why?\A quadruple toe loop, followed by a triple toe loop! response:	He nailed it!
context: He managed to stay on his feet by putting his hand down.\About what you'd expect.\Don't panic!\A mistake like this isn't enough to make me lose my charms.\I'm better than any other woman out there.\You ask why?\A quadruple toe loop, followed by a triple toe loop!\He nailed it! response:	A quad-triple combination at the very end? Is he insane?
context: About what you'd expect.\Don't panic!\A mistake like this isn't enough to make me lose my charms.\I'm better than any other woman out there.\You ask why?\A quadruple toe loop, followed by a triple toe loop!\He nailed it!\A quad-triple combination at the very end? Is he insane? response:	He nailed it, too.
context: Don't panic!\A mistake like this isn't enough to make me lose my charms.\I'm better than any other woman out there.\You ask why?\A quadruple toe loop, followed by a triple toe loop!\He nailed it!\A quad-triple combination at the very end? Is he insane?\He nailed it, too. response:	That was a Yuri you've never seen before.
context: A mistake like this isn't enough to make me lose my charms.\I'm better than any other woman out there.\You ask why?\A quadruple toe loop, followed by a triple toe loop!\He nailed it!\A quad-triple combination at the very end? Is he insane?\He nailed it, too.\That was a Yuri you've never seen before. response:	No one could look away.
context: I'm better than any other woman out there.\You ask why?\A quadruple toe loop, followed by a triple toe loop!\He nailed it!\A quad-triple combination at the very end? Is he insane?\He nailed it, too.\That was a Yuri you've never seen before.\No one could look away. response:	I'm looking forward to this season now.
context: You ask why?\A quadruple toe loop, followed by a triple toe loop!\He nailed it!\A quad-triple combination at the very end? Is he insane?\He nailed it, too.\That was a Yuri you've never seen before.\No one could look away.\I'm looking forward to this season now. response:	Yuri!
context: A quadruple toe loop, followed by a triple toe loop!\He nailed it!\A quad-triple combination at the very end? Is he insane?\He nailed it, too.\That was a Yuri you've never seen before.\No one could look away.\I'm looking forward to this season now.\Yuri! response:	That was the tastiest pork cutlet bowl I've ever seen!
context: He nailed it!\A quad-triple combination at the very end? Is he insane?\He nailed it, too.\That was a Yuri you've never seen before.\No one could look away.\I'm looking forward to this season now.\Yuri!\That was the tastiest pork cutlet bowl I've ever seen! response:	Wonderful!
context: A quad-triple combination at the very end? Is he insane?\He nailed it, too.\That was a Yuri you've never seen before.\No one could look away.\I'm looking forward to this season now.\Yuri!\That was the tastiest pork cutlet bowl I've ever seen!\Wonderful! response:	Th-Thank you.
context: He nailed it, too.\That was a Yuri you've never seen before.\No one could look away.\I'm looking forward to this season now.\Yuri!\That was the tastiest pork cutlet bowl I've ever seen!\Wonderful!\Th-Thank you. response:	But can I say something?
context: That was a Yuri you've never seen before.\No one could look away.\I'm looking forward to this season now.\Yuri!\That was the tastiest pork cutlet bowl I've ever seen!\Wonderful!\Th-Thank you.\But can I say something? response:	S-Sure.
context: No one could look away.\I'm looking forward to this season now.\Yuri!\That was the tastiest pork cutlet bowl I've ever seen!\Wonderful!\Th-Thank you.\But can I say something?\S-Sure. response:	What was with your triple axel out of the spread eagle?
context: I'm looking forward to this season now.\Yuri!\That was the tastiest pork cutlet bowl I've ever seen!\Wonderful!\Th-Thank you.\But can I say something?\S-Sure.\What was with your triple axel out of the spread eagle? response:	That was the worst attempt so far.
context: Yuri!\That was the tastiest pork cutlet bowl I've ever seen!\Wonderful!\Th-Thank you.\But can I say something?\S-Sure.\What was with your triple axel out of the spread eagle?\That was the worst attempt so far. response:	I know you had Yurio teach you the quad Salchow in secret, but what was that?
context: That was the tastiest pork cutlet bowl I've ever seen!\Wonderful!\Th-Thank you.\But can I say something?\S-Sure.\What was with your triple axel out of the spread eagle?\That was the worst attempt so far.\I know you had Yurio teach you the quad Salchow in secret, but what was that? response:	Huh? Yuri?
context: Wonderful!\Th-Thank you.\But can I say something?\S-Sure.\What was with your triple axel out of the spread eagle?\That was the worst attempt so far.\I know you had Yurio teach you the quad Salchow in secret, but what was that?\Huh? Yuri? response:	Yurio-kun, hang on.
context: Th-Thank you.\But can I say something?\S-Sure.\What was with your triple axel out of the spread eagle?\That was the worst attempt so far.\I know you had Yurio teach you the quad Salchow in secret, but what was that?\Huh? Yuri?\Yurio-kun, hang on. response:	You're going back without even hearing the results?
context: But can I say something?\S-Sure.\What was with your triple axel out of the spread eagle?\That was the worst attempt so far.\I know you had Yurio teach you the quad Salchow in secret, but what was that?\Huh? Yuri?\Yurio-kun, hang on.\You're going back without even hearing the results? response:	I already know the results.
context: S-Sure.\What was with your triple axel out of the spread eagle?\That was the worst attempt so far.\I know you had Yurio teach you the quad Salchow in secret, but what was that?\Huh? Yuri?\Yurio-kun, hang on.\You're going back without even hearing the results?\I already know the results. response:	That performance...
context: What was with your triple axel out of the spread eagle?\That was the worst attempt so far.\I know you had Yurio teach you the quad Salchow in secret, but what was that?\Huh? Yuri?\Yurio-kun, hang on.\You're going back without even hearing the results?\I already know the results.\That performance... response:	I'm going to keep going under Yakov.
context: That was the worst attempt so far.\I know you had Yurio teach you the quad Salchow in secret, but what was that?\Huh? Yuri?\Yurio-kun, hang on.\You're going back without even hearing the results?\I already know the results.\That performance...\I'm going to keep going under Yakov. response:	Later.
context: I know you had Yurio teach you the quad Salchow in secret, but what was that?\Huh? Yuri?\Yurio-kun, hang on.\You're going back without even hearing the results?\I already know the results.\That performance...\I'm going to keep going under Yakov.\Later. response:	Dasvidaniya.
context: Huh? Yuri?\Yurio-kun, hang on.\You're going back without even hearing the results?\I already know the results.\That performance...\I'm going to keep going under Yakov.\Later.\Dasvidaniya. response:	I see.
context: Yurio-kun, hang on.\You're going back without even hearing the results?\I already know the results.\That performance...\I'm going to keep going under Yakov.\Later.\Dasvidaniya.\I see. response:	Don't get me wrong!
context: You're going back without even hearing the results?\I already know the results.\That performance...\I'm going to keep going under Yakov.\Later.\Dasvidaniya.\I see.\Don't get me wrong! response:	I'm the one who'll win at the Grand Prix Final!
context: I already know the results.\That performance...\I'm going to keep going under Yakov.\Later.\Dasvidaniya.\I see.\Don't get me wrong!\I'm the one who'll win at the Grand Prix Final! response:	Tell him that!
context: That performance...\I'm going to keep going under Yakov.\Later.\Dasvidaniya.\I see.\Don't get me wrong!\I'm the one who'll win at the Grand Prix Final!\Tell him that! response:	Katsuki Yuri has won the Hot Springs on Ice event.
context: I'm going to keep going under Yakov.\Later.\Dasvidaniya.\I see.\Don't get me wrong!\I'm the one who'll win at the Grand Prix Final!\Tell him that!\Katsuki Yuri has won the Hot Springs on Ice event. response:	A word, please.
context: Later.\Dasvidaniya.\I see.\Don't get me wrong!\I'm the one who'll win at the Grand Prix Final!\Tell him that!\Katsuki Yuri has won the Hot Springs on Ice event.\A word, please. response:	O-Oh, um...
context: Dasvidaniya.\I see.\Don't get me wrong!\I'm the one who'll win at the Grand Prix Final!\Tell him that!\Katsuki Yuri has won the Hot Springs on Ice event.\A word, please.\O-Oh, um... response:	I'm going to try and win the next Grand Prix Final with Victor!
context: I see.\Don't get me wrong!\I'm the one who'll win at the Grand Prix Final!\Tell him that!\Katsuki Yuri has won the Hot Springs on Ice event.\A word, please.\O-Oh, um...\I'm going to try and win the next Grand Prix Final with Victor! response:	Thank you for your continued support!
context: Don't get me wrong!\I'm the one who'll win at the Grand Prix Final!\Tell him that!\Katsuki Yuri has won the Hot Springs on Ice event.\A word, please.\O-Oh, um...\I'm going to try and win the next Grand Prix Final with Victor!\Thank you for your continued support! response:	The battle for my very last figure skating season has begun.
context: I'm the one who'll win at the Grand Prix Final!\Tell him that!\Katsuki Yuri has won the Hot Springs on Ice event.\A word, please.\O-Oh, um...\I'm going to try and win the next Grand Prix Final with Victor!\Thank you for your continued support!\The battle for my very last figure skating season has begun. response:	To Be Continued!!!
context: Tell him that!\Katsuki Yuri has won the Hot Springs on Ice event.\A word, please.\O-Oh, um...\I'm going to try and win the next Grand Prix Final with Victor!\Thank you for your continued support!\The battle for my very last figure skating season has begun.\To Be Continued!!! response:	Who'd even be happy to see me naked on ice?
context: Katsuki Yuri has won the Hot Springs on Ice event.\A word, please.\O-Oh, um...\I'm going to try and win the next Grand Prix Final with Victor!\Thank you for your continued support!\The battle for my very last figure skating season has begun.\To Be Continued!!!\Who'd even be happy to see me naked on ice? response:	At the very least, I would be.
context: A word, please.\O-Oh, um...\I'm going to try and win the next Grand Prix Final with Victor!\Thank you for your continued support!\The battle for my very last figure skating season has begun.\To Be Continued!!!\Who'd even be happy to see me naked on ice?\At the very least, I would be. response:	Huh?
context: O-Oh, um...\I'm going to try and win the next Grand Prix Final with Victor!\Thank you for your continued support!\The battle for my very last figure skating season has begun.\To Be Continued!!!\Who'd even be happy to see me naked on ice?\At the very least, I would be.\Huh? response:	Like Yourself...
context: I'm going to try and win the next Grand Prix Final with Victor!\Thank you for your continued support!\The battle for my very last figure skating season has begun.\To Be Continued!!!\Who'd even be happy to see me naked on ice?\At the very least, I would be.\Huh?\Like Yourself... response:	Fourth Skate Like Yourself... And Complete the Free Program!!
context: Thank you for your continued support!\The battle for my very last figure skating season has begun.\To Be Continued!!!\Who'd even be happy to see me naked on ice?\At the very least, I would be.\Huh?\Like Yourself...\Fourth Skate Like Yourself... And Complete the Free Program!! response:	And Complete the Free Program!!
