context: Ichika likes you. response:	What do you want?
context: Jeez, you're like a child.\Besides, that's not that impressive.\I'll show you how it's done. Watch this.\See? How's that!\I can go even higher!\I like this view you get when you swing full force.\It's not exactly a million-dollar nightscape,\but when I imagine that there's a home a familyfor every light... response:	I feel warm inside.
context: Besides, that's not that impressive.\I'll show you how it's done. Watch this.\See? How's that!\I can go even higher!\I like this view you get when you swing full force.\It's not exactly a million-dollar nightscape,\but when I imagine that there's a home a familyfor every light...\I feel warm inside. response:	And then...
context: I'll show you how it's done. Watch this.\See? How's that!\I can go even higher!\I like this view you get when you swing full force.\It's not exactly a million-dollar nightscape,\but when I imagine that there's a home a familyfor every light...\I feel warm inside.\And then... response:	I beat my old record!
context: See? How's that!\I can go even higher!\I like this view you get when you swing full force.\It's not exactly a million-dollar nightscape,\but when I imagine that there's a home a familyfor every light...\I feel warm inside.\And then...\I beat my old record! response:	Can you come this far, Uesugi-san?
context: I can go even higher!\I like this view you get when you swing full force.\It's not exactly a million-dollar nightscape,\but when I imagine that there's a home a familyfor every light...\I feel warm inside.\And then...\I beat my old record!\Can you come this far, Uesugi-san? response:	Of course I...
context: I like this view you get when you swing full force.\It's not exactly a million-dollar nightscape,\but when I imagine that there's a home a familyfor every light...\I feel warm inside.\And then...\I beat my old record!\Can you come this far, Uesugi-san?\Of course I... response:	U-Uesugi-san!
context: It's not exactly a million-dollar nightscape,\but when I imagine that there's a home a familyfor every light...\I feel warm inside.\And then...\I beat my old record!\Can you come this far, Uesugi-san?\Of course I...\U-Uesugi-san! response:	Did you see that?!
context: but when I imagine that there's a home a familyfor every light...\I feel warm inside.\And then...\I beat my old record!\Can you come this far, Uesugi-san?\Of course I...\U-Uesugi-san!\Did you see that?! response:	What just happened?!
context: I feel warm inside.\And then...\I beat my old record!\Can you come this far, Uesugi-san?\Of course I...\U-Uesugi-san!\Did you see that?!\What just happened?! response:	What is it that you want?
context: And then...\I beat my old record!\Can you come this far, Uesugi-san?\Of course I...\U-Uesugi-san!\Did you see that?!\What just happened?!\What is it that you want? response:	What on earth are you doing?
context: I beat my old record!\Can you come this far, Uesugi-san?\Of course I...\U-Uesugi-san!\Did you see that?!\What just happened?!\What is it that you want?\What on earth are you doing? response:	Anyway, it's late. Let's go home.
context: Can you come this far, Uesugi-san?\Of course I...\U-Uesugi-san!\Did you see that?!\What just happened?!\What is it that you want?\What on earth are you doing?\Anyway, it's late. Let's go home. response:	Huh? Okay.
context: Of course I...\U-Uesugi-san!\Did you see that?!\What just happened?!\What is it that you want?\What on earth are you doing?\Anyway, it's late. Let's go home.\Huh? Okay. response:	Man, I never got her anything.
context: U-Uesugi-san!\Did you see that?!\What just happened?!\What is it that you want?\What on earth are you doing?\Anyway, it's late. Let's go home.\Huh? Okay.\Man, I never got her anything. response:	Do I have anything?
context: Did you see that?!\What just happened?!\What is it that you want?\What on earth are you doing?\Anyway, it's late. Let's go home.\Huh? Okay.\Man, I never got her anything.\Do I have anything? response:	Super easy-to-understand Exam questions
context: What just happened?!\What is it that you want?\What on earth are you doing?\Anyway, it's late. Let's go home.\Huh? Okay.\Man, I never got her anything.\Do I have anything?\Super easy-to-understand Exam questions response:	I-If this will do...
context: What is it that you want?\What on earth are you doing?\Anyway, it's late. Let's go home.\Huh? Okay.\Man, I never got her anything.\Do I have anything?\Super easy-to-understand Exam questions\I-If this will do... response:	That's so you, Uesugi-san.
context: What on earth are you doing?\Anyway, it's late. Let's go home.\Huh? Okay.\Man, I never got her anything.\Do I have anything?\Super easy-to-understand Exam questions\I-If this will do...\That's so you, Uesugi-san. response:	Thank you.
context: Anyway, it's late. Let's go home.\Huh? Okay.\Man, I never got her anything.\Do I have anything?\Super easy-to-understand Exam questions\I-If this will do...\That's so you, Uesugi-san.\Thank you. response:	But I already got what I wanted.
context: Huh? Okay.\Man, I never got her anything.\Do I have anything?\Super easy-to-understand Exam questions\I-If this will do...\That's so you, Uesugi-san.\Thank you.\But I already got what I wanted. response:	You did?
context: Man, I never got her anything.\Do I have anything?\Super easy-to-understand Exam questions\I-If this will do...\That's so you, Uesugi-san.\Thank you.\But I already got what I wanted.\You did? response:	Yes.
context: Do I have anything?\Super easy-to-understand Exam questions\I-If this will do...\That's so you, Uesugi-san.\Thank you.\But I already got what I wanted.\You did?\Yes. response:	Okay, then.
context: Super easy-to-understand Exam questions\I-If this will do...\That's so you, Uesugi-san.\Thank you.\But I already got what I wanted.\You did?\Yes.\Okay, then. response:	Are you sure?
context: I-If this will do...\That's so you, Uesugi-san.\Thank you.\But I already got what I wanted.\You did?\Yes.\Okay, then.\Are you sure? response:	Let's come back again.
context: That's so you, Uesugi-san.\Thank you.\But I already got what I wanted.\You did?\Yes.\Okay, then.\Are you sure?\Let's come back again. response:	With everyone, next time.
context: Thank you.\But I already got what I wanted.\You did?\Yes.\Okay, then.\Are you sure?\Let's come back again.\With everyone, next time. response:	This is for middle schoolers!
context: But I already got what I wanted.\You did?\Yes.\Okay, then.\Are you sure?\Let's come back again.\With everyone, next time.\This is for middle schoolers! response:	Hey, you're all here today.
context: You did?\Yes.\Okay, then.\Are you sure?\Let's come back again.\With everyone, next time.\This is for middle schoolers!\Hey, you're all here today. response:	Well, let's start studying.
context: Yes.\Okay, then.\Are you sure?\Let's come back again.\With everyone, next time.\This is for middle schoolers!\Hey, you're all here today.\Well, let's start studying. response:	But first, I want to talk about the school trip.
context: Okay, then.\Are you sure?\Let's come back again.\With everyone, next time.\This is for middle schoolers!\Hey, you're all here today.\Well, let's start studying.\But first, I want to talk about the school trip. response:	Futaro, have you chosen who you're going to go with?
context: Are you sure?\Let's come back again.\With everyone, next time.\This is for middle schoolers!\Hey, you're all here today.\Well, let's start studying.\But first, I want to talk about the school trip.\Futaro, have you chosen who you're going to go with? response:	Wait!
context: Let's come back again.\With everyone, next time.\This is for middle schoolers!\Hey, you're all here today.\Well, let's start studying.\But first, I want to talk about the school trip.\Futaro, have you chosen who you're going to go with?\Wait! response:	Yotsuba said she has something to say.
context: With everyone, next time.\This is for middle schoolers!\Hey, you're all here today.\Well, let's start studying.\But first, I want to talk about the school trip.\Futaro, have you chosen who you're going to go with?\Wait!\Yotsuba said she has something to say. response:	U-Um...
context: This is for middle schoolers!\Hey, you're all here today.\Well, let's start studying.\But first, I want to talk about the school trip.\Futaro, have you chosen who you're going to go with?\Wait!\Yotsuba said she has something to say.\U-Um... response:	Right?
context: Hey, you're all here today.\Well, let's start studying.\But first, I want to talk about the school trip.\Futaro, have you chosen who you're going to go with?\Wait!\Yotsuba said she has something to say.\U-Um...\Right? response:	What?
context: Well, let's start studying.\But first, I want to talk about the school trip.\Futaro, have you chosen who you're going to go with?\Wait!\Yotsuba said she has something to say.\U-Um...\Right?\What? response:	Hurry up.
context: But first, I want to talk about the school trip.\Futaro, have you chosen who you're going to go with?\Wait!\Yotsuba said she has something to say.\U-Um...\Right?\What?\Hurry up. response:	U-Um, well...
context: Futaro, have you chosen who you're going to go with?\Wait!\Yotsuba said she has something to say.\U-Um...\Right?\What?\Hurry up.\U-Um, well... response:	Miku and Ichika can come with...
context: Wait!\Yotsuba said she has something to say.\U-Um...\Right?\What?\Hurry up.\U-Um, well...\Miku and Ichika can come with... response:	But Itsuki and Nino...
context: Yotsuba said she has something to say.\U-Um...\Right?\What?\Hurry up.\U-Um, well...\Miku and Ichika can come with...\But Itsuki and Nino... response:	We sisters have to stay together.
context: U-Um...\Right?\What?\Hurry up.\U-Um, well...\Miku and Ichika can come with...\But Itsuki and Nino...\We sisters have to stay together. response:	Oh, I know!
context: Right?\What?\Hurry up.\U-Um, well...\Miku and Ichika can come with...\But Itsuki and Nino...\We sisters have to stay together.\Oh, I know! response:	Let's just all be in the same group!
context: What?\Hurry up.\U-Um, well...\Miku and Ichika can come with...\But Itsuki and Nino...\We sisters have to stay together.\Oh, I know!\Let's just all be in the same group! response:	You, too, Uesugi-san!
context: Hurry up.\U-Um, well...\Miku and Ichika can come with...\But Itsuki and Nino...\We sisters have to stay together.\Oh, I know!\Let's just all be in the same group!\You, too, Uesugi-san! response:	Wha?
context: U-Um, well...\Miku and Ichika can come with...\But Itsuki and Nino...\We sisters have to stay together.\Oh, I know!\Let's just all be in the same group!\You, too, Uesugi-san!\Wha? response:	That would be ideal, but we can only have up to five per group.
context: Miku and Ichika can come with...\But Itsuki and Nino...\We sisters have to stay together.\Oh, I know!\Let's just all be in the same group!\You, too, Uesugi-san!\Wha?\That would be ideal, but we can only have up to five per group. response:	I meant everyone besides me.
context: But Itsuki and Nino...\We sisters have to stay together.\Oh, I know!\Let's just all be in the same group!\You, too, Uesugi-san!\Wha?\That would be ideal, but we can only have up to five per group.\I meant everyone besides me. response:	That solves everything.
context: We sisters have to stay together.\Oh, I know!\Let's just all be in the same group!\You, too, Uesugi-san!\Wha?\That would be ideal, but we can only have up to five per group.\I meant everyone besides me.\That solves everything. response:	That's a bit much.
context: Oh, I know!\Let's just all be in the same group!\You, too, Uesugi-san!\Wha?\That would be ideal, but we can only have up to five per group.\I meant everyone besides me.\That solves everything.\That's a bit much. response:	I can't have that, Yotsuba.
context: Let's just all be in the same group!\You, too, Uesugi-san!\Wha?\That would be ideal, but we can only have up to five per group.\I meant everyone besides me.\That solves everything.\That's a bit much.\I can't have that, Yotsuba. response:	Is there a problem?
context: You, too, Uesugi-san!\Wha?\That would be ideal, but we can only have up to five per group.\I meant everyone besides me.\That solves everything.\That's a bit much.\I can't have that, Yotsuba.\Is there a problem? response:	There is.
context: Wha?\That would be ideal, but we can only have up to five per group.\I meant everyone besides me.\That solves everything.\That's a bit much.\I can't have that, Yotsuba.\Is there a problem?\There is. response:	A huge one.
context: That would be ideal, but we can only have up to five per group.\I meant everyone besides me.\That solves everything.\That's a bit much.\I can't have that, Yotsuba.\Is there a problem?\There is.\A huge one. response:	Yeah.
context: I meant everyone besides me.\That solves everything.\That's a bit much.\I can't have that, Yotsuba.\Is there a problem?\There is.\A huge one.\Yeah. response:	The problem is that no one wants that.
context: That solves everything.\That's a bit much.\I can't have that, Yotsuba.\Is there a problem?\There is.\A huge one.\Yeah.\The problem is that no one wants that. response:	At the very least, I don't.
context: That's a bit much.\I can't have that, Yotsuba.\Is there a problem?\There is.\A huge one.\Yeah.\The problem is that no one wants that.\At the very least, I don't. response:	How about this, then?
context: I can't have that, Yotsuba.\Is there a problem?\There is.\A huge one.\Yeah.\The problem is that no one wants that.\At the very least, I don't.\How about this, then? response:	Fu-kun and I form a group by ourselves.
context: Is there a problem?\There is.\A huge one.\Yeah.\The problem is that no one wants that.\At the very least, I don't.\How about this, then?\Fu-kun and I form a group by ourselves. response:	Fu-kun?
context: There is.\A huge one.\Yeah.\The problem is that no one wants that.\At the very least, I don't.\How about this, then?\Fu-kun and I form a group by ourselves.\Fu-kun? response:	I don't know what Yotsuba was about to say,
context: A huge one.\Yeah.\The problem is that no one wants that.\At the very least, I don't.\How about this, then?\Fu-kun and I form a group by ourselves.\Fu-kun?\I don't know what Yotsuba was about to say, response:	but that's been my plan all along.
context: Yeah.\The problem is that no one wants that.\At the very least, I don't.\How about this, then?\Fu-kun and I form a group by ourselves.\Fu-kun?\I don't know what Yotsuba was about to say,\but that's been my plan all along. response:	I'm going with who I like.
context: The problem is that no one wants that.\At the very least, I don't.\How about this, then?\Fu-kun and I form a group by ourselves.\Fu-kun?\I don't know what Yotsuba was about to say,\but that's been my plan all along.\I'm going with who I like. response:	You don't get to say no.
context: At the very least, I don't.\How about this, then?\Fu-kun and I form a group by ourselves.\Fu-kun?\I don't know what Yotsuba was about to say,\but that's been my plan all along.\I'm going with who I like.\You don't get to say no. response:	U-Uh, Nino, I never...
context: How about this, then?\Fu-kun and I form a group by ourselves.\Fu-kun?\I don't know what Yotsuba was about to say,\but that's been my plan all along.\I'm going with who I like.\You don't get to say no.\U-Uh, Nino, I never... response:	Stay out of this, Fu-kun.
context: Fu-kun and I form a group by ourselves.\Fu-kun?\I don't know what Yotsuba was about to say,\but that's been my plan all along.\I'm going with who I like.\You don't get to say no.\U-Uh, Nino, I never...\Stay out of this, Fu-kun. response:	Fu-kun...
context: Fu-kun?\I don't know what Yotsuba was about to say,\but that's been my plan all along.\I'm going with who I like.\You don't get to say no.\U-Uh, Nino, I never...\Stay out of this, Fu-kun.\Fu-kun... response:	I-I...
context: I don't know what Yotsuba was about to say,\but that's been my plan all along.\I'm going with who I like.\You don't get to say no.\U-Uh, Nino, I never...\Stay out of this, Fu-kun.\Fu-kun...\I-I... response:	If you have something to say, say it now.
context: but that's been my plan all along.\I'm going with who I like.\You don't get to say no.\U-Uh, Nino, I never...\Stay out of this, Fu-kun.\Fu-kun...\I-I...\If you have something to say, say it now. response:	It's settled.
context: I'm going with who I like.\You don't get to say no.\U-Uh, Nino, I never...\Stay out of this, Fu-kun.\Fu-kun...\I-I...\If you have something to say, say it now.\It's settled. response:	No, it's not!
context: You don't get to say no.\U-Uh, Nino, I never...\Stay out of this, Fu-kun.\Fu-kun...\I-I...\If you have something to say, say it now.\It's settled.\No, it's not! response:	Hear me out!
context: U-Uh, Nino, I never...\Stay out of this, Fu-kun.\Fu-kun...\I-I...\If you have something to say, say it now.\It's settled.\No, it's not!\Hear me out! response:	I told you to stay quiet!
context: Stay out of this, Fu-kun.\Fu-kun...\I-I...\If you have something to say, say it now.\It's settled.\No, it's not!\Hear me out!\I told you to stay quiet! response:	Just be grateful that you get to go on a date with me!
context: Fu-kun...\I-I...\If you have something to say, say it now.\It's settled.\No, it's not!\Hear me out!\I told you to stay quiet!\Just be grateful that you get to go on a date with me! response:	I already made a group with some guys from our class.
context: I-I...\If you have something to say, say it now.\It's settled.\No, it's not!\Hear me out!\I told you to stay quiet!\Just be grateful that you get to go on a date with me!\I already made a group with some guys from our class. response:	Sorry.
context: If you have something to say, say it now.\It's settled.\No, it's not!\Hear me out!\I told you to stay quiet!\Just be grateful that you get to go on a date with me!\I already made a group with some guys from our class.\Sorry. response:	Who's going to be the group leader?
context: It's settled.\No, it's not!\Hear me out!\I told you to stay quiet!\Just be grateful that you get to go on a date with me!\I already made a group with some guys from our class.\Sorry.\Who's going to be the group leader? response:	You mustn't forget about me.
context: No, it's not!\Hear me out!\I told you to stay quiet!\Just be grateful that you get to go on a date with me!\I already made a group with some guys from our class.\Sorry.\Who's going to be the group leader?\You mustn't forget about me. response:	Why does it have to be this way?
context: Hear me out!\I told you to stay quiet!\Just be grateful that you get to go on a date with me!\I already made a group with some guys from our class.\Sorry.\Who's going to be the group leader?\You mustn't forget about me.\Why does it have to be this way? response:	I thought those five would make a group.
context: I told you to stay quiet!\Just be grateful that you get to go on a date with me!\I already made a group with some guys from our class.\Sorry.\Who's going to be the group leader?\You mustn't forget about me.\Why does it have to be this way?\I thought those five would make a group. response:	They must be really tight-knit, to go as sisters.
context: Just be grateful that you get to go on a date with me!\I already made a group with some guys from our class.\Sorry.\Who's going to be the group leader?\You mustn't forget about me.\Why does it have to be this way?\I thought those five would make a group.\They must be really tight-knit, to go as sisters. response:	So it's the same as always.
context: I already made a group with some guys from our class.\Sorry.\Who's going to be the group leader?\You mustn't forget about me.\Why does it have to be this way?\I thought those five would make a group.\They must be really tight-knit, to go as sisters.\So it's the same as always. response:	I'm glad Futaro-kun has some friends now.
context: Sorry.\Who's going to be the group leader?\You mustn't forget about me.\Why does it have to be this way?\I thought those five would make a group.\They must be really tight-knit, to go as sisters.\So it's the same as always.\I'm glad Futaro-kun has some friends now. response:	School Trip
context: Who's going to be the group leader?\You mustn't forget about me.\Why does it have to be this way?\I thought those five would make a group.\They must be really tight-knit, to go as sisters.\So it's the same as always.\I'm glad Futaro-kun has some friends now.\School Trip response:	This is so awkward!
context: You mustn't forget about me.\Why does it have to be this way?\I thought those five would make a group.\They must be really tight-knit, to go as sisters.\So it's the same as always.\I'm glad Futaro-kun has some friends now.\School Trip\This is so awkward! response:	Episode 11
context: Why does it have to be this way?\I thought those five would make a group.\They must be really tight-knit, to go as sisters.\So it's the same as always.\I'm glad Futaro-kun has some friends now.\School Trip\This is so awkward!\Episode 11 response:	Sisters War: Part 1
context: I thought those five would make a group.\They must be really tight-knit, to go as sisters.\So it's the same as always.\I'm glad Futaro-kun has some friends now.\School Trip\This is so awkward!\Episode 11\Sisters War: Part 1 response:	Sisters War: Part 1.
