context: What are you thinking?! response:	You won't get your way!
context: Best Setter Award Oikawa Toru\Oikawa was given the Best Setter Award.\This award is proof that our spikers gave it all they had.\Does that mean Ushiwaka's even higher?\Once we get into high school,\that's when...\we'll show Shiratorizawa who's boss!\Naturally. response:	And Tobio-chan,
context: Oikawa was given the Best Setter Award.\This award is proof that our spikers gave it all they had.\Does that mean Ushiwaka's even higher?\Once we get into high school,\that's when...\we'll show Shiratorizawa who's boss!\Naturally.\And Tobio-chan, response:	I don't know where you'll be headed after this,
context: This award is proof that our spikers gave it all they had.\Does that mean Ushiwaka's even higher?\Once we get into high school,\that's when...\we'll show Shiratorizawa who's boss!\Naturally.\And Tobio-chan,\I don't know where you'll be headed after this, response:	but I'm gonna crush you, so you better be prepared.
context: Does that mean Ushiwaka's even higher?\Once we get into high school,\that's when...\we'll show Shiratorizawa who's boss!\Naturally.\And Tobio-chan,\I don't know where you'll be headed after this,\but I'm gonna crush you, so you better be prepared. response:	Blow your nose before saying your line!
context: Once we get into high school,\that's when...\we'll show Shiratorizawa who's boss!\Naturally.\And Tobio-chan,\I don't know where you'll be headed after this,\but I'm gonna crush you, so you better be prepared.\Blow your nose before saying your line! response:	Would you like a tissue?
context: that's when...\we'll show Shiratorizawa who's boss!\Naturally.\And Tobio-chan,\I don't know where you'll be headed after this,\but I'm gonna crush you, so you better be prepared.\Blow your nose before saying your line!\Would you like a tissue? response:	Shut up!
context: we'll show Shiratorizawa who's boss!\Naturally.\And Tobio-chan,\I don't know where you'll be headed after this,\but I'm gonna crush you, so you better be prepared.\Blow your nose before saying your line!\Would you like a tissue?\Shut up! response:	Go, go, go! Go, go, Seijoh!
context: Naturally.\And Tobio-chan,\I don't know where you'll be headed after this,\but I'm gonna crush you, so you better be prepared.\Blow your nose before saying your line!\Would you like a tissue?\Shut up!\Go, go, go! Go, go, Seijoh! response:	Karasuno Aoba Johsai
context: And Tobio-chan,\I don't know where you'll be headed after this,\but I'm gonna crush you, so you better be prepared.\Blow your nose before saying your line!\Would you like a tissue?\Shut up!\Go, go, go! Go, go, Seijoh!\Karasuno Aoba Johsai response:	Bring it!
context: I don't know where you'll be headed after this,\but I'm gonna crush you, so you better be prepared.\Blow your nose before saying your line!\Would you like a tissue?\Shut up!\Go, go, go! Go, go, Seijoh!\Karasuno Aoba Johsai\Bring it! response:	Push it, push it, push it! Push it, Seijoh!
context: but I'm gonna crush you, so you better be prepared.\Blow your nose before saying your line!\Would you like a tissue?\Shut up!\Go, go, go! Go, go, Seijoh!\Karasuno Aoba Johsai\Bring it!\Push it, push it, push it! Push it, Seijoh! response:	Nice serve!
context: Blow your nose before saying your line!\Would you like a tissue?\Shut up!\Go, go, go! Go, go, Seijoh!\Karasuno Aoba Johsai\Bring it!\Push it, push it, push it! Push it, Seijoh!\Nice serve! response:	Nice serve!
context: Would you like a tissue?\Shut up!\Go, go, go! Go, go, Seijoh!\Karasuno Aoba Johsai\Bring it!\Push it, push it, push it! Push it, Seijoh!\Nice serve!\Nice serve! response:	Now we have Oikawa-kun serving...
context: Shut up!\Go, go, go! Go, go, Seijoh!\Karasuno Aoba Johsai\Bring it!\Push it, push it, push it! Push it, Seijoh!\Nice serve!\Nice serve!\Now we have Oikawa-kun serving... response:	The second opponent you want to show who's boss is right in front of you...
context: Go, go, go! Go, go, Seijoh!\Karasuno Aoba Johsai\Bring it!\Push it, push it, push it! Push it, Seijoh!\Nice serve!\Nice serve!\Now we have Oikawa-kun serving...\The second opponent you want to show who's boss is right in front of you... response:	You can give it all you've got.
context: Karasuno Aoba Johsai\Bring it!\Push it, push it, push it! Push it, Seijoh!\Nice serve!\Nice serve!\Now we have Oikawa-kun serving...\The second opponent you want to show who's boss is right in front of you...\You can give it all you've got. response:	I know.
context: Bring it!\Push it, push it, push it! Push it, Seijoh!\Nice serve!\Nice serve!\Now we have Oikawa-kun serving...\The second opponent you want to show who's boss is right in front of you...\You can give it all you've got.\I know. response:	Go!
context: Push it, push it, push it! Push it, Seijoh!\Nice serve!\Nice serve!\Now we have Oikawa-kun serving...\The second opponent you want to show who's boss is right in front of you...\You can give it all you've got.\I know.\Go! response:	Nishinoya!
context: Nice serve!\Nice serve!\Now we have Oikawa-kun serving...\The second opponent you want to show who's boss is right in front of you...\You can give it all you've got.\I know.\Go!\Nishinoya! response:	It went up!
context: Nice serve!\Now we have Oikawa-kun serving...\The second opponent you want to show who's boss is right in front of you...\You can give it all you've got.\I know.\Go!\Nishinoya!\It went up! response:	Yeah! But it's going to go right back to Seijoh's side.
context: Now we have Oikawa-kun serving...\The second opponent you want to show who's boss is right in front of you...\You can give it all you've got.\I know.\Go!\Nishinoya!\It went up!\Yeah! But it's going to go right back to Seijoh's side. response:	If they miss a serve here, they'd be losing this set, and yet he served like that...
context: The second opponent you want to show who's boss is right in front of you...\You can give it all you've got.\I know.\Go!\Nishinoya!\It went up!\Yeah! But it's going to go right back to Seijoh's side.\If they miss a serve here, they'd be losing this set, and yet he served like that... response:	He's amazing!
context: You can give it all you've got.\I know.\Go!\Nishinoya!\It went up!\Yeah! But it's going to go right back to Seijoh's side.\If they miss a serve here, they'd be losing this set, and yet he served like that...\He's amazing! response:	Chance ball!
context: I know.\Go!\Nishinoya!\It went up!\Yeah! But it's going to go right back to Seijoh's side.\If they miss a serve here, they'd be losing this set, and yet he served like that...\He's amazing!\Chance ball! response:	The receive went perfectly back to the setter.
context: Go!\Nishinoya!\It went up!\Yeah! But it's going to go right back to Seijoh's side.\If they miss a serve here, they'd be losing this set, and yet he served like that...\He's amazing!\Chance ball!\The receive went perfectly back to the setter. response:	The highest probability is that they'll use a quick attack from the center.
context: Nishinoya!\It went up!\Yeah! But it's going to go right back to Seijoh's side.\If they miss a serve here, they'd be losing this set, and yet he served like that...\He's amazing!\Chance ball!\The receive went perfectly back to the setter.\The highest probability is that they'll use a quick attack from the center. response:	It probably is. I know that's what I'd do...
context: It went up!\Yeah! But it's going to go right back to Seijoh's side.\If they miss a serve here, they'd be losing this set, and yet he served like that...\He's amazing!\Chance ball!\The receive went perfectly back to the setter.\The highest probability is that they'll use a quick attack from the center.\It probably is. I know that's what I'd do... response:	But in this stage where they're being pushed into a corner, Oikawa-san...
context: Yeah! But it's going to go right back to Seijoh's side.\If they miss a serve here, they'd be losing this set, and yet he served like that...\He's amazing!\Chance ball!\The receive went perfectly back to the setter.\The highest probability is that they'll use a quick attack from the center.\It probably is. I know that's what I'd do...\But in this stage where they're being pushed into a corner, Oikawa-san... response:	will set it to Iwaizumi-san!
context: If they miss a serve here, they'd be losing this set, and yet he served like that...\He's amazing!\Chance ball!\The receive went perfectly back to the setter.\The highest probability is that they'll use a quick attack from the center.\It probably is. I know that's what I'd do...\But in this stage where they're being pushed into a corner, Oikawa-san...\will set it to Iwaizumi-san! response:	All right!
context: He's amazing!\Chance ball!\The receive went perfectly back to the setter.\The highest probability is that they'll use a quick attack from the center.\It probably is. I know that's what I'd do...\But in this stage where they're being pushed into a corner, Oikawa-san...\will set it to Iwaizumi-san!\All right! response:	Karasuno Aoba Johsai
context: Chance ball!\The receive went perfectly back to the setter.\The highest probability is that they'll use a quick attack from the center.\It probably is. I know that's what I'd do...\But in this stage where they're being pushed into a corner, Oikawa-san...\will set it to Iwaizumi-san!\All right!\Karasuno Aoba Johsai response:	Seriously?
context: The receive went perfectly back to the setter.\The highest probability is that they'll use a quick attack from the center.\It probably is. I know that's what I'd do...\But in this stage where they're being pushed into a corner, Oikawa-san...\will set it to Iwaizumi-san!\All right!\Karasuno Aoba Johsai\Seriously? response:	Karasuno got the set back.
context: The highest probability is that they'll use a quick attack from the center.\It probably is. I know that's what I'd do...\But in this stage where they're being pushed into a corner, Oikawa-san...\will set it to Iwaizumi-san!\All right!\Karasuno Aoba Johsai\Seriously?\Karasuno got the set back. response:	Damn it! I'm sorry!
context: It probably is. I know that's what I'd do...\But in this stage where they're being pushed into a corner, Oikawa-san...\will set it to Iwaizumi-san!\All right!\Karasuno Aoba Johsai\Seriously?\Karasuno got the set back.\Damn it! I'm sorry! response:	Don't mind!
context: But in this stage where they're being pushed into a corner, Oikawa-san...\will set it to Iwaizumi-san!\All right!\Karasuno Aoba Johsai\Seriously?\Karasuno got the set back.\Damn it! I'm sorry!\Don't mind! response:	Why are you laughing? I'll punch you!
context: will set it to Iwaizumi-san!\All right!\Karasuno Aoba Johsai\Seriously?\Karasuno got the set back.\Damn it! I'm sorry!\Don't mind!\Why are you laughing? I'll punch you! response:	Stop saying you'll hit me all the time, Iwa-chan.
context: All right!\Karasuno Aoba Johsai\Seriously?\Karasuno got the set back.\Damn it! I'm sorry!\Don't mind!\Why are you laughing? I'll punch you!\Stop saying you'll hit me all the time, Iwa-chan. response:	Don't worry. I'd only say that to you, and I won't hit you.
context: Karasuno Aoba Johsai\Seriously?\Karasuno got the set back.\Damn it! I'm sorry!\Don't mind!\Why are you laughing? I'll punch you!\Stop saying you'll hit me all the time, Iwa-chan.\Don't worry. I'd only say that to you, and I won't hit you. response:	Right then, doing a quick attack from the center would have been the cliche move.
context: Seriously?\Karasuno got the set back.\Damn it! I'm sorry!\Don't mind!\Why are you laughing? I'll punch you!\Stop saying you'll hit me all the time, Iwa-chan.\Don't worry. I'd only say that to you, and I won't hit you.\Right then, doing a quick attack from the center would have been the cliche move. response:	What?
context: Karasuno got the set back.\Damn it! I'm sorry!\Don't mind!\Why are you laughing? I'll punch you!\Stop saying you'll hit me all the time, Iwa-chan.\Don't worry. I'd only say that to you, and I won't hit you.\Right then, doing a quick attack from the center would have been the cliche move.\What? response:	But apparently Tobio was able to read that I'd send to the left.
context: Damn it! I'm sorry!\Don't mind!\Why are you laughing? I'll punch you!\Stop saying you'll hit me all the time, Iwa-chan.\Don't worry. I'd only say that to you, and I won't hit you.\Right then, doing a quick attack from the center would have been the cliche move.\What?\But apparently Tobio was able to read that I'd send to the left. response:	Yes! Yes! Yes!
context: Don't mind!\Why are you laughing? I'll punch you!\Stop saying you'll hit me all the time, Iwa-chan.\Don't worry. I'd only say that to you, and I won't hit you.\Right then, doing a quick attack from the center would have been the cliche move.\What?\But apparently Tobio was able to read that I'd send to the left.\Yes! Yes! Yes! response:	Do you understand what this means?
context: Why are you laughing? I'll punch you!\Stop saying you'll hit me all the time, Iwa-chan.\Don't worry. I'd only say that to you, and I won't hit you.\Right then, doing a quick attack from the center would have been the cliche move.\What?\But apparently Tobio was able to read that I'd send to the left.\Yes! Yes! Yes!\Do you understand what this means? response:	It means it's come down to not only methodical thinking,
context: Stop saying you'll hit me all the time, Iwa-chan.\Don't worry. I'd only say that to you, and I won't hit you.\Right then, doing a quick attack from the center would have been the cliche move.\What?\But apparently Tobio was able to read that I'd send to the left.\Yes! Yes! Yes!\Do you understand what this means?\It means it's come down to not only methodical thinking, response:	but, in the end, our effort, as well.
context: Don't worry. I'd only say that to you, and I won't hit you.\Right then, doing a quick attack from the center would have been the cliche move.\What?\But apparently Tobio was able to read that I'd send to the left.\Yes! Yes! Yes!\Do you understand what this means?\It means it's come down to not only methodical thinking,\but, in the end, our effort, as well. response:	My perfect trust with you, Iwa-chan.
context: Right then, doing a quick attack from the center would have been the cliche move.\What?\But apparently Tobio was able to read that I'd send to the left.\Yes! Yes! Yes!\Do you understand what this means?\It means it's come down to not only methodical thinking,\but, in the end, our effort, as well.\My perfect trust with you, Iwa-chan. response:	Like I'd ever want that with you.
context: What?\But apparently Tobio was able to read that I'd send to the left.\Yes! Yes! Yes!\Do you understand what this means?\It means it's come down to not only methodical thinking,\but, in the end, our effort, as well.\My perfect trust with you, Iwa-chan.\Like I'd ever want that with you. response:	That just means they were making rather comprehensive decisions.
context: But apparently Tobio was able to read that I'd send to the left.\Yes! Yes! Yes!\Do you understand what this means?\It means it's come down to not only methodical thinking,\but, in the end, our effort, as well.\My perfect trust with you, Iwa-chan.\Like I'd ever want that with you.\That just means they were making rather comprehensive decisions. response:	What did Mr. Refreshing
context: Yes! Yes! Yes!\Do you understand what this means?\It means it's come down to not only methodical thinking,\but, in the end, our effort, as well.\My perfect trust with you, Iwa-chan.\Like I'd ever want that with you.\That just means they were making rather comprehensive decisions.\What did Mr. Refreshing response:	tell Tobio?
context: Do you understand what this means?\It means it's come down to not only methodical thinking,\but, in the end, our effort, as well.\My perfect trust with you, Iwa-chan.\Like I'd ever want that with you.\That just means they were making rather comprehensive decisions.\What did Mr. Refreshing\tell Tobio? response:	The dictator king is somehow trying to become a decent king.
context: It means it's come down to not only methodical thinking,\but, in the end, our effort, as well.\My perfect trust with you, Iwa-chan.\Like I'd ever want that with you.\That just means they were making rather comprehensive decisions.\What did Mr. Refreshing\tell Tobio?\The dictator king is somehow trying to become a decent king. response:	What is this?
context: but, in the end, our effort, as well.\My perfect trust with you, Iwa-chan.\Like I'd ever want that with you.\That just means they were making rather comprehensive decisions.\What did Mr. Refreshing\tell Tobio?\The dictator king is somehow trying to become a decent king.\What is this? response:	I'm really pissed off, and yet...
context: My perfect trust with you, Iwa-chan.\Like I'd ever want that with you.\That just means they were making rather comprehensive decisions.\What did Mr. Refreshing\tell Tobio?\The dictator king is somehow trying to become a decent king.\What is this?\I'm really pissed off, and yet... response:	Hurry! Let's hurry up and finish
context: Like I'd ever want that with you.\That just means they were making rather comprehensive decisions.\What did Mr. Refreshing\tell Tobio?\The dictator king is somehow trying to become a decent king.\What is this?\I'm really pissed off, and yet...\Hurry! Let's hurry up and finish response:	the final set!
context: That just means they were making rather comprehensive decisions.\What did Mr. Refreshing\tell Tobio?\The dictator king is somehow trying to become a decent king.\What is this?\I'm really pissed off, and yet...\Hurry! Let's hurry up and finish\the final set! response:	Next Episode Preview
context: What did Mr. Refreshing\tell Tobio?\The dictator king is somehow trying to become a decent king.\What is this?\I'm really pissed off, and yet...\Hurry! Let's hurry up and finish\the final set!\Next Episode Preview response:	We've gotten to the final set.
context: tell Tobio?\The dictator king is somehow trying to become a decent king.\What is this?\I'm really pissed off, and yet...\Hurry! Let's hurry up and finish\the final set!\Next Episode Preview\We've gotten to the final set. response:	Man, I got way too worked up, even though it's out of character.
context: The dictator king is somehow trying to become a decent king.\What is this?\I'm really pissed off, and yet...\Hurry! Let's hurry up and finish\the final set!\Next Episode Preview\We've gotten to the final set.\Man, I got way too worked up, even though it's out of character. response:	That's rare.
context: What is this?\I'm really pissed off, and yet...\Hurry! Let's hurry up and finish\the final set!\Next Episode Preview\We've gotten to the final set.\Man, I got way too worked up, even though it's out of character.\That's rare. response:	Though my selling point is the fact that I'm a cute beauty.
context: I'm really pissed off, and yet...\Hurry! Let's hurry up and finish\the final set!\Next Episode Preview\We've gotten to the final set.\Man, I got way too worked up, even though it's out of character.\That's rare.\Though my selling point is the fact that I'm a cute beauty. response:	Make volleyball your selling point!
context: Hurry! Let's hurry up and finish\the final set!\Next Episode Preview\We've gotten to the final set.\Man, I got way too worked up, even though it's out of character.\That's rare.\Though my selling point is the fact that I'm a cute beauty.\Make volleyball your selling point! response:	Next time on Haikyu!! : The Point that Changes the Momentum.
context: the final set!\Next Episode Preview\We've gotten to the final set.\Man, I got way too worked up, even though it's out of character.\That's rare.\Though my selling point is the fact that I'm a cute beauty.\Make volleyball your selling point!\Next time on Haikyu!! : The Point that Changes the Momentum. response:	Episode 23: The Point that Changes the Momentum
