context: Shepherd 2, you're going too fast. Where are you right now? response:	I can't find Hound 4... Sasayama.
context: There was someone else who could do the same thing.\That periodic checkup record wasn't confidential, either.\Then what was this guy's motive for helping Mido?\It was Kanehara and Mido who had the motive.\That must've been enough reason for him.\Kougami?\The intent and means to kill...\To create a crime by bringing those two otherwise separate things together. response:	That's his goal.
context: That periodic checkup record wasn't confidential, either.\Then what was this guy's motive for helping Mido?\It was Kanehara and Mido who had the motive.\That must've been enough reason for him.\Kougami?\The intent and means to kill...\To create a crime by bringing those two otherwise separate things together.\That's his goal. response:	Tsk.
context: Then what was this guy's motive for helping Mido?\It was Kanehara and Mido who had the motive.\That must've been enough reason for him.\Kougami?\The intent and means to kill...\To create a crime by bringing those two otherwise separate things together.\That's his goal.\Tsk. response:	Hey!
context: It was Kanehara and Mido who had the motive.\That must've been enough reason for him.\Kougami?\The intent and means to kill...\To create a crime by bringing those two otherwise separate things together.\That's his goal.\Tsk.\Hey! response:	Kougami, what are you doing?
context: That must've been enough reason for him.\Kougami?\The intent and means to kill...\To create a crime by bringing those two otherwise separate things together.\That's his goal.\Tsk.\Hey!\Kougami, what are you doing? response:	Gino, this is the same as that case.
context: Kougami?\The intent and means to kill...\To create a crime by bringing those two otherwise separate things together.\That's his goal.\Tsk.\Hey!\Kougami, what are you doing?\Gino, this is the same as that case. response:	There's someone who seeks out those who have not yet found a way to manifest their desire to kill,
context: The intent and means to kill...\To create a crime by bringing those two otherwise separate things together.\That's his goal.\Tsk.\Hey!\Kougami, what are you doing?\Gino, this is the same as that case.\There's someone who seeks out those who have not yet found a way to manifest their desire to kill, response:	and grants them the means to become real killers.
context: To create a crime by bringing those two otherwise separate things together.\That's his goal.\Tsk.\Hey!\Kougami, what are you doing?\Gino, this is the same as that case.\There's someone who seeks out those who have not yet found a way to manifest their desire to kill,\and grants them the means to become real killers. response:	Calm down and think about it.
context: That's his goal.\Tsk.\Hey!\Kougami, what are you doing?\Gino, this is the same as that case.\There's someone who seeks out those who have not yet found a way to manifest their desire to kill,\and grants them the means to become real killers.\Calm down and think about it. response:	Back then, it was a special resin.
context: Tsk.\Hey!\Kougami, what are you doing?\Gino, this is the same as that case.\There's someone who seeks out those who have not yet found a way to manifest their desire to kill,\and grants them the means to become real killers.\Calm down and think about it.\Back then, it was a special resin. response:	This time, it was a tool for cracking software.
context: Hey!\Kougami, what are you doing?\Gino, this is the same as that case.\There's someone who seeks out those who have not yet found a way to manifest their desire to kill,\and grants them the means to become real killers.\Calm down and think about it.\Back then, it was a special resin.\This time, it was a tool for cracking software. response:	They're totally different!
context: Kougami, what are you doing?\Gino, this is the same as that case.\There's someone who seeks out those who have not yet found a way to manifest their desire to kill,\and grants them the means to become real killers.\Calm down and think about it.\Back then, it was a special resin.\This time, it was a tool for cracking software.\They're totally different! response:	Public Safety Bureau Special Case 102hhhh
context: Gino, this is the same as that case.\There's someone who seeks out those who have not yet found a way to manifest their desire to kill,\and grants them the means to become real killers.\Calm down and think about it.\Back then, it was a special resin.\This time, it was a tool for cracking software.\They're totally different!\Public Safety Bureau Special Case 102hhhh response:	The engineer and the middleman are two different people!
context: There's someone who seeks out those who have not yet found a way to manifest their desire to kill,\and grants them the means to become real killers.\Calm down and think about it.\Back then, it was a special resin.\This time, it was a tool for cracking software.\They're totally different!\Public Safety Bureau Special Case 102hhhh\The engineer and the middleman are two different people! response:	There's someone who brings together those who want to kill
context: and grants them the means to become real killers.\Calm down and think about it.\Back then, it was a special resin.\This time, it was a tool for cracking software.\They're totally different!\Public Safety Bureau Special Case 102hhhh\The engineer and the middleman are two different people!\There's someone who brings together those who want to kill response:	and those who can create the tools they need to do it.
context: Calm down and think about it.\Back then, it was a special resin.\This time, it was a tool for cracking software.\They're totally different!\Public Safety Bureau Special Case 102hhhh\The engineer and the middleman are two different people!\There's someone who brings together those who want to kill\and those who can create the tools they need to do it. response:	That's the real mastermind.
context: Back then, it was a special resin.\This time, it was a tool for cracking software.\They're totally different!\Public Safety Bureau Special Case 102hhhh\The engineer and the middleman are two different people!\There's someone who brings together those who want to kill\and those who can create the tools they need to do it.\That's the real mastermind. response:	Enough already!
context: This time, it was a tool for cracking software.\They're totally different!\Public Safety Bureau Special Case 102hhhh\The engineer and the middleman are two different people!\There's someone who brings together those who want to kill\and those who can create the tools they need to do it.\That's the real mastermind.\Enough already! response:	You're chasing a ghost that we don't even know exists!
context: They're totally different!\Public Safety Bureau Special Case 102hhhh\The engineer and the middleman are two different people!\There's someone who brings together those who want to kill\and those who can create the tools they need to do it.\That's the real mastermind.\Enough already!\You're chasing a ghost that we don't even know exists! response:	Sasayama was on the brink of figuring it out.
context: Public Safety Bureau Special Case 102hhhh\The engineer and the middleman are two different people!\There's someone who brings together those who want to kill\and those who can create the tools they need to do it.\That's the real mastermind.\Enough already!\You're chasing a ghost that we don't even know exists!\Sasayama was on the brink of figuring it out. response:	I'll settle this for his sake.
context: The engineer and the middleman are two different people!\There's someone who brings together those who want to kill\and those who can create the tools they need to do it.\That's the real mastermind.\Enough already!\You're chasing a ghost that we don't even know exists!\Sasayama was on the brink of figuring it out.\I'll settle this for his sake. response:	That's what I've spent the past three years working toward!
context: There's someone who brings together those who want to kill\and those who can create the tools they need to do it.\That's the real mastermind.\Enough already!\You're chasing a ghost that we don't even know exists!\Sasayama was on the brink of figuring it out.\I'll settle this for his sake.\That's what I've spent the past three years working toward! response:	This is Takahashi from the Public Cleaning Bureau.
context: and those who can create the tools they need to do it.\That's the real mastermind.\Enough already!\You're chasing a ghost that we don't even know exists!\Sasayama was on the brink of figuring it out.\I'll settle this for his sake.\That's what I've spent the past three years working toward!\This is Takahashi from the Public Cleaning Bureau. response:	I'm at the Central Fountain Tower right now.
context: That's the real mastermind.\Enough already!\You're chasing a ghost that we don't even know exists!\Sasayama was on the brink of figuring it out.\I'll settle this for his sake.\That's what I've spent the past three years working toward!\This is Takahashi from the Public Cleaning Bureau.\I'm at the Central Fountain Tower right now. response:	Noise has been appearing in the Hologram for a while now.
context: Enough already!\You're chasing a ghost that we don't even know exists!\Sasayama was on the brink of figuring it out.\I'll settle this for his sake.\That's what I've spent the past three years working toward!\This is Takahashi from the Public Cleaning Bureau.\I'm at the Central Fountain Tower right now.\Noise has been appearing in the Hologram for a while now. response:	Yes, that's right.
context: You're chasing a ghost that we don't even know exists!\Sasayama was on the brink of figuring it out.\I'll settle this for his sake.\That's what I've spent the past three years working toward!\This is Takahashi from the Public Cleaning Bureau.\I'm at the Central Fountain Tower right now.\Noise has been appearing in the Hologram for a while now.\Yes, that's right. response:	Please turn off the fountain Holo so that we can check it out.
context: Sasayama was on the brink of figuring it out.\I'll settle this for his sake.\That's what I've spent the past three years working toward!\This is Takahashi from the Public Cleaning Bureau.\I'm at the Central Fountain Tower right now.\Noise has been appearing in the Hologram for a while now.\Yes, that's right.\Please turn off the fountain Holo so that we can check it out. response:	What's that?
context: I'll settle this for his sake.\That's what I've spent the past three years working toward!\This is Takahashi from the Public Cleaning Bureau.\I'm at the Central Fountain Tower right now.\Noise has been appearing in the Hologram for a while now.\Yes, that's right.\Please turn off the fountain Holo so that we can check it out.\What's that? response:	Whoa! That's creepy!
context: That's what I've spent the past three years working toward!\This is Takahashi from the Public Cleaning Bureau.\I'm at the Central Fountain Tower right now.\Noise has been appearing in the Hologram for a while now.\Yes, that's right.\Please turn off the fountain Holo so that we can check it out.\What's that?\Whoa! That's creepy! response:	Is that a doll?
context: This is Takahashi from the Public Cleaning Bureau.\I'm at the Central Fountain Tower right now.\Noise has been appearing in the Hologram for a while now.\Yes, that's right.\Please turn off the fountain Holo so that we can check it out.\What's that?\Whoa! That's creepy!\Is that a doll? response:	Is it some sort of artwork? A sculpture?
context: I'm at the Central Fountain Tower right now.\Noise has been appearing in the Hologram for a while now.\Yes, that's right.\Please turn off the fountain Holo so that we can check it out.\What's that?\Whoa! That's creepy!\Is that a doll?\Is it some sort of artwork? A sculpture? response:	Yeah... but isn't this in kinda bad taste?
context: Noise has been appearing in the Hologram for a while now.\Yes, that's right.\Please turn off the fountain Holo so that we can check it out.\What's that?\Whoa! That's creepy!\Is that a doll?\Is it some sort of artwork? A sculpture?\Yeah... but isn't this in kinda bad taste? response:	Who the hell did it?
context: Yes, that's right.\Please turn off the fountain Holo so that we can check it out.\What's that?\Whoa! That's creepy!\Is that a doll?\Is it some sort of artwork? A sculpture?\Yeah... but isn't this in kinda bad taste?\Who the hell did it? response:	But...
context: Please turn off the fountain Holo so that we can check it out.\What's that?\Whoa! That's creepy!\Is that a doll?\Is it some sort of artwork? A sculpture?\Yeah... but isn't this in kinda bad taste?\Who the hell did it?\But... response:	When you look closely, it looks pretty real, doesn't it?
context: What's that?\Whoa! That's creepy!\Is that a doll?\Is it some sort of artwork? A sculpture?\Yeah... but isn't this in kinda bad taste?\Who the hell did it?\But...\When you look closely, it looks pretty real, doesn't it? response:	It's quite elaborate.
context: Whoa! That's creepy!\Is that a doll?\Is it some sort of artwork? A sculpture?\Yeah... but isn't this in kinda bad taste?\Who the hell did it?\But...\When you look closely, it looks pretty real, doesn't it?\It's quite elaborate. response:	Though I wouldn't want to display it at my home.
context: Is that a doll?\Is it some sort of artwork? A sculpture?\Yeah... but isn't this in kinda bad taste?\Who the hell did it?\But...\When you look closely, it looks pretty real, doesn't it?\It's quite elaborate.\Though I wouldn't want to display it at my home. response:	Do you think Lavinia was happy...
context: Is it some sort of artwork? A sculpture?\Yeah... but isn't this in kinda bad taste?\Who the hell did it?\But...\When you look closely, it looks pretty real, doesn't it?\It's quite elaborate.\Though I wouldn't want to display it at my home.\Do you think Lavinia was happy... response:	having been freed from her violated body?
context: Yeah... but isn't this in kinda bad taste?\Who the hell did it?\But...\When you look closely, it looks pretty real, doesn't it?\It's quite elaborate.\Though I wouldn't want to display it at my home.\Do you think Lavinia was happy...\having been freed from her violated body? response:	Because the girl should not survive her shame,
context: Who the hell did it?\But...\When you look closely, it looks pretty real, doesn't it?\It's quite elaborate.\Though I wouldn't want to display it at my home.\Do you think Lavinia was happy...\having been freed from her violated body?\Because the girl should not survive her shame, response:	and by her presence still renew her sorrows, was it, Mr. Makishima?
context: But...\When you look closely, it looks pretty real, doesn't it?\It's quite elaborate.\Though I wouldn't want to display it at my home.\Do you think Lavinia was happy...\having been freed from her violated body?\Because the girl should not survive her shame,\and by her presence still renew her sorrows, was it, Mr. Makishima? response:	Even beautiful flowers must eventually wither and fall.
context: When you look closely, it looks pretty real, doesn't it?\It's quite elaborate.\Though I wouldn't want to display it at my home.\Do you think Lavinia was happy...\having been freed from her violated body?\Because the girl should not survive her shame,\and by her presence still renew her sorrows, was it, Mr. Makishima?\Even beautiful flowers must eventually wither and fall. response:	That's the fate of all living beings.
context: It's quite elaborate.\Though I wouldn't want to display it at my home.\Do you think Lavinia was happy...\having been freed from her violated body?\Because the girl should not survive her shame,\and by her presence still renew her sorrows, was it, Mr. Makishima?\Even beautiful flowers must eventually wither and fall.\That's the fate of all living beings. response:	If that's how it is,
context: Though I wouldn't want to display it at my home.\Do you think Lavinia was happy...\having been freed from her violated body?\Because the girl should not survive her shame,\and by her presence still renew her sorrows, was it, Mr. Makishima?\Even beautiful flowers must eventually wither and fall.\That's the fate of all living beings.\If that's how it is, response:	it's only natural that one would wish to freeze them in time while they're still blossoming in full glory.
context: Do you think Lavinia was happy...\having been freed from her violated body?\Because the girl should not survive her shame,\and by her presence still renew her sorrows, was it, Mr. Makishima?\Even beautiful flowers must eventually wither and fall.\That's the fate of all living beings.\If that's how it is,\it's only natural that one would wish to freeze them in time while they're still blossoming in full glory. response:	But if you really loved her as if she was your own daughter, would you too say...
context: having been freed from her violated body?\Because the girl should not survive her shame,\and by her presence still renew her sorrows, was it, Mr. Makishima?\Even beautiful flowers must eventually wither and fall.\That's the fate of all living beings.\If that's how it is,\it's only natural that one would wish to freeze them in time while they're still blossoming in full glory.\But if you really loved her as if she was your own daughter, would you too say... response:	Kill'd her, for whom my tears have made me blind, as Titus did?
context: Because the girl should not survive her shame,\and by her presence still renew her sorrows, was it, Mr. Makishima?\Even beautiful flowers must eventually wither and fall.\That's the fate of all living beings.\If that's how it is,\it's only natural that one would wish to freeze them in time while they're still blossoming in full glory.\But if you really loved her as if she was your own daughter, would you too say...\Kill'd her, for whom my tears have made me blind, as Titus did? response:	Oh, that'd be a problem...
context: and by her presence still renew her sorrows, was it, Mr. Makishima?\Even beautiful flowers must eventually wither and fall.\That's the fate of all living beings.\If that's how it is,\it's only natural that one would wish to freeze them in time while they're still blossoming in full glory.\But if you really loved her as if she was your own daughter, would you too say...\Kill'd her, for whom my tears have made me blind, as Titus did?\Oh, that'd be a problem... response:	because I still have many more drawings to complete in the future.
context: Even beautiful flowers must eventually wither and fall.\That's the fate of all living beings.\If that's how it is,\it's only natural that one would wish to freeze them in time while they're still blossoming in full glory.\But if you really loved her as if she was your own daughter, would you too say...\Kill'd her, for whom my tears have made me blind, as Titus did?\Oh, that'd be a problem...\because I still have many more drawings to complete in the future. response:	It seems all fairy tales are dead
context: That's the fate of all living beings.\If that's how it is,\it's only natural that one would wish to freeze them in time while they're still blossoming in full glory.\But if you really loved her as if she was your own daughter, would you too say...\Kill'd her, for whom my tears have made me blind, as Titus did?\Oh, that'd be a problem...\because I still have many more drawings to complete in the future.\It seems all fairy tales are dead response:	It seems all fairy tales are dead
context: If that's how it is,\it's only natural that one would wish to freeze them in time while they're still blossoming in full glory.\But if you really loved her as if she was your own daughter, would you too say...\Kill'd her, for whom my tears have made me blind, as Titus did?\Oh, that'd be a problem...\because I still have many more drawings to complete in the future.\It seems all fairy tales are dead\It seems all fairy tales are dead response:	In a hospital ward of brick stones
context: it's only natural that one would wish to freeze them in time while they're still blossoming in full glory.\But if you really loved her as if she was your own daughter, would you too say...\Kill'd her, for whom my tears have made me blind, as Titus did?\Oh, that'd be a problem...\because I still have many more drawings to complete in the future.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones response:	my voice is too coarse to sing
context: But if you really loved her as if she was your own daughter, would you too say...\Kill'd her, for whom my tears have made me blind, as Titus did?\Oh, that'd be a problem...\because I still have many more drawings to complete in the future.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing response:	Outside in the foggy haze
context: Kill'd her, for whom my tears have made me blind, as Titus did?\Oh, that'd be a problem...\because I still have many more drawings to complete in the future.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze response:	a red moon glows
context: Oh, that'd be a problem...\because I still have many more drawings to complete in the future.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows response:	Look at me
context: because I still have many more drawings to complete in the future.\It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me response:	Do not avert your gaze
context: It seems all fairy tales are dead\It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze response:	Behind black bars
context: It seems all fairy tales are dead\In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars response:	I was born
context: In a hospital ward of brick stones\my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born response:	I wish there were a punishment for evil
context: my voice is too coarse to sing\Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil response:	Always I need you
context: Outside in the foggy haze\a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you response:	Now, grant us justice
context: a red moon glows\Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice response:	before chaos takes us all
context: Look at me\Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all response:	Pay the price of fate and let us go together,
context: Do not avert your gaze\Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together, response:	nameless beasts
context: Behind black bars\I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: I was born\I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.
context: I wish there were a punishment for evil\Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
context: Always I need you\Now, grant us justice\before chaos takes us all\Pay the price of fate and let us go together,\nameless beasts\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This is a world where the mental state and personal tendencies of humans can be quantified. While all sorts of inclinations are recorded and policed, these measured numbers used to judge people's souls are commonly called Psycho-Pass.\This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental. response:	This story is a work of fiction. The names of all individuals and organizations that appear in this show are fictitious and any similarity to those in existence in the real world is purely coincidental.
