context: Shigeo, wait! Remain calm! response:	Look into my eyes!
context: Does an elephant that's about to crush a thousand ants\have much to worry about?\I'm really starting to feel sorry for you.\You have no idea the Japanese government already had their eyes on you,\nor who the person in front of you is.\So you were sent by the government?\Just me, yeah.\But I managed to get other guys on board. response:	This organization will implode before this terrorist plot.
context: have much to worry about?\I'm really starting to feel sorry for you.\You have no idea the Japanese government already had their eyes on you,\nor who the person in front of you is.\So you were sent by the government?\Just me, yeah.\But I managed to get other guys on board.\This organization will implode before this terrorist plot. response:	Claw is finished.
context: I'm really starting to feel sorry for you.\You have no idea the Japanese government already had their eyes on you,\nor who the person in front of you is.\So you were sent by the government?\Just me, yeah.\But I managed to get other guys on board.\This organization will implode before this terrorist plot.\Claw is finished. response:	Hey, now.
context: You have no idea the Japanese government already had their eyes on you,\nor who the person in front of you is.\So you were sent by the government?\Just me, yeah.\But I managed to get other guys on board.\This organization will implode before this terrorist plot.\Claw is finished.\Hey, now. response:	You were lying to President Suzuki?
context: nor who the person in front of you is.\So you were sent by the government?\Just me, yeah.\But I managed to get other guys on board.\This organization will implode before this terrorist plot.\Claw is finished.\Hey, now.\You were lying to President Suzuki? response:	How could you do something so awful?!
context: So you were sent by the government?\Just me, yeah.\But I managed to get other guys on board.\This organization will implode before this terrorist plot.\Claw is finished.\Hey, now.\You were lying to President Suzuki?\How could you do something so awful?! response:	White Noise!
context: Just me, yeah.\But I managed to get other guys on board.\This organization will implode before this terrorist plot.\Claw is finished.\Hey, now.\You were lying to President Suzuki?\How could you do something so awful?!\White Noise! response:	It looks like it'd be hard to move around in that.
context: But I managed to get other guys on board.\This organization will implode before this terrorist plot.\Claw is finished.\Hey, now.\You were lying to President Suzuki?\How could you do something so awful?!\White Noise!\It looks like it'd be hard to move around in that. response:	Once it hardens, it's as hard as steel.
context: This organization will implode before this terrorist plot.\Claw is finished.\Hey, now.\You were lying to President Suzuki?\How could you do something so awful?!\White Noise!\It looks like it'd be hard to move around in that.\Once it hardens, it's as hard as steel. response:	Anyone who gets caught in that is finished.
context: Claw is finished.\Hey, now.\You were lying to President Suzuki?\How could you do something so awful?!\White Noise!\It looks like it'd be hard to move around in that.\Once it hardens, it's as hard as steel.\Anyone who gets caught in that is finished. response:	Miguel!
context: Hey, now.\You were lying to President Suzuki?\How could you do something so awful?!\White Noise!\It looks like it'd be hard to move around in that.\Once it hardens, it's as hard as steel.\Anyone who gets caught in that is finished.\Miguel! response:	You said you felt sorry for me a moment ago, didn't you?
context: You were lying to President Suzuki?\How could you do something so awful?!\White Noise!\It looks like it'd be hard to move around in that.\Once it hardens, it's as hard as steel.\Anyone who gets caught in that is finished.\Miguel!\You said you felt sorry for me a moment ago, didn't you? response:	But now, I feel sorry for you.
context: How could you do something so awful?!\White Noise!\It looks like it'd be hard to move around in that.\Once it hardens, it's as hard as steel.\Anyone who gets caught in that is finished.\Miguel!\You said you felt sorry for me a moment ago, didn't you?\But now, I feel sorry for you. response:	Could you not give me more work to do?
context: White Noise!\It looks like it'd be hard to move around in that.\Once it hardens, it's as hard as steel.\Anyone who gets caught in that is finished.\Miguel!\You said you felt sorry for me a moment ago, didn't you?\But now, I feel sorry for you.\Could you not give me more work to do? response:	Ultimate 5 Minegishi
context: It looks like it'd be hard to move around in that.\Once it hardens, it's as hard as steel.\Anyone who gets caught in that is finished.\Miguel!\You said you felt sorry for me a moment ago, didn't you?\But now, I feel sorry for you.\Could you not give me more work to do?\Ultimate 5 Minegishi response:	Well, this is pathetic.
context: Once it hardens, it's as hard as steel.\Anyone who gets caught in that is finished.\Miguel!\You said you felt sorry for me a moment ago, didn't you?\But now, I feel sorry for you.\Could you not give me more work to do?\Ultimate 5 Minegishi\Well, this is pathetic. response:	These guys are supposed to be in our upper echelon.
context: Anyone who gets caught in that is finished.\Miguel!\You said you felt sorry for me a moment ago, didn't you?\But now, I feel sorry for you.\Could you not give me more work to do?\Ultimate 5 Minegishi\Well, this is pathetic.\These guys are supposed to be in our upper echelon. response:	Look at them.
context: Miguel!\You said you felt sorry for me a moment ago, didn't you?\But now, I feel sorry for you.\Could you not give me more work to do?\Ultimate 5 Minegishi\Well, this is pathetic.\These guys are supposed to be in our upper echelon.\Look at them. response:	D-Damn it!
context: You said you felt sorry for me a moment ago, didn't you?\But now, I feel sorry for you.\Could you not give me more work to do?\Ultimate 5 Minegishi\Well, this is pathetic.\These guys are supposed to be in our upper echelon.\Look at them.\D-Damn it! response:	Shibata Ultimate 5
context: But now, I feel sorry for you.\Could you not give me more work to do?\Ultimate 5 Minegishi\Well, this is pathetic.\These guys are supposed to be in our upper echelon.\Look at them.\D-Damn it!\Shibata Ultimate 5 response:	I see you're the same type as me.
context: Could you not give me more work to do?\Ultimate 5 Minegishi\Well, this is pathetic.\These guys are supposed to be in our upper echelon.\Look at them.\D-Damn it!\Shibata Ultimate 5\I see you're the same type as me. response:	The loss of my division leaders won't be enough for Claw to implode.
context: Ultimate 5 Minegishi\Well, this is pathetic.\These guys are supposed to be in our upper echelon.\Look at them.\D-Damn it!\Shibata Ultimate 5\I see you're the same type as me.\The loss of my division leaders won't be enough for Claw to implode. response:	I've dubbed Claw's main force the Ultimate 5.
context: Well, this is pathetic.\These guys are supposed to be in our upper echelon.\Look at them.\D-Damn it!\Shibata Ultimate 5\I see you're the same type as me.\The loss of my division leaders won't be enough for Claw to implode.\I've dubbed Claw's main force the Ultimate 5. response:	As long as the Ultimate 5 and I are around,
context: These guys are supposed to be in our upper echelon.\Look at them.\D-Damn it!\Shibata Ultimate 5\I see you're the same type as me.\The loss of my division leaders won't be enough for Claw to implode.\I've dubbed Claw's main force the Ultimate 5.\As long as the Ultimate 5 and I are around, response:	Claw is invincible.
context: Look at them.\D-Damn it!\Shibata Ultimate 5\I see you're the same type as me.\The loss of my division leaders won't be enough for Claw to implode.\I've dubbed Claw's main force the Ultimate 5.\As long as the Ultimate 5 and I are around,\Claw is invincible. response:	I'm not done yet!
context: D-Damn it!\Shibata Ultimate 5\I see you're the same type as me.\The loss of my division leaders won't be enough for Claw to implode.\I've dubbed Claw's main force the Ultimate 5.\As long as the Ultimate 5 and I are around,\Claw is invincible.\I'm not done yet! response:	I can at least take you out here!
context: Shibata Ultimate 5\I see you're the same type as me.\The loss of my division leaders won't be enough for Claw to implode.\I've dubbed Claw's main force the Ultimate 5.\As long as the Ultimate 5 and I are around,\Claw is invincible.\I'm not done yet!\I can at least take you out here! response:	What?!
context: I see you're the same type as me.\The loss of my division leaders won't be enough for Claw to implode.\I've dubbed Claw's main force the Ultimate 5.\As long as the Ultimate 5 and I are around,\Claw is invincible.\I'm not done yet!\I can at least take you out here!\What?! response:	Well done.
context: The loss of my division leaders won't be enough for Claw to implode.\I've dubbed Claw's main force the Ultimate 5.\As long as the Ultimate 5 and I are around,\Claw is invincible.\I'm not done yet!\I can at least take you out here!\What?!\Well done. response:	I knew it'd be a waste to let you continue being a shut-in.
context: I've dubbed Claw's main force the Ultimate 5.\As long as the Ultimate 5 and I are around,\Claw is invincible.\I'm not done yet!\I can at least take you out here!\What?!\Well done.\I knew it'd be a waste to let you continue being a shut-in. response:	Ultimate 5 Serizawa
context: As long as the Ultimate 5 and I are around,\Claw is invincible.\I'm not done yet!\I can at least take you out here!\What?!\Well done.\I knew it'd be a waste to let you continue being a shut-in.\Ultimate 5 Serizawa response:	Yes, sir! It's all thanks to you that I was able to step back into society!
context: Claw is invincible.\I'm not done yet!\I can at least take you out here!\What?!\Well done.\I knew it'd be a waste to let you continue being a shut-in.\Ultimate 5 Serizawa\Yes, sir! It's all thanks to you that I was able to step back into society! response:	By the way, where's Shimazaki? I haven't seen him.
context: I'm not done yet!\I can at least take you out here!\What?!\Well done.\I knew it'd be a waste to let you continue being a shut-in.\Ultimate 5 Serizawa\Yes, sir! It's all thanks to you that I was able to step back into society!\By the way, where's Shimazaki? I haven't seen him. response:	I'm having him take care of something else for me.
context: I can at least take you out here!\What?!\Well done.\I knew it'd be a waste to let you continue being a shut-in.\Ultimate 5 Serizawa\Yes, sir! It's all thanks to you that I was able to step back into society!\By the way, where's Shimazaki? I haven't seen him.\I'm having him take care of something else for me. response:	Damn them...
context: What?!\Well done.\I knew it'd be a waste to let you continue being a shut-in.\Ultimate 5 Serizawa\Yes, sir! It's all thanks to you that I was able to step back into society!\By the way, where's Shimazaki? I haven't seen him.\I'm having him take care of something else for me.\Damn them... response:	They're a bigger threat than we thought.
context: Well done.\I knew it'd be a waste to let you continue being a shut-in.\Ultimate 5 Serizawa\Yes, sir! It's all thanks to you that I was able to step back into society!\By the way, where's Shimazaki? I haven't seen him.\I'm having him take care of something else for me.\Damn them...\They're a bigger threat than we thought. response:	I had the best chefs prepare this meal!
context: I knew it'd be a waste to let you continue being a shut-in.\Ultimate 5 Serizawa\Yes, sir! It's all thanks to you that I was able to step back into society!\By the way, where's Shimazaki? I haven't seen him.\I'm having him take care of something else for me.\Damn them...\They're a bigger threat than we thought.\I had the best chefs prepare this meal! response:	Eat as much as you'd like!
context: Ultimate 5 Serizawa\Yes, sir! It's all thanks to you that I was able to step back into society!\By the way, where's Shimazaki? I haven't seen him.\I'm having him take care of something else for me.\Damn them...\They're a bigger threat than we thought.\I had the best chefs prepare this meal!\Eat as much as you'd like! response:	I'm surprised HQ hasn't attacked yet.
context: Yes, sir! It's all thanks to you that I was able to step back into society!\By the way, where's Shimazaki? I haven't seen him.\I'm having him take care of something else for me.\Damn them...\They're a bigger threat than we thought.\I had the best chefs prepare this meal!\Eat as much as you'd like!\I'm surprised HQ hasn't attacked yet. response:	I mean, we could strike first, but considering our numbers...
context: By the way, where's Shimazaki? I haven't seen him.\I'm having him take care of something else for me.\Damn them...\They're a bigger threat than we thought.\I had the best chefs prepare this meal!\Eat as much as you'd like!\I'm surprised HQ hasn't attacked yet.\I mean, we could strike first, but considering our numbers... response:	Well, Kageyama-kun and I are worth at least a thousand people.
context: I'm having him take care of something else for me.\Damn them...\They're a bigger threat than we thought.\I had the best chefs prepare this meal!\Eat as much as you'd like!\I'm surprised HQ hasn't attacked yet.\I mean, we could strike first, but considering our numbers...\Well, Kageyama-kun and I are worth at least a thousand people. response:	Either way, nothing's starting until the kid wakes up.
context: Damn them...\They're a bigger threat than we thought.\I had the best chefs prepare this meal!\Eat as much as you'd like!\I'm surprised HQ hasn't attacked yet.\I mean, we could strike first, but considering our numbers...\Well, Kageyama-kun and I are worth at least a thousand people.\Either way, nothing's starting until the kid wakes up. response:	Stop eating all the roast beef, mohawk!
context: They're a bigger threat than we thought.\I had the best chefs prepare this meal!\Eat as much as you'd like!\I'm surprised HQ hasn't attacked yet.\I mean, we could strike first, but considering our numbers...\Well, Kageyama-kun and I are worth at least a thousand people.\Either way, nothing's starting until the kid wakes up.\Stop eating all the roast beef, mohawk! response:	There's a limit of three per person!
context: I had the best chefs prepare this meal!\Eat as much as you'd like!\I'm surprised HQ hasn't attacked yet.\I mean, we could strike first, but considering our numbers...\Well, Kageyama-kun and I are worth at least a thousand people.\Either way, nothing's starting until the kid wakes up.\Stop eating all the roast beef, mohawk!\There's a limit of three per person! response:	Huh?
context: Eat as much as you'd like!\I'm surprised HQ hasn't attacked yet.\I mean, we could strike first, but considering our numbers...\Well, Kageyama-kun and I are worth at least a thousand people.\Either way, nothing's starting until the kid wakes up.\Stop eating all the roast beef, mohawk!\There's a limit of three per person!\Huh? response:	Apologize to Master Reigen, Koyama!
context: I'm surprised HQ hasn't attacked yet.\I mean, we could strike first, but considering our numbers...\Well, Kageyama-kun and I are worth at least a thousand people.\Either way, nothing's starting until the kid wakes up.\Stop eating all the roast beef, mohawk!\There's a limit of three per person!\Huh?\Apologize to Master Reigen, Koyama! response:	Lay the hell off!
context: I mean, we could strike first, but considering our numbers...\Well, Kageyama-kun and I are worth at least a thousand people.\Either way, nothing's starting until the kid wakes up.\Stop eating all the roast beef, mohawk!\There's a limit of three per person!\Huh?\Apologize to Master Reigen, Koyama!\Lay the hell off! response:	They didn't see the message on TV.
context: Well, Kageyama-kun and I are worth at least a thousand people.\Either way, nothing's starting until the kid wakes up.\Stop eating all the roast beef, mohawk!\There's a limit of three per person!\Huh?\Apologize to Master Reigen, Koyama!\Lay the hell off!\They didn't see the message on TV. response:	So yes,
context: Either way, nothing's starting until the kid wakes up.\Stop eating all the roast beef, mohawk!\There's a limit of three per person!\Huh?\Apologize to Master Reigen, Koyama!\Lay the hell off!\They didn't see the message on TV.\So yes, response:	On Women's Empowerment Lecturer: Prime Minister Yabe Hiroshi
context: Stop eating all the roast beef, mohawk!\There's a limit of three per person!\Huh?\Apologize to Master Reigen, Koyama!\Lay the hell off!\They didn't see the message on TV.\So yes,\On Women's Empowerment Lecturer: Prime Minister Yabe Hiroshi response:	by providing women more opportunities to start their own business
context: There's a limit of three per person!\Huh?\Apologize to Master Reigen, Koyama!\Lay the hell off!\They didn't see the message on TV.\So yes,\On Women's Empowerment Lecturer: Prime Minister Yabe Hiroshi\by providing women more opportunities to start their own business response:	and expanding the range of childcare welfare,
context: Huh?\Apologize to Master Reigen, Koyama!\Lay the hell off!\They didn't see the message on TV.\So yes,\On Women's Empowerment Lecturer: Prime Minister Yabe Hiroshi\by providing women more opportunities to start their own business\and expanding the range of childcare welfare, response:	we can provide solutions to sexual and authority harassment...
context: Apologize to Master Reigen, Koyama!\Lay the hell off!\They didn't see the message on TV.\So yes,\On Women's Empowerment Lecturer: Prime Minister Yabe Hiroshi\by providing women more opportunities to start their own business\and expanding the range of childcare welfare,\we can provide solutions to sexual and authority harassment... response:	Nice to meet you, Prime Minister.
context: Lay the hell off!\They didn't see the message on TV.\So yes,\On Women's Empowerment Lecturer: Prime Minister Yabe Hiroshi\by providing women more opportunities to start their own business\and expanding the range of childcare welfare,\we can provide solutions to sexual and authority harassment...\Nice to meet you, Prime Minister. response:	Ultimate 5 Shimazaki
context: They didn't see the message on TV.\So yes,\On Women's Empowerment Lecturer: Prime Minister Yabe Hiroshi\by providing women more opportunities to start their own business\and expanding the range of childcare welfare,\we can provide solutions to sexual and authority harassment...\Nice to meet you, Prime Minister.\Ultimate 5 Shimazaki response:	I'm a member of Claw, who last night declared they'd be taking over the world.
context: So yes,\On Women's Empowerment Lecturer: Prime Minister Yabe Hiroshi\by providing women more opportunities to start their own business\and expanding the range of childcare welfare,\we can provide solutions to sexual and authority harassment...\Nice to meet you, Prime Minister.\Ultimate 5 Shimazaki\I'm a member of Claw, who last night declared they'd be taking over the world. response:	I've come to abduct you today.
context: On Women's Empowerment Lecturer: Prime Minister Yabe Hiroshi\by providing women more opportunities to start their own business\and expanding the range of childcare welfare,\we can provide solutions to sexual and authority harassment...\Nice to meet you, Prime Minister.\Ultimate 5 Shimazaki\I'm a member of Claw, who last night declared they'd be taking over the world.\I've come to abduct you today. response:	Prime Minister, please come this way!
context: by providing women more opportunities to start their own business\and expanding the range of childcare welfare,\we can provide solutions to sexual and authority harassment...\Nice to meet you, Prime Minister.\Ultimate 5 Shimazaki\I'm a member of Claw, who last night declared they'd be taking over the world.\I've come to abduct you today.\Prime Minister, please come this way! response:	Who the hell do you think you are?
context: and expanding the range of childcare welfare,\we can provide solutions to sexual and authority harassment...\Nice to meet you, Prime Minister.\Ultimate 5 Shimazaki\I'm a member of Claw, who last night declared they'd be taking over the world.\I've come to abduct you today.\Prime Minister, please come this way!\Who the hell do you think you are? response:	Hey, by the way, are you broadcasting this on TV?
context: we can provide solutions to sexual and authority harassment...\Nice to meet you, Prime Minister.\Ultimate 5 Shimazaki\I'm a member of Claw, who last night declared they'd be taking over the world.\I've come to abduct you today.\Prime Minister, please come this way!\Who the hell do you think you are?\Hey, by the way, are you broadcasting this on TV? response:	Damn it!
context: Nice to meet you, Prime Minister.\Ultimate 5 Shimazaki\I'm a member of Claw, who last night declared they'd be taking over the world.\I've come to abduct you today.\Prime Minister, please come this way!\Who the hell do you think you are?\Hey, by the way, are you broadcasting this on TV?\Damn it! response:	Shut up!
context: Ultimate 5 Shimazaki\I'm a member of Claw, who last night declared they'd be taking over the world.\I've come to abduct you today.\Prime Minister, please come this way!\Who the hell do you think you are?\Hey, by the way, are you broadcasting this on TV?\Damn it!\Shut up! response:	Don't move!
context: I'm a member of Claw, who last night declared they'd be taking over the world.\I've come to abduct you today.\Prime Minister, please come this way!\Who the hell do you think you are?\Hey, by the way, are you broadcasting this on TV?\Damn it!\Shut up!\Don't move! response:	I sure hope we end up on breaking news.
context: I've come to abduct you today.\Prime Minister, please come this way!\Who the hell do you think you are?\Hey, by the way, are you broadcasting this on TV?\Damn it!\Shut up!\Don't move!\I sure hope we end up on breaking news. response:	Stop! Don't move!
context: Prime Minister, please come this way!\Who the hell do you think you are?\Hey, by the way, are you broadcasting this on TV?\Damn it!\Shut up!\Don't move!\I sure hope we end up on breaking news.\Stop! Don't move! response:	Does he have a gun?
context: Who the hell do you think you are?\Hey, by the way, are you broadcasting this on TV?\Damn it!\Shut up!\Don't move!\I sure hope we end up on breaking news.\Stop! Don't move!\Does he have a gun? response:	Freeze!
context: Hey, by the way, are you broadcasting this on TV?\Damn it!\Shut up!\Don't move!\I sure hope we end up on breaking news.\Stop! Don't move!\Does he have a gun?\Freeze! response:	You missed.
context: Damn it!\Shut up!\Don't move!\I sure hope we end up on breaking news.\Stop! Don't move!\Does he have a gun?\Freeze!\You missed. response:	The thing is, even though I can't see,
context: Shut up!\Don't move!\I sure hope we end up on breaking news.\Stop! Don't move!\Does he have a gun?\Freeze!\You missed.\The thing is, even though I can't see, response:	I can predict people's movements.
context: Don't move!\I sure hope we end up on breaking news.\Stop! Don't move!\Does he have a gun?\Freeze!\You missed.\The thing is, even though I can't see,\I can predict people's movements. response:	But even if I'm hit, I really have nothing to worry about.
context: I sure hope we end up on breaking news.\Stop! Don't move!\Does he have a gun?\Freeze!\You missed.\The thing is, even though I can't see,\I can predict people's movements.\But even if I'm hit, I really have nothing to worry about. response:	See?
context: Stop! Don't move!\Does he have a gun?\Freeze!\You missed.\The thing is, even though I can't see,\I can predict people's movements.\But even if I'm hit, I really have nothing to worry about.\See? response:	Prime Minister, let me fill you in on what my other special power is.
context: Does he have a gun?\Freeze!\You missed.\The thing is, even though I can't see,\I can predict people's movements.\But even if I'm hit, I really have nothing to worry about.\See?\Prime Minister, let me fill you in on what my other special power is. response:	You see...
context: Freeze!\You missed.\The thing is, even though I can't see,\I can predict people's movements.\But even if I'm hit, I really have nothing to worry about.\See?\Prime Minister, let me fill you in on what my other special power is.\You see... response:	I can teleport.
context: You missed.\The thing is, even though I can't see,\I can predict people's movements.\But even if I'm hit, I really have nothing to worry about.\See?\Prime Minister, let me fill you in on what my other special power is.\You see...\I can teleport. response:	Why are you kidnapping me?
context: The thing is, even though I can't see,\I can predict people's movements.\But even if I'm hit, I really have nothing to worry about.\See?\Prime Minister, let me fill you in on what my other special power is.\You see...\I can teleport.\Why are you kidnapping me? response:	What do you plan to do with me?
context: I can predict people's movements.\But even if I'm hit, I really have nothing to worry about.\See?\Prime Minister, let me fill you in on what my other special power is.\You see...\I can teleport.\Why are you kidnapping me?\What do you plan to do with me? response:	Nothing complicated. You're just a hostage.
context: But even if I'm hit, I really have nothing to worry about.\See?\Prime Minister, let me fill you in on what my other special power is.\You see...\I can teleport.\Why are you kidnapping me?\What do you plan to do with me?\Nothing complicated. You're just a hostage. response:	Are you serious about this world domination crap?
context: See?\Prime Minister, let me fill you in on what my other special power is.\You see...\I can teleport.\Why are you kidnapping me?\What do you plan to do with me?\Nothing complicated. You're just a hostage.\Are you serious about this world domination crap? response:	Oh, yes. Very much so.
context: Prime Minister, let me fill you in on what my other special power is.\You see...\I can teleport.\Why are you kidnapping me?\What do you plan to do with me?\Nothing complicated. You're just a hostage.\Are you serious about this world domination crap?\Oh, yes. Very much so. response:	And who might you be?
context: You see...\I can teleport.\Why are you kidnapping me?\What do you plan to do with me?\Nothing complicated. You're just a hostage.\Are you serious about this world domination crap?\Oh, yes. Very much so.\And who might you be? response:	I saw the broadcast and rushed here,
context: I can teleport.\Why are you kidnapping me?\What do you plan to do with me?\Nothing complicated. You're just a hostage.\Are you serious about this world domination crap?\Oh, yes. Very much so.\And who might you be?\I saw the broadcast and rushed here, response:	and then I sensed you two in this park.
context: Why are you kidnapping me?\What do you plan to do with me?\Nothing complicated. You're just a hostage.\Are you serious about this world domination crap?\Oh, yes. Very much so.\And who might you be?\I saw the broadcast and rushed here,\and then I sensed you two in this park. response:	If you think everything in life goes as planned,
context: What do you plan to do with me?\Nothing complicated. You're just a hostage.\Are you serious about this world domination crap?\Oh, yes. Very much so.\And who might you be?\I saw the broadcast and rushed here,\and then I sensed you two in this park.\If you think everything in life goes as planned, response:	let me teach you a lesson by taking you down.
context: Nothing complicated. You're just a hostage.\Are you serious about this world domination crap?\Oh, yes. Very much so.\And who might you be?\I saw the broadcast and rushed here,\and then I sensed you two in this park.\If you think everything in life goes as planned,\let me teach you a lesson by taking you down. response:	What a funny thing to say. I guess you can try.
context: Are you serious about this world domination crap?\Oh, yes. Very much so.\And who might you be?\I saw the broadcast and rushed here,\and then I sensed you two in this park.\If you think everything in life goes as planned,\let me teach you a lesson by taking you down.\What a funny thing to say. I guess you can try. response:	Telekinetic Explosion!
context: Oh, yes. Very much so.\And who might you be?\I saw the broadcast and rushed here,\and then I sensed you two in this park.\If you think everything in life goes as planned,\let me teach you a lesson by taking you down.\What a funny thing to say. I guess you can try.\Telekinetic Explosion! response:	Air Whips!
context: And who might you be?\I saw the broadcast and rushed here,\and then I sensed you two in this park.\If you think everything in life goes as planned,\let me teach you a lesson by taking you down.\What a funny thing to say. I guess you can try.\Telekinetic Explosion!\Air Whips! response:	He disappeared?
context: I saw the broadcast and rushed here,\and then I sensed you two in this park.\If you think everything in life goes as planned,\let me teach you a lesson by taking you down.\What a funny thing to say. I guess you can try.\Telekinetic Explosion!\Air Whips!\He disappeared? response:	What? I was too careless!
context: and then I sensed you two in this park.\If you think everything in life goes as planned,\let me teach you a lesson by taking you down.\What a funny thing to say. I guess you can try.\Telekinetic Explosion!\Air Whips!\He disappeared?\What? I was too careless! response:	Pyrokinesis!
context: If you think everything in life goes as planned,\let me teach you a lesson by taking you down.\What a funny thing to say. I guess you can try.\Telekinetic Explosion!\Air Whips!\He disappeared?\What? I was too careless!\Pyrokinesis! response:	I lost sight of him again.
context: let me teach you a lesson by taking you down.\What a funny thing to say. I guess you can try.\Telekinetic Explosion!\Air Whips!\He disappeared?\What? I was too careless!\Pyrokinesis!\I lost sight of him again. response:	Is this guy's power...
context: What a funny thing to say. I guess you can try.\Telekinetic Explosion!\Air Whips!\He disappeared?\What? I was too careless!\Pyrokinesis!\I lost sight of him again.\Is this guy's power... response:	Over here.
context: Telekinetic Explosion!\Air Whips!\He disappeared?\What? I was too careless!\Pyrokinesis!\I lost sight of him again.\Is this guy's power...\Over here. response:	Super speed movement?
context: Air Whips!\He disappeared?\What? I was too careless!\Pyrokinesis!\I lost sight of him again.\Is this guy's power...\Over here.\Super speed movement? response:	In that case...
context: He disappeared?\What? I was too careless!\Pyrokinesis!\I lost sight of him again.\Is this guy's power...\Over here.\Super speed movement?\In that case... response:	Multi-Layer Barrier!
context: What? I was too careless!\Pyrokinesis!\I lost sight of him again.\Is this guy's power...\Over here.\Super speed movement?\In that case...\Multi-Layer Barrier! response:	My new technique where I overlap multiple barriers...
context: Pyrokinesis!\I lost sight of him again.\Is this guy's power...\Over here.\Super speed movement?\In that case...\Multi-Layer Barrier!\My new technique where I overlap multiple barriers... response:	While the enemy's trying to get through,
context: I lost sight of him again.\Is this guy's power...\Over here.\Super speed movement?\In that case...\Multi-Layer Barrier!\My new technique where I overlap multiple barriers...\While the enemy's trying to get through, response:	the others should get here.
context: Is this guy's power...\Over here.\Super speed movement?\In that case...\Multi-Layer Barrier!\My new technique where I overlap multiple barriers...\While the enemy's trying to get through,\the others should get here. response:	Well, aren't you multi-talented.
context: Over here.\Super speed movement?\In that case...\Multi-Layer Barrier!\My new technique where I overlap multiple barriers...\While the enemy's trying to get through,\the others should get here.\Well, aren't you multi-talented. response:	That quick?
context: Super speed movement?\In that case...\Multi-Layer Barrier!\My new technique where I overlap multiple barriers...\While the enemy's trying to get through,\the others should get here.\Well, aren't you multi-talented.\That quick? response:	Thanks for entertaining me.
context: In that case...\Multi-Layer Barrier!\My new technique where I overlap multiple barriers...\While the enemy's trying to get through,\the others should get here.\Well, aren't you multi-talented.\That quick?\Thanks for entertaining me. response:	Hanazawa! Hey! Wake up!
context: Multi-Layer Barrier!\My new technique where I overlap multiple barriers...\While the enemy's trying to get through,\the others should get here.\Well, aren't you multi-talented.\That quick?\Thanks for entertaining me.\Hanazawa! Hey! Wake up! response:	Why the hell'd you run off on your own?!
context: My new technique where I overlap multiple barriers...\While the enemy's trying to get through,\the others should get here.\Well, aren't you multi-talented.\That quick?\Thanks for entertaining me.\Hanazawa! Hey! Wake up!\Why the hell'd you run off on your own?! response:	I spilled a seed and lost sight of it
context: While the enemy's trying to get through,\the others should get here.\Well, aren't you multi-talented.\That quick?\Thanks for entertaining me.\Hanazawa! Hey! Wake up!\Why the hell'd you run off on your own?!\I spilled a seed and lost sight of it response:	I'll find it using the color it's dyed in and watch it grow
context: the others should get here.\Well, aren't you multi-talented.\That quick?\Thanks for entertaining me.\Hanazawa! Hey! Wake up!\Why the hell'd you run off on your own?!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow response:	It immediately returned to the palm of my hand
context: Well, aren't you multi-talented.\That quick?\Thanks for entertaining me.\Hanazawa! Hey! Wake up!\Why the hell'd you run off on your own?!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand response:	But it's still too light and too frail to reach for the skies
context: That quick?\Thanks for entertaining me.\Hanazawa! Hey! Wake up!\Why the hell'd you run off on your own?!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies response:	The world coldly drains away all the heat
context: Thanks for entertaining me.\Hanazawa! Hey! Wake up!\Why the hell'd you run off on your own?!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat response:	The bright sunshine just isn't enough
context: Hanazawa! Hey! Wake up!\Why the hell'd you run off on your own?!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough response:	The memories are closing off what lies ahead
context: Why the hell'd you run off on your own?!\I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead response:	Shake off their warmth and set off into the distance
context: I spilled a seed and lost sight of it\I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance response:	If I let it wither, it'd be over just like that
context: I'll find it using the color it's dyed in and watch it grow\It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that response:	But my hope just doesn't fade away
context: It immediately returned to the palm of my hand\But it's still too light and too frail to reach for the skies\The world coldly drains away all the heat\The bright sunshine just isn't enough\The memories are closing off what lies ahead\Shake off their warmth and set off into the distance\If I let it wither, it'd be over just like that\But my hope just doesn't fade away response:	The main force of Claw, the Ultimate 5, terrorize Seasoning City.
