context: If Inari keeps using that divine power, then... response:	my divinitymy very godliness itselfwill move into her.
context: Yes, thank you.\Take it down a notch, would you?\Uka!\That's it! I'm through!\Thank goodness!\So Miss Inari made it in time!\Indeed. Thank you, Miya.\Well? Do you get it now? response:	Pardon?
context: Take it down a notch, would you?\Uka!\That's it! I'm through!\Thank goodness!\So Miss Inari made it in time!\Indeed. Thank you, Miya.\Well? Do you get it now?\Pardon? response:	I'm asking if you understand why gods and humans don't mix!
context: Uka!\That's it! I'm through!\Thank goodness!\So Miss Inari made it in time!\Indeed. Thank you, Miya.\Well? Do you get it now?\Pardon?\I'm asking if you understand why gods and humans don't mix! response:	Great Amaterasu, we gods may indeed be incompatible with humans.
context: That's it! I'm through!\Thank goodness!\So Miss Inari made it in time!\Indeed. Thank you, Miya.\Well? Do you get it now?\Pardon?\I'm asking if you understand why gods and humans don't mix!\Great Amaterasu, we gods may indeed be incompatible with humans. response:	But they're quite interesting in their impermanence.
context: Thank goodness!\So Miss Inari made it in time!\Indeed. Thank you, Miya.\Well? Do you get it now?\Pardon?\I'm asking if you understand why gods and humans don't mix!\Great Amaterasu, we gods may indeed be incompatible with humans.\But they're quite interesting in their impermanence. response:	I feel there's much to learn from them.
context: So Miss Inari made it in time!\Indeed. Thank you, Miya.\Well? Do you get it now?\Pardon?\I'm asking if you understand why gods and humans don't mix!\Great Amaterasu, we gods may indeed be incompatible with humans.\But they're quite interesting in their impermanence.\I feel there's much to learn from them. response:	I sighed involuntarily
context: Indeed. Thank you, Miya.\Well? Do you get it now?\Pardon?\I'm asking if you understand why gods and humans don't mix!\Great Amaterasu, we gods may indeed be incompatible with humans.\But they're quite interesting in their impermanence.\I feel there's much to learn from them.\I sighed involuntarily response:	I sighed involuntarily
context: Well? Do you get it now?\Pardon?\I'm asking if you understand why gods and humans don't mix!\Great Amaterasu, we gods may indeed be incompatible with humans.\But they're quite interesting in their impermanence.\I feel there's much to learn from them.\I sighed involuntarily\I sighed involuntarily response:	and that little bit of sadness
context: Pardon?\I'm asking if you understand why gods and humans don't mix!\Great Amaterasu, we gods may indeed be incompatible with humans.\But they're quite interesting in their impermanence.\I feel there's much to learn from them.\I sighed involuntarily\I sighed involuntarily\and that little bit of sadness response:	and that little bit of sadness
context: I'm asking if you understand why gods and humans don't mix!\Great Amaterasu, we gods may indeed be incompatible with humans.\But they're quite interesting in their impermanence.\I feel there's much to learn from them.\I sighed involuntarily\I sighed involuntarily\and that little bit of sadness\and that little bit of sadness response:	flew with the birds to vanish in the distance
context: Great Amaterasu, we gods may indeed be incompatible with humans.\But they're quite interesting in their impermanence.\I feel there's much to learn from them.\I sighed involuntarily\I sighed involuntarily\and that little bit of sadness\and that little bit of sadness\flew with the birds to vanish in the distance response:	flew with the birds to vanish in the distance
context: But they're quite interesting in their impermanence.\I feel there's much to learn from them.\I sighed involuntarily\I sighed involuntarily\and that little bit of sadness\and that little bit of sadness\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance response:	In particular, I found love to be of special interest.
context: I feel there's much to learn from them.\I sighed involuntarily\I sighed involuntarily\and that little bit of sadness\and that little bit of sadness\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\In particular, I found love to be of special interest. response:	We committed our share of faux-pas, then shook hands
context: I sighed involuntarily\I sighed involuntarily\and that little bit of sadness\and that little bit of sadness\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\In particular, I found love to be of special interest.\We committed our share of faux-pas, then shook hands response:	We committed our share of faux-pas, then shook hands
context: I sighed involuntarily\and that little bit of sadness\and that little bit of sadness\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\In particular, I found love to be of special interest.\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands response:	That didn't really turn us into adults,
context: and that little bit of sadness\and that little bit of sadness\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\In particular, I found love to be of special interest.\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\That didn't really turn us into adults, response:	That didn't really turn us into adults,
context: and that little bit of sadness\flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\In particular, I found love to be of special interest.\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\That didn't really turn us into adults,\That didn't really turn us into adults, response:	Huh?
context: flew with the birds to vanish in the distance\flew with the birds to vanish in the distance\In particular, I found love to be of special interest.\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\That didn't really turn us into adults,\That didn't really turn us into adults,\Huh? response:	I would like to continue watching over these humans.
context: flew with the birds to vanish in the distance\In particular, I found love to be of special interest.\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\That didn't really turn us into adults,\That didn't really turn us into adults,\Huh?\I would like to continue watching over these humans. response:	but now I understand
context: In particular, I found love to be of special interest.\We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\That didn't really turn us into adults,\That didn't really turn us into adults,\Huh?\I would like to continue watching over these humans.\but now I understand response:	but now I understand
context: We committed our share of faux-pas, then shook hands\We committed our share of faux-pas, then shook hands\That didn't really turn us into adults,\That didn't really turn us into adults,\Huh?\I would like to continue watching over these humans.\but now I understand\but now I understand response:	Just stop by the Celestial Plains once in a while, eh?
context: We committed our share of faux-pas, then shook hands\That didn't really turn us into adults,\That didn't really turn us into adults,\Huh?\I would like to continue watching over these humans.\but now I understand\but now I understand\Just stop by the Celestial Plains once in a while, eh? response:	that just imitating those you admire
context: That didn't really turn us into adults,\That didn't really turn us into adults,\Huh?\I would like to continue watching over these humans.\but now I understand\but now I understand\Just stop by the Celestial Plains once in a while, eh?\that just imitating those you admire response:	that just imitating those you admire
context: That didn't really turn us into adults,\Huh?\I would like to continue watching over these humans.\but now I understand\but now I understand\Just stop by the Celestial Plains once in a while, eh?\that just imitating those you admire\that just imitating those you admire response:	I will.
context: Huh?\I would like to continue watching over these humans.\but now I understand\but now I understand\Just stop by the Celestial Plains once in a while, eh?\that just imitating those you admire\that just imitating those you admire\I will. response:	is not enough to reach you
context: I would like to continue watching over these humans.\but now I understand\but now I understand\Just stop by the Celestial Plains once in a while, eh?\that just imitating those you admire\that just imitating those you admire\I will.\is not enough to reach you response:	is not enough to reach you
context: but now I understand\but now I understand\Just stop by the Celestial Plains once in a while, eh?\that just imitating those you admire\that just imitating those you admire\I will.\is not enough to reach you\is not enough to reach you response:	One day I'll tell you of my feelings
context: but now I understand\Just stop by the Celestial Plains once in a while, eh?\that just imitating those you admire\that just imitating those you admire\I will.\is not enough to reach you\is not enough to reach you\One day I'll tell you of my feelings response:	One day I'll tell you of my feelings
context: Just stop by the Celestial Plains once in a while, eh?\that just imitating those you admire\that just imitating those you admire\I will.\is not enough to reach you\is not enough to reach you\One day I'll tell you of my feelings\One day I'll tell you of my feelings response:	I didn't want you to know of my wishes,
context: that just imitating those you admire\that just imitating those you admire\I will.\is not enough to reach you\is not enough to reach you\One day I'll tell you of my feelings\One day I'll tell you of my feelings\I didn't want you to know of my wishes, response:	I didn't want you to know of my wishes,
context: that just imitating those you admire\I will.\is not enough to reach you\is not enough to reach you\One day I'll tell you of my feelings\One day I'll tell you of my feelings\I didn't want you to know of my wishes,\I didn't want you to know of my wishes, response:	For everyone to share.
context: I will.\is not enough to reach you\is not enough to reach you\One day I'll tell you of my feelings\One day I'll tell you of my feelings\I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\For everyone to share. response:	so I lowered my voice
context: is not enough to reach you\is not enough to reach you\One day I'll tell you of my feelings\One day I'll tell you of my feelings\I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\For everyone to share.\so I lowered my voice response:	so I lowered my voice
context: is not enough to reach you\One day I'll tell you of my feelings\One day I'll tell you of my feelings\I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\For everyone to share.\so I lowered my voice\so I lowered my voice response:	and whispered to the gods
context: One day I'll tell you of my feelings\One day I'll tell you of my feelings\I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\For everyone to share.\so I lowered my voice\so I lowered my voice\and whispered to the gods response:	and whispered to the gods
context: One day I'll tell you of my feelings\I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\For everyone to share.\so I lowered my voice\so I lowered my voice\and whispered to the gods\and whispered to the gods response:	Inari!
context: I didn't want you to know of my wishes,\I didn't want you to know of my wishes,\For everyone to share.\so I lowered my voice\so I lowered my voice\and whispered to the gods\and whispered to the gods\Inari! response:	Hurry up, or you'll be late!
context: I didn't want you to know of my wishes,\For everyone to share.\so I lowered my voice\so I lowered my voice\and whispered to the gods\and whispered to the gods\Inari!\Hurry up, or you'll be late! response:	Every day I feel the love inside my heart and hope I won't faint
context: For everyone to share.\so I lowered my voice\so I lowered my voice\and whispered to the gods\and whispered to the gods\Inari!\Hurry up, or you'll be late!\Every day I feel the love inside my heart and hope I won't faint response:	Every day I feel the love inside my heart and hope I won't faint
context: so I lowered my voice\so I lowered my voice\and whispered to the gods\and whispered to the gods\Inari!\Hurry up, or you'll be late!\Every day I feel the love inside my heart and hope I won't faint\Every day I feel the love inside my heart and hope I won't faint response:	I know, I know!
context: so I lowered my voice\and whispered to the gods\and whispered to the gods\Inari!\Hurry up, or you'll be late!\Every day I feel the love inside my heart and hope I won't faint\Every day I feel the love inside my heart and hope I won't faint\I know, I know! response:	The wind turns my cheeks red
context: and whispered to the gods\and whispered to the gods\Inari!\Hurry up, or you'll be late!\Every day I feel the love inside my heart and hope I won't faint\Every day I feel the love inside my heart and hope I won't faint\I know, I know!\The wind turns my cheeks red response:	The wind turns my cheeks red
context: and whispered to the gods\Inari!\Hurry up, or you'll be late!\Every day I feel the love inside my heart and hope I won't faint\Every day I feel the love inside my heart and hope I won't faint\I know, I know!\The wind turns my cheeks red\The wind turns my cheeks red response:	Please keep smiling next to me
context: Inari!\Hurry up, or you'll be late!\Every day I feel the love inside my heart and hope I won't faint\Every day I feel the love inside my heart and hope I won't faint\I know, I know!\The wind turns my cheeks red\The wind turns my cheeks red\Please keep smiling next to me response:	Please keep smiling next to me
context: Hurry up, or you'll be late!\Every day I feel the love inside my heart and hope I won't faint\Every day I feel the love inside my heart and hope I won't faint\I know, I know!\The wind turns my cheeks red\The wind turns my cheeks red\Please keep smiling next to me\Please keep smiling next to me response:	I'll be back, Lady Uka.
context: Every day I feel the love inside my heart and hope I won't faint\Every day I feel the love inside my heart and hope I won't faint\I know, I know!\The wind turns my cheeks red\The wind turns my cheeks red\Please keep smiling next to me\Please keep smiling next to me\I'll be back, Lady Uka. response:	Even if I can't see you, I know you're there.
context: Every day I feel the love inside my heart and hope I won't faint\I know, I know!\The wind turns my cheeks red\The wind turns my cheeks red\Please keep smiling next to me\Please keep smiling next to me\I'll be back, Lady Uka.\Even if I can't see you, I know you're there. response:	Tanbabashi! Morning!
context: I know, I know!\The wind turns my cheeks red\The wind turns my cheeks red\Please keep smiling next to me\Please keep smiling next to me\I'll be back, Lady Uka.\Even if I can't see you, I know you're there.\Tanbabashi! Morning! response:	Inari, Konkon, Koi Iroha
context: The wind turns my cheeks red\The wind turns my cheeks red\Please keep smiling next to me\Please keep smiling next to me\I'll be back, Lady Uka.\Even if I can't see you, I know you're there.\Tanbabashi! Morning!\Inari, Konkon, Koi Iroha response:	Inari, Konkon, Koi Iroha
context: The wind turns my cheeks red\Please keep smiling next to me\Please keep smiling next to me\I'll be back, Lady Uka.\Even if I can't see you, I know you're there.\Tanbabashi! Morning!\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha response:	The End
context: Please keep smiling next to me\Please keep smiling next to me\I'll be back, Lady Uka.\Even if I can't see you, I know you're there.\Tanbabashi! Morning!\Inari, Konkon, Koi Iroha\Inari, Konkon, Koi Iroha\The End response:	The End
