context: Today was another exhausting day. response:	I just want to hurry home so I can relax.
context: and when you're adjusting them during class,\nothing gives you a greater thrill than the thought that someone might see you.\You're an awful man.\There's no way my readers would like you if I wrote you into my manga.\You're useless.\No fair! There's no hope for me!\Why?\Why are you doing this? response:	Even without reading about my experiences, you're an amazing manga artist!
context: nothing gives you a greater thrill than the thought that someone might see you.\You're an awful man.\There's no way my readers would like you if I wrote you into my manga.\You're useless.\No fair! There's no hope for me!\Why?\Why are you doing this?\Even without reading about my experiences, you're an amazing manga artist! response:	The world knows that!
context: You're an awful man.\There's no way my readers would like you if I wrote you into my manga.\You're useless.\No fair! There's no hope for me!\Why?\Why are you doing this?\Even without reading about my experiences, you're an amazing manga artist!\The world knows that! response:	You're living in this amazing house at the age of twenty!
context: There's no way my readers would like you if I wrote you into my manga.\You're useless.\No fair! There's no hope for me!\Why?\Why are you doing this?\Even without reading about my experiences, you're an amazing manga artist!\The world knows that!\You're living in this amazing house at the age of twenty! response:	You're doing much better than most people your age!
context: You're useless.\No fair! There's no hope for me!\Why?\Why are you doing this?\Even without reading about my experiences, you're an amazing manga artist!\The world knows that!\You're living in this amazing house at the age of twenty!\You're doing much better than most people your age! response:	And yet, why do you need my memories?!
context: No fair! There's no hope for me!\Why?\Why are you doing this?\Even without reading about my experiences, you're an amazing manga artist!\The world knows that!\You're living in this amazing house at the age of twenty!\You're doing much better than most people your age!\And yet, why do you need my memories?! response:	Do you think that I, Rohan Kishibe, draw manga
context: Why?\Why are you doing this?\Even without reading about my experiences, you're an amazing manga artist!\The world knows that!\You're living in this amazing house at the age of twenty!\You're doing much better than most people your age!\And yet, why do you need my memories?!\Do you think that I, Rohan Kishibe, draw manga response:	for the sake of money and attention?!
context: Why are you doing this?\Even without reading about my experiences, you're an amazing manga artist!\The world knows that!\You're living in this amazing house at the age of twenty!\You're doing much better than most people your age!\And yet, why do you need my memories?!\Do you think that I, Rohan Kishibe, draw manga\for the sake of money and attention?! response:	I'm drawing manga so people will read it!
context: Even without reading about my experiences, you're an amazing manga artist!\The world knows that!\You're living in this amazing house at the age of twenty!\You're doing much better than most people your age!\And yet, why do you need my memories?!\Do you think that I, Rohan Kishibe, draw manga\for the sake of money and attention?!\I'm drawing manga so people will read it! response:	So someone will read it! That's the only reason!
context: The world knows that!\You're living in this amazing house at the age of twenty!\You're doing much better than most people your age!\And yet, why do you need my memories?!\Do you think that I, Rohan Kishibe, draw manga\for the sake of money and attention?!\I'm drawing manga so people will read it!\So someone will read it! That's the only reason! response:	It's a very simple reason, but I don't care about anything else!
context: You're living in this amazing house at the age of twenty!\You're doing much better than most people your age!\And yet, why do you need my memories?!\Do you think that I, Rohan Kishibe, draw manga\for the sake of money and attention?!\I'm drawing manga so people will read it!\So someone will read it! That's the only reason!\It's a very simple reason, but I don't care about anything else! response:	So that people will read it, I look for realistic material every day!
context: You're doing much better than most people your age!\And yet, why do you need my memories?!\Do you think that I, Rohan Kishibe, draw manga\for the sake of money and attention?!\I'm drawing manga so people will read it!\So someone will read it! That's the only reason!\It's a very simple reason, but I don't care about anything else!\So that people will read it, I look for realistic material every day! response:	Listen well. Whenever I finish a manuscript, I feel amazing.
context: And yet, why do you need my memories?!\Do you think that I, Rohan Kishibe, draw manga\for the sake of money and attention?!\I'm drawing manga so people will read it!\So someone will read it! That's the only reason!\It's a very simple reason, but I don't care about anything else!\So that people will read it, I look for realistic material every day!\Listen well. Whenever I finish a manuscript, I feel amazing. response:	Everyone feels great after finishing work, don't they?
context: Do you think that I, Rohan Kishibe, draw manga\for the sake of money and attention?!\I'm drawing manga so people will read it!\So someone will read it! That's the only reason!\It's a very simple reason, but I don't care about anything else!\So that people will read it, I look for realistic material every day!\Listen well. Whenever I finish a manuscript, I feel amazing.\Everyone feels great after finishing work, don't they? response:	But that feeling only lasts for an instant.
context: for the sake of money and attention?!\I'm drawing manga so people will read it!\So someone will read it! That's the only reason!\It's a very simple reason, but I don't care about anything else!\So that people will read it, I look for realistic material every day!\Listen well. Whenever I finish a manuscript, I feel amazing.\Everyone feels great after finishing work, don't they?\But that feeling only lasts for an instant. response:	It's only a little while,
context: I'm drawing manga so people will read it!\So someone will read it! That's the only reason!\It's a very simple reason, but I don't care about anything else!\So that people will read it, I look for realistic material every day!\Listen well. Whenever I finish a manuscript, I feel amazing.\Everyone feels great after finishing work, don't they?\But that feeling only lasts for an instant.\It's only a little while, response:	because I start thinking that no one's going to read my completed manga,
context: So someone will read it! That's the only reason!\It's a very simple reason, but I don't care about anything else!\So that people will read it, I look for realistic material every day!\Listen well. Whenever I finish a manuscript, I feel amazing.\Everyone feels great after finishing work, don't they?\But that feeling only lasts for an instant.\It's only a little while,\because I start thinking that no one's going to read my completed manga, response:	and my insecurities start to grow.
context: It's a very simple reason, but I don't care about anything else!\So that people will read it, I look for realistic material every day!\Listen well. Whenever I finish a manuscript, I feel amazing.\Everyone feels great after finishing work, don't they?\But that feeling only lasts for an instant.\It's only a little while,\because I start thinking that no one's going to read my completed manga,\and my insecurities start to grow. response:	Then I get even more insecure because, maybe next week,
context: So that people will read it, I look for realistic material every day!\Listen well. Whenever I finish a manuscript, I feel amazing.\Everyone feels great after finishing work, don't they?\But that feeling only lasts for an instant.\It's only a little while,\because I start thinking that no one's going to read my completed manga,\and my insecurities start to grow.\Then I get even more insecure because, maybe next week, response:	no one's going to read it, and then I might not know what
context: Listen well. Whenever I finish a manuscript, I feel amazing.\Everyone feels great after finishing work, don't they?\But that feeling only lasts for an instant.\It's only a little while,\because I start thinking that no one's going to read my completed manga,\and my insecurities start to grow.\Then I get even more insecure because, maybe next week,\no one's going to read it, and then I might not know what response:	to draw anymore, and I might not feel like doing anything anymore.
context: Everyone feels great after finishing work, don't they?\But that feeling only lasts for an instant.\It's only a little while,\because I start thinking that no one's going to read my completed manga,\and my insecurities start to grow.\Then I get even more insecure because, maybe next week,\no one's going to read it, and then I might not know what\to draw anymore, and I might not feel like doing anything anymore. response:	These feelings have been reoccurring over and over since I was sixteen.
context: But that feeling only lasts for an instant.\It's only a little while,\because I start thinking that no one's going to read my completed manga,\and my insecurities start to grow.\Then I get even more insecure because, maybe next week,\no one's going to read it, and then I might not know what\to draw anymore, and I might not feel like doing anything anymore.\These feelings have been reoccurring over and over since I was sixteen. response:	Until three months ago, when someone shot me with an arrow,
context: It's only a little while,\because I start thinking that no one's going to read my completed manga,\and my insecurities start to grow.\Then I get even more insecure because, maybe next week,\no one's going to read it, and then I might not know what\to draw anymore, and I might not feel like doing anything anymore.\These feelings have been reoccurring over and over since I was sixteen.\Until three months ago, when someone shot me with an arrow, response:	and I gained the ability of Heaven's Door.
context: because I start thinking that no one's going to read my completed manga,\and my insecurities start to grow.\Then I get even more insecure because, maybe next week,\no one's going to read it, and then I might not know what\to draw anymore, and I might not feel like doing anything anymore.\These feelings have been reoccurring over and over since I was sixteen.\Until three months ago, when someone shot me with an arrow,\and I gained the ability of Heaven's Door. response:	Keicho Nijimura...
context: and my insecurities start to grow.\Then I get even more insecure because, maybe next week,\no one's going to read it, and then I might not know what\to draw anymore, and I might not feel like doing anything anymore.\These feelings have been reoccurring over and over since I was sixteen.\Until three months ago, when someone shot me with an arrow,\and I gained the ability of Heaven's Door.\Keicho Nijimura... response:	Yes, that was also written in you.
context: Then I get even more insecure because, maybe next week,\no one's going to read it, and then I might not know what\to draw anymore, and I might not feel like doing anything anymore.\These feelings have been reoccurring over and over since I was sixteen.\Until three months ago, when someone shot me with an arrow,\and I gained the ability of Heaven's Door.\Keicho Nijimura...\Yes, that was also written in you. response:	I'm sure you two don't understand the feeling of having found
context: no one's going to read it, and then I might not know what\to draw anymore, and I might not feel like doing anything anymore.\These feelings have been reoccurring over and over since I was sixteen.\Until three months ago, when someone shot me with an arrow,\and I gained the ability of Heaven's Door.\Keicho Nijimura...\Yes, that was also written in you.\I'm sure you two don't understand the feeling of having found response:	the best material to use for drawing a masterpiece!
context: to draw anymore, and I might not feel like doing anything anymore.\These feelings have been reoccurring over and over since I was sixteen.\Until three months ago, when someone shot me with an arrow,\and I gained the ability of Heaven's Door.\Keicho Nijimura...\Yes, that was also written in you.\I'm sure you two don't understand the feeling of having found\the best material to use for drawing a masterpiece! response:	But this is it, right now!
context: These feelings have been reoccurring over and over since I was sixteen.\Until three months ago, when someone shot me with an arrow,\and I gained the ability of Heaven's Door.\Keicho Nijimura...\Yes, that was also written in you.\I'm sure you two don't understand the feeling of having found\the best material to use for drawing a masterpiece!\But this is it, right now! response:	It's the best!
context: Until three months ago, when someone shot me with an arrow,\and I gained the ability of Heaven's Door.\Keicho Nijimura...\Yes, that was also written in you.\I'm sure you two don't understand the feeling of having found\the best material to use for drawing a masterpiece!\But this is it, right now!\It's the best! response:	Koichi, I'm going to make your reality mine!
context: and I gained the ability of Heaven's Door.\Keicho Nijimura...\Yes, that was also written in you.\I'm sure you two don't understand the feeling of having found\the best material to use for drawing a masterpiece!\But this is it, right now!\It's the best!\Koichi, I'm going to make your reality mine! response:	See, Koichi? Wasn't Rohan-sensei a great guy?
context: Keicho Nijimura...\Yes, that was also written in you.\I'm sure you two don't understand the feeling of having found\the best material to use for drawing a masterpiece!\But this is it, right now!\It's the best!\Koichi, I'm going to make your reality mine!\See, Koichi? Wasn't Rohan-sensei a great guy? response:	Aren't you glad we went?
context: Yes, that was also written in you.\I'm sure you two don't understand the feeling of having found\the best material to use for drawing a masterpiece!\But this is it, right now!\It's the best!\Koichi, I'm going to make your reality mine!\See, Koichi? Wasn't Rohan-sensei a great guy?\Aren't you glad we went? response:	Yeah! It was so much fun!
context: I'm sure you two don't understand the feeling of having found\the best material to use for drawing a masterpiece!\But this is it, right now!\It's the best!\Koichi, I'm going to make your reality mine!\See, Koichi? Wasn't Rohan-sensei a great guy?\Aren't you glad we went?\Yeah! It was so much fun! response:	To Hirose Rohan Kishibe
context: the best material to use for drawing a masterpiece!\But this is it, right now!\It's the best!\Koichi, I'm going to make your reality mine!\See, Koichi? Wasn't Rohan-sensei a great guy?\Aren't you glad we went?\Yeah! It was so much fun!\To Hirose Rohan Kishibe response:	Not only did he give us these great autographs,
context: But this is it, right now!\It's the best!\Koichi, I'm going to make your reality mine!\See, Koichi? Wasn't Rohan-sensei a great guy?\Aren't you glad we went?\Yeah! It was so much fun!\To Hirose Rohan Kishibe\Not only did he give us these great autographs, response:	he even served us tea and cookies.
context: It's the best!\Koichi, I'm going to make your reality mine!\See, Koichi? Wasn't Rohan-sensei a great guy?\Aren't you glad we went?\Yeah! It was so much fun!\To Hirose Rohan Kishibe\Not only did he give us these great autographs,\he even served us tea and cookies. response:	I'd love to go again.
context: Koichi, I'm going to make your reality mine!\See, Koichi? Wasn't Rohan-sensei a great guy?\Aren't you glad we went?\Yeah! It was so much fun!\To Hirose Rohan Kishibe\Not only did he give us these great autographs,\he even served us tea and cookies.\I'd love to go again. response:	Yeah. Let's definitely go again.
context: See, Koichi? Wasn't Rohan-sensei a great guy?\Aren't you glad we went?\Yeah! It was so much fun!\To Hirose Rohan Kishibe\Not only did he give us these great autographs,\he even served us tea and cookies.\I'd love to go again.\Yeah. Let's definitely go again. response:	Well, I'm heading this way, so...
context: Aren't you glad we went?\Yeah! It was so much fun!\To Hirose Rohan Kishibe\Not only did he give us these great autographs,\he even served us tea and cookies.\I'd love to go again.\Yeah. Let's definitely go again.\Well, I'm heading this way, so... response:	He really was a great guy.
context: Yeah! It was so much fun!\To Hirose Rohan Kishibe\Not only did he give us these great autographs,\he even served us tea and cookies.\I'd love to go again.\Yeah. Let's definitely go again.\Well, I'm heading this way, so...\He really was a great guy. response:	You'll never speak of this, Koichi.
context: To Hirose Rohan Kishibe\Not only did he give us these great autographs,\he even served us tea and cookies.\I'd love to go again.\Yeah. Let's definitely go again.\Well, I'm heading this way, so...\He really was a great guy.\You'll never speak of this, Koichi. response:	Huh?!
context: Not only did he give us these great autographs,\he even served us tea and cookies.\I'd love to go again.\Yeah. Let's definitely go again.\Well, I'm heading this way, so...\He really was a great guy.\You'll never speak of this, Koichi.\Huh?! response:	Wh-Why?!
context: he even served us tea and cookies.\I'd love to go again.\Yeah. Let's definitely go again.\Well, I'm heading this way, so...\He really was a great guy.\You'll never speak of this, Koichi.\Huh?!\Wh-Why?! response:	How did I lose 20 kilograms?
context: I'd love to go again.\Yeah. Let's definitely go again.\Well, I'm heading this way, so...\He really was a great guy.\You'll never speak of this, Koichi.\Huh?!\Wh-Why?!\How did I lose 20 kilograms? response:	But I don't look any different!
context: Yeah. Let's definitely go again.\Well, I'm heading this way, so...\He really was a great guy.\You'll never speak of this, Koichi.\Huh?!\Wh-Why?!\How did I lose 20 kilograms?\But I don't look any different! response:	It reads five kilograms...
context: Well, I'm heading this way, so...\He really was a great guy.\You'll never speak of this, Koichi.\Huh?!\Wh-Why?!\How did I lose 20 kilograms?\But I don't look any different!\It reads five kilograms... response:	The scale's not broken.
context: He really was a great guy.\You'll never speak of this, Koichi.\Huh?!\Wh-Why?!\How did I lose 20 kilograms?\But I don't look any different!\It reads five kilograms...\The scale's not broken. response:	Th-This is impossible!
context: You'll never speak of this, Koichi.\Huh?!\Wh-Why?!\How did I lose 20 kilograms?\But I don't look any different!\It reads five kilograms...\The scale's not broken.\Th-This is impossible! response:	Th-This has to be the work of an enemy Stand user!
context: Huh?!\Wh-Why?!\How did I lose 20 kilograms?\But I don't look any different!\It reads five kilograms...\The scale's not broken.\Th-This is impossible!\Th-This has to be the work of an enemy Stand user! response:	Otherwise, there's no way I'd lose 20 kilograms!
context: Wh-Why?!\How did I lose 20 kilograms?\But I don't look any different!\It reads five kilograms...\The scale's not broken.\Th-This is impossible!\Th-This has to be the work of an enemy Stand user!\Otherwise, there's no way I'd lose 20 kilograms! response:	But who...
context: How did I lose 20 kilograms?\But I don't look any different!\It reads five kilograms...\The scale's not broken.\Th-This is impossible!\Th-This has to be the work of an enemy Stand user!\Otherwise, there's no way I'd lose 20 kilograms!\But who... response:	I need to talk to Josuke about this.
context: But I don't look any different!\It reads five kilograms...\The scale's not broken.\Th-This is impossible!\Th-This has to be the work of an enemy Stand user!\Otherwise, there's no way I'd lose 20 kilograms!\But who...\I need to talk to Josuke about this. response:	What's the matter, Ko?
context: It reads five kilograms...\The scale's not broken.\Th-This is impossible!\Th-This has to be the work of an enemy Stand user!\Otherwise, there's no way I'd lose 20 kilograms!\But who...\I need to talk to Josuke about this.\What's the matter, Ko? response:	Huh?
context: The scale's not broken.\Th-This is impossible!\Th-This has to be the work of an enemy Stand user!\Otherwise, there's no way I'd lose 20 kilograms!\But who...\I need to talk to Josuke about this.\What's the matter, Ko?\Huh? response:	Me? U-Uh...
context: Th-This is impossible!\Th-This has to be the work of an enemy Stand user!\Otherwise, there's no way I'd lose 20 kilograms!\But who...\I need to talk to Josuke about this.\What's the matter, Ko?\Huh?\Me? U-Uh... response:	Wait... What was it?
context: Th-This has to be the work of an enemy Stand user!\Otherwise, there's no way I'd lose 20 kilograms!\But who...\I need to talk to Josuke about this.\What's the matter, Ko?\Huh?\Me? U-Uh...\Wait... What was it? response:	What are you talking about? Weirdo.
context: Otherwise, there's no way I'd lose 20 kilograms!\But who...\I need to talk to Josuke about this.\What's the matter, Ko?\Huh?\Me? U-Uh...\Wait... What was it?\What are you talking about? Weirdo. response:	What's wrong?
context: But who...\I need to talk to Josuke about this.\What's the matter, Ko?\Huh?\Me? U-Uh...\Wait... What was it?\What are you talking about? Weirdo.\What's wrong? response:	Oh, nothing. My little brother's wandering around in his underwear.
context: I need to talk to Josuke about this.\What's the matter, Ko?\Huh?\Me? U-Uh...\Wait... What was it?\What are you talking about? Weirdo.\What's wrong?\Oh, nothing. My little brother's wandering around in his underwear. response:	What was it?
context: What's the matter, Ko?\Huh?\Me? U-Uh...\Wait... What was it?\What are you talking about? Weirdo.\What's wrong?\Oh, nothing. My little brother's wandering around in his underwear.\What was it? response:	I could have sworn I thought about something really important just now.
context: Huh?\Me? U-Uh...\Wait... What was it?\What are you talking about? Weirdo.\What's wrong?\Oh, nothing. My little brother's wandering around in his underwear.\What was it?\I could have sworn I thought about something really important just now. response:	Well, if I forgot about it, it can't be that important.
context: Me? U-Uh...\Wait... What was it?\What are you talking about? Weirdo.\What's wrong?\Oh, nothing. My little brother's wandering around in his underwear.\What was it?\I could have sworn I thought about something really important just now.\Well, if I forgot about it, it can't be that important. response:	Man, my shoes and bag sure feel heavy today.
context: Wait... What was it?\What are you talking about? Weirdo.\What's wrong?\Oh, nothing. My little brother's wandering around in his underwear.\What was it?\I could have sworn I thought about something really important just now.\Well, if I forgot about it, it can't be that important.\Man, my shoes and bag sure feel heavy today. response:	Huh?
context: What are you talking about? Weirdo.\What's wrong?\Oh, nothing. My little brother's wandering around in his underwear.\What was it?\I could have sworn I thought about something really important just now.\Well, if I forgot about it, it can't be that important.\Man, my shoes and bag sure feel heavy today.\Huh? response:	Th-This house...
context: What's wrong?\Oh, nothing. My little brother's wandering around in his underwear.\What was it?\I could have sworn I thought about something really important just now.\Well, if I forgot about it, it can't be that important.\Man, my shoes and bag sure feel heavy today.\Huh?\Th-This house... response:	Why?
context: Oh, nothing. My little brother's wandering around in his underwear.\What was it?\I could have sworn I thought about something really important just now.\Well, if I forgot about it, it can't be that important.\Man, my shoes and bag sure feel heavy today.\Huh?\Th-This house...\Why? response:	I somehow ended up walking to Rohan-sensei's house without realizing it.
context: What was it?\I could have sworn I thought about something really important just now.\Well, if I forgot about it, it can't be that important.\Man, my shoes and bag sure feel heavy today.\Huh?\Th-This house...\Why?\I somehow ended up walking to Rohan-sensei's house without realizing it. response:	The door's open...
context: I could have sworn I thought about something really important just now.\Well, if I forgot about it, it can't be that important.\Man, my shoes and bag sure feel heavy today.\Huh?\Th-This house...\Why?\I somehow ended up walking to Rohan-sensei's house without realizing it.\The door's open... response:	I'd like to stop by and thank him for yesterday,
context: Well, if I forgot about it, it can't be that important.\Man, my shoes and bag sure feel heavy today.\Huh?\Th-This house...\Why?\I somehow ended up walking to Rohan-sensei's house without realizing it.\The door's open...\I'd like to stop by and thank him for yesterday, response:	but then I'd be late for school. It's probably a bad idea.
context: Man, my shoes and bag sure feel heavy today.\Huh?\Th-This house...\Why?\I somehow ended up walking to Rohan-sensei's house without realizing it.\The door's open...\I'd like to stop by and thank him for yesterday,\but then I'd be late for school. It's probably a bad idea. response:	He might actually still be asleep since he's a manga artist.
context: Huh?\Th-This house...\Why?\I somehow ended up walking to Rohan-sensei's house without realizing it.\The door's open...\I'd like to stop by and thank him for yesterday,\but then I'd be late for school. It's probably a bad idea.\He might actually still be asleep since he's a manga artist. response:	I really shouldn't just barge into his house.
context: Th-This house...\Why?\I somehow ended up walking to Rohan-sensei's house without realizing it.\The door's open...\I'd like to stop by and thank him for yesterday,\but then I'd be late for school. It's probably a bad idea.\He might actually still be asleep since he's a manga artist.\I really shouldn't just barge into his house. response:	It's really not a good idea...
context: Why?\I somehow ended up walking to Rohan-sensei's house without realizing it.\The door's open...\I'd like to stop by and thank him for yesterday,\but then I'd be late for school. It's probably a bad idea.\He might actually still be asleep since he's a manga artist.\I really shouldn't just barge into his house.\It's really not a good idea... response:	Hey, did you see that, Okuyasu?
context: I somehow ended up walking to Rohan-sensei's house without realizing it.\The door's open...\I'd like to stop by and thank him for yesterday,\but then I'd be late for school. It's probably a bad idea.\He might actually still be asleep since he's a manga artist.\I really shouldn't just barge into his house.\It's really not a good idea...\Hey, did you see that, Okuyasu? response:	Yeah...
context: The door's open...\I'd like to stop by and thank him for yesterday,\but then I'd be late for school. It's probably a bad idea.\He might actually still be asleep since he's a manga artist.\I really shouldn't just barge into his house.\It's really not a good idea...\Hey, did you see that, Okuyasu?\Yeah... response:	We followed Koichi because he was heading in the
context: I'd like to stop by and thank him for yesterday,\but then I'd be late for school. It's probably a bad idea.\He might actually still be asleep since he's a manga artist.\I really shouldn't just barge into his house.\It's really not a good idea...\Hey, did you see that, Okuyasu?\Yeah...\We followed Koichi because he was heading in the response:	opposite direction of the school, but what the heck is he doing?
context: but then I'd be late for school. It's probably a bad idea.\He might actually still be asleep since he's a manga artist.\I really shouldn't just barge into his house.\It's really not a good idea...\Hey, did you see that, Okuyasu?\Yeah...\We followed Koichi because he was heading in the\opposite direction of the school, but what the heck is he doing? response:	Whose house is that?
context: He might actually still be asleep since he's a manga artist.\I really shouldn't just barge into his house.\It's really not a good idea...\Hey, did you see that, Okuyasu?\Yeah...\We followed Koichi because he was heading in the\opposite direction of the school, but what the heck is he doing?\Whose house is that? response:	I have my doubts, but it's not some chick, is it?
context: I really shouldn't just barge into his house.\It's really not a good idea...\Hey, did you see that, Okuyasu?\Yeah...\We followed Koichi because he was heading in the\opposite direction of the school, but what the heck is he doing?\Whose house is that?\I have my doubts, but it's not some chick, is it? response:	Rohan-sensei...
context: It's really not a good idea...\Hey, did you see that, Okuyasu?\Yeah...\We followed Koichi because he was heading in the\opposite direction of the school, but what the heck is he doing?\Whose house is that?\I have my doubts, but it's not some chick, is it?\Rohan-sensei... response:	He's working so frantically.
context: Hey, did you see that, Okuyasu?\Yeah...\We followed Koichi because he was heading in the\opposite direction of the school, but what the heck is he doing?\Whose house is that?\I have my doubts, but it's not some chick, is it?\Rohan-sensei...\He's working so frantically. response:	But I wonder what it is...
context: Yeah...\We followed Koichi because he was heading in the\opposite direction of the school, but what the heck is he doing?\Whose house is that?\I have my doubts, but it's not some chick, is it?\Rohan-sensei...\He's working so frantically.\But I wonder what it is... response:	I can't shake the feeling that being here is actually terrifying.
context: We followed Koichi because he was heading in the\opposite direction of the school, but what the heck is he doing?\Whose house is that?\I have my doubts, but it's not some chick, is it?\Rohan-sensei...\He's working so frantically.\But I wonder what it is...\I can't shake the feeling that being here is actually terrifying. response:	What is it?
context: opposite direction of the school, but what the heck is he doing?\Whose house is that?\I have my doubts, but it's not some chick, is it?\Rohan-sensei...\He's working so frantically.\But I wonder what it is...\I can't shake the feeling that being here is actually terrifying.\What is it? response:	I'm glad you came.
context: Whose house is that?\I have my doubts, but it's not some chick, is it?\Rohan-sensei...\He's working so frantically.\But I wonder what it is...\I can't shake the feeling that being here is actually terrifying.\What is it?\I'm glad you came. response:	I've been waiting for you. You're right on time.
context: I have my doubts, but it's not some chick, is it?\Rohan-sensei...\He's working so frantically.\But I wonder what it is...\I can't shake the feeling that being here is actually terrifying.\What is it?\I'm glad you came.\I've been waiting for you. You're right on time. response:	Episode 15 Let's Go to the Manga Artist's House, Part 2
context: Rohan-sensei...\He's working so frantically.\But I wonder what it is...\I can't shake the feeling that being here is actually terrifying.\What is it?\I'm glad you came.\I've been waiting for you. You're right on time.\Episode 15 Let's Go to the Manga Artist's House, Part 2 response:	Episode 15 Let's Go to the Manga Artist's House, Part 2
