context: Time has really flown. Has it already been three years? response:	Wataya Family Grave
context: The hazy early morning light comes not from...\He's built a lead in no time.\She was able to make her sense work in the first half,\but in the second half...\I'm moving my cards.\I'll bring them together and hit them all together.\Waves creep closer...\Feel sorrow wash over me... response:	I'm not giving up yet!
context: He's built a lead in no time.\She was able to make her sense work in the first half,\but in the second half...\I'm moving my cards.\I'll bring them together and hit them all together.\Waves creep closer...\Feel sorrow wash over me...\I'm not giving up yet! response:	I want to win!
context: She was able to make her sense work in the first half,\but in the second half...\I'm moving my cards.\I'll bring them together and hit them all together.\Waves creep closer...\Feel sorrow wash over me...\I'm not giving up yet!\I want to win! response:	He just needs one more card, but the cards have all been on his opponent's side!
context: but in the second half...\I'm moving my cards.\I'll bring them together and hit them all together.\Waves creep closer...\Feel sorrow wash over me...\I'm not giving up yet!\I want to win!\He just needs one more card, but the cards have all been on his opponent's side! response:	His luck is still horrible!
context: I'm moving my cards.\I'll bring them together and hit them all together.\Waves creep closer...\Feel sorrow wash over me...\I'm not giving up yet!\I want to win!\He just needs one more card, but the cards have all been on his opponent's side!\His luck is still horrible! response:	My life, I wish, A mountain village, May it, The sky is,
context: I'll bring them together and hit them all together.\Waves creep closer...\Feel sorrow wash over me...\I'm not giving up yet!\I want to win!\He just needs one more card, but the cards have all been on his opponent's side!\His luck is still horrible!\My life, I wish, A mountain village, May it, The sky is, response:	The tail, Though my, Gust, Impassioned was, I feel that,
context: Waves creep closer...\Feel sorrow wash over me...\I'm not giving up yet!\I want to win!\He just needs one more card, but the cards have all been on his opponent's side!\His luck is still horrible!\My life, I wish, A mountain village, May it, The sky is,\The tail, Though my, Gust, Impassioned was, I feel that, response:	Feel love, The autumn paddy, While it pains, Impassioned vows,
context: Feel sorrow wash over me...\I'm not giving up yet!\I want to win!\He just needs one more card, but the cards have all been on his opponent's side!\His luck is still horrible!\My life, I wish, A mountain village, May it, The sky is,\The tail, Though my, Gust, Impassioned was, I feel that,\Feel love, The autumn paddy, While it pains, Impassioned vows, response:	A mountain stream, Nobody, The sky may, So spring ends,
context: I'm not giving up yet!\I want to win!\He just needs one more card, but the cards have all been on his opponent's side!\His luck is still horrible!\My life, I wish, A mountain village, May it, The sky is,\The tail, Though my, Gust, Impassioned was, I feel that,\Feel love, The autumn paddy, While it pains, Impassioned vows,\A mountain stream, Nobody, The sky may, So spring ends, response:	While autumn, May the time we, Said bed,
context: I want to win!\He just needs one more card, but the cards have all been on his opponent's side!\His luck is still horrible!\My life, I wish, A mountain village, May it, The sky is,\The tail, Though my, Gust, Impassioned was, I feel that,\Feel love, The autumn paddy, While it pains, Impassioned vows,\A mountain stream, Nobody, The sky may, So spring ends,\While autumn, May the time we, Said bed, response:	The emotions, Swift, Since the, The sound of birds, As this, As the years,
context: He just needs one more card, but the cards have all been on his opponent's side!\His luck is still horrible!\My life, I wish, A mountain village, May it, The sky is,\The tail, Though my, Gust, Impassioned was, I feel that,\Feel love, The autumn paddy, While it pains, Impassioned vows,\A mountain stream, Nobody, The sky may, So spring ends,\While autumn, May the time we, Said bed,\The emotions, Swift, Since the, The sound of birds, As this, As the years, response:	May the time spent, The night, While it may, Rain, My only thought as I,
context: His luck is still horrible!\My life, I wish, A mountain village, May it, The sky is,\The tail, Though my, Gust, Impassioned was, I feel that,\Feel love, The autumn paddy, While it pains, Impassioned vows,\A mountain stream, Nobody, The sky may, So spring ends,\While autumn, May the time we, Said bed,\The emotions, Swift, Since the, The sound of birds, As this, As the years,\May the time spent, The night, While it may, Rain, My only thought as I, response:	After many, Would the, As my, The storm will...
context: My life, I wish, A mountain village, May it, The sky is,\The tail, Though my, Gust, Impassioned was, I feel that,\Feel love, The autumn paddy, While it pains, Impassioned vows,\A mountain stream, Nobody, The sky may, So spring ends,\While autumn, May the time we, Said bed,\The emotions, Swift, Since the, The sound of birds, As this, As the years,\May the time spent, The night, While it may, Rain, My only thought as I,\After many, Would the, As my, The storm will... response:	though autumn is not mine alone
context: The tail, Though my, Gust, Impassioned was, I feel that,\Feel love, The autumn paddy, While it pains, Impassioned vows,\A mountain stream, Nobody, The sky may, So spring ends,\While autumn, May the time we, Said bed,\The emotions, Swift, Since the, The sound of birds, As this, As the years,\May the time spent, The night, While it may, Rain, My only thought as I,\After many, Would the, As my, The storm will...\though autumn is not mine alone response:	No matter, When winds blow, None are, I feel as,
context: Feel love, The autumn paddy, While it pains, Impassioned vows,\A mountain stream, Nobody, The sky may, So spring ends,\While autumn, May the time we, Said bed,\The emotions, Swift, Since the, The sound of birds, As this, As the years,\May the time spent, The night, While it may, Rain, My only thought as I,\After many, Would the, As my, The storm will...\though autumn is not mine alone\No matter, When winds blow, None are, I feel as, response:	Look, The hazy early morning light, Waves, Feel sorrow...
context: A mountain stream, Nobody, The sky may, So spring ends,\While autumn, May the time we, Said bed,\The emotions, Swift, Since the, The sound of birds, As this, As the years,\May the time spent, The night, While it may, Rain, My only thought as I,\After many, Would the, As my, The storm will...\though autumn is not mine alone\No matter, When winds blow, None are, I feel as,\Look, The hazy early morning light, Waves, Feel sorrow... response:	The...
context: While autumn, May the time we, Said bed,\The emotions, Swift, Since the, The sound of birds, As this, As the years,\May the time spent, The night, While it may, Rain, My only thought as I,\After many, Would the, As my, The storm will...\though autumn is not mine alone\No matter, When winds blow, None are, I feel as,\Look, The hazy early morning light, Waves, Feel sorrow...\The... response:	Thank you very much.
context: The emotions, Swift, Since the, The sound of birds, As this, As the years,\May the time spent, The night, While it may, Rain, My only thought as I,\After many, Would the, As my, The storm will...\though autumn is not mine alone\No matter, When winds blow, None are, I feel as,\Look, The hazy early morning light, Waves, Feel sorrow...\The...\Thank you very much. response:	Thank you very much...
context: May the time spent, The night, While it may, Rain, My only thought as I,\After many, Would the, As my, The storm will...\though autumn is not mine alone\No matter, When winds blow, None are, I feel as,\Look, The hazy early morning light, Waves, Feel sorrow...\The...\Thank you very much.\Thank you very much... response:	Did everyone win?
context: After many, Would the, As my, The storm will...\though autumn is not mine alone\No matter, When winds blow, None are, I feel as,\Look, The hazy early morning light, Waves, Feel sorrow...\The...\Thank you very much.\Thank you very much...\Did everyone win? response:	What's the score?
context: though autumn is not mine alone\No matter, When winds blow, None are, I feel as,\Look, The hazy early morning light, Waves, Feel sorrow...\The...\Thank you very much.\Thank you very much...\Did everyone win?\What's the score? response:	Man...
context: No matter, When winds blow, None are, I feel as,\Look, The hazy early morning light, Waves, Feel sorrow...\The...\Thank you very much.\Thank you very much...\Did everyone win?\What's the score?\Man... response:	I'm a failure as the president if I don't know that.
context: Look, The hazy early morning light, Waves, Feel sorrow...\The...\Thank you very much.\Thank you very much...\Did everyone win?\What's the score?\Man...\I'm a failure as the president if I don't know that. response:	Thank you very much.
context: The...\Thank you very much.\Thank you very much...\Did everyone win?\What's the score?\Man...\I'm a failure as the president if I don't know that.\Thank you very much. response:	Hey, Sasa.
context: Thank you very much.\Thank you very much...\Did everyone win?\What's the score?\Man...\I'm a failure as the president if I don't know that.\Thank you very much.\Hey, Sasa. response:	I-I'm sorry, Coach!
context: Thank you very much...\Did everyone win?\What's the score?\Man...\I'm a failure as the president if I don't know that.\Thank you very much.\Hey, Sasa.\I-I'm sorry, Coach! response:	My dedication wasn't strong enough!
context: Did everyone win?\What's the score?\Man...\I'm a failure as the president if I don't know that.\Thank you very much.\Hey, Sasa.\I-I'm sorry, Coach!\My dedication wasn't strong enough! response:	Eyebrows, how many cards were left?
context: What's the score?\Man...\I'm a failure as the president if I don't know that.\Thank you very much.\Hey, Sasa.\I-I'm sorry, Coach!\My dedication wasn't strong enough!\Eyebrows, how many cards were left? response:	95 cards were read,
context: Man...\I'm a failure as the president if I don't know that.\Thank you very much.\Hey, Sasa.\I-I'm sorry, Coach!\My dedication wasn't strong enough!\Eyebrows, how many cards were left?\95 cards were read, response:	so there were only 5 cards left.
context: I'm a failure as the president if I don't know that.\Thank you very much.\Hey, Sasa.\I-I'm sorry, Coach!\My dedication wasn't strong enough!\Eyebrows, how many cards were left?\95 cards were read,\so there were only 5 cards left. response:	None of them were empty cards.
context: Thank you very much.\Hey, Sasa.\I-I'm sorry, Coach!\My dedication wasn't strong enough!\Eyebrows, how many cards were left?\95 cards were read,\so there were only 5 cards left.\None of them were empty cards. response:	What?! He knew that?!
context: Hey, Sasa.\I-I'm sorry, Coach!\My dedication wasn't strong enough!\Eyebrows, how many cards were left?\95 cards were read,\so there were only 5 cards left.\None of them were empty cards.\What?! He knew that?! response:	What?! He knew that?!
context: I-I'm sorry, Coach!\My dedication wasn't strong enough!\Eyebrows, how many cards were left?\95 cards were read,\so there were only 5 cards left.\None of them were empty cards.\What?! He knew that?!\What?! He knew that?! response:	The last card had become a first-syllable card,
context: My dedication wasn't strong enough!\Eyebrows, how many cards were left?\95 cards were read,\so there were only 5 cards left.\None of them were empty cards.\What?! He knew that?!\What?! He knew that?!\The last card had become a first-syllable card, response:	but you didn't move fast enough,
context: Eyebrows, how many cards were left?\95 cards were read,\so there were only 5 cards left.\None of them were empty cards.\What?! He knew that?!\What?! He knew that?!\The last card had become a first-syllable card,\but you didn't move fast enough, response:	because you thought there might be other The cards left.
context: 95 cards were read,\so there were only 5 cards left.\None of them were empty cards.\What?! He knew that?!\What?! He knew that?!\The last card had become a first-syllable card,\but you didn't move fast enough,\because you thought there might be other The cards left. response:	You lost your lead in the second half because your opponent
context: so there were only 5 cards left.\None of them were empty cards.\What?! He knew that?!\What?! He knew that?!\The last card had become a first-syllable card,\but you didn't move fast enough,\because you thought there might be other The cards left.\You lost your lead in the second half because your opponent response:	was more aware of how many cards were left.
context: None of them were empty cards.\What?! He knew that?!\What?! He knew that?!\The last card had become a first-syllable card,\but you didn't move fast enough,\because you thought there might be other The cards left.\You lost your lead in the second half because your opponent\was more aware of how many cards were left. response:	Isn't it creepy when someone can memorize cards like that?
context: What?! He knew that?!\What?! He knew that?!\The last card had become a first-syllable card,\but you didn't move fast enough,\because you thought there might be other The cards left.\You lost your lead in the second half because your opponent\was more aware of how many cards were left.\Isn't it creepy when someone can memorize cards like that? response:	He practices like crazy every day,
context: What?! He knew that?!\The last card had become a first-syllable card,\but you didn't move fast enough,\because you thought there might be other The cards left.\You lost your lead in the second half because your opponent\was more aware of how many cards were left.\Isn't it creepy when someone can memorize cards like that?\He practices like crazy every day, response:	but I'm inspired by the effort he puts in.
context: The last card had become a first-syllable card,\but you didn't move fast enough,\because you thought there might be other The cards left.\You lost your lead in the second half because your opponent\was more aware of how many cards were left.\Isn't it creepy when someone can memorize cards like that?\He practices like crazy every day,\but I'm inspired by the effort he puts in. response:	Thank you very much, everyone.
context: but you didn't move fast enough,\because you thought there might be other The cards left.\You lost your lead in the second half because your opponent\was more aware of how many cards were left.\Isn't it creepy when someone can memorize cards like that?\He practices like crazy every day,\but I'm inspired by the effort he puts in.\Thank you very much, everyone. response:	I'll wash these towels before returning them.
context: because you thought there might be other The cards left.\You lost your lead in the second half because your opponent\was more aware of how many cards were left.\Isn't it creepy when someone can memorize cards like that?\He practices like crazy every day,\but I'm inspired by the effort he puts in.\Thank you very much, everyone.\I'll wash these towels before returning them. response:	It's okay, Taichi-kun!
context: You lost your lead in the second half because your opponent\was more aware of how many cards were left.\Isn't it creepy when someone can memorize cards like that?\He practices like crazy every day,\but I'm inspired by the effort he puts in.\Thank you very much, everyone.\I'll wash these towels before returning them.\It's okay, Taichi-kun! response:	It's because the air conditioning wasn't working!
context: was more aware of how many cards were left.\Isn't it creepy when someone can memorize cards like that?\He practices like crazy every day,\but I'm inspired by the effort he puts in.\Thank you very much, everyone.\I'll wash these towels before returning them.\It's okay, Taichi-kun!\It's because the air conditioning wasn't working! response:	You can have all the towels you need.
context: Isn't it creepy when someone can memorize cards like that?\He practices like crazy every day,\but I'm inspired by the effort he puts in.\Thank you very much, everyone.\I'll wash these towels before returning them.\It's okay, Taichi-kun!\It's because the air conditioning wasn't working!\You can have all the towels you need. response:	Good luck in your next match.
context: He practices like crazy every day,\but I'm inspired by the effort he puts in.\Thank you very much, everyone.\I'll wash these towels before returning them.\It's okay, Taichi-kun!\It's because the air conditioning wasn't working!\You can have all the towels you need.\Good luck in your next match. response:	Does it really matter if he's good at karuta when he's so popular?
context: but I'm inspired by the effort he puts in.\Thank you very much, everyone.\I'll wash these towels before returning them.\It's okay, Taichi-kun!\It's because the air conditioning wasn't working!\You can have all the towels you need.\Good luck in your next match.\Does it really matter if he's good at karuta when he's so popular? response:	Thank you too, Hanano-san.
context: Thank you very much, everyone.\I'll wash these towels before returning them.\It's okay, Taichi-kun!\It's because the air conditioning wasn't working!\You can have all the towels you need.\Good luck in your next match.\Does it really matter if he's good at karuta when he's so popular?\Thank you too, Hanano-san. response:	Oh, it was nothing.
context: I'll wash these towels before returning them.\It's okay, Taichi-kun!\It's because the air conditioning wasn't working!\You can have all the towels you need.\Good luck in your next match.\Does it really matter if he's good at karuta when he's so popular?\Thank you too, Hanano-san.\Oh, it was nothing. response:	I have to be on my guard!
context: It's okay, Taichi-kun!\It's because the air conditioning wasn't working!\You can have all the towels you need.\Good luck in your next match.\Does it really matter if he's good at karuta when he's so popular?\Thank you too, Hanano-san.\Oh, it was nothing.\I have to be on my guard! response:	Ayase-senpai is watching Mashima-senpai!
context: It's because the air conditioning wasn't working!\You can have all the towels you need.\Good luck in your next match.\Does it really matter if he's good at karuta when he's so popular?\Thank you too, Hanano-san.\Oh, it was nothing.\I have to be on my guard!\Ayase-senpai is watching Mashima-senpai! response:	Though, I can't be entirely sure.
context: You can have all the towels you need.\Good luck in your next match.\Does it really matter if he's good at karuta when he's so popular?\Thank you too, Hanano-san.\Oh, it was nothing.\I have to be on my guard!\Ayase-senpai is watching Mashima-senpai!\Though, I can't be entirely sure. response:	Mizusawa High Homei High Hokuo Academy Shoyo High
context: Good luck in your next match.\Does it really matter if he's good at karuta when he's so popular?\Thank you too, Hanano-san.\Oh, it was nothing.\I have to be on my guard!\Ayase-senpai is watching Mashima-senpai!\Though, I can't be entirely sure.\Mizusawa High Homei High Hokuo Academy Shoyo High response:	Our next match is against the strongest school in Tokyo, Hokuo.
context: Does it really matter if he's good at karuta when he's so popular?\Thank you too, Hanano-san.\Oh, it was nothing.\I have to be on my guard!\Ayase-senpai is watching Mashima-senpai!\Though, I can't be entirely sure.\Mizusawa High Homei High Hokuo Academy Shoyo High\Our next match is against the strongest school in Tokyo, Hokuo. response:	They'll give us their best shot!
context: Thank you too, Hanano-san.\Oh, it was nothing.\I have to be on my guard!\Ayase-senpai is watching Mashima-senpai!\Though, I can't be entirely sure.\Mizusawa High Homei High Hokuo Academy Shoyo High\Our next match is against the strongest school in Tokyo, Hokuo.\They'll give us their best shot! response:	We have to play to win!
