context: A perfect serve receive... response:	Could he be...
context: I wonder if things would go smoother\for Sugawara-san and Nishinoya-san if Asahi-san came back.\Who knows?\I heard Asahi-san takes all the blame upon himself,\but don't you think Sugawara-san is like that, too?\I guess they both have a sense of responsibility,\even though you don't win a game by yourself.\Y-You should talk! response:	I clearly remember your words...
context: for Sugawara-san and Nishinoya-san if Asahi-san came back.\Who knows?\I heard Asahi-san takes all the blame upon himself,\but don't you think Sugawara-san is like that, too?\I guess they both have a sense of responsibility,\even though you don't win a game by yourself.\Y-You should talk!\I clearly remember your words... response:	I wish I could receive, toss, and spike, all by myself.
context: Who knows?\I heard Asahi-san takes all the blame upon himself,\but don't you think Sugawara-san is like that, too?\I guess they both have a sense of responsibility,\even though you don't win a game by yourself.\Y-You should talk!\I clearly remember your words...\I wish I could receive, toss, and spike, all by myself. response:	Shut up!
context: I heard Asahi-san takes all the blame upon himself,\but don't you think Sugawara-san is like that, too?\I guess they both have a sense of responsibility,\even though you don't win a game by yourself.\Y-You should talk!\I clearly remember your words...\I wish I could receive, toss, and spike, all by myself.\Shut up! response:	I wish I could...
context: but don't you think Sugawara-san is like that, too?\I guess they both have a sense of responsibility,\even though you don't win a game by yourself.\Y-You should talk!\I clearly remember your words...\I wish I could receive, toss, and spike, all by myself.\Shut up!\I wish I could... response:	Everyone on our side of the net should be an ally.
context: I guess they both have a sense of responsibility,\even though you don't win a game by yourself.\Y-You should talk!\I clearly remember your words...\I wish I could receive, toss, and spike, all by myself.\Shut up!\I wish I could...\Everyone on our side of the net should be an ally. response:	Huh?
context: even though you don't win a game by yourself.\Y-You should talk!\I clearly remember your words...\I wish I could receive, toss, and spike, all by myself.\Shut up!\I wish I could...\Everyone on our side of the net should be an ally.\Huh? response:	I don't like it when we don't get along.
context: Y-You should talk!\I clearly remember your words...\I wish I could receive, toss, and spike, all by myself.\Shut up!\I wish I could...\Everyone on our side of the net should be an ally.\Huh?\I don't like it when we don't get along. response:	I appreciate the sentiment, but...
context: I clearly remember your words...\I wish I could receive, toss, and spike, all by myself.\Shut up!\I wish I could...\Everyone on our side of the net should be an ally.\Huh?\I don't like it when we don't get along.\I appreciate the sentiment, but... response:	Why are you so interested in me? We haven't even practiced together.
context: I wish I could receive, toss, and spike, all by myself.\Shut up!\I wish I could...\Everyone on our side of the net should be an ally.\Huh?\I don't like it when we don't get along.\I appreciate the sentiment, but...\Why are you so interested in me? We haven't even practiced together. response:	Because if you don't come back,
context: Shut up!\I wish I could...\Everyone on our side of the net should be an ally.\Huh?\I don't like it when we don't get along.\I appreciate the sentiment, but...\Why are you so interested in me? We haven't even practiced together.\Because if you don't come back, response:	the second and third-years will stay disheartened.
context: I wish I could...\Everyone on our side of the net should be an ally.\Huh?\I don't like it when we don't get along.\I appreciate the sentiment, but...\Why are you so interested in me? We haven't even practiced together.\Because if you don't come back,\the second and third-years will stay disheartened. response:	You're being way too loud.
context: Everyone on our side of the net should be an ally.\Huh?\I don't like it when we don't get along.\I appreciate the sentiment, but...\Why are you so interested in me? We haven't even practiced together.\Because if you don't come back,\the second and third-years will stay disheartened.\You're being way too loud. response:	You guys are interesting.
context: Huh?\I don't like it when we don't get along.\I appreciate the sentiment, but...\Why are you so interested in me? We haven't even practiced together.\Because if you don't come back,\the second and third-years will stay disheartened.\You're being way too loud.\You guys are interesting. response:	But, I'm sorry to say...
context: I don't like it when we don't get along.\I appreciate the sentiment, but...\Why are you so interested in me? We haven't even practiced together.\Because if you don't come back,\the second and third-years will stay disheartened.\You're being way too loud.\You guys are interesting.\But, I'm sorry to say... response:	I can no longer visualize spiking past high blocks in front of me.
context: I appreciate the sentiment, but...\Why are you so interested in me? We haven't even practiced together.\Because if you don't come back,\the second and third-years will stay disheartened.\You're being way too loud.\You guys are interesting.\But, I'm sorry to say...\I can no longer visualize spiking past high blocks in front of me. response:	I can't get the thoughts of getting shut out,
context: Why are you so interested in me? We haven't even practiced together.\Because if you don't come back,\the second and third-years will stay disheartened.\You're being way too loud.\You guys are interesting.\But, I'm sorry to say...\I can no longer visualize spiking past high blocks in front of me.\I can't get the thoughts of getting shut out, response:	of seeing myself intimidated, and self-destructing out of my head...
context: Because if you don't come back,\the second and third-years will stay disheartened.\You're being way too loud.\You guys are interesting.\But, I'm sorry to say...\I can no longer visualize spiking past high blocks in front of me.\I can't get the thoughts of getting shut out,\of seeing myself intimidated, and self-destructing out of my head... response:	You might think what I'm about to say is cocky for a first-year shrimp.
context: the second and third-years will stay disheartened.\You're being way too loud.\You guys are interesting.\But, I'm sorry to say...\I can no longer visualize spiking past high blocks in front of me.\I can't get the thoughts of getting shut out,\of seeing myself intimidated, and self-destructing out of my head...\You might think what I'm about to say is cocky for a first-year shrimp. response:	I won't think that. What is it?
context: You're being way too loud.\You guys are interesting.\But, I'm sorry to say...\I can no longer visualize spiking past high blocks in front of me.\I can't get the thoughts of getting shut out,\of seeing myself intimidated, and self-destructing out of my head...\You might think what I'm about to say is cocky for a first-year shrimp.\I won't think that. What is it? response:	I understand how you feel.
context: You guys are interesting.\But, I'm sorry to say...\I can no longer visualize spiking past high blocks in front of me.\I can't get the thoughts of getting shut out,\of seeing myself intimidated, and self-destructing out of my head...\You might think what I'm about to say is cocky for a first-year shrimp.\I won't think that. What is it?\I understand how you feel. response:	I'm short and have no skills, so I constantly get blocked.
context: But, I'm sorry to say...\I can no longer visualize spiking past high blocks in front of me.\I can't get the thoughts of getting shut out,\of seeing myself intimidated, and self-destructing out of my head...\You might think what I'm about to say is cocky for a first-year shrimp.\I won't think that. What is it?\I understand how you feel.\I'm short and have no skills, so I constantly get blocked. response:	But now...
context: I can no longer visualize spiking past high blocks in front of me.\I can't get the thoughts of getting shut out,\of seeing myself intimidated, and self-destructing out of my head...\You might think what I'm about to say is cocky for a first-year shrimp.\I won't think that. What is it?\I understand how you feel.\I'm short and have no skills, so I constantly get blocked.\But now... response:	I have this guy tossing to me,
context: I can't get the thoughts of getting shut out,\of seeing myself intimidated, and self-destructing out of my head...\You might think what I'm about to say is cocky for a first-year shrimp.\I won't think that. What is it?\I understand how you feel.\I'm short and have no skills, so I constantly get blocked.\But now...\I have this guy tossing to me, response:	so I can get past any blocker.
context: of seeing myself intimidated, and self-destructing out of my head...\You might think what I'm about to say is cocky for a first-year shrimp.\I won't think that. What is it?\I understand how you feel.\I'm short and have no skills, so I constantly get blocked.\But now...\I have this guy tossing to me,\so I can get past any blocker. response:	All the blockers vanish from sight...
context: You might think what I'm about to say is cocky for a first-year shrimp.\I won't think that. What is it?\I understand how you feel.\I'm short and have no skills, so I constantly get blocked.\But now...\I have this guy tossing to me,\so I can get past any blocker.\All the blockers vanish from sight... response:	And the view of the other side of the net opens up.
context: I won't think that. What is it?\I understand how you feel.\I'm short and have no skills, so I constantly get blocked.\But now...\I have this guy tossing to me,\so I can get past any blocker.\All the blockers vanish from sight...\And the view of the other side of the net opens up. response:	Ah... I sort of know what that view is like.
context: I understand how you feel.\I'm short and have no skills, so I constantly get blocked.\But now...\I have this guy tossing to me,\so I can get past any blocker.\All the blockers vanish from sight...\And the view of the other side of the net opens up.\Ah... I sort of know what that view is like. response:	Then, at the highest point, the ball hits my hand,
context: I'm short and have no skills, so I constantly get blocked.\But now...\I have this guy tossing to me,\so I can get past any blocker.\All the blockers vanish from sight...\And the view of the other side of the net opens up.\Ah... I sort of know what that view is like.\Then, at the highest point, the ball hits my hand, response:	I feel the heft of the ball snug in my palm.
context: But now...\I have this guy tossing to me,\so I can get past any blocker.\All the blockers vanish from sight...\And the view of the other side of the net opens up.\Ah... I sort of know what that view is like.\Then, at the highest point, the ball hits my hand,\I feel the heft of the ball snug in my palm. response:	I love that.
context: I have this guy tossing to me,\so I can get past any blocker.\All the blockers vanish from sight...\And the view of the other side of the net opens up.\Ah... I sort of know what that view is like.\Then, at the highest point, the ball hits my hand,\I feel the heft of the ball snug in my palm.\I love that. response:	I know that feeling well.
context: so I can get past any blocker.\All the blockers vanish from sight...\And the view of the other side of the net opens up.\Ah... I sort of know what that view is like.\Then, at the highest point, the ball hits my hand,\I feel the heft of the ball snug in my palm.\I love that.\I know that feeling well. response:	I envy you, Asahi-san.
context: All the blockers vanish from sight...\And the view of the other side of the net opens up.\Ah... I sort of know what that view is like.\Then, at the highest point, the ball hits my hand,\I feel the heft of the ball snug in my palm.\I love that.\I know that feeling well.\I envy you, Asahi-san. response:	I don't have the height or power to spike through blockers on my own,
context: And the view of the other side of the net opens up.\Ah... I sort of know what that view is like.\Then, at the highest point, the ball hits my hand,\I feel the heft of the ball snug in my palm.\I love that.\I know that feeling well.\I envy you, Asahi-san.\I don't have the height or power to spike through blockers on my own, response:	but you do, Asahi-san.
context: Ah... I sort of know what that view is like.\Then, at the highest point, the ball hits my hand,\I feel the heft of the ball snug in my palm.\I love that.\I know that feeling well.\I envy you, Asahi-san.\I don't have the height or power to spike through blockers on my own,\but you do, Asahi-san. response:	Maybe they've blocked lots of your spikes,
context: Then, at the highest point, the ball hits my hand,\I feel the heft of the ball snug in my palm.\I love that.\I know that feeling well.\I envy you, Asahi-san.\I don't have the height or power to spike through blockers on my own,\but you do, Asahi-san.\Maybe they've blocked lots of your spikes, response:	but you've spiked lots of points, too, haven't you?
context: I feel the heft of the ball snug in my palm.\I love that.\I know that feeling well.\I envy you, Asahi-san.\I don't have the height or power to spike through blockers on my own,\but you do, Asahi-san.\Maybe they've blocked lots of your spikes,\but you've spiked lots of points, too, haven't you? response:	That's why everyone calls you the ace, Asahi-san.
context: I love that.\I know that feeling well.\I envy you, Asahi-san.\I don't have the height or power to spike through blockers on my own,\but you do, Asahi-san.\Maybe they've blocked lots of your spikes,\but you've spiked lots of points, too, haven't you?\That's why everyone calls you the ace, Asahi-san. response:	It's time. Let's go.
context: I know that feeling well.\I envy you, Asahi-san.\I don't have the height or power to spike through blockers on my own,\but you do, Asahi-san.\Maybe they've blocked lots of your spikes,\but you've spiked lots of points, too, haven't you?\That's why everyone calls you the ace, Asahi-san.\It's time. Let's go. response:	Moron, we'll be late for class.
context: I envy you, Asahi-san.\I don't have the height or power to spike through blockers on my own,\but you do, Asahi-san.\Maybe they've blocked lots of your spikes,\but you've spiked lots of points, too, haven't you?\That's why everyone calls you the ace, Asahi-san.\It's time. Let's go.\Moron, we'll be late for class. response:	Um...
context: I don't have the height or power to spike through blockers on my own,\but you do, Asahi-san.\Maybe they've blocked lots of your spikes,\but you've spiked lots of points, too, haven't you?\That's why everyone calls you the ace, Asahi-san.\It's time. Let's go.\Moron, we'll be late for class.\Um... response:	You don't win alone. That's just how it is.
context: but you do, Asahi-san.\Maybe they've blocked lots of your spikes,\but you've spiked lots of points, too, haven't you?\That's why everyone calls you the ace, Asahi-san.\It's time. Let's go.\Moron, we'll be late for class.\Um...\You don't win alone. That's just how it is. response:	That's why there are six players on the court.
context: Maybe they've blocked lots of your spikes,\but you've spiked lots of points, too, haven't you?\That's why everyone calls you the ace, Asahi-san.\It's time. Let's go.\Moron, we'll be late for class.\Um...\You don't win alone. That's just how it is.\That's why there are six players on the court. response:	I didn't realize that til just recently,
context: but you've spiked lots of points, too, haven't you?\That's why everyone calls you the ace, Asahi-san.\It's time. Let's go.\Moron, we'll be late for class.\Um...\You don't win alone. That's just how it is.\That's why there are six players on the court.\I didn't realize that til just recently, response:	so I'm not one to talk.
context: That's why everyone calls you the ace, Asahi-san.\It's time. Let's go.\Moron, we'll be late for class.\Um...\You don't win alone. That's just how it is.\That's why there are six players on the court.\I didn't realize that til just recently,\so I'm not one to talk. response:	Excuse me.
context: It's time. Let's go.\Moron, we'll be late for class.\Um...\You don't win alone. That's just how it is.\That's why there are six players on the court.\I didn't realize that til just recently,\so I'm not one to talk.\Excuse me. response:	Let's go home together.
context: Moron, we'll be late for class.\Um...\You don't win alone. That's just how it is.\That's why there are six players on the court.\I didn't realize that til just recently,\so I'm not one to talk.\Excuse me.\Let's go home together. response:	Want to grab a bite somewhere?
context: Um...\You don't win alone. That's just how it is.\That's why there are six players on the court.\I didn't realize that til just recently,\so I'm not one to talk.\Excuse me.\Let's go home together.\Want to grab a bite somewhere? response:	One more! Bring another!
context: You don't win alone. That's just how it is.\That's why there are six players on the court.\I didn't realize that til just recently,\so I'm not one to talk.\Excuse me.\Let's go home together.\Want to grab a bite somewhere?\One more! Bring another! response:	Shut up! I know that. Here goes.
context: That's why there are six players on the court.\I didn't realize that til just recently,\so I'm not one to talk.\Excuse me.\Let's go home together.\Want to grab a bite somewhere?\One more! Bring another!\Shut up! I know that. Here goes. response:	Yeah.
context: I didn't realize that til just recently,\so I'm not one to talk.\Excuse me.\Let's go home together.\Want to grab a bite somewhere?\One more! Bring another!\Shut up! I know that. Here goes.\Yeah. response:	And then at the highest point, the ball hits my hand,
context: so I'm not one to talk.\Excuse me.\Let's go home together.\Want to grab a bite somewhere?\One more! Bring another!\Shut up! I know that. Here goes.\Yeah.\And then at the highest point, the ball hits my hand, response:	I feel the heft of the ball, snug in my palm
context: Excuse me.\Let's go home together.\Want to grab a bite somewhere?\One more! Bring another!\Shut up! I know that. Here goes.\Yeah.\And then at the highest point, the ball hits my hand,\I feel the heft of the ball, snug in my palm response:	I love that.
context: Let's go home together.\Want to grab a bite somewhere?\One more! Bring another!\Shut up! I know that. Here goes.\Yeah.\And then at the highest point, the ball hits my hand,\I feel the heft of the ball, snug in my palm\I love that. response:	I know...
context: Want to grab a bite somewhere?\One more! Bring another!\Shut up! I know that. Here goes.\Yeah.\And then at the highest point, the ball hits my hand,\I feel the heft of the ball, snug in my palm\I love that.\I know... response:	I know it well.
context: One more! Bring another!\Shut up! I know that. Here goes.\Yeah.\And then at the highest point, the ball hits my hand,\I feel the heft of the ball, snug in my palm\I love that.\I know...\I know it well. response:	Next Episode Preview
context: Shut up! I know that. Here goes.\Yeah.\And then at the highest point, the ball hits my hand,\I feel the heft of the ball, snug in my palm\I love that.\I know...\I know it well.\Next Episode Preview response:	I wish Azumane-san would come back.
context: Yeah.\And then at the highest point, the ball hits my hand,\I feel the heft of the ball, snug in my palm\I love that.\I know...\I know it well.\Next Episode Preview\I wish Azumane-san would come back. response:	He had a stubbly beard.
context: And then at the highest point, the ball hits my hand,\I feel the heft of the ball, snug in my palm\I love that.\I know...\I know it well.\Next Episode Preview\I wish Azumane-san would come back.\He had a stubbly beard. response:	Huh?
context: I feel the heft of the ball, snug in my palm\I love that.\I know...\I know it well.\Next Episode Preview\I wish Azumane-san would come back.\He had a stubbly beard.\Huh? response:	Maybe I'd be like an ace if I grew a stubbly beard.
context: I love that.\I know...\I know it well.\Next Episode Preview\I wish Azumane-san would come back.\He had a stubbly beard.\Huh?\Maybe I'd be like an ace if I grew a stubbly beard. response:	Will a hair-growth lotion help me grow a beard?
context: I know...\I know it well.\Next Episode Preview\I wish Azumane-san would come back.\He had a stubbly beard.\Huh?\Maybe I'd be like an ace if I grew a stubbly beard.\Will a hair-growth lotion help me grow a beard? response:	Who knows, you numbskull?!
context: I know it well.\Next Episode Preview\I wish Azumane-san would come back.\He had a stubbly beard.\Huh?\Maybe I'd be like an ace if I grew a stubbly beard.\Will a hair-growth lotion help me grow a beard?\Who knows, you numbskull?! response:	Episode 9: A Toss to the Ace
context: Next Episode Preview\I wish Azumane-san would come back.\He had a stubbly beard.\Huh?\Maybe I'd be like an ace if I grew a stubbly beard.\Will a hair-growth lotion help me grow a beard?\Who knows, you numbskull?!\Episode 9: A Toss to the Ace response:	Next time on Haikyu!! A Toss to the Ace
