context: You've noticed, have you?! response:	Butts?!
context: I'll be fine!\Everyone, that was...\Racer?!\Mira...\Ichiya! Go after Mira!\Men! Don't be ridiculous!\Leave him to my sister!\What?! response:	But...
context: Everyone, that was...\Racer?!\Mira...\Ichiya! Go after Mira!\Men! Don't be ridiculous!\Leave him to my sister!\What?!\But... response:	Never mind, just hurry!
context: Racer?!\Mira...\Ichiya! Go after Mira!\Men! Don't be ridiculous!\Leave him to my sister!\What?!\But...\Never mind, just hurry! response:	Please...
context: Mira...\Ichiya! Go after Mira!\Men! Don't be ridiculous!\Leave him to my sister!\What?!\But...\Never mind, just hurry!\Please... response:	Alright! First, repairs!
context: Ichiya! Go after Mira!\Men! Don't be ridiculous!\Leave him to my sister!\What?!\But...\Never mind, just hurry!\Please...\Alright! First, repairs! response:	Everybody, pitch in!
context: Men! Don't be ridiculous!\Leave him to my sister!\What?!\But...\Never mind, just hurry!\Please...\Alright! First, repairs!\Everybody, pitch in! response:	Sure!
context: Leave him to my sister!\What?!\But...\Never mind, just hurry!\Please...\Alright! First, repairs!\Everybody, pitch in!\Sure! response:	I'm counting on you, Mira.
context: What?!\But...\Never mind, just hurry!\Please...\Alright! First, repairs!\Everybody, pitch in!\Sure!\I'm counting on you, Mira. response:	You're not going back there!
context: But...\Never mind, just hurry!\Please...\Alright! First, repairs!\Everybody, pitch in!\Sure!\I'm counting on you, Mira.\You're not going back there! response:	Don't interfere.
context: Never mind, just hurry!\Please...\Alright! First, repairs!\Everybody, pitch in!\Sure!\I'm counting on you, Mira.\You're not going back there!\Don't interfere. response:	I told you... You're not getting on that ship!
context: Please...\Alright! First, repairs!\Everybody, pitch in!\Sure!\I'm counting on you, Mira.\You're not going back there!\Don't interfere.\I told you... You're not getting on that ship! response:	Brats... Survive and come home.
context: Alright! First, repairs!\Everybody, pitch in!\Sure!\I'm counting on you, Mira.\You're not going back there!\Don't interfere.\I told you... You're not getting on that ship!\Brats... Survive and come home. response:	Hey! Kinana's not here.
context: Everybody, pitch in!\Sure!\I'm counting on you, Mira.\You're not going back there!\Don't interfere.\I told you... You're not getting on that ship!\Brats... Survive and come home.\Hey! Kinana's not here. response:	Say what?!
context: Sure!\I'm counting on you, Mira.\You're not going back there!\Don't interfere.\I told you... You're not getting on that ship!\Brats... Survive and come home.\Hey! Kinana's not here.\Say what?! response:	What's wrong?
context: I'm counting on you, Mira.\You're not going back there!\Don't interfere.\I told you... You're not getting on that ship!\Brats... Survive and come home.\Hey! Kinana's not here.\Say what?!\What's wrong? response:	Since the other day, her spells have gotten worse.
context: You're not going back there!\Don't interfere.\I told you... You're not getting on that ship!\Brats... Survive and come home.\Hey! Kinana's not here.\Say what?!\What's wrong?\Since the other day, her spells have gotten worse. response:	What?!
context: Don't interfere.\I told you... You're not getting on that ship!\Brats... Survive and come home.\Hey! Kinana's not here.\Say what?!\What's wrong?\Since the other day, her spells have gotten worse.\What?! response:	I can hear you.
context: I told you... You're not getting on that ship!\Brats... Survive and come home.\Hey! Kinana's not here.\Say what?!\What's wrong?\Since the other day, her spells have gotten worse.\What?!\I can hear you. response:	I can hear you...
context: Brats... Survive and come home.\Hey! Kinana's not here.\Say what?!\What's wrong?\Since the other day, her spells have gotten worse.\What?!\I can hear you.\I can hear you... response:	You're calling me...
context: Hey! Kinana's not here.\Say what?!\What's wrong?\Since the other day, her spells have gotten worse.\What?!\I can hear you.\I can hear you...\You're calling me... response:	You're doin' it! More! More!
context: Say what?!\What's wrong?\Since the other day, her spells have gotten worse.\What?!\I can hear you.\I can hear you...\You're calling me...\You're doin' it! More! More! response:	Alright! Now!
context: What's wrong?\Since the other day, her spells have gotten worse.\What?!\I can hear you.\I can hear you...\You're calling me...\You're doin' it! More! More!\Alright! Now! response:	Hey! Fire! Somebody, help!
context: Since the other day, her spells have gotten worse.\What?!\I can hear you.\I can hear you...\You're calling me...\You're doin' it! More! More!\Alright! Now!\Hey! Fire! Somebody, help! response:	Get over here!
context: What?!\I can hear you.\I can hear you...\You're calling me...\You're doin' it! More! More!\Alright! Now!\Hey! Fire! Somebody, help!\Get over here! response:	My butt's on fire!
context: I can hear you.\I can hear you...\You're calling me...\You're doin' it! More! More!\Alright! Now!\Hey! Fire! Somebody, help!\Get over here!\My butt's on fire! response:	It's so hot!
context: I can hear you...\You're calling me...\You're doin' it! More! More!\Alright! Now!\Hey! Fire! Somebody, help!\Get over here!\My butt's on fire!\It's so hot! response:	Help us! Help!
context: You're calling me...\You're doin' it! More! More!\Alright! Now!\Hey! Fire! Somebody, help!\Get over here!\My butt's on fire!\It's so hot!\Help us! Help! response:	That voice...
context: You're doin' it! More! More!\Alright! Now!\Hey! Fire! Somebody, help!\Get over here!\My butt's on fire!\It's so hot!\Help us! Help!\That voice... response:	Help us! Hurry up!
context: Alright! Now!\Hey! Fire! Somebody, help!\Get over here!\My butt's on fire!\It's so hot!\Help us! Help!\That voice...\Help us! Hurry up! response:	We can't allow this! The fire extinguisher lacrima!
context: Hey! Fire! Somebody, help!\Get over here!\My butt's on fire!\It's so hot!\Help us! Help!\That voice...\Help us! Hurry up!\We can't allow this! The fire extinguisher lacrima! response:	We're gonna let you people out just temporarily...
context: Get over here!\My butt's on fire!\It's so hot!\Help us! Help!\That voice...\Help us! Hurry up!\We can't allow this! The fire extinguisher lacrima!\We're gonna let you people out just temporarily... response:	Hey, that's cool!
context: My butt's on fire!\It's so hot!\Help us! Help!\That voice...\Help us! Hurry up!\We can't allow this! The fire extinguisher lacrima!\We're gonna let you people out just temporarily...\Hey, that's cool! response:	Hurry, get out of there!
context: It's so hot!\Help us! Help!\That voice...\Help us! Hurry up!\We can't allow this! The fire extinguisher lacrima!\We're gonna let you people out just temporarily...\Hey, that's cool!\Hurry, get out of there! response:	You don't need to tell me that.
context: Help us! Help!\That voice...\Help us! Hurry up!\We can't allow this! The fire extinguisher lacrima!\We're gonna let you people out just temporarily...\Hey, that's cool!\Hurry, get out of there!\You don't need to tell me that. response:	He's strong!
context: That voice...\Help us! Hurry up!\We can't allow this! The fire extinguisher lacrima!\We're gonna let you people out just temporarily...\Hey, that's cool!\Hurry, get out of there!\You don't need to tell me that.\He's strong! response:	Boss, this is no time to be moved!
context: Help us! Hurry up!\We can't allow this! The fire extinguisher lacrima!\We're gonna let you people out just temporarily...\Hey, that's cool!\Hurry, get out of there!\You don't need to tell me that.\He's strong!\Boss, this is no time to be moved! response:	Our butts are still on fire!
context: We can't allow this! The fire extinguisher lacrima!\We're gonna let you people out just temporarily...\Hey, that's cool!\Hurry, get out of there!\You don't need to tell me that.\He's strong!\Boss, this is no time to be moved!\Our butts are still on fire! response:	Alright, get out of here!
context: We're gonna let you people out just temporarily...\Hey, that's cool!\Hurry, get out of there!\You don't need to tell me that.\He's strong!\Boss, this is no time to be moved!\Our butts are still on fire!\Alright, get out of here! response:	We'll handle this!
context: Hey, that's cool!\Hurry, get out of there!\You don't need to tell me that.\He's strong!\Boss, this is no time to be moved!\Our butts are still on fire!\Alright, get out of here!\We'll handle this! response:	After all, our butts are on fire! It'd be a waste not to use them!
context: Hurry, get out of there!\You don't need to tell me that.\He's strong!\Boss, this is no time to be moved!\Our butts are still on fire!\Alright, get out of here!\We'll handle this!\After all, our butts are on fire! It'd be a waste not to use them! response:	Lackeys, fire!
context: You don't need to tell me that.\He's strong!\Boss, this is no time to be moved!\Our butts are still on fire!\Alright, get out of here!\We'll handle this!\After all, our butts are on fire! It'd be a waste not to use them!\Lackeys, fire! response:	Roger!
context: He's strong!\Boss, this is no time to be moved!\Our butts are still on fire!\Alright, get out of here!\We'll handle this!\After all, our butts are on fire! It'd be a waste not to use them!\Lackeys, fire!\Roger! response:	Gas-Butt Triple Ecstasy! Fire Special!
context: Boss, this is no time to be moved!\Our butts are still on fire!\Alright, get out of here!\We'll handle this!\After all, our butts are on fire! It'd be a waste not to use them!\Lackeys, fire!\Roger!\Gas-Butt Triple Ecstasy! Fire Special! response:	Awesome!
context: Our butts are still on fire!\Alright, get out of here!\We'll handle this!\After all, our butts are on fire! It'd be a waste not to use them!\Lackeys, fire!\Roger!\Gas-Butt Triple Ecstasy! Fire Special!\Awesome! response:	The fire's out, too!
context: Alright, get out of here!\We'll handle this!\After all, our butts are on fire! It'd be a waste not to use them!\Lackeys, fire!\Roger!\Gas-Butt Triple Ecstasy! Fire Special!\Awesome!\The fire's out, too! response:	This is what you call killing two birds with one stone!
context: We'll handle this!\After all, our butts are on fire! It'd be a waste not to use them!\Lackeys, fire!\Roger!\Gas-Butt Triple Ecstasy! Fire Special!\Awesome!\The fire's out, too!\This is what you call killing two birds with one stone! response:	Now I'm goin' straight to Lucy!
context: After all, our butts are on fire! It'd be a waste not to use them!\Lackeys, fire!\Roger!\Gas-Butt Triple Ecstasy! Fire Special!\Awesome!\The fire's out, too!\This is what you call killing two birds with one stone!\Now I'm goin' straight to Lucy! response:	Wait!
context: Lackeys, fire!\Roger!\Gas-Butt Triple Ecstasy! Fire Special!\Awesome!\The fire's out, too!\This is what you call killing two birds with one stone!\Now I'm goin' straight to Lucy!\Wait! response:	Coco! What are you doin' here?!
context: Roger!\Gas-Butt Triple Ecstasy! Fire Special!\Awesome!\The fire's out, too!\This is what you call killing two birds with one stone!\Now I'm goin' straight to Lucy!\Wait!\Coco! What are you doin' here?! response:	Uh, she's gotta be a prisoner.
context: Gas-Butt Triple Ecstasy! Fire Special!\Awesome!\The fire's out, too!\This is what you call killing two birds with one stone!\Now I'm goin' straight to Lucy!\Wait!\Coco! What are you doin' here?!\Uh, she's gotta be a prisoner. response:	Take me with you!
context: Awesome!\The fire's out, too!\This is what you call killing two birds with one stone!\Now I'm goin' straight to Lucy!\Wait!\Coco! What are you doin' here?!\Uh, she's gotta be a prisoner.\Take me with you! response:	That wizard broke out?
context: The fire's out, too!\This is what you call killing two birds with one stone!\Now I'm goin' straight to Lucy!\Wait!\Coco! What are you doin' here?!\Uh, she's gotta be a prisoner.\Take me with you!\That wizard broke out? response:	What shall we do?
context: This is what you call killing two birds with one stone!\Now I'm goin' straight to Lucy!\Wait!\Coco! What are you doin' here?!\Uh, she's gotta be a prisoner.\Take me with you!\That wizard broke out?\What shall we do? response:	He's already too late.
context: Now I'm goin' straight to Lucy!\Wait!\Coco! What are you doin' here?!\Uh, she's gotta be a prisoner.\Take me with you!\That wizard broke out?\What shall we do?\He's already too late. response:	Real Nightmare is going to be activated.
context: Wait!\Coco! What are you doin' here?!\Uh, she's gotta be a prisoner.\Take me with you!\That wizard broke out?\What shall we do?\He's already too late.\Real Nightmare is going to be activated. response:	The endless nightmare is beginning.
context: Coco! What are you doin' here?!\Uh, she's gotta be a prisoner.\Take me with you!\That wizard broke out?\What shall we do?\He's already too late.\Real Nightmare is going to be activated.\The endless nightmare is beginning. response:	Chaos...
context: Uh, she's gotta be a prisoner.\Take me with you!\That wizard broke out?\What shall we do?\He's already too late.\Real Nightmare is going to be activated.\The endless nightmare is beginning.\Chaos... response:	Cover the whole world...
context: Take me with you!\That wizard broke out?\What shall we do?\He's already too late.\Real Nightmare is going to be activated.\The endless nightmare is beginning.\Chaos...\Cover the whole world... response:	What's happening with Gray and Juvia lately?
context: That wizard broke out?\What shall we do?\He's already too late.\Real Nightmare is going to be activated.\The endless nightmare is beginning.\Chaos...\Cover the whole world...\What's happening with Gray and Juvia lately? response:	I'm not interested in that half-naked bastard!
context: What shall we do?\He's already too late.\Real Nightmare is going to be activated.\The endless nightmare is beginning.\Chaos...\Cover the whole world...\What's happening with Gray and Juvia lately?\I'm not interested in that half-naked bastard! response:	Huh. Then I wonder what's gonna happen with Elfman and Eva?
context: He's already too late.\Real Nightmare is going to be activated.\The endless nightmare is beginning.\Chaos...\Cover the whole world...\What's happening with Gray and Juvia lately?\I'm not interested in that half-naked bastard!\Huh. Then I wonder what's gonna happen with Elfman and Eva? response:	Don't know, don't care!
context: Real Nightmare is going to be activated.\The endless nightmare is beginning.\Chaos...\Cover the whole world...\What's happening with Gray and Juvia lately?\I'm not interested in that half-naked bastard!\Huh. Then I wonder what's gonna happen with Elfman and Eva?\Don't know, don't care! response:	I see. I guess it's what you might call Spiral of Love, huh?
context: The endless nightmare is beginning.\Chaos...\Cover the whole world...\What's happening with Gray and Juvia lately?\I'm not interested in that half-naked bastard!\Huh. Then I wonder what's gonna happen with Elfman and Eva?\Don't know, don't care!\I see. I guess it's what you might call Spiral of Love, huh? response:	Wouldn't it be better to say Labyrinth of Love?
context: Chaos...\Cover the whole world...\What's happening with Gray and Juvia lately?\I'm not interested in that half-naked bastard!\Huh. Then I wonder what's gonna happen with Elfman and Eva?\Don't know, don't care!\I see. I guess it's what you might call Spiral of Love, huh?\Wouldn't it be better to say Labyrinth of Love? response:	Next time: Spiral of Time!
context: Cover the whole world...\What's happening with Gray and Juvia lately?\I'm not interested in that half-naked bastard!\Huh. Then I wonder what's gonna happen with Elfman and Eva?\Don't know, don't care!\I see. I guess it's what you might call Spiral of Love, huh?\Wouldn't it be better to say Labyrinth of Love?\Next time: Spiral of Time! response:	Y'know, you don't have to bend over backwards to tie into the title.
context: What's happening with Gray and Juvia lately?\I'm not interested in that half-naked bastard!\Huh. Then I wonder what's gonna happen with Elfman and Eva?\Don't know, don't care!\I see. I guess it's what you might call Spiral of Love, huh?\Wouldn't it be better to say Labyrinth of Love?\Next time: Spiral of Time!\Y'know, you don't have to bend over backwards to tie into the title. response:	I wasn't thinking about that!
context: I'm not interested in that half-naked bastard!\Huh. Then I wonder what's gonna happen with Elfman and Eva?\Don't know, don't care!\I see. I guess it's what you might call Spiral of Love, huh?\Wouldn't it be better to say Labyrinth of Love?\Next time: Spiral of Time!\Y'know, you don't have to bend over backwards to tie into the title.\I wasn't thinking about that! response:	You can't even look me in the eye!
