context: Uesugi-san! response:	Y-Yotsuba!
context: Futaro-kun?\Wh-Why?\Wait...\Everyone's all over the place.\I think this is the second time I've seen him asleep.\If this makes me lose my cool,\I can't say we're friends...\Or partners. response:	I'm perfectly fine, right?
context: Wh-Why?\Wait...\Everyone's all over the place.\I think this is the second time I've seen him asleep.\If this makes me lose my cool,\I can't say we're friends...\Or partners.\I'm perfectly fine, right? response:	Rise and shine, everyone.
context: Wait...\Everyone's all over the place.\I think this is the second time I've seen him asleep.\If this makes me lose my cool,\I can't say we're friends...\Or partners.\I'm perfectly fine, right?\Rise and shine, everyone. response:	Breakfast is at the...
context: Everyone's all over the place.\I think this is the second time I've seen him asleep.\If this makes me lose my cool,\I can't say we're friends...\Or partners.\I'm perfectly fine, right?\Rise and shine, everyone.\Breakfast is at the... response:	No way.
context: I think this is the second time I've seen him asleep.\If this makes me lose my cool,\I can't say we're friends...\Or partners.\I'm perfectly fine, right?\Rise and shine, everyone.\Breakfast is at the...\No way. response:	Were they just...
context: If this makes me lose my cool,\I can't say we're friends...\Or partners.\I'm perfectly fine, right?\Rise and shine, everyone.\Breakfast is at the...\No way.\Were they just... response:	Nakano?
context: I can't say we're friends...\Or partners.\I'm perfectly fine, right?\Rise and shine, everyone.\Breakfast is at the...\No way.\Were they just...\Nakano? response:	If it isn't Nakano!
context: Or partners.\I'm perfectly fine, right?\Rise and shine, everyone.\Breakfast is at the...\No way.\Were they just...\Nakano?\If it isn't Nakano! response:	What are you doing here?
context: I'm perfectly fine, right?\Rise and shine, everyone.\Breakfast is at the...\No way.\Were they just...\Nakano?\If it isn't Nakano!\What are you doing here? response:	To think we all spent the night snowed in at the same inn...
context: Rise and shine, everyone.\Breakfast is at the...\No way.\Were they just...\Nakano?\If it isn't Nakano!\What are you doing here?\To think we all spent the night snowed in at the same inn... response:	I'm surprised we never ran into them.
context: Breakfast is at the...\No way.\Were they just...\Nakano?\If it isn't Nakano!\What are you doing here?\To think we all spent the night snowed in at the same inn...\I'm surprised we never ran into them. response:	What's wrong?
context: No way.\Were they just...\Nakano?\If it isn't Nakano!\What are you doing here?\To think we all spent the night snowed in at the same inn...\I'm surprised we never ran into them.\What's wrong? response:	I-It's nothing.
context: Were they just...\Nakano?\If it isn't Nakano!\What are you doing here?\To think we all spent the night snowed in at the same inn...\I'm surprised we never ran into them.\What's wrong?\I-It's nothing. response:	I can't be certain because I didn't get a good look,
context: Nakano?\If it isn't Nakano!\What are you doing here?\To think we all spent the night snowed in at the same inn...\I'm surprised we never ran into them.\What's wrong?\I-It's nothing.\I can't be certain because I didn't get a good look, response:	but was one of us...
context: If it isn't Nakano!\What are you doing here?\To think we all spent the night snowed in at the same inn...\I'm surprised we never ran into them.\What's wrong?\I-It's nothing.\I can't be certain because I didn't get a good look,\but was one of us... response:	From: Orita-san (agency president) On your studies Ichika-chan, Good work at the shoot. I was talking to the director the other day, and you seem to be really popular. Be ready for more work. By the way, going forward, I think it could be difficult for you to stay in a normal school, with all the constraints. You could get called in for a shoot, and filming could take longer and stuff. Studying is important, of course, but if you really want to become an actress, you might want to go to a school with more freedom. You could also take some time off, too.
context: What are you doing here?\To think we all spent the night snowed in at the same inn...\I'm surprised we never ran into them.\What's wrong?\I-It's nothing.\I can't be certain because I didn't get a good look,\but was one of us...\From: Orita-san (agency president) On your studies Ichika-chan, Good work at the shoot. I was talking to the director the other day, and you seem to be really popular. Be ready for more work. By the way, going forward, I think it could be difficult for you to stay in a normal school, with all the constraints. You could get called in for a shoot, and filming could take longer and stuff. Studying is important, of course, but if you really want to become an actress, you might want to go to a school with more freedom. You could also take some time off, too. response:	Ichika-chan, in order to focus on your acting work,
context: To think we all spent the night snowed in at the same inn...\I'm surprised we never ran into them.\What's wrong?\I-It's nothing.\I can't be certain because I didn't get a good look,\but was one of us...\From: Orita-san (agency president) On your studies Ichika-chan, Good work at the shoot. I was talking to the director the other day, and you seem to be really popular. Be ready for more work. By the way, going forward, I think it could be difficult for you to stay in a normal school, with all the constraints. You could get called in for a shoot, and filming could take longer and stuff. Studying is important, of course, but if you really want to become an actress, you might want to go to a school with more freedom. You could also take some time off, too.\Ichika-chan, in order to focus on your acting work, response:	you might want to consider taking time off of school.
context: I'm surprised we never ran into them.\What's wrong?\I-It's nothing.\I can't be certain because I didn't get a good look,\but was one of us...\From: Orita-san (agency president) On your studies Ichika-chan, Good work at the shoot. I was talking to the director the other day, and you seem to be really popular. Be ready for more work. By the way, going forward, I think it could be difficult for you to stay in a normal school, with all the constraints. You could get called in for a shoot, and filming could take longer and stuff. Studying is important, of course, but if you really want to become an actress, you might want to go to a school with more freedom. You could also take some time off, too.\Ichika-chan, in order to focus on your acting work,\you might want to consider taking time off of school. response:	Have you chosen someone for the campfire yet, Nino?
context: What's wrong?\I-It's nothing.\I can't be certain because I didn't get a good look,\but was one of us...\From: Orita-san (agency president) On your studies Ichika-chan, Good work at the shoot. I was talking to the director the other day, and you seem to be really popular. Be ready for more work. By the way, going forward, I think it could be difficult for you to stay in a normal school, with all the constraints. You could get called in for a shoot, and filming could take longer and stuff. Studying is important, of course, but if you really want to become an actress, you might want to go to a school with more freedom. You could also take some time off, too.\Ichika-chan, in order to focus on your acting work,\you might want to consider taking time off of school.\Have you chosen someone for the campfire yet, Nino? response:	N-Not yet.
context: I-It's nothing.\I can't be certain because I didn't get a good look,\but was one of us...\From: Orita-san (agency president) On your studies Ichika-chan, Good work at the shoot. I was talking to the director the other day, and you seem to be really popular. Be ready for more work. By the way, going forward, I think it could be difficult for you to stay in a normal school, with all the constraints. You could get called in for a shoot, and filming could take longer and stuff. Studying is important, of course, but if you really want to become an actress, you might want to go to a school with more freedom. You could also take some time off, too.\Ichika-chan, in order to focus on your acting work,\you might want to consider taking time off of school.\Have you chosen someone for the campfire yet, Nino?\N-Not yet. response:	Nino has such high standards.
context: I can't be certain because I didn't get a good look,\but was one of us...\From: Orita-san (agency president) On your studies Ichika-chan, Good work at the shoot. I was talking to the director the other day, and you seem to be really popular. Be ready for more work. By the way, going forward, I think it could be difficult for you to stay in a normal school, with all the constraints. You could get called in for a shoot, and filming could take longer and stuff. Studying is important, of course, but if you really want to become an actress, you might want to go to a school with more freedom. You could also take some time off, too.\Ichika-chan, in order to focus on your acting work,\you might want to consider taking time off of school.\Have you chosen someone for the campfire yet, Nino?\N-Not yet.\Nino has such high standards. response:	I guess.
context: but was one of us...\From: Orita-san (agency president) On your studies Ichika-chan, Good work at the shoot. I was talking to the director the other day, and you seem to be really popular. Be ready for more work. By the way, going forward, I think it could be difficult for you to stay in a normal school, with all the constraints. You could get called in for a shoot, and filming could take longer and stuff. Studying is important, of course, but if you really want to become an actress, you might want to go to a school with more freedom. You could also take some time off, too.\Ichika-chan, in order to focus on your acting work,\you might want to consider taking time off of school.\Have you chosen someone for the campfire yet, Nino?\N-Not yet.\Nino has such high standards.\I guess. response:	If only I could meet someone like him...
context: From: Orita-san (agency president) On your studies Ichika-chan, Good work at the shoot. I was talking to the director the other day, and you seem to be really popular. Be ready for more work. By the way, going forward, I think it could be difficult for you to stay in a normal school, with all the constraints. You could get called in for a shoot, and filming could take longer and stuff. Studying is important, of course, but if you really want to become an actress, you might want to go to a school with more freedom. You could also take some time off, too.\Ichika-chan, in order to focus on your acting work,\you might want to consider taking time off of school.\Have you chosen someone for the campfire yet, Nino?\N-Not yet.\Nino has such high standards.\I guess.\If only I could meet someone like him... response:	Hey, have you heard about the campfire legend?
context: Ichika-chan, in order to focus on your acting work,\you might want to consider taking time off of school.\Have you chosen someone for the campfire yet, Nino?\N-Not yet.\Nino has such high standards.\I guess.\If only I could meet someone like him...\Hey, have you heard about the campfire legend? response:	I have.
context: you might want to consider taking time off of school.\Have you chosen someone for the campfire yet, Nino?\N-Not yet.\Nino has such high standards.\I guess.\If only I could meet someone like him...\Hey, have you heard about the campfire legend?\I have. response:	About it hooking people up, right?
context: Have you chosen someone for the campfire yet, Nino?\N-Not yet.\Nino has such high standards.\I guess.\If only I could meet someone like him...\Hey, have you heard about the campfire legend?\I have.\About it hooking people up, right? response:	You end up spending your life with them, I heard.
context: N-Not yet.\Nino has such high standards.\I guess.\If only I could meet someone like him...\Hey, have you heard about the campfire legend?\I have.\About it hooking people up, right?\You end up spending your life with them, I heard. response:	Uesugi-san, I'm going to make this trip an important page in your memories.
context: Nino has such high standards.\I guess.\If only I could meet someone like him...\Hey, have you heard about the campfire legend?\I have.\About it hooking people up, right?\You end up spending your life with them, I heard.\Uesugi-san, I'm going to make this trip an important page in your memories. response:	We're students and teacher.
context: I guess.\If only I could meet someone like him...\Hey, have you heard about the campfire legend?\I have.\About it hooking people up, right?\You end up spending your life with them, I heard.\Uesugi-san, I'm going to make this trip an important page in your memories.\We're students and teacher. response:	Even if a student were to develop feelings for the teacher,
context: If only I could meet someone like him...\Hey, have you heard about the campfire legend?\I have.\About it hooking people up, right?\You end up spending your life with them, I heard.\Uesugi-san, I'm going to make this trip an important page in your memories.\We're students and teacher.\Even if a student were to develop feelings for the teacher, response:	it's the duty of the teacher to guide them back onto the right path.
context: Hey, have you heard about the campfire legend?\I have.\About it hooking people up, right?\You end up spending your life with them, I heard.\Uesugi-san, I'm going to make this trip an important page in your memories.\We're students and teacher.\Even if a student were to develop feelings for the teacher,\it's the duty of the teacher to guide them back onto the right path. response:	Uesugi-kun, I'm going to take this opportunity
context: I have.\About it hooking people up, right?\You end up spending your life with them, I heard.\Uesugi-san, I'm going to make this trip an important page in your memories.\We're students and teacher.\Even if a student were to develop feelings for the teacher,\it's the duty of the teacher to guide them back onto the right path.\Uesugi-kun, I'm going to take this opportunity response:	to find out if you're really an apt tutor or not.
context: About it hooking people up, right?\You end up spending your life with them, I heard.\Uesugi-san, I'm going to make this trip an important page in your memories.\We're students and teacher.\Even if a student were to develop feelings for the teacher,\it's the duty of the teacher to guide them back onto the right path.\Uesugi-kun, I'm going to take this opportunity\to find out if you're really an apt tutor or not. response:	Next Time on The Quintessential Quintuplets
context: You end up spending your life with them, I heard.\Uesugi-san, I'm going to make this trip an important page in your memories.\We're students and teacher.\Even if a student were to develop feelings for the teacher,\it's the duty of the teacher to guide them back onto the right path.\Uesugi-kun, I'm going to take this opportunity\to find out if you're really an apt tutor or not.\Next Time on The Quintessential Quintuplets response:	Quintuplet Trivia!
context: Uesugi-san, I'm going to make this trip an important page in your memories.\We're students and teacher.\Even if a student were to develop feelings for the teacher,\it's the duty of the teacher to guide them back onto the right path.\Uesugi-kun, I'm going to take this opportunity\to find out if you're really an apt tutor or not.\Next Time on The Quintessential Quintuplets\Quintuplet Trivia! response:	You're good at impersonating your sisters, Miku.
context: We're students and teacher.\Even if a student were to develop feelings for the teacher,\it's the duty of the teacher to guide them back onto the right path.\Uesugi-kun, I'm going to take this opportunity\to find out if you're really an apt tutor or not.\Next Time on The Quintessential Quintuplets\Quintuplet Trivia!\You're good at impersonating your sisters, Miku. response:	Try an Itsuki-chan impression.
context: Even if a student were to develop feelings for the teacher,\it's the duty of the teacher to guide them back onto the right path.\Uesugi-kun, I'm going to take this opportunity\to find out if you're really an apt tutor or not.\Next Time on The Quintessential Quintuplets\Quintuplet Trivia!\You're good at impersonating your sisters, Miku.\Try an Itsuki-chan impression. response:	I already know how this is going to go.
context: it's the duty of the teacher to guide them back onto the right path.\Uesugi-kun, I'm going to take this opportunity\to find out if you're really an apt tutor or not.\Next Time on The Quintessential Quintuplets\Quintuplet Trivia!\You're good at impersonating your sisters, Miku.\Try an Itsuki-chan impression.\I already know how this is going to go. response:	She's going to end up pigging out, isn't she?
context: Uesugi-kun, I'm going to take this opportunity\to find out if you're really an apt tutor or not.\Next Time on The Quintessential Quintuplets\Quintuplet Trivia!\You're good at impersonating your sisters, Miku.\Try an Itsuki-chan impression.\I already know how this is going to go.\She's going to end up pigging out, isn't she? response:	Itsuki when she found out Futaro's our tutor.
context: to find out if you're really an apt tutor or not.\Next Time on The Quintessential Quintuplets\Quintuplet Trivia!\You're good at impersonating your sisters, Miku.\Try an Itsuki-chan impression.\I already know how this is going to go.\She's going to end up pigging out, isn't she?\Itsuki when she found out Futaro's our tutor. response:	Ack!
context: Next Time on The Quintessential Quintuplets\Quintuplet Trivia!\You're good at impersonating your sisters, Miku.\Try an Itsuki-chan impression.\I already know how this is going to go.\She's going to end up pigging out, isn't she?\Itsuki when she found out Futaro's our tutor.\Ack! response:	Ack!
context: Quintuplet Trivia!\You're good at impersonating your sisters, Miku.\Try an Itsuki-chan impression.\I already know how this is going to go.\She's going to end up pigging out, isn't she?\Itsuki when she found out Futaro's our tutor.\Ack!\Ack! response:	I didn't see that coming!
