context: Out! response:	Lucky!
context: Putting in 16 was sink-or-swim bet for Seijoh,\but I thought they had already used him successfully.\Sensei!\Yes!\All right!\Again? So quick!\Now Karasuno's used up all of their time outs.\With 16 as their new weapon, response:	they were able to score point after point in the chaos,
context: but I thought they had already used him successfully.\Sensei!\Yes!\All right!\Again? So quick!\Now Karasuno's used up all of their time outs.\With 16 as their new weapon,\they were able to score point after point in the chaos, response:	and use 16's abilities to the fullest during most of this set.
context: Sensei!\Yes!\All right!\Again? So quick!\Now Karasuno's used up all of their time outs.\With 16 as their new weapon,\they were able to score point after point in the chaos,\and use 16's abilities to the fullest during most of this set. response:	Kyotani is a slow-starter who requires a lot of support.
context: Yes!\All right!\Again? So quick!\Now Karasuno's used up all of their time outs.\With 16 as their new weapon,\they were able to score point after point in the chaos,\and use 16's abilities to the fullest during most of this set.\Kyotani is a slow-starter who requires a lot of support. response:	But, once he gets started, he's strong.
context: All right!\Again? So quick!\Now Karasuno's used up all of their time outs.\With 16 as their new weapon,\they were able to score point after point in the chaos,\and use 16's abilities to the fullest during most of this set.\Kyotani is a slow-starter who requires a lot of support.\But, once he gets started, he's strong. response:	This isn't good.
context: Again? So quick!\Now Karasuno's used up all of their time outs.\With 16 as their new weapon,\they were able to score point after point in the chaos,\and use 16's abilities to the fullest during most of this set.\Kyotani is a slow-starter who requires a lot of support.\But, once he gets started, he's strong.\This isn't good. response:	When a new set starts, it tends to mimic
context: Now Karasuno's used up all of their time outs.\With 16 as their new weapon,\they were able to score point after point in the chaos,\and use 16's abilities to the fullest during most of this set.\Kyotani is a slow-starter who requires a lot of support.\But, once he gets started, he's strong.\This isn't good.\When a new set starts, it tends to mimic response:	the end of the previous set, and the match as a whole.
context: With 16 as their new weapon,\they were able to score point after point in the chaos,\and use 16's abilities to the fullest during most of this set.\Kyotani is a slow-starter who requires a lot of support.\But, once he gets started, he's strong.\This isn't good.\When a new set starts, it tends to mimic\the end of the previous set, and the match as a whole. response:	At this rate, Seijoh definitely has the upper hand.
context: they were able to score point after point in the chaos,\and use 16's abilities to the fullest during most of this set.\Kyotani is a slow-starter who requires a lot of support.\But, once he gets started, he's strong.\This isn't good.\When a new set starts, it tends to mimic\the end of the previous set, and the match as a whole.\At this rate, Seijoh definitely has the upper hand. response:	Let's bring it in! Karasuno, fight!
context: and use 16's abilities to the fullest during most of this set.\Kyotani is a slow-starter who requires a lot of support.\But, once he gets started, he's strong.\This isn't good.\When a new set starts, it tends to mimic\the end of the previous set, and the match as a whole.\At this rate, Seijoh definitely has the upper hand.\Let's bring it in! Karasuno, fight! response:	Do whatever you can to just take this set and win it!
context: Kyotani is a slow-starter who requires a lot of support.\But, once he gets started, he's strong.\This isn't good.\When a new set starts, it tends to mimic\the end of the previous set, and the match as a whole.\At this rate, Seijoh definitely has the upper hand.\Let's bring it in! Karasuno, fight!\Do whatever you can to just take this set and win it! response:	Yeah!
context: But, once he gets started, he's strong.\This isn't good.\When a new set starts, it tends to mimic\the end of the previous set, and the match as a whole.\At this rate, Seijoh definitely has the upper hand.\Let's bring it in! Karasuno, fight!\Do whatever you can to just take this set and win it!\Yeah! response:	Kyotani, one more! Nice serve!
context: This isn't good.\When a new set starts, it tends to mimic\the end of the previous set, and the match as a whole.\At this rate, Seijoh definitely has the upper hand.\Let's bring it in! Karasuno, fight!\Do whatever you can to just take this set and win it!\Yeah!\Kyotani, one more! Nice serve! response:	Let's get this one!
context: When a new set starts, it tends to mimic\the end of the previous set, and the match as a whole.\At this rate, Seijoh definitely has the upper hand.\Let's bring it in! Karasuno, fight!\Do whatever you can to just take this set and win it!\Yeah!\Kyotani, one more! Nice serve!\Let's get this one! response:	Yeah!
context: the end of the previous set, and the match as a whole.\At this rate, Seijoh definitely has the upper hand.\Let's bring it in! Karasuno, fight!\Do whatever you can to just take this set and win it!\Yeah!\Kyotani, one more! Nice serve!\Let's get this one!\Yeah! response:	Oh, shut up already. I know.
context: At this rate, Seijoh definitely has the upper hand.\Let's bring it in! Karasuno, fight!\Do whatever you can to just take this set and win it!\Yeah!\Kyotani, one more! Nice serve!\Let's get this one!\Yeah!\Oh, shut up already. I know. response:	Please let me go in.
context: Let's bring it in! Karasuno, fight!\Do whatever you can to just take this set and win it!\Yeah!\Kyotani, one more! Nice serve!\Let's get this one!\Yeah!\Oh, shut up already. I know.\Please let me go in. response:	Your engine's starting to get warmed up, Mad Dog-chan.
context: Do whatever you can to just take this set and win it!\Yeah!\Kyotani, one more! Nice serve!\Let's get this one!\Yeah!\Oh, shut up already. I know.\Please let me go in.\Your engine's starting to get warmed up, Mad Dog-chan. response:	Let's finish this!
context: Yeah!\Kyotani, one more! Nice serve!\Let's get this one!\Yeah!\Oh, shut up already. I know.\Please let me go in.\Your engine's starting to get warmed up, Mad Dog-chan.\Let's finish this! response:	Kyotani, we're gonna take this set.
context: Kyotani, one more! Nice serve!\Let's get this one!\Yeah!\Oh, shut up already. I know.\Please let me go in.\Your engine's starting to get warmed up, Mad Dog-chan.\Let's finish this!\Kyotani, we're gonna take this set. response:	Right.
context: Let's get this one!\Yeah!\Oh, shut up already. I know.\Please let me go in.\Your engine's starting to get warmed up, Mad Dog-chan.\Let's finish this!\Kyotani, we're gonna take this set.\Right. response:	Why do you only answer Iwa-chan?!
context: Yeah!\Oh, shut up already. I know.\Please let me go in.\Your engine's starting to get warmed up, Mad Dog-chan.\Let's finish this!\Kyotani, we're gonna take this set.\Right.\Why do you only answer Iwa-chan?! response:	I'm not gonna give you any more tosses!
context: Oh, shut up already. I know.\Please let me go in.\Your engine's starting to get warmed up, Mad Dog-chan.\Let's finish this!\Kyotani, we're gonna take this set.\Right.\Why do you only answer Iwa-chan?!\I'm not gonna give you any more tosses! response:	Next time on Haikyu!! : The Former Coward's Fight.
context: Please let me go in.\Your engine's starting to get warmed up, Mad Dog-chan.\Let's finish this!\Kyotani, we're gonna take this set.\Right.\Why do you only answer Iwa-chan?!\I'm not gonna give you any more tosses!\Next time on Haikyu!! : The Former Coward's Fight. response:	Episode 22: The Former Coward's Fight
