context: Not quite what I had in mind... response:	Back to the drawing board!
context: Huh?\Why don't we make your chocolates over again, Kosaki?\It would be such a waste to give up!\Just re-make those chocolates, and give them to that person!\I'll help, too!\Chitoge...\And I'll do my best to hand my chocolates over, too!\Okay! response:	Home-Ec Room
context: Why don't we make your chocolates over again, Kosaki?\It would be such a waste to give up!\Just re-make those chocolates, and give them to that person!\I'll help, too!\Chitoge...\And I'll do my best to hand my chocolates over, too!\Okay!\Home-Ec Room response:	Oh! Oh, no! Look at the time!
context: It would be such a waste to give up!\Just re-make those chocolates, and give them to that person!\I'll help, too!\Chitoge...\And I'll do my best to hand my chocolates over, too!\Okay!\Home-Ec Room\Oh! Oh, no! Look at the time! response:	Chitoge, you'd better go now, or the person you like will be heading home!
context: Just re-make those chocolates, and give them to that person!\I'll help, too!\Chitoge...\And I'll do my best to hand my chocolates over, too!\Okay!\Home-Ec Room\Oh! Oh, no! Look at the time!\Chitoge, you'd better go now, or the person you like will be heading home! response:	What? But the chocolates aren't done yet!
context: I'll help, too!\Chitoge...\And I'll do my best to hand my chocolates over, too!\Okay!\Home-Ec Room\Oh! Oh, no! Look at the time!\Chitoge, you'd better go now, or the person you like will be heading home!\What? But the chocolates aren't done yet! response:	You can't stay here! Or you won't get to give them to him today!
context: Chitoge...\And I'll do my best to hand my chocolates over, too!\Okay!\Home-Ec Room\Oh! Oh, no! Look at the time!\Chitoge, you'd better go now, or the person you like will be heading home!\What? But the chocolates aren't done yet!\You can't stay here! Or you won't get to give them to him today! response:	Thank you for helping me out, Chitoge.
context: And I'll do my best to hand my chocolates over, too!\Okay!\Home-Ec Room\Oh! Oh, no! Look at the time!\Chitoge, you'd better go now, or the person you like will be heading home!\What? But the chocolates aren't done yet!\You can't stay here! Or you won't get to give them to him today!\Thank you for helping me out, Chitoge. response:	I'll be fine! I'm going to hang in here till the last second, and I'm sure they'll end up delicious!
context: Okay!\Home-Ec Room\Oh! Oh, no! Look at the time!\Chitoge, you'd better go now, or the person you like will be heading home!\What? But the chocolates aren't done yet!\You can't stay here! Or you won't get to give them to him today!\Thank you for helping me out, Chitoge.\I'll be fine! I'm going to hang in here till the last second, and I'm sure they'll end up delicious! response:	So I want you to give it your best shot, too.
context: Home-Ec Room\Oh! Oh, no! Look at the time!\Chitoge, you'd better go now, or the person you like will be heading home!\What? But the chocolates aren't done yet!\You can't stay here! Or you won't get to give them to him today!\Thank you for helping me out, Chitoge.\I'll be fine! I'm going to hang in here till the last second, and I'm sure they'll end up delicious!\So I want you to give it your best shot, too. response:	Right.
context: Oh! Oh, no! Look at the time!\Chitoge, you'd better go now, or the person you like will be heading home!\What? But the chocolates aren't done yet!\You can't stay here! Or you won't get to give them to him today!\Thank you for helping me out, Chitoge.\I'll be fine! I'm going to hang in here till the last second, and I'm sure they'll end up delicious!\So I want you to give it your best shot, too.\Right. response:	Darling!
context: Chitoge, you'd better go now, or the person you like will be heading home!\What? But the chocolates aren't done yet!\You can't stay here! Or you won't get to give them to him today!\Thank you for helping me out, Chitoge.\I'll be fine! I'm going to hang in here till the last second, and I'm sure they'll end up delicious!\So I want you to give it your best shot, too.\Right.\Darling! response:	Huh?
context: What? But the chocolates aren't done yet!\You can't stay here! Or you won't get to give them to him today!\Thank you for helping me out, Chitoge.\I'll be fine! I'm going to hang in here till the last second, and I'm sure they'll end up delicious!\So I want you to give it your best shot, too.\Right.\Darling!\Huh? response:	Do you have a second? There's something I want to talk to you about.
context: You can't stay here! Or you won't get to give them to him today!\Thank you for helping me out, Chitoge.\I'll be fine! I'm going to hang in here till the last second, and I'm sure they'll end up delicious!\So I want you to give it your best shot, too.\Right.\Darling!\Huh?\Do you have a second? There's something I want to talk to you about. response:	Huh? What's this? Acting so formal...
context: Thank you for helping me out, Chitoge.\I'll be fine! I'm going to hang in here till the last second, and I'm sure they'll end up delicious!\So I want you to give it your best shot, too.\Right.\Darling!\Huh?\Do you have a second? There's something I want to talk to you about.\Huh? What's this? Acting so formal... response:	Be honest... This time, you've got to be honest...
context: I'll be fine! I'm going to hang in here till the last second, and I'm sure they'll end up delicious!\So I want you to give it your best shot, too.\Right.\Darling!\Huh?\Do you have a second? There's something I want to talk to you about.\Huh? What's this? Acting so formal...\Be honest... This time, you've got to be honest... response:	I hear today's Valentine's Day, huh?
context: So I want you to give it your best shot, too.\Right.\Darling!\Huh?\Do you have a second? There's something I want to talk to you about.\Huh? What's this? Acting so formal...\Be honest... This time, you've got to be honest...\I hear today's Valentine's Day, huh? response:	Yeah. We did talk about that this morning?
context: Right.\Darling!\Huh?\Do you have a second? There's something I want to talk to you about.\Huh? What's this? Acting so formal...\Be honest... This time, you've got to be honest...\I hear today's Valentine's Day, huh?\Yeah. We did talk about that this morning? response:	The thing is,
context: Darling!\Huh?\Do you have a second? There's something I want to talk to you about.\Huh? What's this? Acting so formal...\Be honest... This time, you've got to be honest...\I hear today's Valentine's Day, huh?\Yeah. We did talk about that this morning?\The thing is, response:	last night, I coincidentally just happened to make some homemade chocolate, see...
context: Huh?\Do you have a second? There's something I want to talk to you about.\Huh? What's this? Acting so formal...\Be honest... This time, you've got to be honest...\I hear today's Valentine's Day, huh?\Yeah. We did talk about that this morning?\The thing is,\last night, I coincidentally just happened to make some homemade chocolate, see... response:	What kind of a coincidence is that?
context: Do you have a second? There's something I want to talk to you about.\Huh? What's this? Acting so formal...\Be honest... This time, you've got to be honest...\I hear today's Valentine's Day, huh?\Yeah. We did talk about that this morning?\The thing is,\last night, I coincidentally just happened to make some homemade chocolate, see...\What kind of a coincidence is that? response:	And since I just happened to bring some with me,
context: Huh? What's this? Acting so formal...\Be honest... This time, you've got to be honest...\I hear today's Valentine's Day, huh?\Yeah. We did talk about that this morning?\The thing is,\last night, I coincidentally just happened to make some homemade chocolate, see...\What kind of a coincidence is that?\And since I just happened to bring some with me, response:	they're just obligatory, but I guess I don't mind giving them to you for Valentine's Day.
context: Be honest... This time, you've got to be honest...\I hear today's Valentine's Day, huh?\Yeah. We did talk about that this morning?\The thing is,\last night, I coincidentally just happened to make some homemade chocolate, see...\What kind of a coincidence is that?\And since I just happened to bring some with me,\they're just obligatory, but I guess I don't mind giving them to you for Valentine's Day. response:	Although they're obligatory!
context: I hear today's Valentine's Day, huh?\Yeah. We did talk about that this morning?\The thing is,\last night, I coincidentally just happened to make some homemade chocolate, see...\What kind of a coincidence is that?\And since I just happened to bring some with me,\they're just obligatory, but I guess I don't mind giving them to you for Valentine's Day.\Although they're obligatory! response:	You really don't know how to be honest...
context: Yeah. We did talk about that this morning?\The thing is,\last night, I coincidentally just happened to make some homemade chocolate, see...\What kind of a coincidence is that?\And since I just happened to bring some with me,\they're just obligatory, but I guess I don't mind giving them to you for Valentine's Day.\Although they're obligatory!\You really don't know how to be honest... response:	But... going out of your way to bring me your homemade chocolate...
context: The thing is,\last night, I coincidentally just happened to make some homemade chocolate, see...\What kind of a coincidence is that?\And since I just happened to bring some with me,\they're just obligatory, but I guess I don't mind giving them to you for Valentine's Day.\Although they're obligatory!\You really don't know how to be honest...\But... going out of your way to bring me your homemade chocolate... response:	I guess you do have your good points now and then...
context: last night, I coincidentally just happened to make some homemade chocolate, see...\What kind of a coincidence is that?\And since I just happened to bring some with me,\they're just obligatory, but I guess I don't mind giving them to you for Valentine's Day.\Although they're obligatory!\You really don't know how to be honest...\But... going out of your way to bring me your homemade chocolate...\I guess you do have your good points now and then... response:	Wait, but are these safe? Homemade stuff by you...
context: What kind of a coincidence is that?\And since I just happened to bring some with me,\they're just obligatory, but I guess I don't mind giving them to you for Valentine's Day.\Although they're obligatory!\You really don't know how to be honest...\But... going out of your way to bring me your homemade chocolate...\I guess you do have your good points now and then...\Wait, but are these safe? Homemade stuff by you... response:	What the...? If you're gonna be so rude, give them back!
context: And since I just happened to bring some with me,\they're just obligatory, but I guess I don't mind giving them to you for Valentine's Day.\Although they're obligatory!\You really don't know how to be honest...\But... going out of your way to bring me your homemade chocolate...\I guess you do have your good points now and then...\Wait, but are these safe? Homemade stuff by you...\What the...? If you're gonna be so rude, give them back! response:	All right, my bad! I'll eat them, okay?
context: they're just obligatory, but I guess I don't mind giving them to you for Valentine's Day.\Although they're obligatory!\You really don't know how to be honest...\But... going out of your way to bring me your homemade chocolate...\I guess you do have your good points now and then...\Wait, but are these safe? Homemade stuff by you...\What the...? If you're gonna be so rude, give them back!\All right, my bad! I'll eat them, okay? response:	Hey... I'd say this was a pretty great effort for you.
context: Although they're obligatory!\You really don't know how to be honest...\But... going out of your way to bring me your homemade chocolate...\I guess you do have your good points now and then...\Wait, but are these safe? Homemade stuff by you...\What the...? If you're gonna be so rude, give them back!\All right, my bad! I'll eat them, okay?\Hey... I'd say this was a pretty great effort for you. response:	Really?
context: You really don't know how to be honest...\But... going out of your way to bring me your homemade chocolate...\I guess you do have your good points now and then...\Wait, but are these safe? Homemade stuff by you...\What the...? If you're gonna be so rude, give them back!\All right, my bad! I'll eat them, okay?\Hey... I'd say this was a pretty great effort for you.\Really? response:	Sure! They're really good! This tastes like actual chocolate, you know!
context: But... going out of your way to bring me your homemade chocolate...\I guess you do have your good points now and then...\Wait, but are these safe? Homemade stuff by you...\What the...? If you're gonna be so rude, give them back!\All right, my bad! I'll eat them, okay?\Hey... I'd say this was a pretty great effort for you.\Really?\Sure! They're really good! This tastes like actual chocolate, you know! response:	Oh? Good for you, then.
context: I guess you do have your good points now and then...\Wait, but are these safe? Homemade stuff by you...\What the...? If you're gonna be so rude, give them back!\All right, my bad! I'll eat them, okay?\Hey... I'd say this was a pretty great effort for you.\Really?\Sure! They're really good! This tastes like actual chocolate, you know!\Oh? Good for you, then. response:	I'll be expecting you to pay me back tenfold, okay? Looking forward to it!
context: Wait, but are these safe? Homemade stuff by you...\What the...? If you're gonna be so rude, give them back!\All right, my bad! I'll eat them, okay?\Hey... I'd say this was a pretty great effort for you.\Really?\Sure! They're really good! This tastes like actual chocolate, you know!\Oh? Good for you, then.\I'll be expecting you to pay me back tenfold, okay? Looking forward to it! response:	Huh? What's up with that?
context: What the...? If you're gonna be so rude, give them back!\All right, my bad! I'll eat them, okay?\Hey... I'd say this was a pretty great effort for you.\Really?\Sure! They're really good! This tastes like actual chocolate, you know!\Oh? Good for you, then.\I'll be expecting you to pay me back tenfold, okay? Looking forward to it!\Huh? What's up with that? response:	Later!
context: All right, my bad! I'll eat them, okay?\Hey... I'd say this was a pretty great effort for you.\Really?\Sure! They're really good! This tastes like actual chocolate, you know!\Oh? Good for you, then.\I'll be expecting you to pay me back tenfold, okay? Looking forward to it!\Huh? What's up with that?\Later! response:	Oh, man...
context: Hey... I'd say this was a pretty great effort for you.\Really?\Sure! They're really good! This tastes like actual chocolate, you know!\Oh? Good for you, then.\I'll be expecting you to pay me back tenfold, okay? Looking forward to it!\Huh? What's up with that?\Later!\Oh, man... response:	Well, I somehow managed to give him the chocolate!
context: Really?\Sure! They're really good! This tastes like actual chocolate, you know!\Oh? Good for you, then.\I'll be expecting you to pay me back tenfold, okay? Looking forward to it!\Huh? What's up with that?\Later!\Oh, man...\Well, I somehow managed to give him the chocolate! response:	Seriously, to think it takes this much courage to give chocolate to someone you like?
context: Sure! They're really good! This tastes like actual chocolate, you know!\Oh? Good for you, then.\I'll be expecting you to pay me back tenfold, okay? Looking forward to it!\Huh? What's up with that?\Later!\Oh, man...\Well, I somehow managed to give him the chocolate!\Seriously, to think it takes this much courage to give chocolate to someone you like? response:	I had no idea...
context: Oh? Good for you, then.\I'll be expecting you to pay me back tenfold, okay? Looking forward to it!\Huh? What's up with that?\Later!\Oh, man...\Well, I somehow managed to give him the chocolate!\Seriously, to think it takes this much courage to give chocolate to someone you like?\I had no idea... response:	I used salt instead of sugar!
context: I'll be expecting you to pay me back tenfold, okay? Looking forward to it!\Huh? What's up with that?\Later!\Oh, man...\Well, I somehow managed to give him the chocolate!\Seriously, to think it takes this much courage to give chocolate to someone you like?\I had no idea...\I used salt instead of sugar! response:	That moron!
context: Huh? What's up with that?\Later!\Oh, man...\Well, I somehow managed to give him the chocolate!\Seriously, to think it takes this much courage to give chocolate to someone you like?\I had no idea...\I used salt instead of sugar!\That moron! response:	I've always been the type who only succeeds once every ten thousand times...
context: Later!\Oh, man...\Well, I somehow managed to give him the chocolate!\Seriously, to think it takes this much courage to give chocolate to someone you like?\I had no idea...\I used salt instead of sugar!\That moron!\I've always been the type who only succeeds once every ten thousand times... response:	But no way am I giving up!
context: Oh, man...\Well, I somehow managed to give him the chocolate!\Seriously, to think it takes this much courage to give chocolate to someone you like?\I had no idea...\I used salt instead of sugar!\That moron!\I've always been the type who only succeeds once every ten thousand times...\But no way am I giving up! response:	Because I made that promise with Chitoge!
context: Well, I somehow managed to give him the chocolate!\Seriously, to think it takes this much courage to give chocolate to someone you like?\I had no idea...\I used salt instead of sugar!\That moron!\I've always been the type who only succeeds once every ten thousand times...\But no way am I giving up!\Because I made that promise with Chitoge! response:	Th-This is...
context: Seriously, to think it takes this much courage to give chocolate to someone you like?\I had no idea...\I used salt instead of sugar!\That moron!\I've always been the type who only succeeds once every ten thousand times...\But no way am I giving up!\Because I made that promise with Chitoge!\Th-This is... response:	I can't find Onodera anywhere...
context: I had no idea...\I used salt instead of sugar!\That moron!\I've always been the type who only succeeds once every ten thousand times...\But no way am I giving up!\Because I made that promise with Chitoge!\Th-This is...\I can't find Onodera anywhere... response:	I wonder if she left a while ago? Guess I'll head home.
context: I used salt instead of sugar!\That moron!\I've always been the type who only succeeds once every ten thousand times...\But no way am I giving up!\Because I made that promise with Chitoge!\Th-This is...\I can't find Onodera anywhere...\I wonder if she left a while ago? Guess I'll head home. response:	Wait, Ichijo!
context: That moron!\I've always been the type who only succeeds once every ten thousand times...\But no way am I giving up!\Because I made that promise with Chitoge!\Th-This is...\I can't find Onodera anywhere...\I wonder if she left a while ago? Guess I'll head home.\Wait, Ichijo! response:	Huh?
context: I've always been the type who only succeeds once every ten thousand times...\But no way am I giving up!\Because I made that promise with Chitoge!\Th-This is...\I can't find Onodera anywhere...\I wonder if she left a while ago? Guess I'll head home.\Wait, Ichijo!\Huh? response:	Onodera! So you were still here at school...
context: But no way am I giving up!\Because I made that promise with Chitoge!\Th-This is...\I can't find Onodera anywhere...\I wonder if she left a while ago? Guess I'll head home.\Wait, Ichijo!\Huh?\Onodera! So you were still here at school... response:	Um... If you don't mind... This...
context: Because I made that promise with Chitoge!\Th-This is...\I can't find Onodera anywhere...\I wonder if she left a while ago? Guess I'll head home.\Wait, Ichijo!\Huh?\Onodera! So you were still here at school...\Um... If you don't mind... This... response:	Would you mind accepting this?
context: Th-This is...\I can't find Onodera anywhere...\I wonder if she left a while ago? Guess I'll head home.\Wait, Ichijo!\Huh?\Onodera! So you were still here at school...\Um... If you don't mind... This...\Would you mind accepting this? response:	Huh? Don't tell me you're giving me chocolate? For me?
context: I can't find Onodera anywhere...\I wonder if she left a while ago? Guess I'll head home.\Wait, Ichijo!\Huh?\Onodera! So you were still here at school...\Um... If you don't mind... This...\Would you mind accepting this?\Huh? Don't tell me you're giving me chocolate? For me? response:	Yes. I really wanted to give this to you sooner.
context: I wonder if she left a while ago? Guess I'll head home.\Wait, Ichijo!\Huh?\Onodera! So you were still here at school...\Um... If you don't mind... This...\Would you mind accepting this?\Huh? Don't tell me you're giving me chocolate? For me?\Yes. I really wanted to give this to you sooner. response:	But this is homemade...
context: Wait, Ichijo!\Huh?\Onodera! So you were still here at school...\Um... If you don't mind... This...\Would you mind accepting this?\Huh? Don't tell me you're giving me chocolate? For me?\Yes. I really wanted to give this to you sooner.\But this is homemade... response:	It turned out pretty delicious, so try it, please.
context: Huh?\Onodera! So you were still here at school...\Um... If you don't mind... This...\Would you mind accepting this?\Huh? Don't tell me you're giving me chocolate? For me?\Yes. I really wanted to give this to you sooner.\But this is homemade...\It turned out pretty delicious, so try it, please. response:	If Onodera made it, I'd eat it no matter how horrible it tasted...
context: Onodera! So you were still here at school...\Um... If you don't mind... This...\Would you mind accepting this?\Huh? Don't tell me you're giving me chocolate? For me?\Yes. I really wanted to give this to you sooner.\But this is homemade...\It turned out pretty delicious, so try it, please.\If Onodera made it, I'd eat it no matter how horrible it tasted... response:	Yum!
context: Um... If you don't mind... This...\Would you mind accepting this?\Huh? Don't tell me you're giving me chocolate? For me?\Yes. I really wanted to give this to you sooner.\But this is homemade...\It turned out pretty delicious, so try it, please.\If Onodera made it, I'd eat it no matter how horrible it tasted...\Yum! response:	Right? It's amazing, right?
context: Would you mind accepting this?\Huh? Don't tell me you're giving me chocolate? For me?\Yes. I really wanted to give this to you sooner.\But this is homemade...\It turned out pretty delicious, so try it, please.\If Onodera made it, I'd eat it no matter how horrible it tasted...\Yum!\Right? It's amazing, right? response:	It really is amazing, right?
context: Huh? Don't tell me you're giving me chocolate? For me?\Yes. I really wanted to give this to you sooner.\But this is homemade...\It turned out pretty delicious, so try it, please.\If Onodera made it, I'd eat it no matter how horrible it tasted...\Yum!\Right? It's amazing, right?\It really is amazing, right? response:	It's awesome! I've never eaten chocolate this good!
context: Yes. I really wanted to give this to you sooner.\But this is homemade...\It turned out pretty delicious, so try it, please.\If Onodera made it, I'd eat it no matter how horrible it tasted...\Yum!\Right? It's amazing, right?\It really is amazing, right?\It's awesome! I've never eaten chocolate this good! response:	Thank goodness! I've never made anything this good before in my life...
context: But this is homemade...\It turned out pretty delicious, so try it, please.\If Onodera made it, I'd eat it no matter how horrible it tasted...\Yum!\Right? It's amazing, right?\It really is amazing, right?\It's awesome! I've never eaten chocolate this good!\Thank goodness! I've never made anything this good before in my life... response:	It might be a one-in-a-million thing!
context: It turned out pretty delicious, so try it, please.\If Onodera made it, I'd eat it no matter how horrible it tasted...\Yum!\Right? It's amazing, right?\It really is amazing, right?\It's awesome! I've never eaten chocolate this good!\Thank goodness! I've never made anything this good before in my life...\It might be a one-in-a-million thing! response:	Huh? Wait a second... were you making this chocolate all this time, then?
context: If Onodera made it, I'd eat it no matter how horrible it tasted...\Yum!\Right? It's amazing, right?\It really is amazing, right?\It's awesome! I've never eaten chocolate this good!\Thank goodness! I've never made anything this good before in my life...\It might be a one-in-a-million thing!\Huh? Wait a second... were you making this chocolate all this time, then? response:	Yes!
context: Yum!\Right? It's amazing, right?\It really is amazing, right?\It's awesome! I've never eaten chocolate this good!\Thank goodness! I've never made anything this good before in my life...\It might be a one-in-a-million thing!\Huh? Wait a second... were you making this chocolate all this time, then?\Yes! response:	C-Could it be that this chocolate is... for your true love?
context: Right? It's amazing, right?\It really is amazing, right?\It's awesome! I've never eaten chocolate this good!\Thank goodness! I've never made anything this good before in my life...\It might be a one-in-a-million thing!\Huh? Wait a second... were you making this chocolate all this time, then?\Yes!\C-Could it be that this chocolate is... for your true love? response:	It's obligatory!
context: It really is amazing, right?\It's awesome! I've never eaten chocolate this good!\Thank goodness! I've never made anything this good before in my life...\It might be a one-in-a-million thing!\Huh? Wait a second... were you making this chocolate all this time, then?\Yes!\C-Could it be that this chocolate is... for your true love?\It's obligatory! response:	But it's a slightly special kind of obligatory.
context: It's awesome! I've never eaten chocolate this good!\Thank goodness! I've never made anything this good before in my life...\It might be a one-in-a-million thing!\Huh? Wait a second... were you making this chocolate all this time, then?\Yes!\C-Could it be that this chocolate is... for your true love?\It's obligatory!\But it's a slightly special kind of obligatory. response:	Huh?
context: Thank goodness! I've never made anything this good before in my life...\It might be a one-in-a-million thing!\Huh? Wait a second... were you making this chocolate all this time, then?\Yes!\C-Could it be that this chocolate is... for your true love?\It's obligatory!\But it's a slightly special kind of obligatory.\Huh? response:	S-See you, Ichijo. See you tomorrow!
context: It might be a one-in-a-million thing!\Huh? Wait a second... were you making this chocolate all this time, then?\Yes!\C-Could it be that this chocolate is... for your true love?\It's obligatory!\But it's a slightly special kind of obligatory.\Huh?\S-See you, Ichijo. See you tomorrow! response:	Huh? Hey, wait...
context: Huh? Wait a second... were you making this chocolate all this time, then?\Yes!\C-Could it be that this chocolate is... for your true love?\It's obligatory!\But it's a slightly special kind of obligatory.\Huh?\S-See you, Ichijo. See you tomorrow!\Huh? Hey, wait... response:	A special kind of obligatory? What does that mean?
context: Yes!\C-Could it be that this chocolate is... for your true love?\It's obligatory!\But it's a slightly special kind of obligatory.\Huh?\S-See you, Ichijo. See you tomorrow!\Huh? Hey, wait...\A special kind of obligatory? What does that mean? response:	Since I didn't get much sleep last night, my eyes are all red.
context: C-Could it be that this chocolate is... for your true love?\It's obligatory!\But it's a slightly special kind of obligatory.\Huh?\S-See you, Ichijo. See you tomorrow!\Huh? Hey, wait...\A special kind of obligatory? What does that mean?\Since I didn't get much sleep last night, my eyes are all red. response:	I wish I could've looked a little cuter when I gave it to him.
