context: My beloved Vieira Sensei... response:	The city where Sensei conducted, Prague...
context: I don't want to teach you. You don't want to practice.\Why don't we leave it at that?\From the start it's a meaningless assignment\There's no need to force ourselves to do it.\But...\I will be the one telling Tanioka-sensei\I'll say that I'm unable to guide you\If it is about cleaning-up, there's still enough time... response:	It's not about cleaning...
context: Why don't we leave it at that?\From the start it's a meaningless assignment\There's no need to force ourselves to do it.\But...\I will be the one telling Tanioka-sensei\I'll say that I'm unable to guide you\If it is about cleaning-up, there's still enough time...\It's not about cleaning... response:	Nooo...
context: From the start it's a meaningless assignment\There's no need to force ourselves to do it.\But...\I will be the one telling Tanioka-sensei\I'll say that I'm unable to guide you\If it is about cleaning-up, there's still enough time...\It's not about cleaning...\Nooo... response:	What the heck is that'Nooo' for?
context: There's no need to force ourselves to do it.\But...\I will be the one telling Tanioka-sensei\I'll say that I'm unable to guide you\If it is about cleaning-up, there's still enough time...\It's not about cleaning...\Nooo...\What the heck is that'Nooo' for? response:	My ears ached hearing such terrible piano...
context: But...\I will be the one telling Tanioka-sensei\I'll say that I'm unable to guide you\If it is about cleaning-up, there's still enough time...\It's not about cleaning...\Nooo...\What the heck is that'Nooo' for?\My ears ached hearing such terrible piano... response:	Why?
context: I will be the one telling Tanioka-sensei\I'll say that I'm unable to guide you\If it is about cleaning-up, there's still enough time...\It's not about cleaning...\Nooo...\What the heck is that'Nooo' for?\My ears ached hearing such terrible piano...\Why? response:	It's only been a few days, why it's already...
context: I'll say that I'm unable to guide you\If it is about cleaning-up, there's still enough time...\It's not about cleaning...\Nooo...\What the heck is that'Nooo' for?\My ears ached hearing such terrible piano...\Why?\It's only been a few days, why it's already... response:	I'm sorry...
context: If it is about cleaning-up, there's still enough time...\It's not about cleaning...\Nooo...\What the heck is that'Nooo' for?\My ears ached hearing such terrible piano...\Why?\It's only been a few days, why it's already...\I'm sorry... response:	I can't play the notes well yet, but I'll do my best to memorize them,
context: It's not about cleaning...\Nooo...\What the heck is that'Nooo' for?\My ears ached hearing such terrible piano...\Why?\It's only been a few days, why it's already...\I'm sorry...\I can't play the notes well yet, but I'll do my best to memorize them, response:	please wait for a week...
context: Nooo...\What the heck is that'Nooo' for?\My ears ached hearing such terrible piano...\Why?\It's only been a few days, why it's already...\I'm sorry...\I can't play the notes well yet, but I'll do my best to memorize them,\please wait for a week... response:	The promise was three days
context: What the heck is that'Nooo' for?\My ears ached hearing such terrible piano...\Why?\It's only been a few days, why it's already...\I'm sorry...\I can't play the notes well yet, but I'll do my best to memorize them,\please wait for a week...\The promise was three days response:	I will play it well, and you listen while looking at the sheet
context: My ears ached hearing such terrible piano...\Why?\It's only been a few days, why it's already...\I'm sorry...\I can't play the notes well yet, but I'll do my best to memorize them,\please wait for a week...\The promise was three days\I will play it well, and you listen while looking at the sheet response:	if you can't learn by looking at the scores, then listen and learn with your prided ears.
context: Why?\It's only been a few days, why it's already...\I'm sorry...\I can't play the notes well yet, but I'll do my best to memorize them,\please wait for a week...\The promise was three days\I will play it well, and you listen while looking at the sheet\if you can't learn by looking at the scores, then listen and learn with your prided ears. response:	Wow! Amazing!
context: It's only been a few days, why it's already...\I'm sorry...\I can't play the notes well yet, but I'll do my best to memorize them,\please wait for a week...\The promise was three days\I will play it well, and you listen while looking at the sheet\if you can't learn by looking at the scores, then listen and learn with your prided ears.\Wow! Amazing! response:	Senpai's piano is so accurate!
context: I'm sorry...\I can't play the notes well yet, but I'll do my best to memorize them,\please wait for a week...\The promise was three days\I will play it well, and you listen while looking at the sheet\if you can't learn by looking at the scores, then listen and learn with your prided ears.\Wow! Amazing!\Senpai's piano is so accurate! response:	It was really according to the scores!
context: I can't play the notes well yet, but I'll do my best to memorize them,\please wait for a week...\The promise was three days\I will play it well, and you listen while looking at the sheet\if you can't learn by looking at the scores, then listen and learn with your prided ears.\Wow! Amazing!\Senpai's piano is so accurate!\It was really according to the scores! response:	You're just too sloppy!
context: please wait for a week...\The promise was three days\I will play it well, and you listen while looking at the sheet\if you can't learn by looking at the scores, then listen and learn with your prided ears.\Wow! Amazing!\Senpai's piano is so accurate!\It was really according to the scores!\You're just too sloppy! response:	If you're playing with me I want you to do it accurately, okay!
context: The promise was three days\I will play it well, and you listen while looking at the sheet\if you can't learn by looking at the scores, then listen and learn with your prided ears.\Wow! Amazing!\Senpai's piano is so accurate!\It was really according to the scores!\You're just too sloppy!\If you're playing with me I want you to do it accurately, okay! response:	No! That's where we change places!
context: I will play it well, and you listen while looking at the sheet\if you can't learn by looking at the scores, then listen and learn with your prided ears.\Wow! Amazing!\Senpai's piano is so accurate!\It was really according to the scores!\You're just too sloppy!\If you're playing with me I want you to do it accurately, okay!\No! That's where we change places! response:	Softer!
context: if you can't learn by looking at the scores, then listen and learn with your prided ears.\Wow! Amazing!\Senpai's piano is so accurate!\It was really according to the scores!\You're just too sloppy!\If you're playing with me I want you to do it accurately, okay!\No! That's where we change places!\Softer! response:	Your left hand is too loud! How many times I must tell you that?!
context: Wow! Amazing!\Senpai's piano is so accurate!\It was really according to the scores!\You're just too sloppy!\If you're playing with me I want you to do it accurately, okay!\No! That's where we change places!\Softer!\Your left hand is too loud! How many times I must tell you that?! response:	Play smoothly there!
context: Senpai's piano is so accurate!\It was really according to the scores!\You're just too sloppy!\If you're playing with me I want you to do it accurately, okay!\No! That's where we change places!\Softer!\Your left hand is too loud! How many times I must tell you that?!\Play smoothly there! response:	Listen to my playing carefully!
context: It was really according to the scores!\You're just too sloppy!\If you're playing with me I want you to do it accurately, okay!\No! That's where we change places!\Softer!\Your left hand is too loud! How many times I must tell you that?!\Play smoothly there!\Listen to my playing carefully! response:	Stop that face!!
context: You're just too sloppy!\If you're playing with me I want you to do it accurately, okay!\No! That's where we change places!\Softer!\Your left hand is too loud! How many times I must tell you that?!\Play smoothly there!\Listen to my playing carefully!\Stop that face!! response:	Huh?
context: If you're playing with me I want you to do it accurately, okay!\No! That's where we change places!\Softer!\Your left hand is too loud! How many times I must tell you that?!\Play smoothly there!\Listen to my playing carefully!\Stop that face!!\Huh? response:	We're not in harmony at all!
context: No! That's where we change places!\Softer!\Your left hand is too loud! How many times I must tell you that?!\Play smoothly there!\Listen to my playing carefully!\Stop that face!!\Huh?\We're not in harmony at all! response:	Don't do it your own way!
context: Softer!\Your left hand is too loud! How many times I must tell you that?!\Play smoothly there!\Listen to my playing carefully!\Stop that face!!\Huh?\We're not in harmony at all!\Don't do it your own way! response:	I don't know why I feel so upset
context: Your left hand is too loud! How many times I must tell you that?!\Play smoothly there!\Listen to my playing carefully!\Stop that face!!\Huh?\We're not in harmony at all!\Don't do it your own way!\I don't know why I feel so upset response:	though I know I was not saying anything wrong
context: Play smoothly there!\Listen to my playing carefully!\Stop that face!!\Huh?\We're not in harmony at all!\Don't do it your own way!\I don't know why I feel so upset\though I know I was not saying anything wrong response:	Don't get excited by yourself then give it up by yourself!
context: Listen to my playing carefully!\Stop that face!!\Huh?\We're not in harmony at all!\Don't do it your own way!\I don't know why I feel so upset\though I know I was not saying anything wrong\Don't get excited by yourself then give it up by yourself! response:	Do you really want to do it or not, stupid!
context: Stop that face!!\Huh?\We're not in harmony at all!\Don't do it your own way!\I don't know why I feel so upset\though I know I was not saying anything wrong\Don't get excited by yourself then give it up by yourself!\Do you really want to do it or not, stupid! response:	This way, I'm no different from Harisen (Harisen = Eto Sensei)
context: Huh?\We're not in harmony at all!\Don't do it your own way!\I don't know why I feel so upset\though I know I was not saying anything wrong\Don't get excited by yourself then give it up by yourself!\Do you really want to do it or not, stupid!\This way, I'm no different from Harisen (Harisen = Eto Sensei) response:	The type of teaching that I abhor, is what I'm exactly doing to her
context: We're not in harmony at all!\Don't do it your own way!\I don't know why I feel so upset\though I know I was not saying anything wrong\Don't get excited by yourself then give it up by yourself!\Do you really want to do it or not, stupid!\This way, I'm no different from Harisen (Harisen = Eto Sensei)\The type of teaching that I abhor, is what I'm exactly doing to her response:	What's wrong?
context: Don't do it your own way!\I don't know why I feel so upset\though I know I was not saying anything wrong\Don't get excited by yourself then give it up by yourself!\Do you really want to do it or not, stupid!\This way, I'm no different from Harisen (Harisen = Eto Sensei)\The type of teaching that I abhor, is what I'm exactly doing to her\What's wrong? response:	Finally I did it to the last part without stumbling... Was there something strange again?
context: I don't know why I feel so upset\though I know I was not saying anything wrong\Don't get excited by yourself then give it up by yourself!\Do you really want to do it or not, stupid!\This way, I'm no different from Harisen (Harisen = Eto Sensei)\The type of teaching that I abhor, is what I'm exactly doing to her\What's wrong?\Finally I did it to the last part without stumbling... Was there something strange again? response:	Strange.
context: though I know I was not saying anything wrong\Don't get excited by yourself then give it up by yourself!\Do you really want to do it or not, stupid!\This way, I'm no different from Harisen (Harisen = Eto Sensei)\The type of teaching that I abhor, is what I'm exactly doing to her\What's wrong?\Finally I did it to the last part without stumbling... Was there something strange again?\Strange. response:	Where?
context: Don't get excited by yourself then give it up by yourself!\Do you really want to do it or not, stupid!\This way, I'm no different from Harisen (Harisen = Eto Sensei)\The type of teaching that I abhor, is what I'm exactly doing to her\What's wrong?\Finally I did it to the last part without stumbling... Was there something strange again?\Strange.\Where? response:	It stinks...
context: Do you really want to do it or not, stupid!\This way, I'm no different from Harisen (Harisen = Eto Sensei)\The type of teaching that I abhor, is what I'm exactly doing to her\What's wrong?\Finally I did it to the last part without stumbling... Was there something strange again?\Strange.\Where?\It stinks... response:	Ha?
context: This way, I'm no different from Harisen (Harisen = Eto Sensei)\The type of teaching that I abhor, is what I'm exactly doing to her\What's wrong?\Finally I did it to the last part without stumbling... Was there something strange again?\Strange.\Where?\It stinks...\Ha? response:	Your head...it stinks!
context: The type of teaching that I abhor, is what I'm exactly doing to her\What's wrong?\Finally I did it to the last part without stumbling... Was there something strange again?\Strange.\Where?\It stinks...\Ha?\Your head...it stinks! response:	HEH!? Is that so?
context: What's wrong?\Finally I did it to the last part without stumbling... Was there something strange again?\Strange.\Where?\It stinks...\Ha?\Your head...it stinks!\HEH!? Is that so? response:	But I've washed it three days ago.
context: Finally I did it to the last part without stumbling... Was there something strange again?\Strange.\Where?\It stinks...\Ha?\Your head...it stinks!\HEH!? Is that so?\But I've washed it three days ago. response:	Three days ago?
context: Strange.\Where?\It stinks...\Ha?\Your head...it stinks!\HEH!? Is that so?\But I've washed it three days ago.\Three days ago? response:	Yes, bath is every other day, shampoo is once every three days... heee
context: Where?\It stinks...\Ha?\Your head...it stinks!\HEH!? Is that so?\But I've washed it three days ago.\Three days ago?\Yes, bath is every other day, shampoo is once every three days... heee response:	I might look dirty, but in fact I like to keep clean, don't I?
context: It stinks...\Ha?\Your head...it stinks!\HEH!? Is that so?\But I've washed it three days ago.\Three days ago?\Yes, bath is every other day, shampoo is once every three days... heee\I might look dirty, but in fact I like to keep clean, don't I? response:	What do you mean by I might look dirty? That's three days without shampooing!
context: Ha?\Your head...it stinks!\HEH!? Is that so?\But I've washed it three days ago.\Three days ago?\Yes, bath is every other day, shampoo is once every three days... heee\I might look dirty, but in fact I like to keep clean, don't I?\What do you mean by I might look dirty? That's three days without shampooing! response:	Stoppp ittt!
context: Your head...it stinks!\HEH!? Is that so?\But I've washed it three days ago.\Three days ago?\Yes, bath is every other day, shampoo is once every three days... heee\I might look dirty, but in fact I like to keep clean, don't I?\What do you mean by I might look dirty? That's three days without shampooing!\Stoppp ittt! response:	What kind of upbringing did you receive?
context: HEH!? Is that so?\But I've washed it three days ago.\Three days ago?\Yes, bath is every other day, shampoo is once every three days... heee\I might look dirty, but in fact I like to keep clean, don't I?\What do you mean by I might look dirty? That's three days without shampooing!\Stoppp ittt!\What kind of upbringing did you receive? response:	Stoppp itt!
context: But I've washed it three days ago.\Three days ago?\Yes, bath is every other day, shampoo is once every three days... heee\I might look dirty, but in fact I like to keep clean, don't I?\What do you mean by I might look dirty? That's three days without shampooing!\Stoppp ittt!\What kind of upbringing did you receive?\Stoppp itt! response:	What am I doing, really?
context: Three days ago?\Yes, bath is every other day, shampoo is once every three days... heee\I might look dirty, but in fact I like to keep clean, don't I?\What do you mean by I might look dirty? That's three days without shampooing!\Stoppp ittt!\What kind of upbringing did you receive?\Stoppp itt!\What am I doing, really? response:	Waaa... I feel good!
context: Yes, bath is every other day, shampoo is once every three days... heee\I might look dirty, but in fact I like to keep clean, don't I?\What do you mean by I might look dirty? That's three days without shampooing!\Stoppp ittt!\What kind of upbringing did you receive?\Stoppp itt!\What am I doing, really?\Waaa... I feel good! response:	Nodame feels like this...
context: I might look dirty, but in fact I like to keep clean, don't I?\What do you mean by I might look dirty? That's three days without shampooing!\Stoppp ittt!\What kind of upbringing did you receive?\Stoppp itt!\What am I doing, really?\Waaa... I feel good!\Nodame feels like this... response:	I feel like this
context: What do you mean by I might look dirty? That's three days without shampooing!\Stoppp ittt!\What kind of upbringing did you receive?\Stoppp itt!\What am I doing, really?\Waaa... I feel good!\Nodame feels like this...\I feel like this response:	A dog? What kind of dog?
context: Stoppp ittt!\What kind of upbringing did you receive?\Stoppp itt!\What am I doing, really?\Waaa... I feel good!\Nodame feels like this...\I feel like this\A dog? What kind of dog? response:	golden retriever? chihuahua? maybe shibaken?
context: What kind of upbringing did you receive?\Stoppp itt!\What am I doing, really?\Waaa... I feel good!\Nodame feels like this...\I feel like this\A dog? What kind of dog?\golden retriever? chihuahua? maybe shibaken? response:	You...
context: Stoppp itt!\What am I doing, really?\Waaa... I feel good!\Nodame feels like this...\I feel like this\A dog? What kind of dog?\golden retriever? chihuahua? maybe shibaken?\You... response:	She resembles Vieira-Sensei
context: What am I doing, really?\Waaa... I feel good!\Nodame feels like this...\I feel like this\A dog? What kind of dog?\golden retriever? chihuahua? maybe shibaken?\You...\She resembles Vieira-Sensei response:	You are weird...
context: Waaa... I feel good!\Nodame feels like this...\I feel like this\A dog? What kind of dog?\golden retriever? chihuahua? maybe shibaken?\You...\She resembles Vieira-Sensei\You are weird... response:	What do you mean?
context: Nodame feels like this...\I feel like this\A dog? What kind of dog?\golden retriever? chihuahua? maybe shibaken?\You...\She resembles Vieira-Sensei\You are weird...\What do you mean? response:	Are you really okay with this? If it's impossible,you may have a few more days
context: I feel like this\A dog? What kind of dog?\golden retriever? chihuahua? maybe shibaken?\You...\She resembles Vieira-Sensei\You are weird...\What do you mean?\Are you really okay with this? If it's impossible,you may have a few more days response:	I promised to do it in three days
context: A dog? What kind of dog?\golden retriever? chihuahua? maybe shibaken?\You...\She resembles Vieira-Sensei\You are weird...\What do you mean?\Are you really okay with this? If it's impossible,you may have a few more days\I promised to do it in three days response:	Eh, Noda-kun is looking at the score!
context: golden retriever? chihuahua? maybe shibaken?\You...\She resembles Vieira-Sensei\You are weird...\What do you mean?\Are you really okay with this? If it's impossible,you may have a few more days\I promised to do it in three days\Eh, Noda-kun is looking at the score! response:	Nodame!
context: You...\She resembles Vieira-Sensei\You are weird...\What do you mean?\Are you really okay with this? If it's impossible,you may have a few more days\I promised to do it in three days\Eh, Noda-kun is looking at the score!\Nodame! response:	For today, you may play it as you like.
context: She resembles Vieira-Sensei\You are weird...\What do you mean?\Are you really okay with this? If it's impossible,you may have a few more days\I promised to do it in three days\Eh, Noda-kun is looking at the score!\Nodame!\For today, you may play it as you like. response:	Senpai...
context: You are weird...\What do you mean?\Are you really okay with this? If it's impossible,you may have a few more days\I promised to do it in three days\Eh, Noda-kun is looking at the score!\Nodame!\For today, you may play it as you like.\Senpai... response:	You just called me Nodame...
context: What do you mean?\Are you really okay with this? If it's impossible,you may have a few more days\I promised to do it in three days\Eh, Noda-kun is looking at the score!\Nodame!\For today, you may play it as you like.\Senpai...\You just called me Nodame... response:	I know... she CERTAINLY has something special...
context: Are you really okay with this? If it's impossible,you may have a few more days\I promised to do it in three days\Eh, Noda-kun is looking at the score!\Nodame!\For today, you may play it as you like.\Senpai...\You just called me Nodame...\I know... she CERTAINLY has something special... response:	Then, who ia able to adjust to her piano is just someone like Ore-Sama! (Ore-Sama = haughty way of saying I)
context: I promised to do it in three days\Eh, Noda-kun is looking at the score!\Nodame!\For today, you may play it as you like.\Senpai...\You just called me Nodame...\I know... she CERTAINLY has something special...\Then, who ia able to adjust to her piano is just someone like Ore-Sama! (Ore-Sama = haughty way of saying I) response:	Up to now it's a perfect unison...
context: Eh, Noda-kun is looking at the score!\Nodame!\For today, you may play it as you like.\Senpai...\You just called me Nodame...\I know... she CERTAINLY has something special...\Then, who ia able to adjust to her piano is just someone like Ore-Sama! (Ore-Sama = haughty way of saying I)\Up to now it's a perfect unison... response:	The problem is after this...
context: Nodame!\For today, you may play it as you like.\Senpai...\You just called me Nodame...\I know... she CERTAINLY has something special...\Then, who ia able to adjust to her piano is just someone like Ore-Sama! (Ore-Sama = haughty way of saying I)\Up to now it's a perfect unison...\The problem is after this... response:	The first piano is most of the time lightly playing the lead...
context: For today, you may play it as you like.\Senpai...\You just called me Nodame...\I know... she CERTAINLY has something special...\Then, who ia able to adjust to her piano is just someone like Ore-Sama! (Ore-Sama = haughty way of saying I)\Up to now it's a perfect unison...\The problem is after this...\The first piano is most of the time lightly playing the lead... response:	It showed up now... that mouth... she's starting to be out of the world...
context: Senpai...\You just called me Nodame...\I know... she CERTAINLY has something special...\Then, who ia able to adjust to her piano is just someone like Ore-Sama! (Ore-Sama = haughty way of saying I)\Up to now it's a perfect unison...\The problem is after this...\The first piano is most of the time lightly playing the lead...\It showed up now... that mouth... she's starting to be out of the world... response:	As soon as I told her that she could do it freely, she really becomes herself...
context: You just called me Nodame...\I know... she CERTAINLY has something special...\Then, who ia able to adjust to her piano is just someone like Ore-Sama! (Ore-Sama = haughty way of saying I)\Up to now it's a perfect unison...\The problem is after this...\The first piano is most of the time lightly playing the lead...\It showed up now... that mouth... she's starting to be out of the world...\As soon as I told her that she could do it freely, she really becomes herself... response:	but I'll show I can keep up with her...
context: I know... she CERTAINLY has something special...\Then, who ia able to adjust to her piano is just someone like Ore-Sama! (Ore-Sama = haughty way of saying I)\Up to now it's a perfect unison...\The problem is after this...\The first piano is most of the time lightly playing the lead...\It showed up now... that mouth... she's starting to be out of the world...\As soon as I told her that she could do it freely, she really becomes herself...\but I'll show I can keep up with her... response:	I already know her habit
context: Then, who ia able to adjust to her piano is just someone like Ore-Sama! (Ore-Sama = haughty way of saying I)\Up to now it's a perfect unison...\The problem is after this...\The first piano is most of the time lightly playing the lead...\It showed up now... that mouth... she's starting to be out of the world...\As soon as I told her that she could do it freely, she really becomes herself...\but I'll show I can keep up with her...\I already know her habit response:	There! She skipped!
context: Up to now it's a perfect unison...\The problem is after this...\The first piano is most of the time lightly playing the lead...\It showed up now... that mouth... she's starting to be out of the world...\As soon as I told her that she could do it freely, she really becomes herself...\but I'll show I can keep up with her...\I already know her habit\There! She skipped! response:	And bounced!
context: The problem is after this...\The first piano is most of the time lightly playing the lead...\It showed up now... that mouth... she's starting to be out of the world...\As soon as I told her that she could do it freely, she really becomes herself...\but I'll show I can keep up with her...\I already know her habit\There! She skipped!\And bounced! response:	In fact I was constantly bothered by her piano
context: The first piano is most of the time lightly playing the lead...\It showed up now... that mouth... she's starting to be out of the world...\As soon as I told her that she could do it freely, she really becomes herself...\but I'll show I can keep up with her...\I already know her habit\There! She skipped!\And bounced!\In fact I was constantly bothered by her piano response:	In the past, Vieira-Sensei once said
context: It showed up now... that mouth... she's starting to be out of the world...\As soon as I told her that she could do it freely, she really becomes herself...\but I'll show I can keep up with her...\I already know her habit\There! She skipped!\And bounced!\In fact I was constantly bothered by her piano\In the past, Vieira-Sensei once said response:	Since then I've been dreaming
context: As soon as I told her that she could do it freely, she really becomes herself...\but I'll show I can keep up with her...\I already know her habit\There! She skipped!\And bounced!\In fact I was constantly bothered by her piano\In the past, Vieira-Sensei once said\Since then I've been dreaming response:	which I gave up until last night
context: but I'll show I can keep up with her...\I already know her habit\There! She skipped!\And bounced!\In fact I was constantly bothered by her piano\In the past, Vieira-Sensei once said\Since then I've been dreaming\which I gave up until last night response:	But now, for sure my body feels a little shiver
context: I already know her habit\There! She skipped!\And bounced!\In fact I was constantly bothered by her piano\In the past, Vieira-Sensei once said\Since then I've been dreaming\which I gave up until last night\But now, for sure my body feels a little shiver response:	Bravo! Bravo!
context: There! She skipped!\And bounced!\In fact I was constantly bothered by her piano\In the past, Vieira-Sensei once said\Since then I've been dreaming\which I gave up until last night\But now, for sure my body feels a little shiver\Bravo! Bravo! response:	Isn't it good Chiaki-kun, it seems that you managed to go over the wall...
context: And bounced!\In fact I was constantly bothered by her piano\In the past, Vieira-Sensei once said\Since then I've been dreaming\which I gave up until last night\But now, for sure my body feels a little shiver\Bravo! Bravo!\Isn't it good Chiaki-kun, it seems that you managed to go over the wall... response:	Eh?
context: In fact I was constantly bothered by her piano\In the past, Vieira-Sensei once said\Since then I've been dreaming\which I gave up until last night\But now, for sure my body feels a little shiver\Bravo! Bravo!\Isn't it good Chiaki-kun, it seems that you managed to go over the wall...\Eh? response:	So it was never about teaching a kouhai, but it was a lesson for me.
context: In the past, Vieira-Sensei once said\Since then I've been dreaming\which I gave up until last night\But now, for sure my body feels a little shiver\Bravo! Bravo!\Isn't it good Chiaki-kun, it seems that you managed to go over the wall...\Eh?\So it was never about teaching a kouhai, but it was a lesson for me. response:	People said Mozart, the genius, composed this one-and-only piano duet piece for the sake of playing it with a gifted pupil.
context: Since then I've been dreaming\which I gave up until last night\But now, for sure my body feels a little shiver\Bravo! Bravo!\Isn't it good Chiaki-kun, it seems that you managed to go over the wall...\Eh?\So it was never about teaching a kouhai, but it was a lesson for me.\People said Mozart, the genius, composed this one-and-only piano duet piece for the sake of playing it with a gifted pupil. response:	However, perhaps by playing along with her he himself wanted to recall how to purely enjoy music
context: which I gave up until last night\But now, for sure my body feels a little shiver\Bravo! Bravo!\Isn't it good Chiaki-kun, it seems that you managed to go over the wall...\Eh?\So it was never about teaching a kouhai, but it was a lesson for me.\People said Mozart, the genius, composed this one-and-only piano duet piece for the sake of playing it with a gifted pupil.\However, perhaps by playing along with her he himself wanted to recall how to purely enjoy music response:	That Raccoon Teacher...
context: But now, for sure my body feels a little shiver\Bravo! Bravo!\Isn't it good Chiaki-kun, it seems that you managed to go over the wall...\Eh?\So it was never about teaching a kouhai, but it was a lesson for me.\People said Mozart, the genius, composed this one-and-only piano duet piece for the sake of playing it with a gifted pupil.\However, perhaps by playing along with her he himself wanted to recall how to purely enjoy music\That Raccoon Teacher... response:	Looking at Senpai's back, I feel my heart thumping.
context: Bravo! Bravo!\Isn't it good Chiaki-kun, it seems that you managed to go over the wall...\Eh?\So it was never about teaching a kouhai, but it was a lesson for me.\People said Mozart, the genius, composed this one-and-only piano duet piece for the sake of playing it with a gifted pupil.\However, perhaps by playing along with her he himself wanted to recall how to purely enjoy music\That Raccoon Teacher...\Looking at Senpai's back, I feel my heart thumping. response:	Could this be...as I thought... falling in love?
context: Isn't it good Chiaki-kun, it seems that you managed to go over the wall...\Eh?\So it was never about teaching a kouhai, but it was a lesson for me.\People said Mozart, the genius, composed this one-and-only piano duet piece for the sake of playing it with a gifted pupil.\However, perhaps by playing along with her he himself wanted to recall how to purely enjoy music\That Raccoon Teacher...\Looking at Senpai's back, I feel my heart thumping.\Could this be...as I thought... falling in love? response:	No! That's wrong! It's definitely wrong!
context: Eh?\So it was never about teaching a kouhai, but it was a lesson for me.\People said Mozart, the genius, composed this one-and-only piano duet piece for the sake of playing it with a gifted pupil.\However, perhaps by playing along with her he himself wanted to recall how to purely enjoy music\That Raccoon Teacher...\Looking at Senpai's back, I feel my heart thumping.\Could this be...as I thought... falling in love?\No! That's wrong! It's definitely wrong! response:	But my heart feels so tight...
context: So it was never about teaching a kouhai, but it was a lesson for me.\People said Mozart, the genius, composed this one-and-only piano duet piece for the sake of playing it with a gifted pupil.\However, perhaps by playing along with her he himself wanted to recall how to purely enjoy music\That Raccoon Teacher...\Looking at Senpai's back, I feel my heart thumping.\Could this be...as I thought... falling in love?\No! That's wrong! It's definitely wrong!\But my heart feels so tight... response:	Today it just happened that the music went well, but normally such playing is not allowed, ok.
context: People said Mozart, the genius, composed this one-and-only piano duet piece for the sake of playing it with a gifted pupil.\However, perhaps by playing along with her he himself wanted to recall how to purely enjoy music\That Raccoon Teacher...\Looking at Senpai's back, I feel my heart thumping.\Could this be...as I thought... falling in love?\No! That's wrong! It's definitely wrong!\But my heart feels so tight...\Today it just happened that the music went well, but normally such playing is not allowed, ok. response:	If you can't play by the score then it's out of the question to take part in competitions!
context: However, perhaps by playing along with her he himself wanted to recall how to purely enjoy music\That Raccoon Teacher...\Looking at Senpai's back, I feel my heart thumping.\Could this be...as I thought... falling in love?\No! That's wrong! It's definitely wrong!\But my heart feels so tight...\Today it just happened that the music went well, but normally such playing is not allowed, ok.\If you can't play by the score then it's out of the question to take part in competitions! response:	Nodame in a competition?
context: That Raccoon Teacher...\Looking at Senpai's back, I feel my heart thumping.\Could this be...as I thought... falling in love?\No! That's wrong! It's definitely wrong!\But my heart feels so tight...\Today it just happened that the music went well, but normally such playing is not allowed, ok.\If you can't play by the score then it's out of the question to take part in competitions!\Nodame in a competition? response:	Eh?
context: Looking at Senpai's back, I feel my heart thumping.\Could this be...as I thought... falling in love?\No! That's wrong! It's definitely wrong!\But my heart feels so tight...\Today it just happened that the music went well, but normally such playing is not allowed, ok.\If you can't play by the score then it's out of the question to take part in competitions!\Nodame in a competition?\Eh? response:	Oh come on! Nodame certainly won't join in any competition.
context: Could this be...as I thought... falling in love?\No! That's wrong! It's definitely wrong!\But my heart feels so tight...\Today it just happened that the music went well, but normally such playing is not allowed, ok.\If you can't play by the score then it's out of the question to take part in competitions!\Nodame in a competition?\Eh?\Oh come on! Nodame certainly won't join in any competition. response:	Then why did you enter Music Academy, and practise everyday?
context: No! That's wrong! It's definitely wrong!\But my heart feels so tight...\Today it just happened that the music went well, but normally such playing is not allowed, ok.\If you can't play by the score then it's out of the question to take part in competitions!\Nodame in a competition?\Eh?\Oh come on! Nodame certainly won't join in any competition.\Then why did you enter Music Academy, and practise everyday? response:	Because Nodame wants to be a kindergarten teacher.
context: But my heart feels so tight...\Today it just happened that the music went well, but normally such playing is not allowed, ok.\If you can't play by the score then it's out of the question to take part in competitions!\Nodame in a competition?\Eh?\Oh come on! Nodame certainly won't join in any competition.\Then why did you enter Music Academy, and practise everyday?\Because Nodame wants to be a kindergarten teacher. response:	Is that your dream?
context: Today it just happened that the music went well, but normally such playing is not allowed, ok.\If you can't play by the score then it's out of the question to take part in competitions!\Nodame in a competition?\Eh?\Oh come on! Nodame certainly won't join in any competition.\Then why did you enter Music Academy, and practise everyday?\Because Nodame wants to be a kindergarten teacher.\Is that your dream? response:	Yes!
context: If you can't play by the score then it's out of the question to take part in competitions!\Nodame in a competition?\Eh?\Oh come on! Nodame certainly won't join in any competition.\Then why did you enter Music Academy, and practise everyday?\Because Nodame wants to be a kindergarten teacher.\Is that your dream?\Yes! response:	My beloved Vieira-Sensei,
context: Nodame in a competition?\Eh?\Oh come on! Nodame certainly won't join in any competition.\Then why did you enter Music Academy, and practise everyday?\Because Nodame wants to be a kindergarten teacher.\Is that your dream?\Yes!\My beloved Vieira-Sensei, response:	it seems that in Japan there is an amazing person as well
context: Eh?\Oh come on! Nodame certainly won't join in any competition.\Then why did you enter Music Academy, and practise everyday?\Because Nodame wants to be a kindergarten teacher.\Is that your dream?\Yes!\My beloved Vieira-Sensei,\it seems that in Japan there is an amazing person as well response:	There are more things I can still do here
context: Oh come on! Nodame certainly won't join in any competition.\Then why did you enter Music Academy, and practise everyday?\Because Nodame wants to be a kindergarten teacher.\Is that your dream?\Yes!\My beloved Vieira-Sensei,\it seems that in Japan there is an amazing person as well\There are more things I can still do here response:	Application to change divisions
