context: My brother, my brother... response:	My brother, my brother...
context: I'm going to apply to Suimei High!\What?!\If I get into Suimei High, I can be with you.\Then, you can look after me like you look after Mashiro-san, right?\It'll be the birth of Yuko Duty!\Shiina-san, did you give Yuko ideas?\I gave her my everything.\That sounds impressive! response:	It's not that impressive.
context: What?!\If I get into Suimei High, I can be with you.\Then, you can look after me like you look after Mashiro-san, right?\It'll be the birth of Yuko Duty!\Shiina-san, did you give Yuko ideas?\I gave her my everything.\That sounds impressive!\It's not that impressive. response:	Yuko-chan, good luck on your exams.
context: If I get into Suimei High, I can be with you.\Then, you can look after me like you look after Mashiro-san, right?\It'll be the birth of Yuko Duty!\Shiina-san, did you give Yuko ideas?\I gave her my everything.\That sounds impressive!\It's not that impressive.\Yuko-chan, good luck on your exams. response:	Why are you acting so casual about this?!
context: Then, you can look after me like you look after Mashiro-san, right?\It'll be the birth of Yuko Duty!\Shiina-san, did you give Yuko ideas?\I gave her my everything.\That sounds impressive!\It's not that impressive.\Yuko-chan, good luck on your exams.\Why are you acting so casual about this?! response:	Nanami-san, I won't let you have my brother!
context: It'll be the birth of Yuko Duty!\Shiina-san, did you give Yuko ideas?\I gave her my everything.\That sounds impressive!\It's not that impressive.\Yuko-chan, good luck on your exams.\Why are you acting so casual about this?!\Nanami-san, I won't let you have my brother! response:	What?
context: Shiina-san, did you give Yuko ideas?\I gave her my everything.\That sounds impressive!\It's not that impressive.\Yuko-chan, good luck on your exams.\Why are you acting so casual about this?!\Nanami-san, I won't let you have my brother!\What? response:	I know!
context: I gave her my everything.\That sounds impressive!\It's not that impressive.\Yuko-chan, good luck on your exams.\Why are you acting so casual about this?!\Nanami-san, I won't let you have my brother!\What?\I know! response:	Mashiro-san needs my brother because she can't take care of herself.
context: That sounds impressive!\It's not that impressive.\Yuko-chan, good luck on your exams.\Why are you acting so casual about this?!\Nanami-san, I won't let you have my brother!\What?\I know!\Mashiro-san needs my brother because she can't take care of herself. response:	But for a responsible girl like you, Nanami-san, my brother is special
context: It's not that impressive.\Yuko-chan, good luck on your exams.\Why are you acting so casual about this?!\Nanami-san, I won't let you have my brother!\What?\I know!\Mashiro-san needs my brother because she can't take care of herself.\But for a responsible girl like you, Nanami-san, my brother is special response:	Th-That's not really what I...
context: Yuko-chan, good luck on your exams.\Why are you acting so casual about this?!\Nanami-san, I won't let you have my brother!\What?\I know!\Mashiro-san needs my brother because she can't take care of herself.\But for a responsible girl like you, Nanami-san, my brother is special\Th-That's not really what I... response:	Well, anyway, let's go home.
context: Why are you acting so casual about this?!\Nanami-san, I won't let you have my brother!\What?\I know!\Mashiro-san needs my brother because she can't take care of herself.\But for a responsible girl like you, Nanami-san, my brother is special\Th-That's not really what I...\Well, anyway, let's go home. response:	HQ Driving School: Looking For Students
context: Nanami-san, I won't let you have my brother!\What?\I know!\Mashiro-san needs my brother because she can't take care of herself.\But for a responsible girl like you, Nanami-san, my brother is special\Th-That's not really what I...\Well, anyway, let's go home.\HQ Driving School: Looking For Students response:	You know, I haven't seen Misaki-senpai recently.
context: What?\I know!\Mashiro-san needs my brother because she can't take care of herself.\But for a responsible girl like you, Nanami-san, my brother is special\Th-That's not really what I...\Well, anyway, let's go home.\HQ Driving School: Looking For Students\You know, I haven't seen Misaki-senpai recently. response:	We did it, Nancy!
context: I know!\Mashiro-san needs my brother because she can't take care of herself.\But for a responsible girl like you, Nanami-san, my brother is special\Th-That's not really what I...\Well, anyway, let's go home.\HQ Driving School: Looking For Students\You know, I haven't seen Misaki-senpai recently.\We did it, Nancy! response:	Please... stop...
context: Mashiro-san needs my brother because she can't take care of herself.\But for a responsible girl like you, Nanami-san, my brother is special\Th-That's not really what I...\Well, anyway, let's go home.\HQ Driving School: Looking For Students\You know, I haven't seen Misaki-senpai recently.\We did it, Nancy!\Please... stop... response:	A swimsuit episode?
context: But for a responsible girl like you, Nanami-san, my brother is special\Th-That's not really what I...\Well, anyway, let's go home.\HQ Driving School: Looking For Students\You know, I haven't seen Misaki-senpai recently.\We did it, Nancy!\Please... stop...\A swimsuit episode? response:	It'll be worth seeing how many frames...
context: Th-That's not really what I...\Well, anyway, let's go home.\HQ Driving School: Looking For Students\You know, I haven't seen Misaki-senpai recently.\We did it, Nancy!\Please... stop...\A swimsuit episode?\It'll be worth seeing how many frames... response:	are dedicated to bouncing breasts.
context: Well, anyway, let's go home.\HQ Driving School: Looking For Students\You know, I haven't seen Misaki-senpai recently.\We did it, Nancy!\Please... stop...\A swimsuit episode?\It'll be worth seeing how many frames...\are dedicated to bouncing breasts. response:	Sorata-sama, are you prepared for monumental nosebleeds?
