context: Them! response:	Oracion Seis!
context: It would be difficult for anything to change that.\If you keep that in mind, you should be able to get back on your feet any number of times.\Right.\Please let me enter, Your Holiness.\I have urgent news that must reach the archbishop's ears!\I'm afraid that I cannot let even you in, Duke Byro.\Right now, the only person who may have an audience with the archbishop is me, Rapowant.\I shall pass along your message. response:	Every second counts!
context: If you keep that in mind, you should be able to get back on your feet any number of times.\Right.\Please let me enter, Your Holiness.\I have urgent news that must reach the archbishop's ears!\I'm afraid that I cannot let even you in, Duke Byro.\Right now, the only person who may have an audience with the archbishop is me, Rapowant.\I shall pass along your message.\Every second counts! response:	The Infinity Clock was stolen by Oracion Seis!
context: Right.\Please let me enter, Your Holiness.\I have urgent news that must reach the archbishop's ears!\I'm afraid that I cannot let even you in, Duke Byro.\Right now, the only person who may have an audience with the archbishop is me, Rapowant.\I shall pass along your message.\Every second counts!\The Infinity Clock was stolen by Oracion Seis! response:	They're going to...
context: Please let me enter, Your Holiness.\I have urgent news that must reach the archbishop's ears!\I'm afraid that I cannot let even you in, Duke Byro.\Right now, the only person who may have an audience with the archbishop is me, Rapowant.\I shall pass along your message.\Every second counts!\The Infinity Clock was stolen by Oracion Seis!\They're going to... response:	I am well aware of that already.
context: I have urgent news that must reach the archbishop's ears!\I'm afraid that I cannot let even you in, Duke Byro.\Right now, the only person who may have an audience with the archbishop is me, Rapowant.\I shall pass along your message.\Every second counts!\The Infinity Clock was stolen by Oracion Seis!\They're going to...\I am well aware of that already. response:	Don't lose your head.
context: I'm afraid that I cannot let even you in, Duke Byro.\Right now, the only person who may have an audience with the archbishop is me, Rapowant.\I shall pass along your message.\Every second counts!\The Infinity Clock was stolen by Oracion Seis!\They're going to...\I am well aware of that already.\Don't lose your head. response:	How does he already know?
context: Right now, the only person who may have an audience with the archbishop is me, Rapowant.\I shall pass along your message.\Every second counts!\The Infinity Clock was stolen by Oracion Seis!\They're going to...\I am well aware of that already.\Don't lose your head.\How does he already know? response:	Surprise!
context: I shall pass along your message.\Every second counts!\The Infinity Clock was stolen by Oracion Seis!\They're going to...\I am well aware of that already.\Don't lose your head.\How does he already know?\Surprise! response:	Cardinal Rapowant...
context: Every second counts!\The Infinity Clock was stolen by Oracion Seis!\They're going to...\I am well aware of that already.\Don't lose your head.\How does he already know?\Surprise!\Cardinal Rapowant... response:	I don't like his type. For one thing, you never know what he's thinking.
context: The Infinity Clock was stolen by Oracion Seis!\They're going to...\I am well aware of that already.\Don't lose your head.\How does he already know?\Surprise!\Cardinal Rapowant...\I don't like his type. For one thing, you never know what he's thinking. response:	It seems the archbishop plucked him, an influential person, from the local parish,
context: They're going to...\I am well aware of that already.\Don't lose your head.\How does he already know?\Surprise!\Cardinal Rapowant...\I don't like his type. For one thing, you never know what he's thinking.\It seems the archbishop plucked him, an influential person, from the local parish, response:	but I just can't bring myself to trust him.
context: I am well aware of that already.\Don't lose your head.\How does he already know?\Surprise!\Cardinal Rapowant...\I don't like his type. For one thing, you never know what he's thinking.\It seems the archbishop plucked him, an influential person, from the local parish,\but I just can't bring myself to trust him. response:	What did His Grace say in response?!
context: Don't lose your head.\How does he already know?\Surprise!\Cardinal Rapowant...\I don't like his type. For one thing, you never know what he's thinking.\It seems the archbishop plucked him, an influential person, from the local parish,\but I just can't bring myself to trust him.\What did His Grace say in response?! response:	He gave Legion a new duty.
context: How does he already know?\Surprise!\Cardinal Rapowant...\I don't like his type. For one thing, you never know what he's thinking.\It seems the archbishop plucked him, an influential person, from the local parish,\but I just can't bring myself to trust him.\What did His Grace say in response?!\He gave Legion a new duty. response:	Princess! I'm scared!
context: Surprise!\Cardinal Rapowant...\I don't like his type. For one thing, you never know what he's thinking.\It seems the archbishop plucked him, an influential person, from the local parish,\but I just can't bring myself to trust him.\What did His Grace say in response?!\He gave Legion a new duty.\Princess! I'm scared! response:	Coco... You betrayed Legion.
context: Cardinal Rapowant...\I don't like his type. For one thing, you never know what he's thinking.\It seems the archbishop plucked him, an influential person, from the local parish,\but I just can't bring myself to trust him.\What did His Grace say in response?!\He gave Legion a new duty.\Princess! I'm scared!\Coco... You betrayed Legion. response:	Your Holiness!
context: I don't like his type. For one thing, you never know what he's thinking.\It seems the archbishop plucked him, an influential person, from the local parish,\but I just can't bring myself to trust him.\What did His Grace say in response?!\He gave Legion a new duty.\Princess! I'm scared!\Coco... You betrayed Legion.\Your Holiness! response:	Apparently, you turned your back on the faith while a member of Legion.
context: It seems the archbishop plucked him, an influential person, from the local parish,\but I just can't bring myself to trust him.\What did His Grace say in response?!\He gave Legion a new duty.\Princess! I'm scared!\Coco... You betrayed Legion.\Your Holiness!\Apparently, you turned your back on the faith while a member of Legion. response:	Are you prepared to face the consequences?
context: but I just can't bring myself to trust him.\What did His Grace say in response?!\He gave Legion a new duty.\Princess! I'm scared!\Coco... You betrayed Legion.\Your Holiness!\Apparently, you turned your back on the faith while a member of Legion.\Are you prepared to face the consequences? response:	You can do what you want.
context: What did His Grace say in response?!\He gave Legion a new duty.\Princess! I'm scared!\Coco... You betrayed Legion.\Your Holiness!\Apparently, you turned your back on the faith while a member of Legion.\Are you prepared to face the consequences?\You can do what you want. response:	I have no regrets!
context: He gave Legion a new duty.\Princess! I'm scared!\Coco... You betrayed Legion.\Your Holiness!\Apparently, you turned your back on the faith while a member of Legion.\Are you prepared to face the consequences?\You can do what you want.\I have no regrets! response:	That sound...!
context: Princess! I'm scared!\Coco... You betrayed Legion.\Your Holiness!\Apparently, you turned your back on the faith while a member of Legion.\Are you prepared to face the consequences?\You can do what you want.\I have no regrets!\That sound...! response:	The Infinity Clock!
context: Coco... You betrayed Legion.\Your Holiness!\Apparently, you turned your back on the faith while a member of Legion.\Are you prepared to face the consequences?\You can do what you want.\I have no regrets!\That sound...!\The Infinity Clock! response:	It's ringin' out from somewhere!
context: Your Holiness!\Apparently, you turned your back on the faith while a member of Legion.\Are you prepared to face the consequences?\You can do what you want.\I have no regrets!\That sound...!\The Infinity Clock!\It's ringin' out from somewhere! response:	I wonder what the infinity part of the Infinity Clock is...
context: Apparently, you turned your back on the faith while a member of Legion.\Are you prepared to face the consequences?\You can do what you want.\I have no regrets!\That sound...!\The Infinity Clock!\It's ringin' out from somewhere!\I wonder what the infinity part of the Infinity Clock is... response:	If we knew that, we wouldn't have come this far lookin' for it!
context: Are you prepared to face the consequences?\You can do what you want.\I have no regrets!\That sound...!\The Infinity Clock!\It's ringin' out from somewhere!\I wonder what the infinity part of the Infinity Clock is...\If we knew that, we wouldn't have come this far lookin' for it! response:	I think it's fish!
context: You can do what you want.\I have no regrets!\That sound...!\The Infinity Clock!\It's ringin' out from somewhere!\I wonder what the infinity part of the Infinity Clock is...\If we knew that, we wouldn't have come this far lookin' for it!\I think it's fish! response:	It's not fish, it's a clock!
context: I have no regrets!\That sound...!\The Infinity Clock!\It's ringin' out from somewhere!\I wonder what the infinity part of the Infinity Clock is...\If we knew that, we wouldn't have come this far lookin' for it!\I think it's fish!\It's not fish, it's a clock! response:	That's not what I mean. When the doors open, there's fish inside
context: That sound...!\The Infinity Clock!\It's ringin' out from somewhere!\I wonder what the infinity part of the Infinity Clock is...\If we knew that, we wouldn't have come this far lookin' for it!\I think it's fish!\It's not fish, it's a clock!\That's not what I mean. When the doors open, there's fish inside response:	and no matter how many you take out, there are more in there, so it's an Infinity Fish Clock!
context: The Infinity Clock!\It's ringin' out from somewhere!\I wonder what the infinity part of the Infinity Clock is...\If we knew that, we wouldn't have come this far lookin' for it!\I think it's fish!\It's not fish, it's a clock!\That's not what I mean. When the doors open, there's fish inside\and no matter how many you take out, there are more in there, so it's an Infinity Fish Clock! response:	When did it become a fish clock?!
context: It's ringin' out from somewhere!\I wonder what the infinity part of the Infinity Clock is...\If we knew that, we wouldn't have come this far lookin' for it!\I think it's fish!\It's not fish, it's a clock!\That's not what I mean. When the doors open, there's fish inside\and no matter how many you take out, there are more in there, so it's an Infinity Fish Clock!\When did it become a fish clock?! response:	Next time: Hunt Down the Infinity Clock!
context: I wonder what the infinity part of the Infinity Clock is...\If we knew that, we wouldn't have come this far lookin' for it!\I think it's fish!\It's not fish, it's a clock!\That's not what I mean. When the doors open, there's fish inside\and no matter how many you take out, there are more in there, so it's an Infinity Fish Clock!\When did it become a fish clock?!\Next time: Hunt Down the Infinity Clock! response:	Then what do you think it is, Natsu?
context: If we knew that, we wouldn't have come this far lookin' for it!\I think it's fish!\It's not fish, it's a clock!\That's not what I mean. When the doors open, there's fish inside\and no matter how many you take out, there are more in there, so it's an Infinity Fish Clock!\When did it become a fish clock?!\Next time: Hunt Down the Infinity Clock!\Then what do you think it is, Natsu? response:	Inside the clock is another clock and so on and so on!
context: I think it's fish!\It's not fish, it's a clock!\That's not what I mean. When the doors open, there's fish inside\and no matter how many you take out, there are more in there, so it's an Infinity Fish Clock!\When did it become a fish clock?!\Next time: Hunt Down the Infinity Clock!\Then what do you think it is, Natsu?\Inside the clock is another clock and so on and so on! response:	That part's infinite?!
