context: Your Majesty... response:	Jiu'er.
context: you'll still have an impression of that person and fall in love with her again\even after drinking the amnesia potion.\You really do relate to him very well.\I've always been devoted to His Highness.\Everyone in the Nine Heavens knows that.\I definitely can relate to him.\By the way, does High God know that for the past 300 years\His Highness has been trying to gather response:	Su Su's energy with the Soul-gathering Lamp?
context: even after drinking the amnesia potion.\You really do relate to him very well.\I've always been devoted to His Highness.\Everyone in the Nine Heavens knows that.\I definitely can relate to him.\By the way, does High God know that for the past 300 years\His Highness has been trying to gather\Su Su's energy with the Soul-gathering Lamp? response:	I certainly knew about that.
context: You really do relate to him very well.\I've always been devoted to His Highness.\Everyone in the Nine Heavens knows that.\I definitely can relate to him.\By the way, does High God know that for the past 300 years\His Highness has been trying to gather\Su Su's energy with the Soul-gathering Lamp?\I certainly knew about that. response:	Su Jin, among the younger generation, you're the most understanding of all.
context: I've always been devoted to His Highness.\Everyone in the Nine Heavens knows that.\I definitely can relate to him.\By the way, does High God know that for the past 300 years\His Highness has been trying to gather\Su Su's energy with the Soul-gathering Lamp?\I certainly knew about that.\Su Jin, among the younger generation, you're the most understanding of all. response:	This figurine is very well-made.
context: Everyone in the Nine Heavens knows that.\I definitely can relate to him.\By the way, does High God know that for the past 300 years\His Highness has been trying to gather\Su Su's energy with the Soul-gathering Lamp?\I certainly knew about that.\Su Jin, among the younger generation, you're the most understanding of all.\This figurine is very well-made. response:	You made quite an effort.
context: I definitely can relate to him.\By the way, does High God know that for the past 300 years\His Highness has been trying to gather\Su Su's energy with the Soul-gathering Lamp?\I certainly knew about that.\Su Jin, among the younger generation, you're the most understanding of all.\This figurine is very well-made.\You made quite an effort. response:	It's saved me much trouble now that she's caring for Ye Hua.
context: By the way, does High God know that for the past 300 years\His Highness has been trying to gather\Su Su's energy with the Soul-gathering Lamp?\I certainly knew about that.\Su Jin, among the younger generation, you're the most understanding of all.\This figurine is very well-made.\You made quite an effort.\It's saved me much trouble now that she's caring for Ye Hua. response:	When Ye Hua returns to his immortal self and blames you for it
context: His Highness has been trying to gather\Su Su's energy with the Soul-gathering Lamp?\I certainly knew about that.\Su Jin, among the younger generation, you're the most understanding of all.\This figurine is very well-made.\You made quite an effort.\It's saved me much trouble now that she's caring for Ye Hua.\When Ye Hua returns to his immortal self and blames you for it response:	I'll put in a few good words for you.
context: Su Su's energy with the Soul-gathering Lamp?\I certainly knew about that.\Su Jin, among the younger generation, you're the most understanding of all.\This figurine is very well-made.\You made quite an effort.\It's saved me much trouble now that she's caring for Ye Hua.\When Ye Hua returns to his immortal self and blames you for it\I'll put in a few good words for you. response:	Thank you, High God.
context: I certainly knew about that.\Su Jin, among the younger generation, you're the most understanding of all.\This figurine is very well-made.\You made quite an effort.\It's saved me much trouble now that she's caring for Ye Hua.\When Ye Hua returns to his immortal self and blames you for it\I'll put in a few good words for you.\Thank you, High God. response:	I'll take my leave now.
context: Su Jin, among the younger generation, you're the most understanding of all.\This figurine is very well-made.\You made quite an effort.\It's saved me much trouble now that she's caring for Ye Hua.\When Ye Hua returns to his immortal self and blames you for it\I'll put in a few good words for you.\Thank you, High God.\I'll take my leave now. response:	Ye Hua, I asked you that night if you remembered who I was.
context: This figurine is very well-made.\You made quite an effort.\It's saved me much trouble now that she's caring for Ye Hua.\When Ye Hua returns to his immortal self and blames you for it\I'll put in a few good words for you.\Thank you, High God.\I'll take my leave now.\Ye Hua, I asked you that night if you remembered who I was. response:	You didn't even recognize me...
context: You made quite an effort.\It's saved me much trouble now that she's caring for Ye Hua.\When Ye Hua returns to his immortal self and blames you for it\I'll put in a few good words for you.\Thank you, High God.\I'll take my leave now.\Ye Hua, I asked you that night if you remembered who I was.\You didn't even recognize me... response:	But even after taking the amnesia potion
context: It's saved me much trouble now that she's caring for Ye Hua.\When Ye Hua returns to his immortal self and blames you for it\I'll put in a few good words for you.\Thank you, High God.\I'll take my leave now.\Ye Hua, I asked you that night if you remembered who I was.\You didn't even recognize me...\But even after taking the amnesia potion response:	you still can't forget A-Li's mortal mother?
context: When Ye Hua returns to his immortal self and blames you for it\I'll put in a few good words for you.\Thank you, High God.\I'll take my leave now.\Ye Hua, I asked you that night if you remembered who I was.\You didn't even recognize me...\But even after taking the amnesia potion\you still can't forget A-Li's mortal mother? response:	I thought you were at Kunlun Mountain.
context: I'll put in a few good words for you.\Thank you, High God.\I'll take my leave now.\Ye Hua, I asked you that night if you remembered who I was.\You didn't even recognize me...\But even after taking the amnesia potion\you still can't forget A-Li's mortal mother?\I thought you were at Kunlun Mountain. response:	What brings you to the Peach Tree Woods so suddenly?
context: Thank you, High God.\I'll take my leave now.\Ye Hua, I asked you that night if you remembered who I was.\You didn't even recognize me...\But even after taking the amnesia potion\you still can't forget A-Li's mortal mother?\I thought you were at Kunlun Mountain.\What brings you to the Peach Tree Woods so suddenly? response:	Fourth Brother, did you know A-Li's mortal mother?
context: I'll take my leave now.\Ye Hua, I asked you that night if you remembered who I was.\You didn't even recognize me...\But even after taking the amnesia potion\you still can't forget A-Li's mortal mother?\I thought you were at Kunlun Mountain.\What brings you to the Peach Tree Woods so suddenly?\Fourth Brother, did you know A-Li's mortal mother? response:	I've heard about her from Zhe Yan.
context: Ye Hua, I asked you that night if you remembered who I was.\You didn't even recognize me...\But even after taking the amnesia potion\you still can't forget A-Li's mortal mother?\I thought you were at Kunlun Mountain.\What brings you to the Peach Tree Woods so suddenly?\Fourth Brother, did you know A-Li's mortal mother?\I've heard about her from Zhe Yan. response:	He met that mortal once in the Celestial Palace.
context: You didn't even recognize me...\But even after taking the amnesia potion\you still can't forget A-Li's mortal mother?\I thought you were at Kunlun Mountain.\What brings you to the Peach Tree Woods so suddenly?\Fourth Brother, did you know A-Li's mortal mother?\I've heard about her from Zhe Yan.\He met that mortal once in the Celestial Palace. response:	It's said that she died young and left behind the Imperial great-grandson.
context: But even after taking the amnesia potion\you still can't forget A-Li's mortal mother?\I thought you were at Kunlun Mountain.\What brings you to the Peach Tree Woods so suddenly?\Fourth Brother, did you know A-Li's mortal mother?\I've heard about her from Zhe Yan.\He met that mortal once in the Celestial Palace.\It's said that she died young and left behind the Imperial great-grandson. response:	What is it?
context: you still can't forget A-Li's mortal mother?\I thought you were at Kunlun Mountain.\What brings you to the Peach Tree Woods so suddenly?\Fourth Brother, did you know A-Li's mortal mother?\I've heard about her from Zhe Yan.\He met that mortal once in the Celestial Palace.\It's said that she died young and left behind the Imperial great-grandson.\What is it? response:	Have you not asked Ye Hua about her?
context: I thought you were at Kunlun Mountain.\What brings you to the Peach Tree Woods so suddenly?\Fourth Brother, did you know A-Li's mortal mother?\I've heard about her from Zhe Yan.\He met that mortal once in the Celestial Palace.\It's said that she died young and left behind the Imperial great-grandson.\What is it?\Have you not asked Ye Hua about her? response:	Since I learned that Ye Hua was once in love with a mortal
context: What brings you to the Peach Tree Woods so suddenly?\Fourth Brother, did you know A-Li's mortal mother?\I've heard about her from Zhe Yan.\He met that mortal once in the Celestial Palace.\It's said that she died young and left behind the Imperial great-grandson.\What is it?\Have you not asked Ye Hua about her?\Since I learned that Ye Hua was once in love with a mortal response:	I didn't want to bring it up, so I've never asked him about her.
context: Fourth Brother, did you know A-Li's mortal mother?\I've heard about her from Zhe Yan.\He met that mortal once in the Celestial Palace.\It's said that she died young and left behind the Imperial great-grandson.\What is it?\Have you not asked Ye Hua about her?\Since I learned that Ye Hua was once in love with a mortal\I didn't want to bring it up, so I've never asked him about her. response:	She's already dead. Why would it matter?
context: I've heard about her from Zhe Yan.\He met that mortal once in the Celestial Palace.\It's said that she died young and left behind the Imperial great-grandson.\What is it?\Have you not asked Ye Hua about her?\Since I learned that Ye Hua was once in love with a mortal\I didn't want to bring it up, so I've never asked him about her.\She's already dead. Why would it matter? response:	I also find it meaningless to be mad at a dead person.
context: He met that mortal once in the Celestial Palace.\It's said that she died young and left behind the Imperial great-grandson.\What is it?\Have you not asked Ye Hua about her?\Since I learned that Ye Hua was once in love with a mortal\I didn't want to bring it up, so I've never asked him about her.\She's already dead. Why would it matter?\I also find it meaningless to be mad at a dead person. response:	Then why do you still have such a long face?
context: It's said that she died young and left behind the Imperial great-grandson.\What is it?\Have you not asked Ye Hua about her?\Since I learned that Ye Hua was once in love with a mortal\I didn't want to bring it up, so I've never asked him about her.\She's already dead. Why would it matter?\I also find it meaningless to be mad at a dead person.\Then why do you still have such a long face? response:	Fourth Brother.
context: What is it?\Have you not asked Ye Hua about her?\Since I learned that Ye Hua was once in love with a mortal\I didn't want to bring it up, so I've never asked him about her.\She's already dead. Why would it matter?\I also find it meaningless to be mad at a dead person.\Then why do you still have such a long face?\Fourth Brother. response:	When Ye Hua told me that he liked me, I just took it as it was.
context: Have you not asked Ye Hua about her?\Since I learned that Ye Hua was once in love with a mortal\I didn't want to bring it up, so I've never asked him about her.\She's already dead. Why would it matter?\I also find it meaningless to be mad at a dead person.\Then why do you still have such a long face?\Fourth Brother.\When Ye Hua told me that he liked me, I just took it as it was. response:	I never wondered why he fell for me of all female deities in the realms.
context: Since I learned that Ye Hua was once in love with a mortal\I didn't want to bring it up, so I've never asked him about her.\She's already dead. Why would it matter?\I also find it meaningless to be mad at a dead person.\Then why do you still have such a long face?\Fourth Brother.\When Ye Hua told me that he liked me, I just took it as it was.\I never wondered why he fell for me of all female deities in the realms. response:	If he fell for you, then that was it.
context: I didn't want to bring it up, so I've never asked him about her.\She's already dead. Why would it matter?\I also find it meaningless to be mad at a dead person.\Then why do you still have such a long face?\Fourth Brother.\When Ye Hua told me that he liked me, I just took it as it was.\I never wondered why he fell for me of all female deities in the realms.\If he fell for you, then that was it. response:	How can love be figured out easily?
context: She's already dead. Why would it matter?\I also find it meaningless to be mad at a dead person.\Then why do you still have such a long face?\Fourth Brother.\When Ye Hua told me that he liked me, I just took it as it was.\I never wondered why he fell for me of all female deities in the realms.\If he fell for you, then that was it.\How can love be figured out easily? response:	Lord Dong Hua knows that he and Feng Jiu can never be together
context: I also find it meaningless to be mad at a dead person.\Then why do you still have such a long face?\Fourth Brother.\When Ye Hua told me that he liked me, I just took it as it was.\I never wondered why he fell for me of all female deities in the realms.\If he fell for you, then that was it.\How can love be figured out easily?\Lord Dong Hua knows that he and Feng Jiu can never be together response:	so why would he still get involved with her in the Mortal Realm?
context: Then why do you still have such a long face?\Fourth Brother.\When Ye Hua told me that he liked me, I just took it as it was.\I never wondered why he fell for me of all female deities in the realms.\If he fell for you, then that was it.\How can love be figured out easily?\Lord Dong Hua knows that he and Feng Jiu can never be together\so why would he still get involved with her in the Mortal Realm? response:	You're right.
context: Fourth Brother.\When Ye Hua told me that he liked me, I just took it as it was.\I never wondered why he fell for me of all female deities in the realms.\If he fell for you, then that was it.\How can love be figured out easily?\Lord Dong Hua knows that he and Feng Jiu can never be together\so why would he still get involved with her in the Mortal Realm?\You're right. response:	But then later, I also fell in love with Ye Hua.
context: When Ye Hua told me that he liked me, I just took it as it was.\I never wondered why he fell for me of all female deities in the realms.\If he fell for you, then that was it.\How can love be figured out easily?\Lord Dong Hua knows that he and Feng Jiu can never be together\so why would he still get involved with her in the Mortal Realm?\You're right.\But then later, I also fell in love with Ye Hua. response:	We're in love with each other
context: I never wondered why he fell for me of all female deities in the realms.\If he fell for you, then that was it.\How can love be figured out easily?\Lord Dong Hua knows that he and Feng Jiu can never be together\so why would he still get involved with her in the Mortal Realm?\You're right.\But then later, I also fell in love with Ye Hua.\We're in love with each other response:	so I never thought of asking him about her.
context: If he fell for you, then that was it.\How can love be figured out easily?\Lord Dong Hua knows that he and Feng Jiu can never be together\so why would he still get involved with her in the Mortal Realm?\You're right.\But then later, I also fell in love with Ye Hua.\We're in love with each other\so I never thought of asking him about her. response:	Now that I think about it carefully
context: How can love be figured out easily?\Lord Dong Hua knows that he and Feng Jiu can never be together\so why would he still get involved with her in the Mortal Realm?\You're right.\But then later, I also fell in love with Ye Hua.\We're in love with each other\so I never thought of asking him about her.\Now that I think about it carefully response:	he mistook me for Riceball's mother when we first met in the Eastern Sea.
context: Lord Dong Hua knows that he and Feng Jiu can never be together\so why would he still get involved with her in the Mortal Realm?\You're right.\But then later, I also fell in love with Ye Hua.\We're in love with each other\so I never thought of asking him about her.\Now that I think about it carefully\he mistook me for Riceball's mother when we first met in the Eastern Sea. response:	Fourth Brother.
context: so why would he still get involved with her in the Mortal Realm?\You're right.\But then later, I also fell in love with Ye Hua.\We're in love with each other\so I never thought of asking him about her.\Now that I think about it carefully\he mistook me for Riceball's mother when we first met in the Eastern Sea.\Fourth Brother. response:	If Ye Hua only fell for me because I resemble Riceball's mother
context: You're right.\But then later, I also fell in love with Ye Hua.\We're in love with each other\so I never thought of asking him about her.\Now that I think about it carefully\he mistook me for Riceball's mother when we first met in the Eastern Sea.\Fourth Brother.\If Ye Hua only fell for me because I resemble Riceball's mother response:	am I nothing more than her substitute?
context: But then later, I also fell in love with Ye Hua.\We're in love with each other\so I never thought of asking him about her.\Now that I think about it carefully\he mistook me for Riceball's mother when we first met in the Eastern Sea.\Fourth Brother.\If Ye Hua only fell for me because I resemble Riceball's mother\am I nothing more than her substitute? response:	Ye Hua has been in love with that mortal for 300 years.
context: We're in love with each other\so I never thought of asking him about her.\Now that I think about it carefully\he mistook me for Riceball's mother when we first met in the Eastern Sea.\Fourth Brother.\If Ye Hua only fell for me because I resemble Riceball's mother\am I nothing more than her substitute?\Ye Hua has been in love with that mortal for 300 years. response:	For centuries, he's been so devoted to her and he's never once faltered.
context: so I never thought of asking him about her.\Now that I think about it carefully\he mistook me for Riceball's mother when we first met in the Eastern Sea.\Fourth Brother.\If Ye Hua only fell for me because I resemble Riceball's mother\am I nothing more than her substitute?\Ye Hua has been in love with that mortal for 300 years.\For centuries, he's been so devoted to her and he's never once faltered. response:	Why would he suddenly fall in love with me right after we met?
context: Now that I think about it carefully\he mistook me for Riceball's mother when we first met in the Eastern Sea.\Fourth Brother.\If Ye Hua only fell for me because I resemble Riceball's mother\am I nothing more than her substitute?\Ye Hua has been in love with that mortal for 300 years.\For centuries, he's been so devoted to her and he's never once faltered.\Why would he suddenly fall in love with me right after we met? response:	I've only seen Ye Hua a few times.
context: he mistook me for Riceball's mother when we first met in the Eastern Sea.\Fourth Brother.\If Ye Hua only fell for me because I resemble Riceball's mother\am I nothing more than her substitute?\Ye Hua has been in love with that mortal for 300 years.\For centuries, he's been so devoted to her and he's never once faltered.\Why would he suddenly fall in love with me right after we met?\I've only seen Ye Hua a few times. response:	You should know him better than I do.
context: Fourth Brother.\If Ye Hua only fell for me because I resemble Riceball's mother\am I nothing more than her substitute?\Ye Hua has been in love with that mortal for 300 years.\For centuries, he's been so devoted to her and he's never once faltered.\Why would he suddenly fall in love with me right after we met?\I've only seen Ye Hua a few times.\You should know him better than I do. response:	Can't you sense whether his love for you is real or not?
context: If Ye Hua only fell for me because I resemble Riceball's mother\am I nothing more than her substitute?\Ye Hua has been in love with that mortal for 300 years.\For centuries, he's been so devoted to her and he's never once faltered.\Why would he suddenly fall in love with me right after we met?\I've only seen Ye Hua a few times.\You should know him better than I do.\Can't you sense whether his love for you is real or not? response:	If I hadn't seen Ye Hua so intimate with the figurine
context: am I nothing more than her substitute?\Ye Hua has been in love with that mortal for 300 years.\For centuries, he's been so devoted to her and he's never once faltered.\Why would he suddenly fall in love with me right after we met?\I've only seen Ye Hua a few times.\You should know him better than I do.\Can't you sense whether his love for you is real or not?\If I hadn't seen Ye Hua so intimate with the figurine response:	that resembles Riceball's mother...
context: Ye Hua has been in love with that mortal for 300 years.\For centuries, he's been so devoted to her and he's never once faltered.\Why would he suddenly fall in love with me right after we met?\I've only seen Ye Hua a few times.\You should know him better than I do.\Can't you sense whether his love for you is real or not?\If I hadn't seen Ye Hua so intimate with the figurine\that resembles Riceball's mother... response:	I could perhaps still lie to myself that he was true to me.
context: For centuries, he's been so devoted to her and he's never once faltered.\Why would he suddenly fall in love with me right after we met?\I've only seen Ye Hua a few times.\You should know him better than I do.\Can't you sense whether his love for you is real or not?\If I hadn't seen Ye Hua so intimate with the figurine\that resembles Riceball's mother...\I could perhaps still lie to myself that he was true to me. response:	I love Ye Hua for who he is.
context: Why would he suddenly fall in love with me right after we met?\I've only seen Ye Hua a few times.\You should know him better than I do.\Can't you sense whether his love for you is real or not?\If I hadn't seen Ye Hua so intimate with the figurine\that resembles Riceball's mother...\I could perhaps still lie to myself that he was true to me.\I love Ye Hua for who he is. response:	But if Ye Hua only loves me because I resemble Riceball's mother...
context: I've only seen Ye Hua a few times.\You should know him better than I do.\Can't you sense whether his love for you is real or not?\If I hadn't seen Ye Hua so intimate with the figurine\that resembles Riceball's mother...\I could perhaps still lie to myself that he was true to me.\I love Ye Hua for who he is.\But if Ye Hua only loves me because I resemble Riceball's mother... response:	and he transferred his love for her to me...
context: You should know him better than I do.\Can't you sense whether his love for you is real or not?\If I hadn't seen Ye Hua so intimate with the figurine\that resembles Riceball's mother...\I could perhaps still lie to myself that he was true to me.\I love Ye Hua for who he is.\But if Ye Hua only loves me because I resemble Riceball's mother...\and he transferred his love for her to me... response:	I can't accept such feelings.
context: Can't you sense whether his love for you is real or not?\If I hadn't seen Ye Hua so intimate with the figurine\that resembles Riceball's mother...\I could perhaps still lie to myself that he was true to me.\I love Ye Hua for who he is.\But if Ye Hua only loves me because I resemble Riceball's mother...\and he transferred his love for her to me...\I can't accept such feelings. response:	You still haven't lived long enough.
context: If I hadn't seen Ye Hua so intimate with the figurine\that resembles Riceball's mother...\I could perhaps still lie to myself that he was true to me.\I love Ye Hua for who he is.\But if Ye Hua only loves me because I resemble Riceball's mother...\and he transferred his love for her to me...\I can't accept such feelings.\You still haven't lived long enough. response:	What is the point in digging into such matters?
context: that resembles Riceball's mother...\I could perhaps still lie to myself that he was true to me.\I love Ye Hua for who he is.\But if Ye Hua only loves me because I resemble Riceball's mother...\and he transferred his love for her to me...\I can't accept such feelings.\You still haven't lived long enough.\What is the point in digging into such matters? response:	Give it some thought.
context: I could perhaps still lie to myself that he was true to me.\I love Ye Hua for who he is.\But if Ye Hua only loves me because I resemble Riceball's mother...\and he transferred his love for her to me...\I can't accept such feelings.\You still haven't lived long enough.\What is the point in digging into such matters?\Give it some thought. response:	How does Ye Hua treat you?
context: I love Ye Hua for who he is.\But if Ye Hua only loves me because I resemble Riceball's mother...\and he transferred his love for her to me...\I can't accept such feelings.\You still haven't lived long enough.\What is the point in digging into such matters?\Give it some thought.\How does Ye Hua treat you? response:	Give it some more thought.
context: But if Ye Hua only loves me because I resemble Riceball's mother...\and he transferred his love for her to me...\I can't accept such feelings.\You still haven't lived long enough.\What is the point in digging into such matters?\Give it some thought.\How does Ye Hua treat you?\Give it some more thought. response:	What's the point of holding this against a dead person?
context: and he transferred his love for her to me...\I can't accept such feelings.\You still haven't lived long enough.\What is the point in digging into such matters?\Give it some thought.\How does Ye Hua treat you?\Give it some more thought.\What's the point of holding this against a dead person? response:	Yes.
context: I can't accept such feelings.\You still haven't lived long enough.\What is the point in digging into such matters?\Give it some thought.\How does Ye Hua treat you?\Give it some more thought.\What's the point of holding this against a dead person?\Yes. response:	I shouldn't have been so muddleheaded.
context: You still haven't lived long enough.\What is the point in digging into such matters?\Give it some thought.\How does Ye Hua treat you?\Give it some more thought.\What's the point of holding this against a dead person?\Yes.\I shouldn't have been so muddleheaded. response:	Qian Qian!
context: What is the point in digging into such matters?\Give it some thought.\How does Ye Hua treat you?\Give it some more thought.\What's the point of holding this against a dead person?\Yes.\I shouldn't have been so muddleheaded.\Qian Qian! response:	Hey, what's the matter?
context: Give it some thought.\How does Ye Hua treat you?\Give it some more thought.\What's the point of holding this against a dead person?\Yes.\I shouldn't have been so muddleheaded.\Qian Qian!\Hey, what's the matter? response:	Why did her mood changed so quickly?
context: How does Ye Hua treat you?\Give it some more thought.\What's the point of holding this against a dead person?\Yes.\I shouldn't have been so muddleheaded.\Qian Qian!\Hey, what's the matter?\Why did her mood changed so quickly? response:	Isn't everything going well? She's getting married soon.
context: Give it some more thought.\What's the point of holding this against a dead person?\Yes.\I shouldn't have been so muddleheaded.\Qian Qian!\Hey, what's the matter?\Why did her mood changed so quickly?\Isn't everything going well? She's getting married soon. response:	She was giggling every day because her mentor returned.
context: What's the point of holding this against a dead person?\Yes.\I shouldn't have been so muddleheaded.\Qian Qian!\Hey, what's the matter?\Why did her mood changed so quickly?\Isn't everything going well? She's getting married soon.\She was giggling every day because her mentor returned. response:	The Celestial Tribe really is Qing Qiu's nemesis.
context: Yes.\I shouldn't have been so muddleheaded.\Qian Qian!\Hey, what's the matter?\Why did her mood changed so quickly?\Isn't everything going well? She's getting married soon.\She was giggling every day because her mentor returned.\The Celestial Tribe really is Qing Qiu's nemesis. response:	What is it?
context: I shouldn't have been so muddleheaded.\Qian Qian!\Hey, what's the matter?\Why did her mood changed so quickly?\Isn't everything going well? She's getting married soon.\She was giggling every day because her mentor returned.\The Celestial Tribe really is Qing Qiu's nemesis.\What is it? response:	What happened?
context: Qian Qian!\Hey, what's the matter?\Why did her mood changed so quickly?\Isn't everything going well? She's getting married soon.\She was giggling every day because her mentor returned.\The Celestial Tribe really is Qing Qiu's nemesis.\What is it?\What happened? response:	I don't know.
context: Hey, what's the matter?\Why did her mood changed so quickly?\Isn't everything going well? She's getting married soon.\She was giggling every day because her mentor returned.\The Celestial Tribe really is Qing Qiu's nemesis.\What is it?\What happened?\I don't know. response:	I can't figure out relationships.
context: Why did her mood changed so quickly?\Isn't everything going well? She's getting married soon.\She was giggling every day because her mentor returned.\The Celestial Tribe really is Qing Qiu's nemesis.\What is it?\What happened?\I don't know.\I can't figure out relationships. response:	You're right about that.
context: Isn't everything going well? She's getting married soon.\She was giggling every day because her mentor returned.\The Celestial Tribe really is Qing Qiu's nemesis.\What is it?\What happened?\I don't know.\I can't figure out relationships.\You're right about that. response:	Just let them figure things out.
context: She was giggling every day because her mentor returned.\The Celestial Tribe really is Qing Qiu's nemesis.\What is it?\What happened?\I don't know.\I can't figure out relationships.\You're right about that.\Just let them figure things out. response:	Take the medication.
context: The Celestial Tribe really is Qing Qiu's nemesis.\What is it?\What happened?\I don't know.\I can't figure out relationships.\You're right about that.\Just let them figure things out.\Take the medication. response:	I brewed it for six to eight hours.
context: What is it?\What happened?\I don't know.\I can't figure out relationships.\You're right about that.\Just let them figure things out.\Take the medication.\I brewed it for six to eight hours. response:	More medication?
context: What happened?\I don't know.\I can't figure out relationships.\You're right about that.\Just let them figure things out.\Take the medication.\I brewed it for six to eight hours.\More medication? response:	Could you have added something particularly bitter in it
context: I don't know.\I can't figure out relationships.\You're right about that.\Just let them figure things out.\Take the medication.\I brewed it for six to eight hours.\More medication?\Could you have added something particularly bitter in it response:	to get back at me for defeating you at chess in Kunlun Mountain?
context: I can't figure out relationships.\You're right about that.\Just let them figure things out.\Take the medication.\I brewed it for six to eight hours.\More medication?\Could you have added something particularly bitter in it\to get back at me for defeating you at chess in Kunlun Mountain? response:	Zhen...
context: You're right about that.\Just let them figure things out.\Take the medication.\I brewed it for six to eight hours.\More medication?\Could you have added something particularly bitter in it\to get back at me for defeating you at chess in Kunlun Mountain?\Zhen... response:	Ever since you were old enough
context: Just let them figure things out.\Take the medication.\I brewed it for six to eight hours.\More medication?\Could you have added something particularly bitter in it\to get back at me for defeating you at chess in Kunlun Mountain?\Zhen...\Ever since you were old enough response:	this is how you've reacted to taking medication.
context: Take the medication.\I brewed it for six to eight hours.\More medication?\Could you have added something particularly bitter in it\to get back at me for defeating you at chess in Kunlun Mountain?\Zhen...\Ever since you were old enough\this is how you've reacted to taking medication. response:	You always accuse me of adding something bitter.
context: I brewed it for six to eight hours.\More medication?\Could you have added something particularly bitter in it\to get back at me for defeating you at chess in Kunlun Mountain?\Zhen...\Ever since you were old enough\this is how you've reacted to taking medication.\You always accuse me of adding something bitter. response:	I went out of my way to get you the best candied peach blossoms
context: More medication?\Could you have added something particularly bitter in it\to get back at me for defeating you at chess in Kunlun Mountain?\Zhen...\Ever since you were old enough\this is how you've reacted to taking medication.\You always accuse me of adding something bitter.\I went out of my way to get you the best candied peach blossoms response:	from the disciples of Kunlun Mountain.
context: Could you have added something particularly bitter in it\to get back at me for defeating you at chess in Kunlun Mountain?\Zhen...\Ever since you were old enough\this is how you've reacted to taking medication.\You always accuse me of adding something bitter.\I went out of my way to get you the best candied peach blossoms\from the disciples of Kunlun Mountain. response:	Are you trying to trick me like some one-year-old?
context: to get back at me for defeating you at chess in Kunlun Mountain?\Zhen...\Ever since you were old enough\this is how you've reacted to taking medication.\You always accuse me of adding something bitter.\I went out of my way to get you the best candied peach blossoms\from the disciples of Kunlun Mountain.\Are you trying to trick me like some one-year-old? response:	Medication with candied blossoms?
context: Zhen...\Ever since you were old enough\this is how you've reacted to taking medication.\You always accuse me of adding something bitter.\I went out of my way to get you the best candied peach blossoms\from the disciples of Kunlun Mountain.\Are you trying to trick me like some one-year-old?\Medication with candied blossoms? response:	This is so good.
context: Ever since you were old enough\this is how you've reacted to taking medication.\You always accuse me of adding something bitter.\I went out of my way to get you the best candied peach blossoms\from the disciples of Kunlun Mountain.\Are you trying to trick me like some one-year-old?\Medication with candied blossoms?\This is so good. response:	Your Highness, how did it go?
context: this is how you've reacted to taking medication.\You always accuse me of adding something bitter.\I went out of my way to get you the best candied peach blossoms\from the disciples of Kunlun Mountain.\Are you trying to trick me like some one-year-old?\Medication with candied blossoms?\This is so good.\Your Highness, how did it go? response:	When Bai Qian saw that figurine with Ye Hua
context: You always accuse me of adding something bitter.\I went out of my way to get you the best candied peach blossoms\from the disciples of Kunlun Mountain.\Are you trying to trick me like some one-year-old?\Medication with candied blossoms?\This is so good.\Your Highness, how did it go?\When Bai Qian saw that figurine with Ye Hua response:	she seemed to be calm but she can't fool me.
context: I went out of my way to get you the best candied peach blossoms\from the disciples of Kunlun Mountain.\Are you trying to trick me like some one-year-old?\Medication with candied blossoms?\This is so good.\Your Highness, how did it go?\When Bai Qian saw that figurine with Ye Hua\she seemed to be calm but she can't fool me. response:	I've finally found her weakness.
context: from the disciples of Kunlun Mountain.\Are you trying to trick me like some one-year-old?\Medication with candied blossoms?\This is so good.\Your Highness, how did it go?\When Bai Qian saw that figurine with Ye Hua\she seemed to be calm but she can't fool me.\I've finally found her weakness. response:	It's just a matter of time before she leaves His Highness.
context: Are you trying to trick me like some one-year-old?\Medication with candied blossoms?\This is so good.\Your Highness, how did it go?\When Bai Qian saw that figurine with Ye Hua\she seemed to be calm but she can't fool me.\I've finally found her weakness.\It's just a matter of time before she leaves His Highness. response:	Congratulations, Your Highness.
context: Medication with candied blossoms?\This is so good.\Your Highness, how did it go?\When Bai Qian saw that figurine with Ye Hua\she seemed to be calm but she can't fool me.\I've finally found her weakness.\It's just a matter of time before she leaves His Highness.\Congratulations, Your Highness. response:	Bring me some hot tea.
context: This is so good.\Your Highness, how did it go?\When Bai Qian saw that figurine with Ye Hua\she seemed to be calm but she can't fool me.\I've finally found her weakness.\It's just a matter of time before she leaves His Highness.\Congratulations, Your Highness.\Bring me some hot tea. response:	Yes.
context: Your Highness, how did it go?\When Bai Qian saw that figurine with Ye Hua\she seemed to be calm but she can't fool me.\I've finally found her weakness.\It's just a matter of time before she leaves His Highness.\Congratulations, Your Highness.\Bring me some hot tea.\Yes. response:	Auntie, would you like to have your meal?
context: When Bai Qian saw that figurine with Ye Hua\she seemed to be calm but she can't fool me.\I've finally found her weakness.\It's just a matter of time before she leaves His Highness.\Congratulations, Your Highness.\Bring me some hot tea.\Yes.\Auntie, would you like to have your meal? response:	Not a day goes by that do I not hate you.
context: she seemed to be calm but she can't fool me.\I've finally found her weakness.\It's just a matter of time before she leaves His Highness.\Congratulations, Your Highness.\Bring me some hot tea.\Yes.\Auntie, would you like to have your meal?\Not a day goes by that do I not hate you. response:	But perhaps today I don't.
