context: It's short! response:	Nice cover.
context: Kei!\What are you doing here, Nii-chan?\Though I knew.\I came here to see my younger brother fight bravely, of course!\Though it looks like you're not going to die from that.\What do you mean, die?\Even if I'm alive, I'm being pretty useless when it matters most.\Though, after five sets, I'm pretty tired, so it's sort of nice to be able to rest. response:	Even though my hand hurts.
context: What are you doing here, Nii-chan?\Though I knew.\I came here to see my younger brother fight bravely, of course!\Though it looks like you're not going to die from that.\What do you mean, die?\Even if I'm alive, I'm being pretty useless when it matters most.\Though, after five sets, I'm pretty tired, so it's sort of nice to be able to rest.\Even though my hand hurts. response:	My teammates will win, even if I leave them alone.
context: Though I knew.\I came here to see my younger brother fight bravely, of course!\Though it looks like you're not going to die from that.\What do you mean, die?\Even if I'm alive, I'm being pretty useless when it matters most.\Though, after five sets, I'm pretty tired, so it's sort of nice to be able to rest.\Even though my hand hurts.\My teammates will win, even if I leave them alone. response:	You just have to believe that.
context: I came here to see my younger brother fight bravely, of course!\Though it looks like you're not going to die from that.\What do you mean, die?\Even if I'm alive, I'm being pretty useless when it matters most.\Though, after five sets, I'm pretty tired, so it's sort of nice to be able to rest.\Even though my hand hurts.\My teammates will win, even if I leave them alone.\You just have to believe that. response:	Don't worry.
context: Though it looks like you're not going to die from that.\What do you mean, die?\Even if I'm alive, I'm being pretty useless when it matters most.\Though, after five sets, I'm pretty tired, so it's sort of nice to be able to rest.\Even though my hand hurts.\My teammates will win, even if I leave them alone.\You just have to believe that.\Don't worry. response:	You won't have to worry about going back just to see them lose.
context: What do you mean, die?\Even if I'm alive, I'm being pretty useless when it matters most.\Though, after five sets, I'm pretty tired, so it's sort of nice to be able to rest.\Even though my hand hurts.\My teammates will win, even if I leave them alone.\You just have to believe that.\Don't worry.\You won't have to worry about going back just to see them lose. response:	Japanese National High School Volleyball Tournament
context: Even if I'm alive, I'm being pretty useless when it matters most.\Though, after five sets, I'm pretty tired, so it's sort of nice to be able to rest.\Even though my hand hurts.\My teammates will win, even if I leave them alone.\You just have to believe that.\Don't worry.\You won't have to worry about going back just to see them lose.\Japanese National High School Volleyball Tournament response:	To think that Tsukishima's able to make those kinds of faces now...
context: Though, after five sets, I'm pretty tired, so it's sort of nice to be able to rest.\Even though my hand hurts.\My teammates will win, even if I leave them alone.\You just have to believe that.\Don't worry.\You won't have to worry about going back just to see them lose.\Japanese National High School Volleyball Tournament\To think that Tsukishima's able to make those kinds of faces now... response:	If we don't show them what we're made of now,
context: Even though my hand hurts.\My teammates will win, even if I leave them alone.\You just have to believe that.\Don't worry.\You won't have to worry about going back just to see them lose.\Japanese National High School Volleyball Tournament\To think that Tsukishima's able to make those kinds of faces now...\If we don't show them what we're made of now, response:	when the hell are we supposed to show it?
context: My teammates will win, even if I leave them alone.\You just have to believe that.\Don't worry.\You won't have to worry about going back just to see them lose.\Japanese National High School Volleyball Tournament\To think that Tsukishima's able to make those kinds of faces now...\If we don't show them what we're made of now,\when the hell are we supposed to show it? response:	Bring it.
context: You just have to believe that.\Don't worry.\You won't have to worry about going back just to see them lose.\Japanese National High School Volleyball Tournament\To think that Tsukishima's able to make those kinds of faces now...\If we don't show them what we're made of now,\when the hell are we supposed to show it?\Bring it. response:	Bring it.
context: Don't worry.\You won't have to worry about going back just to see them lose.\Japanese National High School Volleyball Tournament\To think that Tsukishima's able to make those kinds of faces now...\If we don't show them what we're made of now,\when the hell are we supposed to show it?\Bring it.\Bring it. response:	Bring it.
context: You won't have to worry about going back just to see them lose.\Japanese National High School Volleyball Tournament\To think that Tsukishima's able to make those kinds of faces now...\If we don't show them what we're made of now,\when the hell are we supposed to show it?\Bring it.\Bring it.\Bring it. response:	Bring it!
context: Japanese National High School Volleyball Tournament\To think that Tsukishima's able to make those kinds of faces now...\If we don't show them what we're made of now,\when the hell are we supposed to show it?\Bring it.\Bring it.\Bring it.\Bring it! response:	Nice, Daichi!
context: To think that Tsukishima's able to make those kinds of faces now...\If we don't show them what we're made of now,\when the hell are we supposed to show it?\Bring it.\Bring it.\Bring it.\Bring it!\Nice, Daichi! response:	Center!
context: If we don't show them what we're made of now,\when the hell are we supposed to show it?\Bring it.\Bring it.\Bring it.\Bring it!\Nice, Daichi!\Center! response:	He's doing that again!
context: when the hell are we supposed to show it?\Bring it.\Bring it.\Bring it.\Bring it!\Nice, Daichi!\Center!\He's doing that again! response:	I hate dumps... because I'm scared of them.
context: Bring it.\Bring it.\Bring it.\Bring it!\Nice, Daichi!\Center!\He's doing that again!\I hate dumps... because I'm scared of them. response:	It's the same with spikes.
context: Bring it.\Bring it.\Bring it!\Nice, Daichi!\Center!\He's doing that again!\I hate dumps... because I'm scared of them.\It's the same with spikes. response:	Thinking about missing if I had the nerve to poke my nose
context: Bring it.\Bring it!\Nice, Daichi!\Center!\He's doing that again!\I hate dumps... because I'm scared of them.\It's the same with spikes.\Thinking about missing if I had the nerve to poke my nose response:	into something other than my usual job... I can't risk it.
context: Bring it!\Nice, Daichi!\Center!\He's doing that again!\I hate dumps... because I'm scared of them.\It's the same with spikes.\Thinking about missing if I had the nerve to poke my nose\into something other than my usual job... I can't risk it. response:	Fly
context: Nice, Daichi!\Center!\He's doing that again!\I hate dumps... because I'm scared of them.\It's the same with spikes.\Thinking about missing if I had the nerve to poke my nose\into something other than my usual job... I can't risk it.\Fly response:	But...
context: Center!\He's doing that again!\I hate dumps... because I'm scared of them.\It's the same with spikes.\Thinking about missing if I had the nerve to poke my nose\into something other than my usual job... I can't risk it.\Fly\But... response:	There'll be no victory without risks, either.
context: He's doing that again!\I hate dumps... because I'm scared of them.\It's the same with spikes.\Thinking about missing if I had the nerve to poke my nose\into something other than my usual job... I can't risk it.\Fly\But...\There'll be no victory without risks, either. response:	Karasuno is only Karasuno when we're persistently attacking!
context: I hate dumps... because I'm scared of them.\It's the same with spikes.\Thinking about missing if I had the nerve to poke my nose\into something other than my usual job... I can't risk it.\Fly\But...\There'll be no victory without risks, either.\Karasuno is only Karasuno when we're persistently attacking! response:	Right!
context: It's the same with spikes.\Thinking about missing if I had the nerve to poke my nose\into something other than my usual job... I can't risk it.\Fly\But...\There'll be no victory without risks, either.\Karasuno is only Karasuno when we're persistently attacking!\Right! response:	Synchronized attack: all!
context: Thinking about missing if I had the nerve to poke my nose\into something other than my usual job... I can't risk it.\Fly\But...\There'll be no victory without risks, either.\Karasuno is only Karasuno when we're persistently attacking!\Right!\Synchronized attack: all! response:	Go!
context: into something other than my usual job... I can't risk it.\Fly\But...\There'll be no victory without risks, either.\Karasuno is only Karasuno when we're persistently attacking!\Right!\Synchronized attack: all!\Go! response:	Don't come to our team, Tendo!
context: Fly\But...\There'll be no victory without risks, either.\Karasuno is only Karasuno when we're persistently attacking!\Right!\Synchronized attack: all!\Go!\Don't come to our team, Tendo! response:	Monsters aren't allowed on human teams!
context: But...\There'll be no victory without risks, either.\Karasuno is only Karasuno when we're persistently attacking!\Right!\Synchronized attack: all!\Go!\Don't come to our team, Tendo!\Monsters aren't allowed on human teams! response:	Yeah, he does look like a monster.
context: There'll be no victory without risks, either.\Karasuno is only Karasuno when we're persistently attacking!\Right!\Synchronized attack: all!\Go!\Don't come to our team, Tendo!\Monsters aren't allowed on human teams!\Yeah, he does look like a monster. response:	Good job reading that, Satori.
context: Karasuno is only Karasuno when we're persistently attacking!\Right!\Synchronized attack: all!\Go!\Don't come to our team, Tendo!\Monsters aren't allowed on human teams!\Yeah, he does look like a monster.\Good job reading that, Satori. response:	Yeah, it was just a hunch.
context: Right!\Synchronized attack: all!\Go!\Don't come to our team, Tendo!\Monsters aren't allowed on human teams!\Yeah, he does look like a monster.\Good job reading that, Satori.\Yeah, it was just a hunch. response:	Ever since I saw that expression,
context: Synchronized attack: all!\Go!\Don't come to our team, Tendo!\Monsters aren't allowed on human teams!\Yeah, he does look like a monster.\Good job reading that, Satori.\Yeah, it was just a hunch.\Ever since I saw that expression, response:	I couldn't be satisfied with just a one touch anymore...
context: Go!\Don't come to our team, Tendo!\Monsters aren't allowed on human teams!\Yeah, he does look like a monster.\Good job reading that, Satori.\Yeah, it was just a hunch.\Ever since I saw that expression,\I couldn't be satisfied with just a one touch anymore... response:	Tendo, what are you doing?
context: Don't come to our team, Tendo!\Monsters aren't allowed on human teams!\Yeah, he does look like a monster.\Good job reading that, Satori.\Yeah, it was just a hunch.\Ever since I saw that expression,\I couldn't be satisfied with just a one touch anymore...\Tendo, what are you doing? response:	Look, isn't my old hairstyle super fashionable?
context: Monsters aren't allowed on human teams!\Yeah, he does look like a monster.\Good job reading that, Satori.\Yeah, it was just a hunch.\Ever since I saw that expression,\I couldn't be satisfied with just a one touch anymore...\Tendo, what are you doing?\Look, isn't my old hairstyle super fashionable? response:	Whoa, what? Seriously? It's the same as Tsutomu's!
context: Yeah, he does look like a monster.\Good job reading that, Satori.\Yeah, it was just a hunch.\Ever since I saw that expression,\I couldn't be satisfied with just a one touch anymore...\Tendo, what are you doing?\Look, isn't my old hairstyle super fashionable?\Whoa, what? Seriously? It's the same as Tsutomu's! response:	Did you call?
context: Good job reading that, Satori.\Yeah, it was just a hunch.\Ever since I saw that expression,\I couldn't be satisfied with just a one touch anymore...\Tendo, what are you doing?\Look, isn't my old hairstyle super fashionable?\Whoa, what? Seriously? It's the same as Tsutomu's!\Did you call? response:	Don't look! You'll end up wanting to shave your head!
context: Yeah, it was just a hunch.\Ever since I saw that expression,\I couldn't be satisfied with just a one touch anymore...\Tendo, what are you doing?\Look, isn't my old hairstyle super fashionable?\Whoa, what? Seriously? It's the same as Tsutomu's!\Did you call?\Don't look! You'll end up wanting to shave your head! response:	Episode 08: An Annoying Guy
context: Ever since I saw that expression,\I couldn't be satisfied with just a one touch anymore...\Tendo, what are you doing?\Look, isn't my old hairstyle super fashionable?\Whoa, what? Seriously? It's the same as Tsutomu's!\Did you call?\Don't look! You'll end up wanting to shave your head!\Episode 08: An Annoying Guy response:	Next time on Haikyu!! : An Annoying Guy.
