context: As far as he is concerned response:	your eyesight didn't hold much significance to begin with.
context: and to place the unity of the four seas\and the hearts of those around the world above all else.\To preside over the East Palace\and to place the unity of the four seas\and the hearts of those around the world above all else.\- Congratulations, Crown Prince. - Congratulations, Crown Prince.\Your Highness!\Your Highness, Crown Prince's investiture is today. response:	I heard the maids of Xiwu Palace say Heavenly Lord had already issued a decree
context: and the hearts of those around the world above all else.\To preside over the East Palace\and to place the unity of the four seas\and the hearts of those around the world above all else.\- Congratulations, Crown Prince. - Congratulations, Crown Prince.\Your Highness!\Your Highness, Crown Prince's investiture is today.\I heard the maids of Xiwu Palace say Heavenly Lord had already issued a decree response:	that after the investiture, Consort Su Jin is to be...
context: To preside over the East Palace\and to place the unity of the four seas\and the hearts of those around the world above all else.\- Congratulations, Crown Prince. - Congratulations, Crown Prince.\Your Highness!\Your Highness, Crown Prince's investiture is today.\I heard the maids of Xiwu Palace say Heavenly Lord had already issued a decree\that after the investiture, Consort Su Jin is to be... response:	bestowed to Crown Prince.
context: and to place the unity of the four seas\and the hearts of those around the world above all else.\- Congratulations, Crown Prince. - Congratulations, Crown Prince.\Your Highness!\Your Highness, Crown Prince's investiture is today.\I heard the maids of Xiwu Palace say Heavenly Lord had already issued a decree\that after the investiture, Consort Su Jin is to be...\bestowed to Crown Prince. response:	It was to happen sooner or later.
context: and the hearts of those around the world above all else.\- Congratulations, Crown Prince. - Congratulations, Crown Prince.\Your Highness!\Your Highness, Crown Prince's investiture is today.\I heard the maids of Xiwu Palace say Heavenly Lord had already issued a decree\that after the investiture, Consort Su Jin is to be...\bestowed to Crown Prince.\It was to happen sooner or later. response:	But Consort Su Jin and Your Highness have an outstanding grudge.
context: - Congratulations, Crown Prince. - Congratulations, Crown Prince.\Your Highness!\Your Highness, Crown Prince's investiture is today.\I heard the maids of Xiwu Palace say Heavenly Lord had already issued a decree\that after the investiture, Consort Su Jin is to be...\bestowed to Crown Prince.\It was to happen sooner or later.\But Consort Su Jin and Your Highness have an outstanding grudge. response:	I'm afraid if she enters Xiwu Palace, she will make your life difficult.
context: Your Highness!\Your Highness, Crown Prince's investiture is today.\I heard the maids of Xiwu Palace say Heavenly Lord had already issued a decree\that after the investiture, Consort Su Jin is to be...\bestowed to Crown Prince.\It was to happen sooner or later.\But Consort Su Jin and Your Highness have an outstanding grudge.\I'm afraid if she enters Xiwu Palace, she will make your life difficult. response:	It won't be difficult.
context: Your Highness, Crown Prince's investiture is today.\I heard the maids of Xiwu Palace say Heavenly Lord had already issued a decree\that after the investiture, Consort Su Jin is to be...\bestowed to Crown Prince.\It was to happen sooner or later.\But Consort Su Jin and Your Highness have an outstanding grudge.\I'm afraid if she enters Xiwu Palace, she will make your life difficult.\It won't be difficult. response:	I don't have much to do with Xiwu Palace anyway.
context: I heard the maids of Xiwu Palace say Heavenly Lord had already issued a decree\that after the investiture, Consort Su Jin is to be...\bestowed to Crown Prince.\It was to happen sooner or later.\But Consort Su Jin and Your Highness have an outstanding grudge.\I'm afraid if she enters Xiwu Palace, she will make your life difficult.\It won't be difficult.\I don't have much to do with Xiwu Palace anyway. response:	Your Highness, if Crown Prince heard that, he would be displeased.
context: that after the investiture, Consort Su Jin is to be...\bestowed to Crown Prince.\It was to happen sooner or later.\But Consort Su Jin and Your Highness have an outstanding grudge.\I'm afraid if she enters Xiwu Palace, she will make your life difficult.\It won't be difficult.\I don't have much to do with Xiwu Palace anyway.\Your Highness, if Crown Prince heard that, he would be displeased. response:	Don't say it in the future.
context: bestowed to Crown Prince.\It was to happen sooner or later.\But Consort Su Jin and Your Highness have an outstanding grudge.\I'm afraid if she enters Xiwu Palace, she will make your life difficult.\It won't be difficult.\I don't have much to do with Xiwu Palace anyway.\Your Highness, if Crown Prince heard that, he would be displeased.\Don't say it in the future. response:	Nai Nai, why do I hear thunder?
context: It was to happen sooner or later.\But Consort Su Jin and Your Highness have an outstanding grudge.\I'm afraid if she enters Xiwu Palace, she will make your life difficult.\It won't be difficult.\I don't have much to do with Xiwu Palace anyway.\Your Highness, if Crown Prince heard that, he would be displeased.\Don't say it in the future.\Nai Nai, why do I hear thunder? response:	That is... in celebration for the Crown Prince.
context: But Consort Su Jin and Your Highness have an outstanding grudge.\I'm afraid if she enters Xiwu Palace, she will make your life difficult.\It won't be difficult.\I don't have much to do with Xiwu Palace anyway.\Your Highness, if Crown Prince heard that, he would be displeased.\Don't say it in the future.\Nai Nai, why do I hear thunder?\That is... in celebration for the Crown Prince. response:	Your Highness, what is the matter?
context: I'm afraid if she enters Xiwu Palace, she will make your life difficult.\It won't be difficult.\I don't have much to do with Xiwu Palace anyway.\Your Highness, if Crown Prince heard that, he would be displeased.\Don't say it in the future.\Nai Nai, why do I hear thunder?\That is... in celebration for the Crown Prince.\Your Highness, what is the matter? response:	I might be going into labor.
context: It won't be difficult.\I don't have much to do with Xiwu Palace anyway.\Your Highness, if Crown Prince heard that, he would be displeased.\Don't say it in the future.\Nai Nai, why do I hear thunder?\That is... in celebration for the Crown Prince.\Your Highness, what is the matter?\I might be going into labor. response:	I'll find the Crown Prince.
context: I don't have much to do with Xiwu Palace anyway.\Your Highness, if Crown Prince heard that, he would be displeased.\Don't say it in the future.\Nai Nai, why do I hear thunder?\That is... in celebration for the Crown Prince.\Your Highness, what is the matter?\I might be going into labor.\I'll find the Crown Prince. response:	- I'll find the Crown Prince! - Don't go, Nai Nai.
context: Your Highness, if Crown Prince heard that, he would be displeased.\Don't say it in the future.\Nai Nai, why do I hear thunder?\That is... in celebration for the Crown Prince.\Your Highness, what is the matter?\I might be going into labor.\I'll find the Crown Prince.\- I'll find the Crown Prince! - Don't go, Nai Nai. response:	Don't go. Don't go...
context: Don't say it in the future.\Nai Nai, why do I hear thunder?\That is... in celebration for the Crown Prince.\Your Highness, what is the matter?\I might be going into labor.\I'll find the Crown Prince.\- I'll find the Crown Prince! - Don't go, Nai Nai.\Don't go. Don't go... response:	What should I do?
context: Nai Nai, why do I hear thunder?\That is... in celebration for the Crown Prince.\Your Highness, what is the matter?\I might be going into labor.\I'll find the Crown Prince.\- I'll find the Crown Prince! - Don't go, Nai Nai.\Don't go. Don't go...\What should I do? response:	It is three months early, and there is such severe bleeding.
context: That is... in celebration for the Crown Prince.\Your Highness, what is the matter?\I might be going into labor.\I'll find the Crown Prince.\- I'll find the Crown Prince! - Don't go, Nai Nai.\Don't go. Don't go...\What should I do?\It is three months early, and there is such severe bleeding. response:	Your Highness, you mustn't force labor.
context: Your Highness, what is the matter?\I might be going into labor.\I'll find the Crown Prince.\- I'll find the Crown Prince! - Don't go, Nai Nai.\Don't go. Don't go...\What should I do?\It is three months early, and there is such severe bleeding.\Your Highness, you mustn't force labor. response:	If my child cannot be saved, then don't think of living!
context: I might be going into labor.\I'll find the Crown Prince.\- I'll find the Crown Prince! - Don't go, Nai Nai.\Don't go. Don't go...\What should I do?\It is three months early, and there is such severe bleeding.\Your Highness, you mustn't force labor.\If my child cannot be saved, then don't think of living! response:	Your Highness, please spare me.
context: I'll find the Crown Prince.\- I'll find the Crown Prince! - Don't go, Nai Nai.\Don't go. Don't go...\What should I do?\It is three months early, and there is such severe bleeding.\Your Highness, you mustn't force labor.\If my child cannot be saved, then don't think of living!\Your Highness, please spare me. response:	The imperial family is the root of the Ghost Realm.
context: - I'll find the Crown Prince! - Don't go, Nai Nai.\Don't go. Don't go...\What should I do?\It is three months early, and there is such severe bleeding.\Your Highness, you mustn't force labor.\If my child cannot be saved, then don't think of living!\Your Highness, please spare me.\The imperial family is the root of the Ghost Realm. response:	If His Majesty learns I used taboo magic
context: Don't go. Don't go...\What should I do?\It is three months early, and there is such severe bleeding.\Your Highness, you mustn't force labor.\If my child cannot be saved, then don't think of living!\Your Highness, please spare me.\The imperial family is the root of the Ghost Realm.\If His Majesty learns I used taboo magic response:	to extend the life of the prince inside Your Highness's womb
context: What should I do?\It is three months early, and there is such severe bleeding.\Your Highness, you mustn't force labor.\If my child cannot be saved, then don't think of living!\Your Highness, please spare me.\The imperial family is the root of the Ghost Realm.\If His Majesty learns I used taboo magic\to extend the life of the prince inside Your Highness's womb response:	and kept it from His Majesty
context: It is three months early, and there is such severe bleeding.\Your Highness, you mustn't force labor.\If my child cannot be saved, then don't think of living!\Your Highness, please spare me.\The imperial family is the root of the Ghost Realm.\If His Majesty learns I used taboo magic\to extend the life of the prince inside Your Highness's womb\and kept it from His Majesty response:	I would surely lose my life.
context: Your Highness, you mustn't force labor.\If my child cannot be saved, then don't think of living!\Your Highness, please spare me.\The imperial family is the root of the Ghost Realm.\If His Majesty learns I used taboo magic\to extend the life of the prince inside Your Highness's womb\and kept it from His Majesty\I would surely lose my life. response:	This magic was banned
context: If my child cannot be saved, then don't think of living!\Your Highness, please spare me.\The imperial family is the root of the Ghost Realm.\If His Majesty learns I used taboo magic\to extend the life of the prince inside Your Highness's womb\and kept it from His Majesty\I would surely lose my life.\This magic was banned response:	because it is overly dangerous and defies the natural order.
context: Your Highness, please spare me.\The imperial family is the root of the Ghost Realm.\If His Majesty learns I used taboo magic\to extend the life of the prince inside Your Highness's womb\and kept it from His Majesty\I would surely lose my life.\This magic was banned\because it is overly dangerous and defies the natural order. response:	Now that Your Highness is in premature labor
context: The imperial family is the root of the Ghost Realm.\If His Majesty learns I used taboo magic\to extend the life of the prince inside Your Highness's womb\and kept it from His Majesty\I would surely lose my life.\This magic was banned\because it is overly dangerous and defies the natural order.\Now that Your Highness is in premature labor response:	it is sufficiently clear that you must not defy nature!
context: If His Majesty learns I used taboo magic\to extend the life of the prince inside Your Highness's womb\and kept it from His Majesty\I would surely lose my life.\This magic was banned\because it is overly dangerous and defies the natural order.\Now that Your Highness is in premature labor\it is sufficiently clear that you must not defy nature! response:	Do not save this child. Let it go!
context: to extend the life of the prince inside Your Highness's womb\and kept it from His Majesty\I would surely lose my life.\This magic was banned\because it is overly dangerous and defies the natural order.\Now that Your Highness is in premature labor\it is sufficiently clear that you must not defy nature!\Do not save this child. Let it go! response:	Deliver this baby for me.
context: and kept it from His Majesty\I would surely lose my life.\This magic was banned\because it is overly dangerous and defies the natural order.\Now that Your Highness is in premature labor\it is sufficiently clear that you must not defy nature!\Do not save this child. Let it go!\Deliver this baby for me. response:	No matter what method you use, you must deliver it from my womb!
context: I would surely lose my life.\This magic was banned\because it is overly dangerous and defies the natural order.\Now that Your Highness is in premature labor\it is sufficiently clear that you must not defy nature!\Do not save this child. Let it go!\Deliver this baby for me.\No matter what method you use, you must deliver it from my womb! response:	He lives, you live.
context: This magic was banned\because it is overly dangerous and defies the natural order.\Now that Your Highness is in premature labor\it is sufficiently clear that you must not defy nature!\Do not save this child. Let it go!\Deliver this baby for me.\No matter what method you use, you must deliver it from my womb!\He lives, you live. response:	He dies, you die!
context: because it is overly dangerous and defies the natural order.\Now that Your Highness is in premature labor\it is sufficiently clear that you must not defy nature!\Do not save this child. Let it go!\Deliver this baby for me.\No matter what method you use, you must deliver it from my womb!\He lives, you live.\He dies, you die! response:	Your Highness!
context: Now that Your Highness is in premature labor\it is sufficiently clear that you must not defy nature!\Do not save this child. Let it go!\Deliver this baby for me.\No matter what method you use, you must deliver it from my womb!\He lives, you live.\He dies, you die!\Your Highness! response:	Congratulations to Crown Prince on officially receiving the seal.
context: it is sufficiently clear that you must not defy nature!\Do not save this child. Let it go!\Deliver this baby for me.\No matter what method you use, you must deliver it from my womb!\He lives, you live.\He dies, you die!\Your Highness!\Congratulations to Crown Prince on officially receiving the seal. response:	- Rise. - Thank you, Your Highness.
context: Do not save this child. Let it go!\Deliver this baby for me.\No matter what method you use, you must deliver it from my womb!\He lives, you live.\He dies, you die!\Your Highness!\Congratulations to Crown Prince on officially receiving the seal.\- Rise. - Thank you, Your Highness. response:	Congratulations, Your Highness.
context: Deliver this baby for me.\No matter what method you use, you must deliver it from my womb!\He lives, you live.\He dies, you die!\Your Highness!\Congratulations to Crown Prince on officially receiving the seal.\- Rise. - Thank you, Your Highness.\Congratulations, Your Highness. response:	- Your Majesty. - Your Majesty.
context: No matter what method you use, you must deliver it from my womb!\He lives, you live.\He dies, you die!\Your Highness!\Congratulations to Crown Prince on officially receiving the seal.\- Rise. - Thank you, Your Highness.\Congratulations, Your Highness.\- Your Majesty. - Your Majesty. response:	What has you two in such a panic?
context: He lives, you live.\He dies, you die!\Your Highness!\Congratulations to Crown Prince on officially receiving the seal.\- Rise. - Thank you, Your Highness.\Congratulations, Your Highness.\- Your Majesty. - Your Majesty.\What has you two in such a panic? response:	You speak first. Has something happened in the Ghost Realm?
context: He dies, you die!\Your Highness!\Congratulations to Crown Prince on officially receiving the seal.\- Rise. - Thank you, Your Highness.\Congratulations, Your Highness.\- Your Majesty. - Your Majesty.\What has you two in such a panic?\You speak first. Has something happened in the Ghost Realm? response:	Congratulations, Your Majesty. Ghost Queen is in labor.
context: Your Highness!\Congratulations to Crown Prince on officially receiving the seal.\- Rise. - Thank you, Your Highness.\Congratulations, Your Highness.\- Your Majesty. - Your Majesty.\What has you two in such a panic?\You speak first. Has something happened in the Ghost Realm?\Congratulations, Your Majesty. Ghost Queen is in labor. response:	Is that true?
context: Congratulations to Crown Prince on officially receiving the seal.\- Rise. - Thank you, Your Highness.\Congratulations, Your Highness.\- Your Majesty. - Your Majesty.\What has you two in such a panic?\You speak first. Has something happened in the Ghost Realm?\Congratulations, Your Majesty. Ghost Queen is in labor.\Is that true? response:	Last night, Ghost Queen ordered me to come to Celestial Palace
context: - Rise. - Thank you, Your Highness.\Congratulations, Your Highness.\- Your Majesty. - Your Majesty.\What has you two in such a panic?\You speak first. Has something happened in the Ghost Realm?\Congratulations, Your Majesty. Ghost Queen is in labor.\Is that true?\Last night, Ghost Queen ordered me to come to Celestial Palace response:	to ask Your Majesty to return.
context: Congratulations, Your Highness.\- Your Majesty. - Your Majesty.\What has you two in such a panic?\You speak first. Has something happened in the Ghost Realm?\Congratulations, Your Majesty. Ghost Queen is in labor.\Is that true?\Last night, Ghost Queen ordered me to come to Celestial Palace\to ask Your Majesty to return. response:	Let's go!
context: - Your Majesty. - Your Majesty.\What has you two in such a panic?\You speak first. Has something happened in the Ghost Realm?\Congratulations, Your Majesty. Ghost Queen is in labor.\Is that true?\Last night, Ghost Queen ordered me to come to Celestial Palace\to ask Your Majesty to return.\Let's go! response:	- Your Majesty. - Your Majesty.
context: What has you two in such a panic?\You speak first. Has something happened in the Ghost Realm?\Congratulations, Your Majesty. Ghost Queen is in labor.\Is that true?\Last night, Ghost Queen ordered me to come to Celestial Palace\to ask Your Majesty to return.\Let's go!\- Your Majesty. - Your Majesty. response:	What has happened?
context: You speak first. Has something happened in the Ghost Realm?\Congratulations, Your Majesty. Ghost Queen is in labor.\Is that true?\Last night, Ghost Queen ordered me to come to Celestial Palace\to ask Your Majesty to return.\Let's go!\- Your Majesty. - Your Majesty.\What has happened? response:	Ghost Queen suddenly went into premature labor. It's highly dangerous.
context: Congratulations, Your Majesty. Ghost Queen is in labor.\Is that true?\Last night, Ghost Queen ordered me to come to Celestial Palace\to ask Your Majesty to return.\Let's go!\- Your Majesty. - Your Majesty.\What has happened?\Ghost Queen suddenly went into premature labor. It's highly dangerous. response:	Shaman has given orders that nobody is to enter.
context: Is that true?\Last night, Ghost Queen ordered me to come to Celestial Palace\to ask Your Majesty to return.\Let's go!\- Your Majesty. - Your Majesty.\What has happened?\Ghost Queen suddenly went into premature labor. It's highly dangerous.\Shaman has given orders that nobody is to enter. response:	All right.
context: Last night, Ghost Queen ordered me to come to Celestial Palace\to ask Your Majesty to return.\Let's go!\- Your Majesty. - Your Majesty.\What has happened?\Ghost Queen suddenly went into premature labor. It's highly dangerous.\Shaman has given orders that nobody is to enter.\All right. response:	I will wait here.
context: to ask Your Majesty to return.\Let's go!\- Your Majesty. - Your Majesty.\What has happened?\Ghost Queen suddenly went into premature labor. It's highly dangerous.\Shaman has given orders that nobody is to enter.\All right.\I will wait here. response:	Congratulations on receiving the seal today, Your Highness.
context: Let's go!\- Your Majesty. - Your Majesty.\What has happened?\Ghost Queen suddenly went into premature labor. It's highly dangerous.\Shaman has given orders that nobody is to enter.\All right.\I will wait here.\Congratulations on receiving the seal today, Your Highness. response:	I think Your Highness can return tomorrow.
context: - Your Majesty. - Your Majesty.\What has happened?\Ghost Queen suddenly went into premature labor. It's highly dangerous.\Shaman has given orders that nobody is to enter.\All right.\I will wait here.\Congratulations on receiving the seal today, Your Highness.\I think Your Highness can return tomorrow. response:	No need.
context: What has happened?\Ghost Queen suddenly went into premature labor. It's highly dangerous.\Shaman has given orders that nobody is to enter.\All right.\I will wait here.\Congratulations on receiving the seal today, Your Highness.\I think Your Highness can return tomorrow.\No need. response:	Nobody is to defy Heavenly Lord's orders.
context: Ghost Queen suddenly went into premature labor. It's highly dangerous.\Shaman has given orders that nobody is to enter.\All right.\I will wait here.\Congratulations on receiving the seal today, Your Highness.\I think Your Highness can return tomorrow.\No need.\Nobody is to defy Heavenly Lord's orders. response:	Very well. Please step up to the punishment platform, Your Highness.
