context: 4:51 response:	11:40
context: koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: koukai wa shinai jibun de egaita story\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	fumidaseba yukute habamu genjitsu
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu response:	makenai to ima mune ni chikatta
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: fumidaseba yukute habamu genjitsu\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	makenai to ima mune ni chikatta
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta response:	kokorozashita tsukamitai yume ga arukara
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: makenai to ima mune ni chikatta\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	kokorozashita tsukamitai yume ga arukara
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	moyashite yuke jounetsu wo atsuku
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	yume no tochuu de meguriau deai to wakare
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: yume no tochuu de meguriau deai to wakare\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	kimi ga oshietekureta boku dake ga motsu chikara
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara response:	tachiagatteikundayo nando tsumazuitatte
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: kimi ga oshietekureta boku dake ga motsu chikara\kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	tachiagatteikundayo nando tsumazuitatte
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte response:	Dream of life
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\Dream of life response:	Dream of life
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\Dream of life\Dream of life response:	Dream of life
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\Dream of life\Dream of life\Dream of life response:	Dream of life
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\Dream of life\Dream of life\Dream of life\Dream of life response:	Dream of life
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life response:	Dream of life
context: tachiagatteikundayo nando tsumazuitatte\tachiagatteikundayo nando tsumazuitatte\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life\Dream of life response:	Dream of life
