context: Future Plans Questionnaire response:	Year Class Number Name
context: It looks like she's not chasing Haruno-san's shadow anymore.\But it's no more than that.\Isn't that good enough?\You haven't noticed?\Noticed what?\Well, if you don't know, I guess that's fine.\Oh, right. There's something I forgot to tell you.\Things like moving up to the next grade response:	or to college don't reset relationships.
context: But it's no more than that.\Isn't that good enough?\You haven't noticed?\Noticed what?\Well, if you don't know, I guess that's fine.\Oh, right. There's something I forgot to tell you.\Things like moving up to the next grade\or to college don't reset relationships. response:	Yes, that totally does reset them.
context: Isn't that good enough?\You haven't noticed?\Noticed what?\Well, if you don't know, I guess that's fine.\Oh, right. There's something I forgot to tell you.\Things like moving up to the next grade\or to college don't reset relationships.\Yes, that totally does reset them. response:	That's only for you.
context: You haven't noticed?\Noticed what?\Well, if you don't know, I guess that's fine.\Oh, right. There's something I forgot to tell you.\Things like moving up to the next grade\or to college don't reset relationships.\Yes, that totally does reset them.\That's only for you. response:	You and I aren't the same.
context: Noticed what?\Well, if you don't know, I guess that's fine.\Oh, right. There's something I forgot to tell you.\Things like moving up to the next grade\or to college don't reset relationships.\Yes, that totally does reset them.\That's only for you.\You and I aren't the same. response:	Then why wouldn't you tell anyone which course you're going into?
context: Well, if you don't know, I guess that's fine.\Oh, right. There's something I forgot to tell you.\Things like moving up to the next grade\or to college don't reset relationships.\Yes, that totally does reset them.\That's only for you.\You and I aren't the same.\Then why wouldn't you tell anyone which course you're going into? response:	If I chose something because I had no other choice,
context: Oh, right. There's something I forgot to tell you.\Things like moving up to the next grade\or to college don't reset relationships.\Yes, that totally does reset them.\That's only for you.\You and I aren't the same.\Then why wouldn't you tell anyone which course you're going into?\If I chose something because I had no other choice, response:	I couldn't call it my own decision.
context: Things like moving up to the next grade\or to college don't reset relationships.\Yes, that totally does reset them.\That's only for you.\You and I aren't the same.\Then why wouldn't you tell anyone which course you're going into?\If I chose something because I had no other choice,\I couldn't call it my own decision. response:	There's something I forgot to tell you.
context: or to college don't reset relationships.\Yes, that totally does reset them.\That's only for you.\You and I aren't the same.\Then why wouldn't you tell anyone which course you're going into?\If I chose something because I had no other choice,\I couldn't call it my own decision.\There's something I forgot to tell you. response:	I don't like you, either.
context: Yes, that totally does reset them.\That's only for you.\You and I aren't the same.\Then why wouldn't you tell anyone which course you're going into?\If I chose something because I had no other choice,\I couldn't call it my own decision.\There's something I forgot to tell you.\I don't like you, either. response:	I see.
context: That's only for you.\You and I aren't the same.\Then why wouldn't you tell anyone which course you're going into?\If I chose something because I had no other choice,\I couldn't call it my own decision.\There's something I forgot to tell you.\I don't like you, either.\I see. response:	You might be the first person who ever said that to my face.
context: You and I aren't the same.\Then why wouldn't you tell anyone which course you're going into?\If I chose something because I had no other choice,\I couldn't call it my own decision.\There's something I forgot to tell you.\I don't like you, either.\I see.\You might be the first person who ever said that to my face. response:	Still...
context: Then why wouldn't you tell anyone which course you're going into?\If I chose something because I had no other choice,\I couldn't call it my own decision.\There's something I forgot to tell you.\I don't like you, either.\I see.\You might be the first person who ever said that to my face.\Still... response:	I won't choose.
context: If I chose something because I had no other choice,\I couldn't call it my own decision.\There's something I forgot to tell you.\I don't like you, either.\I see.\You might be the first person who ever said that to my face.\Still...\I won't choose. response:	Anything.
context: I couldn't call it my own decision.\There's something I forgot to tell you.\I don't like you, either.\I see.\You might be the first person who ever said that to my face.\Still...\I won't choose.\Anything. response:	I believe that's the best way to go.
context: There's something I forgot to tell you.\I don't like you, either.\I see.\You might be the first person who ever said that to my face.\Still...\I won't choose.\Anything.\I believe that's the best way to go. response:	Hayama Hayato Always Responds to Everyone's Expectations.
context: I don't like you, either.\I see.\You might be the first person who ever said that to my face.\Still...\I won't choose.\Anything.\I believe that's the best way to go.\Hayama Hayato Always Responds to Everyone's Expectations. response:	It's my self-satisfaction.
context: I see.\You might be the first person who ever said that to my face.\Still...\I won't choose.\Anything.\I believe that's the best way to go.\Hayama Hayato Always Responds to Everyone's Expectations.\It's my self-satisfaction. response:	12 Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real.
context: You might be the first person who ever said that to my face.\Still...\I won't choose.\Anything.\I believe that's the best way to go.\Hayama Hayato Always Responds to Everyone's Expectations.\It's my self-satisfaction.\12 Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real. response:	Oh... Hayato's going into liberal arts?
context: Still...\I won't choose.\Anything.\I believe that's the best way to go.\Hayama Hayato Always Responds to Everyone's Expectations.\It's my self-satisfaction.\12 Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real.\Oh... Hayato's going into liberal arts? response:	Then maybe I'll do that, too.
context: I won't choose.\Anything.\I believe that's the best way to go.\Hayama Hayato Always Responds to Everyone's Expectations.\It's my self-satisfaction.\12 Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real.\Oh... Hayato's going into liberal arts?\Then maybe I'll do that, too. response:	Are you sure you should make that decision so easily?
context: Anything.\I believe that's the best way to go.\Hayama Hayato Always Responds to Everyone's Expectations.\It's my self-satisfaction.\12 Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real.\Oh... Hayato's going into liberal arts?\Then maybe I'll do that, too.\Are you sure you should make that decision so easily? response:	There's nothing I particularly want to do.
context: I believe that's the best way to go.\Hayama Hayato Always Responds to Everyone's Expectations.\It's my self-satisfaction.\12 Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real.\Oh... Hayato's going into liberal arts?\Then maybe I'll do that, too.\Are you sure you should make that decision so easily?\There's nothing I particularly want to do. response:	I can put off starting college, but this doesn't work that way.
context: Hayama Hayato Always Responds to Everyone's Expectations.\It's my self-satisfaction.\12 Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real.\Oh... Hayato's going into liberal arts?\Then maybe I'll do that, too.\Are you sure you should make that decision so easily?\There's nothing I particularly want to do.\I can put off starting college, but this doesn't work that way. response:	It's gonna be tough to put up with him.
context: It's my self-satisfaction.\12 Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real.\Oh... Hayato's going into liberal arts?\Then maybe I'll do that, too.\Are you sure you should make that decision so easily?\There's nothing I particularly want to do.\I can put off starting college, but this doesn't work that way.\It's gonna be tough to put up with him. response:	What? I don't need to hear that from you, Hikio.
context: 12 Still, The Thing He Seeks Is Out of Reach, And He Continues to Mistake What's Real.\Oh... Hayato's going into liberal arts?\Then maybe I'll do that, too.\Are you sure you should make that decision so easily?\There's nothing I particularly want to do.\I can put off starting college, but this doesn't work that way.\It's gonna be tough to put up with him.\What? I don't need to hear that from you, Hikio. response:	And, you know...
context: Oh... Hayato's going into liberal arts?\Then maybe I'll do that, too.\Are you sure you should make that decision so easily?\There's nothing I particularly want to do.\I can put off starting college, but this doesn't work that way.\It's gonna be tough to put up with him.\What? I don't need to hear that from you, Hikio.\And, you know... response:	I think all of him is cool, including his troublesome side.
context: Then maybe I'll do that, too.\Are you sure you should make that decision so easily?\There's nothing I particularly want to do.\I can put off starting college, but this doesn't work that way.\It's gonna be tough to put up with him.\What? I don't need to hear that from you, Hikio.\And, you know...\I think all of him is cool, including his troublesome side. response:	I see...
context: Are you sure you should make that decision so easily?\There's nothing I particularly want to do.\I can put off starting college, but this doesn't work that way.\It's gonna be tough to put up with him.\What? I don't need to hear that from you, Hikio.\And, you know...\I think all of him is cool, including his troublesome side.\I see... response:	It could've been that much simpler...
