context: OP response:	The player is not a soloist, but a member of an orchestra. When the player begins to think,'I'm special,' is finished.
context: All right.\I don't have any faith in us whatsoever,\but I'll keep bringing the ball to you.\Just trust me, and jump.\Right there.\Sorry.\I wonder if that last one was pure luck...\The precision of his tosses is definitely getting higher. response:	You think so?
context: I don't have any faith in us whatsoever,\but I'll keep bringing the ball to you.\Just trust me, and jump.\Right there.\Sorry.\I wonder if that last one was pure luck...\The precision of his tosses is definitely getting higher.\You think so? response:	Yeah.
context: but I'll keep bringing the ball to you.\Just trust me, and jump.\Right there.\Sorry.\I wonder if that last one was pure luck...\The precision of his tosses is definitely getting higher.\You think so?\Yeah. response:	Here, Hinata.
context: Just trust me, and jump.\Right there.\Sorry.\I wonder if that last one was pure luck...\The precision of his tosses is definitely getting higher.\You think so?\Yeah.\Here, Hinata. response:	Darn... that was too far from the net.
context: Right there.\Sorry.\I wonder if that last one was pure luck...\The precision of his tosses is definitely getting higher.\You think so?\Yeah.\Here, Hinata.\Darn... that was too far from the net. response:	Oh, thank you very much.
context: Sorry.\I wonder if that last one was pure luck...\The precision of his tosses is definitely getting higher.\You think so?\Yeah.\Here, Hinata.\Darn... that was too far from the net.\Oh, thank you very much. response:	This isn't so easy after all...
context: I wonder if that last one was pure luck...\The precision of his tosses is definitely getting higher.\You think so?\Yeah.\Here, Hinata.\Darn... that was too far from the net.\Oh, thank you very much.\This isn't so easy after all... response:	Watching the court at once is hard...
context: The precision of his tosses is definitely getting higher.\You think so?\Yeah.\Here, Hinata.\Darn... that was too far from the net.\Oh, thank you very much.\This isn't so easy after all...\Watching the court at once is hard... response:	Are you okay?
context: You think so?\Yeah.\Here, Hinata.\Darn... that was too far from the net.\Oh, thank you very much.\This isn't so easy after all...\Watching the court at once is hard...\Are you okay? response:	Yes!
context: Yeah.\Here, Hinata.\Darn... that was too far from the net.\Oh, thank you very much.\This isn't so easy after all...\Watching the court at once is hard...\Are you okay?\Yes! response:	But...
context: Here, Hinata.\Darn... that was too far from the net.\Oh, thank you very much.\This isn't so easy after all...\Watching the court at once is hard...\Are you okay?\Yes!\But... response:	This is fun.
context: Darn... that was too far from the net.\Oh, thank you very much.\This isn't so easy after all...\Watching the court at once is hard...\Are you okay?\Yes!\But...\This is fun. response:	What're you smiling about?
context: Oh, thank you very much.\This isn't so easy after all...\Watching the court at once is hard...\Are you okay?\Yes!\But...\This is fun.\What're you smiling about? response:	That's the second time it hit my face.
context: This isn't so easy after all...\Watching the court at once is hard...\Are you okay?\Yes!\But...\This is fun.\What're you smiling about?\That's the second time it hit my face. response:	I don't get it.
context: Watching the court at once is hard...\Are you okay?\Yes!\But...\This is fun.\What're you smiling about?\That's the second time it hit my face.\I don't get it. response:	That last one must've been sheer luck.
context: Are you okay?\Yes!\But...\This is fun.\What're you smiling about?\That's the second time it hit my face.\I don't get it.\That last one must've been sheer luck. response:	Yet he keeps trying the same thing.
context: Yes!\But...\This is fun.\What're you smiling about?\That's the second time it hit my face.\I don't get it.\That last one must've been sheer luck.\Yet he keeps trying the same thing. response:	But maybe Hinata will keep jumping without watching the ball.
context: But...\This is fun.\What're you smiling about?\That's the second time it hit my face.\I don't get it.\That last one must've been sheer luck.\Yet he keeps trying the same thing.\But maybe Hinata will keep jumping without watching the ball. response:	Did you do that on purpose?
context: This is fun.\What're you smiling about?\That's the second time it hit my face.\I don't get it.\That last one must've been sheer luck.\Yet he keeps trying the same thing.\But maybe Hinata will keep jumping without watching the ball.\Did you do that on purpose? response:	Truly, I don't get it either.
context: What're you smiling about?\That's the second time it hit my face.\I don't get it.\That last one must've been sheer luck.\Yet he keeps trying the same thing.\But maybe Hinata will keep jumping without watching the ball.\Did you do that on purpose?\Truly, I don't get it either. response:	Don't you know we have to win?
context: That's the second time it hit my face.\I don't get it.\That last one must've been sheer luck.\Yet he keeps trying the same thing.\But maybe Hinata will keep jumping without watching the ball.\Did you do that on purpose?\Truly, I don't get it either.\Don't you know we have to win? response:	No one can trust someone 100 percent.
context: I don't get it.\That last one must've been sheer luck.\Yet he keeps trying the same thing.\But maybe Hinata will keep jumping without watching the ball.\Did you do that on purpose?\Truly, I don't get it either.\Don't you know we have to win?\No one can trust someone 100 percent. response:	Of course I know that, dolt.
context: That last one must've been sheer luck.\Yet he keeps trying the same thing.\But maybe Hinata will keep jumping without watching the ball.\Did you do that on purpose?\Truly, I don't get it either.\Don't you know we have to win?\No one can trust someone 100 percent.\Of course I know that, dolt. response:	Not to mention your own rival.
context: Yet he keeps trying the same thing.\But maybe Hinata will keep jumping without watching the ball.\Did you do that on purpose?\Truly, I don't get it either.\Don't you know we have to win?\No one can trust someone 100 percent.\Of course I know that, dolt.\Not to mention your own rival. response:	Darn, this isn't working.
context: But maybe Hinata will keep jumping without watching the ball.\Did you do that on purpose?\Truly, I don't get it either.\Don't you know we have to win?\No one can trust someone 100 percent.\Of course I know that, dolt.\Not to mention your own rival.\Darn, this isn't working. response:	But...
context: Did you do that on purpose?\Truly, I don't get it either.\Don't you know we have to win?\No one can trust someone 100 percent.\Of course I know that, dolt.\Not to mention your own rival.\Darn, this isn't working.\But... response:	That sensation on my palm
context: Truly, I don't get it either.\Don't you know we have to win?\No one can trust someone 100 percent.\Of course I know that, dolt.\Not to mention your own rival.\Darn, this isn't working.\But...\That sensation on my palm response:	and the heft of the ball you feel in your hand...
context: Don't you know we have to win?\No one can trust someone 100 percent.\Of course I know that, dolt.\Not to mention your own rival.\Darn, this isn't working.\But...\That sensation on my palm\and the heft of the ball you feel in your hand... response:	I love how that feels.
context: No one can trust someone 100 percent.\Of course I know that, dolt.\Not to mention your own rival.\Darn, this isn't working.\But...\That sensation on my palm\and the heft of the ball you feel in your hand...\I love how that feels. response:	Once more. Once more.
context: Of course I know that, dolt.\Not to mention your own rival.\Darn, this isn't working.\But...\That sensation on my palm\and the heft of the ball you feel in your hand...\I love how that feels.\Once more. Once more. response:	Once more, carefully.
context: Not to mention your own rival.\Darn, this isn't working.\But...\That sensation on my palm\and the heft of the ball you feel in your hand...\I love how that feels.\Once more. Once more.\Once more, carefully. response:	The toss that shows the spiker's greatest accuracy and power.
context: Darn, this isn't working.\But...\That sensation on my palm\and the heft of the ball you feel in your hand...\I love how that feels.\Once more. Once more.\Once more, carefully.\The toss that shows the spiker's greatest accuracy and power. response:	All right, I got it.
context: But...\That sensation on my palm\and the heft of the ball you feel in your hand...\I love how that feels.\Once more. Once more.\Once more, carefully.\The toss that shows the spiker's greatest accuracy and power.\All right, I got it. response:	Nice receive.
context: That sensation on my palm\and the heft of the ball you feel in your hand...\I love how that feels.\Once more. Once more.\Once more, carefully.\The toss that shows the spiker's greatest accuracy and power.\All right, I got it.\Nice receive. response:	He'll toss to the shrimp and fail again.
context: and the heft of the ball you feel in your hand...\I love how that feels.\Once more. Once more.\Once more, carefully.\The toss that shows the spiker's greatest accuracy and power.\All right, I got it.\Nice receive.\He'll toss to the shrimp and fail again. response:	He should mark Tanaka-san instead.
context: I love how that feels.\Once more. Once more.\Once more, carefully.\The toss that shows the spiker's greatest accuracy and power.\All right, I got it.\Nice receive.\He'll toss to the shrimp and fail again.\He should mark Tanaka-san instead. response:	You come here, too!
context: Once more. Once more.\Once more, carefully.\The toss that shows the spiker's greatest accuracy and power.\All right, I got it.\Nice receive.\He'll toss to the shrimp and fail again.\He should mark Tanaka-san instead.\You come here, too! response:	The wall...
context: Once more, carefully.\The toss that shows the spiker's greatest accuracy and power.\All right, I got it.\Nice receive.\He'll toss to the shrimp and fail again.\He should mark Tanaka-san instead.\You come here, too!\The wall... response:	Listen.
context: The toss that shows the spiker's greatest accuracy and power.\All right, I got it.\Nice receive.\He'll toss to the shrimp and fail again.\He should mark Tanaka-san instead.\You come here, too!\The wall...\Listen. response:	If you can't spike it,
context: All right, I got it.\Nice receive.\He'll toss to the shrimp and fail again.\He should mark Tanaka-san instead.\You come here, too!\The wall...\Listen.\If you can't spike it, response:	avoid it.
context: Nice receive.\He'll toss to the shrimp and fail again.\He should mark Tanaka-san instead.\You come here, too!\The wall...\Listen.\If you can't spike it,\avoid it. response:	If I can't be as tall as the other players,
context: He'll toss to the shrimp and fail again.\He should mark Tanaka-san instead.\You come here, too!\The wall...\Listen.\If you can't spike it,\avoid it.\If I can't be as tall as the other players, response:	then by even one centimeter, one millimeter,
context: He should mark Tanaka-san instead.\You come here, too!\The wall...\Listen.\If you can't spike it,\avoid it.\If I can't be as tall as the other players,\then by even one centimeter, one millimeter, response:	or even one second faster,
context: You come here, too!\The wall...\Listen.\If you can't spike it,\avoid it.\If I can't be as tall as the other players,\then by even one centimeter, one millimeter,\or even one second faster, response:	I'll reach the summit.
context: The wall...\Listen.\If you can't spike it,\avoid it.\If I can't be as tall as the other players,\then by even one centimeter, one millimeter,\or even one second faster,\I'll reach the summit. response:	Then, in that very moment...
context: Listen.\If you can't spike it,\avoid it.\If I can't be as tall as the other players,\then by even one centimeter, one millimeter,\or even one second faster,\I'll reach the summit.\Then, in that very moment... response:	I'll be at the highest place.
context: If you can't spike it,\avoid it.\If I can't be as tall as the other players,\then by even one centimeter, one millimeter,\or even one second faster,\I'll reach the summit.\Then, in that very moment...\I'll be at the highest place. response:	A tall, tall wall looms in front of me.
context: avoid it.\If I can't be as tall as the other players,\then by even one centimeter, one millimeter,\or even one second faster,\I'll reach the summit.\Then, in that very moment...\I'll be at the highest place.\A tall, tall wall looms in front of me. response:	What's the view on the other side?
context: If I can't be as tall as the other players,\then by even one centimeter, one millimeter,\or even one second faster,\I'll reach the summit.\Then, in that very moment...\I'll be at the highest place.\A tall, tall wall looms in front of me.\What's the view on the other side? response:	What does it look like?
context: then by even one centimeter, one millimeter,\or even one second faster,\I'll reach the summit.\Then, in that very moment...\I'll be at the highest place.\A tall, tall wall looms in front of me.\What's the view on the other side?\What does it look like? response:	It's a view I could never see on my own.
context: or even one second faster,\I'll reach the summit.\Then, in that very moment...\I'll be at the highest place.\A tall, tall wall looms in front of me.\What's the view on the other side?\What does it look like?\It's a view I could never see on my own. response:	That's...
context: I'll reach the summit.\Then, in that very moment...\I'll be at the highest place.\A tall, tall wall looms in front of me.\What's the view on the other side?\What does it look like?\It's a view I could never see on my own.\That's... response:	The view from the summit.
context: Then, in that very moment...\I'll be at the highest place.\A tall, tall wall looms in front of me.\What's the view on the other side?\What does it look like?\It's a view I could never see on my own.\That's...\The view from the summit. response:	All right!
context: I'll be at the highest place.\A tall, tall wall looms in front of me.\What's the view on the other side?\What does it look like?\It's a view I could never see on my own.\That's...\The view from the summit.\All right! response:	Next Episode Preview
context: A tall, tall wall looms in front of me.\What's the view on the other side?\What does it look like?\It's a view I could never see on my own.\That's...\The view from the summit.\All right!\Next Episode Preview response:	Hey, hey, hey.
context: What's the view on the other side?\What does it look like?\It's a view I could never see on my own.\That's...\The view from the summit.\All right!\Next Episode Preview\Hey, hey, hey. response:	It's not possible to spike with your eyes closed.
context: What does it look like?\It's a view I could never see on my own.\That's...\The view from the summit.\All right!\Next Episode Preview\Hey, hey, hey.\It's not possible to spike with your eyes closed. response:	I don't get it.
context: It's a view I could never see on my own.\That's...\The view from the summit.\All right!\Next Episode Preview\Hey, hey, hey.\It's not possible to spike with your eyes closed.\I don't get it. response:	This is kind of becoming amazing.
context: That's...\The view from the summit.\All right!\Next Episode Preview\Hey, hey, hey.\It's not possible to spike with your eyes closed.\I don't get it.\This is kind of becoming amazing. response:	Bring the next one to me!
context: The view from the summit.\All right!\Next Episode Preview\Hey, hey, hey.\It's not possible to spike with your eyes closed.\I don't get it.\This is kind of becoming amazing.\Bring the next one to me! response:	Don't get carried away.
context: All right!\Next Episode Preview\Hey, hey, hey.\It's not possible to spike with your eyes closed.\I don't get it.\This is kind of becoming amazing.\Bring the next one to me!\Don't get carried away. response:	Episode 5: A Coward's Anxiety
context: Next Episode Preview\Hey, hey, hey.\It's not possible to spike with your eyes closed.\I don't get it.\This is kind of becoming amazing.\Bring the next one to me!\Don't get carried away.\Episode 5: A Coward's Anxiety response:	Next episode of Haikyu!! A Coward's Anxiety
