context: In life, you need vacations where you can be yourself, response:	away from your hectic everyday life.
context: That's right, it'll definitely be JJ.\Sorry we can't congratulate you on that future marriage.\Well, tomorrow's an early start. Better call it a night.\Huh, what?\Hey, wait a second.\I was just joking!\Kick Kick\Victor Nikiforov is dead! response:	Why do you look so happy to be looking after that damn pig?
context: Sorry we can't congratulate you on that future marriage.\Well, tomorrow's an early start. Better call it a night.\Huh, what?\Hey, wait a second.\I was just joking!\Kick Kick\Victor Nikiforov is dead!\Why do you look so happy to be looking after that damn pig? response:	Did you want to compete against me?
context: Well, tomorrow's an early start. Better call it a night.\Huh, what?\Hey, wait a second.\I was just joking!\Kick Kick\Victor Nikiforov is dead!\Why do you look so happy to be looking after that damn pig?\Did you want to compete against me? response:	Don't be so full of yourself.
context: Huh, what?\Hey, wait a second.\I was just joking!\Kick Kick\Victor Nikiforov is dead!\Why do you look so happy to be looking after that damn pig?\Did you want to compete against me?\Don't be so full of yourself. response:	Not all skaters look up to you.
context: Hey, wait a second.\I was just joking!\Kick Kick\Victor Nikiforov is dead!\Why do you look so happy to be looking after that damn pig?\Did you want to compete against me?\Don't be so full of yourself.\Not all skaters look up to you. response:	Just go away already, geezer.
context: I was just joking!\Kick Kick\Victor Nikiforov is dead!\Why do you look so happy to be looking after that damn pig?\Did you want to compete against me?\Don't be so full of yourself.\Not all skaters look up to you.\Just go away already, geezer. response:	The ring you got from that pig is garbage.
context: Kick Kick\Victor Nikiforov is dead!\Why do you look so happy to be looking after that damn pig?\Did you want to compete against me?\Don't be so full of yourself.\Not all skaters look up to you.\Just go away already, geezer.\The ring you got from that pig is garbage. response:	I'll win just to prove how incompetent his owner is.
context: Victor Nikiforov is dead!\Why do you look so happy to be looking after that damn pig?\Did you want to compete against me?\Don't be so full of yourself.\Not all skaters look up to you.\Just go away already, geezer.\The ring you got from that pig is garbage.\I'll win just to prove how incompetent his owner is. response:	Let me go!
context: Why do you look so happy to be looking after that damn pig?\Did you want to compete against me?\Don't be so full of yourself.\Not all skaters look up to you.\Just go away already, geezer.\The ring you got from that pig is garbage.\I'll win just to prove how incompetent his owner is.\Let me go! response:	If I'd stayed in Russia as a competitor,
context: Did you want to compete against me?\Don't be so full of yourself.\Not all skaters look up to you.\Just go away already, geezer.\The ring you got from that pig is garbage.\I'll win just to prove how incompetent his owner is.\Let me go!\If I'd stayed in Russia as a competitor, response:	Yurio wouldn't be this motivated to fight.
context: Don't be so full of yourself.\Not all skaters look up to you.\Just go away already, geezer.\The ring you got from that pig is garbage.\I'll win just to prove how incompetent his owner is.\Let me go!\If I'd stayed in Russia as a competitor,\Yurio wouldn't be this motivated to fight. response:	And neither would I...
context: Not all skaters look up to you.\Just go away already, geezer.\The ring you got from that pig is garbage.\I'll win just to prove how incompetent his owner is.\Let me go!\If I'd stayed in Russia as a competitor,\Yurio wouldn't be this motivated to fight.\And neither would I... response:	This place reminds me of Hasetsu's ocean.
context: Just go away already, geezer.\The ring you got from that pig is garbage.\I'll win just to prove how incompetent his owner is.\Let me go!\If I'd stayed in Russia as a competitor,\Yurio wouldn't be this motivated to fight.\And neither would I...\This place reminds me of Hasetsu's ocean. response:	I thought that, too.
context: The ring you got from that pig is garbage.\I'll win just to prove how incompetent his owner is.\Let me go!\If I'd stayed in Russia as a competitor,\Yurio wouldn't be this motivated to fight.\And neither would I...\This place reminds me of Hasetsu's ocean.\I thought that, too. response:	Yuri, you may not realize this,
context: I'll win just to prove how incompetent his owner is.\Let me go!\If I'd stayed in Russia as a competitor,\Yurio wouldn't be this motivated to fight.\And neither would I...\This place reminds me of Hasetsu's ocean.\I thought that, too.\Yuri, you may not realize this, response:	but many others besides me got their L words from you.
context: Let me go!\If I'd stayed in Russia as a competitor,\Yurio wouldn't be this motivated to fight.\And neither would I...\This place reminds me of Hasetsu's ocean.\I thought that, too.\Yuri, you may not realize this,\but many others besides me got their L words from you. response:	Wow!
context: If I'd stayed in Russia as a competitor,\Yurio wouldn't be this motivated to fight.\And neither would I...\This place reminds me of Hasetsu's ocean.\I thought that, too.\Yuri, you may not realize this,\but many others besides me got their L words from you.\Wow! response:	It feels like it's really happening.
context: Yurio wouldn't be this motivated to fight.\And neither would I...\This place reminds me of Hasetsu's ocean.\I thought that, too.\Yuri, you may not realize this,\but many others besides me got their L words from you.\Wow!\It feels like it's really happening. response:	Mari-chan, take my picture!
context: And neither would I...\This place reminds me of Hasetsu's ocean.\I thought that, too.\Yuri, you may not realize this,\but many others besides me got their L words from you.\Wow!\It feels like it's really happening.\Mari-chan, take my picture! response:	Sala!
context: This place reminds me of Hasetsu's ocean.\I thought that, too.\Yuri, you may not realize this,\but many others besides me got their L words from you.\Wow!\It feels like it's really happening.\Mari-chan, take my picture!\Sala! response:	Why are you here, Mickey?
context: I thought that, too.\Yuri, you may not realize this,\but many others besides me got their L words from you.\Wow!\It feels like it's really happening.\Mari-chan, take my picture!\Sala!\Why are you here, Mickey? response:	I'm the one who made it to the Final!
context: Yuri, you may not realize this,\but many others besides me got their L words from you.\Wow!\It feels like it's really happening.\Mari-chan, take my picture!\Sala!\Why are you here, Mickey?\I'm the one who made it to the Final! response:	I'm standing guard to make sure the hyenas don't touch you!
context: but many others besides me got their L words from you.\Wow!\It feels like it's really happening.\Mari-chan, take my picture!\Sala!\Why are you here, Mickey?\I'm the one who made it to the Final!\I'm standing guard to make sure the hyenas don't touch you! response:	Let's go to a club after this!
context: Wow!\It feels like it's really happening.\Mari-chan, take my picture!\Sala!\Why are you here, Mickey?\I'm the one who made it to the Final!\I'm standing guard to make sure the hyenas don't touch you!\Let's go to a club after this! response:	Not her again.
context: It feels like it's really happening.\Mari-chan, take my picture!\Sala!\Why are you here, Mickey?\I'm the one who made it to the Final!\I'm standing guard to make sure the hyenas don't touch you!\Let's go to a club after this!\Not her again. response:	Guang-hong, can you watch it on your end?
context: Mari-chan, take my picture!\Sala!\Why are you here, Mickey?\I'm the one who made it to the Final!\I'm standing guard to make sure the hyenas don't touch you!\Let's go to a club after this!\Not her again.\Guang-hong, can you watch it on your end? response:	Nope, the live stream isn't working for me.
context: Sala!\Why are you here, Mickey?\I'm the one who made it to the Final!\I'm standing guard to make sure the hyenas don't touch you!\Let's go to a club after this!\Not her again.\Guang-hong, can you watch it on your end?\Nope, the live stream isn't working for me. response:	Grand Prix Final in Barcelona Katsuki Yuri Cheering Party!
context: Why are you here, Mickey?\I'm the one who made it to the Final!\I'm standing guard to make sure the hyenas don't touch you!\Let's go to a club after this!\Not her again.\Guang-hong, can you watch it on your end?\Nope, the live stream isn't working for me.\Grand Prix Final in Barcelona Katsuki Yuri Cheering Party! response:	I'll be the head cheerleader at tonight's public viewing!
context: I'm the one who made it to the Final!\I'm standing guard to make sure the hyenas don't touch you!\Let's go to a club after this!\Not her again.\Guang-hong, can you watch it on your end?\Nope, the live stream isn't working for me.\Grand Prix Final in Barcelona Katsuki Yuri Cheering Party!\I'll be the head cheerleader at tonight's public viewing! response:	The Grand Prix Final is here in Barcelona, Spain!
context: I'm standing guard to make sure the hyenas don't touch you!\Let's go to a club after this!\Not her again.\Guang-hong, can you watch it on your end?\Nope, the live stream isn't working for me.\Grand Prix Final in Barcelona Katsuki Yuri Cheering Party!\I'll be the head cheerleader at tonight's public viewing!\The Grand Prix Final is here in Barcelona, Spain! response:	Tonight, it's the Men's Singles Short Program.
context: Let's go to a club after this!\Not her again.\Guang-hong, can you watch it on your end?\Nope, the live stream isn't working for me.\Grand Prix Final in Barcelona Katsuki Yuri Cheering Party!\I'll be the head cheerleader at tonight's public viewing!\The Grand Prix Final is here in Barcelona, Spain!\Tonight, it's the Men's Singles Short Program. response:	Victor...
context: Not her again.\Guang-hong, can you watch it on your end?\Nope, the live stream isn't working for me.\Grand Prix Final in Barcelona Katsuki Yuri Cheering Party!\I'll be the head cheerleader at tonight's public viewing!\The Grand Prix Final is here in Barcelona, Spain!\Tonight, it's the Men's Singles Short Program.\Victor... response:	After this season ends,
context: Guang-hong, can you watch it on your end?\Nope, the live stream isn't working for me.\Grand Prix Final in Barcelona Katsuki Yuri Cheering Party!\I'll be the head cheerleader at tonight's public viewing!\The Grand Prix Final is here in Barcelona, Spain!\Tonight, it's the Men's Singles Short Program.\Victor...\After this season ends, response:	my family runs a hot spring resort, so please come.
context: Nope, the live stream isn't working for me.\Grand Prix Final in Barcelona Katsuki Yuri Cheering Party!\I'll be the head cheerleader at tonight's public viewing!\The Grand Prix Final is here in Barcelona, Spain!\Tonight, it's the Men's Singles Short Program.\Victor...\After this season ends,\my family runs a hot spring resort, so please come. response:	If I win this dance-off...
context: Grand Prix Final in Barcelona Katsuki Yuri Cheering Party!\I'll be the head cheerleader at tonight's public viewing!\The Grand Prix Final is here in Barcelona, Spain!\Tonight, it's the Men's Singles Short Program.\Victor...\After this season ends,\my family runs a hot spring resort, so please come.\If I win this dance-off... response:	You'll become my coach, right?
context: I'll be the head cheerleader at tonight's public viewing!\The Grand Prix Final is here in Barcelona, Spain!\Tonight, it's the Men's Singles Short Program.\Victor...\After this season ends,\my family runs a hot spring resort, so please come.\If I win this dance-off...\You'll become my coach, right? response:	Be my coach, Victor!
context: The Grand Prix Final is here in Barcelona, Spain!\Tonight, it's the Men's Singles Short Program.\Victor...\After this season ends,\my family runs a hot spring resort, so please come.\If I win this dance-off...\You'll become my coach, right?\Be my coach, Victor! response:	To Be Continued!!!
context: Tonight, it's the Men's Singles Short Program.\Victor...\After this season ends,\my family runs a hot spring resort, so please come.\If I win this dance-off...\You'll become my coach, right?\Be my coach, Victor!\To Be Continued!!! response:	Hola! I'm the figure skater Oda Nobunari!
context: Victor...\After this season ends,\my family runs a hot spring resort, so please come.\If I win this dance-off...\You'll become my coach, right?\Be my coach, Victor!\To Be Continued!!!\Hola! I'm the figure skater Oda Nobunari! response:	Oda-kun!
context: After this season ends,\my family runs a hot spring resort, so please come.\If I win this dance-off...\You'll become my coach, right?\Be my coach, Victor!\To Be Continued!!!\Hola! I'm the figure skater Oda Nobunari!\Oda-kun! response:	Nobu-kun, over here!
context: my family runs a hot spring resort, so please come.\If I win this dance-off...\You'll become my coach, right?\Be my coach, Victor!\To Be Continued!!!\Hola! I'm the figure skater Oda Nobunari!\Oda-kun!\Nobu-kun, over here! response:	Vic-chan! Yuri-kun!
context: If I win this dance-off...\You'll become my coach, right?\Be my coach, Victor!\To Be Continued!!!\Hola! I'm the figure skater Oda Nobunari!\Oda-kun!\Nobu-kun, over here!\Vic-chan! Yuri-kun! response:	Huh? What's with those rings?
context: You'll become my coach, right?\Be my coach, Victor!\To Be Continued!!!\Hola! I'm the figure skater Oda Nobunari!\Oda-kun!\Nobu-kun, over here!\Vic-chan! Yuri-kun!\Huh? What's with those rings? response:	Gotta Super-Supercharge It!!
context: Be my coach, Victor!\To Be Continued!!!\Hola! I'm the figure skater Oda Nobunari!\Oda-kun!\Nobu-kun, over here!\Vic-chan! Yuri-kun!\Huh? What's with those rings?\Gotta Super-Supercharge It!! response:	Eleventh Skate Gotta Super-Supercharge It!! Grand Prix Final Short Program
context: To Be Continued!!!\Hola! I'm the figure skater Oda Nobunari!\Oda-kun!\Nobu-kun, over here!\Vic-chan! Yuri-kun!\Huh? What's with those rings?\Gotta Super-Supercharge It!!\Eleventh Skate Gotta Super-Supercharge It!! Grand Prix Final Short Program response:	Grand Prix Final Short Program.
context: Hola! I'm the figure skater Oda Nobunari!\Oda-kun!\Nobu-kun, over here!\Vic-chan! Yuri-kun!\Huh? What's with those rings?\Gotta Super-Supercharge It!!\Eleventh Skate Gotta Super-Supercharge It!! Grand Prix Final Short Program\Grand Prix Final Short Program. response:	Oda-kun! Let me take a picture!
context: Oda-kun!\Nobu-kun, over here!\Vic-chan! Yuri-kun!\Huh? What's with those rings?\Gotta Super-Supercharge It!!\Eleventh Skate Gotta Super-Supercharge It!! Grand Prix Final Short Program\Grand Prix Final Short Program.\Oda-kun! Let me take a picture! response:	Okay!
