context: What are you doing? response:	Gulp.
context: I think, Ah, her body is cold, but I bet her blood is warm,\and I bet that contrast would feel great if I sucked her blood,\and I'd love to see how she struggles and the pain showing on her face.\I do think about that.\I don't do it, though, since she'd hate me.\Huh... That seems a bit erotic.\R-Really? It does?\Uh, yeah. Guess you weren't aware of it. response:	Do you ever want to suck the blood of the opposite sex?
context: and I bet that contrast would feel great if I sucked her blood,\and I'd love to see how she struggles and the pain showing on her face.\I do think about that.\I don't do it, though, since she'd hate me.\Huh... That seems a bit erotic.\R-Really? It does?\Uh, yeah. Guess you weren't aware of it.\Do you ever want to suck the blood of the opposite sex? response:	Nope.
context: and I'd love to see how she struggles and the pain showing on her face.\I do think about that.\I don't do it, though, since she'd hate me.\Huh... That seems a bit erotic.\R-Really? It does?\Uh, yeah. Guess you weren't aware of it.\Do you ever want to suck the blood of the opposite sex?\Nope. response:	No? You prefer girls' blood?
context: I do think about that.\I don't do it, though, since she'd hate me.\Huh... That seems a bit erotic.\R-Really? It does?\Uh, yeah. Guess you weren't aware of it.\Do you ever want to suck the blood of the opposite sex?\Nope.\No? You prefer girls' blood? response:	Well, it isn't that, exactly.
context: I don't do it, though, since she'd hate me.\Huh... That seems a bit erotic.\R-Really? It does?\Uh, yeah. Guess you weren't aware of it.\Do you ever want to suck the blood of the opposite sex?\Nope.\No? You prefer girls' blood?\Well, it isn't that, exactly. response:	I think it's probably because I've never been in love...
context: Huh... That seems a bit erotic.\R-Really? It does?\Uh, yeah. Guess you weren't aware of it.\Do you ever want to suck the blood of the opposite sex?\Nope.\No? You prefer girls' blood?\Well, it isn't that, exactly.\I think it's probably because I've never been in love... response:	In a way, sucking blood is an expression of sexual desire.
context: R-Really? It does?\Uh, yeah. Guess you weren't aware of it.\Do you ever want to suck the blood of the opposite sex?\Nope.\No? You prefer girls' blood?\Well, it isn't that, exactly.\I think it's probably because I've never been in love...\In a way, sucking blood is an expression of sexual desire. response:	So fantasizing about sucking girls' blood could pass for a joke,
context: Uh, yeah. Guess you weren't aware of it.\Do you ever want to suck the blood of the opposite sex?\Nope.\No? You prefer girls' blood?\Well, it isn't that, exactly.\I think it's probably because I've never been in love...\In a way, sucking blood is an expression of sexual desire.\So fantasizing about sucking girls' blood could pass for a joke, response:	but you still have some reservations about doing it with boys, huh?
context: Do you ever want to suck the blood of the opposite sex?\Nope.\No? You prefer girls' blood?\Well, it isn't that, exactly.\I think it's probably because I've never been in love...\In a way, sucking blood is an expression of sexual desire.\So fantasizing about sucking girls' blood could pass for a joke,\but you still have some reservations about doing it with boys, huh? response:	Yes, I do! You're too quick on the uptake!
context: Nope.\No? You prefer girls' blood?\Well, it isn't that, exactly.\I think it's probably because I've never been in love...\In a way, sucking blood is an expression of sexual desire.\So fantasizing about sucking girls' blood could pass for a joke,\but you still have some reservations about doing it with boys, huh?\Yes, I do! You're too quick on the uptake! response:	Well, not that I'd know, but it seems like sadistic behavior, right?
context: No? You prefer girls' blood?\Well, it isn't that, exactly.\I think it's probably because I've never been in love...\In a way, sucking blood is an expression of sexual desire.\So fantasizing about sucking girls' blood could pass for a joke,\but you still have some reservations about doing it with boys, huh?\Yes, I do! You're too quick on the uptake!\Well, not that I'd know, but it seems like sadistic behavior, right? response:	And my type is someone who's dependable.
context: Well, it isn't that, exactly.\I think it's probably because I've never been in love...\In a way, sucking blood is an expression of sexual desire.\So fantasizing about sucking girls' blood could pass for a joke,\but you still have some reservations about doing it with boys, huh?\Yes, I do! You're too quick on the uptake!\Well, not that I'd know, but it seems like sadistic behavior, right?\And my type is someone who's dependable. response:	So maybe it would be really hard for me to do that. Or something!
context: I think it's probably because I've never been in love...\In a way, sucking blood is an expression of sexual desire.\So fantasizing about sucking girls' blood could pass for a joke,\but you still have some reservations about doing it with boys, huh?\Yes, I do! You're too quick on the uptake!\Well, not that I'd know, but it seems like sadistic behavior, right?\And my type is someone who's dependable.\So maybe it would be really hard for me to do that. Or something! response:	What?
context: In a way, sucking blood is an expression of sexual desire.\So fantasizing about sucking girls' blood could pass for a joke,\but you still have some reservations about doing it with boys, huh?\Yes, I do! You're too quick on the uptake!\Well, not that I'd know, but it seems like sadistic behavior, right?\And my type is someone who's dependable.\So maybe it would be really hard for me to do that. Or something!\What? response:	Oh, nothing, really.
context: So fantasizing about sucking girls' blood could pass for a joke,\but you still have some reservations about doing it with boys, huh?\Yes, I do! You're too quick on the uptake!\Well, not that I'd know, but it seems like sadistic behavior, right?\And my type is someone who's dependable.\So maybe it would be really hard for me to do that. Or something!\What?\Oh, nothing, really. response:	Liar! You were thinking it's nice to be young,
context: but you still have some reservations about doing it with boys, huh?\Yes, I do! You're too quick on the uptake!\Well, not that I'd know, but it seems like sadistic behavior, right?\And my type is someone who's dependable.\So maybe it would be really hard for me to do that. Or something!\What?\Oh, nothing, really.\Liar! You were thinking it's nice to be young, response:	or I'm making the most of my youth, or some other old man's thought!
context: Yes, I do! You're too quick on the uptake!\Well, not that I'd know, but it seems like sadistic behavior, right?\And my type is someone who's dependable.\So maybe it would be really hard for me to do that. Or something!\What?\Oh, nothing, really.\Liar! You were thinking it's nice to be young,\or I'm making the most of my youth, or some other old man's thought! response:	You're quick on the uptake.
context: Well, not that I'd know, but it seems like sadistic behavior, right?\And my type is someone who's dependable.\So maybe it would be really hard for me to do that. Or something!\What?\Oh, nothing, really.\Liar! You were thinking it's nice to be young,\or I'm making the most of my youth, or some other old man's thought!\You're quick on the uptake. response:	That's right.
context: And my type is someone who's dependable.\So maybe it would be really hard for me to do that. Or something!\What?\Oh, nothing, really.\Liar! You were thinking it's nice to be young,\or I'm making the most of my youth, or some other old man's thought!\You're quick on the uptake.\That's right. response:	This vampire-chan is at that age.
context: So maybe it would be really hard for me to do that. Or something!\What?\Oh, nothing, really.\Liar! You were thinking it's nice to be young,\or I'm making the most of my youth, or some other old man's thought!\You're quick on the uptake.\That's right.\This vampire-chan is at that age. response:	It was insensitive of me to ask all that...
context: What?\Oh, nothing, really.\Liar! You were thinking it's nice to be young,\or I'm making the most of my youth, or some other old man's thought!\You're quick on the uptake.\That's right.\This vampire-chan is at that age.\It was insensitive of me to ask all that... response:	I'm the one who said you could ask anything.
context: Oh, nothing, really.\Liar! You were thinking it's nice to be young,\or I'm making the most of my youth, or some other old man's thought!\You're quick on the uptake.\That's right.\This vampire-chan is at that age.\It was insensitive of me to ask all that...\I'm the one who said you could ask anything. response:	Hmph!
context: Liar! You were thinking it's nice to be young,\or I'm making the most of my youth, or some other old man's thought!\You're quick on the uptake.\That's right.\This vampire-chan is at that age.\It was insensitive of me to ask all that...\I'm the one who said you could ask anything.\Hmph! response:	This has been fun. I've learned a lot from you. Thanks.
context: or I'm making the most of my youth, or some other old man's thought!\You're quick on the uptake.\That's right.\This vampire-chan is at that age.\It was insensitive of me to ask all that...\I'm the one who said you could ask anything.\Hmph!\This has been fun. I've learned a lot from you. Thanks. response:	Huh? We're done already?
context: You're quick on the uptake.\That's right.\This vampire-chan is at that age.\It was insensitive of me to ask all that...\I'm the one who said you could ask anything.\Hmph!\This has been fun. I've learned a lot from you. Thanks.\Huh? We're done already? response:	Don't be silly. We have classes next.
context: That's right.\This vampire-chan is at that age.\It was insensitive of me to ask all that...\I'm the one who said you could ask anything.\Hmph!\This has been fun. I've learned a lot from you. Thanks.\Huh? We're done already?\Don't be silly. We have classes next. response:	Both of us.
context: This vampire-chan is at that age.\It was insensitive of me to ask all that...\I'm the one who said you could ask anything.\Hmph!\This has been fun. I've learned a lot from you. Thanks.\Huh? We're done already?\Don't be silly. We have classes next.\Both of us. response:	See? There's the bell.
context: It was insensitive of me to ask all that...\I'm the one who said you could ask anything.\Hmph!\This has been fun. I've learned a lot from you. Thanks.\Huh? We're done already?\Don't be silly. We have classes next.\Both of us.\See? There's the bell. response:	Get back to class. Back to class.
context: I'm the one who said you could ask anything.\Hmph!\This has been fun. I've learned a lot from you. Thanks.\Huh? We're done already?\Don't be silly. We have classes next.\Both of us.\See? There's the bell.\Get back to class. Back to class. response:	Yes, sir!
context: Hmph!\This has been fun. I've learned a lot from you. Thanks.\Huh? We're done already?\Don't be silly. We have classes next.\Both of us.\See? There's the bell.\Get back to class. Back to class.\Yes, sir! response:	Whoops...
context: This has been fun. I've learned a lot from you. Thanks.\Huh? We're done already?\Don't be silly. We have classes next.\Both of us.\See? There's the bell.\Get back to class. Back to class.\Yes, sir!\Whoops... response:	So, were you surprised? Were you surprised?
context: Huh? We're done already?\Don't be silly. We have classes next.\Both of us.\See? There's the bell.\Get back to class. Back to class.\Yes, sir!\Whoops...\So, were you surprised? Were you surprised? response:	Don't sink your teeth into me, even by mistake.
context: Don't be silly. We have classes next.\Both of us.\See? There's the bell.\Get back to class. Back to class.\Yes, sir!\Whoops...\So, were you surprised? Were you surprised?\Don't sink your teeth into me, even by mistake. response:	Hey! That was kinda erotic!
context: Both of us.\See? There's the bell.\Get back to class. Back to class.\Yes, sir!\Whoops...\So, were you surprised? Were you surprised?\Don't sink your teeth into me, even by mistake.\Hey! That was kinda erotic! response:	World History
context: See? There's the bell.\Get back to class. Back to class.\Yes, sir!\Whoops...\So, were you surprised? Were you surprised?\Don't sink your teeth into me, even by mistake.\Hey! That was kinda erotic!\World History response:	Bye-bye, Machi-san.
context: Get back to class. Back to class.\Yes, sir!\Whoops...\So, were you surprised? Were you surprised?\Don't sink your teeth into me, even by mistake.\Hey! That was kinda erotic!\World History\Bye-bye, Machi-san. response:	Oh, bye-bye.
context: Yes, sir!\Whoops...\So, were you surprised? Were you surprised?\Don't sink your teeth into me, even by mistake.\Hey! That was kinda erotic!\World History\Bye-bye, Machi-san.\Oh, bye-bye. response:	Hey, Macchi!
context: Whoops...\So, were you surprised? Were you surprised?\Don't sink your teeth into me, even by mistake.\Hey! That was kinda erotic!\World History\Bye-bye, Machi-san.\Oh, bye-bye.\Hey, Macchi! response:	M-Macchi?
context: So, were you surprised? Were you surprised?\Don't sink your teeth into me, even by mistake.\Hey! That was kinda erotic!\World History\Bye-bye, Machi-san.\Oh, bye-bye.\Hey, Macchi!\M-Macchi? response:	Huh? Are you feeling down?
context: Don't sink your teeth into me, even by mistake.\Hey! That was kinda erotic!\World History\Bye-bye, Machi-san.\Oh, bye-bye.\Hey, Macchi!\M-Macchi?\Huh? Are you feeling down? response:	No, not at all.
context: Hey! That was kinda erotic!\World History\Bye-bye, Machi-san.\Oh, bye-bye.\Hey, Macchi!\M-Macchi?\Huh? Are you feeling down?\No, not at all. response:	You have it pretty rough, huh?
context: World History\Bye-bye, Machi-san.\Oh, bye-bye.\Hey, Macchi!\M-Macchi?\Huh? Are you feeling down?\No, not at all.\You have it pretty rough, huh? response:	I mean, you have to carry your head everywhere you go, don't you?
context: Bye-bye, Machi-san.\Oh, bye-bye.\Hey, Macchi!\M-Macchi?\Huh? Are you feeling down?\No, not at all.\You have it pretty rough, huh?\I mean, you have to carry your head everywhere you go, don't you? response:	Huh?
context: Oh, bye-bye.\Hey, Macchi!\M-Macchi?\Huh? Are you feeling down?\No, not at all.\You have it pretty rough, huh?\I mean, you have to carry your head everywhere you go, don't you?\Huh? response:	Going to and from school must be even worse...
context: Hey, Macchi!\M-Macchi?\Huh? Are you feeling down?\No, not at all.\You have it pretty rough, huh?\I mean, you have to carry your head everywhere you go, don't you?\Huh?\Going to and from school must be even worse... response:	Carrying your bag would take one hand, so that'd be dangerous.
context: M-Macchi?\Huh? Are you feeling down?\No, not at all.\You have it pretty rough, huh?\I mean, you have to carry your head everywhere you go, don't you?\Huh?\Going to and from school must be even worse...\Carrying your bag would take one hand, so that'd be dangerous. response:	What's wrong?
context: Huh? Are you feeling down?\No, not at all.\You have it pretty rough, huh?\I mean, you have to carry your head everywhere you go, don't you?\Huh?\Going to and from school must be even worse...\Carrying your bag would take one hand, so that'd be dangerous.\What's wrong? response:	Not really... I'm used to it.
context: No, not at all.\You have it pretty rough, huh?\I mean, you have to carry your head everywhere you go, don't you?\Huh?\Going to and from school must be even worse...\Carrying your bag would take one hand, so that'd be dangerous.\What's wrong?\Not really... I'm used to it. response:	Yeah, I guess so.
context: You have it pretty rough, huh?\I mean, you have to carry your head everywhere you go, don't you?\Huh?\Going to and from school must be even worse...\Carrying your bag would take one hand, so that'd be dangerous.\What's wrong?\Not really... I'm used to it.\Yeah, I guess so. response:	Isn't it inconvenient, though?
context: I mean, you have to carry your head everywhere you go, don't you?\Huh?\Going to and from school must be even worse...\Carrying your bag would take one hand, so that'd be dangerous.\What's wrong?\Not really... I'm used to it.\Yeah, I guess so.\Isn't it inconvenient, though? response:	A little.
context: Huh?\Going to and from school must be even worse...\Carrying your bag would take one hand, so that'd be dangerous.\What's wrong?\Not really... I'm used to it.\Yeah, I guess so.\Isn't it inconvenient, though?\A little. response:	I mean, I'm a vampire, you know?
context: Going to and from school must be even worse...\Carrying your bag would take one hand, so that'd be dangerous.\What's wrong?\Not really... I'm used to it.\Yeah, I guess so.\Isn't it inconvenient, though?\A little.\I mean, I'm a vampire, you know? response:	So I totally get what you're going through!
context: Carrying your bag would take one hand, so that'd be dangerous.\What's wrong?\Not really... I'm used to it.\Yeah, I guess so.\Isn't it inconvenient, though?\A little.\I mean, I'm a vampire, you know?\So I totally get what you're going through! response:	Really?
context: What's wrong?\Not really... I'm used to it.\Yeah, I guess so.\Isn't it inconvenient, though?\A little.\I mean, I'm a vampire, you know?\So I totally get what you're going through!\Really? response:	Yeah, in my case, I can't stand strong sunlight...
context: Not really... I'm used to it.\Yeah, I guess so.\Isn't it inconvenient, though?\A little.\I mean, I'm a vampire, you know?\So I totally get what you're going through!\Really?\Yeah, in my case, I can't stand strong sunlight... response:	Oh?
context: Yeah, I guess so.\Isn't it inconvenient, though?\A little.\I mean, I'm a vampire, you know?\So I totally get what you're going through!\Really?\Yeah, in my case, I can't stand strong sunlight...\Oh? response:	In summer, I can't even wear short sleeves!
context: Isn't it inconvenient, though?\A little.\I mean, I'm a vampire, you know?\So I totally get what you're going through!\Really?\Yeah, in my case, I can't stand strong sunlight...\Oh?\In summer, I can't even wear short sleeves! response:	But vampires can't stand to be hot, either.
context: A little.\I mean, I'm a vampire, you know?\So I totally get what you're going through!\Really?\Yeah, in my case, I can't stand strong sunlight...\Oh?\In summer, I can't even wear short sleeves!\But vampires can't stand to be hot, either. response:	Wow, that sounds awful.
context: I mean, I'm a vampire, you know?\So I totally get what you're going through!\Really?\Yeah, in my case, I can't stand strong sunlight...\Oh?\In summer, I can't even wear short sleeves!\But vampires can't stand to be hot, either.\Wow, that sounds awful. response:	Right?
context: So I totally get what you're going through!\Really?\Yeah, in my case, I can't stand strong sunlight...\Oh?\In summer, I can't even wear short sleeves!\But vampires can't stand to be hot, either.\Wow, that sounds awful.\Right? response:	I just want to cover my body in cold compresses!
context: Really?\Yeah, in my case, I can't stand strong sunlight...\Oh?\In summer, I can't even wear short sleeves!\But vampires can't stand to be hot, either.\Wow, that sounds awful.\Right?\I just want to cover my body in cold compresses! response:	What are you two talking about?
context: Yeah, in my case, I can't stand strong sunlight...\Oh?\In summer, I can't even wear short sleeves!\But vampires can't stand to be hot, either.\Wow, that sounds awful.\Right?\I just want to cover my body in cold compresses!\What are you two talking about? response:	The injustices of this world.
context: Oh?\In summer, I can't even wear short sleeves!\But vampires can't stand to be hot, either.\Wow, that sounds awful.\Right?\I just want to cover my body in cold compresses!\What are you two talking about?\The injustices of this world. response:	What does that mean?
context: In summer, I can't even wear short sleeves!\But vampires can't stand to be hot, either.\Wow, that sounds awful.\Right?\I just want to cover my body in cold compresses!\What are you two talking about?\The injustices of this world.\What does that mean? response:	So, Takanashi-san
context: But vampires can't stand to be hot, either.\Wow, that sounds awful.\Right?\I just want to cover my body in cold compresses!\What are you two talking about?\The injustices of this world.\What does that mean?\So, Takanashi-san response:	Call me Hikari.
context: Wow, that sounds awful.\Right?\I just want to cover my body in cold compresses!\What are you two talking about?\The injustices of this world.\What does that mean?\So, Takanashi-san\Call me Hikari. response:	Hikari-chan...
context: Right?\I just want to cover my body in cold compresses!\What are you two talking about?\The injustices of this world.\What does that mean?\So, Takanashi-san\Call me Hikari.\Hikari-chan... response:	I never see you during breaks.
context: I just want to cover my body in cold compresses!\What are you two talking about?\The injustices of this world.\What does that mean?\So, Takanashi-san\Call me Hikari.\Hikari-chan...\I never see you during breaks. response:	Do you go somewhere?
context: What are you two talking about?\The injustices of this world.\What does that mean?\So, Takanashi-san\Call me Hikari.\Hikari-chan...\I never see you during breaks.\Do you go somewhere? response:	Actually, yeah.
context: The injustices of this world.\What does that mean?\So, Takanashi-san\Call me Hikari.\Hikari-chan...\I never see you during breaks.\Do you go somewhere?\Actually, yeah. response:	Come in.
context: What does that mean?\So, Takanashi-san\Call me Hikari.\Hikari-chan...\I never see you during breaks.\Do you go somewhere?\Actually, yeah.\Come in. response:	Let's see...
context: So, Takanashi-san\Call me Hikari.\Hikari-chan...\I never see you during breaks.\Do you go somewhere?\Actually, yeah.\Come in.\Let's see... response:	You're Machi Kyouko, from 1-B, right?
context: Call me Hikari.\Hikari-chan...\I never see you during breaks.\Do you go somewhere?\Actually, yeah.\Come in.\Let's see...\You're Machi Kyouko, from 1-B, right? response:	Er, I guess asking your body's pointless...
context: Hikari-chan...\I never see you during breaks.\Do you go somewhere?\Actually, yeah.\Come in.\Let's see...\You're Machi Kyouko, from 1-B, right?\Er, I guess asking your body's pointless... response:	To Takahashi-sensei
context: I never see you during breaks.\Do you go somewhere?\Actually, yeah.\Come in.\Let's see...\You're Machi Kyouko, from 1-B, right?\Er, I guess asking your body's pointless...\To Takahashi-sensei response:	I'm so nervous!
context: Do you go somewhere?\Actually, yeah.\Come in.\Let's see...\You're Machi Kyouko, from 1-B, right?\Er, I guess asking your body's pointless...\To Takahashi-sensei\I'm so nervous! response:	It'll be fine.
context: Actually, yeah.\Come in.\Let's see...\You're Machi Kyouko, from 1-B, right?\Er, I guess asking your body's pointless...\To Takahashi-sensei\I'm so nervous!\It'll be fine. response:	Trust me.
context: Come in.\Let's see...\You're Machi Kyouko, from 1-B, right?\Er, I guess asking your body's pointless...\To Takahashi-sensei\I'm so nervous!\It'll be fine.\Trust me. response:	Takahashi-sensei...
context: Let's see...\You're Machi Kyouko, from 1-B, right?\Er, I guess asking your body's pointless...\To Takahashi-sensei\I'm so nervous!\It'll be fine.\Trust me.\Takahashi-sensei... response:	Thank you for carrying me to the nurse's office when I had a cold.
context: You're Machi Kyouko, from 1-B, right?\Er, I guess asking your body's pointless...\To Takahashi-sensei\I'm so nervous!\It'll be fine.\Trust me.\Takahashi-sensei...\Thank you for carrying me to the nurse's office when I had a cold. response:	Hikari-chan told me about you,
context: Er, I guess asking your body's pointless...\To Takahashi-sensei\I'm so nervous!\It'll be fine.\Trust me.\Takahashi-sensei...\Thank you for carrying me to the nurse's office when I had a cold.\Hikari-chan told me about you, response:	and I'd be happy to talk to you about being a demi, too.
context: To Takahashi-sensei\I'm so nervous!\It'll be fine.\Trust me.\Takahashi-sensei...\Thank you for carrying me to the nurse's office when I had a cold.\Hikari-chan told me about you,\and I'd be happy to talk to you about being a demi, too. response:	I also want to thank you personally for your help.
context: I'm so nervous!\It'll be fine.\Trust me.\Takahashi-sensei...\Thank you for carrying me to the nurse's office when I had a cold.\Hikari-chan told me about you,\and I'd be happy to talk to you about being a demi, too.\I also want to thank you personally for your help. response:	May I come and talk to you sometime?
context: It'll be fine.\Trust me.\Takahashi-sensei...\Thank you for carrying me to the nurse's office when I had a cold.\Hikari-chan told me about you,\and I'd be happy to talk to you about being a demi, too.\I also want to thank you personally for your help.\May I come and talk to you sometime? response:	I also want to thank you personally for your help. May I come and talk to you sometime? 1-B Machi Kyouko
context: Trust me.\Takahashi-sensei...\Thank you for carrying me to the nurse's office when I had a cold.\Hikari-chan told me about you,\and I'd be happy to talk to you about being a demi, too.\I also want to thank you personally for your help.\May I come and talk to you sometime?\I also want to thank you personally for your help. May I come and talk to you sometime? 1-B Machi Kyouko response:	Oh.
context: Takahashi-sensei...\Thank you for carrying me to the nurse's office when I had a cold.\Hikari-chan told me about you,\and I'd be happy to talk to you about being a demi, too.\I also want to thank you personally for your help.\May I come and talk to you sometime?\I also want to thank you personally for your help. May I come and talk to you sometime? 1-B Machi Kyouko\Oh. response:	But you can't hear his answer with only your body.
context: Thank you for carrying me to the nurse's office when I had a cold.\Hikari-chan told me about you,\and I'd be happy to talk to you about being a demi, too.\I also want to thank you personally for your help.\May I come and talk to you sometime?\I also want to thank you personally for your help. May I come and talk to you sometime? 1-B Machi Kyouko\Oh.\But you can't hear his answer with only your body. response:	Ah!
context: Hikari-chan told me about you,\and I'd be happy to talk to you about being a demi, too.\I also want to thank you personally for your help.\May I come and talk to you sometime?\I also want to thank you personally for your help. May I come and talk to you sometime? 1-B Machi Kyouko\Oh.\But you can't hear his answer with only your body.\Ah! response:	I wrote my answer for you.
context: and I'd be happy to talk to you about being a demi, too.\I also want to thank you personally for your help.\May I come and talk to you sometime?\I also want to thank you personally for your help. May I come and talk to you sometime? 1-B Machi Kyouko\Oh.\But you can't hear his answer with only your body.\Ah!\I wrote my answer for you. response:	Carry it back, and don't drop it.
context: I also want to thank you personally for your help.\May I come and talk to you sometime?\I also want to thank you personally for your help. May I come and talk to you sometime? 1-B Machi Kyouko\Oh.\But you can't hear his answer with only your body.\Ah!\I wrote my answer for you.\Carry it back, and don't drop it. response:	Hikari-chan, I did it! I got his answer!
context: May I come and talk to you sometime?\I also want to thank you personally for your help. May I come and talk to you sometime? 1-B Machi Kyouko\Oh.\But you can't hear his answer with only your body.\Ah!\I wrote my answer for you.\Carry it back, and don't drop it.\Hikari-chan, I did it! I got his answer! response:	Yeah! Way to go!
context: I also want to thank you personally for your help. May I come and talk to you sometime? 1-B Machi Kyouko\Oh.\But you can't hear his answer with only your body.\Ah!\I wrote my answer for you.\Carry it back, and don't drop it.\Hikari-chan, I did it! I got his answer!\Yeah! Way to go! response:	Wait, no! Run!
context: Oh.\But you can't hear his answer with only your body.\Ah!\I wrote my answer for you.\Carry it back, and don't drop it.\Hikari-chan, I did it! I got his answer!\Yeah! Way to go!\Wait, no! Run! response:	Hey, wait!
context: But you can't hear his answer with only your body.\Ah!\I wrote my answer for you.\Carry it back, and don't drop it.\Hikari-chan, I did it! I got his answer!\Yeah! Way to go!\Wait, no! Run!\Hey, wait! response:	Whew, that was nerve-wracking...
context: Ah!\I wrote my answer for you.\Carry it back, and don't drop it.\Hikari-chan, I did it! I got his answer!\Yeah! Way to go!\Wait, no! Run!\Hey, wait!\Whew, that was nerve-wracking... response:	I was really surprised.
context: I wrote my answer for you.\Carry it back, and don't drop it.\Hikari-chan, I did it! I got his answer!\Yeah! Way to go!\Wait, no! Run!\Hey, wait!\Whew, that was nerve-wracking...\I was really surprised. response:	What does it say?
context: Carry it back, and don't drop it.\Hikari-chan, I did it! I got his answer!\Yeah! Way to go!\Wait, no! Run!\Hey, wait!\Whew, that was nerve-wracking...\I was really surprised.\What does it say? response:	Machi, Feel free to come by anytime. Takahashi
context: Hikari-chan, I did it! I got his answer!\Yeah! Way to go!\Wait, no! Run!\Hey, wait!\Whew, that was nerve-wracking...\I was really surprised.\What does it say?\Machi, Feel free to come by anytime. Takahashi response:	Oh! Way to go!
context: Yeah! Way to go!\Wait, no! Run!\Hey, wait!\Whew, that was nerve-wracking...\I was really surprised.\What does it say?\Machi, Feel free to come by anytime. Takahashi\Oh! Way to go! response:	Yeah.
context: Wait, no! Run!\Hey, wait!\Whew, that was nerve-wracking...\I was really surprised.\What does it say?\Machi, Feel free to come by anytime. Takahashi\Oh! Way to go!\Yeah. response:	All right! Let's celebrate!
context: Hey, wait!\Whew, that was nerve-wracking...\I was really surprised.\What does it say?\Machi, Feel free to come by anytime. Takahashi\Oh! Way to go!\Yeah.\All right! Let's celebrate! response:	Celebrate?
context: Whew, that was nerve-wracking...\I was really surprised.\What does it say?\Machi, Feel free to come by anytime. Takahashi\Oh! Way to go!\Yeah.\All right! Let's celebrate!\Celebrate? response:	Let's stop somewhere on the way home. We can get drinks!
context: I was really surprised.\What does it say?\Machi, Feel free to come by anytime. Takahashi\Oh! Way to go!\Yeah.\All right! Let's celebrate!\Celebrate?\Let's stop somewhere on the way home. We can get drinks! response:	Oh, okay. That sounds great.
context: What does it say?\Machi, Feel free to come by anytime. Takahashi\Oh! Way to go!\Yeah.\All right! Let's celebrate!\Celebrate?\Let's stop somewhere on the way home. We can get drinks!\Oh, okay. That sounds great. response:	Yay! Where should we go? What should we drink?
context: Machi, Feel free to come by anytime. Takahashi\Oh! Way to go!\Yeah.\All right! Let's celebrate!\Celebrate?\Let's stop somewhere on the way home. We can get drinks!\Oh, okay. That sounds great.\Yay! Where should we go? What should we drink? response:	What do you like, Macchi?
context: Oh! Way to go!\Yeah.\All right! Let's celebrate!\Celebrate?\Let's stop somewhere on the way home. We can get drinks!\Oh, okay. That sounds great.\Yay! Where should we go? What should we drink?\What do you like, Macchi? response:	Well...
context: Yeah.\All right! Let's celebrate!\Celebrate?\Let's stop somewhere on the way home. We can get drinks!\Oh, okay. That sounds great.\Yay! Where should we go? What should we drink?\What do you like, Macchi?\Well... response:	Next Time Dullahan-chan Wants to Be Coddled
context: All right! Let's celebrate!\Celebrate?\Let's stop somewhere on the way home. We can get drinks!\Oh, okay. That sounds great.\Yay! Where should we go? What should we drink?\What do you like, Macchi?\Well...\Next Time Dullahan-chan Wants to Be Coddled response:	Dullahan-chan Wants to Be Coddled.
