context: Hello! response:	We have pork miso soup and vegetable soup over here!
context: Let go, dammit!\You can't do that with chopsticks anyway!\No matter how far Lydianne has fallen, she is still a warrior!\Stop making such a racket, you fools.\You're being rude to the owner of the shop.\If you wish to consume ramen, then sit.\If not, then leave!\T-That's right. My bad. response:	Thank you for waiting.
context: You can't do that with chopsticks anyway!\No matter how far Lydianne has fallen, she is still a warrior!\Stop making such a racket, you fools.\You're being rude to the owner of the shop.\If you wish to consume ramen, then sit.\If not, then leave!\T-That's right. My bad.\Thank you for waiting. response:	Here's your Itogami pork and seafood ramen!
context: No matter how far Lydianne has fallen, she is still a warrior!\Stop making such a racket, you fools.\You're being rude to the owner of the shop.\If you wish to consume ramen, then sit.\If not, then leave!\T-That's right. My bad.\Thank you for waiting.\Here's your Itogami pork and seafood ramen! response:	I see.
context: Stop making such a racket, you fools.\You're being rude to the owner of the shop.\If you wish to consume ramen, then sit.\If not, then leave!\T-That's right. My bad.\Thank you for waiting.\Here's your Itogami pork and seafood ramen!\I see. response:	A soup made from fresh seafood, pork, and vegetables that cannot be recreated anywhere else.
context: You're being rude to the owner of the shop.\If you wish to consume ramen, then sit.\If not, then leave!\T-That's right. My bad.\Thank you for waiting.\Here's your Itogami pork and seafood ramen!\I see.\A soup made from fresh seafood, pork, and vegetables that cannot be recreated anywhere else. response:	The noodles are on the thick side, made by the chef.
context: If you wish to consume ramen, then sit.\If not, then leave!\T-That's right. My bad.\Thank you for waiting.\Here's your Itogami pork and seafood ramen!\I see.\A soup made from fresh seafood, pork, and vegetables that cannot be recreated anywhere else.\The noodles are on the thick side, made by the chef. response:	I see originality in the ingredients as well.
context: If not, then leave!\T-That's right. My bad.\Thank you for waiting.\Here's your Itogami pork and seafood ramen!\I see.\A soup made from fresh seafood, pork, and vegetables that cannot be recreated anywhere else.\The noodles are on the thick side, made by the chef.\I see originality in the ingredients as well. response:	I see. No wonder Asagi recommended it.
context: T-That's right. My bad.\Thank you for waiting.\Here's your Itogami pork and seafood ramen!\I see.\A soup made from fresh seafood, pork, and vegetables that cannot be recreated anywhere else.\The noodles are on the thick side, made by the chef.\I see originality in the ingredients as well.\I see. No wonder Asagi recommended it. response:	Who the hell are you?
context: Thank you for waiting.\Here's your Itogami pork and seafood ramen!\I see.\A soup made from fresh seafood, pork, and vegetables that cannot be recreated anywhere else.\The noodles are on the thick side, made by the chef.\I see originality in the ingredients as well.\I see. No wonder Asagi recommended it.\Who the hell are you? response:	Are you one of Asagi's gourmet friends?
context: Here's your Itogami pork and seafood ramen!\I see.\A soup made from fresh seafood, pork, and vegetables that cannot be recreated anywhere else.\The noodles are on the thick side, made by the chef.\I see originality in the ingredients as well.\I see. No wonder Asagi recommended it.\Who the hell are you?\Are you one of Asagi's gourmet friends? response:	Senpai, be careful what you say to him.
context: I see.\A soup made from fresh seafood, pork, and vegetables that cannot be recreated anywhere else.\The noodles are on the thick side, made by the chef.\I see originality in the ingredients as well.\I see. No wonder Asagi recommended it.\Who the hell are you?\Are you one of Asagi's gourmet friends?\Senpai, be careful what you say to him. response:	This person... is probably...
context: A soup made from fresh seafood, pork, and vegetables that cannot be recreated anywhere else.\The noodles are on the thick side, made by the chef.\I see originality in the ingredients as well.\I see. No wonder Asagi recommended it.\Who the hell are you?\Are you one of Asagi's gourmet friends?\Senpai, be careful what you say to him.\This person... is probably... response:	You know him?
context: The noodles are on the thick side, made by the chef.\I see originality in the ingredients as well.\I see. No wonder Asagi recommended it.\Who the hell are you?\Are you one of Asagi's gourmet friends?\Senpai, be careful what you say to him.\This person... is probably...\You know him? response:	No. But this person's power...
context: I see originality in the ingredients as well.\I see. No wonder Asagi recommended it.\Who the hell are you?\Are you one of Asagi's gourmet friends?\Senpai, be careful what you say to him.\This person... is probably...\You know him?\No. But this person's power... response:	It might equal or even surpass that of Lord Ardeal.
context: I see. No wonder Asagi recommended it.\Who the hell are you?\Are you one of Asagi's gourmet friends?\Senpai, be careful what you say to him.\This person... is probably...\You know him?\No. But this person's power...\It might equal or even surpass that of Lord Ardeal. response:	But there is something strange about it...
context: Who the hell are you?\Are you one of Asagi's gourmet friends?\Senpai, be careful what you say to him.\This person... is probably...\You know him?\No. But this person's power...\It might equal or even surpass that of Lord Ardeal.\But there is something strange about it... response:	Know your place, Sword Shaman.
context: Are you one of Asagi's gourmet friends?\Senpai, be careful what you say to him.\This person... is probably...\You know him?\No. But this person's power...\It might equal or even surpass that of Lord Ardeal.\But there is something strange about it...\Know your place, Sword Shaman. response:	I am interacting with the Fourth Primogenitor as a Prince of the Dynasty of Destruction.
context: Senpai, be careful what you say to him.\This person... is probably...\You know him?\No. But this person's power...\It might equal or even surpass that of Lord Ardeal.\But there is something strange about it...\Know your place, Sword Shaman.\I am interacting with the Fourth Primogenitor as a Prince of the Dynasty of Destruction. response:	A mere observer has no right to speak.
context: This person... is probably...\You know him?\No. But this person's power...\It might equal or even surpass that of Lord Ardeal.\But there is something strange about it...\Know your place, Sword Shaman.\I am interacting with the Fourth Primogenitor as a Prince of the Dynasty of Destruction.\A mere observer has no right to speak. response:	A prince? And the Dynasty of Destruction...
context: You know him?\No. But this person's power...\It might equal or even surpass that of Lord Ardeal.\But there is something strange about it...\Know your place, Sword Shaman.\I am interacting with the Fourth Primogenitor as a Prince of the Dynasty of Destruction.\A mere observer has no right to speak.\A prince? And the Dynasty of Destruction... response:	His Highness, Ibriss-Bel Aziz!
context: No. But this person's power...\It might equal or even surpass that of Lord Ardeal.\But there is something strange about it...\Know your place, Sword Shaman.\I am interacting with the Fourth Primogenitor as a Prince of the Dynasty of Destruction.\A mere observer has no right to speak.\A prince? And the Dynasty of Destruction...\His Highness, Ibriss-Bel Aziz! response:	Seriously?
context: It might equal or even surpass that of Lord Ardeal.\But there is something strange about it...\Know your place, Sword Shaman.\I am interacting with the Fourth Primogenitor as a Prince of the Dynasty of Destruction.\A mere observer has no right to speak.\A prince? And the Dynasty of Destruction...\His Highness, Ibriss-Bel Aziz!\Seriously? response:	Wait, why is the Second Primogenitor's son here,
context: But there is something strange about it...\Know your place, Sword Shaman.\I am interacting with the Fourth Primogenitor as a Prince of the Dynasty of Destruction.\A mere observer has no right to speak.\A prince? And the Dynasty of Destruction...\His Highness, Ibriss-Bel Aziz!\Seriously?\Wait, why is the Second Primogenitor's son here, response:	eating pork ramen on Itogami Island with Asagi's friend?
context: Know your place, Sword Shaman.\I am interacting with the Fourth Primogenitor as a Prince of the Dynasty of Destruction.\A mere observer has no right to speak.\A prince? And the Dynasty of Destruction...\His Highness, Ibriss-Bel Aziz!\Seriously?\Wait, why is the Second Primogenitor's son here,\eating pork ramen on Itogami Island with Asagi's friend? response:	It's a pork and seafood ramen.
context: I am interacting with the Fourth Primogenitor as a Prince of the Dynasty of Destruction.\A mere observer has no right to speak.\A prince? And the Dynasty of Destruction...\His Highness, Ibriss-Bel Aziz!\Seriously?\Wait, why is the Second Primogenitor's son here,\eating pork ramen on Itogami Island with Asagi's friend?\It's a pork and seafood ramen. response:	Don't get it wrong.
context: A mere observer has no right to speak.\A prince? And the Dynasty of Destruction...\His Highness, Ibriss-Bel Aziz!\Seriously?\Wait, why is the Second Primogenitor's son here,\eating pork ramen on Itogami Island with Asagi's friend?\It's a pork and seafood ramen.\Don't get it wrong. response:	This esteemed person saved this one's life.
context: A prince? And the Dynasty of Destruction...\His Highness, Ibriss-Bel Aziz!\Seriously?\Wait, why is the Second Primogenitor's son here,\eating pork ramen on Itogami Island with Asagi's friend?\It's a pork and seafood ramen.\Don't get it wrong.\This esteemed person saved this one's life. response:	Your life?
context: His Highness, Ibriss-Bel Aziz!\Seriously?\Wait, why is the Second Primogenitor's son here,\eating pork ramen on Itogami Island with Asagi's friend?\It's a pork and seafood ramen.\Don't get it wrong.\This esteemed person saved this one's life.\Your life? response:	Just earlier, this one attempted to infiltrate Keystone Gate together with Hizamaru, but...
context: Seriously?\Wait, why is the Second Primogenitor's son here,\eating pork ramen on Itogami Island with Asagi's friend?\It's a pork and seafood ramen.\Don't get it wrong.\This esteemed person saved this one's life.\Your life?\Just earlier, this one attempted to infiltrate Keystone Gate together with Hizamaru, but... response:	Warning. Received damage from an anti-material rifle.
context: Wait, why is the Second Primogenitor's son here,\eating pork ramen on Itogami Island with Asagi's friend?\It's a pork and seafood ramen.\Don't get it wrong.\This esteemed person saved this one's life.\Your life?\Just earlier, this one attempted to infiltrate Keystone Gate together with Hizamaru, but...\Warning. Received damage from an anti-material rifle. response:	Close-range damage from a small bore Gatling gun.
context: eating pork ramen on Itogami Island with Asagi's friend?\It's a pork and seafood ramen.\Don't get it wrong.\This esteemed person saved this one's life.\Your life?\Just earlier, this one attempted to infiltrate Keystone Gate together with Hizamaru, but...\Warning. Received damage from an anti-material rifle.\Close-range damage from a small bore Gatling gun. response:	Heavy damage to the front left leg.
context: It's a pork and seafood ramen.\Don't get it wrong.\This esteemed person saved this one's life.\Your life?\Just earlier, this one attempted to infiltrate Keystone Gate together with Hizamaru, but...\Warning. Received damage from an anti-material rifle.\Close-range damage from a small bore Gatling gun.\Heavy damage to the front left leg. response:	Release lock from joint 4.
context: Don't get it wrong.\This esteemed person saved this one's life.\Your life?\Just earlier, this one attempted to infiltrate Keystone Gate together with Hizamaru, but...\Warning. Received damage from an anti-material rifle.\Close-range damage from a small bore Gatling gun.\Heavy damage to the front left leg.\Release lock from joint 4. response:	Are they not... regular people!?
context: This esteemed person saved this one's life.\Your life?\Just earlier, this one attempted to infiltrate Keystone Gate together with Hizamaru, but...\Warning. Received damage from an anti-material rifle.\Close-range damage from a small bore Gatling gun.\Heavy damage to the front left leg.\Release lock from joint 4.\Are they not... regular people!? response:	Are they the Island Guard's SSG!?
context: Your life?\Just earlier, this one attempted to infiltrate Keystone Gate together with Hizamaru, but...\Warning. Received damage from an anti-material rifle.\Close-range damage from a small bore Gatling gun.\Heavy damage to the front left leg.\Release lock from joint 4.\Are they not... regular people!?\Are they the Island Guard's SSG!? response:	SSG?
context: Just earlier, this one attempted to infiltrate Keystone Gate together with Hizamaru, but...\Warning. Received damage from an anti-material rifle.\Close-range damage from a small bore Gatling gun.\Heavy damage to the front left leg.\Release lock from joint 4.\Are they not... regular people!?\Are they the Island Guard's SSG!?\SSG? response:	A strike force comprised of demons.
context: Warning. Received damage from an anti-material rifle.\Close-range damage from a small bore Gatling gun.\Heavy damage to the front left leg.\Release lock from joint 4.\Are they not... regular people!?\Are they the Island Guard's SSG!?\SSG?\A strike force comprised of demons. response:	It is an unofficial special force, supposedly reporting directly to the Board of Directors of the Island Administration.
context: Close-range damage from a small bore Gatling gun.\Heavy damage to the front left leg.\Release lock from joint 4.\Are they not... regular people!?\Are they the Island Guard's SSG!?\SSG?\A strike force comprised of demons.\It is an unofficial special force, supposedly reporting directly to the Board of Directors of the Island Administration. response:	And so, the deteriorating situation forced this one to cede ground...
context: Heavy damage to the front left leg.\Release lock from joint 4.\Are they not... regular people!?\Are they the Island Guard's SSG!?\SSG?\A strike force comprised of demons.\It is an unofficial special force, supposedly reporting directly to the Board of Directors of the Island Administration.\And so, the deteriorating situation forced this one to cede ground... response:	You retreated, right?
context: Release lock from joint 4.\Are they not... regular people!?\Are they the Island Guard's SSG!?\SSG?\A strike force comprised of demons.\It is an unofficial special force, supposedly reporting directly to the Board of Directors of the Island Administration.\And so, the deteriorating situation forced this one to cede ground...\You retreated, right? response:	Launch the wire anchor!
context: Are they not... regular people!?\Are they the Island Guard's SSG!?\SSG?\A strike force comprised of demons.\It is an unofficial special force, supposedly reporting directly to the Board of Directors of the Island Administration.\And so, the deteriorating situation forced this one to cede ground...\You retreated, right?\Launch the wire anchor! response:	Aim for the monorail bridge!
context: Are they the Island Guard's SSG!?\SSG?\A strike force comprised of demons.\It is an unofficial special force, supposedly reporting directly to the Board of Directors of the Island Administration.\And so, the deteriorating situation forced this one to cede ground...\You retreated, right?\Launch the wire anchor!\Aim for the monorail bridge! response:	A close escape...
context: SSG?\A strike force comprised of demons.\It is an unofficial special force, supposedly reporting directly to the Board of Directors of the Island Administration.\And so, the deteriorating situation forced this one to cede ground...\You retreated, right?\Launch the wire anchor!\Aim for the monorail bridge!\A close escape... response:	Wire anchor unusable.
context: A strike force comprised of demons.\It is an unofficial special force, supposedly reporting directly to the Board of Directors of the Island Administration.\And so, the deteriorating situation forced this one to cede ground...\You retreated, right?\Launch the wire anchor!\Aim for the monorail bridge!\A close escape...\Wire anchor unusable. response:	Heavy damage to the rear legs and main power unit.
context: It is an unofficial special force, supposedly reporting directly to the Board of Directors of the Island Administration.\And so, the deteriorating situation forced this one to cede ground...\You retreated, right?\Launch the wire anchor!\Aim for the monorail bridge!\A close escape...\Wire anchor unusable.\Heavy damage to the rear legs and main power unit. response:	Switching life-support systems to backup power.
context: And so, the deteriorating situation forced this one to cede ground...\You retreated, right?\Launch the wire anchor!\Aim for the monorail bridge!\A close escape...\Wire anchor unusable.\Heavy damage to the rear legs and main power unit.\Switching life-support systems to backup power. response:	Is this the end of the road...!
context: You retreated, right?\Launch the wire anchor!\Aim for the monorail bridge!\A close escape...\Wire anchor unusable.\Heavy damage to the rear legs and main power unit.\Switching life-support systems to backup power.\Is this the end of the road...! response:	Worthless.
context: Launch the wire anchor!\Aim for the monorail bridge!\A close escape...\Wire anchor unusable.\Heavy damage to the rear legs and main power unit.\Switching life-support systems to backup power.\Is this the end of the road...!\Worthless. response:	It cannot be...!
context: Aim for the monorail bridge!\A close escape...\Wire anchor unusable.\Heavy damage to the rear legs and main power unit.\Switching life-support systems to backup power.\Is this the end of the road...!\Worthless.\It cannot be...! response:	I was reluctant, but she is an acquaintance of mine.
context: A close escape...\Wire anchor unusable.\Heavy damage to the rear legs and main power unit.\Switching life-support systems to backup power.\Is this the end of the road...!\Worthless.\It cannot be...!\I was reluctant, but she is an acquaintance of mine. response:	Thank you for finishing your meal.
context: Wire anchor unusable.\Heavy damage to the rear legs and main power unit.\Switching life-support systems to backup power.\Is this the end of the road...!\Worthless.\It cannot be...!\I was reluctant, but she is an acquaintance of mine.\Thank you for finishing your meal. response:	I ended up bringing her under my protection.
context: Heavy damage to the rear legs and main power unit.\Switching life-support systems to backup power.\Is this the end of the road...!\Worthless.\It cannot be...!\I was reluctant, but she is an acquaintance of mine.\Thank you for finishing your meal.\I ended up bringing her under my protection. response:	It was merely a whim.
context: Switching life-support systems to backup power.\Is this the end of the road...!\Worthless.\It cannot be...!\I was reluctant, but she is an acquaintance of mine.\Thank you for finishing your meal.\I ended up bringing her under my protection.\It was merely a whim. response:	I understand what happened, but...
context: Is this the end of the road...!\Worthless.\It cannot be...!\I was reluctant, but she is an acquaintance of mine.\Thank you for finishing your meal.\I ended up bringing her under my protection.\It was merely a whim.\I understand what happened, but... response:	Why did you try and sneak into such a dangerous place?
context: Worthless.\It cannot be...!\I was reluctant, but she is an acquaintance of mine.\Thank you for finishing your meal.\I ended up bringing her under my protection.\It was merely a whim.\I understand what happened, but...\Why did you try and sneak into such a dangerous place? response:	Is it not obvious?
context: It cannot be...!\I was reluctant, but she is an acquaintance of mine.\Thank you for finishing your meal.\I ended up bringing her under my protection.\It was merely a whim.\I understand what happened, but...\Why did you try and sneak into such a dangerous place?\Is it not obvious? response:	It was to save Empress-dono, who has been confined by the Island Administration.
context: I was reluctant, but she is an acquaintance of mine.\Thank you for finishing your meal.\I ended up bringing her under my protection.\It was merely a whim.\I understand what happened, but...\Why did you try and sneak into such a dangerous place?\Is it not obvious?\It was to save Empress-dono, who has been confined by the Island Administration. response:	Confined!? The Island Administration has Asagi?
context: Thank you for finishing your meal.\I ended up bringing her under my protection.\It was merely a whim.\I understand what happened, but...\Why did you try and sneak into such a dangerous place?\Is it not obvious?\It was to save Empress-dono, who has been confined by the Island Administration.\Confined!? The Island Administration has Asagi? response:	On the deepest level of the Keystone Gate...
context: I ended up bringing her under my protection.\It was merely a whim.\I understand what happened, but...\Why did you try and sneak into such a dangerous place?\Is it not obvious?\It was to save Empress-dono, who has been confined by the Island Administration.\Confined!? The Island Administration has Asagi?\On the deepest level of the Keystone Gate... response:	Therein lies the impregnable Floor Zero.
context: It was merely a whim.\I understand what happened, but...\Why did you try and sneak into such a dangerous place?\Is it not obvious?\It was to save Empress-dono, who has been confined by the Island Administration.\Confined!? The Island Administration has Asagi?\On the deepest level of the Keystone Gate...\Therein lies the impregnable Floor Zero. response:	In the center of that area lies Cain's Coffin, also called C.
context: I understand what happened, but...\Why did you try and sneak into such a dangerous place?\Is it not obvious?\It was to save Empress-dono, who has been confined by the Island Administration.\Confined!? The Island Administration has Asagi?\On the deepest level of the Keystone Gate...\Therein lies the impregnable Floor Zero.\In the center of that area lies Cain's Coffin, also called C. response:	Empress-dono has been imprisoned there!
context: Why did you try and sneak into such a dangerous place?\Is it not obvious?\It was to save Empress-dono, who has been confined by the Island Administration.\Confined!? The Island Administration has Asagi?\On the deepest level of the Keystone Gate...\Therein lies the impregnable Floor Zero.\In the center of that area lies Cain's Coffin, also called C.\Empress-dono has been imprisoned there! response:	Save me...
context: Is it not obvious?\It was to save Empress-dono, who has been confined by the Island Administration.\Confined!? The Island Administration has Asagi?\On the deepest level of the Keystone Gate...\Therein lies the impregnable Floor Zero.\In the center of that area lies Cain's Coffin, also called C.\Empress-dono has been imprisoned there!\Save me... response:	Kojou...
