context: That night, I became worried about Nana response:	since she hadn't replied to the email I sent her.
context: I'm sure I would've fallen for Nobu.\I would've loved to be Nobu's girlfriend.\But if Takumi were to come and see me again,\I'd likely end up sleeping with him again.\I probably won't resist it.\What in the world do I want?\If I always get carried away like this, I'll never get my hands on anything.\When I woke up the next morning, Nana was no longer there. response:	There was a note on the table.
context: I would've loved to be Nobu's girlfriend.\But if Takumi were to come and see me again,\I'd likely end up sleeping with him again.\I probably won't resist it.\What in the world do I want?\If I always get carried away like this, I'll never get my hands on anything.\When I woke up the next morning, Nana was no longer there.\There was a note on the table. response:	TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA There was a note on the table.
context: But if Takumi were to come and see me again,\I'd likely end up sleeping with him again.\I probably won't resist it.\What in the world do I want?\If I always get carried away like this, I'll never get my hands on anything.\When I woke up the next morning, Nana was no longer there.\There was a note on the table.\TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA There was a note on the table. response:	TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA
context: I'd likely end up sleeping with him again.\I probably won't resist it.\What in the world do I want?\If I always get carried away like this, I'll never get my hands on anything.\When I woke up the next morning, Nana was no longer there.\There was a note on the table.\TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA There was a note on the table.\TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA response:	It's not something I should be feeling lonely about.
context: I probably won't resist it.\What in the world do I want?\If I always get carried away like this, I'll never get my hands on anything.\When I woke up the next morning, Nana was no longer there.\There was a note on the table.\TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA There was a note on the table.\TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA\It's not something I should be feeling lonely about. response:	I can see her whenever I want at the studio.
context: What in the world do I want?\If I always get carried away like this, I'll never get my hands on anything.\When I woke up the next morning, Nana was no longer there.\There was a note on the table.\TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA There was a note on the table.\TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA\It's not something I should be feeling lonely about.\I can see her whenever I want at the studio. response:	Besides, it's only for two weeks.
context: If I always get carried away like this, I'll never get my hands on anything.\When I woke up the next morning, Nana was no longer there.\There was a note on the table.\TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA There was a note on the table.\TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA\It's not something I should be feeling lonely about.\I can see her whenever I want at the studio.\Besides, it's only for two weeks. response:	After those two weeks... she will return here, won't she?
context: When I woke up the next morning, Nana was no longer there.\There was a note on the table.\TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA There was a note on the table.\TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA\It's not something I should be feeling lonely about.\I can see her whenever I want at the studio.\Besides, it's only for two weeks.\After those two weeks... she will return here, won't she? response:	Hey Nana... Even now, not a day passes
context: There was a note on the table.\TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA There was a note on the table.\TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA\It's not something I should be feeling lonely about.\I can see her whenever I want at the studio.\Besides, it's only for two weeks.\After those two weeks... she will return here, won't she?\Hey Nana... Even now, not a day passes response:	without me wishing to see you on the other side of that table.
context: TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA There was a note on the table.\TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA\It's not something I should be feeling lonely about.\I can see her whenever I want at the studio.\Besides, it's only for two weeks.\After those two weeks... she will return here, won't she?\Hey Nana... Even now, not a day passes\without me wishing to see you on the other side of that table. response:	I'd call out your name from my heart.
context: TO HACHIKO DON'T FORGET TO LOCK THE DOOR. LOSE THAT HABIT OF OPENING THE DOOR TO ANYONE WITHOUT CONFIRMING WHO IT IS FIRST. NANA\It's not something I should be feeling lonely about.\I can see her whenever I want at the studio.\Besides, it's only for two weeks.\After those two weeks... she will return here, won't she?\Hey Nana... Even now, not a day passes\without me wishing to see you on the other side of that table.\I'd call out your name from my heart. response:	Many times.
context: It's not something I should be feeling lonely about.\I can see her whenever I want at the studio.\Besides, it's only for two weeks.\After those two weeks... she will return here, won't she?\Hey Nana... Even now, not a day passes\without me wishing to see you on the other side of that table.\I'd call out your name from my heart.\Many times. response:	As many times as it takes.
context: I can see her whenever I want at the studio.\Besides, it's only for two weeks.\After those two weeks... she will return here, won't she?\Hey Nana... Even now, not a day passes\without me wishing to see you on the other side of that table.\I'd call out your name from my heart.\Many times.\As many times as it takes. response:	I reached into the sky
context: Besides, it's only for two weeks.\After those two weeks... she will return here, won't she?\Hey Nana... Even now, not a day passes\without me wishing to see you on the other side of that table.\I'd call out your name from my heart.\Many times.\As many times as it takes.\I reached into the sky response:	But I couldn't reach what I wanted
context: After those two weeks... she will return here, won't she?\Hey Nana... Even now, not a day passes\without me wishing to see you on the other side of that table.\I'd call out your name from my heart.\Many times.\As many times as it takes.\I reached into the sky\But I couldn't reach what I wanted response:	They grew smaller and disappeared into the sky
context: Hey Nana... Even now, not a day passes\without me wishing to see you on the other side of that table.\I'd call out your name from my heart.\Many times.\As many times as it takes.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky response:	Like colorful balloons
context: without me wishing to see you on the other side of that table.\I'd call out your name from my heart.\Many times.\As many times as it takes.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons response:	I'm alone
context: I'd call out your name from my heart.\Many times.\As many times as it takes.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone response:	My hand had no place to go
context: Many times.\As many times as it takes.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go response:	And gently you took it
context: As many times as it takes.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it response:	Starless night
context: I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night response:	I won't look back at the shadow of my past
context: But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past response:	I want to feel your warmth
context: They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth response:	Tears are falling down
context: Like colorful balloons\I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down response:	Even if I'm unsure I won't let go
context: I'm alone\My hand had no place to go\And gently you took it\Starless night\I won't look back at the shadow of my past\I want to feel your warmth\Tears are falling down\Even if I'm unsure I won't let go response:	Of your hand holding mine
