context: Senpai? response:	Senpai, are you awake?
context: No.\There you go, then.\It's not nice to make reckless accusations, Emiya.\I suppose so. I'm sorry I suspected you.\If you feel bad, then do me a favor.\See, the dojo's kind of a mess right now...\If you have all this free time, maybe you could do something about it, Emiya-kun?\Didn't Fujimura-sensei tell you to do that, Senpai? response:	She did! If you don't do it, she'll...
context: There you go, then.\It's not nice to make reckless accusations, Emiya.\I suppose so. I'm sorry I suspected you.\If you feel bad, then do me a favor.\See, the dojo's kind of a mess right now...\If you have all this free time, maybe you could do something about it, Emiya-kun?\Didn't Fujimura-sensei tell you to do that, Senpai?\She did! If you don't do it, she'll... response:	It's fine.
context: It's not nice to make reckless accusations, Emiya.\I suppose so. I'm sorry I suspected you.\If you feel bad, then do me a favor.\See, the dojo's kind of a mess right now...\If you have all this free time, maybe you could do something about it, Emiya-kun?\Didn't Fujimura-sensei tell you to do that, Senpai?\She did! If you don't do it, she'll...\It's fine. response:	Anyway, if I start cleaning now, the shop will be closed by the time I finish.
context: I suppose so. I'm sorry I suspected you.\If you feel bad, then do me a favor.\See, the dojo's kind of a mess right now...\If you have all this free time, maybe you could do something about it, Emiya-kun?\Didn't Fujimura-sensei tell you to do that, Senpai?\She did! If you don't do it, she'll...\It's fine.\Anyway, if I start cleaning now, the shop will be closed by the time I finish. response:	I know I can count on you!
context: If you feel bad, then do me a favor.\See, the dojo's kind of a mess right now...\If you have all this free time, maybe you could do something about it, Emiya-kun?\Didn't Fujimura-sensei tell you to do that, Senpai?\She did! If you don't do it, she'll...\It's fine.\Anyway, if I start cleaning now, the shop will be closed by the time I finish.\I know I can count on you! response:	Wait, Senpai!
context: See, the dojo's kind of a mess right now...\If you have all this free time, maybe you could do something about it, Emiya-kun?\Didn't Fujimura-sensei tell you to do that, Senpai?\She did! If you don't do it, she'll...\It's fine.\Anyway, if I start cleaning now, the shop will be closed by the time I finish.\I know I can count on you!\Wait, Senpai! response:	Thank you so much!
context: If you have all this free time, maybe you could do something about it, Emiya-kun?\Didn't Fujimura-sensei tell you to do that, Senpai?\She did! If you don't do it, she'll...\It's fine.\Anyway, if I start cleaning now, the shop will be closed by the time I finish.\I know I can count on you!\Wait, Senpai!\Thank you so much! response:	Man, this place never changes.
context: Didn't Fujimura-sensei tell you to do that, Senpai?\She did! If you don't do it, she'll...\It's fine.\Anyway, if I start cleaning now, the shop will be closed by the time I finish.\I know I can count on you!\Wait, Senpai!\Thank you so much!\Man, this place never changes. response:	Done!
context: She did! If you don't do it, she'll...\It's fine.\Anyway, if I start cleaning now, the shop will be closed by the time I finish.\I know I can count on you!\Wait, Senpai!\Thank you so much!\Man, this place never changes.\Done! response:	Who are they?
context: It's fine.\Anyway, if I start cleaning now, the shop will be closed by the time I finish.\I know I can count on you!\Wait, Senpai!\Thank you so much!\Man, this place never changes.\Done!\Who are they? response:	Who's there?
context: Anyway, if I start cleaning now, the shop will be closed by the time I finish.\I know I can count on you!\Wait, Senpai!\Thank you so much!\Man, this place never changes.\Done!\Who are they?\Who's there? response:	Hey.
context: I know I can count on you!\Wait, Senpai!\Thank you so much!\Man, this place never changes.\Done!\Who are they?\Who's there?\Hey. response:	Today just wasn't your lucky day, kid.
context: Wait, Senpai!\Thank you so much!\Man, this place never changes.\Done!\Who are they?\Who's there?\Hey.\Today just wasn't your lucky day, kid. response:	Now that you've seen me, you have to die.
context: Thank you so much!\Man, this place never changes.\Done!\Who are they?\Who's there?\Hey.\Today just wasn't your lucky day, kid.\Now that you've seen me, you have to die. response:	Dead men tell no tales, and all that.
context: Man, this place never changes.\Done!\Who are they?\Who's there?\Hey.\Today just wasn't your lucky day, kid.\Now that you've seen me, you have to die.\Dead men tell no tales, and all that. response:	With your dying breath, curse that you were born with no luck or power.
context: Done!\Who are they?\Who's there?\Hey.\Today just wasn't your lucky day, kid.\Now that you've seen me, you have to die.\Dead men tell no tales, and all that.\With your dying breath, curse that you were born with no luck or power. response:	You make me do some nasty jobs.
context: Who are they?\Who's there?\Hey.\Today just wasn't your lucky day, kid.\Now that you've seen me, you have to die.\Dead men tell no tales, and all that.\With your dying breath, curse that you were born with no luck or power.\You make me do some nasty jobs. response:	It's a sick joke for a hero to act like this.
context: Who's there?\Hey.\Today just wasn't your lucky day, kid.\Now that you've seen me, you have to die.\Dead men tell no tales, and all that.\With your dying breath, curse that you were born with no luck or power.\You make me do some nasty jobs.\It's a sick joke for a hero to act like this. response:	I understand. I'm not complaining.
context: Hey.\Today just wasn't your lucky day, kid.\Now that you've seen me, you have to die.\Dead men tell no tales, and all that.\With your dying breath, curse that you were born with no luck or power.\You make me do some nasty jobs.\It's a sick joke for a hero to act like this.\I understand. I'm not complaining. response:	The girl's Servant saw me.
context: Today just wasn't your lucky day, kid.\Now that you've seen me, you have to die.\Dead men tell no tales, and all that.\With your dying breath, curse that you were born with no luck or power.\You make me do some nasty jobs.\It's a sick joke for a hero to act like this.\I understand. I'm not complaining.\The girl's Servant saw me. response:	I'll be a good boy and return.
context: Now that you've seen me, you have to die.\Dead men tell no tales, and all that.\With your dying breath, curse that you were born with no luck or power.\You make me do some nasty jobs.\It's a sick joke for a hero to act like this.\I understand. I'm not complaining.\The girl's Servant saw me.\I'll be a good boy and return. response:	Jeez, my Master is a real piece of work.
context: Dead men tell no tales, and all that.\With your dying breath, curse that you were born with no luck or power.\You make me do some nasty jobs.\It's a sick joke for a hero to act like this.\I understand. I'm not complaining.\The girl's Servant saw me.\I'll be a good boy and return.\Jeez, my Master is a real piece of work. response:	If his heart was hit, there's no way to save him.
context: With your dying breath, curse that you were born with no luck or power.\You make me do some nasty jobs.\It's a sick joke for a hero to act like this.\I understand. I'm not complaining.\The girl's Servant saw me.\I'll be a good boy and return.\Jeez, my Master is a real piece of work.\If his heart was hit, there's no way to save him. response:	Don't do this to me...
context: You make me do some nasty jobs.\It's a sick joke for a hero to act like this.\I understand. I'm not complaining.\The girl's Servant saw me.\I'll be a good boy and return.\Jeez, my Master is a real piece of work.\If his heart was hit, there's no way to save him.\Don't do this to me... response:	Why are you here?
context: It's a sick joke for a hero to act like this.\I understand. I'm not complaining.\The girl's Servant saw me.\I'll be a good boy and return.\Jeez, my Master is a real piece of work.\If his heart was hit, there's no way to save him.\Don't do this to me...\Why are you here? response:	Why did you have to pick this hour, on this day, to be here?
context: I understand. I'm not complaining.\The girl's Servant saw me.\I'll be a good boy and return.\Jeez, my Master is a real piece of work.\If his heart was hit, there's no way to save him.\Don't do this to me...\Why are you here?\Why did you have to pick this hour, on this day, to be here? response:	There's still a way.
context: The girl's Servant saw me.\I'll be a good boy and return.\Jeez, my Master is a real piece of work.\If his heart was hit, there's no way to save him.\Don't do this to me...\Why are you here?\Why did you have to pick this hour, on this day, to be here?\There's still a way. response:	What happened?
context: I'll be a good boy and return.\Jeez, my Master is a real piece of work.\If his heart was hit, there's no way to save him.\Don't do this to me...\Why are you here?\Why did you have to pick this hour, on this day, to be here?\There's still a way.\What happened? response:	That man in blue and that man in red...
context: Jeez, my Master is a real piece of work.\If his heart was hit, there's no way to save him.\Don't do this to me...\Why are you here?\Why did you have to pick this hour, on this day, to be here?\There's still a way.\What happened?\That man in blue and that man in red... response:	Who were those two?
context: If his heart was hit, there's no way to save him.\Don't do this to me...\Why are you here?\Why did you have to pick this hour, on this day, to be here?\There's still a way.\What happened?\That man in blue and that man in red...\Who were those two? response:	They weren't ordinary humans.
context: Don't do this to me...\Why are you here?\Why did you have to pick this hour, on this day, to be here?\There's still a way.\What happened?\That man in blue and that man in red...\Who were those two?\They weren't ordinary humans. response:	So I really was nearly killed.
context: Why are you here?\Why did you have to pick this hour, on this day, to be here?\There's still a way.\What happened?\That man in blue and that man in red...\Who were those two?\They weren't ordinary humans.\So I really was nearly killed. response:	No,
context: Why did you have to pick this hour, on this day, to be here?\There's still a way.\What happened?\That man in blue and that man in red...\Who were those two?\They weren't ordinary humans.\So I really was nearly killed.\No, response:	I wasn't nearly killed.
context: There's still a way.\What happened?\That man in blue and that man in red...\Who were those two?\They weren't ordinary humans.\So I really was nearly killed.\No,\I wasn't nearly killed. response:	I was killed.
context: What happened?\That man in blue and that man in red...\Who were those two?\They weren't ordinary humans.\So I really was nearly killed.\No,\I wasn't nearly killed.\I was killed. response:	But here I am, alive.
context: That man in blue and that man in red...\Who were those two?\They weren't ordinary humans.\So I really was nearly killed.\No,\I wasn't nearly killed.\I was killed.\But here I am, alive. response:	Someone who came along afterward saved me.
context: Who were those two?\They weren't ordinary humans.\So I really was nearly killed.\No,\I wasn't nearly killed.\I was killed.\But here I am, alive.\Someone who came along afterward saved me. response:	Who was it?
context: They weren't ordinary humans.\So I really was nearly killed.\No,\I wasn't nearly killed.\I was killed.\But here I am, alive.\Someone who came along afterward saved me.\Who was it? response:	I wish I could at least thank them.
context: So I really was nearly killed.\No,\I wasn't nearly killed.\I was killed.\But here I am, alive.\Someone who came along afterward saved me.\Who was it?\I wish I could at least thank them. response:	I was trying to be considerate, figuring it'd hurt more if you saw it coming.
context: No,\I wasn't nearly killed.\I was killed.\But here I am, alive.\Someone who came along afterward saved me.\Who was it?\I wish I could at least thank them.\I was trying to be considerate, figuring it'd hurt more if you saw it coming. response:	Stuck with killing the same person twice in one day...
context: I wasn't nearly killed.\I was killed.\But here I am, alive.\Someone who came along afterward saved me.\Who was it?\I wish I could at least thank them.\I was trying to be considerate, figuring it'd hurt more if you saw it coming.\Stuck with killing the same person twice in one day... response:	I guess the human world is a bloody place, whatever the era.
context: I was killed.\But here I am, alive.\Someone who came along afterward saved me.\Who was it?\I wish I could at least thank them.\I was trying to be considerate, figuring it'd hurt more if you saw it coming.\Stuck with killing the same person twice in one day...\I guess the human world is a bloody place, whatever the era. response:	Trace on.
context: But here I am, alive.\Someone who came along afterward saved me.\Who was it?\I wish I could at least thank them.\I was trying to be considerate, figuring it'd hurt more if you saw it coming.\Stuck with killing the same person twice in one day...\I guess the human world is a bloody place, whatever the era.\Trace on. response:	Find your way to the other side this time, kid.
context: Someone who came along afterward saved me.\Who was it?\I wish I could at least thank them.\I was trying to be considerate, figuring it'd hurt more if you saw it coming.\Stuck with killing the same person twice in one day...\I guess the human world is a bloody place, whatever the era.\Trace on.\Find your way to the other side this time, kid. response:	Strengthening component materials.
context: Who was it?\I wish I could at least thank them.\I was trying to be considerate, figuring it'd hurt more if you saw it coming.\Stuck with killing the same person twice in one day...\I guess the human world is a bloody place, whatever the era.\Trace on.\Find your way to the other side this time, kid.\Strengthening component materials. response:	That's an odd style.
context: I wish I could at least thank them.\I was trying to be considerate, figuring it'd hurt more if you saw it coming.\Stuck with killing the same person twice in one day...\I guess the human world is a bloody place, whatever the era.\Trace on.\Find your way to the other side this time, kid.\Strengthening component materials.\That's an odd style. response:	It's faint, but I sense mana.
context: I was trying to be considerate, figuring it'd hurt more if you saw it coming.\Stuck with killing the same person twice in one day...\I guess the human world is a bloody place, whatever the era.\Trace on.\Find your way to the other side this time, kid.\Strengthening component materials.\That's an odd style.\It's faint, but I sense mana. response:	So that's why you're still alive after your heart was skewered.
context: Stuck with killing the same person twice in one day...\I guess the human world is a bloody place, whatever the era.\Trace on.\Find your way to the other side this time, kid.\Strengthening component materials.\That's an odd style.\It's faint, but I sense mana.\So that's why you're still alive after your heart was skewered. response:	This might be fun, after all.
context: I guess the human world is a bloody place, whatever the era.\Trace on.\Find your way to the other side this time, kid.\Strengthening component materials.\That's an odd style.\It's faint, but I sense mana.\So that's why you're still alive after your heart was skewered.\This might be fun, after all. response:	I gave you a chance, but you went and wasted it.
context: Trace on.\Find your way to the other side this time, kid.\Strengthening component materials.\That's an odd style.\It's faint, but I sense mana.\So that's why you're still alive after your heart was skewered.\This might be fun, after all.\I gave you a chance, but you went and wasted it. response:	If you're a man, show some dignity.
context: Find your way to the other side this time, kid.\Strengthening component materials.\That's an odd style.\It's faint, but I sense mana.\So that's why you're still alive after your heart was skewered.\This might be fun, after all.\I gave you a chance, but you went and wasted it.\If you're a man, show some dignity. response:	Checkmate.
context: Strengthening component materials.\That's an odd style.\It's faint, but I sense mana.\So that's why you're still alive after your heart was skewered.\This might be fun, after all.\I gave you a chance, but you went and wasted it.\If you're a man, show some dignity.\Checkmate. response:	That last move was pretty surprising, kid.
context: That's an odd style.\It's faint, but I sense mana.\So that's why you're still alive after your heart was skewered.\This might be fun, after all.\I gave you a chance, but you went and wasted it.\If you're a man, show some dignity.\Checkmate.\That last move was pretty surprising, kid. response:	I don't get it, though...
context: It's faint, but I sense mana.\So that's why you're still alive after your heart was skewered.\This might be fun, after all.\I gave you a chance, but you went and wasted it.\If you're a man, show some dignity.\Checkmate.\That last move was pretty surprising, kid.\I don't get it, though... response:	You think fast on your feet, but you're hopeless at magecraft.
context: So that's why you're still alive after your heart was skewered.\This might be fun, after all.\I gave you a chance, but you went and wasted it.\If you're a man, show some dignity.\Checkmate.\That last move was pretty surprising, kid.\I don't get it, though...\You think fast on your feet, but you're hopeless at magecraft. response:	You do seem to have a knack for it...
context: This might be fun, after all.\I gave you a chance, but you went and wasted it.\If you're a man, show some dignity.\Checkmate.\That last move was pretty surprising, kid.\I don't get it, though...\You think fast on your feet, but you're hopeless at magecraft.\You do seem to have a knack for it... response:	Maybe you were meant to be the seventh.
context: I gave you a chance, but you went and wasted it.\If you're a man, show some dignity.\Checkmate.\That last move was pretty surprising, kid.\I don't get it, though...\You think fast on your feet, but you're hopeless at magecraft.\You do seem to have a knack for it...\Maybe you were meant to be the seventh. response:	Well, even if you were, this is the end for you.
context: If you're a man, show some dignity.\Checkmate.\That last move was pretty surprising, kid.\I don't get it, though...\You think fast on your feet, but you're hopeless at magecraft.\You do seem to have a knack for it...\Maybe you were meant to be the seventh.\Well, even if you were, this is the end for you. response:	Screw this...
context: Checkmate.\That last move was pretty surprising, kid.\I don't get it, though...\You think fast on your feet, but you're hopeless at magecraft.\You do seem to have a knack for it...\Maybe you were meant to be the seventh.\Well, even if you were, this is the end for you.\Screw this... response:	My life was saved.
context: That last move was pretty surprising, kid.\I don't get it, though...\You think fast on your feet, but you're hopeless at magecraft.\You do seem to have a knack for it...\Maybe you were meant to be the seventh.\Well, even if you were, this is the end for you.\Screw this...\My life was saved. response:	My life was saved, so I won't die that easily.
context: I don't get it, though...\You think fast on your feet, but you're hopeless at magecraft.\You do seem to have a knack for it...\Maybe you were meant to be the seventh.\Well, even if you were, this is the end for you.\Screw this...\My life was saved.\My life was saved, so I won't die that easily. response:	I need to live, to fulfill my duties.
context: You think fast on your feet, but you're hopeless at magecraft.\You do seem to have a knack for it...\Maybe you were meant to be the seventh.\Well, even if you were, this is the end for you.\Screw this...\My life was saved.\My life was saved, so I won't die that easily.\I need to live, to fulfill my duties. response:	And I can't do that if I'm dead.
context: You do seem to have a knack for it...\Maybe you were meant to be the seventh.\Well, even if you were, this is the end for you.\Screw this...\My life was saved.\My life was saved, so I won't die that easily.\I need to live, to fulfill my duties.\And I can't do that if I'm dead. response:	I'm not gonna be killed in a place like this,
context: Maybe you were meant to be the seventh.\Well, even if you were, this is the end for you.\Screw this...\My life was saved.\My life was saved, so I won't die that easily.\I need to live, to fulfill my duties.\And I can't do that if I'm dead.\I'm not gonna be killed in a place like this, response:	for no good reason, by a guy like you,
context: Well, even if you were, this is the end for you.\Screw this...\My life was saved.\My life was saved, so I won't die that easily.\I need to live, to fulfill my duties.\And I can't do that if I'm dead.\I'm not gonna be killed in a place like this,\for no good reason, by a guy like you, response:	who kills people like it's nothing!
context: Screw this...\My life was saved.\My life was saved, so I won't die that easily.\I need to live, to fulfill my duties.\And I can't do that if I'm dead.\I'm not gonna be killed in a place like this,\for no good reason, by a guy like you,\who kills people like it's nothing! response:	The seventh Servant?
context: My life was saved.\My life was saved, so I won't die that easily.\I need to live, to fulfill my duties.\And I can't do that if I'm dead.\I'm not gonna be killed in a place like this,\for no good reason, by a guy like you,\who kills people like it's nothing!\The seventh Servant? response:	I ask...
context: My life was saved, so I won't die that easily.\I need to live, to fulfill my duties.\And I can't do that if I'm dead.\I'm not gonna be killed in a place like this,\for no good reason, by a guy like you,\who kills people like it's nothing!\The seventh Servant?\I ask... response:	Are you my Master?
context: I need to live, to fulfill my duties.\And I can't do that if I'm dead.\I'm not gonna be killed in a place like this,\for no good reason, by a guy like you,\who kills people like it's nothing!\The seventh Servant?\I ask...\Are you my Master? response:	Master?
context: And I can't do that if I'm dead.\I'm not gonna be killed in a place like this,\for no good reason, by a guy like you,\who kills people like it's nothing!\The seventh Servant?\I ask...\Are you my Master?\Master? response:	Your Servant, Saber, has come in response to your summons.
context: I'm not gonna be killed in a place like this,\for no good reason, by a guy like you,\who kills people like it's nothing!\The seventh Servant?\I ask...\Are you my Master?\Master?\Your Servant, Saber, has come in response to your summons. response:	Master, your orders?
context: for no good reason, by a guy like you,\who kills people like it's nothing!\The seventh Servant?\I ask...\Are you my Master?\Master?\Your Servant, Saber, has come in response to your summons.\Master, your orders? response:	Henceforth, my sword will be at your side.
context: who kills people like it's nothing!\The seventh Servant?\I ask...\Are you my Master?\Master?\Your Servant, Saber, has come in response to your summons.\Master, your orders?\Henceforth, my sword will be at your side. response:	Henceforth, your fate is my fate.
context: The seventh Servant?\I ask...\Are you my Master?\Master?\Your Servant, Saber, has come in response to your summons.\Master, your orders?\Henceforth, my sword will be at your side.\Henceforth, your fate is my fate. response:	The pact is now sealed.
context: I ask...\Are you my Master?\Master?\Your Servant, Saber, has come in response to your summons.\Master, your orders?\Henceforth, my sword will be at your side.\Henceforth, your fate is my fate.\The pact is now sealed. response:	What do you mean by pact?
context: Are you my Master?\Master?\Your Servant, Saber, has come in response to your summons.\Master, your orders?\Henceforth, my sword will be at your side.\Henceforth, your fate is my fate.\The pact is now sealed.\What do you mean by pact? response:	Coward! What's the meaning of this, concealing your weapon?
context: Master?\Your Servant, Saber, has come in response to your summons.\Master, your orders?\Henceforth, my sword will be at your side.\Henceforth, your fate is my fate.\The pact is now sealed.\What do you mean by pact?\Coward! What's the meaning of this, concealing your weapon? response:	What's the matter, Lancer?
context: Your Servant, Saber, has come in response to your summons.\Master, your orders?\Henceforth, my sword will be at your side.\Henceforth, your fate is my fate.\The pact is now sealed.\What do you mean by pact?\Coward! What's the meaning of this, concealing your weapon?\What's the matter, Lancer? response:	If you stand there, you'll give spearmen a bad name.
context: Master, your orders?\Henceforth, my sword will be at your side.\Henceforth, your fate is my fate.\The pact is now sealed.\What do you mean by pact?\Coward! What's the meaning of this, concealing your weapon?\What's the matter, Lancer?\If you stand there, you'll give spearmen a bad name. response:	If you will not come to me, I shall come to you.
context: Henceforth, my sword will be at your side.\Henceforth, your fate is my fate.\The pact is now sealed.\What do you mean by pact?\Coward! What's the meaning of this, concealing your weapon?\What's the matter, Lancer?\If you stand there, you'll give spearmen a bad name.\If you will not come to me, I shall come to you. response:	Before you do, let me ask you one thing.
context: Henceforth, your fate is my fate.\The pact is now sealed.\What do you mean by pact?\Coward! What's the meaning of this, concealing your weapon?\What's the matter, Lancer?\If you stand there, you'll give spearmen a bad name.\If you will not come to me, I shall come to you.\Before you do, let me ask you one thing. response:	Your Noble Phantasm... Is it a sword?
context: The pact is now sealed.\What do you mean by pact?\Coward! What's the meaning of this, concealing your weapon?\What's the matter, Lancer?\If you stand there, you'll give spearmen a bad name.\If you will not come to me, I shall come to you.\Before you do, let me ask you one thing.\Your Noble Phantasm... Is it a sword? response:	Who can say?
context: What do you mean by pact?\Coward! What's the meaning of this, concealing your weapon?\What's the matter, Lancer?\If you stand there, you'll give spearmen a bad name.\If you will not come to me, I shall come to you.\Before you do, let me ask you one thing.\Your Noble Phantasm... Is it a sword?\Who can say? response:	It may be a battle axe. Or perhaps a polearm.
context: Coward! What's the meaning of this, concealing your weapon?\What's the matter, Lancer?\If you stand there, you'll give spearmen a bad name.\If you will not come to me, I shall come to you.\Before you do, let me ask you one thing.\Your Noble Phantasm... Is it a sword?\Who can say?\It may be a battle axe. Or perhaps a polearm. response:	Or it might even be a bow, Lancer.
context: What's the matter, Lancer?\If you stand there, you'll give spearmen a bad name.\If you will not come to me, I shall come to you.\Before you do, let me ask you one thing.\Your Noble Phantasm... Is it a sword?\Who can say?\It may be a battle axe. Or perhaps a polearm.\Or it might even be a bow, Lancer. response:	Very funny, swordswoman!
context: If you stand there, you'll give spearmen a bad name.\If you will not come to me, I shall come to you.\Before you do, let me ask you one thing.\Your Noble Phantasm... Is it a sword?\Who can say?\It may be a battle axe. Or perhaps a polearm.\Or it might even be a bow, Lancer.\Very funny, swordswoman! response:	That stance...
context: If you will not come to me, I shall come to you.\Before you do, let me ask you one thing.\Your Noble Phantasm... Is it a sword?\Who can say?\It may be a battle axe. Or perhaps a polearm.\Or it might even be a bow, Lancer.\Very funny, swordswoman!\That stance... response:	One more question.
context: Before you do, let me ask you one thing.\Your Noble Phantasm... Is it a sword?\Who can say?\It may be a battle axe. Or perhaps a polearm.\Or it might even be a bow, Lancer.\Very funny, swordswoman!\That stance...\One more question. response:	Since this is our first meeting, would you be interested in calling it a draw?
context: Your Noble Phantasm... Is it a sword?\Who can say?\It may be a battle axe. Or perhaps a polearm.\Or it might even be a bow, Lancer.\Very funny, swordswoman!\That stance...\One more question.\Since this is our first meeting, would you be interested in calling it a draw? response:	I think not.
context: Who can say?\It may be a battle axe. Or perhaps a polearm.\Or it might even be a bow, Lancer.\Very funny, swordswoman!\That stance...\One more question.\Since this is our first meeting, would you be interested in calling it a draw?\I think not. response:	You will fall here, Lancer.
context: It may be a battle axe. Or perhaps a polearm.\Or it might even be a bow, Lancer.\Very funny, swordswoman!\That stance...\One more question.\Since this is our first meeting, would you be interested in calling it a draw?\I think not.\You will fall here, Lancer. response:	Is that so?
context: Or it might even be a bow, Lancer.\Very funny, swordswoman!\That stance...\One more question.\Since this is our first meeting, would you be interested in calling it a draw?\I think not.\You will fall here, Lancer.\Is that so? response:	My objective was simply to observe...
context: Very funny, swordswoman!\That stance...\One more question.\Since this is our first meeting, would you be interested in calling it a draw?\I think not.\You will fall here, Lancer.\Is that so?\My objective was simply to observe... response:	I'll have your heart!
context: That stance...\One more question.\Since this is our first meeting, would you be interested in calling it a draw?\I think not.\You will fall here, Lancer.\Is that so?\My objective was simply to observe...\I'll have your heart! response:	Gae...
context: One more question.\Since this is our first meeting, would you be interested in calling it a draw?\I think not.\You will fall here, Lancer.\Is that so?\My objective was simply to observe...\I'll have your heart!\Gae... response:	Bolg!
context: Since this is our first meeting, would you be interested in calling it a draw?\I think not.\You will fall here, Lancer.\Is that so?\My objective was simply to observe...\I'll have your heart!\Gae...\Bolg! response:	So, you dodged my lethal strike, Saber.
context: I think not.\You will fall here, Lancer.\Is that so?\My objective was simply to observe...\I'll have your heart!\Gae...\Bolg!\So, you dodged my lethal strike, Saber. response:	A curse?
context: You will fall here, Lancer.\Is that so?\My objective was simply to observe...\I'll have your heart!\Gae...\Bolg!\So, you dodged my lethal strike, Saber.\A curse? response:	No, a strike that reverses cause and effect?
context: Is that so?\My objective was simply to observe...\I'll have your heart!\Gae...\Bolg!\So, you dodged my lethal strike, Saber.\A curse?\No, a strike that reverses cause and effect? response:	Gae Bolg...
context: My objective was simply to observe...\I'll have your heart!\Gae...\Bolg!\So, you dodged my lethal strike, Saber.\A curse?\No, a strike that reverses cause and effect?\Gae Bolg... response:	You are Ireland's Child of Light!
context: I'll have your heart!\Gae...\Bolg!\So, you dodged my lethal strike, Saber.\A curse?\No, a strike that reverses cause and effect?\Gae Bolg...\You are Ireland's Child of Light! response:	I messed up...
context: Gae...\Bolg!\So, you dodged my lethal strike, Saber.\A curse?\No, a strike that reverses cause and effect?\Gae Bolg...\You are Ireland's Child of Light!\I messed up... response:	It needs to be fatal if I use that move, or I'm in trouble.
context: Bolg!\So, you dodged my lethal strike, Saber.\A curse?\No, a strike that reverses cause and effect?\Gae Bolg...\You are Ireland's Child of Light!\I messed up...\It needs to be fatal if I use that move, or I'm in trouble. response:	My lord is a coward, you see.
context: So, you dodged my lethal strike, Saber.\A curse?\No, a strike that reverses cause and effect?\Gae Bolg...\You are Ireland's Child of Light!\I messed up...\It needs to be fatal if I use that move, or I'm in trouble.\My lord is a coward, you see. response:	You dodged my spear, so he's ordering me home.
context: A curse?\No, a strike that reverses cause and effect?\Gae Bolg...\You are Ireland's Child of Light!\I messed up...\It needs to be fatal if I use that move, or I'm in trouble.\My lord is a coward, you see.\You dodged my spear, so he's ordering me home. response:	You would run?
context: No, a strike that reverses cause and effect?\Gae Bolg...\You are Ireland's Child of Light!\I messed up...\It needs to be fatal if I use that move, or I'm in trouble.\My lord is a coward, you see.\You dodged my spear, so he's ordering me home.\You would run? response:	But if you do, be prepared to die!
context: Gae Bolg...\You are Ireland's Child of Light!\I messed up...\It needs to be fatal if I use that move, or I'm in trouble.\My lord is a coward, you see.\You dodged my spear, so he's ordering me home.\You would run?\But if you do, be prepared to die! response:	Wait, Lancer!
context: You are Ireland's Child of Light!\I messed up...\It needs to be fatal if I use that move, or I'm in trouble.\My lord is a coward, you see.\You dodged my spear, so he's ordering me home.\You would run?\But if you do, be prepared to die!\Wait, Lancer! response:	I-Is she an idiot?
context: I messed up...\It needs to be fatal if I use that move, or I'm in trouble.\My lord is a coward, you see.\You dodged my spear, so he's ordering me home.\You would run?\But if you do, be prepared to die!\Wait, Lancer!\I-Is she an idiot? response:	Hey, are you okay?
context: It needs to be fatal if I use that move, or I'm in trouble.\My lord is a coward, you see.\You dodged my spear, so he's ordering me home.\You would run?\But if you do, be prepared to die!\Wait, Lancer!\I-Is she an idiot?\Hey, are you okay? response:	What the hell are you?
context: My lord is a coward, you see.\You dodged my spear, so he's ordering me home.\You would run?\But if you do, be prepared to die!\Wait, Lancer!\I-Is she an idiot?\Hey, are you okay?\What the hell are you? response:	As you can see, I am your Saber-class Servant.
context: You dodged my spear, so he's ordering me home.\You would run?\But if you do, be prepared to die!\Wait, Lancer!\I-Is she an idiot?\Hey, are you okay?\What the hell are you?\As you can see, I am your Saber-class Servant. response:	As such, please call me Saber.
context: You would run?\But if you do, be prepared to die!\Wait, Lancer!\I-Is she an idiot?\Hey, are you okay?\What the hell are you?\As you can see, I am your Saber-class Servant.\As such, please call me Saber. response:	I'm Shirou...
context: But if you do, be prepared to die!\Wait, Lancer!\I-Is she an idiot?\Hey, are you okay?\What the hell are you?\As you can see, I am your Saber-class Servant.\As such, please call me Saber.\I'm Shirou... response:	Emiya Shirou.
context: Wait, Lancer!\I-Is she an idiot?\Hey, are you okay?\What the hell are you?\As you can see, I am your Saber-class Servant.\As such, please call me Saber.\I'm Shirou...\Emiya Shirou. response:	Emiya...
context: I-Is she an idiot?\Hey, are you okay?\What the hell are you?\As you can see, I am your Saber-class Servant.\As such, please call me Saber.\I'm Shirou...\Emiya Shirou.\Emiya... response:	This house...
context: Hey, are you okay?\What the hell are you?\As you can see, I am your Saber-class Servant.\As such, please call me Saber.\I'm Shirou...\Emiya Shirou.\Emiya...\This house... response:	No, that's not right. That isn't what I want to ask you.
context: What the hell are you?\As you can see, I am your Saber-class Servant.\As such, please call me Saber.\I'm Shirou...\Emiya Shirou.\Emiya...\This house...\No, that's not right. That isn't what I want to ask you. response:	I know.
context: As you can see, I am your Saber-class Servant.\As such, please call me Saber.\I'm Shirou...\Emiya Shirou.\Emiya...\This house...\No, that's not right. That isn't what I want to ask you.\I know. response:	You are not a proper Master, are you?
context: As such, please call me Saber.\I'm Shirou...\Emiya Shirou.\Emiya...\This house...\No, that's not right. That isn't what I want to ask you.\I know.\You are not a proper Master, are you? response:	And yet, regardless, you are my Master.
context: I'm Shirou...\Emiya Shirou.\Emiya...\This house...\No, that's not right. That isn't what I want to ask you.\I know.\You are not a proper Master, are you?\And yet, regardless, you are my Master. response:	W-Wait, isn't it weird, calling me Master all of a sudden?
