context: I can't let Croix do as she pleases any longer. response:	I can't let Croix do as she pleases any longer.
context: You made those people...?\Not quite.\The emotion of anger comes from within them.\All I did was enhance it slightly and absorb it.\Absorb it? But why?\Noir Fuel Spirit.\You can convert strong human emotions into powerful magic energy.\That is why I am probing the hearts of people around the world response:	Anger, hatred, sadness, jealousy, fear, anxiety
context: Not quite.\The emotion of anger comes from within them.\All I did was enhance it slightly and absorb it.\Absorb it? But why?\Noir Fuel Spirit.\You can convert strong human emotions into powerful magic energy.\That is why I am probing the hearts of people around the world\Anger, hatred, sadness, jealousy, fear, anxiety response:	I want to completely absorb all of those emotions.
context: The emotion of anger comes from within them.\All I did was enhance it slightly and absorb it.\Absorb it? But why?\Noir Fuel Spirit.\You can convert strong human emotions into powerful magic energy.\That is why I am probing the hearts of people around the world\Anger, hatred, sadness, jealousy, fear, anxiety\I want to completely absorb all of those emotions. response:	Absorb... emotions?
context: All I did was enhance it slightly and absorb it.\Absorb it? But why?\Noir Fuel Spirit.\You can convert strong human emotions into powerful magic energy.\That is why I am probing the hearts of people around the world\Anger, hatred, sadness, jealousy, fear, anxiety\I want to completely absorb all of those emotions.\Absorb... emotions? response:	You should be aware as well.
context: Absorb it? But why?\Noir Fuel Spirit.\You can convert strong human emotions into powerful magic energy.\That is why I am probing the hearts of people around the world\Anger, hatred, sadness, jealousy, fear, anxiety\I want to completely absorb all of those emotions.\Absorb... emotions?\You should be aware as well. response:	Magic is in decline all around the world.
context: Noir Fuel Spirit.\You can convert strong human emotions into powerful magic energy.\That is why I am probing the hearts of people around the world\Anger, hatred, sadness, jealousy, fear, anxiety\I want to completely absorb all of those emotions.\Absorb... emotions?\You should be aware as well.\Magic is in decline all around the world. response:	If nothing is done, magic will one day disappear entirely.
context: You can convert strong human emotions into powerful magic energy.\That is why I am probing the hearts of people around the world\Anger, hatred, sadness, jealousy, fear, anxiety\I want to completely absorb all of those emotions.\Absorb... emotions?\You should be aware as well.\Magic is in decline all around the world.\If nothing is done, magic will one day disappear entirely. response:	We need a method to generate it from some sort of energy.
context: That is why I am probing the hearts of people around the world\Anger, hatred, sadness, jealousy, fear, anxiety\I want to completely absorb all of those emotions.\Absorb... emotions?\You should be aware as well.\Magic is in decline all around the world.\If nothing is done, magic will one day disappear entirely.\We need a method to generate it from some sort of energy. response:	Don't you see how fantastic it would be if we could harvest human emotions as a new energy source?
context: Anger, hatred, sadness, jealousy, fear, anxiety\I want to completely absorb all of those emotions.\Absorb... emotions?\You should be aware as well.\Magic is in decline all around the world.\If nothing is done, magic will one day disappear entirely.\We need a method to generate it from some sort of energy.\Don't you see how fantastic it would be if we could harvest human emotions as a new energy source? response:	Manipulation is easiest with crowd psychology.
context: I want to completely absorb all of those emotions.\Absorb... emotions?\You should be aware as well.\Magic is in decline all around the world.\If nothing is done, magic will one day disappear entirely.\We need a method to generate it from some sort of energy.\Don't you see how fantastic it would be if we could harvest human emotions as a new energy source?\Manipulation is easiest with crowd psychology. response:	I've been gathering emotions through this app...
context: Absorb... emotions?\You should be aware as well.\Magic is in decline all around the world.\If nothing is done, magic will one day disappear entirely.\We need a method to generate it from some sort of energy.\Don't you see how fantastic it would be if we could harvest human emotions as a new energy source?\Manipulation is easiest with crowd psychology.\I've been gathering emotions through this app... response:	And the results far exceed my expectations!
context: You should be aware as well.\Magic is in decline all around the world.\If nothing is done, magic will one day disappear entirely.\We need a method to generate it from some sort of energy.\Don't you see how fantastic it would be if we could harvest human emotions as a new energy source?\Manipulation is easiest with crowd psychology.\I've been gathering emotions through this app...\And the results far exceed my expectations! response:	There's more than enough for my world reconstruction plan to come to fruition!
context: Magic is in decline all around the world.\If nothing is done, magic will one day disappear entirely.\We need a method to generate it from some sort of energy.\Don't you see how fantastic it would be if we could harvest human emotions as a new energy source?\Manipulation is easiest with crowd psychology.\I've been gathering emotions through this app...\And the results far exceed my expectations!\There's more than enough for my world reconstruction plan to come to fruition! response:	They'll all see magic in a new light!
context: If nothing is done, magic will one day disappear entirely.\We need a method to generate it from some sort of energy.\Don't you see how fantastic it would be if we could harvest human emotions as a new energy source?\Manipulation is easiest with crowd psychology.\I've been gathering emotions through this app...\And the results far exceed my expectations!\There's more than enough for my world reconstruction plan to come to fruition!\They'll all see magic in a new light! response:	Professor Croix, you're acting weird!
context: We need a method to generate it from some sort of energy.\Don't you see how fantastic it would be if we could harvest human emotions as a new energy source?\Manipulation is easiest with crowd psychology.\I've been gathering emotions through this app...\And the results far exceed my expectations!\There's more than enough for my world reconstruction plan to come to fruition!\They'll all see magic in a new light!\Professor Croix, you're acting weird! response:	Stop doing something like that!
context: Don't you see how fantastic it would be if we could harvest human emotions as a new energy source?\Manipulation is easiest with crowd psychology.\I've been gathering emotions through this app...\And the results far exceed my expectations!\There's more than enough for my world reconstruction plan to come to fruition!\They'll all see magic in a new light!\Professor Croix, you're acting weird!\Stop doing something like that! response:	Why? Are you saying you wouldn't mind if magic was lost forever?
context: Manipulation is easiest with crowd psychology.\I've been gathering emotions through this app...\And the results far exceed my expectations!\There's more than enough for my world reconstruction plan to come to fruition!\They'll all see magic in a new light!\Professor Croix, you're acting weird!\Stop doing something like that!\Why? Are you saying you wouldn't mind if magic was lost forever? response:	Magic won't go away! I won't let it!
context: I've been gathering emotions through this app...\And the results far exceed my expectations!\There's more than enough for my world reconstruction plan to come to fruition!\They'll all see magic in a new light!\Professor Croix, you're acting weird!\Stop doing something like that!\Why? Are you saying you wouldn't mind if magic was lost forever?\Magic won't go away! I won't let it! response:	How?
context: And the results far exceed my expectations!\There's more than enough for my world reconstruction plan to come to fruition!\They'll all see magic in a new light!\Professor Croix, you're acting weird!\Stop doing something like that!\Why? Are you saying you wouldn't mind if magic was lost forever?\Magic won't go away! I won't let it!\How? response:	Feelings by themselves can't change the worldyou must take action.
context: There's more than enough for my world reconstruction plan to come to fruition!\They'll all see magic in a new light!\Professor Croix, you're acting weird!\Stop doing something like that!\Why? Are you saying you wouldn't mind if magic was lost forever?\Magic won't go away! I won't let it!\How?\Feelings by themselves can't change the worldyou must take action. response:	Still... this is wrong!
context: They'll all see magic in a new light!\Professor Croix, you're acting weird!\Stop doing something like that!\Why? Are you saying you wouldn't mind if magic was lost forever?\Magic won't go away! I won't let it!\How?\Feelings by themselves can't change the worldyou must take action.\Still... this is wrong! response:	Magic...
context: Professor Croix, you're acting weird!\Stop doing something like that!\Why? Are you saying you wouldn't mind if magic was lost forever?\Magic won't go away! I won't let it!\How?\Feelings by themselves can't change the worldyou must take action.\Still... this is wrong!\Magic... response:	Magic should be used to make people happy!
context: Stop doing something like that!\Why? Are you saying you wouldn't mind if magic was lost forever?\Magic won't go away! I won't let it!\How?\Feelings by themselves can't change the worldyou must take action.\Still... this is wrong!\Magic...\Magic should be used to make people happy! response:	You say the same things as Chariot.
context: Why? Are you saying you wouldn't mind if magic was lost forever?\Magic won't go away! I won't let it!\How?\Feelings by themselves can't change the worldyou must take action.\Still... this is wrong!\Magic...\Magic should be used to make people happy!\You say the same things as Chariot. response:	That is exactly why she failed.
context: Magic won't go away! I won't let it!\How?\Feelings by themselves can't change the worldyou must take action.\Still... this is wrong!\Magic...\Magic should be used to make people happy!\You say the same things as Chariot.\That is exactly why she failed. response:	I can't comprehend incompetent witches who do nothing but chase after unachievable dreams.
context: How?\Feelings by themselves can't change the worldyou must take action.\Still... this is wrong!\Magic...\Magic should be used to make people happy!\You say the same things as Chariot.\That is exactly why she failed.\I can't comprehend incompetent witches who do nothing but chase after unachievable dreams. response:	This was a waste of time.
context: Feelings by themselves can't change the worldyou must take action.\Still... this is wrong!\Magic...\Magic should be used to make people happy!\You say the same things as Chariot.\That is exactly why she failed.\I can't comprehend incompetent witches who do nothing but chase after unachievable dreams.\This was a waste of time. response:	Our private lesson ends here.
context: Still... this is wrong!\Magic...\Magic should be used to make people happy!\You say the same things as Chariot.\That is exactly why she failed.\I can't comprehend incompetent witches who do nothing but chase after unachievable dreams.\This was a waste of time.\Our private lesson ends here. response:	You stay right there and keep your mouth shut.
context: Magic...\Magic should be used to make people happy!\You say the same things as Chariot.\That is exactly why she failed.\I can't comprehend incompetent witches who do nothing but chase after unachievable dreams.\This was a waste of time.\Our private lesson ends here.\You stay right there and keep your mouth shut. response:	Diphulaniado!
context: Magic should be used to make people happy!\You say the same things as Chariot.\That is exactly why she failed.\I can't comprehend incompetent witches who do nothing but chase after unachievable dreams.\This was a waste of time.\Our private lesson ends here.\You stay right there and keep your mouth shut.\Diphulaniado! response:	Chariot...
context: You say the same things as Chariot.\That is exactly why she failed.\I can't comprehend incompetent witches who do nothing but chase after unachievable dreams.\This was a waste of time.\Our private lesson ends here.\You stay right there and keep your mouth shut.\Diphulaniado!\Chariot... response:	Professor... Ursula?
context: That is exactly why she failed.\I can't comprehend incompetent witches who do nothing but chase after unachievable dreams.\This was a waste of time.\Our private lesson ends here.\You stay right there and keep your mouth shut.\Diphulaniado!\Chariot...\Professor... Ursula? response:	You've never learned how to keep your head down.
context: I can't comprehend incompetent witches who do nothing but chase after unachievable dreams.\This was a waste of time.\Our private lesson ends here.\You stay right there and keep your mouth shut.\Diphulaniado!\Chariot...\Professor... Ursula?\You've never learned how to keep your head down. response:	Do you still intend to interfere, Chariot du Nord?
context: This was a waste of time.\Our private lesson ends here.\You stay right there and keep your mouth shut.\Diphulaniado!\Chariot...\Professor... Ursula?\You've never learned how to keep your head down.\Do you still intend to interfere, Chariot du Nord? response:	Chariot?
context: Our private lesson ends here.\You stay right there and keep your mouth shut.\Diphulaniado!\Chariot...\Professor... Ursula?\You've never learned how to keep your head down.\Do you still intend to interfere, Chariot du Nord?\Chariot? response:	You're... Shiny Chariot?
context: You stay right there and keep your mouth shut.\Diphulaniado!\Chariot...\Professor... Ursula?\You've never learned how to keep your head down.\Do you still intend to interfere, Chariot du Nord?\Chariot?\You're... Shiny Chariot? response:	So you finally realized? Didn't I say you'd meet her soon?
context: Diphulaniado!\Chariot...\Professor... Ursula?\You've never learned how to keep your head down.\Do you still intend to interfere, Chariot du Nord?\Chariot?\You're... Shiny Chariot?\So you finally realized? Didn't I say you'd meet her soon? response:	The person you've so admired has always been right next to you, pulling the wool over your eyes.
context: Chariot...\Professor... Ursula?\You've never learned how to keep your head down.\Do you still intend to interfere, Chariot du Nord?\Chariot?\You're... Shiny Chariot?\So you finally realized? Didn't I say you'd meet her soon?\The person you've so admired has always been right next to you, pulling the wool over your eyes. response:	I'm sorry I kept this a secret from you.
context: Professor... Ursula?\You've never learned how to keep your head down.\Do you still intend to interfere, Chariot du Nord?\Chariot?\You're... Shiny Chariot?\So you finally realized? Didn't I say you'd meet her soon?\The person you've so admired has always been right next to you, pulling the wool over your eyes.\I'm sorry I kept this a secret from you. response:	I wanted to tell you properly.
context: You've never learned how to keep your head down.\Do you still intend to interfere, Chariot du Nord?\Chariot?\You're... Shiny Chariot?\So you finally realized? Didn't I say you'd meet her soon?\The person you've so admired has always been right next to you, pulling the wool over your eyes.\I'm sorry I kept this a secret from you.\I wanted to tell you properly. response:	That's enough, Croix!
context: Do you still intend to interfere, Chariot du Nord?\Chariot?\You're... Shiny Chariot?\So you finally realized? Didn't I say you'd meet her soon?\The person you've so admired has always been right next to you, pulling the wool over your eyes.\I'm sorry I kept this a secret from you.\I wanted to tell you properly.\That's enough, Croix! response:	Your methods are mistaken!
context: Chariot?\You're... Shiny Chariot?\So you finally realized? Didn't I say you'd meet her soon?\The person you've so admired has always been right next to you, pulling the wool over your eyes.\I'm sorry I kept this a secret from you.\I wanted to tell you properly.\That's enough, Croix!\Your methods are mistaken! response:	Do you intend to stop me?
context: You're... Shiny Chariot?\So you finally realized? Didn't I say you'd meet her soon?\The person you've so admired has always been right next to you, pulling the wool over your eyes.\I'm sorry I kept this a secret from you.\I wanted to tell you properly.\That's enough, Croix!\Your methods are mistaken!\Do you intend to stop me? response:	You? Stop me? I'm surprised you can say that with a straight face.
context: So you finally realized? Didn't I say you'd meet her soon?\The person you've so admired has always been right next to you, pulling the wool over your eyes.\I'm sorry I kept this a secret from you.\I wanted to tell you properly.\That's enough, Croix!\Your methods are mistaken!\Do you intend to stop me?\You? Stop me? I'm surprised you can say that with a straight face. response:	Don't you remember what you did ten years ago?
context: The person you've so admired has always been right next to you, pulling the wool over your eyes.\I'm sorry I kept this a secret from you.\I wanted to tell you properly.\That's enough, Croix!\Your methods are mistaken!\Do you intend to stop me?\You? Stop me? I'm surprised you can say that with a straight face.\Don't you remember what you did ten years ago? response:	Why don't you be the one to tell her what happened the day Chariot descended from the stage forever?
context: I'm sorry I kept this a secret from you.\I wanted to tell you properly.\That's enough, Croix!\Your methods are mistaken!\Do you intend to stop me?\You? Stop me? I'm surprised you can say that with a straight face.\Don't you remember what you did ten years ago?\Why don't you be the one to tell her what happened the day Chariot descended from the stage forever? response:	What exactly it was that you did to the moon.
context: I wanted to tell you properly.\That's enough, Croix!\Your methods are mistaken!\Do you intend to stop me?\You? Stop me? I'm surprised you can say that with a straight face.\Don't you remember what you did ten years ago?\Why don't you be the one to tell her what happened the day Chariot descended from the stage forever?\What exactly it was that you did to the moon. response:	Dream Fuel Spirit.
context: That's enough, Croix!\Your methods are mistaken!\Do you intend to stop me?\You? Stop me? I'm surprised you can say that with a straight face.\Don't you remember what you did ten years ago?\Why don't you be the one to tell her what happened the day Chariot descended from the stage forever?\What exactly it was that you did to the moon.\Dream Fuel Spirit. response:	Magic to convert the power of dreaming into strong magical energy.
context: Your methods are mistaken!\Do you intend to stop me?\You? Stop me? I'm surprised you can say that with a straight face.\Don't you remember what you did ten years ago?\Why don't you be the one to tell her what happened the day Chariot descended from the stage forever?\What exactly it was that you did to the moon.\Dream Fuel Spirit.\Magic to convert the power of dreaming into strong magical energy. response:	What exactly gives you the right to stop me after using that yourself?
context: Do you intend to stop me?\You? Stop me? I'm surprised you can say that with a straight face.\Don't you remember what you did ten years ago?\Why don't you be the one to tell her what happened the day Chariot descended from the stage forever?\What exactly it was that you did to the moon.\Dream Fuel Spirit.\Magic to convert the power of dreaming into strong magical energy.\What exactly gives you the right to stop me after using that yourself? response:	That power
context: You? Stop me? I'm surprised you can say that with a straight face.\Don't you remember what you did ten years ago?\Why don't you be the one to tell her what happened the day Chariot descended from the stage forever?\What exactly it was that you did to the moon.\Dream Fuel Spirit.\Magic to convert the power of dreaming into strong magical energy.\What exactly gives you the right to stop me after using that yourself?\That power response:	Convert the power of dreaming into magic?
context: Don't you remember what you did ten years ago?\Why don't you be the one to tell her what happened the day Chariot descended from the stage forever?\What exactly it was that you did to the moon.\Dream Fuel Spirit.\Magic to convert the power of dreaming into strong magical energy.\What exactly gives you the right to stop me after using that yourself?\That power\Convert the power of dreaming into magic? response:	Oh, I see how it is now.
context: Why don't you be the one to tell her what happened the day Chariot descended from the stage forever?\What exactly it was that you did to the moon.\Dream Fuel Spirit.\Magic to convert the power of dreaming into strong magical energy.\What exactly gives you the right to stop me after using that yourself?\That power\Convert the power of dreaming into magic?\Oh, I see how it is now. response:	So that's the true reason you care so much about her.
context: What exactly it was that you did to the moon.\Dream Fuel Spirit.\Magic to convert the power of dreaming into strong magical energy.\What exactly gives you the right to stop me after using that yourself?\That power\Convert the power of dreaming into magic?\Oh, I see how it is now.\So that's the true reason you care so much about her. response:	Akko.
context: Dream Fuel Spirit.\Magic to convert the power of dreaming into strong magical energy.\What exactly gives you the right to stop me after using that yourself?\That power\Convert the power of dreaming into magic?\Oh, I see how it is now.\So that's the true reason you care so much about her.\Akko. response:	You saw Chariot's show in the past, didn't you?
context: Magic to convert the power of dreaming into strong magical energy.\What exactly gives you the right to stop me after using that yourself?\That power\Convert the power of dreaming into magic?\Oh, I see how it is now.\So that's the true reason you care so much about her.\Akko.\You saw Chariot's show in the past, didn't you? response:	Huh?
context: What exactly gives you the right to stop me after using that yourself?\That power\Convert the power of dreaming into magic?\Oh, I see how it is now.\So that's the true reason you care so much about her.\Akko.\You saw Chariot's show in the past, didn't you?\Huh? response:	Dream Fuel Spirit gathers the dreaming energy of everyone in the area and turns it into magic.
context: That power\Convert the power of dreaming into magic?\Oh, I see how it is now.\So that's the true reason you care so much about her.\Akko.\You saw Chariot's show in the past, didn't you?\Huh?\Dream Fuel Spirit gathers the dreaming energy of everyone in the area and turns it into magic. response:	And those whose dreams are absorbed...
context: Convert the power of dreaming into magic?\Oh, I see how it is now.\So that's the true reason you care so much about her.\Akko.\You saw Chariot's show in the past, didn't you?\Huh?\Dream Fuel Spirit gathers the dreaming energy of everyone in the area and turns it into magic.\And those whose dreams are absorbed... response:	Lose their magic.
context: Oh, I see how it is now.\So that's the true reason you care so much about her.\Akko.\You saw Chariot's show in the past, didn't you?\Huh?\Dream Fuel Spirit gathers the dreaming energy of everyone in the area and turns it into magic.\And those whose dreams are absorbed...\Lose their magic. response:	Isn't that right, Chariot?
context: So that's the true reason you care so much about her.\Akko.\You saw Chariot's show in the past, didn't you?\Huh?\Dream Fuel Spirit gathers the dreaming energy of everyone in the area and turns it into magic.\And those whose dreams are absorbed...\Lose their magic.\Isn't that right, Chariot? response:	You tell her yourself.
context: Akko.\You saw Chariot's show in the past, didn't you?\Huh?\Dream Fuel Spirit gathers the dreaming energy of everyone in the area and turns it into magic.\And those whose dreams are absorbed...\Lose their magic.\Isn't that right, Chariot?\You tell her yourself. response:	When I learned that you once saw a Chariot show, I hoped it wasn't true.
context: You saw Chariot's show in the past, didn't you?\Huh?\Dream Fuel Spirit gathers the dreaming energy of everyone in the area and turns it into magic.\And those whose dreams are absorbed...\Lose their magic.\Isn't that right, Chariot?\You tell her yourself.\When I learned that you once saw a Chariot show, I hoped it wasn't true. response:	I didn't want to believe it.
context: Huh?\Dream Fuel Spirit gathers the dreaming energy of everyone in the area and turns it into magic.\And those whose dreams are absorbed...\Lose their magic.\Isn't that right, Chariot?\You tell her yourself.\When I learned that you once saw a Chariot show, I hoped it wasn't true.\I didn't want to believe it. response:	But after all the time we spent together, I couldn't deny it anymore.
context: Dream Fuel Spirit gathers the dreaming energy of everyone in the area and turns it into magic.\And those whose dreams are absorbed...\Lose their magic.\Isn't that right, Chariot?\You tell her yourself.\When I learned that you once saw a Chariot show, I hoped it wasn't true.\I didn't want to believe it.\But after all the time we spent together, I couldn't deny it anymore. response:	In all likelihood, I was the one who absorbed your magic.
context: And those whose dreams are absorbed...\Lose their magic.\Isn't that right, Chariot?\You tell her yourself.\When I learned that you once saw a Chariot show, I hoped it wasn't true.\I didn't want to believe it.\But after all the time we spent together, I couldn't deny it anymore.\In all likelihood, I was the one who absorbed your magic. response:	The reason you can't fly...
context: Lose their magic.\Isn't that right, Chariot?\You tell her yourself.\When I learned that you once saw a Chariot show, I hoped it wasn't true.\I didn't want to believe it.\But after all the time we spent together, I couldn't deny it anymore.\In all likelihood, I was the one who absorbed your magic.\The reason you can't fly... response:	Is all my fault.
context: Isn't that right, Chariot?\You tell her yourself.\When I learned that you once saw a Chariot show, I hoped it wasn't true.\I didn't want to believe it.\But after all the time we spent together, I couldn't deny it anymore.\In all likelihood, I was the one who absorbed your magic.\The reason you can't fly...\Is all my fault. response:	That's a lie...
context: You tell her yourself.\When I learned that you once saw a Chariot show, I hoped it wasn't true.\I didn't want to believe it.\But after all the time we spent together, I couldn't deny it anymore.\In all likelihood, I was the one who absorbed your magic.\The reason you can't fly...\Is all my fault.\That's a lie... response:	Come on, Professor Ursula...
context: When I learned that you once saw a Chariot show, I hoped it wasn't true.\I didn't want to believe it.\But after all the time we spent together, I couldn't deny it anymore.\In all likelihood, I was the one who absorbed your magic.\The reason you can't fly...\Is all my fault.\That's a lie...\Come on, Professor Ursula... response:	Say... it's a lie...
context: I didn't want to believe it.\But after all the time we spent together, I couldn't deny it anymore.\In all likelihood, I was the one who absorbed your magic.\The reason you can't fly...\Is all my fault.\That's a lie...\Come on, Professor Ursula...\Say... it's a lie... response:	It must be a lie...
context: But after all the time we spent together, I couldn't deny it anymore.\In all likelihood, I was the one who absorbed your magic.\The reason you can't fly...\Is all my fault.\That's a lie...\Come on, Professor Ursula...\Say... it's a lie...\It must be a lie... response:	It's a lie...
context: In all likelihood, I was the one who absorbed your magic.\The reason you can't fly...\Is all my fault.\That's a lie...\Come on, Professor Ursula...\Say... it's a lie...\It must be a lie...\It's a lie... response:	It's a lie...
context: The reason you can't fly...\Is all my fault.\That's a lie...\Come on, Professor Ursula...\Say... it's a lie...\It must be a lie...\It's a lie...\It's a lie... response:	Never forget.
context: Is all my fault.\That's a lie...\Come on, Professor Ursula...\Say... it's a lie...\It must be a lie...\It's a lie...\It's a lie...\Never forget. response:	A believing heart is your magic.
context: That's a lie...\Come on, Professor Ursula...\Say... it's a lie...\It must be a lie...\It's a lie...\It's a lie...\Never forget.\A believing heart is your magic. response:	That's a lie!
context: Come on, Professor Ursula...\Say... it's a lie...\It must be a lie...\It's a lie...\It's a lie...\Never forget.\A believing heart is your magic.\That's a lie! response:	I doubt she'll be looking for the Words any longer.
context: Say... it's a lie...\It must be a lie...\It's a lie...\It's a lie...\Never forget.\A believing heart is your magic.\That's a lie!\I doubt she'll be looking for the Words any longer. response:	Yet again, you couldn't reach it.
context: It must be a lie...\It's a lie...\It's a lie...\Never forget.\A believing heart is your magic.\That's a lie!\I doubt she'll be looking for the Words any longer.\Yet again, you couldn't reach it. response:	The seventh Word.
context: It's a lie...\It's a lie...\Never forget.\A believing heart is your magic.\That's a lie!\I doubt she'll be looking for the Words any longer.\Yet again, you couldn't reach it.\The seventh Word. response:	Even though I just learned another spell
context: It's a lie...\Never forget.\A believing heart is your magic.\That's a lie!\I doubt she'll be looking for the Words any longer.\Yet again, you couldn't reach it.\The seventh Word.\Even though I just learned another spell response:	oboetate no jumon ja
context: Never forget.\A believing heart is your magic.\That's a lie!\I doubt she'll be looking for the Words any longer.\Yet again, you couldn't reach it.\The seventh Word.\Even though I just learned another spell\oboetate no jumon ja response:	Even though I just learned another spell
context: A believing heart is your magic.\That's a lie!\I doubt she'll be looking for the Words any longer.\Yet again, you couldn't reach it.\The seventh Word.\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell response:	oboetate no jumon ja
context: That's a lie!\I doubt she'll be looking for the Words any longer.\Yet again, you couldn't reach it.\The seventh Word.\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja response:	The things I want to do are still out of reach
context: I doubt she'll be looking for the Words any longer.\Yet again, you couldn't reach it.\The seventh Word.\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach response:	kanawanai koto bakari dakedo
context: Yet again, you couldn't reach it.\The seventh Word.\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo response:	The things I want to do are still out of reach
context: The seventh Word.\Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach response:	kanawanai koto bakari dakedo
context: Even though I just learned another spell\oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo response:	My skills are no match for my fantasies
context: oboetate no jumon ja\Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies response:	imeeji suru no wa ima yori takaku
context: Even though I just learned another spell\oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku response:	My skills are no match for my fantasies
context: oboetate no jumon ja\The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies response:	imeeji suru no wa ima yori takaku
context: The things I want to do are still out of reach\kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku response:	Yet my heart leaps out to meet them
context: kanawanai koto bakari dakedo\The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them response:	tobitachi odoridasu kokoro
context: The things I want to do are still out of reach\kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro response:	Yet my heart leaps out to meet them
context: kanawanai koto bakari dakedo\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them response:	tobitachi odoridasu kokoro
context: My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro response:	Breaking my tiny shell one layer at a time
context: imeeji suru no wa ima yori takaku\My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time response:	chiisana kara nandomo nugisutete
context: My skills are no match for my fantasies\imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete response:	Breaking my tiny shell one layer at a time
context: imeeji suru no wa ima yori takaku\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\Breaking my tiny shell one layer at a time response:	chiisana kara nandomo nugisutete
context: Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete response:	I won't let my reckless abandon go to waste
context: tobitachi odoridasu kokoro\Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\I won't let my reckless abandon go to waste response:	gamushara dake de owarasenai
context: Yet my heart leaps out to meet them\tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\I won't let my reckless abandon go to waste\gamushara dake de owarasenai response:	I won't let my reckless abandon go to waste
context: tobitachi odoridasu kokoro\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\I won't let my reckless abandon go to waste\gamushara dake de owarasenai\I won't let my reckless abandon go to waste response:	gamushara dake de owarasenai
context: Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\Breaking my tiny shell one layer at a time\chiisana kara nandomo nugisutete\I won't let my reckless abandon go to waste\gamushara dake de owarasenai\I won't let my reckless abandon go to waste\gamushara dake de owarasenai response:	I'll leave who I was yesterday behind
