context: Eiji, some people from Shounen Jack are here to see you. response:	Niizuma-kun, this is the editor-in-chief, Sasaki-san
context: I saw it. Jack.\What's this drawing supposed to be?\It isn't manga artwork at all.\You must have done a lot like this, eh?\You embarrassed?\You're so mean, Ishizawa-kun.\Ishizawa, what do you want?\Oh, it's the story author, Takagi-kun. response:	So the reason you lost your top spot in the grades,
context: What's this drawing supposed to be?\It isn't manga artwork at all.\You must have done a lot like this, eh?\You embarrassed?\You're so mean, Ishizawa-kun.\Ishizawa, what do you want?\Oh, it's the story author, Takagi-kun.\So the reason you lost your top spot in the grades, response:	is because you were drawing manga with Mashiro, eh?
context: It isn't manga artwork at all.\You must have done a lot like this, eh?\You embarrassed?\You're so mean, Ishizawa-kun.\Ishizawa, what do you want?\Oh, it's the story author, Takagi-kun.\So the reason you lost your top spot in the grades,\is because you were drawing manga with Mashiro, eh? response:	That has nothing to do with you.
context: You must have done a lot like this, eh?\You embarrassed?\You're so mean, Ishizawa-kun.\Ishizawa, what do you want?\Oh, it's the story author, Takagi-kun.\So the reason you lost your top spot in the grades,\is because you were drawing manga with Mashiro, eh?\That has nothing to do with you. response:	Compared to this guy who won and was also a finalist, Niizuma Eiji,
context: You embarrassed?\You're so mean, Ishizawa-kun.\Ishizawa, what do you want?\Oh, it's the story author, Takagi-kun.\So the reason you lost your top spot in the grades,\is because you were drawing manga with Mashiro, eh?\That has nothing to do with you.\Compared to this guy who won and was also a finalist, Niizuma Eiji, response:	do you know what the difference is?
context: You're so mean, Ishizawa-kun.\Ishizawa, what do you want?\Oh, it's the story author, Takagi-kun.\So the reason you lost your top spot in the grades,\is because you were drawing manga with Mashiro, eh?\That has nothing to do with you.\Compared to this guy who won and was also a finalist, Niizuma Eiji,\do you know what the difference is? response:	It's the drawings, the drawings.
context: Ishizawa, what do you want?\Oh, it's the story author, Takagi-kun.\So the reason you lost your top spot in the grades,\is because you were drawing manga with Mashiro, eh?\That has nothing to do with you.\Compared to this guy who won and was also a finalist, Niizuma Eiji,\do you know what the difference is?\It's the drawings, the drawings. response:	Honestly, both stories were about a four out of five.
context: Oh, it's the story author, Takagi-kun.\So the reason you lost your top spot in the grades,\is because you were drawing manga with Mashiro, eh?\That has nothing to do with you.\Compared to this guy who won and was also a finalist, Niizuma Eiji,\do you know what the difference is?\It's the drawings, the drawings.\Honestly, both stories were about a four out of five. response:	But his artwork is a five, and yours is a three.
context: So the reason you lost your top spot in the grades,\is because you were drawing manga with Mashiro, eh?\That has nothing to do with you.\Compared to this guy who won and was also a finalist, Niizuma Eiji,\do you know what the difference is?\It's the drawings, the drawings.\Honestly, both stories were about a four out of five.\But his artwork is a five, and yours is a three. response:	A three if I'm going easy.
context: is because you were drawing manga with Mashiro, eh?\That has nothing to do with you.\Compared to this guy who won and was also a finalist, Niizuma Eiji,\do you know what the difference is?\It's the drawings, the drawings.\Honestly, both stories were about a four out of five.\But his artwork is a five, and yours is a three.\A three if I'm going easy. response:	So in other words, Takagi has talent but Mashiro's pulling him down.
context: That has nothing to do with you.\Compared to this guy who won and was also a finalist, Niizuma Eiji,\do you know what the difference is?\It's the drawings, the drawings.\Honestly, both stories were about a four out of five.\But his artwork is a five, and yours is a three.\A three if I'm going easy.\So in other words, Takagi has talent but Mashiro's pulling him down. response:	Ishizawa-kun, you're being too brutally honest.
context: Compared to this guy who won and was also a finalist, Niizuma Eiji,\do you know what the difference is?\It's the drawings, the drawings.\Honestly, both stories were about a four out of five.\But his artwork is a five, and yours is a three.\A three if I'm going easy.\So in other words, Takagi has talent but Mashiro's pulling him down.\Ishizawa-kun, you're being too brutally honest. response:	Well it's the truth, what choice do I have?
context: do you know what the difference is?\It's the drawings, the drawings.\Honestly, both stories were about a four out of five.\But his artwork is a five, and yours is a three.\A three if I'm going easy.\So in other words, Takagi has talent but Mashiro's pulling him down.\Ishizawa-kun, you're being too brutally honest.\Well it's the truth, what choice do I have? response:	Hey...
context: It's the drawings, the drawings.\Honestly, both stories were about a four out of five.\But his artwork is a five, and yours is a three.\A three if I'm going easy.\So in other words, Takagi has talent but Mashiro's pulling him down.\Ishizawa-kun, you're being too brutally honest.\Well it's the truth, what choice do I have?\Hey... response:	You...
context: Honestly, both stories were about a four out of five.\But his artwork is a five, and yours is a three.\A three if I'm going easy.\So in other words, Takagi has talent but Mashiro's pulling him down.\Ishizawa-kun, you're being too brutally honest.\Well it's the truth, what choice do I have?\Hey...\You... response:	Shuujin, stop!
context: But his artwork is a five, and yours is a three.\A three if I'm going easy.\So in other words, Takagi has talent but Mashiro's pulling him down.\Ishizawa-kun, you're being too brutally honest.\Well it's the truth, what choice do I have?\Hey...\You...\Shuujin, stop! response:	It's true my drawings aren't on par with his.
context: A three if I'm going easy.\So in other words, Takagi has talent but Mashiro's pulling him down.\Ishizawa-kun, you're being too brutally honest.\Well it's the truth, what choice do I have?\Hey...\You...\Shuujin, stop!\It's true my drawings aren't on par with his. response:	See? There it is from the man himself.
context: So in other words, Takagi has talent but Mashiro's pulling him down.\Ishizawa-kun, you're being too brutally honest.\Well it's the truth, what choice do I have?\Hey...\You...\Shuujin, stop!\It's true my drawings aren't on par with his.\See? There it is from the man himself. response:	Have you ever once drawn a thirty-one page manga?!
context: Ishizawa-kun, you're being too brutally honest.\Well it's the truth, what choice do I have?\Hey...\You...\Shuujin, stop!\It's true my drawings aren't on par with his.\See? There it is from the man himself.\Have you ever once drawn a thirty-one page manga?! response:	Nope.
context: Well it's the truth, what choice do I have?\Hey...\You...\Shuujin, stop!\It's true my drawings aren't on par with his.\See? There it is from the man himself.\Have you ever once drawn a thirty-one page manga?!\Nope. response:	But I could do much better than this piece of crap.
context: Hey...\You...\Shuujin, stop!\It's true my drawings aren't on par with his.\See? There it is from the man himself.\Have you ever once drawn a thirty-one page manga?!\Nope.\But I could do much better than this piece of crap. response:	See?
context: You...\Shuujin, stop!\It's true my drawings aren't on par with his.\See? There it is from the man himself.\Have you ever once drawn a thirty-one page manga?!\Nope.\But I could do much better than this piece of crap.\See? response:	If you team up with me, we could definitely
context: Shuujin, stop!\It's true my drawings aren't on par with his.\See? There it is from the man himself.\Have you ever once drawn a thirty-one page manga?!\Nope.\But I could do much better than this piece of crap.\See?\If you team up with me, we could definitely response:	Shuujin!
context: It's true my drawings aren't on par with his.\See? There it is from the man himself.\Have you ever once drawn a thirty-one page manga?!\Nope.\But I could do much better than this piece of crap.\See?\If you team up with me, we could definitely\Shuujin! response:	Apologize to Mashiro!
context: See? There it is from the man himself.\Have you ever once drawn a thirty-one page manga?!\Nope.\But I could do much better than this piece of crap.\See?\If you team up with me, we could definitely\Shuujin!\Apologize to Mashiro! response:	WWhat're you doing?
context: Have you ever once drawn a thirty-one page manga?!\Nope.\But I could do much better than this piece of crap.\See?\If you team up with me, we could definitely\Shuujin!\Apologize to Mashiro!\WWhat're you doing? response:	I'm telling a teacher!
context: Nope.\But I could do much better than this piece of crap.\See?\If you team up with me, we could definitely\Shuujin!\Apologize to Mashiro!\WWhat're you doing?\I'm telling a teacher! response:	I don't care who you tell!
context: But I could do much better than this piece of crap.\See?\If you team up with me, we could definitely\Shuujin!\Apologize to Mashiro!\WWhat're you doing?\I'm telling a teacher!\I don't care who you tell! response:	I'm telling you to apologize!
context: See?\If you team up with me, we could definitely\Shuujin!\Apologize to Mashiro!\WWhat're you doing?\I'm telling a teacher!\I don't care who you tell!\I'm telling you to apologize! response:	Woah, that Takagi sure has guts!
context: If you team up with me, we could definitely\Shuujin!\Apologize to Mashiro!\WWhat're you doing?\I'm telling a teacher!\I don't care who you tell!\I'm telling you to apologize!\Woah, that Takagi sure has guts! response:	II guess so.
context: Shuujin!\Apologize to Mashiro!\WWhat're you doing?\I'm telling a teacher!\I don't care who you tell!\I'm telling you to apologize!\Woah, that Takagi sure has guts!\II guess so. response:	But manga? Takagi's doing manga?!
context: Apologize to Mashiro!\WWhat're you doing?\I'm telling a teacher!\I don't care who you tell!\I'm telling you to apologize!\Woah, that Takagi sure has guts!\II guess so.\But manga? Takagi's doing manga?! response:	II guess so.
context: WWhat're you doing?\I'm telling a teacher!\I don't care who you tell!\I'm telling you to apologize!\Woah, that Takagi sure has guts!\II guess so.\But manga? Takagi's doing manga?!\II guess so. response:	Next time: Regret and Understanding
context: I'm telling a teacher!\I don't care who you tell!\I'm telling you to apologize!\Woah, that Takagi sure has guts!\II guess so.\But manga? Takagi's doing manga?!\II guess so.\Next time: Regret and Understanding response:	It must be nice to have a dream!
