context: Kurogiri, get rid of these guys. response:	Villain - Tomura Shigaraki - Quirk: Decay
context: Deku?\A friend...? No...\Get your hands off him...\It's nothing! I'm fine! So don't come close!\Oh, you had a friend with you? Sorry'bout that.\I'm off, then.\If you try following me, I'll get angry.\Deku! response:	Wait, Tomura Shigaraki!
context: A friend...? No...\Get your hands off him...\It's nothing! I'm fine! So don't come close!\Oh, you had a friend with you? Sorry'bout that.\I'm off, then.\If you try following me, I'll get angry.\Deku!\Wait, Tomura Shigaraki! response:	Shigaraki...?
context: Get your hands off him...\It's nothing! I'm fine! So don't come close!\Oh, you had a friend with you? Sorry'bout that.\I'm off, then.\If you try following me, I'll get angry.\Deku!\Wait, Tomura Shigaraki!\Shigaraki...? response:	What is All For One after?
context: It's nothing! I'm fine! So don't come close!\Oh, you had a friend with you? Sorry'bout that.\I'm off, then.\If you try following me, I'll get angry.\Deku!\Wait, Tomura Shigaraki!\Shigaraki...?\What is All For One after? response:	Who knows?
context: Oh, you had a friend with you? Sorry'bout that.\I'm off, then.\If you try following me, I'll get angry.\Deku!\Wait, Tomura Shigaraki!\Shigaraki...?\What is All For One after?\Who knows? response:	More importantly, you should be careful.
context: I'm off, then.\If you try following me, I'll get angry.\Deku!\Wait, Tomura Shigaraki!\Shigaraki...?\What is All For One after?\Who knows?\More importantly, you should be careful. response:	The next time we meet will likely be when I have decided to kill you.
context: If you try following me, I'll get angry.\Deku!\Wait, Tomura Shigaraki!\Shigaraki...?\What is All For One after?\Who knows?\More importantly, you should be careful.\The next time we meet will likely be when I have decided to kill you. response:	What meaning is there in killing without conviction?
context: Deku!\Wait, Tomura Shigaraki!\Shigaraki...?\What is All For One after?\Who knows?\More importantly, you should be careful.\The next time we meet will likely be when I have decided to kill you.\What meaning is there in killing without conviction? response:	I had convictions and ideals from the beginning, Hero Killer.
context: Wait, Tomura Shigaraki!\Shigaraki...?\What is All For One after?\Who knows?\More importantly, you should be careful.\The next time we meet will likely be when I have decided to kill you.\What meaning is there in killing without conviction?\I had convictions and ideals from the beginning, Hero Killer. response:	Nothing's changed.
context: Shigaraki...?\What is All For One after?\Who knows?\More importantly, you should be careful.\The next time we meet will likely be when I have decided to kill you.\What meaning is there in killing without conviction?\I had convictions and ideals from the beginning, Hero Killer.\Nothing's changed. response:	But everything I do from now on will connect to that...
context: What is All For One after?\Who knows?\More importantly, you should be careful.\The next time we meet will likely be when I have decided to kill you.\What meaning is there in killing without conviction?\I had convictions and ideals from the beginning, Hero Killer.\Nothing's changed.\But everything I do from now on will connect to that... response:	To make a world without All Might,
context: Who knows?\More importantly, you should be careful.\The next time we meet will likely be when I have decided to kill you.\What meaning is there in killing without conviction?\I had convictions and ideals from the beginning, Hero Killer.\Nothing's changed.\But everything I do from now on will connect to that...\To make a world without All Might, response:	and expose just how fragile that justice stuff is.
context: More importantly, you should be careful.\The next time we meet will likely be when I have decided to kill you.\What meaning is there in killing without conviction?\I had convictions and ideals from the beginning, Hero Killer.\Nothing's changed.\But everything I do from now on will connect to that...\To make a world without All Might,\and expose just how fragile that justice stuff is. response:	And from today, I'll call that my conviction.
context: The next time we meet will likely be when I have decided to kill you.\What meaning is there in killing without conviction?\I had convictions and ideals from the beginning, Hero Killer.\Nothing's changed.\But everything I do from now on will connect to that...\To make a world without All Might,\and expose just how fragile that justice stuff is.\And from today, I'll call that my conviction. response:	The only one I'll let kill me is the true hero...
context: What meaning is there in killing without conviction?\I had convictions and ideals from the beginning, Hero Killer.\Nothing's changed.\But everything I do from now on will connect to that...\To make a world without All Might,\and expose just how fragile that justice stuff is.\And from today, I'll call that my conviction.\The only one I'll let kill me is the true hero... response:	Everything is because of All Might...
context: I had convictions and ideals from the beginning, Hero Killer.\Nothing's changed.\But everything I do from now on will connect to that...\To make a world without All Might,\and expose just how fragile that justice stuff is.\And from today, I'll call that my conviction.\The only one I'll let kill me is the true hero...\Everything is because of All Might... response:	Uraraka reported the incident, and the shopping mall was temporarily closed.
context: Nothing's changed.\But everything I do from now on will connect to that...\To make a world without All Might,\and expose just how fragile that justice stuff is.\And from today, I'll call that my conviction.\The only one I'll let kill me is the true hero...\Everything is because of All Might...\Uraraka reported the incident, and the shopping mall was temporarily closed. response:	The heroes and police in the ward undertook an emergency investigation,
context: But everything I do from now on will connect to that...\To make a world without All Might,\and expose just how fragile that justice stuff is.\And from today, I'll call that my conviction.\The only one I'll let kill me is the true hero...\Everything is because of All Might...\Uraraka reported the incident, and the shopping mall was temporarily closed.\The heroes and police in the ward undertook an emergency investigation, response:	but in the end, they could not find Tomura Shigaraki.
context: To make a world without All Might,\and expose just how fragile that justice stuff is.\And from today, I'll call that my conviction.\The only one I'll let kill me is the true hero...\Everything is because of All Might...\Uraraka reported the incident, and the shopping mall was temporarily closed.\The heroes and police in the ward undertook an emergency investigation,\but in the end, they could not find Tomura Shigaraki. response:	I was taken to the police station that day
context: and expose just how fragile that justice stuff is.\And from today, I'll call that my conviction.\The only one I'll let kill me is the true hero...\Everything is because of All Might...\Uraraka reported the incident, and the shopping mall was temporarily closed.\The heroes and police in the ward undertook an emergency investigation,\but in the end, they could not find Tomura Shigaraki.\I was taken to the police station that day response:	Kiyashi Police Station
context: And from today, I'll call that my conviction.\The only one I'll let kill me is the true hero...\Everything is because of All Might...\Uraraka reported the incident, and the shopping mall was temporarily closed.\The heroes and police in the ward undertook an emergency investigation,\but in the end, they could not find Tomura Shigaraki.\I was taken to the police station that day\Kiyashi Police Station response:	and told Mr. Tsukauchi, who is investigating the League of Villains,
context: The only one I'll let kill me is the true hero...\Everything is because of All Might...\Uraraka reported the incident, and the shopping mall was temporarily closed.\The heroes and police in the ward undertook an emergency investigation,\but in the end, they could not find Tomura Shigaraki.\I was taken to the police station that day\Kiyashi Police Station\and told Mr. Tsukauchi, who is investigating the League of Villains, response:	about the principal offender, Tomura Shigaraki's appearance and our conversation.
context: Everything is because of All Might...\Uraraka reported the incident, and the shopping mall was temporarily closed.\The heroes and police in the ward undertook an emergency investigation,\but in the end, they could not find Tomura Shigaraki.\I was taken to the police station that day\Kiyashi Police Station\and told Mr. Tsukauchi, who is investigating the League of Villains,\about the principal offender, Tomura Shigaraki's appearance and our conversation. response:	Police Officer - Naomasa Tsukauchi
context: Uraraka reported the incident, and the shopping mall was temporarily closed.\The heroes and police in the ward undertook an emergency investigation,\but in the end, they could not find Tomura Shigaraki.\I was taken to the police station that day\Kiyashi Police Station\and told Mr. Tsukauchi, who is investigating the League of Villains,\about the principal offender, Tomura Shigaraki's appearance and our conversation.\Police Officer - Naomasa Tsukauchi response:	From what I'm hearing, it sounds like they aren't a monolithic organization.
context: The heroes and police in the ward undertook an emergency investigation,\but in the end, they could not find Tomura Shigaraki.\I was taken to the police station that day\Kiyashi Police Station\and told Mr. Tsukauchi, who is investigating the League of Villains,\about the principal offender, Tomura Shigaraki's appearance and our conversation.\Police Officer - Naomasa Tsukauchi\From what I'm hearing, it sounds like they aren't a monolithic organization. response:	But the part where he wants to defeat All Might hasn't changed...
context: but in the end, they could not find Tomura Shigaraki.\I was taken to the police station that day\Kiyashi Police Station\and told Mr. Tsukauchi, who is investigating the League of Villains,\about the principal offender, Tomura Shigaraki's appearance and our conversation.\Police Officer - Naomasa Tsukauchi\From what I'm hearing, it sounds like they aren't a monolithic organization.\But the part where he wants to defeat All Might hasn't changed... response:	Anyway, thank you, Midoriya.
context: I was taken to the police station that day\Kiyashi Police Station\and told Mr. Tsukauchi, who is investigating the League of Villains,\about the principal offender, Tomura Shigaraki's appearance and our conversation.\Police Officer - Naomasa Tsukauchi\From what I'm hearing, it sounds like they aren't a monolithic organization.\But the part where he wants to defeat All Might hasn't changed...\Anyway, thank you, Midoriya. response:	I wish I could've detained him, though.
context: Kiyashi Police Station\and told Mr. Tsukauchi, who is investigating the League of Villains,\about the principal offender, Tomura Shigaraki's appearance and our conversation.\Police Officer - Naomasa Tsukauchi\From what I'm hearing, it sounds like they aren't a monolithic organization.\But the part where he wants to defeat All Might hasn't changed...\Anyway, thank you, Midoriya.\I wish I could've detained him, though. response:	Don't worry about it.
context: and told Mr. Tsukauchi, who is investigating the League of Villains,\about the principal offender, Tomura Shigaraki's appearance and our conversation.\Police Officer - Naomasa Tsukauchi\From what I'm hearing, it sounds like they aren't a monolithic organization.\But the part where he wants to defeat All Might hasn't changed...\Anyway, thank you, Midoriya.\I wish I could've detained him, though.\Don't worry about it. response:	In fact, you did well holding up when your life and the lives of others were at stake.
context: about the principal offender, Tomura Shigaraki's appearance and our conversation.\Police Officer - Naomasa Tsukauchi\From what I'm hearing, it sounds like they aren't a monolithic organization.\But the part where he wants to defeat All Might hasn't changed...\Anyway, thank you, Midoriya.\I wish I could've detained him, though.\Don't worry about it.\In fact, you did well holding up when your life and the lives of others were at stake. response:	Most people would get scared and panic.
context: Police Officer - Naomasa Tsukauchi\From what I'm hearing, it sounds like they aren't a monolithic organization.\But the part where he wants to defeat All Might hasn't changed...\Anyway, thank you, Midoriya.\I wish I could've detained him, though.\Don't worry about it.\In fact, you did well holding up when your life and the lives of others were at stake.\Most people would get scared and panic. response:	The fact that there were no victims is thanks to you staying calm.
context: From what I'm hearing, it sounds like they aren't a monolithic organization.\But the part where he wants to defeat All Might hasn't changed...\Anyway, thank you, Midoriya.\I wish I could've detained him, though.\Don't worry about it.\In fact, you did well holding up when your life and the lives of others were at stake.\Most people would get scared and panic.\The fact that there were no victims is thanks to you staying calm. response:	Young Midoriya! Tsukauchi!
context: But the part where he wants to defeat All Might hasn't changed...\Anyway, thank you, Midoriya.\I wish I could've detained him, though.\Don't worry about it.\In fact, you did well holding up when your life and the lives of others were at stake.\Most people would get scared and panic.\The fact that there were no victims is thanks to you staying calm.\Young Midoriya! Tsukauchi! response:	Pro Hero - All Might
context: Anyway, thank you, Midoriya.\I wish I could've detained him, though.\Don't worry about it.\In fact, you did well holding up when your life and the lives of others were at stake.\Most people would get scared and panic.\The fact that there were no victims is thanks to you staying calm.\Young Midoriya! Tsukauchi!\Pro Hero - All Might response:	All Might! Why...?
context: I wish I could've detained him, though.\Don't worry about it.\In fact, you did well holding up when your life and the lives of others were at stake.\Most people would get scared and panic.\The fact that there were no victims is thanks to you staying calm.\Young Midoriya! Tsukauchi!\Pro Hero - All Might\All Might! Why...? response:	I had some personal business to talk with him about.
context: Don't worry about it.\In fact, you did well holding up when your life and the lives of others were at stake.\Most people would get scared and panic.\The fact that there were no victims is thanks to you staying calm.\Young Midoriya! Tsukauchi!\Pro Hero - All Might\All Might! Why...?\I had some personal business to talk with him about. response:	Oh good, I'm glad you're okay.
context: In fact, you did well holding up when your life and the lives of others were at stake.\Most people would get scared and panic.\The fact that there were no victims is thanks to you staying calm.\Young Midoriya! Tsukauchi!\Pro Hero - All Might\All Might! Why...?\I had some personal business to talk with him about.\Oh good, I'm glad you're okay. response:	I'm sorry I couldn't save you.
context: Most people would get scared and panic.\The fact that there were no victims is thanks to you staying calm.\Young Midoriya! Tsukauchi!\Pro Hero - All Might\All Might! Why...?\I had some personal business to talk with him about.\Oh good, I'm glad you're okay.\I'm sorry I couldn't save you. response:	It's okay.
context: The fact that there were no victims is thanks to you staying calm.\Young Midoriya! Tsukauchi!\Pro Hero - All Might\All Might! Why...?\I had some personal business to talk with him about.\Oh good, I'm glad you're okay.\I'm sorry I couldn't save you.\It's okay. response:	Um, All Might...
context: Young Midoriya! Tsukauchi!\Pro Hero - All Might\All Might! Why...?\I had some personal business to talk with him about.\Oh good, I'm glad you're okay.\I'm sorry I couldn't save you.\It's okay.\Um, All Might... response:	What is it?
context: Pro Hero - All Might\All Might! Why...?\I had some personal business to talk with him about.\Oh good, I'm glad you're okay.\I'm sorry I couldn't save you.\It's okay.\Um, All Might...\What is it? response:	Do you also have times when you can't save everyone?
context: All Might! Why...?\I had some personal business to talk with him about.\Oh good, I'm glad you're okay.\I'm sorry I couldn't save you.\It's okay.\Um, All Might...\What is it?\Do you also have times when you can't save everyone? response:	I do. A lot.
context: I had some personal business to talk with him about.\Oh good, I'm glad you're okay.\I'm sorry I couldn't save you.\It's okay.\Um, All Might...\What is it?\Do you also have times when you can't save everyone?\I do. A lot. response:	Someone could be injured and passing out somewhere in this world right now.
context: Oh good, I'm glad you're okay.\I'm sorry I couldn't save you.\It's okay.\Um, All Might...\What is it?\Do you also have times when you can't save everyone?\I do. A lot.\Someone could be injured and passing out somewhere in this world right now. response:	It's frustrating, but I'm human, too.
context: I'm sorry I couldn't save you.\It's okay.\Um, All Might...\What is it?\Do you also have times when you can't save everyone?\I do. A lot.\Someone could be injured and passing out somewhere in this world right now.\It's frustrating, but I'm human, too. response:	I can't save the people I can't reach.
context: It's okay.\Um, All Might...\What is it?\Do you also have times when you can't save everyone?\I do. A lot.\Someone could be injured and passing out somewhere in this world right now.\It's frustrating, but I'm human, too.\I can't save the people I can't reach. response:	That's all the more reason to stand and smile.
context: Um, All Might...\What is it?\Do you also have times when you can't save everyone?\I do. A lot.\Someone could be injured and passing out somewhere in this world right now.\It's frustrating, but I'm human, too.\I can't save the people I can't reach.\That's all the more reason to stand and smile. response:	So that the Symbol of Justice can always be lit inside the hearts
context: What is it?\Do you also have times when you can't save everyone?\I do. A lot.\Someone could be injured and passing out somewhere in this world right now.\It's frustrating, but I'm human, too.\I can't save the people I can't reach.\That's all the more reason to stand and smile.\So that the Symbol of Justice can always be lit inside the hearts response:	of the people, the heroes, and the villains.
context: Do you also have times when you can't save everyone?\I do. A lot.\Someone could be injured and passing out somewhere in this world right now.\It's frustrating, but I'm human, too.\I can't save the people I can't reach.\That's all the more reason to stand and smile.\So that the Symbol of Justice can always be lit inside the hearts\of the people, the heroes, and the villains. response:	He's worried about what Shigaraki said.
context: I do. A lot.\Someone could be injured and passing out somewhere in this world right now.\It's frustrating, but I'm human, too.\I can't save the people I can't reach.\That's all the more reason to stand and smile.\So that the Symbol of Justice can always be lit inside the hearts\of the people, the heroes, and the villains.\He's worried about what Shigaraki said. response:	It's probably unjustified resentment or something.
context: Someone could be injured and passing out somewhere in this world right now.\It's frustrating, but I'm human, too.\I can't save the people I can't reach.\That's all the more reason to stand and smile.\So that the Symbol of Justice can always be lit inside the hearts\of the people, the heroes, and the villains.\He's worried about what Shigaraki said.\It's probably unjustified resentment or something. response:	He's never failed to save someone after he arrived at the scene.
context: It's frustrating, but I'm human, too.\I can't save the people I can't reach.\That's all the more reason to stand and smile.\So that the Symbol of Justice can always be lit inside the hearts\of the people, the heroes, and the villains.\He's worried about what Shigaraki said.\It's probably unjustified resentment or something.\He's never failed to save someone after he arrived at the scene. response:	Now, it's getting late.
context: I can't save the people I can't reach.\That's all the more reason to stand and smile.\So that the Symbol of Justice can always be lit inside the hearts\of the people, the heroes, and the villains.\He's worried about what Shigaraki said.\It's probably unjustified resentment or something.\He's never failed to save someone after he arrived at the scene.\Now, it's getting late. response:	Someone's here for you.
context: That's all the more reason to stand and smile.\So that the Symbol of Justice can always be lit inside the hearts\of the people, the heroes, and the villains.\He's worried about what Shigaraki said.\It's probably unjustified resentment or something.\He's never failed to save someone after he arrived at the scene.\Now, it's getting late.\Someone's here for you. response:	Izuku!
context: So that the Symbol of Justice can always be lit inside the hearts\of the people, the heroes, and the villains.\He's worried about what Shigaraki said.\It's probably unjustified resentment or something.\He's never failed to save someone after he arrived at the scene.\Now, it's getting late.\Someone's here for you.\Izuku! response:	Mom?
context: of the people, the heroes, and the villains.\He's worried about what Shigaraki said.\It's probably unjustified resentment or something.\He's never failed to save someone after he arrived at the scene.\Now, it's getting late.\Someone's here for you.\Izuku!\Mom? response:	Izuku!
context: He's worried about what Shigaraki said.\It's probably unjustified resentment or something.\He's never failed to save someone after he arrived at the scene.\Now, it's getting late.\Someone's here for you.\Izuku!\Mom?\Izuku! response:	Izuku, I can't take this anymore.
context: It's probably unjustified resentment or something.\He's never failed to save someone after he arrived at the scene.\Now, it's getting late.\Someone's here for you.\Izuku!\Mom?\Izuku!\Izuku, I can't take this anymore. response:	Inko Midoriya
context: He's never failed to save someone after he arrived at the scene.\Now, it's getting late.\Someone's here for you.\Izuku!\Mom?\Izuku!\Izuku, I can't take this anymore.\Inko Midoriya response:	My heart can't take it...
context: Now, it's getting late.\Someone's here for you.\Izuku!\Mom?\Izuku!\Izuku, I can't take this anymore.\Inko Midoriya\My heart can't take it... response:	Sorry. It's fine. I'm fine. Don't cry.
context: Someone's here for you.\Izuku!\Mom?\Izuku!\Izuku, I can't take this anymore.\Inko Midoriya\My heart can't take it...\Sorry. It's fine. I'm fine. Don't cry. response:	The heroes and the police were taking good care of me.
context: Izuku!\Mom?\Izuku!\Izuku, I can't take this anymore.\Inko Midoriya\My heart can't take it...\Sorry. It's fine. I'm fine. Don't cry.\The heroes and the police were taking good care of me. response:	Sansa, make arrangements to take them home.
context: Mom?\Izuku!\Izuku, I can't take this anymore.\Inko Midoriya\My heart can't take it...\Sorry. It's fine. I'm fine. Don't cry.\The heroes and the police were taking good care of me.\Sansa, make arrangements to take them home. response:	Yes, sir.
context: Izuku!\Izuku, I can't take this anymore.\Inko Midoriya\My heart can't take it...\Sorry. It's fine. I'm fine. Don't cry.\The heroes and the police were taking good care of me.\Sansa, make arrangements to take them home.\Yes, sir. response:	This time it appears to have been a coincidental meeting...
context: Izuku, I can't take this anymore.\Inko Midoriya\My heart can't take it...\Sorry. It's fine. I'm fine. Don't cry.\The heroes and the police were taking good care of me.\Sansa, make arrangements to take them home.\Yes, sir.\This time it appears to have been a coincidental meeting... response:	But the possibility that he, or another student, will be targeted is pretty high.
context: Inko Midoriya\My heart can't take it...\Sorry. It's fine. I'm fine. Don't cry.\The heroes and the police were taking good care of me.\Sansa, make arrangements to take them home.\Yes, sir.\This time it appears to have been a coincidental meeting...\But the possibility that he, or another student, will be targeted is pretty high. response:	Of course, we will continue to be on alert,
context: My heart can't take it...\Sorry. It's fine. I'm fine. Don't cry.\The heroes and the police were taking good care of me.\Sansa, make arrangements to take them home.\Yes, sir.\This time it appears to have been a coincidental meeting...\But the possibility that he, or another student, will be targeted is pretty high.\Of course, we will continue to be on alert, response:	but the school should also be ready to take some drastic measures.
context: Sorry. It's fine. I'm fine. Don't cry.\The heroes and the police were taking good care of me.\Sansa, make arrangements to take them home.\Yes, sir.\This time it appears to have been a coincidental meeting...\But the possibility that he, or another student, will be targeted is pretty high.\Of course, we will continue to be on alert,\but the school should also be ready to take some drastic measures. response:	The stronger the light, the greater the darkness.
context: The heroes and the police were taking good care of me.\Sansa, make arrangements to take them home.\Yes, sir.\This time it appears to have been a coincidental meeting...\But the possibility that he, or another student, will be targeted is pretty high.\Of course, we will continue to be on alert,\but the school should also be ready to take some drastic measures.\The stronger the light, the greater the darkness. response:	You should also consider leaving U.A.
context: Sansa, make arrangements to take them home.\Yes, sir.\This time it appears to have been a coincidental meeting...\But the possibility that he, or another student, will be targeted is pretty high.\Of course, we will continue to be on alert,\but the school should also be ready to take some drastic measures.\The stronger the light, the greater the darkness.\You should also consider leaving U.A. response:	I've only been teaching for a little more than three months.
context: Yes, sir.\This time it appears to have been a coincidental meeting...\But the possibility that he, or another student, will be targeted is pretty high.\Of course, we will continue to be on alert,\but the school should also be ready to take some drastic measures.\The stronger the light, the greater the darkness.\You should also consider leaving U.A.\I've only been teaching for a little more than three months. response:	That's why I told you before that you weren't cut out for it.
context: This time it appears to have been a coincidental meeting...\But the possibility that he, or another student, will be targeted is pretty high.\Of course, we will continue to be on alert,\but the school should also be ready to take some drastic measures.\The stronger the light, the greater the darkness.\You should also consider leaving U.A.\I've only been teaching for a little more than three months.\That's why I told you before that you weren't cut out for it. response:	Let's capture All For One properly this time.
context: But the possibility that he, or another student, will be targeted is pretty high.\Of course, we will continue to be on alert,\but the school should also be ready to take some drastic measures.\The stronger the light, the greater the darkness.\You should also consider leaving U.A.\I've only been teaching for a little more than three months.\That's why I told you before that you weren't cut out for it.\Let's capture All For One properly this time. response:	Yeah.
context: Of course, we will continue to be on alert,\but the school should also be ready to take some drastic measures.\The stronger the light, the greater the darkness.\You should also consider leaving U.A.\I've only been teaching for a little more than three months.\That's why I told you before that you weren't cut out for it.\Let's capture All For One properly this time.\Yeah. response:	This time...
context: but the school should also be ready to take some drastic measures.\The stronger the light, the greater the darkness.\You should also consider leaving U.A.\I've only been teaching for a little more than three months.\That's why I told you before that you weren't cut out for it.\Let's capture All For One properly this time.\Yeah.\This time... response:	I'm counting on you again, Tsukauchi.
context: The stronger the light, the greater the darkness.\You should also consider leaving U.A.\I've only been teaching for a little more than three months.\That's why I told you before that you weren't cut out for it.\Let's capture All For One properly this time.\Yeah.\This time...\I'm counting on you again, Tsukauchi. response:	Yeah.
context: You should also consider leaving U.A.\I've only been teaching for a little more than three months.\That's why I told you before that you weren't cut out for it.\Let's capture All For One properly this time.\Yeah.\This time...\I'm counting on you again, Tsukauchi.\Yeah. response:	U.A. High School 1st Semester Closing Ceremony
context: I've only been teaching for a little more than three months.\That's why I told you before that you weren't cut out for it.\Let's capture All For One properly this time.\Yeah.\This time...\I'm counting on you again, Tsukauchi.\Yeah.\U.A. High School 1st Semester Closing Ceremony response:	From the entrance exam to the fitness test, combat training,
context: That's why I told you before that you weren't cut out for it.\Let's capture All For One properly this time.\Yeah.\This time...\I'm counting on you again, Tsukauchi.\Yeah.\U.A. High School 1st Semester Closing Ceremony\From the entrance exam to the fitness test, combat training, response:	Pro Hero - Nezu
context: Let's capture All For One properly this time.\Yeah.\This time...\I'm counting on you again, Tsukauchi.\Yeah.\U.A. High School 1st Semester Closing Ceremony\From the entrance exam to the fitness test, combat training,\Pro Hero - Nezu response:	the League of Villains' attack, the sports festival,
context: Yeah.\This time...\I'm counting on you again, Tsukauchi.\Yeah.\U.A. High School 1st Semester Closing Ceremony\From the entrance exam to the fitness test, combat training,\Pro Hero - Nezu\the League of Villains' attack, the sports festival, response:	internships, the Hosu incident, and the final exams...
context: This time...\I'm counting on you again, Tsukauchi.\Yeah.\U.A. High School 1st Semester Closing Ceremony\From the entrance exam to the fitness test, combat training,\Pro Hero - Nezu\the League of Villains' attack, the sports festival,\internships, the Hosu incident, and the final exams... response:	A lot happened, but my first semester at U.A. is over,
context: I'm counting on you again, Tsukauchi.\Yeah.\U.A. High School 1st Semester Closing Ceremony\From the entrance exam to the fitness test, combat training,\Pro Hero - Nezu\the League of Villains' attack, the sports festival,\internships, the Hosu incident, and the final exams...\A lot happened, but my first semester at U.A. is over, response:	and summer vacation is about to begin.
context: Yeah.\U.A. High School 1st Semester Closing Ceremony\From the entrance exam to the fitness test, combat training,\Pro Hero - Nezu\the League of Villains' attack, the sports festival,\internships, the Hosu incident, and the final exams...\A lot happened, but my first semester at U.A. is over,\and summer vacation is about to begin. response:	But that doesn't mean we can just think about having fun.
context: U.A. High School 1st Semester Closing Ceremony\From the entrance exam to the fitness test, combat training,\Pro Hero - Nezu\the League of Villains' attack, the sports festival,\internships, the Hosu incident, and the final exams...\A lot happened, but my first semester at U.A. is over,\and summer vacation is about to begin.\But that doesn't mean we can just think about having fun. response:	We need to be prepared
context: From the entrance exam to the fitness test, combat training,\Pro Hero - Nezu\the League of Villains' attack, the sports festival,\internships, the Hosu incident, and the final exams...\A lot happened, but my first semester at U.A. is over,\and summer vacation is about to begin.\But that doesn't mean we can just think about having fun.\We need to be prepared response:	Hosu General Hospital
context: Pro Hero - Nezu\the League of Villains' attack, the sports festival,\internships, the Hosu incident, and the final exams...\A lot happened, but my first semester at U.A. is over,\and summer vacation is about to begin.\But that doesn't mean we can just think about having fun.\We need to be prepared\Hosu General Hospital response:	for the impending evil
context: the League of Villains' attack, the sports festival,\internships, the Hosu incident, and the final exams...\A lot happened, but my first semester at U.A. is over,\and summer vacation is about to begin.\But that doesn't mean we can just think about having fun.\We need to be prepared\Hosu General Hospital\for the impending evil response:	in order to become true heroes.
context: internships, the Hosu incident, and the final exams...\A lot happened, but my first semester at U.A. is over,\and summer vacation is about to begin.\But that doesn't mean we can just think about having fun.\We need to be prepared\Hosu General Hospital\for the impending evil\in order to become true heroes. response:	We do not have time to just stand around.
context: A lot happened, but my first semester at U.A. is over,\and summer vacation is about to begin.\But that doesn't mean we can just think about having fun.\We need to be prepared\Hosu General Hospital\for the impending evil\in order to become true heroes.\We do not have time to just stand around. response:	You seem strangely happy, Master.
context: and summer vacation is about to begin.\But that doesn't mean we can just think about having fun.\We need to be prepared\Hosu General Hospital\for the impending evil\in order to become true heroes.\We do not have time to just stand around.\You seem strangely happy, Master. response:	Is it because the League of Villains is growing steadily?
context: But that doesn't mean we can just think about having fun.\We need to be prepared\Hosu General Hospital\for the impending evil\in order to become true heroes.\We do not have time to just stand around.\You seem strangely happy, Master.\Is it because the League of Villains is growing steadily? response:	That's not it, Doctor.
context: We need to be prepared\Hosu General Hospital\for the impending evil\in order to become true heroes.\We do not have time to just stand around.\You seem strangely happy, Master.\Is it because the League of Villains is growing steadily?\That's not it, Doctor. response:	It's because Tomura Shigaraki has conviction now.
context: Hosu General Hospital\for the impending evil\in order to become true heroes.\We do not have time to just stand around.\You seem strangely happy, Master.\Is it because the League of Villains is growing steadily?\That's not it, Doctor.\It's because Tomura Shigaraki has conviction now. response:	The League of Villains needs people who approve of his convictions.
context: for the impending evil\in order to become true heroes.\We do not have time to just stand around.\You seem strangely happy, Master.\Is it because the League of Villains is growing steadily?\That's not it, Doctor.\It's because Tomura Shigaraki has conviction now.\The League of Villains needs people who approve of his convictions. response:	I will have him decide everything.
context: in order to become true heroes.\We do not have time to just stand around.\You seem strangely happy, Master.\Is it because the League of Villains is growing steadily?\That's not it, Doctor.\It's because Tomura Shigaraki has conviction now.\The League of Villains needs people who approve of his convictions.\I will have him decide everything. response:	If he asks for help, then I will save him, of course.
context: We do not have time to just stand around.\You seem strangely happy, Master.\Is it because the League of Villains is growing steadily?\That's not it, Doctor.\It's because Tomura Shigaraki has conviction now.\The League of Villains needs people who approve of his convictions.\I will have him decide everything.\If he asks for help, then I will save him, of course. response:	Villain - All For One
context: You seem strangely happy, Master.\Is it because the League of Villains is growing steadily?\That's not it, Doctor.\It's because Tomura Shigaraki has conviction now.\The League of Villains needs people who approve of his convictions.\I will have him decide everything.\If he asks for help, then I will save him, of course.\Villain - All For One response:	I have even been preparing for that time.
context: Is it because the League of Villains is growing steadily?\That's not it, Doctor.\It's because Tomura Shigaraki has conviction now.\The League of Villains needs people who approve of his convictions.\I will have him decide everything.\If he asks for help, then I will save him, of course.\Villain - All For One\I have even been preparing for that time. response:	In order for him to become the next me...
