context: Yesterday sucked! response:	I barely had any chances to speak to Onodera,
context: Why you?\You're her boyfriend. Who else can we count on?\S-Seriously? Are you serious?\Mouth-to-mouth... Against my will?\I mean, come on, right in public, too?\Not to mention in front of Onodera!\No, this is an emergency, and every second counts!\No, but really... response:	Kiss Kirisaki...
context: You're her boyfriend. Who else can we count on?\S-Seriously? Are you serious?\Mouth-to-mouth... Against my will?\I mean, come on, right in public, too?\Not to mention in front of Onodera!\No, this is an emergency, and every second counts!\No, but really...\Kiss Kirisaki... response:	Wait, am I an idiot or something? This is no time to hesitate!
context: S-Seriously? Are you serious?\Mouth-to-mouth... Against my will?\I mean, come on, right in public, too?\Not to mention in front of Onodera!\No, this is an emergency, and every second counts!\No, but really...\Kiss Kirisaki...\Wait, am I an idiot or something? This is no time to hesitate! response:	If I don't do this now, I'm not a real man, am I?
context: Mouth-to-mouth... Against my will?\I mean, come on, right in public, too?\Not to mention in front of Onodera!\No, this is an emergency, and every second counts!\No, but really...\Kiss Kirisaki...\Wait, am I an idiot or something? This is no time to hesitate!\If I don't do this now, I'm not a real man, am I? response:	Hail Mary!
context: I mean, come on, right in public, too?\Not to mention in front of Onodera!\No, this is an emergency, and every second counts!\No, but really...\Kiss Kirisaki...\Wait, am I an idiot or something? This is no time to hesitate!\If I don't do this now, I'm not a real man, am I?\Hail Mary! response:	What do you think you're doing?
context: Not to mention in front of Onodera!\No, this is an emergency, and every second counts!\No, but really...\Kiss Kirisaki...\Wait, am I an idiot or something? This is no time to hesitate!\If I don't do this now, I'm not a real man, am I?\Hail Mary!\What do you think you're doing? response:	Girls Locker Room
context: No, this is an emergency, and every second counts!\No, but really...\Kiss Kirisaki...\Wait, am I an idiot or something? This is no time to hesitate!\If I don't do this now, I'm not a real man, am I?\Hail Mary!\What do you think you're doing?\Girls Locker Room response:	Ichijou-kun was something else, wasn't he?
context: No, but really...\Kiss Kirisaki...\Wait, am I an idiot or something? This is no time to hesitate!\If I don't do this now, I'm not a real man, am I?\Hail Mary!\What do you think you're doing?\Girls Locker Room\Ichijou-kun was something else, wasn't he? response:	Rescuing Kirisaki-san in such a dashing manner.
context: Kiss Kirisaki...\Wait, am I an idiot or something? This is no time to hesitate!\If I don't do this now, I'm not a real man, am I?\Hail Mary!\What do you think you're doing?\Girls Locker Room\Ichijou-kun was something else, wasn't he?\Rescuing Kirisaki-san in such a dashing manner. response:	He looked so cool.
context: Wait, am I an idiot or something? This is no time to hesitate!\If I don't do this now, I'm not a real man, am I?\Hail Mary!\What do you think you're doing?\Girls Locker Room\Ichijou-kun was something else, wasn't he?\Rescuing Kirisaki-san in such a dashing manner.\He looked so cool. response:	Do you wish you were the one drowning instead?
context: If I don't do this now, I'm not a real man, am I?\Hail Mary!\What do you think you're doing?\Girls Locker Room\Ichijou-kun was something else, wasn't he?\Rescuing Kirisaki-san in such a dashing manner.\He looked so cool.\Do you wish you were the one drowning instead? response:	What? N-No, that thought never crossed my mind!
context: Hail Mary!\What do you think you're doing?\Girls Locker Room\Ichijou-kun was something else, wasn't he?\Rescuing Kirisaki-san in such a dashing manner.\He looked so cool.\Do you wish you were the one drowning instead?\What? N-No, that thought never crossed my mind! response:	Just kidding.
context: What do you think you're doing?\Girls Locker Room\Ichijou-kun was something else, wasn't he?\Rescuing Kirisaki-san in such a dashing manner.\He looked so cool.\Do you wish you were the one drowning instead?\What? N-No, that thought never crossed my mind!\Just kidding. response:	Well, I admit that he doesn't seem to be just another loser.
context: Girls Locker Room\Ichijou-kun was something else, wasn't he?\Rescuing Kirisaki-san in such a dashing manner.\He looked so cool.\Do you wish you were the one drowning instead?\What? N-No, that thought never crossed my mind!\Just kidding.\Well, I admit that he doesn't seem to be just another loser. response:	At the end of the day, are those two on good terms or bad?
context: Ichijou-kun was something else, wasn't he?\Rescuing Kirisaki-san in such a dashing manner.\He looked so cool.\Do you wish you were the one drowning instead?\What? N-No, that thought never crossed my mind!\Just kidding.\Well, I admit that he doesn't seem to be just another loser.\At the end of the day, are those two on good terms or bad? response:	Their chemistry seems good and bad at the same time.
context: Rescuing Kirisaki-san in such a dashing manner.\He looked so cool.\Do you wish you were the one drowning instead?\What? N-No, that thought never crossed my mind!\Just kidding.\Well, I admit that he doesn't seem to be just another loser.\At the end of the day, are those two on good terms or bad?\Their chemistry seems good and bad at the same time. response:	This gets more confusing by the second, huh?
context: He looked so cool.\Do you wish you were the one drowning instead?\What? N-No, that thought never crossed my mind!\Just kidding.\Well, I admit that he doesn't seem to be just another loser.\At the end of the day, are those two on good terms or bad?\Their chemistry seems good and bad at the same time.\This gets more confusing by the second, huh? response:	The one thing I'm sure of now, though, is that they don't seem to actually be dating.
context: Do you wish you were the one drowning instead?\What? N-No, that thought never crossed my mind!\Just kidding.\Well, I admit that he doesn't seem to be just another loser.\At the end of the day, are those two on good terms or bad?\Their chemistry seems good and bad at the same time.\This gets more confusing by the second, huh?\The one thing I'm sure of now, though, is that they don't seem to actually be dating. response:	Wow, you brought that key with you?
context: What? N-No, that thought never crossed my mind!\Just kidding.\Well, I admit that he doesn't seem to be just another loser.\At the end of the day, are those two on good terms or bad?\Their chemistry seems good and bad at the same time.\This gets more confusing by the second, huh?\The one thing I'm sure of now, though, is that they don't seem to actually be dating.\Wow, you brought that key with you? response:	I can't believe you'd hold onto a trinket from someone you met ten years ago so faithfully.
context: Just kidding.\Well, I admit that he doesn't seem to be just another loser.\At the end of the day, are those two on good terms or bad?\Their chemistry seems good and bad at the same time.\This gets more confusing by the second, huh?\The one thing I'm sure of now, though, is that they don't seem to actually be dating.\Wow, you brought that key with you?\I can't believe you'd hold onto a trinket from someone you met ten years ago so faithfully. response:	Well, it's precious to me.
context: Well, I admit that he doesn't seem to be just another loser.\At the end of the day, are those two on good terms or bad?\Their chemistry seems good and bad at the same time.\This gets more confusing by the second, huh?\The one thing I'm sure of now, though, is that they don't seem to actually be dating.\Wow, you brought that key with you?\I can't believe you'd hold onto a trinket from someone you met ten years ago so faithfully.\Well, it's precious to me. response:	Yeah, but all you remember about that boy is that he had a pendant with a keyhole, right?
context: At the end of the day, are those two on good terms or bad?\Their chemistry seems good and bad at the same time.\This gets more confusing by the second, huh?\The one thing I'm sure of now, though, is that they don't seem to actually be dating.\Wow, you brought that key with you?\I can't believe you'd hold onto a trinket from someone you met ten years ago so faithfully.\Well, it's precious to me.\Yeah, but all you remember about that boy is that he had a pendant with a keyhole, right? response:	To think that you don't remember anything else... Not his face nor name...
context: Their chemistry seems good and bad at the same time.\This gets more confusing by the second, huh?\The one thing I'm sure of now, though, is that they don't seem to actually be dating.\Wow, you brought that key with you?\I can't believe you'd hold onto a trinket from someone you met ten years ago so faithfully.\Well, it's precious to me.\Yeah, but all you remember about that boy is that he had a pendant with a keyhole, right?\To think that you don't remember anything else... Not his face nor name... response:	If you ask me, just hoping for a reunion with someone like that is a waste of time.
context: This gets more confusing by the second, huh?\The one thing I'm sure of now, though, is that they don't seem to actually be dating.\Wow, you brought that key with you?\I can't believe you'd hold onto a trinket from someone you met ten years ago so faithfully.\Well, it's precious to me.\Yeah, but all you remember about that boy is that he had a pendant with a keyhole, right?\To think that you don't remember anything else... Not his face nor name...\If you ask me, just hoping for a reunion with someone like that is a waste of time. response:	Isn't the love that you have here and now more important?
context: The one thing I'm sure of now, though, is that they don't seem to actually be dating.\Wow, you brought that key with you?\I can't believe you'd hold onto a trinket from someone you met ten years ago so faithfully.\Well, it's precious to me.\Yeah, but all you remember about that boy is that he had a pendant with a keyhole, right?\To think that you don't remember anything else... Not his face nor name...\If you ask me, just hoping for a reunion with someone like that is a waste of time.\Isn't the love that you have here and now more important? response:	Your opponent is formidable too.
context: Wow, you brought that key with you?\I can't believe you'd hold onto a trinket from someone you met ten years ago so faithfully.\Well, it's precious to me.\Yeah, but all you remember about that boy is that he had a pendant with a keyhole, right?\To think that you don't remember anything else... Not his face nor name...\If you ask me, just hoping for a reunion with someone like that is a waste of time.\Isn't the love that you have here and now more important?\Your opponent is formidable too. response:	But... But you see, Ruri-chan...
context: I can't believe you'd hold onto a trinket from someone you met ten years ago so faithfully.\Well, it's precious to me.\Yeah, but all you remember about that boy is that he had a pendant with a keyhole, right?\To think that you don't remember anything else... Not his face nor name...\If you ask me, just hoping for a reunion with someone like that is a waste of time.\Isn't the love that you have here and now more important?\Your opponent is formidable too.\But... But you see, Ruri-chan... response:	That love from ten years ago just might be connected to my current love...
context: Well, it's precious to me.\Yeah, but all you remember about that boy is that he had a pendant with a keyhole, right?\To think that you don't remember anything else... Not his face nor name...\If you ask me, just hoping for a reunion with someone like that is a waste of time.\Isn't the love that you have here and now more important?\Your opponent is formidable too.\But... But you see, Ruri-chan...\That love from ten years ago just might be connected to my current love... response:	Ichijou-kun might have mistakenly thought that that locker room key was this key, you know?
context: Yeah, but all you remember about that boy is that he had a pendant with a keyhole, right?\To think that you don't remember anything else... Not his face nor name...\If you ask me, just hoping for a reunion with someone like that is a waste of time.\Isn't the love that you have here and now more important?\Your opponent is formidable too.\But... But you see, Ruri-chan...\That love from ten years ago just might be connected to my current love...\Ichijou-kun might have mistakenly thought that that locker room key was this key, you know? response:	If that's what happened...
context: To think that you don't remember anything else... Not his face nor name...\If you ask me, just hoping for a reunion with someone like that is a waste of time.\Isn't the love that you have here and now more important?\Your opponent is formidable too.\But... But you see, Ruri-chan...\That love from ten years ago just might be connected to my current love...\Ichijou-kun might have mistakenly thought that that locker room key was this key, you know?\If that's what happened... response:	Onodera and the others sure are late.
context: If you ask me, just hoping for a reunion with someone like that is a waste of time.\Isn't the love that you have here and now more important?\Your opponent is formidable too.\But... But you see, Ruri-chan...\That love from ten years ago just might be connected to my current love...\Ichijou-kun might have mistakenly thought that that locker room key was this key, you know?\If that's what happened...\Onodera and the others sure are late. response:	Oh, man, that was awesome!
context: Isn't the love that you have here and now more important?\Your opponent is formidable too.\But... But you see, Ruri-chan...\That love from ten years ago just might be connected to my current love...\Ichijou-kun might have mistakenly thought that that locker room key was this key, you know?\If that's what happened...\Onodera and the others sure are late.\Oh, man, that was awesome! response:	Gotta hand it to the girls' swim team!
context: Your opponent is formidable too.\But... But you see, Ruri-chan...\That love from ten years ago just might be connected to my current love...\Ichijou-kun might have mistakenly thought that that locker room key was this key, you know?\If that's what happened...\Onodera and the others sure are late.\Oh, man, that was awesome!\Gotta hand it to the girls' swim team! response:	Shuu?
context: But... But you see, Ruri-chan...\That love from ten years ago just might be connected to my current love...\Ichijou-kun might have mistakenly thought that that locker room key was this key, you know?\If that's what happened...\Onodera and the others sure are late.\Oh, man, that was awesome!\Gotta hand it to the girls' swim team!\Shuu? response:	Hey, hey. By the way, Raku.
context: That love from ten years ago just might be connected to my current love...\Ichijou-kun might have mistakenly thought that that locker room key was this key, you know?\If that's what happened...\Onodera and the others sure are late.\Oh, man, that was awesome!\Gotta hand it to the girls' swim team!\Shuu?\Hey, hey. By the way, Raku. response:	Which camp are you in?
context: Ichijou-kun might have mistakenly thought that that locker room key was this key, you know?\If that's what happened...\Onodera and the others sure are late.\Oh, man, that was awesome!\Gotta hand it to the girls' swim team!\Shuu?\Hey, hey. By the way, Raku.\Which camp are you in? response:	Don't play dumb with me!
context: If that's what happened...\Onodera and the others sure are late.\Oh, man, that was awesome!\Gotta hand it to the girls' swim team!\Shuu?\Hey, hey. By the way, Raku.\Which camp are you in?\Don't play dumb with me! response:	I'm talking about Onodera and Kirisaki-san's bodies!
context: Onodera and the others sure are late.\Oh, man, that was awesome!\Gotta hand it to the girls' swim team!\Shuu?\Hey, hey. By the way, Raku.\Which camp are you in?\Don't play dumb with me!\I'm talking about Onodera and Kirisaki-san's bodies! response:	I gotta say, I think I'm in the Onodera camp.
context: Oh, man, that was awesome!\Gotta hand it to the girls' swim team!\Shuu?\Hey, hey. By the way, Raku.\Which camp are you in?\Don't play dumb with me!\I'm talking about Onodera and Kirisaki-san's bodies!\I gotta say, I think I'm in the Onodera camp. response:	I mean, Kirisaki-san's breasts are the bomb,
context: Gotta hand it to the girls' swim team!\Shuu?\Hey, hey. By the way, Raku.\Which camp are you in?\Don't play dumb with me!\I'm talking about Onodera and Kirisaki-san's bodies!\I gotta say, I think I'm in the Onodera camp.\I mean, Kirisaki-san's breasts are the bomb, response:	but she's also a bit fleshy, you could say?
context: Shuu?\Hey, hey. By the way, Raku.\Which camp are you in?\Don't play dumb with me!\I'm talking about Onodera and Kirisaki-san's bodies!\I gotta say, I think I'm in the Onodera camp.\I mean, Kirisaki-san's breasts are the bomb,\but she's also a bit fleshy, you could say? response:	Not that I don't go for that, too... But hey, which do you prefer?
context: Hey, hey. By the way, Raku.\Which camp are you in?\Don't play dumb with me!\I'm talking about Onodera and Kirisaki-san's bodies!\I gotta say, I think I'm in the Onodera camp.\I mean, Kirisaki-san's breasts are the bomb,\but she's also a bit fleshy, you could say?\Not that I don't go for that, too... But hey, which do you prefer? response:	What happened?
context: Which camp are you in?\Don't play dumb with me!\I'm talking about Onodera and Kirisaki-san's bodies!\I gotta say, I think I'm in the Onodera camp.\I mean, Kirisaki-san's breasts are the bomb,\but she's also a bit fleshy, you could say?\Not that I don't go for that, too... But hey, which do you prefer?\What happened? response:	Chitoge in Junior High School
context: Don't play dumb with me!\I'm talking about Onodera and Kirisaki-san's bodies!\I gotta say, I think I'm in the Onodera camp.\I mean, Kirisaki-san's breasts are the bomb,\but she's also a bit fleshy, you could say?\Not that I don't go for that, too... But hey, which do you prefer?\What happened?\Chitoge in Junior High School response:	Chitoge in Junior High School
context: I'm talking about Onodera and Kirisaki-san's bodies!\I gotta say, I think I'm in the Onodera camp.\I mean, Kirisaki-san's breasts are the bomb,\but she's also a bit fleshy, you could say?\Not that I don't go for that, too... But hey, which do you prefer?\What happened?\Chitoge in Junior High School\Chitoge in Junior High School response:	I made Valentine's Day chocolates for you all!
context: I gotta say, I think I'm in the Onodera camp.\I mean, Kirisaki-san's breasts are the bomb,\but she's also a bit fleshy, you could say?\Not that I don't go for that, too... But hey, which do you prefer?\What happened?\Chitoge in Junior High School\Chitoge in Junior High School\I made Valentine's Day chocolates for you all! response:	They're works of art!
context: I mean, Kirisaki-san's breasts are the bomb,\but she's also a bit fleshy, you could say?\Not that I don't go for that, too... But hey, which do you prefer?\What happened?\Chitoge in Junior High School\Chitoge in Junior High School\I made Valentine's Day chocolates for you all!\They're works of art! response:	Thanks, Mistress!
context: but she's also a bit fleshy, you could say?\Not that I don't go for that, too... But hey, which do you prefer?\What happened?\Chitoge in Junior High School\Chitoge in Junior High School\I made Valentine's Day chocolates for you all!\They're works of art!\Thanks, Mistress! response:	Huh? Don't you think this chocolate's a little too bitter
context: Not that I don't go for that, too... But hey, which do you prefer?\What happened?\Chitoge in Junior High School\Chitoge in Junior High School\I made Valentine's Day chocolates for you all!\They're works of art!\Thanks, Mistress!\Huh? Don't you think this chocolate's a little too bitter response:	What the hell? It's too hard to chew
context: What happened?\Chitoge in Junior High School\Chitoge in Junior High School\I made Valentine's Day chocolates for you all!\They're works of art!\Thanks, Mistress!\Huh? Don't you think this chocolate's a little too bitter\What the hell? It's too hard to chew response:	I've always thought your chocolates are the best, year after year!
context: Chitoge in Junior High School\Chitoge in Junior High School\I made Valentine's Day chocolates for you all!\They're works of art!\Thanks, Mistress!\Huh? Don't you think this chocolate's a little too bitter\What the hell? It's too hard to chew\I've always thought your chocolates are the best, year after year! response:	Aren't they? I get that a lot!
context: Chitoge in Junior High School\I made Valentine's Day chocolates for you all!\They're works of art!\Thanks, Mistress!\Huh? Don't you think this chocolate's a little too bitter\What the hell? It's too hard to chew\I've always thought your chocolates are the best, year after year!\Aren't they? I get that a lot! response:	Raku, Junior High School Student
context: I made Valentine's Day chocolates for you all!\They're works of art!\Thanks, Mistress!\Huh? Don't you think this chocolate's a little too bitter\What the hell? It's too hard to chew\I've always thought your chocolates are the best, year after year!\Aren't they? I get that a lot!\Raku, Junior High School Student response:	Hey, Raku, did you get any Valentine's Day chocolates?
context: They're works of art!\Thanks, Mistress!\Huh? Don't you think this chocolate's a little too bitter\What the hell? It's too hard to chew\I've always thought your chocolates are the best, year after year!\Aren't they? I get that a lot!\Raku, Junior High School Student\Hey, Raku, did you get any Valentine's Day chocolates? response:	I'm about to get a boatload of them.
context: Thanks, Mistress!\Huh? Don't you think this chocolate's a little too bitter\What the hell? It's too hard to chew\I've always thought your chocolates are the best, year after year!\Aren't they? I get that a lot!\Raku, Junior High School Student\Hey, Raku, did you get any Valentine's Day chocolates?\I'm about to get a boatload of them. response:	Yeah? That's awesome.
context: Huh? Don't you think this chocolate's a little too bitter\What the hell? It's too hard to chew\I've always thought your chocolates are the best, year after year!\Aren't they? I get that a lot!\Raku, Junior High School Student\Hey, Raku, did you get any Valentine's Day chocolates?\I'm about to get a boatload of them.\Yeah? That's awesome. response:	I'm home!
context: What the hell? It's too hard to chew\I've always thought your chocolates are the best, year after year!\Aren't they? I get that a lot!\Raku, Junior High School Student\Hey, Raku, did you get any Valentine's Day chocolates?\I'm about to get a boatload of them.\Yeah? That's awesome.\I'm home! response:	Well, how do you like this year's chocolates?
context: I've always thought your chocolates are the best, year after year!\Aren't they? I get that a lot!\Raku, Junior High School Student\Hey, Raku, did you get any Valentine's Day chocolates?\I'm about to get a boatload of them.\Yeah? That's awesome.\I'm home!\Well, how do you like this year's chocolates? response:	I think this year's turned out well, if I do say so myself.
context: Aren't they? I get that a lot!\Raku, Junior High School Student\Hey, Raku, did you get any Valentine's Day chocolates?\I'm about to get a boatload of them.\Yeah? That's awesome.\I'm home!\Well, how do you like this year's chocolates?\I think this year's turned out well, if I do say so myself. response:	Your chocolates rock, Big Bro!
context: Raku, Junior High School Student\Hey, Raku, did you get any Valentine's Day chocolates?\I'm about to get a boatload of them.\Yeah? That's awesome.\I'm home!\Well, how do you like this year's chocolates?\I think this year's turned out well, if I do say so myself.\Your chocolates rock, Big Bro! response:	Try mine, too!
context: Hey, Raku, did you get any Valentine's Day chocolates?\I'm about to get a boatload of them.\Yeah? That's awesome.\I'm home!\Well, how do you like this year's chocolates?\I think this year's turned out well, if I do say so myself.\Your chocolates rock, Big Bro!\Try mine, too! response:	Onodera, Junior High School Student
context: I'm about to get a boatload of them.\Yeah? That's awesome.\I'm home!\Well, how do you like this year's chocolates?\I think this year's turned out well, if I do say so myself.\Your chocolates rock, Big Bro!\Try mine, too!\Onodera, Junior High School Student response:	I never did manage to give Ichijou-kun my Valentine's Day chocolates.
context: Yeah? That's awesome.\I'm home!\Well, how do you like this year's chocolates?\I think this year's turned out well, if I do say so myself.\Your chocolates rock, Big Bro!\Try mine, too!\Onodera, Junior High School Student\I never did manage to give Ichijou-kun my Valentine's Day chocolates. response:	I made them myself too!
context: I'm home!\Well, how do you like this year's chocolates?\I think this year's turned out well, if I do say so myself.\Your chocolates rock, Big Bro!\Try mine, too!\Onodera, Junior High School Student\I never did manage to give Ichijou-kun my Valentine's Day chocolates.\I made them myself too! response:	Hey, Kosaki, you have chocolates. Are you giving them to someone?
context: Well, how do you like this year's chocolates?\I think this year's turned out well, if I do say so myself.\Your chocolates rock, Big Bro!\Try mine, too!\Onodera, Junior High School Student\I never did manage to give Ichijou-kun my Valentine's Day chocolates.\I made them myself too!\Hey, Kosaki, you have chocolates. Are you giving them to someone? response:	No, no... These are...
context: I think this year's turned out well, if I do say so myself.\Your chocolates rock, Big Bro!\Try mine, too!\Onodera, Junior High School Student\I never did manage to give Ichijou-kun my Valentine's Day chocolates.\I made them myself too!\Hey, Kosaki, you have chocolates. Are you giving them to someone?\No, no... These are... response:	You're not giving them to anyone?
context: Your chocolates rock, Big Bro!\Try mine, too!\Onodera, Junior High School Student\I never did manage to give Ichijou-kun my Valentine's Day chocolates.\I made them myself too!\Hey, Kosaki, you have chocolates. Are you giving them to someone?\No, no... These are...\You're not giving them to anyone? response:	Then can I eat them?
context: Try mine, too!\Onodera, Junior High School Student\I never did manage to give Ichijou-kun my Valentine's Day chocolates.\I made them myself too!\Hey, Kosaki, you have chocolates. Are you giving them to someone?\No, no... These are...\You're not giving them to anyone?\Then can I eat them? response:	Hey, these are pretty good for homemade chocolates!
context: Onodera, Junior High School Student\I never did manage to give Ichijou-kun my Valentine's Day chocolates.\I made them myself too!\Hey, Kosaki, you have chocolates. Are you giving them to someone?\No, no... These are...\You're not giving them to anyone?\Then can I eat them?\Hey, these are pretty good for homemade chocolates! response:	You think so?
context: I never did manage to give Ichijou-kun my Valentine's Day chocolates.\I made them myself too!\Hey, Kosaki, you have chocolates. Are you giving them to someone?\No, no... These are...\You're not giving them to anyone?\Then can I eat them?\Hey, these are pretty good for homemade chocolates!\You think so? response:	Teacher! Miyamoto-san suddenly collapsed!
context: I made them myself too!\Hey, Kosaki, you have chocolates. Are you giving them to someone?\No, no... These are...\You're not giving them to anyone?\Then can I eat them?\Hey, these are pretty good for homemade chocolates!\You think so?\Teacher! Miyamoto-san suddenly collapsed! response:	What? Let me see. Oh, my!
context: Hey, Kosaki, you have chocolates. Are you giving them to someone?\No, no... These are...\You're not giving them to anyone?\Then can I eat them?\Hey, these are pretty good for homemade chocolates!\You think so?\Teacher! Miyamoto-san suddenly collapsed!\What? Let me see. Oh, my! response:	She's foaming at the mouth! What happened?
context: No, no... These are...\You're not giving them to anyone?\Then can I eat them?\Hey, these are pretty good for homemade chocolates!\You think so?\Teacher! Miyamoto-san suddenly collapsed!\What? Let me see. Oh, my!\She's foaming at the mouth! What happened? response:	Special Skill
context: You're not giving them to anyone?\Then can I eat them?\Hey, these are pretty good for homemade chocolates!\You think so?\Teacher! Miyamoto-san suddenly collapsed!\What? Let me see. Oh, my!\She's foaming at the mouth! What happened?\Special Skill response:	Kirisaki has been invited to celebrate the New Year at the Ichijou home.
context: Then can I eat them?\Hey, these are pretty good for homemade chocolates!\You think so?\Teacher! Miyamoto-san suddenly collapsed!\What? Let me see. Oh, my!\She's foaming at the mouth! What happened?\Special Skill\Kirisaki has been invited to celebrate the New Year at the Ichijou home. response:	Boring.
context: Hey, these are pretty good for homemade chocolates!\You think so?\Teacher! Miyamoto-san suddenly collapsed!\What? Let me see. Oh, my!\She's foaming at the mouth! What happened?\Special Skill\Kirisaki has been invited to celebrate the New Year at the Ichijou home.\Boring. response:	Young Master! We'd appreciate it if you would show us your specialty!
context: You think so?\Teacher! Miyamoto-san suddenly collapsed!\What? Let me see. Oh, my!\She's foaming at the mouth! What happened?\Special Skill\Kirisaki has been invited to celebrate the New Year at the Ichijou home.\Boring.\Young Master! We'd appreciate it if you would show us your specialty! response:	Right! Well, guess I have no choice!
context: Teacher! Miyamoto-san suddenly collapsed!\What? Let me see. Oh, my!\She's foaming at the mouth! What happened?\Special Skill\Kirisaki has been invited to celebrate the New Year at the Ichijou home.\Boring.\Young Master! We'd appreciate it if you would show us your specialty!\Right! Well, guess I have no choice! response:	Would rather love than be loved.
context: What? Let me see. Oh, my!\She's foaming at the mouth! What happened?\Special Skill\Kirisaki has been invited to celebrate the New Year at the Ichijou home.\Boring.\Young Master! We'd appreciate it if you would show us your specialty!\Right! Well, guess I have no choice!\Would rather love than be loved. response:	If that is the code of this household...
context: She's foaming at the mouth! What happened?\Special Skill\Kirisaki has been invited to celebrate the New Year at the Ichijou home.\Boring.\Young Master! We'd appreciate it if you would show us your specialty!\Right! Well, guess I have no choice!\Would rather love than be loved.\If that is the code of this household... response:	Don't ever show the enemy your back!
context: Special Skill\Kirisaki has been invited to celebrate the New Year at the Ichijou home.\Boring.\Young Master! We'd appreciate it if you would show us your specialty!\Right! Well, guess I have no choice!\Would rather love than be loved.\If that is the code of this household...\Don't ever show the enemy your back! response:	That is the way of a just man.
context: Kirisaki has been invited to celebrate the New Year at the Ichijou home.\Boring.\Young Master! We'd appreciate it if you would show us your specialty!\Right! Well, guess I have no choice!\Would rather love than be loved.\If that is the code of this household...\Don't ever show the enemy your back!\That is the way of a just man. response:	Now go brush your teeth!
context: Boring.\Young Master! We'd appreciate it if you would show us your specialty!\Right! Well, guess I have no choice!\Would rather love than be loved.\If that is the code of this household...\Don't ever show the enemy your back!\That is the way of a just man.\Now go brush your teeth! response:	This guy can really sing!
context: Young Master! We'd appreciate it if you would show us your specialty!\Right! Well, guess I have no choice!\Would rather love than be loved.\If that is the code of this household...\Don't ever show the enemy your back!\That is the way of a just man.\Now go brush your teeth!\This guy can really sing! response:	Just enka.
