context: TS START response:	A few minutes later
context: If you ask Angel to prove that you can't die, of course she'd stab you through the heart.\For her, that's the same as telling you where the staff room is if you asked.\So Angel obeys the rules of this world.\It's more like she's not good with people.\Is she conscious?\No idea, that's a mystery.\She's emotionless, blunt, and uses way too few words to be an NPC.\So it's not that easy to get kill response:	I mean, done in like that?
context: For her, that's the same as telling you where the staff room is if you asked.\So Angel obeys the rules of this world.\It's more like she's not good with people.\Is she conscious?\No idea, that's a mystery.\She's emotionless, blunt, and uses way too few words to be an NPC.\So it's not that easy to get kill\I mean, done in like that? response:	If someone doesn't act like the model students, first she gives a warning.
context: So Angel obeys the rules of this world.\It's more like she's not good with people.\Is she conscious?\No idea, that's a mystery.\She's emotionless, blunt, and uses way too few words to be an NPC.\So it's not that easy to get kill\I mean, done in like that?\If someone doesn't act like the model students, first she gives a warning. response:	If you run away, she follows and intercepts you.
context: It's more like she's not good with people.\Is she conscious?\No idea, that's a mystery.\She's emotionless, blunt, and uses way too few words to be an NPC.\So it's not that easy to get kill\I mean, done in like that?\If someone doesn't act like the model students, first she gives a warning.\If you run away, she follows and intercepts you. response:	And if you attack?
context: Is she conscious?\No idea, that's a mystery.\She's emotionless, blunt, and uses way too few words to be an NPC.\So it's not that easy to get kill\I mean, done in like that?\If someone doesn't act like the model students, first she gives a warning.\If you run away, she follows and intercepts you.\And if you attack? response:	An eye for an eye!
context: No idea, that's a mystery.\She's emotionless, blunt, and uses way too few words to be an NPC.\So it's not that easy to get kill\I mean, done in like that?\If someone doesn't act like the model students, first she gives a warning.\If you run away, she follows and intercepts you.\And if you attack?\An eye for an eye! response:	Every time we do, anyway.
context: She's emotionless, blunt, and uses way too few words to be an NPC.\So it's not that easy to get kill\I mean, done in like that?\If someone doesn't act like the model students, first she gives a warning.\If you run away, she follows and intercepts you.\And if you attack?\An eye for an eye!\Every time we do, anyway. response:	So there are times you get done in like I was.
context: So it's not that easy to get kill\I mean, done in like that?\If someone doesn't act like the model students, first she gives a warning.\If you run away, she follows and intercepts you.\And if you attack?\An eye for an eye!\Every time we do, anyway.\So there are times you get done in like I was. response:	Of course.
context: I mean, done in like that?\If someone doesn't act like the model students, first she gives a warning.\If you run away, she follows and intercepts you.\And if you attack?\An eye for an eye!\Every time we do, anyway.\So there are times you get done in like I was.\Of course. response:	And don't even try acting like the models.
context: If someone doesn't act like the model students, first she gives a warning.\If you run away, she follows and intercepts you.\And if you attack?\An eye for an eye!\Every time we do, anyway.\So there are times you get done in like I was.\Of course.\And don't even try acting like the models. response:	Some people have disappeared just doing that.
context: If you run away, she follows and intercepts you.\And if you attack?\An eye for an eye!\Every time we do, anyway.\So there are times you get done in like I was.\Of course.\And don't even try acting like the models.\Some people have disappeared just doing that. response:	Got it.
context: And if you attack?\An eye for an eye!\Every time we do, anyway.\So there are times you get done in like I was.\Of course.\And don't even try acting like the models.\Some people have disappeared just doing that.\Got it. response:	One more question then.
context: An eye for an eye!\Every time we do, anyway.\So there are times you get done in like I was.\Of course.\And don't even try acting like the models.\Some people have disappeared just doing that.\Got it.\One more question then. response:	About God...
context: Every time we do, anyway.\So there are times you get done in like I was.\Of course.\And don't even try acting like the models.\Some people have disappeared just doing that.\Got it.\One more question then.\About God... response:	Does he exist?
context: So there are times you get done in like I was.\Of course.\And don't even try acting like the models.\Some people have disappeared just doing that.\Got it.\One more question then.\About God...\Does he exist? response:	I believe he does.
context: Of course.\And don't even try acting like the models.\Some people have disappeared just doing that.\Got it.\One more question then.\About God...\Does he exist?\I believe he does. response:	I've never seen him, though.
context: And don't even try acting like the models.\Some people have disappeared just doing that.\Got it.\One more question then.\About God...\Does he exist?\I believe he does.\I've never seen him, though. response:	Have you tried asking Angel?
context: Some people have disappeared just doing that.\Got it.\One more question then.\About God...\Does he exist?\I believe he does.\I've never seen him, though.\Have you tried asking Angel? response:	If you try asking her questions about this world, she has no comment.
context: Got it.\One more question then.\About God...\Does he exist?\I believe he does.\I've never seen him, though.\Have you tried asking Angel?\If you try asking her questions about this world, she has no comment. response:	That's all!
context: One more question then.\About God...\Does he exist?\I believe he does.\I've never seen him, though.\Have you tried asking Angel?\If you try asking her questions about this world, she has no comment.\That's all! response:	Our study meeting ends here.
context: About God...\Does he exist?\I believe he does.\I've never seen him, though.\Have you tried asking Angel?\If you try asking her questions about this world, she has no comment.\That's all!\Our study meeting ends here. response:	Truthfully speaking, I haven't actually joined the battlefront.
context: Does he exist?\I believe he does.\I've never seen him, though.\Have you tried asking Angel?\If you try asking her questions about this world, she has no comment.\That's all!\Our study meeting ends here.\Truthfully speaking, I haven't actually joined the battlefront. response:	What I want more than anything right now...
context: I believe he does.\I've never seen him, though.\Have you tried asking Angel?\If you try asking her questions about this world, she has no comment.\That's all!\Our study meeting ends here.\Truthfully speaking, I haven't actually joined the battlefront.\What I want more than anything right now... response:	is to buy enough time to recover all my memories.
context: I've never seen him, though.\Have you tried asking Angel?\If you try asking her questions about this world, she has no comment.\That's all!\Our study meeting ends here.\Truthfully speaking, I haven't actually joined the battlefront.\What I want more than anything right now...\is to buy enough time to recover all my memories. response:	That's all.
context: Have you tried asking Angel?\If you try asking her questions about this world, she has no comment.\That's all!\Our study meeting ends here.\Truthfully speaking, I haven't actually joined the battlefront.\What I want more than anything right now...\is to buy enough time to recover all my memories.\That's all. response:	After that...
context: If you try asking her questions about this world, she has no comment.\That's all!\Our study meeting ends here.\Truthfully speaking, I haven't actually joined the battlefront.\What I want more than anything right now...\is to buy enough time to recover all my memories.\That's all.\After that... response:	After that...
context: That's all!\Our study meeting ends here.\Truthfully speaking, I haven't actually joined the battlefront.\What I want more than anything right now...\is to buy enough time to recover all my memories.\That's all.\After that...\After that... response:	I don't know.
context: Our study meeting ends here.\Truthfully speaking, I haven't actually joined the battlefront.\What I want more than anything right now...\is to buy enough time to recover all my memories.\That's all.\After that...\After that...\I don't know. response:	Here you go, Otonashi - kun.
context: Truthfully speaking, I haven't actually joined the battlefront.\What I want more than anything right now...\is to buy enough time to recover all my memories.\That's all.\After that...\After that...\I don't know.\Here you go, Otonashi - kun. response:	Something you can shoot as a beginner.
context: What I want more than anything right now...\is to buy enough time to recover all my memories.\That's all.\After that...\After that...\I don't know.\Here you go, Otonashi - kun.\Something you can shoot as a beginner. response:	Will it work on her?
context: is to buy enough time to recover all my memories.\That's all.\After that...\After that...\I don't know.\Here you go, Otonashi - kun.\Something you can shoot as a beginner.\Will it work on her? response:	Aim for her legs.
context: That's all.\After that...\After that...\I don't know.\Here you go, Otonashi - kun.\Something you can shoot as a beginner.\Will it work on her?\Aim for her legs. response:	She won't be able to chase you for a while.
context: After that...\After that...\I don't know.\Here you go, Otonashi - kun.\Something you can shoot as a beginner.\Will it work on her?\Aim for her legs.\She won't be able to chase you for a while. response:	Shoot at a girl?
context: After that...\I don't know.\Here you go, Otonashi - kun.\Something you can shoot as a beginner.\Will it work on her?\Aim for her legs.\She won't be able to chase you for a while.\Shoot at a girl? response:	Do her wounds heal quickly?
context: I don't know.\Here you go, Otonashi - kun.\Something you can shoot as a beginner.\Will it work on her?\Aim for her legs.\She won't be able to chase you for a while.\Shoot at a girl?\Do her wounds heal quickly? response:	Try it out and see for yourself.
context: Here you go, Otonashi - kun.\Something you can shoot as a beginner.\Will it work on her?\Aim for her legs.\She won't be able to chase you for a while.\Shoot at a girl?\Do her wounds heal quickly?\Try it out and see for yourself. response:	We found out the same way.
context: Something you can shoot as a beginner.\Will it work on her?\Aim for her legs.\She won't be able to chase you for a while.\Shoot at a girl?\Do her wounds heal quickly?\Try it out and see for yourself.\We found out the same way. response:	Fine.
context: Will it work on her?\Aim for her legs.\She won't be able to chase you for a while.\Shoot at a girl?\Do her wounds heal quickly?\Try it out and see for yourself.\We found out the same way.\Fine. response:	Good answer, Otonashi - kun.
context: Aim for her legs.\She won't be able to chase you for a while.\Shoot at a girl?\Do her wounds heal quickly?\Try it out and see for yourself.\We found out the same way.\Fine.\Good answer, Otonashi - kun. response:	First off, in order to get you used to things, I'll have you participate in a simple operation.
context: She won't be able to chase you for a while.\Shoot at a girl?\Do her wounds heal quickly?\Try it out and see for yourself.\We found out the same way.\Fine.\Good answer, Otonashi - kun.\First off, in order to get you used to things, I'll have you participate in a simple operation. response:	Its name is Operation Tornado.
context: Shoot at a girl?\Do her wounds heal quickly?\Try it out and see for yourself.\We found out the same way.\Fine.\Good answer, Otonashi - kun.\First off, in order to get you used to things, I'll have you participate in a simple operation.\Its name is Operation Tornado. response:	That's a big one.
context: Do her wounds heal quickly?\Try it out and see for yourself.\We found out the same way.\Fine.\Good answer, Otonashi - kun.\First off, in order to get you used to things, I'll have you participate in a simple operation.\Its name is Operation Tornado.\That's a big one. response:	T - Tornado...
context: Try it out and see for yourself.\We found out the same way.\Fine.\Good answer, Otonashi - kun.\First off, in order to get you used to things, I'll have you participate in a simple operation.\Its name is Operation Tornado.\That's a big one.\T - Tornado... response:	We're going to lift meal tickets from the students!
context: We found out the same way.\Fine.\Good answer, Otonashi - kun.\First off, in order to get you used to things, I'll have you participate in a simple operation.\Its name is Operation Tornado.\That's a big one.\T - Tornado...\We're going to lift meal tickets from the students! response:	You'd steal something like that?!
context: Fine.\Good answer, Otonashi - kun.\First off, in order to get you used to things, I'll have you participate in a simple operation.\Its name is Operation Tornado.\That's a big one.\T - Tornado...\We're going to lift meal tickets from the students!\You'd steal something like that?! response:	And that's not big at all!
context: Good answer, Otonashi - kun.\First off, in order to get you used to things, I'll have you participate in a simple operation.\Its name is Operation Tornado.\That's a big one.\T - Tornado...\We're going to lift meal tickets from the students!\You'd steal something like that?!\And that's not big at all! response:	That's just bullying!
context: First off, in order to get you used to things, I'll have you participate in a simple operation.\Its name is Operation Tornado.\That's a big one.\T - Tornado...\We're going to lift meal tickets from the students!\You'd steal something like that?!\And that's not big at all!\That's just bullying! response:	I'm disappointed in you!
context: Its name is Operation Tornado.\That's a big one.\T - Tornado...\We're going to lift meal tickets from the students!\You'd steal something like that?!\And that's not big at all!\That's just bullying!\I'm disappointed in you! response:	Just because you have so many members and weapons!
context: That's a big one.\T - Tornado...\We're going to lift meal tickets from the students!\You'd steal something like that?!\And that's not big at all!\That's just bullying!\I'm disappointed in you!\Just because you have so many members and weapons! response:	You little...
context: T - Tornado...\We're going to lift meal tickets from the students!\You'd steal something like that?!\And that's not big at all!\That's just bullying!\I'm disappointed in you!\Just because you have so many members and weapons!\You little... response:	You dare disgrace Yurippe?
context: We're going to lift meal tickets from the students!\You'd steal something like that?!\And that's not big at all!\That's just bullying!\I'm disappointed in you!\Just because you have so many members and weapons!\You little...\You dare disgrace Yurippe? response:	Take that back.
context: You'd steal something like that?!\And that's not big at all!\That's just bullying!\I'm disappointed in you!\Just because you have so many members and weapons!\You little...\You dare disgrace Yurippe?\Take that back. response:	Why?!
context: And that's not big at all!\That's just bullying!\I'm disappointed in you!\Just because you have so many members and weapons!\You little...\You dare disgrace Yurippe?\Take that back.\Why?! response:	As members of the Barnacle Extinction Guard Battlefront,
context: That's just bullying!\I'm disappointed in you!\Just because you have so many members and weapons!\You little...\You dare disgrace Yurippe?\Take that back.\Why?!\As members of the Barnacle Extinction Guard Battlefront, response:	we would absolutely never threaten ordinary students with numbers or power!
context: I'm disappointed in you!\Just because you have so many members and weapons!\You little...\You dare disgrace Yurippe?\Take that back.\Why?!\As members of the Barnacle Extinction Guard Battlefront,\we would absolutely never threaten ordinary students with numbers or power! response:	They're going to go extinct?
context: Just because you have so many members and weapons!\You little...\You dare disgrace Yurippe?\Take that back.\Why?!\As members of the Barnacle Extinction Guard Battlefront,\we would absolutely never threaten ordinary students with numbers or power!\They're going to go extinct? response:	Probably, one day.
context: You little...\You dare disgrace Yurippe?\Take that back.\Why?!\As members of the Barnacle Extinction Guard Battlefront,\we would absolutely never threaten ordinary students with numbers or power!\They're going to go extinct?\Probably, one day. response:	But you said you'd lift them!
context: You dare disgrace Yurippe?\Take that back.\Why?!\As members of the Barnacle Extinction Guard Battlefront,\we would absolutely never threaten ordinary students with numbers or power!\They're going to go extinct?\Probably, one day.\But you said you'd lift them! response:	Right, literally lift them.
context: Take that back.\Why?!\As members of the Barnacle Extinction Guard Battlefront,\we would absolutely never threaten ordinary students with numbers or power!\They're going to go extinct?\Probably, one day.\But you said you'd lift them!\Right, literally lift them. response:	Alright, you're going to be in the barricade squad that ties up Angel's movements.
context: Why?!\As members of the Barnacle Extinction Guard Battlefront,\we would absolutely never threaten ordinary students with numbers or power!\They're going to go extinct?\Probably, one day.\But you said you'd lift them!\Right, literally lift them.\Alright, you're going to be in the barricade squad that ties up Angel's movements. response:	You'll all surround the main operation point the dining hall,
context: As members of the Barnacle Extinction Guard Battlefront,\we would absolutely never threaten ordinary students with numbers or power!\They're going to go extinct?\Probably, one day.\But you said you'd lift them!\Right, literally lift them.\Alright, you're going to be in the barricade squad that ties up Angel's movements.\You'll all surround the main operation point the dining hall, response:	and lie in wait, armed at your specified positions.
context: we would absolutely never threaten ordinary students with numbers or power!\They're going to go extinct?\Probably, one day.\But you said you'd lift them!\Right, literally lift them.\Alright, you're going to be in the barricade squad that ties up Angel's movements.\You'll all surround the main operation point the dining hall,\and lie in wait, armed at your specified positions. response:	Don't worry, I'll put you somewhere easy.
context: They're going to go extinct?\Probably, one day.\But you said you'd lift them!\Right, literally lift them.\Alright, you're going to be in the barricade squad that ties up Angel's movements.\You'll all surround the main operation point the dining hall,\and lie in wait, armed at your specified positions.\Don't worry, I'll put you somewhere easy. response:	Check with Takamatsu - kun or Oyama - kun afterwards for the fine details.
context: Probably, one day.\But you said you'd lift them!\Right, literally lift them.\Alright, you're going to be in the barricade squad that ties up Angel's movements.\You'll all surround the main operation point the dining hall,\and lie in wait, armed at your specified positions.\Don't worry, I'll put you somewhere easy.\Check with Takamatsu - kun or Oyama - kun afterwards for the fine details. response:	I'm depending on you today too, Iwasawa - san.
context: But you said you'd lift them!\Right, literally lift them.\Alright, you're going to be in the barricade squad that ties up Angel's movements.\You'll all surround the main operation point the dining hall,\and lie in wait, armed at your specified positions.\Don't worry, I'll put you somewhere easy.\Check with Takamatsu - kun or Oyama - kun afterwards for the fine details.\I'm depending on you today too, Iwasawa - san. response:	Yeah.
context: Right, literally lift them.\Alright, you're going to be in the barricade squad that ties up Angel's movements.\You'll all surround the main operation point the dining hall,\and lie in wait, armed at your specified positions.\Don't worry, I'll put you somewhere easy.\Check with Takamatsu - kun or Oyama - kun afterwards for the fine details.\I'm depending on you today too, Iwasawa - san.\Yeah. response:	If you encounter Angel, shoot right away.
context: Alright, you're going to be in the barricade squad that ties up Angel's movements.\You'll all surround the main operation point the dining hall,\and lie in wait, armed at your specified positions.\Don't worry, I'll put you somewhere easy.\Check with Takamatsu - kun or Oyama - kun afterwards for the fine details.\I'm depending on you today too, Iwasawa - san.\Yeah.\If you encounter Angel, shoot right away. response:	It'll be your signal.
context: You'll all surround the main operation point the dining hall,\and lie in wait, armed at your specified positions.\Don't worry, I'll put you somewhere easy.\Check with Takamatsu - kun or Oyama - kun afterwards for the fine details.\I'm depending on you today too, Iwasawa - san.\Yeah.\If you encounter Angel, shoot right away.\It'll be your signal. response:	And if you hear gunfire from somewhere else, make sure you run to their aid too.
context: and lie in wait, armed at your specified positions.\Don't worry, I'll put you somewhere easy.\Check with Takamatsu - kun or Oyama - kun afterwards for the fine details.\I'm depending on you today too, Iwasawa - san.\Yeah.\If you encounter Angel, shoot right away.\It'll be your signal.\And if you hear gunfire from somewhere else, make sure you run to their aid too. response:	The operation commences at 18:30.
context: Don't worry, I'll put you somewhere easy.\Check with Takamatsu - kun or Oyama - kun afterwards for the fine details.\I'm depending on you today too, Iwasawa - san.\Yeah.\If you encounter Angel, shoot right away.\It'll be your signal.\And if you hear gunfire from somewhere else, make sure you run to their aid too.\The operation commences at 18:30. response:	Operation start!
context: Check with Takamatsu - kun or Oyama - kun afterwards for the fine details.\I'm depending on you today too, Iwasawa - san.\Yeah.\If you encounter Angel, shoot right away.\It'll be your signal.\And if you hear gunfire from somewhere else, make sure you run to their aid too.\The operation commences at 18:30.\Operation start! response:	How on earth are we supposed to peacefully lift meal tickets with this plan?
context: I'm depending on you today too, Iwasawa - san.\Yeah.\If you encounter Angel, shoot right away.\It'll be your signal.\And if you hear gunfire from somewhere else, make sure you run to their aid too.\The operation commences at 18:30.\Operation start!\How on earth are we supposed to peacefully lift meal tickets with this plan? response:	Yusa here.
context: Yeah.\If you encounter Angel, shoot right away.\It'll be your signal.\And if you hear gunfire from somewhere else, make sure you run to their aid too.\The operation commences at 18:30.\Operation start!\How on earth are we supposed to peacefully lift meal tickets with this plan?\Yusa here. response:	Lighting and sound teams on standby.
context: If you encounter Angel, shoot right away.\It'll be your signal.\And if you hear gunfire from somewhere else, make sure you run to their aid too.\The operation commences at 18:30.\Operation start!\How on earth are we supposed to peacefully lift meal tickets with this plan?\Yusa here.\Lighting and sound teams on standby. response:	I think it's about time.
context: It'll be your signal.\And if you hear gunfire from somewhere else, make sure you run to their aid too.\The operation commences at 18:30.\Operation start!\How on earth are we supposed to peacefully lift meal tickets with this plan?\Yusa here.\Lighting and sound teams on standby.\I think it's about time. response:	The fans who've noticed have begun to gather up.
context: And if you hear gunfire from somewhere else, make sure you run to their aid too.\The operation commences at 18:30.\Operation start!\How on earth are we supposed to peacefully lift meal tickets with this plan?\Yusa here.\Lighting and sound teams on standby.\I think it's about time.\The fans who've noticed have begun to gather up. response:	Okay, I guess we'll get going.
context: The operation commences at 18:30.\Operation start!\How on earth are we supposed to peacefully lift meal tickets with this plan?\Yusa here.\Lighting and sound teams on standby.\I think it's about time.\The fans who've noticed have begun to gather up.\Okay, I guess we'll get going. response:	Hey, it's GirlDeMo!
context: Operation start!\How on earth are we supposed to peacefully lift meal tickets with this plan?\Yusa here.\Lighting and sound teams on standby.\I think it's about time.\The fans who've noticed have begun to gather up.\Okay, I guess we'll get going.\Hey, it's GirlDeMo! response:	The concert just started!
context: How on earth are we supposed to peacefully lift meal tickets with this plan?\Yusa here.\Lighting and sound teams on standby.\I think it's about time.\The fans who've noticed have begun to gather up.\Okay, I guess we'll get going.\Hey, it's GirlDeMo!\The concert just started! response:	She's here!
context: Yusa here.\Lighting and sound teams on standby.\I think it's about time.\The fans who've noticed have begun to gather up.\Okay, I guess we'll get going.\Hey, it's GirlDeMo!\The concert just started!\She's here! response:	She's really here, at my position!
context: Lighting and sound teams on standby.\I think it's about time.\The fans who've noticed have begun to gather up.\Okay, I guess we'll get going.\Hey, it's GirlDeMo!\The concert just started!\She's here!\She's really here, at my position! response:	Does that mean I'm the weakest link in this operation?
context: I think it's about time.\The fans who've noticed have begun to gather up.\Okay, I guess we'll get going.\Hey, it's GirlDeMo!\The concert just started!\She's here!\She's really here, at my position!\Does that mean I'm the weakest link in this operation? response:	She's totally looking down on me.
context: The fans who've noticed have begun to gather up.\Okay, I guess we'll get going.\Hey, it's GirlDeMo!\The concert just started!\She's here!\She's really here, at my position!\Does that mean I'm the weakest link in this operation?\She's totally looking down on me. response:	Dammit, shoot her!
context: Okay, I guess we'll get going.\Hey, it's GirlDeMo!\The concert just started!\She's here!\She's really here, at my position!\Does that mean I'm the weakest link in this operation?\She's totally looking down on me.\Dammit, shoot her! response:	But should I really be shooting at that delicate body?
context: Hey, it's GirlDeMo!\The concert just started!\She's here!\She's really here, at my position!\Does that mean I'm the weakest link in this operation?\She's totally looking down on me.\Dammit, shoot her!\But should I really be shooting at that delicate body? response:	I have to do it,
context: The concert just started!\She's here!\She's really here, at my position!\Does that mean I'm the weakest link in this operation?\She's totally looking down on me.\Dammit, shoot her!\But should I really be shooting at that delicate body?\I have to do it, response:	or I'll be done in.
context: She's here!\She's really here, at my position!\Does that mean I'm the weakest link in this operation?\She's totally looking down on me.\Dammit, shoot her!\But should I really be shooting at that delicate body?\I have to do it,\or I'll be done in. response:	Without mercy...
context: She's really here, at my position!\Does that mean I'm the weakest link in this operation?\She's totally looking down on me.\Dammit, shoot her!\But should I really be shooting at that delicate body?\I have to do it,\or I'll be done in.\Without mercy... response:	I got her!
context: Does that mean I'm the weakest link in this operation?\She's totally looking down on me.\Dammit, shoot her!\But should I really be shooting at that delicate body?\I have to do it,\or I'll be done in.\Without mercy...\I got her! response:	Damn... I should have hit her legs...
context: She's totally looking down on me.\Dammit, shoot her!\But should I really be shooting at that delicate body?\I have to do it,\or I'll be done in.\Without mercy...\I got her!\Damn... I should have hit her legs... response:	Isn't this enough?
context: Dammit, shoot her!\But should I really be shooting at that delicate body?\I have to do it,\or I'll be done in.\Without mercy...\I got her!\Damn... I should have hit her legs...\Isn't this enough? response:	This...
context: But should I really be shooting at that delicate body?\I have to do it,\or I'll be done in.\Without mercy...\I got her!\Damn... I should have hit her legs...\Isn't this enough?\This... response:	Guard skill: Hand Sonic.
context: I have to do it,\or I'll be done in.\Without mercy...\I got her!\Damn... I should have hit her legs...\Isn't this enough?\This...\Guard skill: Hand Sonic. response:	No...
context: or I'll be done in.\Without mercy...\I got her!\Damn... I should have hit her legs...\Isn't this enough?\This...\Guard skill: Hand Sonic.\No... response:	No way!
context: Without mercy...\I got her!\Damn... I should have hit her legs...\Isn't this enough?\This...\Guard skill: Hand Sonic.\No...\No way! response:	Why?
context: I got her!\Damn... I should have hit her legs...\Isn't this enough?\This...\Guard skill: Hand Sonic.\No...\No way!\Why? response:	Why doesn't she stop?
context: Damn... I should have hit her legs...\Isn't this enough?\This...\Guard skill: Hand Sonic.\No...\No way!\Why?\Why doesn't she stop? response:	What the hell is this?!
context: Isn't this enough?\This...\Guard skill: Hand Sonic.\No...\No way!\Why?\Why doesn't she stop?\What the hell is this?! response:	Dammit!
context: This...\Guard skill: Hand Sonic.\No...\No way!\Why?\Why doesn't she stop?\What the hell is this?!\Dammit! response:	Damn, I missed.
context: Guard skill: Hand Sonic.\No...\No way!\Why?\Why doesn't she stop?\What the hell is this?!\Dammit!\Damn, I missed. response:	Sorry to keep you waiting!
context: No...\No way!\Why?\Why doesn't she stop?\What the hell is this?!\Dammit!\Damn, I missed.\Sorry to keep you waiting! response:	So you'd target our weakest link?
context: No way!\Why?\Why doesn't she stop?\What the hell is this?!\Dammit!\Damn, I missed.\Sorry to keep you waiting!\So you'd target our weakest link? response:	She's still only using Hand Sonic!
context: Why?\Why doesn't she stop?\What the hell is this?!\Dammit!\Damn, I missed.\Sorry to keep you waiting!\So you'd target our weakest link?\She's still only using Hand Sonic! response:	Get her into the open!
context: Why doesn't she stop?\What the hell is this?!\Dammit!\Damn, I missed.\Sorry to keep you waiting!\So you'd target our weakest link?\She's still only using Hand Sonic!\Get her into the open! response:	We'll pull back slowly as we attack!
context: What the hell is this?!\Dammit!\Damn, I missed.\Sorry to keep you waiting!\So you'd target our weakest link?\She's still only using Hand Sonic!\Get her into the open!\We'll pull back slowly as we attack! response:	Understood.
context: Dammit!\Damn, I missed.\Sorry to keep you waiting!\So you'd target our weakest link?\She's still only using Hand Sonic!\Get her into the open!\We'll pull back slowly as we attack!\Understood. response:	Let's go!
context: Damn, I missed.\Sorry to keep you waiting!\So you'd target our weakest link?\She's still only using Hand Sonic!\Get her into the open!\We'll pull back slowly as we attack!\Understood.\Let's go! response:	Guard skill: Distortion.
context: Sorry to keep you waiting!\So you'd target our weakest link?\She's still only using Hand Sonic!\Get her into the open!\We'll pull back slowly as we attack!\Understood.\Let's go!\Guard skill: Distortion. response:	Fire!
context: So you'd target our weakest link?\She's still only using Hand Sonic!\Get her into the open!\We'll pull back slowly as we attack!\Understood.\Let's go!\Guard skill: Distortion.\Fire! response:	Damn, we were too slow!
context: She's still only using Hand Sonic!\Get her into the open!\We'll pull back slowly as we attack!\Understood.\Let's go!\Guard skill: Distortion.\Fire!\Damn, we were too slow! response:	This is why I hate guns!
context: Get her into the open!\We'll pull back slowly as we attack!\Understood.\Let's go!\Guard skill: Distortion.\Fire!\Damn, we were too slow!\This is why I hate guns! response:	Dammit! When are they going to do the lifting?
context: We'll pull back slowly as we attack!\Understood.\Let's go!\Guard skill: Distortion.\Fire!\Damn, we were too slow!\This is why I hate guns!\Dammit! When are they going to do the lifting? response:	We're only buying time...
context: Understood.\Let's go!\Guard skill: Distortion.\Fire!\Damn, we were too slow!\This is why I hate guns!\Dammit! When are they going to do the lifting?\We're only buying time... response:	I never thought it'd be this fierce...
context: Let's go!\Guard skill: Distortion.\Fire!\Damn, we were too slow!\This is why I hate guns!\Dammit! When are they going to do the lifting?\We're only buying time...\I never thought it'd be this fierce... response:	The act is at its climax.
context: Guard skill: Distortion.\Fire!\Damn, we were too slow!\This is why I hate guns!\Dammit! When are they going to do the lifting?\We're only buying time...\I never thought it'd be this fierce...\The act is at its climax. response:	Turn it on.
context: Fire!\Damn, we were too slow!\This is why I hate guns!\Dammit! When are they going to do the lifting?\We're only buying time...\I never thought it'd be this fierce...\The act is at its climax.\Turn it on. response:	Turn it on please.
context: Damn, we were too slow!\This is why I hate guns!\Dammit! When are they going to do the lifting?\We're only buying time...\I never thought it'd be this fierce...\The act is at its climax.\Turn it on.\Turn it on please. response:	You okay with that? Let's go!
context: This is why I hate guns!\Dammit! When are they going to do the lifting?\We're only buying time...\I never thought it'd be this fierce...\The act is at its climax.\Turn it on.\Turn it on please.\You okay with that? Let's go! response:	Here you go, meat udon.
context: Dammit! When are they going to do the lifting?\We're only buying time...\I never thought it'd be this fierce...\The act is at its climax.\Turn it on.\Turn it on please.\You okay with that? Let's go!\Here you go, meat udon. response:	Is it really okay to eat here like this?
context: We're only buying time...\I never thought it'd be this fierce...\The act is at its climax.\Turn it on.\Turn it on please.\You okay with that? Let's go!\Here you go, meat udon.\Is it really okay to eat here like this? response:	Won't she come after us?
context: I never thought it'd be this fierce...\The act is at its climax.\Turn it on.\Turn it on please.\You okay with that? Let's go!\Here you go, meat udon.\Is it really okay to eat here like this?\Won't she come after us? response:	All we're doing is eating.
context: The act is at its climax.\Turn it on.\Turn it on please.\You okay with that? Let's go!\Here you go, meat udon.\Is it really okay to eat here like this?\Won't she come after us?\All we're doing is eating. response:	Is that how it works...
context: Turn it on.\Turn it on please.\You okay with that? Let's go!\Here you go, meat udon.\Is it really okay to eat here like this?\Won't she come after us?\All we're doing is eating.\Is that how it works... response:	With this leadership and power, she could make anything happen.
context: Turn it on please.\You okay with that? Let's go!\Here you go, meat udon.\Is it really okay to eat here like this?\Won't she come after us?\All we're doing is eating.\Is that how it works...\With this leadership and power, she could make anything happen. response:	But instead, she's just eating and living so simply.
context: You okay with that? Let's go!\Here you go, meat udon.\Is it really okay to eat here like this?\Won't she come after us?\All we're doing is eating.\Is that how it works...\With this leadership and power, she could make anything happen.\But instead, she's just eating and living so simply. response:	There really is only one enemy.
context: Here you go, meat udon.\Is it really okay to eat here like this?\Won't she come after us?\All we're doing is eating.\Is that how it works...\With this leadership and power, she could make anything happen.\But instead, she's just eating and living so simply.\There really is only one enemy. response:	Just Angel.
context: Is it really okay to eat here like this?\Won't she come after us?\All we're doing is eating.\Is that how it works...\With this leadership and power, she could make anything happen.\But instead, she's just eating and living so simply.\There really is only one enemy.\Just Angel. response:	We're only fighting against her.
context: Won't she come after us?\All we're doing is eating.\Is that how it works...\With this leadership and power, she could make anything happen.\But instead, she's just eating and living so simply.\There really is only one enemy.\Just Angel.\We're only fighting against her. response:	But does that justify those actions?
context: All we're doing is eating.\Is that how it works...\With this leadership and power, she could make anything happen.\But instead, she's just eating and living so simply.\There really is only one enemy.\Just Angel.\We're only fighting against her.\But does that justify those actions? response:	No, it's too soon to think about that.
context: Is that how it works...\With this leadership and power, she could make anything happen.\But instead, she's just eating and living so simply.\There really is only one enemy.\Just Angel.\We're only fighting against her.\But does that justify those actions?\No, it's too soon to think about that. response:	Because...
