context: You fell into a pond? response:	No wonder you smell so bad.
context: Yotsuba, you aren't pushing yourself too hard, are you?\No, it's all good.\Well, if you say so, I won't stop you.\I'll run with you.\I won't be interrupting, then, will I?\Five more laps!\I'm dying...\Uesugi-san, you should stop. response:	Not yet.
context: No, it's all good.\Well, if you say so, I won't stop you.\I'll run with you.\I won't be interrupting, then, will I?\Five more laps!\I'm dying...\Uesugi-san, you should stop.\Not yet. response:	Which palace did Louis XIV of France build?
context: Well, if you say so, I won't stop you.\I'll run with you.\I won't be interrupting, then, will I?\Five more laps!\I'm dying...\Uesugi-san, you should stop.\Not yet.\Which palace did Louis XIV of France build? response:	Berlin Palace.
context: I'll run with you.\I won't be interrupting, then, will I?\Five more laps!\I'm dying...\Uesugi-san, you should stop.\Not yet.\Which palace did Louis XIV of France build?\Berlin Palace. response:	Who's the author of Run, Melos!?
context: I won't be interrupting, then, will I?\Five more laps!\I'm dying...\Uesugi-san, you should stop.\Not yet.\Which palace did Louis XIV of France build?\Berlin Palace.\Who's the author of Run, Melos!? response:	Dazai Ryunosuke.
context: Five more laps!\I'm dying...\Uesugi-san, you should stop.\Not yet.\Which palace did Louis XIV of France build?\Berlin Palace.\Who's the author of Run, Melos!?\Dazai Ryunosuke. response:	What's the fourth element on the periodic table?
context: I'm dying...\Uesugi-san, you should stop.\Not yet.\Which palace did Louis XIV of France build?\Berlin Palace.\Who's the author of Run, Melos!?\Dazai Ryunosuke.\What's the fourth element on the periodic table? response:	Hydro...
context: Uesugi-san, you should stop.\Not yet.\Which palace did Louis XIV of France build?\Berlin Palace.\Who's the author of Run, Melos!?\Dazai Ryunosuke.\What's the fourth element on the periodic table?\Hydro... response:	Lithio...
context: Not yet.\Which palace did Louis XIV of France build?\Berlin Palace.\Who's the author of Run, Melos!?\Dazai Ryunosuke.\What's the fourth element on the periodic table?\Hydro...\Lithio... response:	Barium!
context: Which palace did Louis XIV of France build?\Berlin Palace.\Who's the author of Run, Melos!?\Dazai Ryunosuke.\What's the fourth element on the periodic table?\Hydro...\Lithio...\Barium! response:	They're all slightly off!
context: Berlin Palace.\Who's the author of Run, Melos!?\Dazai Ryunosuke.\What's the fourth element on the periodic table?\Hydro...\Lithio...\Barium!\They're all slightly off! response:	But she's learned more than I expected.
context: Who's the author of Run, Melos!?\Dazai Ryunosuke.\What's the fourth element on the periodic table?\Hydro...\Lithio...\Barium!\They're all slightly off!\But she's learned more than I expected. response:	Is she actually going to do both?
context: Dazai Ryunosuke.\What's the fourth element on the periodic table?\Hydro...\Lithio...\Barium!\They're all slightly off!\But she's learned more than I expected.\Is she actually going to do both? response:	You can't overdo it.
context: What's the fourth element on the periodic table?\Hydro...\Lithio...\Barium!\They're all slightly off!\But she's learned more than I expected.\Is she actually going to do both?\You can't overdo it. response:	You should go take a break.
context: Hydro...\Lithio...\Barium!\They're all slightly off!\But she's learned more than I expected.\Is she actually going to do both?\You can't overdo it.\You should go take a break. response:	I'll be fine.
context: Lithio...\Barium!\They're all slightly off!\But she's learned more than I expected.\Is she actually going to do both?\You can't overdo it.\You should go take a break.\I'll be fine. response:	We're going to a training camp this weekend.
context: Barium!\They're all slightly off!\But she's learned more than I expected.\Is she actually going to do both?\You can't overdo it.\You should go take a break.\I'll be fine.\We're going to a training camp this weekend. response:	I don't know about that.
context: They're all slightly off!\But she's learned more than I expected.\Is she actually going to do both?\You can't overdo it.\You should go take a break.\I'll be fine.\We're going to a training camp this weekend.\I don't know about that. response:	I thought we were taking the weekend off.
context: But she's learned more than I expected.\Is she actually going to do both?\You can't overdo it.\You should go take a break.\I'll be fine.\We're going to a training camp this weekend.\I don't know about that.\I thought we were taking the weekend off. response:	Listen, first-year...
context: Is she actually going to do both?\You can't overdo it.\You should go take a break.\I'll be fine.\We're going to a training camp this weekend.\I don't know about that.\I thought we were taking the weekend off.\Listen, first-year... response:	We aren't going to two-peat the meet with that kind of thinking.
context: You can't overdo it.\You should go take a break.\I'll be fine.\We're going to a training camp this weekend.\I don't know about that.\I thought we were taking the weekend off.\Listen, first-year...\We aren't going to two-peat the meet with that kind of thinking. response:	Yes, ma'am.
context: You should go take a break.\I'll be fine.\We're going to a training camp this weekend.\I don't know about that.\I thought we were taking the weekend off.\Listen, first-year...\We aren't going to two-peat the meet with that kind of thinking.\Yes, ma'am. response:	To: Uesugi-san
context: I'll be fine.\We're going to a training camp this weekend.\I don't know about that.\I thought we were taking the weekend off.\Listen, first-year...\We aren't going to two-peat the meet with that kind of thinking.\Yes, ma'am.\To: Uesugi-san response:	Subject: Re:
context: We're going to a training camp this weekend.\I don't know about that.\I thought we were taking the weekend off.\Listen, first-year...\We aren't going to two-peat the meet with that kind of thinking.\Yes, ma'am.\To: Uesugi-san\Subject: Re: response:	Sorry about today. I'm actually...
context: I don't know about that.\I thought we were taking the weekend off.\Listen, first-year...\We aren't going to two-peat the meet with that kind of thinking.\Yes, ma'am.\To: Uesugi-san\Subject: Re:\Sorry about today. I'm actually... response:	Not sending it?
context: I thought we were taking the weekend off.\Listen, first-year...\We aren't going to two-peat the meet with that kind of thinking.\Yes, ma'am.\To: Uesugi-san\Subject: Re:\Sorry about today. I'm actually...\Not sending it? response:	Ichika!
context: Listen, first-year...\We aren't going to two-peat the meet with that kind of thinking.\Yes, ma'am.\To: Uesugi-san\Subject: Re:\Sorry about today. I'm actually...\Not sending it?\Ichika! response:	You're going to give me a heart attack.
context: We aren't going to two-peat the meet with that kind of thinking.\Yes, ma'am.\To: Uesugi-san\Subject: Re:\Sorry about today. I'm actually...\Not sending it?\Ichika!\You're going to give me a heart attack. response:	I have to brush my teeth, too.
context: Yes, ma'am.\To: Uesugi-san\Subject: Re:\Sorry about today. I'm actually...\Not sending it?\Ichika!\You're going to give me a heart attack.\I have to brush my teeth, too. response:	I'm going to gargle.
context: To: Uesugi-san\Subject: Re:\Sorry about today. I'm actually...\Not sending it?\Ichika!\You're going to give me a heart attack.\I have to brush my teeth, too.\I'm going to gargle. response:	Hold on.
context: Subject: Re:\Sorry about today. I'm actually...\Not sending it?\Ichika!\You're going to give me a heart attack.\I have to brush my teeth, too.\I'm going to gargle.\Hold on. response:	You were holding onto your toothbrush without actually brushing again.
context: Sorry about today. I'm actually...\Not sending it?\Ichika!\You're going to give me a heart attack.\I have to brush my teeth, too.\I'm going to gargle.\Hold on.\You were holding onto your toothbrush without actually brushing again. response:	Here, let me.
context: Not sending it?\Ichika!\You're going to give me a heart attack.\I have to brush my teeth, too.\I'm going to gargle.\Hold on.\You were holding onto your toothbrush without actually brushing again.\Here, let me. response:	I'll do it for you.
context: Ichika!\You're going to give me a heart attack.\I have to brush my teeth, too.\I'm going to gargle.\Hold on.\You were holding onto your toothbrush without actually brushing again.\Here, let me.\I'll do it for you. response:	I used to do this for you all the time.
context: You're going to give me a heart attack.\I have to brush my teeth, too.\I'm going to gargle.\Hold on.\You were holding onto your toothbrush without actually brushing again.\Here, let me.\I'll do it for you.\I used to do this for you all the time. response:	I'm not a kid anymore, though.
context: I have to brush my teeth, too.\I'm going to gargle.\Hold on.\You were holding onto your toothbrush without actually brushing again.\Here, let me.\I'll do it for you.\I used to do this for you all the time.\I'm not a kid anymore, though. response:	Say ahh.
context: I'm going to gargle.\Hold on.\You were holding onto your toothbrush without actually brushing again.\Here, let me.\I'll do it for you.\I used to do this for you all the time.\I'm not a kid anymore, though.\Say ahh. response:	So bitter!
context: Hold on.\You were holding onto your toothbrush without actually brushing again.\Here, let me.\I'll do it for you.\I used to do this for you all the time.\I'm not a kid anymore, though.\Say ahh.\So bitter! response:	This is my toothpaste.
context: You were holding onto your toothbrush without actually brushing again.\Here, let me.\I'll do it for you.\I used to do this for you all the time.\I'm not a kid anymore, though.\Say ahh.\So bitter!\This is my toothpaste. response:	This is what grown-up toothpaste tastes like.
context: Here, let me.\I'll do it for you.\I used to do this for you all the time.\I'm not a kid anymore, though.\Say ahh.\So bitter!\This is my toothpaste.\This is what grown-up toothpaste tastes like. response:	I guess you're still too young for it.
context: I'll do it for you.\I used to do this for you all the time.\I'm not a kid anymore, though.\Say ahh.\So bitter!\This is my toothpaste.\This is what grown-up toothpaste tastes like.\I guess you're still too young for it. response:	Yotsuba can handle it, yo!
context: I used to do this for you all the time.\I'm not a kid anymore, though.\Say ahh.\So bitter!\This is my toothpaste.\This is what grown-up toothpaste tastes like.\I guess you're still too young for it.\Yotsuba can handle it, yo! response:	You may have grown big, but you haven't changed.
context: I'm not a kid anymore, though.\Say ahh.\So bitter!\This is my toothpaste.\This is what grown-up toothpaste tastes like.\I guess you're still too young for it.\Yotsuba can handle it, yo!\You may have grown big, but you haven't changed. response:	Look at that.
context: Say ahh.\So bitter!\This is my toothpaste.\This is what grown-up toothpaste tastes like.\I guess you're still too young for it.\Yotsuba can handle it, yo!\You may have grown big, but you haven't changed.\Look at that. response:	You're working too hard. You have canker sores.
context: So bitter!\This is my toothpaste.\This is what grown-up toothpaste tastes like.\I guess you're still too young for it.\Yotsuba can handle it, yo!\You may have grown big, but you haven't changed.\Look at that.\You're working too hard. You have canker sores. response:	I'm not...
context: This is my toothpaste.\This is what grown-up toothpaste tastes like.\I guess you're still too young for it.\Yotsuba can handle it, yo!\You may have grown big, but you haven't changed.\Look at that.\You're working too hard. You have canker sores.\I'm not... response:	Shush.
context: This is what grown-up toothpaste tastes like.\I guess you're still too young for it.\Yotsuba can handle it, yo!\You may have grown big, but you haven't changed.\Look at that.\You're working too hard. You have canker sores.\I'm not...\Shush. response:	You're always going to be my little sister, no matter how much you grow up.
context: I guess you're still too young for it.\Yotsuba can handle it, yo!\You may have grown big, but you haven't changed.\Look at that.\You're working too hard. You have canker sores.\I'm not...\Shush.\You're always going to be my little sister, no matter how much you grow up. response:	I wish you'd depend on me more.
context: Yotsuba can handle it, yo!\You may have grown big, but you haven't changed.\Look at that.\You're working too hard. You have canker sores.\I'm not...\Shush.\You're always going to be my little sister, no matter how much you grow up.\I wish you'd depend on me more. response:	Would it be bad if I said I wanted to quit the team?
context: You may have grown big, but you haven't changed.\Look at that.\You're working too hard. You have canker sores.\I'm not...\Shush.\You're always going to be my little sister, no matter how much you grow up.\I wish you'd depend on me more.\Would it be bad if I said I wanted to quit the team? response:	You can quit if you want.
context: Look at that.\You're working too hard. You have canker sores.\I'm not...\Shush.\You're always going to be my little sister, no matter how much you grow up.\I wish you'd depend on me more.\Would it be bad if I said I wanted to quit the team?\You can quit if you want. response:	No, I can't.
context: You're working too hard. You have canker sores.\I'm not...\Shush.\You're always going to be my little sister, no matter how much you grow up.\I wish you'd depend on me more.\Would it be bad if I said I wanted to quit the team?\You can quit if you want.\No, I can't. response:	I'd be causing trouble for the team.
context: I'm not...\Shush.\You're always going to be my little sister, no matter how much you grow up.\I wish you'd depend on me more.\Would it be bad if I said I wanted to quit the team?\You can quit if you want.\No, I can't.\I'd be causing trouble for the team. response:	Look what you made me say, playing the big sister all of a sudden.
context: Shush.\You're always going to be my little sister, no matter how much you grow up.\I wish you'd depend on me more.\Would it be bad if I said I wanted to quit the team?\You can quit if you want.\No, I can't.\I'd be causing trouble for the team.\Look what you made me say, playing the big sister all of a sudden. response:	We're the same age.
context: You're always going to be my little sister, no matter how much you grow up.\I wish you'd depend on me more.\Would it be bad if I said I wanted to quit the team?\You can quit if you want.\No, I can't.\I'd be causing trouble for the team.\Look what you made me say, playing the big sister all of a sudden.\We're the same age. response:	You're still a little girl as long as you're wearing underwear like this.
context: I wish you'd depend on me more.\Would it be bad if I said I wanted to quit the team?\You can quit if you want.\No, I can't.\I'd be causing trouble for the team.\Look what you made me say, playing the big sister all of a sudden.\We're the same age.\You're still a little girl as long as you're wearing underwear like this. response:	Put those away!
context: Would it be bad if I said I wanted to quit the team?\You can quit if you want.\No, I can't.\I'd be causing trouble for the team.\Look what you made me say, playing the big sister all of a sudden.\We're the same age.\You're still a little girl as long as you're wearing underwear like this.\Put those away! response:	And keep them away when Uesugi-san's around!
context: You can quit if you want.\No, I can't.\I'd be causing trouble for the team.\Look what you made me say, playing the big sister all of a sudden.\We're the same age.\You're still a little girl as long as you're wearing underwear like this.\Put those away!\And keep them away when Uesugi-san's around! response:	Okay.
context: No, I can't.\I'd be causing trouble for the team.\Look what you made me say, playing the big sister all of a sudden.\We're the same age.\You're still a little girl as long as you're wearing underwear like this.\Put those away!\And keep them away when Uesugi-san's around!\Okay. response:	Futaro-kun
context: I'd be causing trouble for the team.\Look what you made me say, playing the big sister all of a sudden.\We're the same age.\You're still a little girl as long as you're wearing underwear like this.\Put those away!\And keep them away when Uesugi-san's around!\Okay.\Futaro-kun response:	Did you get that?
context: Look what you made me say, playing the big sister all of a sudden.\We're the same age.\You're still a little girl as long as you're wearing underwear like this.\Put those away!\And keep them away when Uesugi-san's around!\Okay.\Futaro-kun\Did you get that? response:	Yes, she wears little girl panties.
context: We're the same age.\You're still a little girl as long as you're wearing underwear like this.\Put those away!\And keep them away when Uesugi-san's around!\Okay.\Futaro-kun\Did you get that?\Yes, she wears little girl panties. response:	Good.
context: You're still a little girl as long as you're wearing underwear like this.\Put those away!\And keep them away when Uesugi-san's around!\Okay.\Futaro-kun\Did you get that?\Yes, she wears little girl panties.\Good. response:	I'm going to see the track team tomorrow.
context: Put those away!\And keep them away when Uesugi-san's around!\Okay.\Futaro-kun\Did you get that?\Yes, she wears little girl panties.\Good.\I'm going to see the track team tomorrow. response:	What about you?
context: And keep them away when Uesugi-san's around!\Okay.\Futaro-kun\Did you get that?\Yes, she wears little girl panties.\Good.\I'm going to see the track team tomorrow.\What about you? response:	Of course I'm going.
context: Okay.\Futaro-kun\Did you get that?\Yes, she wears little girl panties.\Good.\I'm going to see the track team tomorrow.\What about you?\Of course I'm going. response:	We're going to free Yotsuba.
context: Futaro-kun\Did you get that?\Yes, she wears little girl panties.\Good.\I'm going to see the track team tomorrow.\What about you?\Of course I'm going.\We're going to free Yotsuba. response:	Pardon me.
context: Did you get that?\Yes, she wears little girl panties.\Good.\I'm going to see the track team tomorrow.\What about you?\Of course I'm going.\We're going to free Yotsuba.\Pardon me. response:	Am I ever going to get any privacy?
context: Yes, she wears little girl panties.\Good.\I'm going to see the track team tomorrow.\What about you?\Of course I'm going.\We're going to free Yotsuba.\Pardon me.\Am I ever going to get any privacy? response:	Episode 4
context: Good.\I'm going to see the track team tomorrow.\What about you?\Of course I'm going.\We're going to free Yotsuba.\Pardon me.\Am I ever going to get any privacy?\Episode 4 response:	Seven Goodbyes Part 3
context: I'm going to see the track team tomorrow.\What about you?\Of course I'm going.\We're going to free Yotsuba.\Pardon me.\Am I ever going to get any privacy?\Episode 4\Seven Goodbyes Part 3 response:	Seven Goodbyes, Part 3.
