context: The report says the Scarlet Flame Golden Lion response:	appeared in the Far North rebel army camp.
context: It is breezy here. Your Highness should go back inside.\All right.\I can't bear to leave.\But I feel guilty staying.\If Dijun sees that I am deceiving him, will he be angry?\The view here is nice.\Who is Dijun speaking to?\Little fox, do you want a drink? response:	Dijun?
context: All right.\I can't bear to leave.\But I feel guilty staying.\If Dijun sees that I am deceiving him, will he be angry?\The view here is nice.\Who is Dijun speaking to?\Little fox, do you want a drink?\Dijun? response:	Are you drunk?
context: I can't bear to leave.\But I feel guilty staying.\If Dijun sees that I am deceiving him, will he be angry?\The view here is nice.\Who is Dijun speaking to?\Little fox, do you want a drink?\Dijun?\Are you drunk? response:	Dijun.
context: But I feel guilty staying.\If Dijun sees that I am deceiving him, will he be angry?\The view here is nice.\Who is Dijun speaking to?\Little fox, do you want a drink?\Dijun?\Are you drunk?\Dijun. response:	You must think
context: If Dijun sees that I am deceiving him, will he be angry?\The view here is nice.\Who is Dijun speaking to?\Little fox, do you want a drink?\Dijun?\Are you drunk?\Dijun.\You must think response:	the troublesome Bai Feng Jiu of Qing Qiu has already left.
context: The view here is nice.\Who is Dijun speaking to?\Little fox, do you want a drink?\Dijun?\Are you drunk?\Dijun.\You must think\the troublesome Bai Feng Jiu of Qing Qiu has already left. response:	You must think I am one who doesn't know how to repay a kindness.
context: Who is Dijun speaking to?\Little fox, do you want a drink?\Dijun?\Are you drunk?\Dijun.\You must think\the troublesome Bai Feng Jiu of Qing Qiu has already left.\You must think I am one who doesn't know how to repay a kindness. response:	It's not that I don't want to.
context: Little fox, do you want a drink?\Dijun?\Are you drunk?\Dijun.\You must think\the troublesome Bai Feng Jiu of Qing Qiu has already left.\You must think I am one who doesn't know how to repay a kindness.\It's not that I don't want to. response:	But...
context: Dijun?\Are you drunk?\Dijun.\You must think\the troublesome Bai Feng Jiu of Qing Qiu has already left.\You must think I am one who doesn't know how to repay a kindness.\It's not that I don't want to.\But... response:	I don't know how to repay you.
context: Are you drunk?\Dijun.\You must think\the troublesome Bai Feng Jiu of Qing Qiu has already left.\You must think I am one who doesn't know how to repay a kindness.\It's not that I don't want to.\But...\I don't know how to repay you. response:	Goodness!
context: Dijun.\You must think\the troublesome Bai Feng Jiu of Qing Qiu has already left.\You must think I am one who doesn't know how to repay a kindness.\It's not that I don't want to.\But...\I don't know how to repay you.\Goodness! response:	You kissed him? You really kissed him?
context: You must think\the troublesome Bai Feng Jiu of Qing Qiu has already left.\You must think I am one who doesn't know how to repay a kindness.\It's not that I don't want to.\But...\I don't know how to repay you.\Goodness!\You kissed him? You really kissed him? response:	He gave no response?
context: the troublesome Bai Feng Jiu of Qing Qiu has already left.\You must think I am one who doesn't know how to repay a kindness.\It's not that I don't want to.\But...\I don't know how to repay you.\Goodness!\You kissed him? You really kissed him?\He gave no response? response:	Was he pretending to be asleep?
context: You must think I am one who doesn't know how to repay a kindness.\It's not that I don't want to.\But...\I don't know how to repay you.\Goodness!\You kissed him? You really kissed him?\He gave no response?\Was he pretending to be asleep? response:	No.
context: It's not that I don't want to.\But...\I don't know how to repay you.\Goodness!\You kissed him? You really kissed him?\He gave no response?\Was he pretending to be asleep?\No. response:	Dijun drank a lot of wine
context: But...\I don't know how to repay you.\Goodness!\You kissed him? You really kissed him?\He gave no response?\Was he pretending to be asleep?\No.\Dijun drank a lot of wine response:	and was in deep sleep.
context: I don't know how to repay you.\Goodness!\You kissed him? You really kissed him?\He gave no response?\Was he pretending to be asleep?\No.\Dijun drank a lot of wine\and was in deep sleep. response:	I don't believe it.
context: Goodness!\You kissed him? You really kissed him?\He gave no response?\Was he pretending to be asleep?\No.\Dijun drank a lot of wine\and was in deep sleep.\I don't believe it. response:	Dong Hua Dijun used to lead soldiers and kill enemies.
context: You kissed him? You really kissed him?\He gave no response?\Was he pretending to be asleep?\No.\Dijun drank a lot of wine\and was in deep sleep.\I don't believe it.\Dong Hua Dijun used to lead soldiers and kill enemies. response:	How could he let his guard down and be kissed by someone without knowing?
context: He gave no response?\Was he pretending to be asleep?\No.\Dijun drank a lot of wine\and was in deep sleep.\I don't believe it.\Dong Hua Dijun used to lead soldiers and kill enemies.\How could he let his guard down and be kissed by someone without knowing? response:	In my opinion, he has also developed feelings for you
context: Was he pretending to be asleep?\No.\Dijun drank a lot of wine\and was in deep sleep.\I don't believe it.\Dong Hua Dijun used to lead soldiers and kill enemies.\How could he let his guard down and be kissed by someone without knowing?\In my opinion, he has also developed feelings for you response:	and wanted it to happen.
context: No.\Dijun drank a lot of wine\and was in deep sleep.\I don't believe it.\Dong Hua Dijun used to lead soldiers and kill enemies.\How could he let his guard down and be kissed by someone without knowing?\In my opinion, he has also developed feelings for you\and wanted it to happen. response:	Don't be ridiculous.
context: Dijun drank a lot of wine\and was in deep sleep.\I don't believe it.\Dong Hua Dijun used to lead soldiers and kill enemies.\How could he let his guard down and be kissed by someone without knowing?\In my opinion, he has also developed feelings for you\and wanted it to happen.\Don't be ridiculous. response:	Was Dijun pretending to be drunk, or...
context: and was in deep sleep.\I don't believe it.\Dong Hua Dijun used to lead soldiers and kill enemies.\How could he let his guard down and be kissed by someone without knowing?\In my opinion, he has also developed feelings for you\and wanted it to happen.\Don't be ridiculous.\Was Dijun pretending to be drunk, or... response:	You have been with Jia Yun assisting His Highness for the past few months.
context: I don't believe it.\Dong Hua Dijun used to lead soldiers and kill enemies.\How could he let his guard down and be kissed by someone without knowing?\In my opinion, he has also developed feelings for you\and wanted it to happen.\Don't be ridiculous.\Was Dijun pretending to be drunk, or...\You have been with Jia Yun assisting His Highness for the past few months. response:	That puts me at ease.
context: Dong Hua Dijun used to lead soldiers and kill enemies.\How could he let his guard down and be kissed by someone without knowing?\In my opinion, he has also developed feelings for you\and wanted it to happen.\Don't be ridiculous.\Was Dijun pretending to be drunk, or...\You have been with Jia Yun assisting His Highness for the past few months.\That puts me at ease. response:	By the way, are you returning today?
context: How could he let his guard down and be kissed by someone without knowing?\In my opinion, he has also developed feelings for you\and wanted it to happen.\Don't be ridiculous.\Was Dijun pretending to be drunk, or...\You have been with Jia Yun assisting His Highness for the past few months.\That puts me at ease.\By the way, are you returning today? response:	Your Highness, the war is at a critical point. I must return now.
context: In my opinion, he has also developed feelings for you\and wanted it to happen.\Don't be ridiculous.\Was Dijun pretending to be drunk, or...\You have been with Jia Yun assisting His Highness for the past few months.\That puts me at ease.\By the way, are you returning today?\Your Highness, the war is at a critical point. I must return now. response:	Didn't you just return from seeing the Heavenly Lord?
context: and wanted it to happen.\Don't be ridiculous.\Was Dijun pretending to be drunk, or...\You have been with Jia Yun assisting His Highness for the past few months.\That puts me at ease.\By the way, are you returning today?\Your Highness, the war is at a critical point. I must return now.\Didn't you just return from seeing the Heavenly Lord? response:	You are leaving so quickly?
context: Don't be ridiculous.\Was Dijun pretending to be drunk, or...\You have been with Jia Yun assisting His Highness for the past few months.\That puts me at ease.\By the way, are you returning today?\Your Highness, the war is at a critical point. I must return now.\Didn't you just return from seeing the Heavenly Lord?\You are leaving so quickly? response:	Does His Highness have a letter for the mortal in the Hall of Beautiful Youth?
context: Was Dijun pretending to be drunk, or...\You have been with Jia Yun assisting His Highness for the past few months.\That puts me at ease.\By the way, are you returning today?\Your Highness, the war is at a critical point. I must return now.\Didn't you just return from seeing the Heavenly Lord?\You are leaving so quickly?\Does His Highness have a letter for the mortal in the Hall of Beautiful Youth? response:	Your Highness, there is no letter for the Hall of Beautiful Youth.
context: You have been with Jia Yun assisting His Highness for the past few months.\That puts me at ease.\By the way, are you returning today?\Your Highness, the war is at a critical point. I must return now.\Didn't you just return from seeing the Heavenly Lord?\You are leaving so quickly?\Does His Highness have a letter for the mortal in the Hall of Beautiful Youth?\Your Highness, there is no letter for the Hall of Beautiful Youth. response:	All right, I understand.
context: That puts me at ease.\By the way, are you returning today?\Your Highness, the war is at a critical point. I must return now.\Didn't you just return from seeing the Heavenly Lord?\You are leaving so quickly?\Does His Highness have a letter for the mortal in the Hall of Beautiful Youth?\Your Highness, there is no letter for the Hall of Beautiful Youth.\All right, I understand. response:	Your Highness, when I was on Deity Mountain in the lower realm
context: By the way, are you returning today?\Your Highness, the war is at a critical point. I must return now.\Didn't you just return from seeing the Heavenly Lord?\You are leaving so quickly?\Does His Highness have a letter for the mortal in the Hall of Beautiful Youth?\Your Highness, there is no letter for the Hall of Beautiful Youth.\All right, I understand.\Your Highness, when I was on Deity Mountain in the lower realm response:	I saw mortals hanging lanterns on the 15th day of the first month.
context: Your Highness, the war is at a critical point. I must return now.\Didn't you just return from seeing the Heavenly Lord?\You are leaving so quickly?\Does His Highness have a letter for the mortal in the Hall of Beautiful Youth?\Your Highness, there is no letter for the Hall of Beautiful Youth.\All right, I understand.\Your Highness, when I was on Deity Mountain in the lower realm\I saw mortals hanging lanterns on the 15th day of the first month. response:	I learned to make a few. Why don't we hang them up later?
context: Didn't you just return from seeing the Heavenly Lord?\You are leaving so quickly?\Does His Highness have a letter for the mortal in the Hall of Beautiful Youth?\Your Highness, there is no letter for the Hall of Beautiful Youth.\All right, I understand.\Your Highness, when I was on Deity Mountain in the lower realm\I saw mortals hanging lanterns on the 15th day of the first month.\I learned to make a few. Why don't we hang them up later? response:	Nai Nai.
context: You are leaving so quickly?\Does His Highness have a letter for the mortal in the Hall of Beautiful Youth?\Your Highness, there is no letter for the Hall of Beautiful Youth.\All right, I understand.\Your Highness, when I was on Deity Mountain in the lower realm\I saw mortals hanging lanterns on the 15th day of the first month.\I learned to make a few. Why don't we hang them up later?\Nai Nai. response:	Has the Crown Prince delivered any letters here?
context: Does His Highness have a letter for the mortal in the Hall of Beautiful Youth?\Your Highness, there is no letter for the Hall of Beautiful Youth.\All right, I understand.\Your Highness, when I was on Deity Mountain in the lower realm\I saw mortals hanging lanterns on the 15th day of the first month.\I learned to make a few. Why don't we hang them up later?\Nai Nai.\Has the Crown Prince delivered any letters here? response:	No.
context: Your Highness, there is no letter for the Hall of Beautiful Youth.\All right, I understand.\Your Highness, when I was on Deity Mountain in the lower realm\I saw mortals hanging lanterns on the 15th day of the first month.\I learned to make a few. Why don't we hang them up later?\Nai Nai.\Has the Crown Prince delivered any letters here?\No. response:	I asked the maids of Zichen Hall this afternoon.
context: All right, I understand.\Your Highness, when I was on Deity Mountain in the lower realm\I saw mortals hanging lanterns on the 15th day of the first month.\I learned to make a few. Why don't we hang them up later?\Nai Nai.\Has the Crown Prince delivered any letters here?\No.\I asked the maids of Zichen Hall this afternoon. response:	They said the situation in the Far North is critical.
context: Your Highness, when I was on Deity Mountain in the lower realm\I saw mortals hanging lanterns on the 15th day of the first month.\I learned to make a few. Why don't we hang them up later?\Nai Nai.\Has the Crown Prince delivered any letters here?\No.\I asked the maids of Zichen Hall this afternoon.\They said the situation in the Far North is critical. response:	His Highness probably could not attend to it.
context: I saw mortals hanging lanterns on the 15th day of the first month.\I learned to make a few. Why don't we hang them up later?\Nai Nai.\Has the Crown Prince delivered any letters here?\No.\I asked the maids of Zichen Hall this afternoon.\They said the situation in the Far North is critical.\His Highness probably could not attend to it. response:	Do not think too much of it.
context: I learned to make a few. Why don't we hang them up later?\Nai Nai.\Has the Crown Prince delivered any letters here?\No.\I asked the maids of Zichen Hall this afternoon.\They said the situation in the Far North is critical.\His Highness probably could not attend to it.\Do not think too much of it. response:	Now that a few months have passed, you finally stopped crying.
context: Nai Nai.\Has the Crown Prince delivered any letters here?\No.\I asked the maids of Zichen Hall this afternoon.\They said the situation in the Far North is critical.\His Highness probably could not attend to it.\Do not think too much of it.\Now that a few months have passed, you finally stopped crying. response:	I'll go bring you some delicious food.
context: Has the Crown Prince delivered any letters here?\No.\I asked the maids of Zichen Hall this afternoon.\They said the situation in the Far North is critical.\His Highness probably could not attend to it.\Do not think too much of it.\Now that a few months have passed, you finally stopped crying.\I'll go bring you some delicious food. response:	Little fox, you're here again?
context: No.\I asked the maids of Zichen Hall this afternoon.\They said the situation in the Far North is critical.\His Highness probably could not attend to it.\Do not think too much of it.\Now that a few months have passed, you finally stopped crying.\I'll go bring you some delicious food.\Little fox, you're here again? response:	If it weren't for the fact that you bear such a resemblance to my aunt
context: I asked the maids of Zichen Hall this afternoon.\They said the situation in the Far North is critical.\His Highness probably could not attend to it.\Do not think too much of it.\Now that a few months have passed, you finally stopped crying.\I'll go bring you some delicious food.\Little fox, you're here again?\If it weren't for the fact that you bear such a resemblance to my aunt response:	I wouldn't spend time with you.
context: They said the situation in the Far North is critical.\His Highness probably could not attend to it.\Do not think too much of it.\Now that a few months have passed, you finally stopped crying.\I'll go bring you some delicious food.\Little fox, you're here again?\If it weren't for the fact that you bear such a resemblance to my aunt\I wouldn't spend time with you. response:	Little fox, I've finally figured it out in the past few months.
context: His Highness probably could not attend to it.\Do not think too much of it.\Now that a few months have passed, you finally stopped crying.\I'll go bring you some delicious food.\Little fox, you're here again?\If it weren't for the fact that you bear such a resemblance to my aunt\I wouldn't spend time with you.\Little fox, I've finally figured it out in the past few months. response:	Don't you think it's strange?
context: Do not think too much of it.\Now that a few months have passed, you finally stopped crying.\I'll go bring you some delicious food.\Little fox, you're here again?\If it weren't for the fact that you bear such a resemblance to my aunt\I wouldn't spend time with you.\Little fox, I've finally figured it out in the past few months.\Don't you think it's strange? response:	What did you figure out?
context: Now that a few months have passed, you finally stopped crying.\I'll go bring you some delicious food.\Little fox, you're here again?\If it weren't for the fact that you bear such a resemblance to my aunt\I wouldn't spend time with you.\Little fox, I've finally figured it out in the past few months.\Don't you think it's strange?\What did you figure out? response:	Although Ye Hua does not speak much and does not like to smile much
context: I'll go bring you some delicious food.\Little fox, you're here again?\If it weren't for the fact that you bear such a resemblance to my aunt\I wouldn't spend time with you.\Little fox, I've finally figured it out in the past few months.\Don't you think it's strange?\What did you figure out?\Although Ye Hua does not speak much and does not like to smile much response:	if he kept me company in a place like Mount Junji
context: Little fox, you're here again?\If it weren't for the fact that you bear such a resemblance to my aunt\I wouldn't spend time with you.\Little fox, I've finally figured it out in the past few months.\Don't you think it's strange?\What did you figure out?\Although Ye Hua does not speak much and does not like to smile much\if he kept me company in a place like Mount Junji response:	then that means he does like me a little bit.
context: If it weren't for the fact that you bear such a resemblance to my aunt\I wouldn't spend time with you.\Little fox, I've finally figured it out in the past few months.\Don't you think it's strange?\What did you figure out?\Although Ye Hua does not speak much and does not like to smile much\if he kept me company in a place like Mount Junji\then that means he does like me a little bit. response:	As long as he likes me a little bit
context: I wouldn't spend time with you.\Little fox, I've finally figured it out in the past few months.\Don't you think it's strange?\What did you figure out?\Although Ye Hua does not speak much and does not like to smile much\if he kept me company in a place like Mount Junji\then that means he does like me a little bit.\As long as he likes me a little bit response:	I am willing to continue staying by his side.
context: Little fox, I've finally figured it out in the past few months.\Don't you think it's strange?\What did you figure out?\Although Ye Hua does not speak much and does not like to smile much\if he kept me company in a place like Mount Junji\then that means he does like me a little bit.\As long as he likes me a little bit\I am willing to continue staying by his side. response:	What is good about the Crown Prince?
context: Don't you think it's strange?\What did you figure out?\Although Ye Hua does not speak much and does not like to smile much\if he kept me company in a place like Mount Junji\then that means he does like me a little bit.\As long as he likes me a little bit\I am willing to continue staying by his side.\What is good about the Crown Prince? response:	He's attracted to Consort Su Jin and got you pregnant.
context: What did you figure out?\Although Ye Hua does not speak much and does not like to smile much\if he kept me company in a place like Mount Junji\then that means he does like me a little bit.\As long as he likes me a little bit\I am willing to continue staying by his side.\What is good about the Crown Prince?\He's attracted to Consort Su Jin and got you pregnant. response:	He even has to marry my aunt.
context: Although Ye Hua does not speak much and does not like to smile much\if he kept me company in a place like Mount Junji\then that means he does like me a little bit.\As long as he likes me a little bit\I am willing to continue staying by his side.\What is good about the Crown Prince?\He's attracted to Consort Su Jin and got you pregnant.\He even has to marry my aunt. response:	Won't three women be so much trouble?
context: if he kept me company in a place like Mount Junji\then that means he does like me a little bit.\As long as he likes me a little bit\I am willing to continue staying by his side.\What is good about the Crown Prince?\He's attracted to Consort Su Jin and got you pregnant.\He even has to marry my aunt.\Won't three women be so much trouble? response:	No matter what, I am the one he married.
context: then that means he does like me a little bit.\As long as he likes me a little bit\I am willing to continue staying by his side.\What is good about the Crown Prince?\He's attracted to Consort Su Jin and got you pregnant.\He even has to marry my aunt.\Won't three women be so much trouble?\No matter what, I am the one he married. response:	We made an oath in front of the Lakes of the Far East.
context: As long as he likes me a little bit\I am willing to continue staying by his side.\What is good about the Crown Prince?\He's attracted to Consort Su Jin and got you pregnant.\He even has to marry my aunt.\Won't three women be so much trouble?\No matter what, I am the one he married.\We made an oath in front of the Lakes of the Far East. response:	I am his wife.
context: I am willing to continue staying by his side.\What is good about the Crown Prince?\He's attracted to Consort Su Jin and got you pregnant.\He even has to marry my aunt.\Won't three women be so much trouble?\No matter what, I am the one he married.\We made an oath in front of the Lakes of the Far East.\I am his wife. response:	I am also carrying his child now.
context: What is good about the Crown Prince?\He's attracted to Consort Su Jin and got you pregnant.\He even has to marry my aunt.\Won't three women be so much trouble?\No matter what, I am the one he married.\We made an oath in front of the Lakes of the Far East.\I am his wife.\I am also carrying his child now. response:	I love him so much.
context: He's attracted to Consort Su Jin and got you pregnant.\He even has to marry my aunt.\Won't three women be so much trouble?\No matter what, I am the one he married.\We made an oath in front of the Lakes of the Far East.\I am his wife.\I am also carrying his child now.\I love him so much. response:	I believe I will one day be able to move his heart
context: He even has to marry my aunt.\Won't three women be so much trouble?\No matter what, I am the one he married.\We made an oath in front of the Lakes of the Far East.\I am his wife.\I am also carrying his child now.\I love him so much.\I believe I will one day be able to move his heart response:	and make him fall in love with me too.
context: Won't three women be so much trouble?\No matter what, I am the one he married.\We made an oath in front of the Lakes of the Far East.\I am his wife.\I am also carrying his child now.\I love him so much.\I believe I will one day be able to move his heart\and make him fall in love with me too. response:	You are a fox in Heaven. You must know how to practice cultivation.
context: No matter what, I am the one he married.\We made an oath in front of the Lakes of the Far East.\I am his wife.\I am also carrying his child now.\I love him so much.\I believe I will one day be able to move his heart\and make him fall in love with me too.\You are a fox in Heaven. You must know how to practice cultivation. response:	If I could cultivate my path from a mortal into an immortal
context: We made an oath in front of the Lakes of the Far East.\I am his wife.\I am also carrying his child now.\I love him so much.\I believe I will one day be able to move his heart\and make him fall in love with me too.\You are a fox in Heaven. You must know how to practice cultivation.\If I could cultivate my path from a mortal into an immortal response:	would he treat me better?
context: I am his wife.\I am also carrying his child now.\I love him so much.\I believe I will one day be able to move his heart\and make him fall in love with me too.\You are a fox in Heaven. You must know how to practice cultivation.\If I could cultivate my path from a mortal into an immortal\would he treat me better? response:	I am not sure about that.
context: I am also carrying his child now.\I love him so much.\I believe I will one day be able to move his heart\and make him fall in love with me too.\You are a fox in Heaven. You must know how to practice cultivation.\If I could cultivate my path from a mortal into an immortal\would he treat me better?\I am not sure about that. response:	When I get the chance, I'll ask Si Ming and Cheng Yu.
context: I love him so much.\I believe I will one day be able to move his heart\and make him fall in love with me too.\You are a fox in Heaven. You must know how to practice cultivation.\If I could cultivate my path from a mortal into an immortal\would he treat me better?\I am not sure about that.\When I get the chance, I'll ask Si Ming and Cheng Yu. response:	You two still haven't told me how to become an immortal.
context: I believe I will one day be able to move his heart\and make him fall in love with me too.\You are a fox in Heaven. You must know how to practice cultivation.\If I could cultivate my path from a mortal into an immortal\would he treat me better?\I am not sure about that.\When I get the chance, I'll ask Si Ming and Cheng Yu.\You two still haven't told me how to become an immortal. response:	Become immortal?
context: and make him fall in love with me too.\You are a fox in Heaven. You must know how to practice cultivation.\If I could cultivate my path from a mortal into an immortal\would he treat me better?\I am not sure about that.\When I get the chance, I'll ask Si Ming and Cheng Yu.\You two still haven't told me how to become an immortal.\Become immortal? response:	Becoming immortal is a long journey.
context: You are a fox in Heaven. You must know how to practice cultivation.\If I could cultivate my path from a mortal into an immortal\would he treat me better?\I am not sure about that.\When I get the chance, I'll ask Si Ming and Cheng Yu.\You two still haven't told me how to become an immortal.\Become immortal?\Becoming immortal is a long journey. response:	Very long.
context: If I could cultivate my path from a mortal into an immortal\would he treat me better?\I am not sure about that.\When I get the chance, I'll ask Si Ming and Cheng Yu.\You two still haven't told me how to become an immortal.\Become immortal?\Becoming immortal is a long journey.\Very long. response:	What are you two doing in my study?
context: would he treat me better?\I am not sure about that.\When I get the chance, I'll ask Si Ming and Cheng Yu.\You two still haven't told me how to become an immortal.\Become immortal?\Becoming immortal is a long journey.\Very long.\What are you two doing in my study? response:	We were playing with the fox. It's so cute.
context: I am not sure about that.\When I get the chance, I'll ask Si Ming and Cheng Yu.\You two still haven't told me how to become an immortal.\Become immortal?\Becoming immortal is a long journey.\Very long.\What are you two doing in my study?\We were playing with the fox. It's so cute. response:	I've suddenly remembered something I have to do.
context: When I get the chance, I'll ask Si Ming and Cheng Yu.\You two still haven't told me how to become an immortal.\Become immortal?\Becoming immortal is a long journey.\Very long.\What are you two doing in my study?\We were playing with the fox. It's so cute.\I've suddenly remembered something I have to do. response:	Dijun, farewell.
context: You two still haven't told me how to become an immortal.\Become immortal?\Becoming immortal is a long journey.\Very long.\What are you two doing in my study?\We were playing with the fox. It's so cute.\I've suddenly remembered something I have to do.\Dijun, farewell. response:	It seems you quite like this little fox.
context: Become immortal?\Becoming immortal is a long journey.\Very long.\What are you two doing in my study?\We were playing with the fox. It's so cute.\I've suddenly remembered something I have to do.\Dijun, farewell.\It seems you quite like this little fox. response:	Do you want to take it?
context: Becoming immortal is a long journey.\Very long.\What are you two doing in my study?\We were playing with the fox. It's so cute.\I've suddenly remembered something I have to do.\Dijun, farewell.\It seems you quite like this little fox.\Do you want to take it? response:	No, no.
context: Very long.\What are you two doing in my study?\We were playing with the fox. It's so cute.\I've suddenly remembered something I have to do.\Dijun, farewell.\It seems you quite like this little fox.\Do you want to take it?\No, no. response:	I've always been afraid of things that have claws.
context: What are you two doing in my study?\We were playing with the fox. It's so cute.\I've suddenly remembered something I have to do.\Dijun, farewell.\It seems you quite like this little fox.\Do you want to take it?\No, no.\I've always been afraid of things that have claws. response:	Farewell.
context: We were playing with the fox. It's so cute.\I've suddenly remembered something I have to do.\Dijun, farewell.\It seems you quite like this little fox.\Do you want to take it?\No, no.\I've always been afraid of things that have claws.\Farewell. response:	Just now, Si Ming was talking about becoming immortal.
context: I've suddenly remembered something I have to do.\Dijun, farewell.\It seems you quite like this little fox.\Do you want to take it?\No, no.\I've always been afraid of things that have claws.\Farewell.\Just now, Si Ming was talking about becoming immortal. response:	Dijun, don't misunderstand!
context: Dijun, farewell.\It seems you quite like this little fox.\Do you want to take it?\No, no.\I've always been afraid of things that have claws.\Farewell.\Just now, Si Ming was talking about becoming immortal.\Dijun, don't misunderstand! response:	I am just a little fox.
context: It seems you quite like this little fox.\Do you want to take it?\No, no.\I've always been afraid of things that have claws.\Farewell.\Just now, Si Ming was talking about becoming immortal.\Dijun, don't misunderstand!\I am just a little fox. response:	I just want to stay by your side every day, for all of my lifetimes.
context: Do you want to take it?\No, no.\I've always been afraid of things that have claws.\Farewell.\Just now, Si Ming was talking about becoming immortal.\Dijun, don't misunderstand!\I am just a little fox.\I just want to stay by your side every day, for all of my lifetimes. response:	For an immortal, there are no lifetimes.
context: No, no.\I've always been afraid of things that have claws.\Farewell.\Just now, Si Ming was talking about becoming immortal.\Dijun, don't misunderstand!\I am just a little fox.\I just want to stay by your side every day, for all of my lifetimes.\For an immortal, there are no lifetimes. response:	This life...
context: I've always been afraid of things that have claws.\Farewell.\Just now, Si Ming was talking about becoming immortal.\Dijun, don't misunderstand!\I am just a little fox.\I just want to stay by your side every day, for all of my lifetimes.\For an immortal, there are no lifetimes.\This life... response:	is already long enough.
context: Farewell.\Just now, Si Ming was talking about becoming immortal.\Dijun, don't misunderstand!\I am just a little fox.\I just want to stay by your side every day, for all of my lifetimes.\For an immortal, there are no lifetimes.\This life...\is already long enough. response:	Di... Dijun doesn't know how to read minds, does he?
context: Just now, Si Ming was talking about becoming immortal.\Dijun, don't misunderstand!\I am just a little fox.\I just want to stay by your side every day, for all of my lifetimes.\For an immortal, there are no lifetimes.\This life...\is already long enough.\Di... Dijun doesn't know how to read minds, does he? response:	The Fourth Prince of Qing Qiu does indeed keep his word.
context: Dijun, don't misunderstand!\I am just a little fox.\I just want to stay by your side every day, for all of my lifetimes.\For an immortal, there are no lifetimes.\This life...\is already long enough.\Di... Dijun doesn't know how to read minds, does he?\The Fourth Prince of Qing Qiu does indeed keep his word. response:	The Qing Qiu Fox Clan has safeguarded the five lands for generations.
context: I am just a little fox.\I just want to stay by your side every day, for all of my lifetimes.\For an immortal, there are no lifetimes.\This life...\is already long enough.\Di... Dijun doesn't know how to read minds, does he?\The Fourth Prince of Qing Qiu does indeed keep his word.\The Qing Qiu Fox Clan has safeguarded the five lands for generations. response:	As expected, only they could deliver such a map.
context: I just want to stay by your side every day, for all of my lifetimes.\For an immortal, there are no lifetimes.\This life...\is already long enough.\Di... Dijun doesn't know how to read minds, does he?\The Fourth Prince of Qing Qiu does indeed keep his word.\The Qing Qiu Fox Clan has safeguarded the five lands for generations.\As expected, only they could deliver such a map. response:	My lord says
context: For an immortal, there are no lifetimes.\This life...\is already long enough.\Di... Dijun doesn't know how to read minds, does he?\The Fourth Prince of Qing Qiu does indeed keep his word.\The Qing Qiu Fox Clan has safeguarded the five lands for generations.\As expected, only they could deliver such a map.\My lord says response:	the Nine-tailed Fox Clan is not skilled at fighting and does not keep an army.
context: This life...\is already long enough.\Di... Dijun doesn't know how to read minds, does he?\The Fourth Prince of Qing Qiu does indeed keep his word.\The Qing Qiu Fox Clan has safeguarded the five lands for generations.\As expected, only they could deliver such a map.\My lord says\the Nine-tailed Fox Clan is not skilled at fighting and does not keep an army. response:	This is as much as he can help Your Highness.
context: is already long enough.\Di... Dijun doesn't know how to read minds, does he?\The Fourth Prince of Qing Qiu does indeed keep his word.\The Qing Qiu Fox Clan has safeguarded the five lands for generations.\As expected, only they could deliver such a map.\My lord says\the Nine-tailed Fox Clan is not skilled at fighting and does not keep an army.\This is as much as he can help Your Highness. response:	Help me thank your lord.
context: Di... Dijun doesn't know how to read minds, does he?\The Fourth Prince of Qing Qiu does indeed keep his word.\The Qing Qiu Fox Clan has safeguarded the five lands for generations.\As expected, only they could deliver such a map.\My lord says\the Nine-tailed Fox Clan is not skilled at fighting and does not keep an army.\This is as much as he can help Your Highness.\Help me thank your lord. response:	His Highness has also said this map is yours to keep, Crown Prince.
context: The Fourth Prince of Qing Qiu does indeed keep his word.\The Qing Qiu Fox Clan has safeguarded the five lands for generations.\As expected, only they could deliver such a map.\My lord says\the Nine-tailed Fox Clan is not skilled at fighting and does not keep an army.\This is as much as he can help Your Highness.\Help me thank your lord.\His Highness has also said this map is yours to keep, Crown Prince. response:	If our Qing Qiu princess suffers wrongs in the Celestial Tribe in the future
context: The Qing Qiu Fox Clan has safeguarded the five lands for generations.\As expected, only they could deliver such a map.\My lord says\the Nine-tailed Fox Clan is not skilled at fighting and does not keep an army.\This is as much as he can help Your Highness.\Help me thank your lord.\His Highness has also said this map is yours to keep, Crown Prince.\If our Qing Qiu princess suffers wrongs in the Celestial Tribe in the future response:	he will personally come to reason with you.
context: As expected, only they could deliver such a map.\My lord says\the Nine-tailed Fox Clan is not skilled at fighting and does not keep an army.\This is as much as he can help Your Highness.\Help me thank your lord.\His Highness has also said this map is yours to keep, Crown Prince.\If our Qing Qiu princess suffers wrongs in the Celestial Tribe in the future\he will personally come to reason with you. response:	The Qing Qiu Fox Clan sure is frank and straightforward.
