context: I'm Sarashina Ruka, and I'll be joining you as of today. response:	S-Seriously?
context: But man, I'm glad you're a stinky virgin like me.\I knew it was weird that a lameass like you landed a girl like her.\You're going there, dude?\Y'know, when you showed up with Ruka-chan in tow,\I nearly lost all faith in humanity's taste!\Y-You're one to talk!\Just so you know, Ruka-chan's younger!\Shut yer trap, pedo! response:	Mizuhara's got bigger boobs!
context: I knew it was weird that a lameass like you landed a girl like her.\You're going there, dude?\Y'know, when you showed up with Ruka-chan in tow,\I nearly lost all faith in humanity's taste!\Y-You're one to talk!\Just so you know, Ruka-chan's younger!\Shut yer trap, pedo!\Mizuhara's got bigger boobs! response:	Excuse me?! Did you not see the legs on her, you uncultured tiddy freak?!
context: You're going there, dude?\Y'know, when you showed up with Ruka-chan in tow,\I nearly lost all faith in humanity's taste!\Y-You're one to talk!\Just so you know, Ruka-chan's younger!\Shut yer trap, pedo!\Mizuhara's got bigger boobs!\Excuse me?! Did you not see the legs on her, you uncultured tiddy freak?! response:	Mizuhara's got a sweet pair of legs herself!
context: Y'know, when you showed up with Ruka-chan in tow,\I nearly lost all faith in humanity's taste!\Y-You're one to talk!\Just so you know, Ruka-chan's younger!\Shut yer trap, pedo!\Mizuhara's got bigger boobs!\Excuse me?! Did you not see the legs on her, you uncultured tiddy freak?!\Mizuhara's got a sweet pair of legs herself! response:	Anyway, Chizuru-san's amazing.
context: I nearly lost all faith in humanity's taste!\Y-You're one to talk!\Just so you know, Ruka-chan's younger!\Shut yer trap, pedo!\Mizuhara's got bigger boobs!\Excuse me?! Did you not see the legs on her, you uncultured tiddy freak?!\Mizuhara's got a sweet pair of legs herself!\Anyway, Chizuru-san's amazing. response:	I get what today was all about now.
context: Y-You're one to talk!\Just so you know, Ruka-chan's younger!\Shut yer trap, pedo!\Mizuhara's got bigger boobs!\Excuse me?! Did you not see the legs on her, you uncultured tiddy freak?!\Mizuhara's got a sweet pair of legs herself!\Anyway, Chizuru-san's amazing.\I get what today was all about now. response:	She must've been freaking out, too,
context: Just so you know, Ruka-chan's younger!\Shut yer trap, pedo!\Mizuhara's got bigger boobs!\Excuse me?! Did you not see the legs on her, you uncultured tiddy freak?!\Mizuhara's got a sweet pair of legs herself!\Anyway, Chizuru-san's amazing.\I get what today was all about now.\She must've been freaking out, too, response:	but she never showed it.
context: Shut yer trap, pedo!\Mizuhara's got bigger boobs!\Excuse me?! Did you not see the legs on her, you uncultured tiddy freak?!\Mizuhara's got a sweet pair of legs herself!\Anyway, Chizuru-san's amazing.\I get what today was all about now.\She must've been freaking out, too,\but she never showed it. response:	No amount of money could make a person do all that.
context: Mizuhara's got bigger boobs!\Excuse me?! Did you not see the legs on her, you uncultured tiddy freak?!\Mizuhara's got a sweet pair of legs herself!\Anyway, Chizuru-san's amazing.\I get what today was all about now.\She must've been freaking out, too,\but she never showed it.\No amount of money could make a person do all that. response:	I forgot all about the embarrassment a rental girlfriend caused me and just had fun.
context: Excuse me?! Did you not see the legs on her, you uncultured tiddy freak?!\Mizuhara's got a sweet pair of legs herself!\Anyway, Chizuru-san's amazing.\I get what today was all about now.\She must've been freaking out, too,\but she never showed it.\No amount of money could make a person do all that.\I forgot all about the embarrassment a rental girlfriend caused me and just had fun. response:	Kuri...
context: Mizuhara's got a sweet pair of legs herself!\Anyway, Chizuru-san's amazing.\I get what today was all about now.\She must've been freaking out, too,\but she never showed it.\No amount of money could make a person do all that.\I forgot all about the embarrassment a rental girlfriend caused me and just had fun.\Kuri... response:	Oh, Mizuhara's back.
context: Anyway, Chizuru-san's amazing.\I get what today was all about now.\She must've been freaking out, too,\but she never showed it.\No amount of money could make a person do all that.\I forgot all about the embarrassment a rental girlfriend caused me and just had fun.\Kuri...\Oh, Mizuhara's back. response:	Later. I don't want to take up any more of your date time.
context: I get what today was all about now.\She must've been freaking out, too,\but she never showed it.\No amount of money could make a person do all that.\I forgot all about the embarrassment a rental girlfriend caused me and just had fun.\Kuri...\Oh, Mizuhara's back.\Later. I don't want to take up any more of your date time. response:	Wha...
context: She must've been freaking out, too,\but she never showed it.\No amount of money could make a person do all that.\I forgot all about the embarrassment a rental girlfriend caused me and just had fun.\Kuri...\Oh, Mizuhara's back.\Later. I don't want to take up any more of your date time.\Wha... response:	Date? It's just a rental thing!
context: but she never showed it.\No amount of money could make a person do all that.\I forgot all about the embarrassment a rental girlfriend caused me and just had fun.\Kuri...\Oh, Mizuhara's back.\Later. I don't want to take up any more of your date time.\Wha...\Date? It's just a rental thing! response:	And you made the booking!
context: No amount of money could make a person do all that.\I forgot all about the embarrassment a rental girlfriend caused me and just had fun.\Kuri...\Oh, Mizuhara's back.\Later. I don't want to take up any more of your date time.\Wha...\Date? It's just a rental thing!\And you made the booking! response:	Quit being a dork!
context: I forgot all about the embarrassment a rental girlfriend caused me and just had fun.\Kuri...\Oh, Mizuhara's back.\Later. I don't want to take up any more of your date time.\Wha...\Date? It's just a rental thing!\And you made the booking!\Quit being a dork! response:	Did Kazuya-kun leave?
context: Kuri...\Oh, Mizuhara's back.\Later. I don't want to take up any more of your date time.\Wha...\Date? It's just a rental thing!\And you made the booking!\Quit being a dork!\Did Kazuya-kun leave? response:	Oh, y-yeah.
context: Oh, Mizuhara's back.\Later. I don't want to take up any more of your date time.\Wha...\Date? It's just a rental thing!\And you made the booking!\Quit being a dork!\Did Kazuya-kun leave?\Oh, y-yeah. response:	Let's get going, then.
context: Later. I don't want to take up any more of your date time.\Wha...\Date? It's just a rental thing!\And you made the booking!\Quit being a dork!\Did Kazuya-kun leave?\Oh, y-yeah.\Let's get going, then. response:	O-Okay.
context: Wha...\Date? It's just a rental thing!\And you made the booking!\Quit being a dork!\Did Kazuya-kun leave?\Oh, y-yeah.\Let's get going, then.\O-Okay. response:	Oh, so he just showed up to apologize.
context: Date? It's just a rental thing!\And you made the booking!\Quit being a dork!\Did Kazuya-kun leave?\Oh, y-yeah.\Let's get going, then.\O-Okay.\Oh, so he just showed up to apologize. response:	Not like I would've realized if they hadn't told me.
context: And you made the booking!\Quit being a dork!\Did Kazuya-kun leave?\Oh, y-yeah.\Let's get going, then.\O-Okay.\Oh, so he just showed up to apologize.\Not like I would've realized if they hadn't told me. response:	He's such a dork.
context: Quit being a dork!\Did Kazuya-kun leave?\Oh, y-yeah.\Let's get going, then.\O-Okay.\Oh, so he just showed up to apologize.\Not like I would've realized if they hadn't told me.\He's such a dork. response:	Who digs their own grave like that?
context: Did Kazuya-kun leave?\Oh, y-yeah.\Let's get going, then.\O-Okay.\Oh, so he just showed up to apologize.\Not like I would've realized if they hadn't told me.\He's such a dork.\Who digs their own grave like that? response:	But why did Chizuru-san play along?
context: Oh, y-yeah.\Let's get going, then.\O-Okay.\Oh, so he just showed up to apologize.\Not like I would've realized if they hadn't told me.\He's such a dork.\Who digs their own grave like that?\But why did Chizuru-san play along? response:	Chizuru-san.
context: Let's get going, then.\O-Okay.\Oh, so he just showed up to apologize.\Not like I would've realized if they hadn't told me.\He's such a dork.\Who digs their own grave like that?\But why did Chizuru-san play along?\Chizuru-san. response:	Going back to that convo earlier...
context: O-Okay.\Oh, so he just showed up to apologize.\Not like I would've realized if they hadn't told me.\He's such a dork.\Who digs their own grave like that?\But why did Chizuru-san play along?\Chizuru-san.\Going back to that convo earlier... response:	You said all that, but you'd never fall for a client for real, right?
context: Oh, so he just showed up to apologize.\Not like I would've realized if they hadn't told me.\He's such a dork.\Who digs their own grave like that?\But why did Chizuru-san play along?\Chizuru-san.\Going back to that convo earlier...\You said all that, but you'd never fall for a client for real, right? response:	What? Me, go on a date with Kuri-kun?
context: Not like I would've realized if they hadn't told me.\He's such a dork.\Who digs their own grave like that?\But why did Chizuru-san play along?\Chizuru-san.\Going back to that convo earlier...\You said all that, but you'd never fall for a client for real, right?\What? Me, go on a date with Kuri-kun? response:	Why should I?
context: He's such a dork.\Who digs their own grave like that?\But why did Chizuru-san play along?\Chizuru-san.\Going back to that convo earlier...\You said all that, but you'd never fall for a client for real, right?\What? Me, go on a date with Kuri-kun?\Why should I? response:	Besides, do you even realize what that means?
context: Who digs their own grave like that?\But why did Chizuru-san play along?\Chizuru-san.\Going back to that convo earlier...\You said all that, but you'd never fall for a client for real, right?\What? Me, go on a date with Kuri-kun?\Why should I?\Besides, do you even realize what that means? response:	I do.
context: But why did Chizuru-san play along?\Chizuru-san.\Going back to that convo earlier...\You said all that, but you'd never fall for a client for real, right?\What? Me, go on a date with Kuri-kun?\Why should I?\Besides, do you even realize what that means?\I do. response:	But after all he's gone through, I'm sure he'll consider it a shared secret.
context: Chizuru-san.\Going back to that convo earlier...\You said all that, but you'd never fall for a client for real, right?\What? Me, go on a date with Kuri-kun?\Why should I?\Besides, do you even realize what that means?\I do.\But after all he's gone through, I'm sure he'll consider it a shared secret. response:	Of course, you should only do it if you're okay with it.
context: Going back to that convo earlier...\You said all that, but you'd never fall for a client for real, right?\What? Me, go on a date with Kuri-kun?\Why should I?\Besides, do you even realize what that means?\I do.\But after all he's gone through, I'm sure he'll consider it a shared secret.\Of course, you should only do it if you're okay with it. response:	Even then, why go out of our way?
context: You said all that, but you'd never fall for a client for real, right?\What? Me, go on a date with Kuri-kun?\Why should I?\Besides, do you even realize what that means?\I do.\But after all he's gone through, I'm sure he'll consider it a shared secret.\Of course, you should only do it if you're okay with it.\Even then, why go out of our way? response:	He's been down in the dumps since the Ruka-chan thing.
context: What? Me, go on a date with Kuri-kun?\Why should I?\Besides, do you even realize what that means?\I do.\But after all he's gone through, I'm sure he'll consider it a shared secret.\Of course, you should only do it if you're okay with it.\Even then, why go out of our way?\He's been down in the dumps since the Ruka-chan thing. response:	I don't want him to hate women over this. It was all my fault to begin with.
context: Why should I?\Besides, do you even realize what that means?\I do.\But after all he's gone through, I'm sure he'll consider it a shared secret.\Of course, you should only do it if you're okay with it.\Even then, why go out of our way?\He's been down in the dumps since the Ruka-chan thing.\I don't want him to hate women over this. It was all my fault to begin with. response:	I know that going on a date with you would make anyone want a girlfriend.
context: Besides, do you even realize what that means?\I do.\But after all he's gone through, I'm sure he'll consider it a shared secret.\Of course, you should only do it if you're okay with it.\Even then, why go out of our way?\He's been down in the dumps since the Ruka-chan thing.\I don't want him to hate women over this. It was all my fault to begin with.\I know that going on a date with you would make anyone want a girlfriend. response:	Well, I do feel bad about the Ruka-chan thing,
context: I do.\But after all he's gone through, I'm sure he'll consider it a shared secret.\Of course, you should only do it if you're okay with it.\Even then, why go out of our way?\He's been down in the dumps since the Ruka-chan thing.\I don't want him to hate women over this. It was all my fault to begin with.\I know that going on a date with you would make anyone want a girlfriend.\Well, I do feel bad about the Ruka-chan thing, response:	and I have dealt with clients who have trust issues with women.
context: But after all he's gone through, I'm sure he'll consider it a shared secret.\Of course, you should only do it if you're okay with it.\Even then, why go out of our way?\He's been down in the dumps since the Ruka-chan thing.\I don't want him to hate women over this. It was all my fault to begin with.\I know that going on a date with you would make anyone want a girlfriend.\Well, I do feel bad about the Ruka-chan thing,\and I have dealt with clients who have trust issues with women. response:	R-Really?
context: Of course, you should only do it if you're okay with it.\Even then, why go out of our way?\He's been down in the dumps since the Ruka-chan thing.\I don't want him to hate women over this. It was all my fault to begin with.\I know that going on a date with you would make anyone want a girlfriend.\Well, I do feel bad about the Ruka-chan thing,\and I have dealt with clients who have trust issues with women.\R-Really? response:	Fine. I'll do it, but just this once.
context: Even then, why go out of our way?\He's been down in the dumps since the Ruka-chan thing.\I don't want him to hate women over this. It was all my fault to begin with.\I know that going on a date with you would make anyone want a girlfriend.\Well, I do feel bad about the Ruka-chan thing,\and I have dealt with clients who have trust issues with women.\R-Really?\Fine. I'll do it, but just this once. response:	You mean it?
context: He's been down in the dumps since the Ruka-chan thing.\I don't want him to hate women over this. It was all my fault to begin with.\I know that going on a date with you would make anyone want a girlfriend.\Well, I do feel bad about the Ruka-chan thing,\and I have dealt with clients who have trust issues with women.\R-Really?\Fine. I'll do it, but just this once.\You mean it? response:	I don't want this to drag on any longer, though.
context: I don't want him to hate women over this. It was all my fault to begin with.\I know that going on a date with you would make anyone want a girlfriend.\Well, I do feel bad about the Ruka-chan thing,\and I have dealt with clients who have trust issues with women.\R-Really?\Fine. I'll do it, but just this once.\You mean it?\I don't want this to drag on any longer, though. response:	So I'll just do my job like always. Is that okay?
context: I know that going on a date with you would make anyone want a girlfriend.\Well, I do feel bad about the Ruka-chan thing,\and I have dealt with clients who have trust issues with women.\R-Really?\Fine. I'll do it, but just this once.\You mean it?\I don't want this to drag on any longer, though.\So I'll just do my job like always. Is that okay? response:	Yeah, yeah.
context: Well, I do feel bad about the Ruka-chan thing,\and I have dealt with clients who have trust issues with women.\R-Really?\Fine. I'll do it, but just this once.\You mean it?\I don't want this to drag on any longer, though.\So I'll just do my job like always. Is that okay?\Yeah, yeah. response:	Are you sure, though?
context: and I have dealt with clients who have trust issues with women.\R-Really?\Fine. I'll do it, but just this once.\You mean it?\I don't want this to drag on any longer, though.\So I'll just do my job like always. Is that okay?\Yeah, yeah.\Are you sure, though? response:	You'll be the one embarrassing yourself when he learns the truth.
context: R-Really?\Fine. I'll do it, but just this once.\You mean it?\I don't want this to drag on any longer, though.\So I'll just do my job like always. Is that okay?\Yeah, yeah.\Are you sure, though?\You'll be the one embarrassing yourself when he learns the truth. response:	I was gonna tell them someday, anyway.
context: Fine. I'll do it, but just this once.\You mean it?\I don't want this to drag on any longer, though.\So I'll just do my job like always. Is that okay?\Yeah, yeah.\Are you sure, though?\You'll be the one embarrassing yourself when he learns the truth.\I was gonna tell them someday, anyway. response:	I'll just consider this a practice run.
context: You mean it?\I don't want this to drag on any longer, though.\So I'll just do my job like always. Is that okay?\Yeah, yeah.\Are you sure, though?\You'll be the one embarrassing yourself when he learns the truth.\I was gonna tell them someday, anyway.\I'll just consider this a practice run. response:	Mizuhara Chizuru doesn't belong to anyone in particular, right?
context: I don't want this to drag on any longer, though.\So I'll just do my job like always. Is that okay?\Yeah, yeah.\Are you sure, though?\You'll be the one embarrassing yourself when he learns the truth.\I was gonna tell them someday, anyway.\I'll just consider this a practice run.\Mizuhara Chizuru doesn't belong to anyone in particular, right? response:	It just wouldn't be fair to keep such a top-class girl to myself.
context: So I'll just do my job like always. Is that okay?\Yeah, yeah.\Are you sure, though?\You'll be the one embarrassing yourself when he learns the truth.\I was gonna tell them someday, anyway.\I'll just consider this a practice run.\Mizuhara Chizuru doesn't belong to anyone in particular, right?\It just wouldn't be fair to keep such a top-class girl to myself. response:	We wouldn't fall for a client...
context: Yeah, yeah.\Are you sure, though?\You'll be the one embarrassing yourself when he learns the truth.\I was gonna tell them someday, anyway.\I'll just consider this a practice run.\Mizuhara Chizuru doesn't belong to anyone in particular, right?\It just wouldn't be fair to keep such a top-class girl to myself.\We wouldn't fall for a client... response:	I guess?
context: Are you sure, though?\You'll be the one embarrassing yourself when he learns the truth.\I was gonna tell them someday, anyway.\I'll just consider this a practice run.\Mizuhara Chizuru doesn't belong to anyone in particular, right?\It just wouldn't be fair to keep such a top-class girl to myself.\We wouldn't fall for a client...\I guess? response:	Who knows?
context: You'll be the one embarrassing yourself when he learns the truth.\I was gonna tell them someday, anyway.\I'll just consider this a practice run.\Mizuhara Chizuru doesn't belong to anyone in particular, right?\It just wouldn't be fair to keep such a top-class girl to myself.\We wouldn't fall for a client...\I guess?\Who knows? response:	Chizuru-san?
context: I was gonna tell them someday, anyway.\I'll just consider this a practice run.\Mizuhara Chizuru doesn't belong to anyone in particular, right?\It just wouldn't be fair to keep such a top-class girl to myself.\We wouldn't fall for a client...\I guess?\Who knows?\Chizuru-san? response:	Let me walk you to the station.
context: I'll just consider this a practice run.\Mizuhara Chizuru doesn't belong to anyone in particular, right?\It just wouldn't be fair to keep such a top-class girl to myself.\We wouldn't fall for a client...\I guess?\Who knows?\Chizuru-san?\Let me walk you to the station. response:	No, let me.
context: Mizuhara Chizuru doesn't belong to anyone in particular, right?\It just wouldn't be fair to keep such a top-class girl to myself.\We wouldn't fall for a client...\I guess?\Who knows?\Chizuru-san?\Let me walk you to the station.\No, let me. response:	Nah, let me.
context: It just wouldn't be fair to keep such a top-class girl to myself.\We wouldn't fall for a client...\I guess?\Who knows?\Chizuru-san?\Let me walk you to the station.\No, let me.\Nah, let me. response:	No way... No freakin' way, right?
context: We wouldn't fall for a client...\I guess?\Who knows?\Chizuru-san?\Let me walk you to the station.\No, let me.\Nah, let me.\No way... No freakin' way, right? response:	O-Okay.
context: I guess?\Who knows?\Chizuru-san?\Let me walk you to the station.\No, let me.\Nah, let me.\No way... No freakin' way, right?\O-Okay. response:	We're hitting up a breastaurant
context: Who knows?\Chizuru-san?\Let me walk you to the station.\No, let me.\Nah, let me.\No way... No freakin' way, right?\O-Okay.\We're hitting up a breastaurant response:	We're hitting up a breastaurant
context: Chizuru-san?\Let me walk you to the station.\No, let me.\Nah, let me.\No way... No freakin' way, right?\O-Okay.\We're hitting up a breastaurant\We're hitting up a breastaurant response:	He sure bounced back quick!
context: Let me walk you to the station.\No, let me.\Nah, let me.\No way... No freakin' way, right?\O-Okay.\We're hitting up a breastaurant\We're hitting up a breastaurant\He sure bounced back quick! response:	He hasn't learned a thing!
context: No, let me.\Nah, let me.\No way... No freakin' way, right?\O-Okay.\We're hitting up a breastaurant\We're hitting up a breastaurant\He sure bounced back quick!\He hasn't learned a thing! response:	Feed me Mini Cat
context: Nah, let me.\No way... No freakin' way, right?\O-Okay.\We're hitting up a breastaurant\We're hitting up a breastaurant\He sure bounced back quick!\He hasn't learned a thing!\Feed me Mini Cat response:	The power bill doubled? I should ease up on the AC.
context: No way... No freakin' way, right?\O-Okay.\We're hitting up a breastaurant\We're hitting up a breastaurant\He sure bounced back quick!\He hasn't learned a thing!\Feed me Mini Cat\The power bill doubled? I should ease up on the AC. response:	Yummy!!
context: O-Okay.\We're hitting up a breastaurant\We're hitting up a breastaurant\He sure bounced back quick!\He hasn't learned a thing!\Feed me Mini Cat\The power bill doubled? I should ease up on the AC.\Yummy!! response:	Yummy!
context: We're hitting up a breastaurant\We're hitting up a breastaurant\He sure bounced back quick!\He hasn't learned a thing!\Feed me Mini Cat\The power bill doubled? I should ease up on the AC.\Yummy!!\Yummy! response:	9PM
context: We're hitting up a breastaurant\He sure bounced back quick!\He hasn't learned a thing!\Feed me Mini Cat\The power bill doubled? I should ease up on the AC.\Yummy!!\Yummy!\9PM response:	Balcony
context: He sure bounced back quick!\He hasn't learned a thing!\Feed me Mini Cat\The power bill doubled? I should ease up on the AC.\Yummy!!\Yummy!\9PM\Balcony response:	Ichinose
context: He hasn't learned a thing!\Feed me Mini Cat\The power bill doubled? I should ease up on the AC.\Yummy!!\Yummy!\9PM\Balcony\Ichinose response:	9PM
context: Feed me Mini Cat\The power bill doubled? I should ease up on the AC.\Yummy!!\Yummy!\9PM\Balcony\Ichinose\9PM response:	Balcony
context: The power bill doubled? I should ease up on the AC.\Yummy!!\Yummy!\9PM\Balcony\Ichinose\9PM\Balcony response:	Ichinose
context: Yummy!!\Yummy!\9PM\Balcony\Ichinose\9PM\Balcony\Ichinose response:	Okay, my eyes aren't playing tricks on me. This really is a message from her!
context: Yummy!\9PM\Balcony\Ichinose\9PM\Balcony\Ichinose\Okay, my eyes aren't playing tricks on me. This really is a message from her! response:	Mizuhara's reaching out to me!
context: 9PM\Balcony\Ichinose\9PM\Balcony\Ichinose\Okay, my eyes aren't playing tricks on me. This really is a message from her!\Mizuhara's reaching out to me! response:	Who screams like that indoors?
context: Balcony\Ichinose\9PM\Balcony\Ichinose\Okay, my eyes aren't playing tricks on me. This really is a message from her!\Mizuhara's reaching out to me!\Who screams like that indoors? response:	STFU.
context: Ichinose\9PM\Balcony\Ichinose\Okay, my eyes aren't playing tricks on me. This really is a message from her!\Mizuhara's reaching out to me!\Who screams like that indoors?\STFU. response:	Gotta be casual, very casual.
context: 9PM\Balcony\Ichinose\Okay, my eyes aren't playing tricks on me. This really is a message from her!\Mizuhara's reaching out to me!\Who screams like that indoors?\STFU.\Gotta be casual, very casual. response:	Is she really sure about this?
context: Balcony\Ichinose\Okay, my eyes aren't playing tricks on me. This really is a message from her!\Mizuhara's reaching out to me!\Who screams like that indoors?\STFU.\Gotta be casual, very casual.\Is she really sure about this? response:	A balcony rendezvous? Really?
context: Ichinose\Okay, my eyes aren't playing tricks on me. This really is a message from her!\Mizuhara's reaching out to me!\Who screams like that indoors?\STFU.\Gotta be casual, very casual.\Is she really sure about this?\A balcony rendezvous? Really? response:	She was the one who banned all interaction in our private lives!
context: Okay, my eyes aren't playing tricks on me. This really is a message from her!\Mizuhara's reaching out to me!\Who screams like that indoors?\STFU.\Gotta be casual, very casual.\Is she really sure about this?\A balcony rendezvous? Really?\She was the one who banned all interaction in our private lives! response:	But now she's asking to meet?!
context: Mizuhara's reaching out to me!\Who screams like that indoors?\STFU.\Gotta be casual, very casual.\Is she really sure about this?\A balcony rendezvous? Really?\She was the one who banned all interaction in our private lives!\But now she's asking to meet?! response:	Did she have a change of heart?
context: Who screams like that indoors?\STFU.\Gotta be casual, very casual.\Is she really sure about this?\A balcony rendezvous? Really?\She was the one who banned all interaction in our private lives!\But now she's asking to meet?!\Did she have a change of heart? response:	Pant
context: STFU.\Gotta be casual, very casual.\Is she really sure about this?\A balcony rendezvous? Really?\She was the one who banned all interaction in our private lives!\But now she's asking to meet?!\Did she have a change of heart?\Pant response:	Sorry, I just had to see you tonight.
context: Gotta be casual, very casual.\Is she really sure about this?\A balcony rendezvous? Really?\She was the one who banned all interaction in our private lives!\But now she's asking to meet?!\Did she have a change of heart?\Pant\Sorry, I just had to see you tonight. response:	She's not that kinda girl.
context: Is she really sure about this?\A balcony rendezvous? Really?\She was the one who banned all interaction in our private lives!\But now she's asking to meet?!\Did she have a change of heart?\Pant\Sorry, I just had to see you tonight.\She's not that kinda girl. response:	hhhhhhh hhhShe'shhh hhhnothhh hhhthathhh hhhkindahhh hhhgirl.hhh hhhhhhhhh
context: A balcony rendezvous? Really?\She was the one who banned all interaction in our private lives!\But now she's asking to meet?!\Did she have a change of heart?\Pant\Sorry, I just had to see you tonight.\She's not that kinda girl.\hhhhhhh hhhShe'shhh hhhnothhh hhhthathhh hhhkindahhh hhhgirl.hhh hhhhhhhhh response:	Does my apartment stink?!
context: She was the one who banned all interaction in our private lives!\But now she's asking to meet?!\Did she have a change of heart?\Pant\Sorry, I just had to see you tonight.\She's not that kinda girl.\hhhhhhh hhhShe'shhh hhhnothhh hhhthathhh hhhkindahhh hhhgirl.hhh hhhhhhhhh\Does my apartment stink?! response:	Any visible nostril hairs?!
context: But now she's asking to meet?!\Did she have a change of heart?\Pant\Sorry, I just had to see you tonight.\She's not that kinda girl.\hhhhhhh hhhShe'shhh hhhnothhh hhhthathhh hhhkindahhh hhhgirl.hhh hhhhhhhhh\Does my apartment stink?!\Any visible nostril hairs?! response:	Five minutes to go.
context: Did she have a change of heart?\Pant\Sorry, I just had to see you tonight.\She's not that kinda girl.\hhhhhhh hhhShe'shhh hhhnothhh hhhthathhh hhhkindahhh hhhgirl.hhh hhhhhhhhh\Does my apartment stink?!\Any visible nostril hairs?!\Five minutes to go. response:	She might think I'm desperate if I go out there early.
context: Pant\Sorry, I just had to see you tonight.\She's not that kinda girl.\hhhhhhh hhhShe'shhh hhhnothhh hhhthathhh hhhkindahhh hhhgirl.hhh hhhhhhhhh\Does my apartment stink?!\Any visible nostril hairs?!\Five minutes to go.\She might think I'm desperate if I go out there early. response:	STFU and go already.
context: Sorry, I just had to see you tonight.\She's not that kinda girl.\hhhhhhh hhhShe'shhh hhhnothhh hhhthathhh hhhkindahhh hhhgirl.hhh hhhhhhhhh\Does my apartment stink?!\Any visible nostril hairs?!\Five minutes to go.\She might think I'm desperate if I go out there early.\STFU and go already. response:	Screw it. I'll just go.
context: She's not that kinda girl.\hhhhhhh hhhShe'shhh hhhnothhh hhhthathhh hhhkindahhh hhhgirl.hhh hhhhhhhhh\Does my apartment stink?!\Any visible nostril hairs?!\Five minutes to go.\She might think I'm desperate if I go out there early.\STFU and go already.\Screw it. I'll just go. response:	STFU.
context: hhhhhhh hhhShe'shhh hhhnothhh hhhthathhh hhhkindahhh hhhgirl.hhh hhhhhhhhh\Does my apartment stink?!\Any visible nostril hairs?!\Five minutes to go.\She might think I'm desperate if I go out there early.\STFU and go already.\Screw it. I'll just go.\STFU. response:	Actually, is she even gonna be here?
context: Does my apartment stink?!\Any visible nostril hairs?!\Five minutes to go.\She might think I'm desperate if I go out there early.\STFU and go already.\Screw it. I'll just go.\STFU.\Actually, is she even gonna be here? response:	Heya.
context: Any visible nostril hairs?!\Five minutes to go.\She might think I'm desperate if I go out there early.\STFU and go already.\Screw it. I'll just go.\STFU.\Actually, is she even gonna be here?\Heya. response:	H-Hey.
context: Five minutes to go.\She might think I'm desperate if I go out there early.\STFU and go already.\Screw it. I'll just go.\STFU.\Actually, is she even gonna be here?\Heya.\H-Hey. response:	She's here!!
context: She might think I'm desperate if I go out there early.\STFU and go already.\Screw it. I'll just go.\STFU.\Actually, is she even gonna be here?\Heya.\H-Hey.\She's here!! response:	Sorry about this.
context: STFU and go already.\Screw it. I'll just go.\STFU.\Actually, is she even gonna be here?\Heya.\H-Hey.\She's here!!\Sorry about this. response:	No biggie. You need something?
context: Screw it. I'll just go.\STFU.\Actually, is she even gonna be here?\Heya.\H-Hey.\She's here!!\Sorry about this.\No biggie. You need something? response:	She really did want to talk to me!
context: STFU.\Actually, is she even gonna be here?\Heya.\H-Hey.\She's here!!\Sorry about this.\No biggie. You need something?\She really did want to talk to me! response:	I need your help with something.
context: Actually, is she even gonna be here?\Heya.\H-Hey.\She's here!!\Sorry about this.\No biggie. You need something?\She really did want to talk to me!\I need your help with something. response:	My help?
context: Heya.\H-Hey.\She's here!!\Sorry about this.\No biggie. You need something?\She really did want to talk to me!\I need your help with something.\My help? response:	There's this girl I want you to rent.
context: H-Hey.\She's here!!\Sorry about this.\No biggie. You need something?\She really did want to talk to me!\I need your help with something.\My help?\There's this girl I want you to rent. response:	She's a newbie who just started working as a rental girlfriend.
context: She's here!!\Sorry about this.\No biggie. You need something?\She really did want to talk to me!\I need your help with something.\My help?\There's this girl I want you to rent.\She's a newbie who just started working as a rental girlfriend. response:	The thing is, she's really shy.
context: Sorry about this.\No biggie. You need something?\She really did want to talk to me!\I need your help with something.\My help?\There's this girl I want you to rent.\She's a newbie who just started working as a rental girlfriend.\The thing is, she's really shy. response:	So shy that clients are complaining about her.
context: No biggie. You need something?\She really did want to talk to me!\I need your help with something.\My help?\There's this girl I want you to rent.\She's a newbie who just started working as a rental girlfriend.\The thing is, she's really shy.\So shy that clients are complaining about her. response:	A rental girlfriend... who's really shy?
context: She really did want to talk to me!\I need your help with something.\My help?\There's this girl I want you to rent.\She's a newbie who just started working as a rental girlfriend.\The thing is, she's really shy.\So shy that clients are complaining about her.\A rental girlfriend... who's really shy? response:	I figured you'd be a safe bet since I know who you are and how you do things.
context: I need your help with something.\My help?\There's this girl I want you to rent.\She's a newbie who just started working as a rental girlfriend.\The thing is, she's really shy.\So shy that clients are complaining about her.\A rental girlfriend... who's really shy?\I figured you'd be a safe bet since I know who you are and how you do things. response:	Of course, this is for practice, so you don't have to pay a dime.
context: My help?\There's this girl I want you to rent.\She's a newbie who just started working as a rental girlfriend.\The thing is, she's really shy.\So shy that clients are complaining about her.\A rental girlfriend... who's really shy?\I figured you'd be a safe bet since I know who you are and how you do things.\Of course, this is for practice, so you don't have to pay a dime. response:	You up for it?
context: There's this girl I want you to rent.\She's a newbie who just started working as a rental girlfriend.\The thing is, she's really shy.\So shy that clients are complaining about her.\A rental girlfriend... who's really shy?\I figured you'd be a safe bet since I know who you are and how you do things.\Of course, this is for practice, so you don't have to pay a dime.\You up for it? response:	S-Sure.
