context: Guess what, Yukimura! response:	Yes?
context: I'd rather cure it myself than rely on it!\I can't get any work done.\I'm going to get some fresh air.\Usui.\I've got a request for you.\Can you punch me?\If you punch me, I think my anger and hatred towards you will blow my fatigue away.\Also, let me punch you back. response:	That'll make me feel even more energized.
context: I can't get any work done.\I'm going to get some fresh air.\Usui.\I've got a request for you.\Can you punch me?\If you punch me, I think my anger and hatred towards you will blow my fatigue away.\Also, let me punch you back.\That'll make me feel even more energized. response:	You're being more unreasonable than usual, Prez.
context: I'm going to get some fresh air.\Usui.\I've got a request for you.\Can you punch me?\If you punch me, I think my anger and hatred towards you will blow my fatigue away.\Also, let me punch you back.\That'll make me feel even more energized.\You're being more unreasonable than usual, Prez. response:	There's no way I could punch you.
context: Usui.\I've got a request for you.\Can you punch me?\If you punch me, I think my anger and hatred towards you will blow my fatigue away.\Also, let me punch you back.\That'll make me feel even more energized.\You're being more unreasonable than usual, Prez.\There's no way I could punch you. response:	You always box yourself in, you know?
context: I've got a request for you.\Can you punch me?\If you punch me, I think my anger and hatred towards you will blow my fatigue away.\Also, let me punch you back.\That'll make me feel even more energized.\You're being more unreasonable than usual, Prez.\There's no way I could punch you.\You always box yourself in, you know? response:	Even yesterday. You should have waited for me to come.
context: Can you punch me?\If you punch me, I think my anger and hatred towards you will blow my fatigue away.\Also, let me punch you back.\That'll make me feel even more energized.\You're being more unreasonable than usual, Prez.\There's no way I could punch you.\You always box yourself in, you know?\Even yesterday. You should have waited for me to come. response:	Why should I wait for you just to have a talk with Kanou?
context: If you punch me, I think my anger and hatred towards you will blow my fatigue away.\Also, let me punch you back.\That'll make me feel even more energized.\You're being more unreasonable than usual, Prez.\There's no way I could punch you.\You always box yourself in, you know?\Even yesterday. You should have waited for me to come.\Why should I wait for you just to have a talk with Kanou? response:	Hypnosis never works unless the recipient trusts the one doing it.
context: Also, let me punch you back.\That'll make me feel even more energized.\You're being more unreasonable than usual, Prez.\There's no way I could punch you.\You always box yourself in, you know?\Even yesterday. You should have waited for me to come.\Why should I wait for you just to have a talk with Kanou?\Hypnosis never works unless the recipient trusts the one doing it. response:	That's why I'll never be hypnotized.
context: That'll make me feel even more energized.\You're being more unreasonable than usual, Prez.\There's no way I could punch you.\You always box yourself in, you know?\Even yesterday. You should have waited for me to come.\Why should I wait for you just to have a talk with Kanou?\Hypnosis never works unless the recipient trusts the one doing it.\That's why I'll never be hypnotized. response:	But you're...
context: You're being more unreasonable than usual, Prez.\There's no way I could punch you.\You always box yourself in, you know?\Even yesterday. You should have waited for me to come.\Why should I wait for you just to have a talk with Kanou?\Hypnosis never works unless the recipient trusts the one doing it.\That's why I'll never be hypnotized.\But you're... response:	I don't want you to hate me.
context: There's no way I could punch you.\You always box yourself in, you know?\Even yesterday. You should have waited for me to come.\Why should I wait for you just to have a talk with Kanou?\Hypnosis never works unless the recipient trusts the one doing it.\That's why I'll never be hypnotized.\But you're...\I don't want you to hate me. response:	There you go, saying things like that.
context: You always box yourself in, you know?\Even yesterday. You should have waited for me to come.\Why should I wait for you just to have a talk with Kanou?\Hypnosis never works unless the recipient trusts the one doing it.\That's why I'll never be hypnotized.\But you're...\I don't want you to hate me.\There you go, saying things like that. response:	Teasing me again...
context: Even yesterday. You should have waited for me to come.\Why should I wait for you just to have a talk with Kanou?\Hypnosis never works unless the recipient trusts the one doing it.\That's why I'll never be hypnotized.\But you're...\I don't want you to hate me.\There you go, saying things like that.\Teasing me again... response:	You piss me off.
context: Why should I wait for you just to have a talk with Kanou?\Hypnosis never works unless the recipient trusts the one doing it.\That's why I'll never be hypnotized.\But you're...\I don't want you to hate me.\There you go, saying things like that.\Teasing me again...\You piss me off. response:	But, I am a little grateful to you.
context: Hypnosis never works unless the recipient trusts the one doing it.\That's why I'll never be hypnotized.\But you're...\I don't want you to hate me.\There you go, saying things like that.\Teasing me again...\You piss me off.\But, I am a little grateful to you. response:	Will I forget this sort of feeling, too?
context: That's why I'll never be hypnotized.\But you're...\I don't want you to hate me.\There you go, saying things like that.\Teasing me again...\You piss me off.\But, I am a little grateful to you.\Will I forget this sort of feeling, too? response:	Like for the sports festival, and for Miyabigaoka.
context: But you're...\I don't want you to hate me.\There you go, saying things like that.\Teasing me again...\You piss me off.\But, I am a little grateful to you.\Will I forget this sort of feeling, too?\Like for the sports festival, and for Miyabigaoka. response:	Oh, and for the school festival, too.
context: I don't want you to hate me.\There you go, saying things like that.\Teasing me again...\You piss me off.\But, I am a little grateful to you.\Will I forget this sort of feeling, too?\Like for the sports festival, and for Miyabigaoka.\Oh, and for the school festival, too. response:	I haven't properly said thank you yet.
context: There you go, saying things like that.\Teasing me again...\You piss me off.\But, I am a little grateful to you.\Will I forget this sort of feeling, too?\Like for the sports festival, and for Miyabigaoka.\Oh, and for the school festival, too.\I haven't properly said thank you yet. response:	You don't have to.
context: Teasing me again...\You piss me off.\But, I am a little grateful to you.\Will I forget this sort of feeling, too?\Like for the sports festival, and for Miyabigaoka.\Oh, and for the school festival, too.\I haven't properly said thank you yet.\You don't have to. response:	I'll come save you as many times as needed.
context: You piss me off.\But, I am a little grateful to you.\Will I forget this sort of feeling, too?\Like for the sports festival, and for Miyabigaoka.\Oh, and for the school festival, too.\I haven't properly said thank you yet.\You don't have to.\I'll come save you as many times as needed. response:	I'll make you fall for me as many times as needed.
context: But, I am a little grateful to you.\Will I forget this sort of feeling, too?\Like for the sports festival, and for Miyabigaoka.\Oh, and for the school festival, too.\I haven't properly said thank you yet.\You don't have to.\I'll come save you as many times as needed.\I'll make you fall for me as many times as needed. response:	Leave it all to your Master.
context: Will I forget this sort of feeling, too?\Like for the sports festival, and for Miyabigaoka.\Oh, and for the school festival, too.\I haven't properly said thank you yet.\You don't have to.\I'll come save you as many times as needed.\I'll make you fall for me as many times as needed.\Leave it all to your Master. response:	What...kind of...lunacy...is...that?
context: Like for the sports festival, and for Miyabigaoka.\Oh, and for the school festival, too.\I haven't properly said thank you yet.\You don't have to.\I'll come save you as many times as needed.\I'll make you fall for me as many times as needed.\Leave it all to your Master.\What...kind of...lunacy...is...that? response:	23 hours and 55 minutes.
context: Oh, and for the school festival, too.\I haven't properly said thank you yet.\You don't have to.\I'll come save you as many times as needed.\I'll make you fall for me as many times as needed.\Leave it all to your Master.\What...kind of...lunacy...is...that?\23 hours and 55 minutes. response:	Just 5 minutes short.
context: I haven't properly said thank you yet.\You don't have to.\I'll come save you as many times as needed.\I'll make you fall for me as many times as needed.\Leave it all to your Master.\What...kind of...lunacy...is...that?\23 hours and 55 minutes.\Just 5 minutes short. response:	Looks like I won.
context: You don't have to.\I'll come save you as many times as needed.\I'll make you fall for me as many times as needed.\Leave it all to your Master.\What...kind of...lunacy...is...that?\23 hours and 55 minutes.\Just 5 minutes short.\Looks like I won. response:	Where did the Prez go?
context: I'll come save you as many times as needed.\I'll make you fall for me as many times as needed.\Leave it all to your Master.\What...kind of...lunacy...is...that?\23 hours and 55 minutes.\Just 5 minutes short.\Looks like I won.\Where did the Prez go? response:	Oh, this is Yukimura, the vice president.
context: I'll make you fall for me as many times as needed.\Leave it all to your Master.\What...kind of...lunacy...is...that?\23 hours and 55 minutes.\Just 5 minutes short.\Looks like I won.\Where did the Prez go?\Oh, this is Yukimura, the vice president. response:	This is Kataya, the disciplinary officer who was a little crazy today.
context: Leave it all to your Master.\What...kind of...lunacy...is...that?\23 hours and 55 minutes.\Just 5 minutes short.\Looks like I won.\Where did the Prez go?\Oh, this is Yukimura, the vice president.\This is Kataya, the disciplinary officer who was a little crazy today. response:	This is Sawa, the accountant who lost the notebook.
context: What...kind of...lunacy...is...that?\23 hours and 55 minutes.\Just 5 minutes short.\Looks like I won.\Where did the Prez go?\Oh, this is Yukimura, the vice president.\This is Kataya, the disciplinary officer who was a little crazy today.\This is Sawa, the accountant who lost the notebook. response:	I'm Kosugi, the secretary who was totally sleepy.
context: 23 hours and 55 minutes.\Just 5 minutes short.\Looks like I won.\Where did the Prez go?\Oh, this is Yukimura, the vice president.\This is Kataya, the disciplinary officer who was a little crazy today.\This is Sawa, the accountant who lost the notebook.\I'm Kosugi, the secretary who was totally sleepy. response:	I'm Aramaki, the PE rep who went to hold the Prez back.
context: Just 5 minutes short.\Looks like I won.\Where did the Prez go?\Oh, this is Yukimura, the vice president.\This is Kataya, the disciplinary officer who was a little crazy today.\This is Sawa, the accountant who lost the notebook.\I'm Kosugi, the secretary who was totally sleepy.\I'm Aramaki, the PE rep who went to hold the Prez back. response:	I'm Utsume, the Cleaning Rep who's always afraid of the Prez.
context: Looks like I won.\Where did the Prez go?\Oh, this is Yukimura, the vice president.\This is Kataya, the disciplinary officer who was a little crazy today.\This is Sawa, the accountant who lost the notebook.\I'm Kosugi, the secretary who was totally sleepy.\I'm Aramaki, the PE rep who went to hold the Prez back.\I'm Utsume, the Cleaning Rep who's always afraid of the Prez. response:	I'm Hagimoto, the broadcasting rep who worked hard during the sports fest!
context: Where did the Prez go?\Oh, this is Yukimura, the vice president.\This is Kataya, the disciplinary officer who was a little crazy today.\This is Sawa, the accountant who lost the notebook.\I'm Kosugi, the secretary who was totally sleepy.\I'm Aramaki, the PE rep who went to hold the Prez back.\I'm Utsume, the Cleaning Rep who's always afraid of the Prez.\I'm Hagimoto, the broadcasting rep who worked hard during the sports fest! response:	I barely get to talk, but I'm Hayase, the Health Rep.
context: Oh, this is Yukimura, the vice president.\This is Kataya, the disciplinary officer who was a little crazy today.\This is Sawa, the accountant who lost the notebook.\I'm Kosugi, the secretary who was totally sleepy.\I'm Aramaki, the PE rep who went to hold the Prez back.\I'm Utsume, the Cleaning Rep who's always afraid of the Prez.\I'm Hagimoto, the broadcasting rep who worked hard during the sports fest!\I barely get to talk, but I'm Hayase, the Health Rep. response:	Let's all work together and get ready for the open house!
context: This is Kataya, the disciplinary officer who was a little crazy today.\This is Sawa, the accountant who lost the notebook.\I'm Kosugi, the secretary who was totally sleepy.\I'm Aramaki, the PE rep who went to hold the Prez back.\I'm Utsume, the Cleaning Rep who's always afraid of the Prez.\I'm Hagimoto, the broadcasting rep who worked hard during the sports fest!\I barely get to talk, but I'm Hayase, the Health Rep.\Let's all work together and get ready for the open house! response:	Yeah!
