context: Takahashi. response:	I'll say this once, so listen carefully.
context: Koko ni ite yasashiku\Koko ni ite anata no\Koko ni ite sono te de\Tsutsundeite ne\Itsumo hitori de aruiteru michi ha\Hirosugite samishii dake\Futari de arukeba shiawasena kimochi\Sore dake de ippai yo response:	Anata ga egao dattara
context: Koko ni ite anata no\Koko ni ite sono te de\Tsutsundeite ne\Itsumo hitori de aruiteru michi ha\Hirosugite samishii dake\Futari de arukeba shiawasena kimochi\Sore dake de ippai yo\Anata ga egao dattara response:	Watashi mo onaji de itai
context: Koko ni ite sono te de\Tsutsundeite ne\Itsumo hitori de aruiteru michi ha\Hirosugite samishii dake\Futari de arukeba shiawasena kimochi\Sore dake de ippai yo\Anata ga egao dattara\Watashi mo onaji de itai response:	Be here... always...
context: Tsutsundeite ne\Itsumo hitori de aruiteru michi ha\Hirosugite samishii dake\Futari de arukeba shiawasena kimochi\Sore dake de ippai yo\Anata ga egao dattara\Watashi mo onaji de itai\Be here... always... response:	Be here... look...
context: Itsumo hitori de aruiteru michi ha\Hirosugite samishii dake\Futari de arukeba shiawasena kimochi\Sore dake de ippai yo\Anata ga egao dattara\Watashi mo onaji de itai\Be here... always...\Be here... look... response:	Be here... at me...
context: Hirosugite samishii dake\Futari de arukeba shiawasena kimochi\Sore dake de ippai yo\Anata ga egao dattara\Watashi mo onaji de itai\Be here... always...\Be here... look...\Be here... at me... response:	Just like this, forever...
context: Futari de arukeba shiawasena kimochi\Sore dake de ippai yo\Anata ga egao dattara\Watashi mo onaji de itai\Be here... always...\Be here... look...\Be here... at me...\Just like this, forever... response:	The first time you gave me
context: Sore dake de ippai yo\Anata ga egao dattara\Watashi mo onaji de itai\Be here... always...\Be here... look...\Be here... at me...\Just like this, forever...\The first time you gave me response:	seems like it's going
context: Anata ga egao dattara\Watashi mo onaji de itai\Be here... always...\Be here... look...\Be here... at me...\Just like this, forever...\The first time you gave me\seems like it's going response:	to overflow in the palm of my hand.
context: Watashi mo onaji de itai\Be here... always...\Be here... look...\Be here... at me...\Just like this, forever...\The first time you gave me\seems like it's going\to overflow in the palm of my hand. response:	If my heart wavered alone
context: Be here... always...\Be here... look...\Be here... at me...\Just like this, forever...\The first time you gave me\seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone response:	it seems like everyone would vanish.
context: Be here... look...\Be here... at me...\Just like this, forever...\The first time you gave me\seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone\it seems like everyone would vanish. response:	On that day, you
context: Be here... at me...\Just like this, forever...\The first time you gave me\seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone\it seems like everyone would vanish.\On that day, you response:	took hold of me
context: Just like this, forever...\The first time you gave me\seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone\it seems like everyone would vanish.\On that day, you\took hold of me response:	even though, even though
context: The first time you gave me\seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone\it seems like everyone would vanish.\On that day, you\took hold of me\even though, even though response:	I'm so unreliable.
context: seems like it's going\to overflow in the palm of my hand.\If my heart wavered alone\it seems like everyone would vanish.\On that day, you\took hold of me\even though, even though\I'm so unreliable. response:	But you still stretched out your
context: to overflow in the palm of my hand.\If my heart wavered alone\it seems like everyone would vanish.\On that day, you\took hold of me\even though, even though\I'm so unreliable.\But you still stretched out your response:	arm and hand to me, just a little bit.
context: If my heart wavered alone\it seems like everyone would vanish.\On that day, you\took hold of me\even though, even though\I'm so unreliable.\But you still stretched out your\arm and hand to me, just a little bit. response:	Be here... with that...
context: it seems like everyone would vanish.\On that day, you\took hold of me\even though, even though\I'm so unreliable.\But you still stretched out your\arm and hand to me, just a little bit.\Be here... with that... response:	Be here... gentle hand...
context: On that day, you\took hold of me\even though, even though\I'm so unreliable.\But you still stretched out your\arm and hand to me, just a little bit.\Be here... with that...\Be here... gentle hand... response:	Be here... of yours...
context: took hold of me\even though, even though\I'm so unreliable.\But you still stretched out your\arm and hand to me, just a little bit.\Be here... with that...\Be here... gentle hand...\Be here... of yours... response:	and embrace me.
context: even though, even though\I'm so unreliable.\But you still stretched out your\arm and hand to me, just a little bit.\Be here... with that...\Be here... gentle hand...\Be here... of yours...\and embrace me. response:	The path I always walk alone
context: I'm so unreliable.\But you still stretched out your\arm and hand to me, just a little bit.\Be here... with that...\Be here... gentle hand...\Be here... of yours...\and embrace me.\The path I always walk alone response:	is too wide, and only makes me lonely.
context: But you still stretched out your\arm and hand to me, just a little bit.\Be here... with that...\Be here... gentle hand...\Be here... of yours...\and embrace me.\The path I always walk alone\is too wide, and only makes me lonely. response:	If we walked together, I'd be filled
context: arm and hand to me, just a little bit.\Be here... with that...\Be here... gentle hand...\Be here... of yours...\and embrace me.\The path I always walk alone\is too wide, and only makes me lonely.\If we walked together, I'd be filled response:	with happiness, and that'd be just fine.
context: Be here... with that...\Be here... gentle hand...\Be here... of yours...\and embrace me.\The path I always walk alone\is too wide, and only makes me lonely.\If we walked together, I'd be filled\with happiness, and that'd be just fine. response:	If you're smiling,
context: Be here... gentle hand...\Be here... of yours...\and embrace me.\The path I always walk alone\is too wide, and only makes me lonely.\If we walked together, I'd be filled\with happiness, and that'd be just fine.\If you're smiling, response:	I want to be smiling too.
context: Be here... of yours...\and embrace me.\The path I always walk alone\is too wide, and only makes me lonely.\If we walked together, I'd be filled\with happiness, and that'd be just fine.\If you're smiling,\I want to be smiling too. response:	Episode 6 Preview...
context: and embrace me.\The path I always walk alone\is too wide, and only makes me lonely.\If we walked together, I'd be filled\with happiness, and that'd be just fine.\If you're smiling,\I want to be smiling too.\Episode 6 Preview... response:	Yano embraces me.
context: The path I always walk alone\is too wide, and only makes me lonely.\If we walked together, I'd be filled\with happiness, and that'd be just fine.\If you're smiling,\I want to be smiling too.\Episode 6 Preview...\Yano embraces me. response:	Yano's hands touch my back.
context: is too wide, and only makes me lonely.\If we walked together, I'd be filled\with happiness, and that'd be just fine.\If you're smiling,\I want to be smiling too.\Episode 6 Preview...\Yano embraces me.\Yano's hands touch my back. response:	And... Yano's hands on my chest...
context: If we walked together, I'd be filled\with happiness, and that'd be just fine.\If you're smiling,\I want to be smiling too.\Episode 6 Preview...\Yano embraces me.\Yano's hands touch my back.\And... Yano's hands on my chest... response:	Wait just a second!
context: with happiness, and that'd be just fine.\If you're smiling,\I want to be smiling too.\Episode 6 Preview...\Yano embraces me.\Yano's hands touch my back.\And... Yano's hands on my chest...\Wait just a second! response:	You won't let me?
context: If you're smiling,\I want to be smiling too.\Episode 6 Preview...\Yano embraces me.\Yano's hands touch my back.\And... Yano's hands on my chest...\Wait just a second!\You won't let me? response:	Obviously not!
context: I want to be smiling too.\Episode 6 Preview...\Yano embraces me.\Yano's hands touch my back.\And... Yano's hands on my chest...\Wait just a second!\You won't let me?\Obviously not! response:	She threw you out.
context: Episode 6 Preview...\Yano embraces me.\Yano's hands touch my back.\And... Yano's hands on my chest...\Wait just a second!\You won't let me?\Obviously not!\She threw you out. response:	You sisters, both older and younger, are the worst.
context: Yano embraces me.\Yano's hands touch my back.\And... Yano's hands on my chest...\Wait just a second!\You won't let me?\Obviously not!\She threw you out.\You sisters, both older and younger, are the worst. response:	Don't... group me with her...
