context: Hm? response:	Just one more time...
context: Nekomata-sensei.\Thank you for coming all this way for the match.\No, no, thank you.\Since you have no connections,\it must be hard for you to get games together.\All those calls you made to me...\You even threatened to come see me personally.\I'm sorry. response:	However, your enthusiasm stoked my enthusiasm.
context: Thank you for coming all this way for the match.\No, no, thank you.\Since you have no connections,\it must be hard for you to get games together.\All those calls you made to me...\You even threatened to come see me personally.\I'm sorry.\However, your enthusiasm stoked my enthusiasm. response:	Even if you're awkward, your students will follow you just the same.
context: No, no, thank you.\Since you have no connections,\it must be hard for you to get games together.\All those calls you made to me...\You even threatened to come see me personally.\I'm sorry.\However, your enthusiasm stoked my enthusiasm.\Even if you're awkward, your students will follow you just the same. response:	Do your best.
context: Since you have no connections,\it must be hard for you to get games together.\All those calls you made to me...\You even threatened to come see me personally.\I'm sorry.\However, your enthusiasm stoked my enthusiasm.\Even if you're awkward, your students will follow you just the same.\Do your best. response:	Thank you very much.
context: it must be hard for you to get games together.\All those calls you made to me...\You even threatened to come see me personally.\I'm sorry.\However, your enthusiasm stoked my enthusiasm.\Even if you're awkward, your students will follow you just the same.\Do your best.\Thank you very much. response:	Keishin. Do your best.
context: All those calls you made to me...\You even threatened to come see me personally.\I'm sorry.\However, your enthusiasm stoked my enthusiasm.\Even if you're awkward, your students will follow you just the same.\Do your best.\Thank you very much.\Keishin. Do your best. response:	We played three matches and you didn't win a single one.
context: You even threatened to come see me personally.\I'm sorry.\However, your enthusiasm stoked my enthusiasm.\Even if you're awkward, your students will follow you just the same.\Do your best.\Thank you very much.\Keishin. Do your best.\We played three matches and you didn't win a single one. response:	I'll win them all the next time. Just you wait and see.
context: I'm sorry.\However, your enthusiasm stoked my enthusiasm.\Even if you're awkward, your students will follow you just the same.\Do your best.\Thank you very much.\Keishin. Do your best.\We played three matches and you didn't win a single one.\I'll win them all the next time. Just you wait and see. response:	Let's hope you're not all talk.
context: However, your enthusiasm stoked my enthusiasm.\Even if you're awkward, your students will follow you just the same.\Do your best.\Thank you very much.\Keishin. Do your best.\We played three matches and you didn't win a single one.\I'll win them all the next time. Just you wait and see.\Let's hope you're not all talk. response:	Sensei, you're too confrontational.
context: Even if you're awkward, your students will follow you just the same.\Do your best.\Thank you very much.\Keishin. Do your best.\We played three matches and you didn't win a single one.\I'll win them all the next time. Just you wait and see.\Let's hope you're not all talk.\Sensei, you're too confrontational. response:	It's his fault. He looks too much like that geezer.
context: Do your best.\Thank you very much.\Keishin. Do your best.\We played three matches and you didn't win a single one.\I'll win them all the next time. Just you wait and see.\Let's hope you're not all talk.\Sensei, you're too confrontational.\It's his fault. He looks too much like that geezer. response:	That's an immature remark.
context: Thank you very much.\Keishin. Do your best.\We played three matches and you didn't win a single one.\I'll win them all the next time. Just you wait and see.\Let's hope you're not all talk.\Sensei, you're too confrontational.\It's his fault. He looks too much like that geezer.\That's an immature remark. response:	Ukai-kun.
context: Keishin. Do your best.\We played three matches and you didn't win a single one.\I'll win them all the next time. Just you wait and see.\Let's hope you're not all talk.\Sensei, you're too confrontational.\It's his fault. He looks too much like that geezer.\That's an immature remark.\Ukai-kun. response:	What you were saying about coaching only until the match with Nekoma...
context: We played three matches and you didn't win a single one.\I'll win them all the next time. Just you wait and see.\Let's hope you're not all talk.\Sensei, you're too confrontational.\It's his fault. He looks too much like that geezer.\That's an immature remark.\Ukai-kun.\What you were saying about coaching only until the match with Nekoma... response:	Did you hear what he said to me? I can't bow out now.
context: I'll win them all the next time. Just you wait and see.\Let's hope you're not all talk.\Sensei, you're too confrontational.\It's his fault. He looks too much like that geezer.\That's an immature remark.\Ukai-kun.\What you were saying about coaching only until the match with Nekoma...\Did you hear what he said to me? I can't bow out now. response:	I'll have my revenge for sure, and on a huge stage.
context: Let's hope you're not all talk.\Sensei, you're too confrontational.\It's his fault. He looks too much like that geezer.\That's an immature remark.\Ukai-kun.\What you were saying about coaching only until the match with Nekoma...\Did you hear what he said to me? I can't bow out now.\I'll have my revenge for sure, and on a huge stage. response:	'Til we meet again, my friend.
context: Sensei, you're too confrontational.\It's his fault. He looks too much like that geezer.\That's an immature remark.\Ukai-kun.\What you were saying about coaching only until the match with Nekoma...\Did you hear what he said to me? I can't bow out now.\I'll have my revenge for sure, and on a huge stage.\'Til we meet again, my friend. response:	What's with them?
context: It's his fault. He looks too much like that geezer.\That's an immature remark.\Ukai-kun.\What you were saying about coaching only until the match with Nekoma...\Did you hear what he said to me? I can't bow out now.\I'll have my revenge for sure, and on a huge stage.\'Til we meet again, my friend.\What's with them? response:	Dunno. It's quite unusual.
context: That's an immature remark.\Ukai-kun.\What you were saying about coaching only until the match with Nekoma...\Did you hear what he said to me? I can't bow out now.\I'll have my revenge for sure, and on a huge stage.\'Til we meet again, my friend.\What's with them?\Dunno. It's quite unusual. response:	We won't lose the next time.
context: Ukai-kun.\What you were saying about coaching only until the match with Nekoma...\Did you hear what he said to me? I can't bow out now.\I'll have my revenge for sure, and on a huge stage.\'Til we meet again, my friend.\What's with them?\Dunno. It's quite unusual.\We won't lose the next time. response:	We won't lose the next time, either.
context: What you were saying about coaching only until the match with Nekoma...\Did you hear what he said to me? I can't bow out now.\I'll have my revenge for sure, and on a huge stage.\'Til we meet again, my friend.\What's with them?\Dunno. It's quite unusual.\We won't lose the next time.\We won't lose the next time, either. response:	Terrifying! They're terrifying!
context: Did you hear what he said to me? I can't bow out now.\I'll have my revenge for sure, and on a huge stage.\'Til we meet again, my friend.\What's with them?\Dunno. It's quite unusual.\We won't lose the next time.\We won't lose the next time, either.\Terrifying! They're terrifying! response:	The next time around, things won't go your way like they did today.
context: I'll have my revenge for sure, and on a huge stage.\'Til we meet again, my friend.\What's with them?\Dunno. It's quite unusual.\We won't lose the next time.\We won't lose the next time, either.\Terrifying! They're terrifying!\The next time around, things won't go your way like they did today. response:	Fine. Otherwise, it wouldn't be good practice.
context: 'Til we meet again, my friend.\What's with them?\Dunno. It's quite unusual.\We won't lose the next time.\We won't lose the next time, either.\Terrifying! They're terrifying!\The next time around, things won't go your way like they did today.\Fine. Otherwise, it wouldn't be good practice. response:	And them, too!
context: What's with them?\Dunno. It's quite unusual.\We won't lose the next time.\We won't lose the next time, either.\Terrifying! They're terrifying!\The next time around, things won't go your way like they did today.\Fine. Otherwise, it wouldn't be good practice.\And them, too! response:	They're so immature.
context: Dunno. It's quite unusual.\We won't lose the next time.\We won't lose the next time, either.\Terrifying! They're terrifying!\The next time around, things won't go your way like they did today.\Fine. Otherwise, it wouldn't be good practice.\And them, too!\They're so immature. response:	Kenma.
context: We won't lose the next time.\We won't lose the next time, either.\Terrifying! They're terrifying!\The next time around, things won't go your way like they did today.\Fine. Otherwise, it wouldn't be good practice.\And them, too!\They're so immature.\Kenma. response:	Shoyo.
context: We won't lose the next time, either.\Terrifying! They're terrifying!\The next time around, things won't go your way like they did today.\Fine. Otherwise, it wouldn't be good practice.\And them, too!\They're so immature.\Kenma.\Shoyo. response:	When we talked on the road the other day,
context: Terrifying! They're terrifying!\The next time around, things won't go your way like they did today.\Fine. Otherwise, it wouldn't be good practice.\And them, too!\They're so immature.\Kenma.\Shoyo.\When we talked on the road the other day, response:	you said you didn't particularly like volleyball.
context: The next time around, things won't go your way like they did today.\Fine. Otherwise, it wouldn't be good practice.\And them, too!\They're so immature.\Kenma.\Shoyo.\When we talked on the road the other day,\you said you didn't particularly like volleyball. response:	Oh. Yeah.
context: Fine. Otherwise, it wouldn't be good practice.\And them, too!\They're so immature.\Kenma.\Shoyo.\When we talked on the road the other day,\you said you didn't particularly like volleyball.\Oh. Yeah. response:	How did it feel to win today?
context: And them, too!\They're so immature.\Kenma.\Shoyo.\When we talked on the road the other day,\you said you didn't particularly like volleyball.\Oh. Yeah.\How did it feel to win today? response:	Sort of... normal.
context: They're so immature.\Kenma.\Shoyo.\When we talked on the road the other day,\you said you didn't particularly like volleyball.\Oh. Yeah.\How did it feel to win today?\Sort of... normal. response:	The next time,
context: Kenma.\Shoyo.\When we talked on the road the other day,\you said you didn't particularly like volleyball.\Oh. Yeah.\How did it feel to win today?\Sort of... normal.\The next time, response:	we'll make you guys desperate.
context: Shoyo.\When we talked on the road the other day,\you said you didn't particularly like volleyball.\Oh. Yeah.\How did it feel to win today?\Sort of... normal.\The next time,\we'll make you guys desperate. response:	We'll win, and...
context: When we talked on the road the other day,\you said you didn't particularly like volleyball.\Oh. Yeah.\How did it feel to win today?\Sort of... normal.\The next time,\we'll make you guys desperate.\We'll win, and... response:	instead of just, Sort of.
context: you said you didn't particularly like volleyball.\Oh. Yeah.\How did it feel to win today?\Sort of... normal.\The next time,\we'll make you guys desperate.\We'll win, and...\instead of just, Sort of. response:	Okay.
context: Oh. Yeah.\How did it feel to win today?\Sort of... normal.\The next time,\we'll make you guys desperate.\We'll win, and...\instead of just, Sort of.\Okay. response:	I look forward to it.
context: How did it feel to win today?\Sort of... normal.\The next time,\we'll make you guys desperate.\We'll win, and...\instead of just, Sort of.\Okay.\I look forward to it. response:	If today's was an official match...
context: Sort of... normal.\The next time,\we'll make you guys desperate.\We'll win, and...\instead of just, Sort of.\Okay.\I look forward to it.\If today's was an official match... response:	It would have been all over after we lost the first match.
context: The next time,\we'll make you guys desperate.\We'll win, and...\instead of just, Sort of.\Okay.\I look forward to it.\If today's was an official match...\It would have been all over after we lost the first match. response:	All over.
context: we'll make you guys desperate.\We'll win, and...\instead of just, Sort of.\Okay.\I look forward to it.\If today's was an official match...\It would have been all over after we lost the first match.\All over. response:	Boy's Volleyball Prefectural Tournament
context: We'll win, and...\instead of just, Sort of.\Okay.\I look forward to it.\If today's was an official match...\It would have been all over after we lost the first match.\All over.\Boy's Volleyball Prefectural Tournament response:	Kitagawa Daiichi Loses by a Hair
context: instead of just, Sort of.\Okay.\I look forward to it.\If today's was an official match...\It would have been all over after we lost the first match.\All over.\Boy's Volleyball Prefectural Tournament\Kitagawa Daiichi Loses by a Hair response:	Yukigaoka Kitagawa Daiichi
context: Okay.\I look forward to it.\If today's was an official match...\It would have been all over after we lost the first match.\All over.\Boy's Volleyball Prefectural Tournament\Kitagawa Daiichi Loses by a Hair\Yukigaoka Kitagawa Daiichi response:	I know.
context: I look forward to it.\If today's was an official match...\It would have been all over after we lost the first match.\All over.\Boy's Volleyball Prefectural Tournament\Kitagawa Daiichi Loses by a Hair\Yukigaoka Kitagawa Daiichi\I know. response:	I'm glad you know.
context: If today's was an official match...\It would have been all over after we lost the first match.\All over.\Boy's Volleyball Prefectural Tournament\Kitagawa Daiichi Loses by a Hair\Yukigaoka Kitagawa Daiichi\I know.\I'm glad you know. response:	And the official matches,
context: It would have been all over after we lost the first match.\All over.\Boy's Volleyball Prefectural Tournament\Kitagawa Daiichi Loses by a Hair\Yukigaoka Kitagawa Daiichi\I know.\I'm glad you know.\And the official matches, response:	the Inter-High preliminaries, are right around the corner.
context: All over.\Boy's Volleyball Prefectural Tournament\Kitagawa Daiichi Loses by a Hair\Yukigaoka Kitagawa Daiichi\I know.\I'm glad you know.\And the official matches,\the Inter-High preliminaries, are right around the corner. response:	When we get back,
context: Boy's Volleyball Prefectural Tournament\Kitagawa Daiichi Loses by a Hair\Yukigaoka Kitagawa Daiichi\I know.\I'm glad you know.\And the official matches,\the Inter-High preliminaries, are right around the corner.\When we get back, response:	we'll think about and analyze today's practice match.
context: Kitagawa Daiichi Loses by a Hair\Yukigaoka Kitagawa Daiichi\I know.\I'm glad you know.\And the official matches,\the Inter-High preliminaries, are right around the corner.\When we get back,\we'll think about and analyze today's practice match. response:	Then we'll train.
context: Yukigaoka Kitagawa Daiichi\I know.\I'm glad you know.\And the official matches,\the Inter-High preliminaries, are right around the corner.\When we get back,\we'll think about and analyze today's practice match.\Then we'll train. response:	Yeah.
context: I know.\I'm glad you know.\And the official matches,\the Inter-High preliminaries, are right around the corner.\When we get back,\we'll think about and analyze today's practice match.\Then we'll train.\Yeah. response:	Next Episode Preview
context: I'm glad you know.\And the official matches,\the Inter-High preliminaries, are right around the corner.\When we get back,\we'll think about and analyze today's practice match.\Then we'll train.\Yeah.\Next Episode Preview response:	By the way, Kageyama,
context: And the official matches,\the Inter-High preliminaries, are right around the corner.\When we get back,\we'll think about and analyze today's practice match.\Then we'll train.\Yeah.\Next Episode Preview\By the way, Kageyama, response:	did you ask that setter about that feint and his other tricks?
context: the Inter-High preliminaries, are right around the corner.\When we get back,\we'll think about and analyze today's practice match.\Then we'll train.\Yeah.\Next Episode Preview\By the way, Kageyama,\did you ask that setter about that feint and his other tricks? response:	No.
context: When we get back,\we'll think about and analyze today's practice match.\Then we'll train.\Yeah.\Next Episode Preview\By the way, Kageyama,\did you ask that setter about that feint and his other tricks?\No. response:	For crying out loud Kageyama-kun! Are you shy?
context: we'll think about and analyze today's practice match.\Then we'll train.\Yeah.\Next Episode Preview\By the way, Kageyama,\did you ask that setter about that feint and his other tricks?\No.\For crying out loud Kageyama-kun! Are you shy? response:	Shut up, moron.
context: Then we'll train.\Yeah.\Next Episode Preview\By the way, Kageyama,\did you ask that setter about that feint and his other tricks?\No.\For crying out loud Kageyama-kun! Are you shy?\Shut up, moron. response:	Ouch! Not the iron claw!
context: Yeah.\Next Episode Preview\By the way, Kageyama,\did you ask that setter about that feint and his other tricks?\No.\For crying out loud Kageyama-kun! Are you shy?\Shut up, moron.\Ouch! Not the iron claw! response:	Episode 14: Formidable Opponents
context: Next Episode Preview\By the way, Kageyama,\did you ask that setter about that feint and his other tricks?\No.\For crying out loud Kageyama-kun! Are you shy?\Shut up, moron.\Ouch! Not the iron claw!\Episode 14: Formidable Opponents response:	Next time on Haikyu!! : Formidable Opponents
context: By the way, Kageyama,\did you ask that setter about that feint and his other tricks?\No.\For crying out loud Kageyama-kun! Are you shy?\Shut up, moron.\Ouch! Not the iron claw!\Episode 14: Formidable Opponents\Next time on Haikyu!! : Formidable Opponents response:	Inter-High
