context: And so... response:	Can anyone tell me what AD means?
context: Strange how?\I don't really get it!\It's not a change exactly, but she seems passive...\Like she's wandering towards some other objective...\What are you talking about?\Angel??\What are the guys outside doing!?\What should we do? response:	Hold on a second.
context: I don't really get it!\It's not a change exactly, but she seems passive...\Like she's wandering towards some other objective...\What are you talking about?\Angel??\What are the guys outside doing!?\What should we do?\Hold on a second. response:	What is this?
context: It's not a change exactly, but she seems passive...\Like she's wandering towards some other objective...\What are you talking about?\Angel??\What are the guys outside doing!?\What should we do?\Hold on a second.\What is this? response:	Something seems strange...
context: Like she's wandering towards some other objective...\What are you talking about?\Angel??\What are the guys outside doing!?\What should we do?\Hold on a second.\What is this?\Something seems strange... response:	What is she...
context: What are you talking about?\Angel??\What are the guys outside doing!?\What should we do?\Hold on a second.\What is this?\Something seems strange...\What is she... response:	That's the meal that no student ever eats, the famously super spicy Mapo tofu!
context: Angel??\What are the guys outside doing!?\What should we do?\Hold on a second.\What is this?\Something seems strange...\What is she...\That's the meal that no student ever eats, the famously super spicy Mapo tofu! response:	What's on going?
context: What are the guys outside doing!?\What should we do?\Hold on a second.\What is this?\Something seems strange...\What is she...\That's the meal that no student ever eats, the famously super spicy Mapo tofu!\What's on going? response:	Why would she pick that?
context: What should we do?\Hold on a second.\What is this?\Something seems strange...\What is she...\That's the meal that no student ever eats, the famously super spicy Mapo tofu!\What's on going?\Why would she pick that? response:	Is she going to try to get revenge by making us eat it?
context: Hold on a second.\What is this?\Something seems strange...\What is she...\That's the meal that no student ever eats, the famously super spicy Mapo tofu!\What's on going?\Why would she pick that?\Is she going to try to get revenge by making us eat it? response:	Yurippe - san, the audience looks like it's reached its highest level of excitement.
context: What is this?\Something seems strange...\What is she...\That's the meal that no student ever eats, the famously super spicy Mapo tofu!\What's on going?\Why would she pick that?\Is she going to try to get revenge by making us eat it?\Yurippe - san, the audience looks like it's reached its highest level of excitement. response:	Your orders?
context: Something seems strange...\What is she...\That's the meal that no student ever eats, the famously super spicy Mapo tofu!\What's on going?\Why would she pick that?\Is she going to try to get revenge by making us eat it?\Yurippe - san, the audience looks like it's reached its highest level of excitement.\Your orders? response:	Turn them on!
context: What is she...\That's the meal that no student ever eats, the famously super spicy Mapo tofu!\What's on going?\Why would she pick that?\Is she going to try to get revenge by making us eat it?\Yurippe - san, the audience looks like it's reached its highest level of excitement.\Your orders?\Turn them on! response:	Turn them on.
context: That's the meal that no student ever eats, the famously super spicy Mapo tofu!\What's on going?\Why would she pick that?\Is she going to try to get revenge by making us eat it?\Yurippe - san, the audience looks like it's reached its highest level of excitement.\Your orders?\Turn them on!\Turn them on. response:	What the...
context: What's on going?\Why would she pick that?\Is she going to try to get revenge by making us eat it?\Yurippe - san, the audience looks like it's reached its highest level of excitement.\Your orders?\Turn them on!\Turn them on.\What the... response:	Isn't that the super spicy Mapo tofu that no one dares ask for?
context: Why would she pick that?\Is she going to try to get revenge by making us eat it?\Yurippe - san, the audience looks like it's reached its highest level of excitement.\Your orders?\Turn them on!\Turn them on.\What the...\Isn't that the super spicy Mapo tofu that no one dares ask for? response:	Even the tough guys order it with rice and eat it over rice.
context: Is she going to try to get revenge by making us eat it?\Yurippe - san, the audience looks like it's reached its highest level of excitement.\Your orders?\Turn them on!\Turn them on.\What the...\Isn't that the super spicy Mapo tofu that no one dares ask for?\Even the tough guys order it with rice and eat it over rice. response:	This is what I picked up so I have no choice.
context: Yurippe - san, the audience looks like it's reached its highest level of excitement.\Your orders?\Turn them on!\Turn them on.\What the...\Isn't that the super spicy Mapo tofu that no one dares ask for?\Even the tough guys order it with rice and eat it over rice.\This is what I picked up so I have no choice. response:	But it's good!
context: Your orders?\Turn them on!\Turn them on.\What the...\Isn't that the super spicy Mapo tofu that no one dares ask for?\Even the tough guys order it with rice and eat it over rice.\This is what I picked up so I have no choice.\But it's good! response:	Try some, Hinata!
context: Turn them on!\Turn them on.\What the...\Isn't that the super spicy Mapo tofu that no one dares ask for?\Even the tough guys order it with rice and eat it over rice.\This is what I picked up so I have no choice.\But it's good!\Try some, Hinata! response:	No way!
context: Turn them on.\What the...\Isn't that the super spicy Mapo tofu that no one dares ask for?\Even the tough guys order it with rice and eat it over rice.\This is what I picked up so I have no choice.\But it's good!\Try some, Hinata!\No way! response:	Maybe a little then...
context: What the...\Isn't that the super spicy Mapo tofu that no one dares ask for?\Even the tough guys order it with rice and eat it over rice.\This is what I picked up so I have no choice.\But it's good!\Try some, Hinata!\No way!\Maybe a little then... response:	Hot! Hot! It hurts!!
context: Isn't that the super spicy Mapo tofu that no one dares ask for?\Even the tough guys order it with rice and eat it over rice.\This is what I picked up so I have no choice.\But it's good!\Try some, Hinata!\No way!\Maybe a little then...\Hot! Hot! It hurts!! response:	But the aftertaste is...
context: Even the tough guys order it with rice and eat it over rice.\This is what I picked up so I have no choice.\But it's good!\Try some, Hinata!\No way!\Maybe a little then...\Hot! Hot! It hurts!!\But the aftertaste is... response:	I see, this actually has a deep flavor!
context: This is what I picked up so I have no choice.\But it's good!\Try some, Hinata!\No way!\Maybe a little then...\Hot! Hot! It hurts!!\But the aftertaste is...\I see, this actually has a deep flavor! response:	Right?
context: But it's good!\Try some, Hinata!\No way!\Maybe a little then...\Hot! Hot! It hurts!!\But the aftertaste is...\I see, this actually has a deep flavor!\Right? response:	You've never had Mapo tofu this good, right?
context: Try some, Hinata!\No way!\Maybe a little then...\Hot! Hot! It hurts!!\But the aftertaste is...\I see, this actually has a deep flavor!\Right?\You've never had Mapo tofu this good, right? response:	It may be an unexpected hit on the menu.
context: No way!\Maybe a little then...\Hot! Hot! It hurts!!\But the aftertaste is...\I see, this actually has a deep flavor!\Right?\You've never had Mapo tofu this good, right?\It may be an unexpected hit on the menu. response:	Angel bought that meal ticket.
context: Maybe a little then...\Hot! Hot! It hurts!!\But the aftertaste is...\I see, this actually has a deep flavor!\Right?\You've never had Mapo tofu this good, right?\It may be an unexpected hit on the menu.\Angel bought that meal ticket. response:	This?
context: Hot! Hot! It hurts!!\But the aftertaste is...\I see, this actually has a deep flavor!\Right?\You've never had Mapo tofu this good, right?\It may be an unexpected hit on the menu.\Angel bought that meal ticket.\This? response:	Yes.
context: But the aftertaste is...\I see, this actually has a deep flavor!\Right?\You've never had Mapo tofu this good, right?\It may be an unexpected hit on the menu.\Angel bought that meal ticket.\This?\Yes. response:	She just wanted to eat this...
context: I see, this actually has a deep flavor!\Right?\You've never had Mapo tofu this good, right?\It may be an unexpected hit on the menu.\Angel bought that meal ticket.\This?\Yes.\She just wanted to eat this... response:	I'm sure this must be her favorite food.
context: Right?\You've never had Mapo tofu this good, right?\It may be an unexpected hit on the menu.\Angel bought that meal ticket.\This?\Yes.\She just wanted to eat this...\I'm sure this must be her favorite food. response:	I stole that simple pleasure from her...
context: You've never had Mapo tofu this good, right?\It may be an unexpected hit on the menu.\Angel bought that meal ticket.\This?\Yes.\She just wanted to eat this...\I'm sure this must be her favorite food.\I stole that simple pleasure from her... response:	Angel is human.
context: It may be an unexpected hit on the menu.\Angel bought that meal ticket.\This?\Yes.\She just wanted to eat this...\I'm sure this must be her favorite food.\I stole that simple pleasure from her...\Angel is human. response:	What kind of angel would go find her favorite meal for comfort food when feeling down?
context: Angel bought that meal ticket.\This?\Yes.\She just wanted to eat this...\I'm sure this must be her favorite food.\I stole that simple pleasure from her...\Angel is human.\What kind of angel would go find her favorite meal for comfort food when feeling down? response:	She couldn't leave us be when she was the student council president because we were disruptive,
context: This?\Yes.\She just wanted to eat this...\I'm sure this must be her favorite food.\I stole that simple pleasure from her...\Angel is human.\What kind of angel would go find her favorite meal for comfort food when feeling down?\She couldn't leave us be when she was the student council president because we were disruptive, response:	so she started developing Guard Skill to counter us making weapons at Guild.
context: Yes.\She just wanted to eat this...\I'm sure this must be her favorite food.\I stole that simple pleasure from her...\Angel is human.\What kind of angel would go find her favorite meal for comfort food when feeling down?\She couldn't leave us be when she was the student council president because we were disruptive,\so she started developing Guard Skill to counter us making weapons at Guild. response:	Is that how things were?
context: She just wanted to eat this...\I'm sure this must be her favorite food.\I stole that simple pleasure from her...\Angel is human.\What kind of angel would go find her favorite meal for comfort food when feeling down?\She couldn't leave us be when she was the student council president because we were disruptive,\so she started developing Guard Skill to counter us making weapons at Guild.\Is that how things were? response:	What a joke.
context: I'm sure this must be her favorite food.\I stole that simple pleasure from her...\Angel is human.\What kind of angel would go find her favorite meal for comfort food when feeling down?\She couldn't leave us be when she was the student council president because we were disruptive,\so she started developing Guard Skill to counter us making weapons at Guild.\Is that how things were?\What a joke. response:	And to think we still haven't found any clues about God...
context: I stole that simple pleasure from her...\Angel is human.\What kind of angel would go find her favorite meal for comfort food when feeling down?\She couldn't leave us be when she was the student council president because we were disruptive,\so she started developing Guard Skill to counter us making weapons at Guild.\Is that how things were?\What a joke.\And to think we still haven't found any clues about God... response:	Is it possible...
context: Angel is human.\What kind of angel would go find her favorite meal for comfort food when feeling down?\She couldn't leave us be when she was the student council president because we were disruptive,\so she started developing Guard Skill to counter us making weapons at Guild.\Is that how things were?\What a joke.\And to think we still haven't found any clues about God...\Is it possible... response:	Maybe Angel could become one of us now?
context: What kind of angel would go find her favorite meal for comfort food when feeling down?\She couldn't leave us be when she was the student council president because we were disruptive,\so she started developing Guard Skill to counter us making weapons at Guild.\Is that how things were?\What a joke.\And to think we still haven't found any clues about God...\Is it possible...\Maybe Angel could become one of us now? response:	What kind of stupid talk is that?!
context: She couldn't leave us be when she was the student council president because we were disruptive,\so she started developing Guard Skill to counter us making weapons at Guild.\Is that how things were?\What a joke.\And to think we still haven't found any clues about God...\Is it possible...\Maybe Angel could become one of us now?\What kind of stupid talk is that?! response:	After so many of our friends have fallen victim to her...
context: so she started developing Guard Skill to counter us making weapons at Guild.\Is that how things were?\What a joke.\And to think we still haven't found any clues about God...\Is it possible...\Maybe Angel could become one of us now?\What kind of stupid talk is that?!\After so many of our friends have fallen victim to her... response:	I mean... not victims, since they're all still here but...
context: Is that how things were?\What a joke.\And to think we still haven't found any clues about God...\Is it possible...\Maybe Angel could become one of us now?\What kind of stupid talk is that?!\After so many of our friends have fallen victim to her...\I mean... not victims, since they're all still here but... response:	Do you know how much pain she's put us through?!
context: What a joke.\And to think we still haven't found any clues about God...\Is it possible...\Maybe Angel could become one of us now?\What kind of stupid talk is that?!\After so many of our friends have fallen victim to her...\I mean... not victims, since they're all still here but...\Do you know how much pain she's put us through?! response:	That's right!
context: And to think we still haven't found any clues about God...\Is it possible...\Maybe Angel could become one of us now?\What kind of stupid talk is that?!\After so many of our friends have fallen victim to her...\I mean... not victims, since they're all still here but...\Do you know how much pain she's put us through?!\That's right! response:	She might have been quiet today, but who knows when she'll bare her fangs again!
context: Is it possible...\Maybe Angel could become one of us now?\What kind of stupid talk is that?!\After so many of our friends have fallen victim to her...\I mean... not victims, since they're all still here but...\Do you know how much pain she's put us through?!\That's right!\She might have been quiet today, but who knows when she'll bare her fangs again! response:	She'll slit our throats while we sleep!
context: Maybe Angel could become one of us now?\What kind of stupid talk is that?!\After so many of our friends have fallen victim to her...\I mean... not victims, since they're all still here but...\Do you know how much pain she's put us through?!\That's right!\She might have been quiet today, but who knows when she'll bare her fangs again!\She'll slit our throats while we sleep! response:	Seems that was a silly question, Otonashi - kun.
context: What kind of stupid talk is that?!\After so many of our friends have fallen victim to her...\I mean... not victims, since they're all still here but...\Do you know how much pain she's put us through?!\That's right!\She might have been quiet today, but who knows when she'll bare her fangs again!\She'll slit our throats while we sleep!\Seems that was a silly question, Otonashi - kun. response:	Apparently.
context: After so many of our friends have fallen victim to her...\I mean... not victims, since they're all still here but...\Do you know how much pain she's put us through?!\That's right!\She might have been quiet today, but who knows when she'll bare her fangs again!\She'll slit our throats while we sleep!\Seems that was a silly question, Otonashi - kun.\Apparently. response:	I wonder why I made such a dumb proposition...
context: I mean... not victims, since they're all still here but...\Do you know how much pain she's put us through?!\That's right!\She might have been quiet today, but who knows when she'll bare her fangs again!\She'll slit our throats while we sleep!\Seems that was a silly question, Otonashi - kun.\Apparently.\I wonder why I made such a dumb proposition... response:	It's probably because the thought of her going to buy a meal ticket by herself,
context: Do you know how much pain she's put us through?!\That's right!\She might have been quiet today, but who knows when she'll bare her fangs again!\She'll slit our throats while we sleep!\Seems that was a silly question, Otonashi - kun.\Apparently.\I wonder why I made such a dumb proposition...\It's probably because the thought of her going to buy a meal ticket by herself, response:	then eating her Mapo tofu alone in a corner of the cafeteria...
context: That's right!\She might have been quiet today, but who knows when she'll bare her fangs again!\She'll slit our throats while we sleep!\Seems that was a silly question, Otonashi - kun.\Apparently.\I wonder why I made such a dumb proposition...\It's probably because the thought of her going to buy a meal ticket by herself,\then eating her Mapo tofu alone in a corner of the cafeteria... response:	The image of her like that is too sad.
context: She might have been quiet today, but who knows when she'll bare her fangs again!\She'll slit our throats while we sleep!\Seems that was a silly question, Otonashi - kun.\Apparently.\I wonder why I made such a dumb proposition...\It's probably because the thought of her going to buy a meal ticket by herself,\then eating her Mapo tofu alone in a corner of the cafeteria...\The image of her like that is too sad. response:	Losing the trust placed in her and being stripped of her position...
context: She'll slit our throats while we sleep!\Seems that was a silly question, Otonashi - kun.\Apparently.\I wonder why I made such a dumb proposition...\It's probably because the thought of her going to buy a meal ticket by herself,\then eating her Mapo tofu alone in a corner of the cafeteria...\The image of her like that is too sad.\Losing the trust placed in her and being stripped of her position... response:	Her lonely figure sitting there...
context: Seems that was a silly question, Otonashi - kun.\Apparently.\I wonder why I made such a dumb proposition...\It's probably because the thought of her going to buy a meal ticket by herself,\then eating her Mapo tofu alone in a corner of the cafeteria...\The image of her like that is too sad.\Losing the trust placed in her and being stripped of her position...\Her lonely figure sitting there... response:	is just too sad.
context: Apparently.\I wonder why I made such a dumb proposition...\It's probably because the thought of her going to buy a meal ticket by herself,\then eating her Mapo tofu alone in a corner of the cafeteria...\The image of her like that is too sad.\Losing the trust placed in her and being stripped of her position...\Her lonely figure sitting there...\is just too sad. response:	What the hell do you want?!
context: I wonder why I made such a dumb proposition...\It's probably because the thought of her going to buy a meal ticket by herself,\then eating her Mapo tofu alone in a corner of the cafeteria...\The image of her like that is too sad.\Losing the trust placed in her and being stripped of her position...\Her lonely figure sitting there...\is just too sad.\What the hell do you want?! response:	They're ordinary students.
context: It's probably because the thought of her going to buy a meal ticket by herself,\then eating her Mapo tofu alone in a corner of the cafeteria...\The image of her like that is too sad.\Losing the trust placed in her and being stripped of her position...\Her lonely figure sitting there...\is just too sad.\What the hell do you want?!\They're ordinary students. response:	This is the end of the line.
context: then eating her Mapo tofu alone in a corner of the cafeteria...\The image of her like that is too sad.\Losing the trust placed in her and being stripped of her position...\Her lonely figure sitting there...\is just too sad.\What the hell do you want?!\They're ordinary students.\This is the end of the line. response:	You're under suspicion for various offenses,
context: The image of her like that is too sad.\Losing the trust placed in her and being stripped of her position...\Her lonely figure sitting there...\is just too sad.\What the hell do you want?!\They're ordinary students.\This is the end of the line.\You're under suspicion for various offenses, response:	but for now we're going to escort you all to the detention room for carrying out activities outside of curfew.
context: Losing the trust placed in her and being stripped of her position...\Her lonely figure sitting there...\is just too sad.\What the hell do you want?!\They're ordinary students.\This is the end of the line.\You're under suspicion for various offenses,\but for now we're going to escort you all to the detention room for carrying out activities outside of curfew. response:	As the new student council president, I don't intend to give you any leeway.
context: Her lonely figure sitting there...\is just too sad.\What the hell do you want?!\They're ordinary students.\This is the end of the line.\You're under suspicion for various offenses,\but for now we're going to escort you all to the detention room for carrying out activities outside of curfew.\As the new student council president, I don't intend to give you any leeway. response:	Take them.
context: is just too sad.\What the hell do you want?!\They're ordinary students.\This is the end of the line.\You're under suspicion for various offenses,\but for now we're going to escort you all to the detention room for carrying out activities outside of curfew.\As the new student council president, I don't intend to give you any leeway.\Take them. response:	Preview
context: What the hell do you want?!\They're ordinary students.\This is the end of the line.\You're under suspicion for various offenses,\but for now we're going to escort you all to the detention room for carrying out activities outside of curfew.\As the new student council president, I don't intend to give you any leeway.\Take them.\Preview response:	Take them.
context: They're ordinary students.\This is the end of the line.\You're under suspicion for various offenses,\but for now we're going to escort you all to the detention room for carrying out activities outside of curfew.\As the new student council president, I don't intend to give you any leeway.\Take them.\Preview\Take them. response:	What's with these people?
context: This is the end of the line.\You're under suspicion for various offenses,\but for now we're going to escort you all to the detention room for carrying out activities outside of curfew.\As the new student council president, I don't intend to give you any leeway.\Take them.\Preview\Take them.\What's with these people? response:	That's the acting president of the student council.
context: You're under suspicion for various offenses,\but for now we're going to escort you all to the detention room for carrying out activities outside of curfew.\As the new student council president, I don't intend to give you any leeway.\Take them.\Preview\Take them.\What's with these people?\That's the acting president of the student council. response:	That Naoi guy...
context: but for now we're going to escort you all to the detention room for carrying out activities outside of curfew.\As the new student council president, I don't intend to give you any leeway.\Take them.\Preview\Take them.\What's with these people?\That's the acting president of the student council.\That Naoi guy... response:	That's a stupid way to do it!
context: As the new student council president, I don't intend to give you any leeway.\Take them.\Preview\Take them.\What's with these people?\That's the acting president of the student council.\That Naoi guy...\That's a stupid way to do it! response:	Angel is a necessary existence.
context: Take them.\Preview\Take them.\What's with these people?\That's the acting president of the student council.\That Naoi guy...\That's a stupid way to do it!\Angel is a necessary existence. response:	Are you admitting it?
context: Preview\Take them.\What's with these people?\That's the acting president of the student council.\That Naoi guy...\That's a stupid way to do it!\Angel is a necessary existence.\Are you admitting it? response:	What the hell do you want me to reflect on!?
context: Take them.\What's with these people?\That's the acting president of the student council.\That Naoi guy...\That's a stupid way to do it!\Angel is a necessary existence.\Are you admitting it?\What the hell do you want me to reflect on!? response:	Those kids are...
context: What's with these people?\That's the acting president of the student council.\That Naoi guy...\That's a stupid way to do it!\Angel is a necessary existence.\Are you admitting it?\What the hell do you want me to reflect on!?\Those kids are... response:	God!!
context: That's the acting president of the student council.\That Naoi guy...\That's a stupid way to do it!\Angel is a necessary existence.\Are you admitting it?\What the hell do you want me to reflect on!?\Those kids are...\God!! response:	Wasn't your previous life also real to you?!
context: That Naoi guy...\That's a stupid way to do it!\Angel is a necessary existence.\Are you admitting it?\What the hell do you want me to reflect on!?\Those kids are...\God!!\Wasn't your previous life also real to you?! response:	Typesetting start
context: That's a stupid way to do it!\Angel is a necessary existence.\Are you admitting it?\What the hell do you want me to reflect on!?\Those kids are...\God!!\Wasn't your previous life also real to you?!\Typesetting start response:	Mazui presents
context: Angel is a necessary existence.\Are you admitting it?\What the hell do you want me to reflect on!?\Those kids are...\God!!\Wasn't your previous life also real to you?!\Typesetting start\Mazui presents response:	mezamete wa kurikaesu nemuri asa wa
context: Are you admitting it?\What the hell do you want me to reflect on!?\Those kids are...\God!!\Wasn't your previous life also real to you?!\Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa response:	eri no tai wo kitsuku shime
context: What the hell do you want me to reflect on!?\Those kids are...\God!!\Wasn't your previous life also real to you?!\Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime response:	kyoushitsu no doa kuguru to
context: Those kids are...\God!!\Wasn't your previous life also real to you?!\Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to response:	honno sukoshi mune wo hatte arukidaseru
context: God!!\Wasn't your previous life also real to you?!\Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru response:	sonna nichijou ni fukinukeru kaze
context: Wasn't your previous life also real to you?!\Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze response:	kikoeta ki ga shita
context: Typesetting start\Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita response:	kanjita ki ga shitanda
context: Mazui presents\mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda response:	furuedasu ima kono mune de
context: mezamete wa kurikaesu nemuri asa wa\eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de response:	mou kuru ki ga shita
context: eri no tai wo kitsuku shime\kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita response:	iku oku no hoshi ga kie satteku no wo
context: kyoushitsu no doa kuguru to\honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo response:	miokutta te wo futta yokatta ne to
context: honno sukoshi mune wo hatte arukidaseru\sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to response:	HO
context: sonna nichijou ni fukinukeru kaze\kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO response:	OO
context: kikoeta ki ga shita\kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO response:	I open my eyes again, to a sleepy morning
context: kanjita ki ga shitanda\furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning response:	I tighten the tie around my neck
context: furuedasu ima kono mune de\mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck response:	When I pass through the door of the classroom
context: mou kuru ki ga shita\iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom response:	I puff my chest out with a little bit of pride
context: iku oku no hoshi ga kie satteku no wo\miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride response:	A wind that blows past everyday life
context: miokutta te wo futta yokatta ne to\HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life response:	I thought I heard it
context: HO\OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it response:	I thought I felt it
context: OO\I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it response:	It started to shake within my chest
context: I open my eyes again, to a sleepy morning\I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest response:	I felt it would come now
context: I tighten the tie around my neck\When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now response:	I watched countless stars as they vanished
context: When I pass through the door of the classroom\I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished response:	I waved goodbye, I'm glad
context: I puff my chest out with a little bit of pride\A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad response:	sou tsubuyaitemiseru
context: A wind that blows past everyday life\I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\sou tsubuyaitemiseru response:	itsuka hito wa hitori ni natte
context: I thought I heard it\I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte response:	omoide no naka ni ikiteku dake
context: I thought I felt it\It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake response:	kodoku sae aishi waratterareru you ni
context: It started to shake within my chest\I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni response:	atashi wa tatakaunda
context: I felt it would come now\I watched countless stars as they vanished\I waved goodbye, I'm glad\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda response:	namida nante misenainda
context: I watched countless stars as they vanished\I waved goodbye, I'm glad\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda response:	HH
context: I waved goodbye, I'm glad\sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH response:	I try to whisper to myself
context: sou tsubuyaitemiseru\itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I try to whisper to myself response:	Everyone becomes alone someday
context: itsuka hito wa hitori ni natte\omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I try to whisper to myself\Everyone becomes alone someday response:	They live on only in memories
context: omoide no naka ni ikiteku dake\kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories response:	So I can laugh with my heart, even in this loneliness
context: kodoku sae aishi waratterareru you ni\atashi wa tatakaunda\namida nante misenainda\HH\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness response:	I will fight
context: atashi wa tatakaunda\namida nante misenainda\HH\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight response:	I will show no tears
context: namida nante misenainda\HH\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears response:	Locations
context: HH\I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears\Locations response:	Anti - Angel Operations Headquarters
context: I try to whisper to myself\Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears\Locations\Anti - Angel Operations Headquarters response:	Classroom Block A Roof
context: Everyone becomes alone someday\They live on only in memories\So I can laugh with my heart, even in this loneliness\I will fight\I will show no tears\Locations\Anti - Angel Operations Headquarters\Classroom Block A Roof response:	Staff Building First Floor Hall outside Staffroom
