context: <National Astronomical Observatory of Japan> response:	<No Tresspassing>
context: Bokura wa sou Day by Day\That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you... response:	What?
context: That's right, Day by Day,\ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you...\What? response:	You lose your emotions when you become a contractor, don't you?
context: ashita e tsuzuku michi no tochuu de\we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you...\What?\You lose your emotions when you become a contractor, don't you? response:	I hate you.
context: we're midway on the road leading to tomorrow\Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you...\What?\You lose your emotions when you become a contractor, don't you?\I hate you. response:	I see.
context: Now Say It Again kimi to futari no mama\Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you...\What?\You lose your emotions when you become a contractor, don't you?\I hate you.\I see. response:	Even if it means being with someone I hate...
context: Now Say It Again, though it'd be great if\irareta nara ii no ni naa...\I could remain together with you...\What?\You lose your emotions when you become a contractor, don't you?\I hate you.\I see.\Even if it means being with someone I hate... response:	I'll do what it takes to meet Shion.
context: irareta nara ii no ni naa...\I could remain together with you...\What?\You lose your emotions when you become a contractor, don't you?\I hate you.\I see.\Even if it means being with someone I hate...\I'll do what it takes to meet Shion. response:	The overcast sky is bleak and grey.
context: I could remain together with you...\What?\You lose your emotions when you become a contractor, don't you?\I hate you.\I see.\Even if it means being with someone I hate...\I'll do what it takes to meet Shion.\The overcast sky is bleak and grey. response:	The time flows too slowly for a child.
context: What?\You lose your emotions when you become a contractor, don't you?\I hate you.\I see.\Even if it means being with someone I hate...\I'll do what it takes to meet Shion.\The overcast sky is bleak and grey.\The time flows too slowly for a child. response:	The unripe fruit remains bitter.
context: You lose your emotions when you become a contractor, don't you?\I hate you.\I see.\Even if it means being with someone I hate...\I'll do what it takes to meet Shion.\The overcast sky is bleak and grey.\The time flows too slowly for a child.\The unripe fruit remains bitter. response:	After you've lost everything is when you realize those were the happy times.
context: I hate you.\I see.\Even if it means being with someone I hate...\I'll do what it takes to meet Shion.\The overcast sky is bleak and grey.\The time flows too slowly for a child.\The unripe fruit remains bitter.\After you've lost everything is when you realize those were the happy times. response:	A life ends when you hear the echos of a gunshot.
context: I see.\Even if it means being with someone I hate...\I'll do what it takes to meet Shion.\The overcast sky is bleak and grey.\The time flows too slowly for a child.\The unripe fruit remains bitter.\After you've lost everything is when you realize those were the happy times.\A life ends when you hear the echos of a gunshot. response:	And then...
context: Even if it means being with someone I hate...\I'll do what it takes to meet Shion.\The overcast sky is bleak and grey.\The time flows too slowly for a child.\The unripe fruit remains bitter.\After you've lost everything is when you realize those were the happy times.\A life ends when you hear the echos of a gunshot.\And then... response:	a spirit appears...
context: I'll do what it takes to meet Shion.\The overcast sky is bleak and grey.\The time flows too slowly for a child.\The unripe fruit remains bitter.\After you've lost everything is when you realize those were the happy times.\A life ends when you hear the echos of a gunshot.\And then...\a spirit appears... response:	without knowledge of what transpired.
