context: This is a BETA version. response:	I will go to Europe.
context: In the past, you were in that room, right? Megumi-chan!\Yuuto-kun...\Petrouchka...\Stravinsky, who was a pianist and conductor, changed this orchestra piece\into a piano piece for the sake of a ballet\An orchestra piece?\It's a sad story about a puppet,\who after given life by the puppeteer, response:	eventually wished to be a real human.
context: Yuuto-kun...\Petrouchka...\Stravinsky, who was a pianist and conductor, changed this orchestra piece\into a piano piece for the sake of a ballet\An orchestra piece?\It's a sad story about a puppet,\who after given life by the puppeteer,\eventually wished to be a real human. response:	So this piece is like a festival in a lively toyland...
context: Petrouchka...\Stravinsky, who was a pianist and conductor, changed this orchestra piece\into a piano piece for the sake of a ballet\An orchestra piece?\It's a sad story about a puppet,\who after given life by the puppeteer,\eventually wished to be a real human.\So this piece is like a festival in a lively toyland... response:	It's impossible!
context: Stravinsky, who was a pianist and conductor, changed this orchestra piece\into a piano piece for the sake of a ballet\An orchestra piece?\It's a sad story about a puppet,\who after given life by the puppeteer,\eventually wished to be a real human.\So this piece is like a festival in a lively toyland...\It's impossible! response:	even if you have good ears,
context: into a piano piece for the sake of a ballet\An orchestra piece?\It's a sad story about a puppet,\who after given life by the puppeteer,\eventually wished to be a real human.\So this piece is like a festival in a lively toyland...\It's impossible!\even if you have good ears, response:	you won't make it in time!
context: An orchestra piece?\It's a sad story about a puppet,\who after given life by the puppeteer,\eventually wished to be a real human.\So this piece is like a festival in a lively toyland...\It's impossible!\even if you have good ears,\you won't make it in time! response:	Give up!
context: It's a sad story about a puppet,\who after given life by the puppeteer,\eventually wished to be a real human.\So this piece is like a festival in a lively toyland...\It's impossible!\even if you have good ears,\you won't make it in time!\Give up! response:	Once more from the beginning!
context: who after given life by the puppeteer,\eventually wished to be a real human.\So this piece is like a festival in a lively toyland...\It's impossible!\even if you have good ears,\you won't make it in time!\Give up!\Once more from the beginning! response:	Nodame-chan! It's time already!
context: eventually wished to be a real human.\So this piece is like a festival in a lively toyland...\It's impossible!\even if you have good ears,\you won't make it in time!\Give up!\Once more from the beginning!\Nodame-chan! It's time already! response:	We have to go to the competition hall! We have to rush!
context: So this piece is like a festival in a lively toyland...\It's impossible!\even if you have good ears,\you won't make it in time!\Give up!\Once more from the beginning!\Nodame-chan! It's time already!\We have to go to the competition hall! We have to rush! response:	Just a bit more...
context: It's impossible!\even if you have good ears,\you won't make it in time!\Give up!\Once more from the beginning!\Nodame-chan! It's time already!\We have to go to the competition hall! We have to rush!\Just a bit more... response:	One complete song...
context: even if you have good ears,\you won't make it in time!\Give up!\Once more from the beginning!\Nodame-chan! It's time already!\We have to go to the competition hall! We have to rush!\Just a bit more...\One complete song... response:	doesn't make it in time...
context: you won't make it in time!\Give up!\Once more from the beginning!\Nodame-chan! It's time already!\We have to go to the competition hall! We have to rush!\Just a bit more...\One complete song...\doesn't make it in time... response:	She hasn't given up, has she?
context: Give up!\Once more from the beginning!\Nodame-chan! It's time already!\We have to go to the competition hall! We have to rush!\Just a bit more...\One complete song...\doesn't make it in time...\She hasn't given up, has she? response:	Hey, what's that ringtone?
context: Once more from the beginning!\Nodame-chan! It's time already!\We have to go to the competition hall! We have to rush!\Just a bit more...\One complete song...\doesn't make it in time...\She hasn't given up, has she?\Hey, what's that ringtone? response:	Today's Cooking, Today's Cooking! (=a TV show, the song is its theme song)
context: Nodame-chan! It's time already!\We have to go to the competition hall! We have to rush!\Just a bit more...\One complete song...\doesn't make it in time...\She hasn't given up, has she?\Hey, what's that ringtone?\Today's Cooking, Today's Cooking! (=a TV show, the song is its theme song) response:	Nice choice!
context: We have to go to the competition hall! We have to rush!\Just a bit more...\One complete song...\doesn't make it in time...\She hasn't given up, has she?\Hey, what's that ringtone?\Today's Cooking, Today's Cooking! (=a TV show, the song is its theme song)\Nice choice! response:	Oi! We arrived!!
context: Just a bit more...\One complete song...\doesn't make it in time...\She hasn't given up, has she?\Hey, what's that ringtone?\Today's Cooking, Today's Cooking! (=a TV show, the song is its theme song)\Nice choice!\Oi! We arrived!! response:	Noda, let's get off!!
context: One complete song...\doesn't make it in time...\She hasn't given up, has she?\Hey, what's that ringtone?\Today's Cooking, Today's Cooking! (=a TV show, the song is its theme song)\Nice choice!\Oi! We arrived!!\Noda, let's get off!! response:	Nodame-chan, hurry up!
context: doesn't make it in time...\She hasn't given up, has she?\Hey, what's that ringtone?\Today's Cooking, Today's Cooking! (=a TV show, the song is its theme song)\Nice choice!\Oi! We arrived!!\Noda, let's get off!!\Nodame-chan, hurry up! response:	Come on, Nodame-chan!! Hurry!
context: She hasn't given up, has she?\Hey, what's that ringtone?\Today's Cooking, Today's Cooking! (=a TV show, the song is its theme song)\Nice choice!\Oi! We arrived!!\Noda, let's get off!!\Nodame-chan, hurry up!\Come on, Nodame-chan!! Hurry! response:	Noda! You really did it well!
context: Hey, what's that ringtone?\Today's Cooking, Today's Cooking! (=a TV show, the song is its theme song)\Nice choice!\Oi! We arrived!!\Noda, let's get off!!\Nodame-chan, hurry up!\Come on, Nodame-chan!! Hurry!\Noda! You really did it well! response:	However...
context: Today's Cooking, Today's Cooking! (=a TV show, the song is its theme song)\Nice choice!\Oi! We arrived!!\Noda, let's get off!!\Nodame-chan, hurry up!\Come on, Nodame-chan!! Hurry!\Noda! You really did it well!\However... response:	you shouldn't perform the 2nd piece in such a condition!
context: Nice choice!\Oi! We arrived!!\Noda, let's get off!!\Nodame-chan, hurry up!\Come on, Nodame-chan!! Hurry!\Noda! You really did it well!\However...\you shouldn't perform the 2nd piece in such a condition! response:	Even if you fail...
context: Oi! We arrived!!\Noda, let's get off!!\Nodame-chan, hurry up!\Come on, Nodame-chan!! Hurry!\Noda! You really did it well!\However...\you shouldn't perform the 2nd piece in such a condition!\Even if you fail... response:	Oi!
context: Noda, let's get off!!\Nodame-chan, hurry up!\Come on, Nodame-chan!! Hurry!\Noda! You really did it well!\However...\you shouldn't perform the 2nd piece in such a condition!\Even if you fail...\Oi! response:	After you finish playing the first piece,
context: Nodame-chan, hurry up!\Come on, Nodame-chan!! Hurry!\Noda! You really did it well!\However...\you shouldn't perform the 2nd piece in such a condition!\Even if you fail...\Oi!\After you finish playing the first piece, response:	leave the stage!
context: Come on, Nodame-chan!! Hurry!\Noda! You really did it well!\However...\you shouldn't perform the 2nd piece in such a condition!\Even if you fail...\Oi!\After you finish playing the first piece,\leave the stage! response:	Okay?
context: Noda! You really did it well!\However...\you shouldn't perform the 2nd piece in such a condition!\Even if you fail...\Oi!\After you finish playing the first piece,\leave the stage!\Okay? response:	Nodame-chan, hurry up!
context: However...\you shouldn't perform the 2nd piece in such a condition!\Even if you fail...\Oi!\After you finish playing the first piece,\leave the stage!\Okay?\Nodame-chan, hurry up! response:	Maradonna Piano Competition Final Stage
context: you shouldn't perform the 2nd piece in such a condition!\Even if you fail...\Oi!\After you finish playing the first piece,\leave the stage!\Okay?\Nodame-chan, hurry up!\Maradonna Piano Competition Final Stage response:	First, you have to change your clothes!
context: Even if you fail...\Oi!\After you finish playing the first piece,\leave the stage!\Okay?\Nodame-chan, hurry up!\Maradonna Piano Competition Final Stage\First, you have to change your clothes! response:	As expected of the Final Stage...
context: Oi!\After you finish playing the first piece,\leave the stage!\Okay?\Nodame-chan, hurry up!\Maradonna Piano Competition Final Stage\First, you have to change your clothes!\As expected of the Final Stage... response:	the level is high!
context: After you finish playing the first piece,\leave the stage!\Okay?\Nodame-chan, hurry up!\Maradonna Piano Competition Final Stage\First, you have to change your clothes!\As expected of the Final Stage...\the level is high! response:	Even I started to feel very tense!!
context: leave the stage!\Okay?\Nodame-chan, hurry up!\Maradonna Piano Competition Final Stage\First, you have to change your clothes!\As expected of the Final Stage...\the level is high!\Even I started to feel very tense!! response:	Will Nodame-chan be alright?
context: Okay?\Nodame-chan, hurry up!\Maradonna Piano Competition Final Stage\First, you have to change your clothes!\As expected of the Final Stage...\the level is high!\Even I started to feel very tense!!\Will Nodame-chan be alright? response:	28. Noda Megumi Schumann/Piano Sonata No2 Stravinsky/Petrouchka
context: Nodame-chan, hurry up!\Maradonna Piano Competition Final Stage\First, you have to change your clothes!\As expected of the Final Stage...\the level is high!\Even I started to feel very tense!!\Will Nodame-chan be alright?\28. Noda Megumi Schumann/Piano Sonata No2 Stravinsky/Petrouchka response:	Megumi-chan?
context: Maradonna Piano Competition Final Stage\First, you have to change your clothes!\As expected of the Final Stage...\the level is high!\Even I started to feel very tense!!\Will Nodame-chan be alright?\28. Noda Megumi Schumann/Piano Sonata No2 Stravinsky/Petrouchka\Megumi-chan? response:	That mouth..
context: First, you have to change your clothes!\As expected of the Final Stage...\the level is high!\Even I started to feel very tense!!\Will Nodame-chan be alright?\28. Noda Megumi Schumann/Piano Sonata No2 Stravinsky/Petrouchka\Megumi-chan?\That mouth.. response:	Clown face Megumi-chan!
context: As expected of the Final Stage...\the level is high!\Even I started to feel very tense!!\Will Nodame-chan be alright?\28. Noda Megumi Schumann/Piano Sonata No2 Stravinsky/Petrouchka\Megumi-chan?\That mouth..\Clown face Megumi-chan! response:	Clown face?
context: the level is high!\Even I started to feel very tense!!\Will Nodame-chan be alright?\28. Noda Megumi Schumann/Piano Sonata No2 Stravinsky/Petrouchka\Megumi-chan?\That mouth..\Clown face Megumi-chan!\Clown face? response:	So you were still playing the piano?
context: Even I started to feel very tense!!\Will Nodame-chan be alright?\28. Noda Megumi Schumann/Piano Sonata No2 Stravinsky/Petrouchka\Megumi-chan?\That mouth..\Clown face Megumi-chan!\Clown face?\So you were still playing the piano? response:	I was so surprised to see you in competition!
context: Will Nodame-chan be alright?\28. Noda Megumi Schumann/Piano Sonata No2 Stravinsky/Petrouchka\Megumi-chan?\That mouth..\Clown face Megumi-chan!\Clown face?\So you were still playing the piano?\I was so surprised to see you in competition! response:	Today, Hanasakura Sensei also came here to see.
context: 28. Noda Megumi Schumann/Piano Sonata No2 Stravinsky/Petrouchka\Megumi-chan?\That mouth..\Clown face Megumi-chan!\Clown face?\So you were still playing the piano?\I was so surprised to see you in competition!\Today, Hanasakura Sensei also came here to see. response:	Ehh, Petrouchka...
context: Megumi-chan?\That mouth..\Clown face Megumi-chan!\Clown face?\So you were still playing the piano?\I was so surprised to see you in competition!\Today, Hanasakura Sensei also came here to see.\Ehh, Petrouchka... response:	So you can play such a piece already! How wonderful!
context: That mouth..\Clown face Megumi-chan!\Clown face?\So you were still playing the piano?\I was so surprised to see you in competition!\Today, Hanasakura Sensei also came here to see.\Ehh, Petrouchka...\So you can play such a piece already! How wonderful! response:	Megumi-chan!!
context: Clown face Megumi-chan!\Clown face?\So you were still playing the piano?\I was so surprised to see you in competition!\Today, Hanasakura Sensei also came here to see.\Ehh, Petrouchka...\So you can play such a piece already! How wonderful!\Megumi-chan!! response:	But I...won't be defeated by you anymore!
context: Clown face?\So you were still playing the piano?\I was so surprised to see you in competition!\Today, Hanasakura Sensei also came here to see.\Ehh, Petrouchka...\So you can play such a piece already! How wonderful!\Megumi-chan!!\But I...won't be defeated by you anymore! response:	Anyhow, once a person passes 20 years old, she's just a usual person...they said!
context: So you were still playing the piano?\I was so surprised to see you in competition!\Today, Hanasakura Sensei also came here to see.\Ehh, Petrouchka...\So you can play such a piece already! How wonderful!\Megumi-chan!!\But I...won't be defeated by you anymore!\Anyhow, once a person passes 20 years old, she's just a usual person...they said! response:	I heard that he was a candidate to win 1st place.
context: I was so surprised to see you in competition!\Today, Hanasakura Sensei also came here to see.\Ehh, Petrouchka...\So you can play such a piece already! How wonderful!\Megumi-chan!!\But I...won't be defeated by you anymore!\Anyhow, once a person passes 20 years old, she's just a usual person...they said!\I heard that he was a candidate to win 1st place. response:	Looks like it!! What an appearance!!
context: Today, Hanasakura Sensei also came here to see.\Ehh, Petrouchka...\So you can play such a piece already! How wonderful!\Megumi-chan!!\But I...won't be defeated by you anymore!\Anyhow, once a person passes 20 years old, she's just a usual person...they said!\I heard that he was a candidate to win 1st place.\Looks like it!! What an appearance!! response:	He's skillful!
context: Ehh, Petrouchka...\So you can play such a piece already! How wonderful!\Megumi-chan!!\But I...won't be defeated by you anymore!\Anyhow, once a person passes 20 years old, she's just a usual person...they said!\I heard that he was a candidate to win 1st place.\Looks like it!! What an appearance!!\He's skillful! response:	The echo of the chord is good
context: So you can play such a piece already! How wonderful!\Megumi-chan!!\But I...won't be defeated by you anymore!\Anyhow, once a person passes 20 years old, she's just a usual person...they said!\I heard that he was a candidate to win 1st place.\Looks like it!! What an appearance!!\He's skillful!\The echo of the chord is good response:	The feeling of the variation part also comes out well.
context: Megumi-chan!!\But I...won't be defeated by you anymore!\Anyhow, once a person passes 20 years old, she's just a usual person...they said!\I heard that he was a candidate to win 1st place.\Looks like it!! What an appearance!!\He's skillful!\The echo of the chord is good\The feeling of the variation part also comes out well. response:	But that obasan! What a person!!
context: But I...won't be defeated by you anymore!\Anyhow, once a person passes 20 years old, she's just a usual person...they said!\I heard that he was a candidate to win 1st place.\Looks like it!! What an appearance!!\He's skillful!\The echo of the chord is good\The feeling of the variation part also comes out well.\But that obasan! What a person!! response:	Amazing! Not a single miss!
context: Anyhow, once a person passes 20 years old, she's just a usual person...they said!\I heard that he was a candidate to win 1st place.\Looks like it!! What an appearance!!\He's skillful!\The echo of the chord is good\The feeling of the variation part also comes out well.\But that obasan! What a person!!\Amazing! Not a single miss! response:	21. Yuuto Segawa 21 years old
context: I heard that he was a candidate to win 1st place.\Looks like it!! What an appearance!!\He's skillful!\The echo of the chord is good\The feeling of the variation part also comes out well.\But that obasan! What a person!!\Amazing! Not a single miss!\21. Yuuto Segawa 21 years old response:	I wonder...what is it that he is scared of?
context: Looks like it!! What an appearance!!\He's skillful!\The echo of the chord is good\The feeling of the variation part also comes out well.\But that obasan! What a person!!\Amazing! Not a single miss!\21. Yuuto Segawa 21 years old\I wonder...what is it that he is scared of? response:	What's wrong?
context: He's skillful!\The echo of the chord is good\The feeling of the variation part also comes out well.\But that obasan! What a person!!\Amazing! Not a single miss!\21. Yuuto Segawa 21 years old\I wonder...what is it that he is scared of?\What's wrong? response:	You must aim higher!
context: The echo of the chord is good\The feeling of the variation part also comes out well.\But that obasan! What a person!!\Amazing! Not a single miss!\21. Yuuto Segawa 21 years old\I wonder...what is it that he is scared of?\What's wrong?\You must aim higher! response:	Fly to the world!
context: The feeling of the variation part also comes out well.\But that obasan! What a person!!\Amazing! Not a single miss!\21. Yuuto Segawa 21 years old\I wonder...what is it that he is scared of?\What's wrong?\You must aim higher!\Fly to the world! response:	This hand is wrong! This hand!!!
context: But that obasan! What a person!!\Amazing! Not a single miss!\21. Yuuto Segawa 21 years old\I wonder...what is it that he is scared of?\What's wrong?\You must aim higher!\Fly to the world!\This hand is wrong! This hand!!! response:	Next is Nodame, right?
context: Amazing! Not a single miss!\21. Yuuto Segawa 21 years old\I wonder...what is it that he is scared of?\What's wrong?\You must aim higher!\Fly to the world!\This hand is wrong! This hand!!!\Next is Nodame, right? response:	I wonder what kind of performance is she going to give?
context: 21. Yuuto Segawa 21 years old\I wonder...what is it that he is scared of?\What's wrong?\You must aim higher!\Fly to the world!\This hand is wrong! This hand!!!\Next is Nodame, right?\I wonder what kind of performance is she going to give? response:	Schumann and Stravinsky..
context: I wonder...what is it that he is scared of?\What's wrong?\You must aim higher!\Fly to the world!\This hand is wrong! This hand!!!\Next is Nodame, right?\I wonder what kind of performance is she going to give?\Schumann and Stravinsky.. response:	The two pieces...
context: What's wrong?\You must aim higher!\Fly to the world!\This hand is wrong! This hand!!!\Next is Nodame, right?\I wonder what kind of performance is she going to give?\Schumann and Stravinsky..\The two pieces... response:	can she really play them?
context: You must aim higher!\Fly to the world!\This hand is wrong! This hand!!!\Next is Nodame, right?\I wonder what kind of performance is she going to give?\Schumann and Stravinsky..\The two pieces...\can she really play them? response:	Nodame-chan!
context: Fly to the world!\This hand is wrong! This hand!!!\Next is Nodame, right?\I wonder what kind of performance is she going to give?\Schumann and Stravinsky..\The two pieces...\can she really play them?\Nodame-chan! response:	Haaa?
context: This hand is wrong! This hand!!!\Next is Nodame, right?\I wonder what kind of performance is she going to give?\Schumann and Stravinsky..\The two pieces...\can she really play them?\Nodame-chan!\Haaa? response:	Scarlett O'Hara?
context: Next is Nodame, right?\I wonder what kind of performance is she going to give?\Schumann and Stravinsky..\The two pieces...\can she really play them?\Nodame-chan!\Haaa?\Scarlett O'Hara? response:	What a dress!
context: I wonder what kind of performance is she going to give?\Schumann and Stravinsky..\The two pieces...\can she really play them?\Nodame-chan!\Haaa?\Scarlett O'Hara?\What a dress! response:	Your forte is being surpassed, Masumi-chan!
context: Schumann and Stravinsky..\The two pieces...\can she really play them?\Nodame-chan!\Haaa?\Scarlett O'Hara?\What a dress!\Your forte is being surpassed, Masumi-chan! response:	Wanting to catch up with him...
context: The two pieces...\can she really play them?\Nodame-chan!\Haaa?\Scarlett O'Hara?\What a dress!\Your forte is being surpassed, Masumi-chan!\Wanting to catch up with him... response:	she did her best to arrive at this stage.
context: can she really play them?\Nodame-chan!\Haaa?\Scarlett O'Hara?\What a dress!\Your forte is being surpassed, Masumi-chan!\Wanting to catch up with him...\she did her best to arrive at this stage. response:	Oh God, please bless her!
context: Nodame-chan!\Haaa?\Scarlett O'Hara?\What a dress!\Your forte is being surpassed, Masumi-chan!\Wanting to catch up with him...\she did her best to arrive at this stage.\Oh God, please bless her! response:	She, all of a sudden...
context: Haaa?\Scarlett O'Hara?\What a dress!\Your forte is being surpassed, Masumi-chan!\Wanting to catch up with him...\she did her best to arrive at this stage.\Oh God, please bless her!\She, all of a sudden... response:	playing it as if the urgency of the rhythm is clinging on her...
context: Scarlett O'Hara?\What a dress!\Your forte is being surpassed, Masumi-chan!\Wanting to catch up with him...\she did her best to arrive at this stage.\Oh God, please bless her!\She, all of a sudden...\playing it as if the urgency of the rhythm is clinging on her... response:	a complete Schumann...
context: What a dress!\Your forte is being surpassed, Masumi-chan!\Wanting to catch up with him...\she did her best to arrive at this stage.\Oh God, please bless her!\She, all of a sudden...\playing it as if the urgency of the rhythm is clinging on her...\a complete Schumann... response:	It is my first time...
context: Your forte is being surpassed, Masumi-chan!\Wanting to catch up with him...\she did her best to arrive at this stage.\Oh God, please bless her!\She, all of a sudden...\playing it as if the urgency of the rhythm is clinging on her...\a complete Schumann...\It is my first time... response:	to see her performing like this.
context: Wanting to catch up with him...\she did her best to arrive at this stage.\Oh God, please bless her!\She, all of a sudden...\playing it as if the urgency of the rhythm is clinging on her...\a complete Schumann...\It is my first time...\to see her performing like this. response:	Don't lose control, Baby-chan!
context: she did her best to arrive at this stage.\Oh God, please bless her!\She, all of a sudden...\playing it as if the urgency of the rhythm is clinging on her...\a complete Schumann...\It is my first time...\to see her performing like this.\Don't lose control, Baby-chan! response:	What is it which you want so much, that you came to this place?
context: Oh God, please bless her!\She, all of a sudden...\playing it as if the urgency of the rhythm is clinging on her...\a complete Schumann...\It is my first time...\to see her performing like this.\Don't lose control, Baby-chan!\What is it which you want so much, that you came to this place? response:	There's still one piece left, but the audience already...
context: She, all of a sudden...\playing it as if the urgency of the rhythm is clinging on her...\a complete Schumann...\It is my first time...\to see her performing like this.\Don't lose control, Baby-chan!\What is it which you want so much, that you came to this place?\There's still one piece left, but the audience already... response:	Kozo-san...
context: playing it as if the urgency of the rhythm is clinging on her...\a complete Schumann...\It is my first time...\to see her performing like this.\Don't lose control, Baby-chan!\What is it which you want so much, that you came to this place?\There's still one piece left, but the audience already...\Kozo-san... response:	Well done, Noda!
context: a complete Schumann...\It is my first time...\to see her performing like this.\Don't lose control, Baby-chan!\What is it which you want so much, that you came to this place?\There's still one piece left, but the audience already...\Kozo-san...\Well done, Noda! response:	However..
context: It is my first time...\to see her performing like this.\Don't lose control, Baby-chan!\What is it which you want so much, that you came to this place?\There's still one piece left, but the audience already...\Kozo-san...\Well done, Noda!\However.. response:	Stop here!
context: to see her performing like this.\Don't lose control, Baby-chan!\What is it which you want so much, that you came to this place?\There's still one piece left, but the audience already...\Kozo-san...\Well done, Noda!\However..\Stop here! response:	Stand up now...and bow to the audience!
context: Don't lose control, Baby-chan!\What is it which you want so much, that you came to this place?\There's still one piece left, but the audience already...\Kozo-san...\Well done, Noda!\However..\Stop here!\Stand up now...and bow to the audience! response:	Noda?
context: What is it which you want so much, that you came to this place?\There's still one piece left, but the audience already...\Kozo-san...\Well done, Noda!\However..\Stop here!\Stand up now...and bow to the audience!\Noda? response:	Nodame?
context: There's still one piece left, but the audience already...\Kozo-san...\Well done, Noda!\However..\Stop here!\Stand up now...and bow to the audience!\Noda?\Nodame? response:	Not yet, not yet, there is still more you can do, can't you?
context: Kozo-san...\Well done, Noda!\However..\Stop here!\Stand up now...and bow to the audience!\Noda?\Nodame?\Not yet, not yet, there is still more you can do, can't you? response:	She plays it!!
context: Well done, Noda!\However..\Stop here!\Stand up now...and bow to the audience!\Noda?\Nodame?\Not yet, not yet, there is still more you can do, can't you?\She plays it!! response:	An active piece with a lot of notes...
context: However..\Stop here!\Stand up now...and bow to the audience!\Noda?\Nodame?\Not yet, not yet, there is still more you can do, can't you?\She plays it!!\An active piece with a lot of notes... response:	Her versatile sounds are being drawn out
context: Stop here!\Stand up now...and bow to the audience!\Noda?\Nodame?\Not yet, not yet, there is still more you can do, can't you?\She plays it!!\An active piece with a lot of notes...\Her versatile sounds are being drawn out response:	This is completely..
context: Stand up now...and bow to the audience!\Noda?\Nodame?\Not yet, not yet, there is still more you can do, can't you?\She plays it!!\An active piece with a lot of notes...\Her versatile sounds are being drawn out\This is completely.. response:	the sounds of an orchestra!
context: Noda?\Nodame?\Not yet, not yet, there is still more you can do, can't you?\She plays it!!\An active piece with a lot of notes...\Her versatile sounds are being drawn out\This is completely..\the sounds of an orchestra! response:	Todays' Cooking
context: Nodame?\Not yet, not yet, there is still more you can do, can't you?\She plays it!!\An active piece with a lot of notes...\Her versatile sounds are being drawn out\This is completely..\the sounds of an orchestra!\Todays' Cooking response:	She stops!!
context: Not yet, not yet, there is still more you can do, can't you?\She plays it!!\An active piece with a lot of notes...\Her versatile sounds are being drawn out\This is completely..\the sounds of an orchestra!\Todays' Cooking\She stops!! response:	What happened with Nodame?
context: She plays it!!\An active piece with a lot of notes...\Her versatile sounds are being drawn out\This is completely..\the sounds of an orchestra!\Todays' Cooking\She stops!!\What happened with Nodame? response:	That's not Petrouchka!
context: An active piece with a lot of notes...\Her versatile sounds are being drawn out\This is completely..\the sounds of an orchestra!\Todays' Cooking\She stops!!\What happened with Nodame?\That's not Petrouchka! response:	Ah, back again now!
context: Her versatile sounds are being drawn out\This is completely..\the sounds of an orchestra!\Todays' Cooking\She stops!!\What happened with Nodame?\That's not Petrouchka!\Ah, back again now! response:	She's composing her own piece!
context: This is completely..\the sounds of an orchestra!\Todays' Cooking\She stops!!\What happened with Nodame?\That's not Petrouchka!\Ah, back again now!\She's composing her own piece! response:	She recovered in the later part..
context: the sounds of an orchestra!\Todays' Cooking\She stops!!\What happened with Nodame?\That's not Petrouchka!\Ah, back again now!\She's composing her own piece!\She recovered in the later part.. response:	BRAVO!
context: Todays' Cooking\She stops!!\What happened with Nodame?\That's not Petrouchka!\Ah, back again now!\She's composing her own piece!\She recovered in the later part..\BRAVO! response:	Megumi Noda No 28
context: She stops!!\What happened with Nodame?\That's not Petrouchka!\Ah, back again now!\She's composing her own piece!\She recovered in the later part..\BRAVO!\Megumi Noda No 28 response:	Megumi Noda...
context: What happened with Nodame?\That's not Petrouchka!\Ah, back again now!\She's composing her own piece!\She recovered in the later part..\BRAVO!\Megumi Noda No 28\Megumi Noda... response:	Even if it was a good performance,
context: That's not Petrouchka!\Ah, back again now!\She's composing her own piece!\She recovered in the later part..\BRAVO!\Megumi Noda No 28\Megumi Noda...\Even if it was a good performance, response:	changing the piece is not allowed in competition.
context: Ah, back again now!\She's composing her own piece!\She recovered in the later part..\BRAVO!\Megumi Noda No 28\Megumi Noda...\Even if it was a good performance,\changing the piece is not allowed in competition. response:	After all, it means that she couldn't master the piece on time.
context: She's composing her own piece!\She recovered in the later part..\BRAVO!\Megumi Noda No 28\Megumi Noda...\Even if it was a good performance,\changing the piece is not allowed in competition.\After all, it means that she couldn't master the piece on time. response:	Even so..
context: She recovered in the later part..\BRAVO!\Megumi Noda No 28\Megumi Noda...\Even if it was a good performance,\changing the piece is not allowed in competition.\After all, it means that she couldn't master the piece on time.\Even so.. response:	Noda Megumi No.28
context: BRAVO!\Megumi Noda No 28\Megumi Noda...\Even if it was a good performance,\changing the piece is not allowed in competition.\After all, it means that she couldn't master the piece on time.\Even so..\Noda Megumi No.28 response:	Fourth place: no 8, Tsuboi Ryuuji!
context: Megumi Noda No 28\Megumi Noda...\Even if it was a good performance,\changing the piece is not allowed in competition.\After all, it means that she couldn't master the piece on time.\Even so..\Noda Megumi No.28\Fourth place: no 8, Tsuboi Ryuuji! response:	Third place: no 10...Sakake Shouko!
context: Megumi Noda...\Even if it was a good performance,\changing the piece is not allowed in competition.\After all, it means that she couldn't master the piece on time.\Even so..\Noda Megumi No.28\Fourth place: no 8, Tsuboi Ryuuji!\Third place: no 10...Sakake Shouko! response:	First place: No one!
context: Even if it was a good performance,\changing the piece is not allowed in competition.\After all, it means that she couldn't master the piece on time.\Even so..\Noda Megumi No.28\Fourth place: no 8, Tsuboi Ryuuji!\Third place: no 10...Sakake Shouko!\First place: No one! response:	Second place: No 21, Segawa Yuuto!
context: changing the piece is not allowed in competition.\After all, it means that she couldn't master the piece on time.\Even so..\Noda Megumi No.28\Fourth place: no 8, Tsuboi Ryuuji!\Third place: no 10...Sakake Shouko!\First place: No one!\Second place: No 21, Segawa Yuuto! response:	Why there is no one for First Place?
context: After all, it means that she couldn't master the piece on time.\Even so..\Noda Megumi No.28\Fourth place: no 8, Tsuboi Ryuuji!\Third place: no 10...Sakake Shouko!\First place: No one!\Second place: No 21, Segawa Yuuto!\Why there is no one for First Place? response:	Nodame!
context: Even so..\Noda Megumi No.28\Fourth place: no 8, Tsuboi Ryuuji!\Third place: no 10...Sakake Shouko!\First place: No one!\Second place: No 21, Segawa Yuuto!\Why there is no one for First Place?\Nodame! response:	Won't you go to Europe together with me?
context: Noda Megumi No.28\Fourth place: no 8, Tsuboi Ryuuji!\Third place: no 10...Sakake Shouko!\First place: No one!\Second place: No 21, Segawa Yuuto!\Why there is no one for First Place?\Nodame!\Won't you go to Europe together with me? response:	If you want to continue your piano,
context: Fourth place: no 8, Tsuboi Ryuuji!\Third place: no 10...Sakake Shouko!\First place: No one!\Second place: No 21, Segawa Yuuto!\Why there is no one for First Place?\Nodame!\Won't you go to Europe together with me?\If you want to continue your piano, response:	rather than our school,
context: Third place: no 10...Sakake Shouko!\First place: No one!\Second place: No 21, Segawa Yuuto!\Why there is no one for First Place?\Nodame!\Won't you go to Europe together with me?\If you want to continue your piano,\rather than our school, response:	I think the school abroad will suit you better.
context: First place: No one!\Second place: No 21, Segawa Yuuto!\Why there is no one for First Place?\Nodame!\Won't you go to Europe together with me?\If you want to continue your piano,\rather than our school,\I think the school abroad will suit you better. response:	Moreover there are scholarship organizations, and other competitions,
context: Second place: No 21, Segawa Yuuto!\Why there is no one for First Place?\Nodame!\Won't you go to Europe together with me?\If you want to continue your piano,\rather than our school,\I think the school abroad will suit you better.\Moreover there are scholarship organizations, and other competitions, response:	go abroad,
context: Why there is no one for First Place?\Nodame!\Won't you go to Europe together with me?\If you want to continue your piano,\rather than our school,\I think the school abroad will suit you better.\Moreover there are scholarship organizations, and other competitions,\go abroad, response:	and see more,
context: Nodame!\Won't you go to Europe together with me?\If you want to continue your piano,\rather than our school,\I think the school abroad will suit you better.\Moreover there are scholarship organizations, and other competitions,\go abroad,\and see more, response:	feel more, experience more...
